residual_id,candidate_id,source_relpath,source_line,source_column,visible_text,detector_family,classification,disposition,reason,context,context_sha256,source_sha256,status
ega2.residual.sha256.4941d13f6292eefa37a12c62e996eeaf7596e0752965e6057bcbe1178959a692,ega2.candidate.sha256.4941d13f6292eefa37a12c62e996eeaf7596e0752965e6057bcbe1178959a692,ega2/ega2-2.tex,782,13,2.5.10,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{env}[2.5.10],EFE6ED26C8B840DCBDE151AE1FB8461BED6EF8A2F7A6C9749A2A96117E21D581,33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.residual.sha256.847f0d91671dfcb6f03b4c9b0cc2c3b7cb919f919174858aca46170b119ead32,ega2.candidate.sha256.847f0d91671dfcb6f03b4c9b0cc2c3b7cb919f919174858aca46170b119ead32,ega2/ega2-2.tex,800,13,2.5.11,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{env}[2.5.11],C0615374A0AC993DCA03958D71248AF609478A16410111A7FD99A1D5F7D022E7,33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.residual.sha256.3127122d51a2b365e6e465edbc0fc10303c3f896ad2b69622076b20bdc5cc7b8,ega2.candidate.sha256.3127122d51a2b365e6e465edbc0fc10303c3f896ad2b69622076b20bdc5cc7b8,ega2/ega2-2.tex,864,13,2.5.12,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{env}[2.5.12],8A7F853FF825CE6F761BA96CBE19A3B5FBBD720F4B2E18C96D39F86131DDF56A,33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.residual.sha256.5401072046706421630aa94c8ee9f70638ac15aa301b8ef3a1a85cb1d574febb,ega2.candidate.sha256.5401072046706421630aa94c8ee9f70638ac15aa301b8ef3a1a85cb1d574febb,ega2/ega2-2.tex,891,21,2.5.13,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{proposition}[2.5.13],0FAE06EB517DF9D69ED03D42EC8A4F73078CFBE477CDFEA41656FBF7A4D4BF7A,33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.residual.sha256.aef959ddb0e56eedd7c79fb728a5830756cfef72060cbddba6c2f55159468137,ega2.candidate.sha256.aef959ddb0e56eedd7c79fb728a5830756cfef72060cbddba6c2f55159468137,ega2/ega2-2.tex,947,19,2.5.14,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{corollary}[2.5.14],788F62761055B47424607E49E123EDCE79B692011A063C58B6D65D5AD625D906,33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.residual.sha256.900bd6c0cd5723ab01d1da806ec6793f7cffff52929018de47631a982cf675cf,ega2.candidate.sha256.900bd6c0cd5723ab01d1da806ec6793f7cffff52929018de47631a982cf675cf,ega2/ega2-2.tex,970,19,2.5.15,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{corollary}[2.5.15],6FBB74F2EE6CE153B3A2566D6DD37931EE85FA560DCADD33D72AC68B681A7033,33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.residual.sha256.e1cc574610c3570f81540933d787e21d52e3c2901c3d403c57d9817a48c7bd1a,ega2.candidate.sha256.e1cc574610c3570f81540933d787e21d52e3c2901c3d403c57d9817a48c7bd1a,ega2/ega2-2.tex,986,13,2.5.16,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{env}[2.5.16],1F9752F58D0E196C68D409BE5AAA0229708F4AAB8802AC333A9B7B21ED23DAD8,33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.residual.sha256.2cbf531121a1e95ffdbe209f4fc4e4f0d96a04790b73e8d51cb4cb66c6cc5614,ega2.candidate.sha256.2cbf531121a1e95ffdbe209f4fc4e4f0d96a04790b73e8d51cb4cb66c6cc5614,ega2/ega2-2.tex,1001,21,2.5.17,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{proposition}[2.5.17],AEA3A0F3FB614EC2540E84A278BAFBCEC8CB56A75565AE9430CD6BFEB2A0DC97,33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.residual.sha256.9d45c1aa5d8b3a08b81c594fd1bbd795731ce1dfb11f5a6213687336b5af4e20,ega2.candidate.sha256.9d45c1aa5d8b3a08b81c594fd1bbd795731ce1dfb11f5a6213687336b5af4e20,ega2/ega2-2.tex,1017,13,2.6.1,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{env}[2.6.1],9487290DEB134D440940B4E1C1801A06762642A5F45987E7606FD904F2EE4A9B,33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.residual.sha256.38595f7d76efbf630f48dbc0d47c4654f60e13054e72d4488bf5a8b0d009d3d0,ega2.candidate.sha256.38595f7d76efbf630f48dbc0d47c4654f60e13054e72d4488bf5a8b0d009d3d0,ega2/ega2-2.tex,1035,13,2.6.2,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{env}[2.6.2],470E8E70767F30CDAC66A066D4D7405F367A754B8BCBD4802DDD654EEF921EFE,33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.residual.sha256.180fad81d282c14ceeb700d783768f787c54aa85c2ed456aebb81eb429613d08,ega2.candidate.sha256.180fad81d282c14ceeb700d783768f787c54aa85c2ed456aebb81eb429613d08,ega2/ega2-2.tex,1076,21,2.6.3,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{proposition}[2.6.3],6415BE7FD79FDE4F367C1CCC03E36A3A45705BA389717667A723ED4670B7F64F,33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.residual.sha256.578144c9141861cca51a9687bf66ae453a6406391b10768cab92821cc86749ec,ega2.candidate.sha256.578144c9141861cca51a9687bf66ae453a6406391b10768cab92821cc86749ec,ega2/ega2-2.tex,1089,13,2.6.4,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{env}[2.6.4],935394AF72ADD734DE6626F93D5E43770239DD3307921EB10AF1722D5210715B,33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.residual.sha256.05256c42e7d48ca5ca3be41641ee679cf55d8e0acc6f9fade79603325156af1b,ega2.candidate.sha256.05256c42e7d48ca5ca3be41641ee679cf55d8e0acc6f9fade79603325156af1b,ega2/ega2-2.tex,1122,21,2.6.5,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{proposition}[2.6.5],A57B668F6F9B33014EF42E21DD351A91B750C8CC1C21392E405AED7D7FEAC529,33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.residual.sha256.2e9c2242acb6e8c7c889abe0b4a41ce2036b1591bdd14878a7eefa1717dd5dad,ega2.candidate.sha256.2e9c2242acb6e8c7c889abe0b4a41ce2036b1591bdd14878a7eefa1717dd5dad,ega2/ega2-2.tex,1160,21,2.7.1,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{proposition}[2.7.1],F19D9E22D98EAB02ED3ACB43E2D95AB1DA8A9B0FE63A704B201EA7218C70FA39,33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.residual.sha256.caaf79136d5673a9d11ac814dd22fbcd0318e990517ad781044dcfbbd88ccc9c,ega2.candidate.sha256.caaf79136d5673a9d11ac814dd22fbcd0318e990517ad781044dcfbbd88ccc9c,ega2/ega2-2.tex,1179,13,2.7.2,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{env}[2.7.2],F41EF99192BBF5A170E273A707ADEBD9124C0DD9C95E3A9C6AAA2CF8B27C1298,33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.residual.sha256.1da13569dc2978de5564588875fb5e930b4f2c0766016d8fee7d0674e8b7a42c,ega2.candidate.sha256.1da13569dc2978de5564588875fb5e930b4f2c0766016d8fee7d0674e8b7a42c,ega2/ega2-2.tex,1196,21,2.7.3,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{proposition}[2.7.3],785A0B45E21E0CE0981212D3FE8BA6941D9FF7DFC2F6CA41029E01F012824BBB,33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.residual.sha256.ce62a20dcee4bca3c4052372d06623742d9170f1e50342770a8195871bb97ecb,ega2.candidate.sha256.ce62a20dcee4bca3c4052372d06623742d9170f1e50342770a8195871bb97ecb,ega2/ega2-2.tex,1225,19,2.7.4,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{corollary}[2.7.4],8104C0CBCAEE43958727F2CC4363B2E45A379D8D84F9BF98D6679E80C4681547,33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.residual.sha256.607d8cffdef0f6d5e987bfb3846431bd464d7c5f3668f4619cc46926208bf683,ega2.candidate.sha256.607d8cffdef0f6d5e987bfb3846431bd464d7c5f3668f4619cc46926208bf683,ega2/ega2-2.tex,1235,17,2.7.5,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{theorem}[2.7.5],89DE27DCC1B3F454F2FAFE282F523E536511130C7A2ECDEDB74948474698967D,33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.residual.sha256.351b60654ad3c304bb483fa72289ac531bf6f5dabcb68660cc79999f88b7bbe9,ega2.candidate.sha256.351b60654ad3c304bb483fa72289ac531bf6f5dabcb68660cc79999f88b7bbe9,ega2/ega2-2.tex,1250,16,2.7.6,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{remark}[2.7.6],E4CF3A9C8A075D42F45FA986CB031625D56DA1940A3F75AEBD241CDE0E5A0C7C,33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.residual.sha256.bdf54c809951d2ecc041271f70320801fc1c5d1673c80ba2eec9cb499e746b0e,ega2.candidate.sha256.bdf54c809951d2ecc041271f70320801fc1c5d1673c80ba2eec9cb499e746b0e,ega2/ega2-2.tex,1255,19,2.7.7,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{corollary}[2.7.7],F5146E87533A79CE2A1DCA6ECD549B613839C8D2C62875CF75981E1FD99BC550,33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.residual.sha256.b1801027fdbf6c9df2089202b8ac3436d923fd1fd15831edcc50ca8640e80139,ega2.candidate.sha256.b1801027fdbf6c9df2089202b8ac3436d923fd1fd15831edcc50ca8640e80139,ega2/ega2-2.tex,1260,19,2.7.8,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{corollary}[2.7.8],F0CCA7593089BBF678AEBD745E4214EEBEBCFF248CA6D72A1D6CD4335040FB86,33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.residual.sha256.afd28dc0efc7490fe44414328a13a255dba0d228debc4a25432c535113e7128e,ega2.candidate.sha256.afd28dc0efc7490fe44414328a13a255dba0d228debc4a25432c535113e7128e,ega2/ega2-2.tex,1273,19,2.7.9,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{corollary}[2.7.9],45D2BB832EA48052CED793AE0564F8B0BDB311AF3668C1299F5FD0257DE511E0,33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.residual.sha256.a4018791a8f671f65aa907b142f82096361e4cba45e25e6b73756e11b8b3be75,ega2.candidate.sha256.a4018791a8f671f65aa907b142f82096361e4cba45e25e6b73756e11b8b3be75,ega2/ega2-2.tex,1285,17,2.7.9.1,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{lemma}[2.7.9.1],792907A23E5D438E556088B41957E0F59F05521D831DE373F7F616EF65C00222,33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.residual.sha256.b69a794400f7815fd81552d95fff1fe22f9e894b0e7661c800672a4ad4a6dc62,ega2.candidate.sha256.b69a794400f7815fd81552d95fff1fe22f9e894b0e7661c800672a4ad4a6dc62,ega2/ega2-2.tex,1297,19,2.7.10,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{corollary}[2.7.10],ECADDDEFEC03171AB4BACB2325737A0C288F2157251D8C4FC96B14279A50D8AE,33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.residual.sha256.e934a93f5295decaa71b568b2dce246c9f4228a3f06586a9f0307fa628dfa40f,ega2.candidate.sha256.e934a93f5295decaa71b568b2dce246c9f4228a3f06586a9f0307fa628dfa40f,ega2/ega2-2.tex,1303,21,2.7.11,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{proposition}[2.7.11],1F7F640C9015C2F522A874B703395B6BA10643E9EDCCD40FECE23BAB7335D683,33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.residual.sha256.4200272f0ad7ab3b36ad6ad1b80a2a959be7a9e232666aefef4cceed40603418,ega2.candidate.sha256.4200272f0ad7ab3b36ad6ad1b80a2a959be7a9e232666aefef4cceed40603418,ega2/ega2-2.tex,1327,13,2.8.1,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{env}[2.8.1],9F6CD31BAECD4F6109E9A2BC46B8BA18DCB7D83EF87B5C0570AD9BDEAF02A532,33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.residual.sha256.e7918c88d68b03416f171455a8434b4fcf8027086733e61a582d2ac7bd1edb78,ega2.candidate.sha256.e7918c88d68b03416f171455a8434b4fcf8027086733e61a582d2ac7bd1edb78,ega2/ega2-2.tex,1366,21,2.8.2,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{proposition}[2.8.2],D875A1270E6FCAE9E0ABDF0A177618B0EC631D7CAB3429037AED384FCF3E417A,33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.residual.sha256.72279784859aa3ab393f9de3670c5ade1e7f7eaed69b6da213666191a6193b93,ega2.candidate.sha256.72279784859aa3ab393f9de3670c5ade1e7f7eaed69b6da213666191a6193b93,ega2/ega2-2.tex,1386,19,2.8.3,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{corollary}[2.8.3],AEB5FA00BB0BFC1975B3ED2CD88EEAD9ED7E69F154113DF126AA834011E2A6D2,33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.residual.sha256.9b3e70b0cf1cd40e5fbaef97af00448438f60402861e98628015cc390d7f0427,ega2.candidate.sha256.9b3e70b0cf1cd40e5fbaef97af00448438f60402861e98628015cc390d7f0427,ega2/ega2-2.tex,1405,13,2.8.4,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{env}[2.8.4],2CB27EAA69660BC4A15EE76C97577EC9761750F49EA22080594B2A668121E1A8,33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.residual.sha256.58eaa8b493c132e04b053963f7467e05b3a18f5b0c44bc37eb468b3c978c94d7,ega2.candidate.sha256.58eaa8b493c132e04b053963f7467e05b3a18f5b0c44bc37eb468b3c978c94d7,ega2/ega2-2.tex,1411,13,2.8.5,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{env}[2.8.5],AC8B1B053715989AA66B6932728CFAAFC1368D81184F7ADFAFB460B7848E54AB,33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.residual.sha256.ab4130c4c8a4912257de796408a5b4d7ee0890c62cfd454fff25ff86f2c3b875,ega2.candidate.sha256.ab4130c4c8a4912257de796408a5b4d7ee0890c62cfd454fff25ff86f2c3b875,ega2/ega2-2.tex,1448,13,2.8.6,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{env}[2.8.6],44B78CB4A77A15924E9087295104389AB028F7A7A8920A670AF410D5BD818505,33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.residual.sha256.ca6b14cd5766dcf48e63f0ae51d0a43e27a07ca0a87c8e32e0c7870246811b5c,ega2.candidate.sha256.ca6b14cd5766dcf48e63f0ae51d0a43e27a07ca0a87c8e32e0c7870246811b5c,ega2/ega2-2.tex,1473,21,2.8.7,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{proposition}[2.8.7],5B8986A09E1EEF1100359CDA65C0A499B76B5C6864DD545BF4816C093ABD223D,33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.residual.sha256.b5860bb24b5bf5d7a7ac3fb45ab096a1d8469c937d4e94ae32caca44dca9e6e0,ega2.candidate.sha256.b5860bb24b5bf5d7a7ac3fb45ab096a1d8469c937d4e94ae32caca44dca9e6e0,ega2/ega2-2.tex,1481,21,2.8.8,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{proposition}[2.8.8],0BDC12AE284554E8924BD44DC4A75F45C52A636E208DF0F9FE2C2BEBF69DD9D9,33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.residual.sha256.718c157a6cbf2f5c83f3b5c7e8f295093834d437ea6f61829d614553b12dff6c,ega2.candidate.sha256.718c157a6cbf2f5c83f3b5c7e8f295093834d437ea6f61829d614553b12dff6c,ega2/ega2-2.tex,1520,13,2.8.9,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{env}[2.8.9],32D5CE4E61EBE80983EB81C5AA071BD2DE820238ABDE3A19D94B8EF7345DA014,33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.residual.sha256.e2aec600444c0d7250a56a2c2163d741929a93b7c1d246a5d92c24805376a050,ega2.candidate.sha256.e2aec600444c0d7250a56a2c2163d741929a93b7c1d246a5d92c24805376a050,ega2/ega2-2.tex,1542,21,2.8.10,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{proposition}[2.8.10],FEB1A6F492C48D4B8D444188E04602C3A2180AFFBC1B9964A4751C31CACA44F1,33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.residual.sha256.044d8acaf2dcaa7f5b10f3147b6ae10e78539f97adc6b66889e7c71e8aff678d,ega2.candidate.sha256.044d8acaf2dcaa7f5b10f3147b6ae10e78539f97adc6b66889e7c71e8aff678d,ega2/ega2-2.tex,1554,19,2.8.11,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{corollary}[2.8.11],751941619E468558C1D5E800099132F179323A8DD0FB774D8B2C397D1A1652E2,33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.residual.sha256.e8ceacd3e617f72c681a726ef51bd7136cf33f983397ebbd8aaa8d966aa3e99f,ega2.candidate.sha256.e8ceacd3e617f72c681a726ef51bd7136cf33f983397ebbd8aaa8d966aa3e99f,ega2/ega2-2.tex,1566,13,2.8.12,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{env}[2.8.12],A9E4EE952C35848AC94F20F6827847263659283C539A4D9987A141B085370699,33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.residual.sha256.d6d00504c14cd1dcc5617e4387e3572c90f0c1f02ab62f77f446dd8e620ad984,ega2.candidate.sha256.d6d00504c14cd1dcc5617e4387e3572c90f0c1f02ab62f77f446dd8e620ad984,ega2/ega2-2.tex,1582,13,2.8.13,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{env}[2.8.13],D4BA4780A1EDBB06BB3706D98B17CED4A97AFE9FE743A7105CF493291AFC697F,33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.residual.sha256.0b0231678021855be5ca292d759417f38ae97c929d7ca1288d82cc1a4d183bc4,ega2.candidate.sha256.0b0231678021855be5ca292d759417f38ae97c929d7ca1288d82cc1a4d183bc4,ega2/ega2-2.tex,1636,13,2.8.14,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{env}[2.8.14],C03CDC729FF4A4B7CF0928A89A21D203B702AFF51B2DE1C8EB4BD2DC51B30396,33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.residual.sha256.ba43762b39e57421091b2c125dfe53e48268688cd3dd4963d8edbbc47e60f602,ega2.candidate.sha256.ba43762b39e57421091b2c125dfe53e48268688cd3dd4963d8edbbc47e60f602,ega2/ega2-2.tex,1688,13,2.8.15,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{env}[2.8.15],81134BCF7F3C1A03324902DBAA237CF7966640BBA4BB910B1AC0DF098937D42D,33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.residual.sha256.054050ba870f955af6ccd9edb46b7950d11974aaab623d549d2c6426959551ac,ega2.candidate.sha256.054050ba870f955af6ccd9edb46b7950d11974aaab623d549d2c6426959551ac,ega2/ega2-2.tex,1697,13,2.9.1,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{env}[2.9.1],E93FED38FFB0AEB95C5ED4119FA3B52FAEEFC14D9D9F5332F528D589F5F636D0,33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.residual.sha256.d796376200bf0dcd2b53fefb568b51822d3b0d11b31c45c9f52a8cb95444bd03,ega2.candidate.sha256.d796376200bf0dcd2b53fefb568b51822d3b0d11b31c45c9f52a8cb95444bd03,ega2/ega2-2.tex,1704,21,2.9.2,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{proposition}[2.9.2],9A64292637E781EEEADC41D982AA064166DB4768A4FE34AD5CFDFB484326D1A3,33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.residual.sha256.d4add6aa93f369bb29fab674e17bf013df4691d496e8731822e47a7cce9b258c,ega2.candidate.sha256.d4add6aa93f369bb29fab674e17bf013df4691d496e8731822e47a7cce9b258c,ega2/ega2-2.tex,1731,19,2.9.3,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{corollary}[2.9.3],B258736B1C15FD96B395FC0CC1ED1355467BFF500BB95DCAE9EC0E1FC0A15628,33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.residual.sha256.bc1eb93b5a5ec0e0851590d91c74bc848d1cc00cefb475bf14364225fee339f7,ega2.candidate.sha256.bc1eb93b5a5ec0e0851590d91c74bc848d1cc00cefb475bf14364225fee339f7,ega2/ega2-2.tex,1741,19,2.9.4,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{corollary}[2.9.4],B87E9B714A04F3F38B0051F909EFFFFC2BB7FFDBF83C9FCF0738CDA5E20F3EF8,33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.residual.sha256.c81fa7880a1e714e576dc7b115a340304987d7f643ca933e440b024ed7c08e50,ega2.candidate.sha256.c81fa7880a1e714e576dc7b115a340304987d7f643ca933e440b024ed7c08e50,ega2/ega2-2.tex,1761,19,2.9.5,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{corollary}[2.9.5],06FAC194D5C1400D42ACD2128A740BBD879685C569BC37F6B5CF9BEA155DC5EA,33C44C60F4DBC6BDDD1EA5C3739E765C43368D160E2B6C01755331270D2AF63D,adjudicated
ega2.residual.sha256.9a9201b2aeb9fedd3f13a16a6fb43dc860986441361e6fff7ce41126b5970f46,ega2.candidate.sha256.9a9201b2aeb9fedd3f13a16a6fb43dc860986441361e6fff7ce41126b5970f46,ega2/ega2-3.tex,8,13,3.1.1,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{env}[3.1.1],0FD2F17182F7CBE70730841876364467646645CE6CB58F354CECDBBBAA6D4852,3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.residual.sha256.0c423849eb7a9b8380913f267825196a190eebba5d4a99bd3c323873be35556c,ega2.candidate.sha256.0c423849eb7a9b8380913f267825196a190eebba5d4a99bd3c323873be35556c,ega2/ega2-3.tex,31,21,3.1.2,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{proposition}[3.1.2],C7677393CA9987DBC01BBEFD052AAFAE4C39AB2441B71A49B97F38B83A750A4C,3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.residual.sha256.f032222259b81655e184cb28ad2586c36e49cc2c1de3ec32e98205cce9f8ea9c,ega2.candidate.sha256.f032222259b81655e184cb28ad2586c36e49cc2c1de3ec32e98205cce9f8ea9c,ega2/ega2-3.tex,66,13,3.1.3,bare_dotted,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",\begin{env}[3.1.3],4B6175D81593D8F45EBFACE4264EE1BA3312D32D98CC940E412E41AE66E23A43,3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
