candidate_id,source_relpath,source_line,source_column,visible_text,detector_family,target_label,target_id,classification,disposition,reason,source_sha256,status
ega2.candidate.sha256.26f58827e05b77daa84ce30e1e4dba5928a4e42cba915f595df9a99859ed6794,ega2/ega2-3.tex,232,21,3.1.14,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.7373840ab68c06f35f7fc85fc87dd0e756efe9d8edd82438f489b7991628fa26,ega2/ega2-3.tex,270,13,3.2.1,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.3bff453c1f517d973b0878e7100790b265464ad5532e79e93e49317dfa312516,ega2/ega2-3.tex,278,21,3.2.2,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.cfb39c040518aaad6a79f2d02fb324546093bc063cdf4493fe2e67105ccc3d9e,ega2/ega2-3.tex,289,21,3.2.3,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.d204b0c5a8e5bcb2a3a9ee4188eb5f37ae743c2270d70a34ba4321d388dd71ba,ega2/ega2-3.tex,299,21,3.2.4,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.0515bda408807d5c4d7b86c0d99a459efc5543c5593f505231bd6fe5c341b419,ega2/ega2-3.tex,322,21,3.2.5,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.daeaf5de2fe1ba328e20bf57abda03c9fb30159a9439be7ff85743786571c819,ega2/ega2-3.tex,355,21,3.2.6,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.6b66fae95d377d24402856f6369db206b60aa2263c2206fadf60efb6c4d62325,ega2/ega2-3.tex,380,19,3.2.7,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.5bd195ea6d1cef9fb08bd46b2bd2769586660807f64f58266625c4bd940dae1b,ega2/ega2-3.tex,398,19,3.2.8,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.e519cbb171663df5a31311838ce93f6ce2e5defd0199de349c6ca64858a11510,ega2/ega2-3.tex,413,17,3.2.9,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.144954d1511097bce53444d00df1bfef4cdc411de3c053158cf2ac0017a0095c,ega2/ega2-3.tex,429,21,3.2.10,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.37c05899e1b66376eef45dc0a96155082c9ab2991ff80fb654beb39561207ee0,ega2/ega2-3.tex,450,13,3.3.1,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.b1d8ccaffa8696ef4ad8c32eee3c8b3161487ad42a3fc9b1cbefac7391fd4a4c,ega2/ega2-3.tex,478,13,3.3.2,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.c0e6dd3e2ceb9e0ba99598016f7a79d600524fd2bae2153da497cf6eed21568d,ega2/ega2-3.tex,528,21,3.3.3,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.77e197a5fa4f85ca69c278899aa42f33ab809bf195ba3f0f5dc0feb29911cafd,ega2/ega2-3.tex,538,13,3.3.4,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.1613f2f5a2bc4a44c3bef57a7dfdd1e1d8936d5ad03be03bfdab7f59b0d3c5b5,ega2/ega2-3.tex,566,21,3.3.5,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.bc3b5837d9ba22045a65a4589e1e801cbac42eca1e768f2f6ef58fdb2e0d5d18,ega2/ega2-3.tex,592,21,3.4.1,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.e6ae25d25bfd8d6c20deba4fd01b0004f54e4ed68c95e69bb129e81617fd6ffb,ega2/ega2-3.tex,605,13,3.4.2,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.2f0e18192762946a73f9e8c46891d1d58dea6621868386673aad0f23dd5b6049,ega2/ega2-3.tex,622,21,3.4.3,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.d96505cc9ae427aaefe53da344a095eede8d6590512087c91cb3066d73f9b1ef,ega2/ega2-3.tex,637,17,3.4.4,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.6ce10460fc5fdd3694b9f5440d902688068fe0420b14ad363fcf8e68918d4b07,ega2/ega2-3.tex,650,19,3.4.5,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.a001c4c2ab8b12a72cbbca48f51ed5ddbb8afe4c9e130c9ef63f211307fdb78f,ega2/ega2-3.tex,666,19,3.4.6,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.e24c5ec8b3229d31597102e2d397ad01da62736f395fd13e5129bd0777ae28e4,ega2/ega2-3.tex,680,17,3.4.7,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.3510105f364b7b389ffe26ded0a1fd703fa90af217564a9a4b2c15f4b896b81a,ega2/ega2-3.tex,708,19,3.4.8,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.7776d60f8068a4ad06ba30557599a065102e21333ca8bb305ac14608b3b4a0f7,ega2/ega2-3.tex,725,13,3.5.1,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.8d984a3d416ceece7834d9d42d80ba959e87c0a9c61d381f24f33cd7a9914cde,ega2/ega2-3.tex,754,21,3.5.2,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.1f794850a741bc1e6cf2bc79d4525c9c371844489ef24d748e6e70b7131b5fe3,ega2/ega2-3.tex,775,21,3.5.3,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.a10cc476e52d2363bf55921bd3fcc14f3836bb3335f27f329e5d552ec565aab7,ega2/ega2-3.tex,798,19,3.5.4,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.268e74abe300a007f1f95a05bbc6d0ff56b5303b97007e3d7157321172771c1c,ega2/ega2-3.tex,807,13,3.5.5,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.b5225e54f234649e7dc285ba33a518b90efab86a10331c5e0a8e7392bbc9bc28,ega2/ega2-3.tex,849,13,3.5.6,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.2fe9697c9e8c662d0d5fb6df77363e74c6a01e9d810e45c4c5d999be41604d9a,ega2/ega2-3.tex,896,13,3.6.1,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.b9ac6057bef53ede5da8cdd24d203295b495a237a61a12760dae3bf403e8b4a1,ega2/ega2-3.tex,905,21,3.6.2,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.1fca02513836f454dff6ae547185488e1fac04636f04379199e347f6d93f03e0,ega2/ega2-3.tex,932,19,3.6.3,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.b08b06be87e899e74805b3561cb7239c308c9e9c968b8b568cfa86ee5ee2d138,ega2/ega2-3.tex,943,19,3.6.4,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.c2a2a8245929aecd3d5476a0ca8020730b95f4478f43f4f086368ed539f66ea1,ega2/ega2-3.tex,957,13,3.7.1,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.47ff7d26b15264ab7bf9715e17606d0f3663eab39f83016160cb021dcab99a81,ega2/ega2-3.tex,987,13,3.7.2,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.f5d542799bdc9de291fd42da38dcf673f7281266c538c6a82b1027571a84ddd3,ega2/ega2-3.tex,1011,21,3.7.3,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.5a0dd9b598cf788b921540565cbe3a55ae9f8cd790a4efd515e24c801e78f3e0,ega2/ega2-3.tex,1040,19,3.7.4,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.3c5d462af14850ac6c64b5572aabe80bc0f481714c543bf6292a4518e5074947,ega2/ega2-3.tex,1050,19,3.7.5,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.ef12e8c0a1047c885779e488d2d3d8ba2396c16dcce6900fe0b5ec34398275cd,ega2/ega2-3.tex,1059,21,3.7.6,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.77732a29f77ff7f7d7b5939edd009089b43f8009ba9ec2dfc9683fe2c37ccf6c,ega2/ega2-3.tex,1076,21,3.7.7,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.662c76bdb718df120a4a0812d356e8fa0207113f6fd5d876b0452fa5913a2f4f,ega2/ega2-3.tex,1095,19,3.7.8,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.fcab6268405b64475956607cf782e63ba96495401271537477ff482ac5cff14f,ega2/ega2-3.tex,1108,17,3.7.9,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.d3ca2044ea560f924ced9f7f0d1d0d1eceb48409851846022d6cf967e9e752b4,ega2/ega2-3.tex,1161,13,3.8.1,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.7d864a0744597900e3ea48a96ecc0cf35ee5f8bc122244c761dc5c7578c4c35a,ega2/ega2-3.tex,1166,21,3.8.2,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.8eca74ebbb1dc0adb75d88c5e3b76d55421b7e44ed8169e7e9174067518ca16d,ega2/ega2-3.tex,1193,19,3.8.3,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.6dd16522c85526db1c6e503e33e813430a367b48cd2ceba29cec8d9d1fe6c56b,ega2/ega2-3.tex,1205,21,3.8.4,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.e81152a592572d2faa2570a0a7e32ddac897fae8d8bcbe3e2d1636c1eda3fe74,ega2/ega2-3.tex,1228,21,3.8.5,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",3B4585835040258EE1365497264E97EC70ED151740AF399FAF3C61256908CB79,adjudicated
ega2.candidate.sha256.5eb9b12e81824043d322713a94625b5f35019ef2967839cdb715726b84833867,ega2/ega2-4.tex,8,20,4.1.1,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",1AB01F2E0DD552DCF98C47CD11E5114F0F6FFCE4508CCEFA456FA79DD9AF50C9,adjudicated
ega2.candidate.sha256.0e72b884d0ec6281d660a53e7ba2109d5104f3b15f7e67e6b7e6ab071fcc5c11,ega2/ega2-4.tex,22,13,4.1.2,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",1AB01F2E0DD552DCF98C47CD11E5114F0F6FFCE4508CCEFA456FA79DD9AF50C9,adjudicated
ega2.candidate.sha256.b9b70d08da4d7c62082a970bd09d27490ea9f2e442a6460565ec9a03ea052af5,ega2/ega2-4.tex,40,13,4.1.3,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",1AB01F2E0DD552DCF98C47CD11E5114F0F6FFCE4508CCEFA456FA79DD9AF50C9,adjudicated
ega2.candidate.sha256.4fe29bf1eac1378c22477e234e68a9268bd8b223ce776d7209f22bd3c4d14d38,ega2/ega2-4.tex,65,21,4.1.4,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",1AB01F2E0DD552DCF98C47CD11E5114F0F6FFCE4508CCEFA456FA79DD9AF50C9,adjudicated
ega2.candidate.sha256.21b9f414ced1fc478a13210fcdce47156f9ae4b0b2ef61d39045b2cb43b48974,ega2/ega2-4.tex,94,13,4.1.5,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",1AB01F2E0DD552DCF98C47CD11E5114F0F6FFCE4508CCEFA456FA79DD9AF50C9,adjudicated
ega2.candidate.sha256.4443bc5ba7c57703692e6dfa8d111d8cb117216f1b2ff86f8413cb17d7c4687e,ega2/ega2-4.tex,105,21,4.1.6,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",1AB01F2E0DD552DCF98C47CD11E5114F0F6FFCE4508CCEFA456FA79DD9AF50C9,adjudicated
ega2.candidate.sha256.64642673efdecaada0815407dd5610e5c8676b8a5ea7ebc751076fc215a0a35f,ega2/ega2-4.tex,119,13,4.2.1,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",1AB01F2E0DD552DCF98C47CD11E5114F0F6FFCE4508CCEFA456FA79DD9AF50C9,adjudicated
ega2.candidate.sha256.94a9f5133bd89c17135aefe469323d416cd0ff90192e49437c4644a86a78b1b4,ega2/ega2-4.tex,161,13,4.2.2,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",1AB01F2E0DD552DCF98C47CD11E5114F0F6FFCE4508CCEFA456FA79DD9AF50C9,adjudicated
ega2.candidate.sha256.1351f3f86678bc70bee45685302c25ed2f57f9d1f811b3cb4607248f0e094265,ega2/ega2-4.tex,173,21,4.2.3,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",1AB01F2E0DD552DCF98C47CD11E5114F0F6FFCE4508CCEFA456FA79DD9AF50C9,adjudicated
ega2.candidate.sha256.1340364059eaa8475a4963f19ecbc9db888897cbc0bfabb0e6e9c9ad2dee0888,ega2/ega2-4.tex,193,17,4.2.4,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",1AB01F2E0DD552DCF98C47CD11E5114F0F6FFCE4508CCEFA456FA79DD9AF50C9,adjudicated
ega2.candidate.sha256.8bc997af5e171606abeff090f373883fdedf62dd35b667633716587f4d5486a7,ega2/ega2-4.tex,200,16,4.2.5,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",1AB01F2E0DD552DCF98C47CD11E5114F0F6FFCE4508CCEFA456FA79DD9AF50C9,adjudicated
ega2.candidate.sha256.48af31eda48f5fac8dea33a1cbae94fc98e36996c81e4fadc91625d15c7de35e,ega2/ega2-4.tex,210,202,2,prose_locator,section:II.2,ega2.c02.sec.2,internal_reference,insert_link,unique EGA II section/subsection target in explicit local context,1AB01F2E0DD552DCF98C47CD11E5114F0F6FFCE4508CCEFA456FA79DD9AF50C9,adjudicated_and_applied
ega2.candidate.sha256.37363bd7a7d21ef5fe2e6298960db59e63b4d51b9e5cde211627237723571218,ega2/ega2-4.tex,210,230,3,prose_locator,section:II.3,ega2.c02.sec.3,internal_reference,insert_link,unique EGA II section/subsection target in explicit local context,1AB01F2E0DD552DCF98C47CD11E5114F0F6FFCE4508CCEFA456FA79DD9AF50C9,adjudicated_and_applied
ega2.candidate.sha256.53fef10e293c182a5b28313ac48db548519aab8450dcab446bb13a600a0e59fc,ega2/ega2-4.tex,216,19,4.2.6,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",1AB01F2E0DD552DCF98C47CD11E5114F0F6FFCE4508CCEFA456FA79DD9AF50C9,adjudicated
ega2.candidate.sha256.2a5a1fb36b71de2f1af9970d5728f58599a0c631b81fe2fa5c3481f8755107fc,ega2/ega2-4.tex,241,16,4.2.7,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",1AB01F2E0DD552DCF98C47CD11E5114F0F6FFCE4508CCEFA456FA79DD9AF50C9,adjudicated
ega2.candidate.sha256.b49d79b0a866852c4406f2a7c5a58a7e5d8b8e66cce55eceb0e499d027192067,ega2/ega2-4.tex,251,13,4.2.8,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",1AB01F2E0DD552DCF98C47CD11E5114F0F6FFCE4508CCEFA456FA79DD9AF50C9,adjudicated
ega2.candidate.sha256.8f4f6678e4ee27c788bc46e2cf7a8dbb34f863b7cdc31091051c205e6a7f5d04,ega2/ega2-4.tex,257,13,4.2.9,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",1AB01F2E0DD552DCF98C47CD11E5114F0F6FFCE4508CCEFA456FA79DD9AF50C9,adjudicated
ega2.candidate.sha256.b61eb943f7e7b0d5e8f9fcba051ae21978e949b94ec4eb05ce66b398a5d0dd06,ega2/ega2-4.tex,266,13,4.2.10,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",1AB01F2E0DD552DCF98C47CD11E5114F0F6FFCE4508CCEFA456FA79DD9AF50C9,adjudicated
ega2.candidate.sha256.5073aef1eeaf1d39f11deec28fb461ec0576f56521cf2ad5c235c1a4123d9a99,ega2/ega2-4.tex,299,13,4.3.1,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",1AB01F2E0DD552DCF98C47CD11E5114F0F6FFCE4508CCEFA456FA79DD9AF50C9,adjudicated
ega2.candidate.sha256.4b956012c82b71feb66c3dbabac4330142a832cade24c11bfbc3e90bbc484abc,ega2/ega2-4.tex,348,13,4.3.2,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",1AB01F2E0DD552DCF98C47CD11E5114F0F6FFCE4508CCEFA456FA79DD9AF50C9,adjudicated
ega2.candidate.sha256.e4385ce2e79f853642fa2138162390a6f2484134f90f20f745dc4d971b826565,ega2/ega2-4.tex,374,15,4.3.2.4,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",1AB01F2E0DD552DCF98C47CD11E5114F0F6FFCE4508CCEFA456FA79DD9AF50C9,adjudicated
ega2.candidate.sha256.003fed8ca2a61fa358cd983094837bc45b6a1b21821d4acb63529a0b27699e58,ega2/ega2-4.tex,385,21,4.3.3,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",1AB01F2E0DD552DCF98C47CD11E5114F0F6FFCE4508CCEFA456FA79DD9AF50C9,adjudicated
ega2.candidate.sha256.6c0787e7a2cd862b5163cdd29c72baa0b39b0e05fce42d774c0e9271ddb27d9f,ega2/ega2-4.tex,398,13,4.3.4,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",1AB01F2E0DD552DCF98C47CD11E5114F0F6FFCE4508CCEFA456FA79DD9AF50C9,adjudicated
ega2.candidate.sha256.f2cac6f39870f6a01309045d52a89ffbbf669abd9ca2738ffd21d8b5b608963f,ega2/ega2-4.tex,424,13,4.3.5,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",1AB01F2E0DD552DCF98C47CD11E5114F0F6FFCE4508CCEFA456FA79DD9AF50C9,adjudicated
ega2.candidate.sha256.5a7deac865de7aea530d61ba84e5cb74db7b53a32052ecefbe8249d9ea051ec1,ega2/ega2-4.tex,435,16,4.3.6,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",1AB01F2E0DD552DCF98C47CD11E5114F0F6FFCE4508CCEFA456FA79DD9AF50C9,adjudicated
ega2.candidate.sha256.458af20bdefe7c3d8f17cc157633b3811e280a1450555878dc27dc032de23a64,ega2/ega2-4.tex,450,21,4.4.1,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",1AB01F2E0DD552DCF98C47CD11E5114F0F6FFCE4508CCEFA456FA79DD9AF50C9,adjudicated
ega2.candidate.sha256.23e3ad176417702e348f6230feabd8839051d3ddf6b60f53a3c4de7e2ec57b69,ega2/ega2-4.tex,475,20,4.4.2,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",1AB01F2E0DD552DCF98C47CD11E5114F0F6FFCE4508CCEFA456FA79DD9AF50C9,adjudicated
ega2.candidate.sha256.9ed7aab2995152785c4db3a3407629fa0bc713f287c1e14430b572cc73ddf620,ega2/ega2-4.tex,485,19,4.4.3,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",1AB01F2E0DD552DCF98C47CD11E5114F0F6FFCE4508CCEFA456FA79DD9AF50C9,adjudicated
ega2.candidate.sha256.ae49dae3118fd7630650a688eb8f9b4692078ac842937e427061fe15d0277a74,ega2/ega2-4.tex,495,21,4.4.4,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",1AB01F2E0DD552DCF98C47CD11E5114F0F6FFCE4508CCEFA456FA79DD9AF50C9,adjudicated
ega2.candidate.sha256.28b1ae8607f38c31e6440407bef9ef4e48b8b58c9f24f39cc26fa93a8f1f887e,ega2/ega2-4.tex,519,19,4.4.5,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",1AB01F2E0DD552DCF98C47CD11E5114F0F6FFCE4508CCEFA456FA79DD9AF50C9,adjudicated
ega2.candidate.sha256.1e04f4490312d53c497b035bf3964d3c562b5ebea09e60457ffce9270a55c41d,ega2/ega2-4.tex,529,21,4.4.6,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",1AB01F2E0DD552DCF98C47CD11E5114F0F6FFCE4508CCEFA456FA79DD9AF50C9,adjudicated
