application_id,candidate_id,source_relpath,source_line,source_column,visible_text,original_tex,applied_tex,reference_form,target_label,target_id,resolution_basis,source_sha256,status
ega2.application.sha256.55e14272462dceb7420d83cca596df7a7ffbdf9f48d9cbadd2d2f71aa7dfcf3f,ega2.candidate.sha256.55e14272462dceb7420d83cca596df7a7ffbdf9f48d9cbadd2d2f71aa7dfcf3f,ega2/ega2-indexes-and-contents.tex,109,63,3.7.1,3.7.1,\hyperref[II.3.7.1]{3.7.1},backmatter_index_locator,II.3.7.1,ega2.c02.statement.3-7-1,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.c21efeb4fc713d1efb21ede7cb4d60a4f137460d1e075e2fed3de46252b00c66,ega2.candidate.sha256.c21efeb4fc713d1efb21ede7cb4d60a4f137460d1e075e2fed3de46252b00c66,ega2/ega2-indexes-and-contents.tex,111,51,4.1.1,4.1.1,\hyperref[II.4.1.1]{4.1.1},backmatter_index_locator,II.4.1.1,ega2.c02.def.4-1-1,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.fc719a87fdacc151c851f08a69b8258450f5f20f5530350784b8b88285d1ff19,ega2.candidate.sha256.fc719a87fdacc151c851f08a69b8258450f5f20f5530350784b8b88285d1ff19,ega2/ega2-indexes-and-contents.tex,114,22,4.1.2,4.1.2,\hyperref[II.4.1.2]{4.1.2},backmatter_index_locator,II.4.1.2,ega2.c02.statement.4-1-2,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.83b61f728f10f87af50939e19c82c6b5ffcb52cc76e86d457ea5b5152b1a6f5a,ega2.candidate.sha256.83b61f728f10f87af50939e19c82c6b5ffcb52cc76e86d457ea5b5152b1a6f5a,ega2/ega2-indexes-and-contents.tex,117,21,4.2.5,4.2.5,\hyperref[II.4.2.5]{4.2.5},backmatter_index_locator,II.4.2.5,ega2.c02.rem.4-2-5,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.1581333c16165ada4c0e6b30a0b8b6bca5bc0b0b06db2ea92455d6b648591596,ega2.candidate.sha256.1581333c16165ada4c0e6b30a0b8b6bca5bc0b0b06db2ea92455d6b648591596,ega2/ega2-indexes-and-contents.tex,119,31,4.3.1,4.3.1,\hyperref[II.4.3.1]{4.3.1},backmatter_index_locator,II.4.3.1,ega2.c02.statement.4-3-1,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.698ca5f618fce09f5794c08e17dc0daac7719f978cbff03460ad7785e1f0ee63,ega2.candidate.sha256.698ca5f618fce09f5794c08e17dc0daac7719f978cbff03460ad7785e1f0ee63,ega2/ega2-indexes-and-contents.tex,122,32,4.5.1,4.5.1,\hyperref[II.4.5.1]{4.5.1},backmatter_index_locator,II.4.5.1,ega2.c02.statement.4-5-1,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.b5346ad8f1902f48588ad305607d0dbcd146d0c38c49d26b9caa6a81b5c9cbc5,ega2.candidate.sha256.b5346ad8f1902f48588ad305607d0dbcd146d0c38c49d26b9caa6a81b5c9cbc5,ega2/ega2-indexes-and-contents.tex,124,40,4.5.1,4.5.1,\hyperref[II.4.5.1]{4.5.1},backmatter_index_locator,II.4.5.1,ega2.c02.statement.4-5-1,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.2af276b146bfeb2d469466008d3c347d322f373dc7e2d8588391389cac19cd67,ega2.candidate.sha256.2af276b146bfeb2d469466008d3c347d322f373dc7e2d8588391389cac19cd67,ega2/ega2-indexes-and-contents.tex,127,61,6.4.1,6.4.1,\hyperref[II.6.4.1]{6.4.1},backmatter_index_locator,II.6.4.1,ega2.c02.statement.6-4-1,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.9b640fad9eedde40d59de240385f7d61fd8601c353813f31673fdd81fd3534aa,ega2.candidate.sha256.9b640fad9eedde40d59de240385f7d61fd8601c353813f31673fdd81fd3534aa,ega2/ega2-indexes-and-contents.tex,131,29,6.4.2,6.4.2,\hyperref[II.6.4.2]{6.4.2},backmatter_index_locator,II.6.4.2,ega2.c02.statement.6-4-2,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.901b36605c95471cc56473f8e574f14cb7c058bd63a1d71e48d67cde08ee95c3,ega2.candidate.sha256.901b36605c95471cc56473f8e574f14cb7c058bd63a1d71e48d67cde08ee95c3,ega2/ega2-indexes-and-contents.tex,131,60,6.4.7,6.4.7,\hyperref[II.6.4.7]{6.4.7},backmatter_index_locator,II.6.4.7,ega2.c02.rem.6-4-7,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.f8ffff665a3372ac01ce1968d3cb7610f27e7fca5b53bc1218a1a6a1e91aa145,ega2.candidate.sha256.f8ffff665a3372ac01ce1968d3cb7610f27e7fca5b53bc1218a1a6a1e91aa145,ega2/ega2-indexes-and-contents.tex,134,19,6.4.8,6.4.8,\hyperref[II.6.4.8]{6.4.8},backmatter_index_locator,II.6.4.8,ega2.c02.statement.6-4-8,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.2ea684879fab0c08e83e0d310bbd6bc12d75ea5e6adf67d91a06cbf3a3dc30b5,ega2.candidate.sha256.2ea684879fab0c08e83e0d310bbd6bc12d75ea5e6adf67d91a06cbf3a3dc30b5,ega2/ega2-indexes-and-contents.tex,136,45,6.4.8,6.4.8,\hyperref[II.6.4.8]{6.4.8},backmatter_index_locator,II.6.4.8,ega2.c02.statement.6-4-8,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.1fe797cb7d9eea019e6c24af5e7587d26b5acc75cf4ad6b1d4fa44f5c4dfe52b,ega2.candidate.sha256.1fe797cb7d9eea019e6c24af5e7587d26b5acc75cf4ad6b1d4fa44f5c4dfe52b,ega2/ega2-indexes-and-contents.tex,136,73,6.4.9,6.4.9,\hyperref[II.6.4.9]{6.4.9},backmatter_index_locator,II.6.4.9,ega2.c02.statement.6-4-9,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.e3898e0af48b4161fb43dc64c229830cc36968c78902dfc5372a68c22d46cfaa,ega2.candidate.sha256.e3898e0af48b4161fb43dc64c229830cc36968c78902dfc5372a68c22d46cfaa,ega2/ega2-indexes-and-contents.tex,136,105,6.4.10,6.4.10,\hyperref[II.6.4.10]{6.4.10},backmatter_index_locator,II.6.4.10,ega2.c02.statement.6-4-10,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.4b0745c474a3705ac56def975267fac2208b7d5a12a5718eee3f076e388fc240,ega2.candidate.sha256.4b0745c474a3705ac56def975267fac2208b7d5a12a5718eee3f076e388fc240,ega2/ega2-indexes-and-contents.tex,141,1,6.4.9,6.4.9,\hyperref[II.6.4.9]{6.4.9},backmatter_index_locator,II.6.4.9,ega2.c02.statement.6-4-9,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.1af3d4ef63173dce4784a0d78d1c462c5bb9521fee73342ae44bd0ac9cdb41ba,ega2.candidate.sha256.1af3d4ef63173dce4784a0d78d1c462c5bb9521fee73342ae44bd0ac9cdb41ba,ega2/ega2-indexes-and-contents.tex,141,32,6.4.10,6.4.10,\hyperref[II.6.4.10]{6.4.10},backmatter_index_locator,II.6.4.10,ega2.c02.statement.6-4-10,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.d48c59fe1b434fedb0a3598f6fa748971220548f5503ee473138681b1cc950a7,ega2.candidate.sha256.d48c59fe1b434fedb0a3598f6fa748971220548f5503ee473138681b1cc950a7,ega2/ega2-indexes-and-contents.tex,144,51,6.5.1,6.5.1,\hyperref[II.6.5.1]{6.5.1},backmatter_index_locator,II.6.5.1,ega2.c02.statement.6-5-1,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.819248a9ea6172788033304e7caed3db0859bb3753dd7948d63b966def25611b,ega2.candidate.sha256.819248a9ea6172788033304e7caed3db0859bb3753dd7948d63b966def25611b,ega2/ega2-indexes-and-contents.tex,147,44,6.5.2,6.5.2,\hyperref[II.6.5.2]{6.5.2},backmatter_index_locator,II.6.5.2,ega2.c02.statement.6-5-2,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.7b034b33d2c76c06228bf0f0d1d66a38c16b1e381d9e31769a7d0b328830f6ea,ega2.candidate.sha256.7b034b33d2c76c06228bf0f0d1d66a38c16b1e381d9e31769a7d0b328830f6ea,ega2/ega2-indexes-and-contents.tex,150,55,6.5.3,6.5.3,\hyperref[II.6.5.3]{6.5.3},backmatter_index_locator,II.6.5.3,ega2.c02.statement.6-5-3,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.f30b2b2664895dbd739d8f9dd71e38216bb9862db347af45a0309e9efadf6899,ega2.candidate.sha256.f30b2b2664895dbd739d8f9dd71e38216bb9862db347af45a0309e9efadf6899,ega2/ega2-indexes-and-contents.tex,154,24,6.5.5,6.5.5,\hyperref[II.6.5.5]{6.5.5},backmatter_index_locator,II.6.5.5,ega2.c02.statement.6-5-5,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.e8956941deb7d2591ea2081f730896dbaccf8acd1efb67ac8c5e90597cf62c15,ega2.candidate.sha256.e8956941deb7d2591ea2081f730896dbaccf8acd1efb67ac8c5e90597cf62c15,ega2/ega2-indexes-and-contents.tex,157,60,6.5.5,6.5.5,\hyperref[II.6.5.5]{6.5.5},backmatter_index_locator,II.6.5.5,ega2.c02.statement.6-5-5,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.4f356b5bb895985ff21d410448170488234fa115a3204cdf8a9559f530d55ec8,ega2.candidate.sha256.4f356b5bb895985ff21d410448170488234fa115a3204cdf8a9559f530d55ec8,ega2/ega2-indexes-and-contents.tex,160,14,8.1.5,8.1.5,\hyperref[II.8.1.5]{8.1.5},backmatter_index_locator,II.8.1.5,ega2.c02.statement.8-1-5,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.63358f6b04dda92c569b9e562b51632b387d650d7ce5e58f34fbaac09fee7e35,ega2.candidate.sha256.63358f6b04dda92c569b9e562b51632b387d650d7ce5e58f34fbaac09fee7e35,ega2/ega2-indexes-and-contents.tex,165,38,8.2.1,8.2.1,\hyperref[II.8.2.1]{8.2.1},backmatter_index_locator,II.8.2.1,ega2.c02.statement.8-2-1,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.db0df36dc93e53cd58e1502bbf87f98e63a466c117220b6d5adaf35827fcb780,ega2.candidate.sha256.db0df36dc93e53cd58e1502bbf87f98e63a466c117220b6d5adaf35827fcb780,ega2/ega2-indexes-and-contents.tex,167,35,8.2.2,8.2.2,\hyperref[II.8.2.2]{8.2.2},backmatter_index_locator,II.8.2.2,ega2.c02.statement.8-2-2,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.eefd6e07fbed00fa346a77be7e640f977c730b152e64c2525fa353721ee0f5f4,ega2.candidate.sha256.eefd6e07fbed00fa346a77be7e640f977c730b152e64c2525fa353721ee0f5f4,ega2/ega2-indexes-and-contents.tex,169,41,8.2.4,8.2.4,\hyperref[II.8.2.4]{8.2.4},backmatter_index_locator,II.8.2.4,ega2.c02.statement.8-2-4,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.3c8c4e58ef44788387065eca421227f3ad01d7ea34b8d8379ed43f3278959bc4,ega2.candidate.sha256.3c8c4e58ef44788387065eca421227f3ad01d7ea34b8d8379ed43f3278959bc4,ega2/ega2-indexes-and-contents.tex,172,46,8.2.6,8.2.6,\hyperref[II.8.2.6]{8.2.6},backmatter_index_locator,II.8.2.6,ega2.c02.statement.8-2-6,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.4f80562751fd4964edc1c68f84e5917a0e2655516c8174ca2e76a9663d74c282,ega2.candidate.sha256.4f80562751fd4964edc1c68f84e5917a0e2655516c8174ca2e76a9663d74c282,ega2/ega2-indexes-and-contents.tex,174,49,8.2.8,8.2.8,\hyperref[II.8.2.8]{8.2.8},backmatter_index_locator,II.8.2.8,ega2.c02.statement.8-2-8,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.0ad84acc674369c63ebb75a175f2d69eb7a0ea9a25caf3b38a56625f6e14da84,ega2.candidate.sha256.0ad84acc674369c63ebb75a175f2d69eb7a0ea9a25caf3b38a56625f6e14da84,ega2/ega2-indexes-and-contents.tex,176,60,8.3.1,8.3.1,\hyperref[II.8.3.1]{8.3.1},backmatter_index_locator,II.8.3.1,ega2.c02.statement.8-3-1,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.dcdc89e6b38f889f7e75052e95da5e92a1c5795ff2afd756d630f19163f4a3c3,ega2.candidate.sha256.dcdc89e6b38f889f7e75052e95da5e92a1c5795ff2afd756d630f19163f4a3c3,ega2/ega2-indexes-and-contents.tex,178,28,8.3.9,8.3.9,\hyperref[II.8.3.9]{8.3.9},backmatter_index_locator,II.8.3.9,ega2.c02.rem.8-3-9,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.18ba2c056f054181bef559076f674ceaa5c0c9ab61038a57c22a3ca7848bc258,ega2.candidate.sha256.18ba2c056f054181bef559076f674ceaa5c0c9ab61038a57c22a3ca7848bc258,ega2/ega2-indexes-and-contents.tex,181,22,8.6.1,8.6.1,\hyperref[II.8.6.1]{8.6.1},backmatter_index_locator,II.8.6.1,ega2.c02.statement.8-6-1,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.474a9931243b0824ec44c4252eb7403a0bb011f347639c8048be2f791a720f9c,ega2.candidate.sha256.474a9931243b0824ec44c4252eb7403a0bb011f347639c8048be2f791a720f9c,ega2/ega2-indexes-and-contents.tex,185,23,8.6.1,8.6.1,\hyperref[II.8.6.1]{8.6.1},backmatter_index_locator,II.8.6.1,ega2.c02.statement.8-6-1,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.4967e8bd6feb76578118ea90ab8f44ae62f0db08619388d27f2423b11b8285a8,ega2.candidate.sha256.4967e8bd6feb76578118ea90ab8f44ae62f0db08619388d27f2423b11b8285a8,ega2/ega2-indexes-and-contents.tex,188,41,8.7.2,8.7.2,\hyperref[II.8.7.2]{8.7.2},backmatter_index_locator,II.8.7.2,ega2.c02.statement.8-7-2,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.5c84d1aa76ebe5f0e33062359e3df18e11d519d67b35b4cc7e2ddf1fdab7f6f2,ega2.candidate.sha256.5c84d1aa76ebe5f0e33062359e3df18e11d519d67b35b4cc7e2ddf1fdab7f6f2,ega2/ega2-indexes-and-contents.tex,192,38,8.12.1,8.12.1,\hyperref[II.8.12.1]{8.12.1},backmatter_index_locator,II.8.12.1,ega2.c02.statement.8-12-1,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.2cacc0b05ee7da8abceb253e67fa71868143686a36d24e0dc9e9be194437a84e,ega2.candidate.sha256.2cacc0b05ee7da8abceb253e67fa71868143686a36d24e0dc9e9be194437a84e,ega2/ega2-indexes-and-contents.tex,195,57,8.12.5,8.12.5,\hyperref[II.8.12.5]{8.12.5},backmatter_index_locator,II.8.12.5,ega2.c02.statement.8-12-5,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.d7f05b4c8cbebc3b608783bcb4a5991d2f225d4697d96326053ad44e6b77e022,ega2.candidate.sha256.d7f05b4c8cbebc3b608783bcb4a5991d2f225d4697d96326053ad44e6b77e022,ega2/ega2-indexes-and-contents.tex,198,38,8.12.9,8.12.9,\hyperref[II.8.12.9]{8.12.9},backmatter_index_locator,II.8.12.9,ega2.c02.statement.8-12-9,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.bd3445b088fa0ebd0a0c7db705d97ea66818d2bb12acc13d96eabaefcb8a6498,ega2.candidate.sha256.bd3445b088fa0ebd0a0c7db705d97ea66818d2bb12acc13d96eabaefcb8a6498,ega2/ega2-indexes-and-contents.tex,202,19,8.13.1,8.13.1,\hyperref[II.8.13.1]{8.13.1},backmatter_index_locator,II.8.13.1,ega2.c02.statement.8-13-1,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.9280aa4e041af90d13d097dd7755d3acef04f1628fbd8655a143b2a046da4d49,ega2.candidate.sha256.9280aa4e041af90d13d097dd7755d3acef04f1628fbd8655a143b2a046da4d49,ega2/ega2-indexes-and-contents.tex,206,19,8.13.2,8.13.2,\hyperref[II.8.13.2]{8.13.2},backmatter_index_locator,II.8.13.2,ega2.c02.statement.8-13-2,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.ee71434d2f942c0073fda9f5eb07ca4b1182cddfa29a2e63e9a8964ce1e66f49,ega2.candidate.sha256.ee71434d2f942c0073fda9f5eb07ca4b1182cddfa29a2e63e9a8964ce1e66f49,ega2/ega2-indexes-and-contents.tex,209,59,8.14.5,8.14.5,\hyperref[II.8.14.5]{8.14.5},backmatter_index_locator,II.8.14.5,ega2.c02.statement.8-14-5,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.21d4907fd2cb8740d104dbb51398d792d42a2bd3de745d9abbb6e55cf7107850,ega2.candidate.sha256.21d4907fd2cb8740d104dbb51398d792d42a2bd3de745d9abbb6e55cf7107850,ega2/ega2-indexes-and-contents.tex,214,59,8.14.6,8.14.6,\hyperref[II.8.14.6]{8.14.6},backmatter_index_locator,II.8.14.6,ega2.c02.statement.8-14-6,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.b546cca9f9d218ce04e356c67d04ad765ccc30e5f28188bc71106be1f70b87c6,ega2.candidate.sha256.b546cca9f9d218ce04e356c67d04ad765ccc30e5f28188bc71106be1f70b87c6,ega2/ega2-indexes-and-contents.tex,230,27,1.6.1,1.6.1,\hyperref[II.1.6.1]{1.6.1},backmatter_index_locator,II.1.6.1,ega2.c02.statement.1-6-1,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.8a374b2ce7dfaa009ef0d774ed3ae227ed322a0de052ca349dacc1f3ea9481d1,ega2.candidate.sha256.8a374b2ce7dfaa009ef0d774ed3ae227ed322a0de052ca349dacc1f3ea9481d1,ega2/ega2-indexes-and-contents.tex,231,45,1.2.1,1.2.1,\hyperref[II.1.2.1]{1.2.1},backmatter_index_locator,II.1.2.1,ega2.c02.def.1-2-1,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.cb67d7ffce40dbad8811b291d0610e2c4836dd76087bd141bcf3ab9bb52f4555,ega2.candidate.sha256.cb67d7ffce40dbad8811b291d0610e2c4836dd76087bd141bcf3ab9bb52f4555,ega2/ega2-indexes-and-contents.tex,232,45,2.1.2,2.1.2,\hyperref[II.2.1.2]{2.1.2},backmatter_index_locator,II.2.1.2,ega2.c02.statement.2-1-2,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.0c6c95dff7dd8b74eefc44c58d9ff075a5b70b1b5f7e699f829ce926d75cfd79,ega2.candidate.sha256.0c6c95dff7dd8b74eefc44c58d9ff075a5b70b1b5f7e699f829ce926d75cfd79,ega2/ega2-indexes-and-contents.tex,233,46,1.7.1,1.7.1,\hyperref[II.1.7.1]{1.7.1},backmatter_index_locator,II.1.7.1,ega2.c02.statement.1-7-1,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.8c0f08f0a7a4d2a327a8a3e432efb94f9b1b5a7f9f35c776297b00b35fde02b7,ega2.candidate.sha256.8c0f08f0a7a4d2a327a8a3e432efb94f9b1b5a7f9f35c776297b00b35fde02b7,ega2/ega2-indexes-and-contents.tex,234,60,1.7.4,1.7.4,\hyperref[II.1.7.4]{1.7.4},backmatter_index_locator,II.1.7.4,ega2.c02.statement.1-7-4,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.3a5c06592246f7a12fe8ee60a0dd2ec3290bc1ffae8626dd3f3e4c5538b3a8b0,ega2.candidate.sha256.3a5c06592246f7a12fe8ee60a0dd2ec3290bc1ffae8626dd3f3e4c5538b3a8b0,ega2/ega2-indexes-and-contents.tex,235,57,3.1.12,3.1.12,\hyperref[II.3.1.12]{3.1.12},backmatter_index_locator,II.3.1.12,ega2.c02.statement.3-1-12,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.b5aa56be7421e34daa50026cc888f504cec19628c3b00175b9ea0f867eeac8b7,ega2.candidate.sha256.b5aa56be7421e34daa50026cc888f504cec19628c3b00175b9ea0f867eeac8b7,ega2/ega2-indexes-and-contents.tex,236,46,3.1.12,3.1.12,\hyperref[II.3.1.12]{3.1.12},backmatter_index_locator,II.3.1.12,ega2.c02.statement.3-1-12,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.75cda89bc9ec0310cd452d155b7bac11814071f345b98cee1b13acb16623cf4d,ega2.candidate.sha256.75cda89bc9ec0310cd452d155b7bac11814071f345b98cee1b13acb16623cf4d,ega2/ega2-indexes-and-contents.tex,237,44,4.5.3,4.5.3,\hyperref[II.4.5.3]{4.5.3},backmatter_index_locator,II.4.5.3,ega2.c02.def.4-5-3,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.de7d49afce1eb48da551c78ed7c54318ab56ed1ba9e6ea6d6722211864944457,ega2.candidate.sha256.de7d49afce1eb48da551c78ed7c54318ab56ed1ba9e6ea6d6722211864944457,ega2/ega2-indexes-and-contents.tex,239,29,4.6.1,4.6.1,\hyperref[II.4.6.1]{4.6.1},backmatter_index_locator,II.4.6.1,ega2.c02.def.4-6-1,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.8646b994302d832a6e188b7b5013afec55257085364c0b92736abc0f95769553,ega2.candidate.sha256.8646b994302d832a6e188b7b5013afec55257085364c0b92736abc0f95769553,ega2/ega2-indexes-and-contents.tex,240,44,2.1.11,2.1.11,\hyperref[II.2.1.11]{2.1.11},backmatter_index_locator,II.2.1.11,ega2.c02.statement.2-1-11,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
ega2.application.sha256.e8024479cb6135698a91d10b04a8aa8ab31b5ce02e473346b3e25361d63ed8de,ega2.candidate.sha256.e8024479cb6135698a91d10b04a8aa8ab31b5ce02e473346b3e25361d63ed8de,ega2/ega2-indexes-and-contents.tex,241,43,2.1.10,2.1.10,\hyperref[II.2.1.10]{2.1.10},backmatter_index_locator,II.2.1.10,ega2.c02.statement.2-1-10,backmatter index locator resolves to the unique EGA II statement or subsection target,C81DABDF626771BFD7874BD70FD77D1BEF4183CF8612D98A31F2BF1066C6AFE5,applied
