"paper","printed_page_or_range","current_head","last_updated_utc","source_witness_or_basis","source_quality","audited_by_or_qc_instances","audit_depth","fixes_found","fixes_integrated","current_status","next_action","evidence_files","notes"
"P13","241","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","Web R781 P13_page_audit_R781.csv; P13_GDZ_orig_p241_canvas247_fullres.jpg || Web R781 whole-paper audit against GDZ raw full-page witnesses p235-p257","GDZ native400-class full pages plus targeted witness crops; best-available, not native650/native1000 ideal || GDZ raw full-page witness; best-available visual audit, not native650/native1000 ideal","origin=Web_R781_wholepaper_audit_logged_after_local_patch || origin=Web_R781_wholepaper_page_row_imported_by_LocalCodex_20260705","aggregate evidence expanded from 235-257; whole-paper current-head audit with one promoted patch || full-page + targeted dense witness review","1 live regression found and patched at p249; all other pages p235-p257 audited no patch in R781 || no new patch on this page in R781","n/a: no new R781 patch || yes: p249 patched locally; all other R781 P13 page rows logged no-patch","canonical_merged_page_row_from_2_records || wholepaper_current_head_audited_best_available || wholepaper_page_audited_no_patch_best_available","No action unless a concrete contradiction appears || No action unless a concrete contradiction appears; do not re-open P13 only because of stale pre-R781 rows","NOETHER_WEB_R781_P13P19_INTEGRATION_20260705.csv; R781 P13_page_audit_R781.csv || P13_GDZ_orig_p241_canvas247_fullres.jpg","[Canonicalized 2026-07-18 from 2 record(s). Prior head value(s): Noether_LocalCodex_20260705_P24p233_SourceStyleRecovery_from_R796.] [Derived from aggregate ledger locator 235-257; not a new independent inspection.] This is a Web audit imported as status evidence; local Codex did not independently re-open every P13 page in this turn. || full-page current-head visual compare against raw GDZ page; no new source-backed mismatch promoted in this pass."
"P13","242","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","Web R781 P13_page_audit_R781.csv; P13_GDZ_orig_p242_canvas248_fullres.jpg || Web R781 whole-paper audit against GDZ raw full-page witnesses p235-p257","GDZ native400-class full pages plus targeted witness crops; best-available, not native650/native1000 ideal || GDZ raw full-page witness; best-available visual audit, not native650/native1000 ideal","origin=Web_R781_wholepaper_audit_logged_after_local_patch || origin=Web_R781_wholepaper_page_row_imported_by_LocalCodex_20260705","aggregate evidence expanded from 235-257; whole-paper current-head audit with one promoted patch || full-page + targeted dense witness review","1 live regression found and patched at p249; all other pages p235-p257 audited no patch in R781 || no new patch on this page in R781","n/a: no new R781 patch || yes: p249 patched locally; all other R781 P13 page rows logged no-patch","canonical_merged_page_row_from_2_records || wholepaper_current_head_audited_best_available || wholepaper_page_audited_no_patch_best_available","No action unless a concrete contradiction appears || No action unless a concrete contradiction appears; do not re-open P13 only because of stale pre-R781 rows","NOETHER_WEB_R781_P13P19_INTEGRATION_20260705.csv; R781 P13_page_audit_R781.csv || P13_GDZ_orig_p242_canvas248_fullres.jpg","[Canonicalized 2026-07-18 from 2 record(s). Prior head value(s): Noether_LocalCodex_20260705_P24p233_SourceStyleRecovery_from_R796.] [Derived from aggregate ledger locator 235-257; not a new independent inspection.] This is a Web audit imported as status evidence; local Codex did not independently re-open every P13 page in this turn. || full-page current-head visual compare against raw GDZ page; no new source-backed mismatch promoted in this pass."
"P13","243","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","Web R781 P13_page_audit_R781.csv; P13_GDZ_orig_p243_canvas249_fullres.jpg || Web R781 whole-paper audit against GDZ raw full-page witnesses p235-p257","GDZ native400-class full pages plus targeted witness crops; best-available, not native650/native1000 ideal || GDZ raw full-page witness; best-available visual audit, not native650/native1000 ideal","origin=Web_R781_wholepaper_audit_logged_after_local_patch || origin=Web_R781_wholepaper_page_row_imported_by_LocalCodex_20260705","aggregate evidence expanded from 235-257; whole-paper current-head audit with one promoted patch || full-page + targeted dense witness review","1 live regression found and patched at p249; all other pages p235-p257 audited no patch in R781 || no new patch on this page in R781","n/a: no new R781 patch || yes: p249 patched locally; all other R781 P13 page rows logged no-patch","canonical_merged_page_row_from_2_records || wholepaper_current_head_audited_best_available || wholepaper_page_audited_no_patch_best_available","No action unless a concrete contradiction appears || No action unless a concrete contradiction appears; do not re-open P13 only because of stale pre-R781 rows","NOETHER_WEB_R781_P13P19_INTEGRATION_20260705.csv; R781 P13_page_audit_R781.csv || P13_GDZ_orig_p243_canvas249_fullres.jpg","[Canonicalized 2026-07-18 from 2 record(s). Prior head value(s): Noether_LocalCodex_20260705_P24p233_SourceStyleRecovery_from_R796.] [Derived from aggregate ledger locator 235-257; not a new independent inspection.] This is a Web audit imported as status evidence; local Codex did not independently re-open every P13 page in this turn. || formula (16) lambda-range survival checked; current head keeps source-backed (lambda=1,2...rho) form."
"P13","244","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","Web R781 P13_page_audit_R781.csv; P13_GDZ_orig_p244_canvas250_fullres.jpg || Web R781 whole-paper audit against GDZ raw full-page witnesses p235-p257","GDZ native400-class full pages plus targeted witness crops; best-available, not native650/native1000 ideal || GDZ raw full-page witness; best-available visual audit, not native650/native1000 ideal","origin=Web_R781_wholepaper_audit_logged_after_local_patch || origin=Web_R781_wholepaper_page_row_imported_by_LocalCodex_20260705","aggregate evidence expanded from 235-257; whole-paper current-head audit with one promoted patch || full-page + targeted dense witness review","1 live regression found and patched at p249; all other pages p235-p257 audited no patch in R781 || no new patch on this page in R781","n/a: no new R781 patch || yes: p249 patched locally; all other R781 P13 page rows logged no-patch","canonical_merged_page_row_from_2_records || wholepaper_current_head_audited_best_available || wholepaper_page_audited_no_patch_best_available","No action unless a concrete contradiction appears || No action unless a concrete contradiction appears; do not re-open P13 only because of stale pre-R781 rows","NOETHER_WEB_R781_P13P19_INTEGRATION_20260705.csv; R781 P13_page_audit_R781.csv || P13_GDZ_orig_p244_canvas250_fullres.jpg","[Canonicalized 2026-07-18 from 2 record(s). Prior head value(s): Noether_LocalCodex_20260705_P24p233_SourceStyleRecovery_from_R796.] [Derived from aggregate ledger locator 235-257; not a new independent inspection.] This is a Web audit imported as status evidence; local Codex did not independently re-open every P13 page in this turn. || full-page current-head visual compare against raw GDZ page; no new source-backed mismatch promoted in this pass."
"P13","245","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","Web R781 P13_page_audit_R781.csv; P13_GDZ_orig_p245_canvas251_fullres.jpg || Web R781 whole-paper audit against GDZ raw full-page witnesses p235-p257","GDZ native400-class full pages plus targeted witness crops; best-available, not native650/native1000 ideal || GDZ raw full-page witness; best-available visual audit, not native650/native1000 ideal","origin=Web_R781_wholepaper_audit_logged_after_local_patch || origin=Web_R781_wholepaper_page_row_imported_by_LocalCodex_20260705","aggregate evidence expanded from 235-257; whole-paper current-head audit with one promoted patch || full-page + targeted dense witness review","1 live regression found and patched at p249; all other pages p235-p257 audited no patch in R781 || no new patch on this page in R781","n/a: no new R781 patch || yes: p249 patched locally; all other R781 P13 page rows logged no-patch","canonical_merged_page_row_from_2_records || wholepaper_current_head_audited_best_available || wholepaper_page_audited_no_patch_best_available","No action unless a concrete contradiction appears || No action unless a concrete contradiction appears; do not re-open P13 only because of stale pre-R781 rows","NOETHER_WEB_R781_P13P19_INTEGRATION_20260705.csv; R781 P13_page_audit_R781.csv || P13_GDZ_orig_p245_canvas251_fullres.jpg","[Canonicalized 2026-07-18 from 2 record(s). Prior head value(s): Noether_LocalCodex_20260705_P24p233_SourceStyleRecovery_from_R796.] [Derived from aggregate ledger locator 235-257; not a new independent inspection.] This is a Web audit imported as status evidence; local Codex did not independently re-open every P13 page in this turn. || derivative-index display survival checked; current head keeps fixed x_kappa / summed lambda form."
"P13","246","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","current R796 TeX line 8760 plus prior P13 p246 source-footnote witness package || Web R781 P13_page_audit_R781.csv; P13_GDZ_orig_p246_canvas252_fullres.jpg || Web R781 whole-paper audit against GDZ raw full-page witnesses p235-p257","best-available native400-class GDZ page/crop enlarged for inspection || GDZ native400-class full pages plus targeted witness crops; best-available, not native650/native1000 ideal || GDZ raw full-page witness; best-available visual audit, not native650/native1000 ideal","origin=broad_archaeology_signature_b15aba13581fd11f_then_LocalCodex_current_anchor_check || origin=Web_R781_wholepaper_audit_logged_after_local_patch || origin=Web_R781_wholepaper_page_row_imported_by_LocalCodex_20260705","aggregate evidence expanded from 235-257; whole-paper current-head audit with one promoted patch || focused footnote-placement survival check || full-page + targeted dense witness review","1 live regression found and patched at p249; all other pages p235-p257 audited no patch in R781 || no new patch on this page in R781 || stale/mislocalized archaeology literal hit","n/a: no new R781 patch || no new patch: current head already has footnote marker before sentence-final period || yes: p249 patched locally; all other R781 P13 page rows logged no-patch","canonical_merged_page_row_from_3_records || closed_stale_medium_queue_no_patch || wholepaper_current_head_audited_best_available || wholepaper_page_audited_no_patch_best_available","No action unless a concrete contradiction appears || No action unless a concrete contradiction appears; do not re-open P13 only because of stale pre-R781 rows || No action unless P13 p246 is reopened for complete page certification","Noether_R124plus_P13_p243_246_DxDotExampleFootnoteFix_BestAvailable400_WebDrop_20260625/source/targeted_native400_crops/P13_p246_footnote2_native400_crop.png || NOETHER_WEB_R781_P13P19_INTEGRATION_20260705.csv; R781 P13_page_audit_R781.csv || P13_GDZ_orig_p246_canvas252_fullres.jpg","[Canonicalized 2026-07-18 from 3 record(s). Prior head value(s): Noether_LocalCodex_20260705_P24p233_SourceStyleRecovery_from_R796.] [Derived from aggregate ledger locator 235-257; not a new independent inspection.] This is a Web audit imported as status evidence; local Codex did not independently re-open every P13 page in this turn. || Current line 8760 reads `enthalten\footnote{...}.`; remaining `enthalten.\footnote` literal hits are not the true P13 p246 anchor. || full-page current-head visual compare against raw GDZ page; no new source-backed mismatch promoted in this pass."
"P13","247","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","Web R781 P13_page_audit_R781.csv; P13_GDZ_orig_p247_canvas253_fullres.jpg || Web R781 whole-paper audit against GDZ raw full-page witnesses p235-p257","GDZ native400-class full pages plus targeted witness crops; best-available, not native650/native1000 ideal || GDZ raw full-page witness; best-available visual audit, not native650/native1000 ideal","origin=Web_R781_wholepaper_audit_logged_after_local_patch || origin=Web_R781_wholepaper_page_row_imported_by_LocalCodex_20260705","aggregate evidence expanded from 235-257; whole-paper current-head audit with one promoted patch || full-page compare","1 live regression found and patched at p249; all other pages p235-p257 audited no patch in R781 || no new patch on this page in R781","n/a: no new R781 patch || yes: p249 patched locally; all other R781 P13 page rows logged no-patch","canonical_merged_page_row_from_2_records || wholepaper_current_head_audited_best_available || wholepaper_page_audited_no_patch_best_available","No action unless a concrete contradiction appears || No action unless a concrete contradiction appears; do not re-open P13 only because of stale pre-R781 rows","NOETHER_WEB_R781_P13P19_INTEGRATION_20260705.csv; R781 P13_page_audit_R781.csv || P13_GDZ_orig_p247_canvas253_fullres.jpg","[Canonicalized 2026-07-18 from 2 record(s). Prior head value(s): Noether_LocalCodex_20260705_P24p233_SourceStyleRecovery_from_R796.] [Derived from aggregate ledger locator 235-257; not a new independent inspection.] This is a Web audit imported as status evidence; local Codex did not independently re-open every P13 page in this turn. || full-page current-head visual compare against raw GDZ page; no new source-backed mismatch promoted in this pass."
"P13","248","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","R673 D210/D49 confirmed fixes; R674 P13 source-style ledger; GDZ p248 canvas254 || Web R781 P13_page_audit_R781.csv; P13_GDZ_orig_p248_canvas254_fullres.jpg || Web R781 whole-paper audit against GDZ raw full-page witnesses p235-p257 || WebB R673 HardSymbol/HardMath ledgers; LocalCodex R674 P13 source-style ledger; Web R781 whole-paper audit; current local head TeX context","best local staged GDZ full page plus enlarged crops; below preferred native650 || best local staged GDZ IIIF full-resolution page images, below preferred native650; R781 GDZ raw full-page witnesses and targeted crops || GDZ native400-class full pages plus targeted witness crops; best-available, not native650/native1000 ideal || GDZ raw full-page witness; best-available visual audit, not native650/native1000 ideal","origin=mixed WebB_found_previous + local_Codex_found_previous + Web_R781_found_p249_regression; local patch promoted 2026-07-05 || origin=Web_R781_wholepaper_audit_logged_after_local_patch || origin=Web_R781_wholepaper_page_row_imported_by_LocalCodex_20260705 || origin=WebB_found_previous and local_Codex_found_previous; current local survival checked 2026-07-05","aggregate evidence expanded from 235-257; whole-paper current-head audit with one promoted patch || aggregate evidence expanded from 248-257; hard-math cluster survival plus Web R781 correction || full-page + targeted dense witness review || source-certain hard-symbol and footnote-marker survival","1 live regression found and patched at p249; all other pages p235-p257 audited no patch in R781 || no new patch on this page in R781 || R673 removed non-source lower i in coefficient families; R674 moved q(x)=t p(x) footnote marker before punctuation || R673/R674 found wrong indices, summation variable, derivative replacement family, Jacobian denominator, divergence notation, bare-vs-indexed sums, footnote-marker punctuation; Web R781 later found p249 integration display should use baseline subscript, not evaluation bar","n/a: no new R781 patch || yes: current head has `a^{(\lambda)}, b^{(\lambda)}, c^{(\lambda)}` and `q(x)=t\cdot p(x)\footnote...}.` || yes: current local head now carries Web R781 p249 baseline-subscript repair plus the other R673/R674 P13 fixes || yes: p249 patched locally; all other R781 P13 page rows logged no-patch","canonical_merged_page_row_from_4_records || closed_known_band_after_WebR781_patch || closed_known_locus || wholepaper_current_head_audited_best_available || wholepaper_page_audited_no_patch_best_available","Do not redo p248-p257 unless contradicted; P13 as a whole has an R781 whole-paper best-available audit row || No action unless a concrete contradiction appears || No action unless a concrete contradiction appears; do not re-open P13 only because of stale pre-R781 rows || No action unless contradicted","confirmed_fixes_R673.csv; confirmed_fixes_R674.csv; current local TeX lines 8816-8828 || NOETHER_WEB_R781_P13P19_INTEGRATION_20260705.csv; R781 P13_page_audit_R781.csv || P13_GDZ_orig_p248_canvas254_fullres.jpg || R781 confirmed_fixes_R781.csv; R781 P13_page_audit_R781.csv; R673/R674 ledgers; current local TeX line 8855 after patch","[Canonicalized 2026-07-18 from 4 record(s). Prior head value(s): Noether_LocalCodex_20260705_P24p233_SourceStyleRecovery_from_R796.] [Derived from aggregate ledger locator 235-257; not a new independent inspection.] This is a Web audit imported as status evidence; local Codex did not independently re-open every P13 page in this turn. || [Derived from aggregate ledger locator 248-257; not a new independent inspection.] This row supersedes earlier wording that treated the p249 evaluation-bar form as source-backed. || Correction origin split: WebB found coefficient drift; previous local-Codex/R674 found footnote punctuation. || full-page current-head visual compare against raw GDZ page; no new source-backed mismatch promoted in this pass."
"P13","249","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","Web R781 confirmed fix; R673/R674 previous P13 ledgers; GDZ p249 canvas255 || Web R781 whole-paper audit against GDZ raw full-page witnesses p235-p257 || WebB R673 HardSymbol/HardMath ledgers; LocalCodex R674 P13 source-style ledger; Web R781 whole-paper audit; current local head TeX context","best local staged GDZ full page plus R781 targeted source crop; below preferred native650 but accepted best-available || best local staged GDZ IIIF full-resolution page images, below preferred native650; R781 GDZ raw full-page witnesses and targeted crops || GDZ native400-class full pages plus targeted witness crops; best-available, not native650/native1000 ideal","origin=mixed WebB_found_previous + local_Codex_found_previous + Web_R781_found_p249_regression; local patch promoted 2026-07-05 || origin=Web_R781_found_then_local_promoted; older R673/R674 evaluation-bar survival wording superseded || origin=Web_R781_wholepaper_audit_logged_after_local_patch","aggregate evidence expanded from 235-257; whole-paper current-head audit with one promoted patch || aggregate evidence expanded from 248-257; hard-math cluster survival plus Web R781 correction || hard-symbol/source-style survival plus p249 regression patch","1 live regression found and patched at p249; all other pages p235-p257 audited no patch in R781 || R673/R674 found wrong indices, summation variable, derivative replacement family, Jacobian denominator, divergence notation, bare-vs-indexed sums, footnote-marker punctuation; Web R781 later found p249 integration display should use baseline subscript, not evaluation bar || R781 found current head had non-source evaluation-bar form in the integration display; source shows baseline `_{t=1}` subscript. Other p249 R673/R674 fixes still survive.","yes: current head now has `B_i(...,t)_{t=1}` and still has source bare `y_\varkappa` / derivative replacement family || yes: current local head now carries Web R781 p249 baseline-subscript repair plus the other R673/R674 P13 fixes || yes: p249 patched locally; all other R781 P13 page rows logged no-patch","canonical_merged_page_row_from_3_records || closed_known_band_after_WebR781_patch || closed_source_backed_patch_compile_ok || wholepaper_current_head_audited_best_available","Do not redo p248-p257 unless contradicted; P13 as a whole has an R781 whole-paper best-available audit row || No action unless a concrete contradiction appears; do not re-open P13 only because of stale pre-R781 rows || No action unless contradicted by better source","NOETHER_WEB_R781_P13P19_INTEGRATION_20260705.csv; R781 P13_page_audit_R781.csv || R781 confirmed_fixes_R781.csv; R781 P13_page_audit_R781.csv; current local TeX line 8855; XeLaTeX passed twice || R781 confirmed_fixes_R781.csv; R781 P13_page_audit_R781.csv; R673/R674 ledgers; current local TeX line 8855 after patch","[Canonicalized 2026-07-18 from 3 record(s). Prior head value(s): Noether_LocalCodex_20260705_P24p233_SourceStyleRecovery_from_R796.] [Derived from aggregate ledger locator 235-257; not a new independent inspection.] This is a Web audit imported as status evidence; local Codex did not independently re-open every P13 page in this turn. || [Derived from aggregate ledger locator 248-257; not a new independent inspection.] This row supersedes earlier wording that treated the p249 evaluation-bar form as source-backed. || This row records a Web-found correction promoted by local Codex, not a local-discovered source correction."
"P13","250","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","R673 D49 confirmed fixes; R674 P13 ledger; GDZ p250 canvas256 || Web R781 P13_page_audit_R781.csv; P13_GDZ_orig_p250_canvas256_fullres.jpg || Web R781 whole-paper audit against GDZ raw full-page witnesses p235-p257 || WebB R673 HardSymbol/HardMath ledgers; LocalCodex R674 P13 source-style ledger; Web R781 whole-paper audit; current local head TeX context","best local staged GDZ full page plus enlarged crops; below preferred native650 || best local staged GDZ IIIF full-resolution page images, below preferred native650; R781 GDZ raw full-page witnesses and targeted crops || GDZ native400-class full pages plus targeted witness crops; best-available, not native650/native1000 ideal || GDZ raw full-page witness; best-available visual audit, not native650/native1000 ideal","origin=mixed WebB_found_previous + local_Codex_found_previous + Web_R781_found_p249_regression; local patch promoted 2026-07-05 || origin=Web_R781_wholepaper_audit_logged_after_local_patch || origin=Web_R781_wholepaper_page_row_imported_by_LocalCodex_20260705 || origin=WebB_found_previous; current local survival checked 2026-07-05","aggregate evidence expanded from 235-257; whole-paper current-head audit with one promoted patch || aggregate evidence expanded from 248-257; hard-math cluster survival plus Web R781 correction || full-page + targeted dense witness review || missing-footnote and bare-sum survival","1 live regression found and patched at p249; all other pages p235-p257 audited no patch in R781 || no new patch on this page in R781 || R673 restored the explanatory relative-invariance footnote and removed non-source lower i from several sums || R673/R674 found wrong indices, summation variable, derivative replacement family, Jacobian denominator, divergence notation, bare-vs-indexed sums, footnote-marker punctuation; Web R781 later found p249 integration display should use baseline subscript, not evaluation bar","n/a: no new R781 patch || yes: current head has the footnote beginning `D.h. ... relative Invarianz` and bare `\sum\psi_i` displays || yes: current local head now carries Web R781 p249 baseline-subscript repair plus the other R673/R674 P13 fixes || yes: p249 patched locally; all other R781 P13 page rows logged no-patch","canonical_merged_page_row_from_4_records || closed_known_band_after_WebR781_patch || closed_known_locus || wholepaper_current_head_audited_best_available || wholepaper_page_audited_no_patch_best_available","Do not redo p248-p257 unless contradicted; P13 as a whole has an R781 whole-paper best-available audit row || No action unless a concrete contradiction appears || No action unless a concrete contradiction appears; do not re-open P13 only because of stale pre-R781 rows || No action unless contradicted","confirmed_fixes_R673.csv; current local TeX lines 8889-8910 || NOETHER_WEB_R781_P13P19_INTEGRATION_20260705.csv; R781 P13_page_audit_R781.csv || P13_GDZ_orig_p250_canvas256_fullres.jpg || R781 confirmed_fixes_R781.csv; R781 P13_page_audit_R781.csv; R673/R674 ledgers; current local TeX line 8855 after patch","[Canonicalized 2026-07-18 from 4 record(s). Prior head value(s): Noether_LocalCodex_20260705_P24p233_SourceStyleRecovery_from_R796.] [Derived from aggregate ledger locator 235-257; not a new independent inspection.] This is a Web audit imported as status evidence; local Codex did not independently re-open every P13 page in this turn. || [Derived from aggregate ledger locator 248-257; not a new independent inspection.] This row supersedes earlier wording that treated the p249 evaluation-bar form as source-backed. || Klein formula (30) survival checked; current head keeps source-backed dense formula. || This row records source-footnote survival, not a new patch."
"P13","251","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","R673 D210/D49 confirmed fixes; R674 P13 ledger; GDZ p251 canvas257 || Web R781 P13_page_audit_R781.csv; P13_GDZ_orig_p251_canvas257_fullres.jpg || Web R781 whole-paper audit against GDZ raw full-page witnesses p235-p257 || WebB R673 HardSymbol/HardMath ledgers; LocalCodex R674 P13 source-style ledger; Web R781 whole-paper audit; current local head TeX context","best local staged GDZ full page plus enlarged crops; below preferred native650 || best local staged GDZ IIIF full-resolution page images, below preferred native650; R781 GDZ raw full-page witnesses and targeted crops || GDZ native400-class full pages plus targeted witness crops; best-available, not native650/native1000 ideal || GDZ raw full-page witness; best-available visual audit, not native650/native1000 ideal","origin=mixed WebB_found_previous + local_Codex_found_previous + Web_R781_found_p249_regression; local patch promoted 2026-07-05 || origin=Web_R781_wholepaper_audit_logged_after_local_patch || origin=Web_R781_wholepaper_page_row_imported_by_LocalCodex_20260705 || origin=WebB_found_previous and local_Codex_found_previous; current local survival checked 2026-07-05","aggregate evidence expanded from 235-257; whole-paper current-head audit with one promoted patch || aggregate evidence expanded from 248-257; hard-math cluster survival plus Web R781 correction || full-page + targeted dense witness review || hard-symbol/footnote survival","1 live regression found and patched at p249; all other pages p235-p257 audited no patch in R781 || no new patch on this page in R781 || R673 restored both Jacobian denominators to `x_\varkappa`; R674 moved footnote marker after `aussagt` before the source period || R673/R674 found wrong indices, summation variable, derivative replacement family, Jacobian denominator, divergence notation, bare-vs-indexed sums, footnote-marker punctuation; Web R781 later found p249 integration display should use baseline subscript, not evaluation bar","n/a: no new R781 patch || yes: current head has both `\left|\partial y_i/\partial x_\varkappa\right|` loci and `aussagt\footnote...}.` || yes: current local head now carries Web R781 p249 baseline-subscript repair plus the other R673/R674 P13 fixes || yes: p249 patched locally; all other R781 P13 page rows logged no-patch","canonical_merged_page_row_from_4_records || closed_known_band_after_WebR781_patch || closed_known_locus || wholepaper_current_head_audited_best_available || wholepaper_page_audited_no_patch_best_available","Do not redo p248-p257 unless contradicted; P13 as a whole has an R781 whole-paper best-available audit row || No action unless a concrete contradiction appears || No action unless a concrete contradiction appears; do not re-open P13 only because of stale pre-R781 rows || No action unless contradicted","confirmed_fixes_R673.csv; confirmed_fixes_R674.csv; current local TeX lines 8915-8932 || NOETHER_WEB_R781_P13P19_INTEGRATION_20260705.csv; R781 P13_page_audit_R781.csv || P13_GDZ_orig_p251_canvas257_fullres.jpg || R781 confirmed_fixes_R781.csv; R781 P13_page_audit_R781.csv; R673/R674 ledgers; current local TeX line 8855 after patch","[Canonicalized 2026-07-18 from 4 record(s). Prior head value(s): Noether_LocalCodex_20260705_P24p233_SourceStyleRecovery_from_R796.] [Derived from aggregate ledger locator 235-257; not a new independent inspection.] This is a Web audit imported as status evidence; local Codex did not independently re-open every P13 page in this turn. || [Derived from aggregate ledger locator 248-257; not a new independent inspection.] This row supersedes earlier wording that treated the p249 evaluation-bar form as source-backed. || relative-invariance display survival checked; current head keeps bare sum without lower i on the sigma psi_i delta u_i locus. || Two mathematical determinant denominator fixes survive."
"P13","252","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","R673 D49/R674 P13 ledgers; GDZ p252 canvas258 || Web R781 P13_page_audit_R781.csv; P13_GDZ_orig_p252_canvas258_fullres.jpg || Web R781 whole-paper audit against GDZ raw full-page witnesses p235-p257 || WebB R673 HardSymbol/HardMath ledgers; LocalCodex R674 P13 source-style ledger; Web R781 whole-paper audit; current local head TeX context","best local staged GDZ full page plus enlarged crops; below preferred native650 || best local staged GDZ IIIF full-resolution page images, below preferred native650; R781 GDZ raw full-page witnesses and targeted crops || GDZ native400-class full pages plus targeted witness crops; best-available, not native650/native1000 ideal || GDZ raw full-page witness; best-available visual audit, not native650/native1000 ideal","origin=local_Codex_found_previous; current local survival checked 2026-07-05 || origin=mixed WebB_found_previous + local_Codex_found_previous + Web_R781_found_p249_regression; local patch promoted 2026-07-05 || origin=Web_R781_wholepaper_audit_logged_after_local_patch || origin=Web_R781_wholepaper_page_row_imported_by_LocalCodex_20260705","aggregate evidence expanded from 235-257; whole-paper current-head audit with one promoted patch || aggregate evidence expanded from 248-257; hard-math cluster survival plus Web R781 correction || footnote-marker/source-style survival || full-page + targeted dense witness review","1 live regression found and patched at p249; all other pages p235-p257 audited no patch in R781 || no new patch on this page in R781 || R673/R674 found wrong indices, summation variable, derivative replacement family, Jacobian denominator, divergence notation, bare-vs-indexed sums, footnote-marker punctuation; Web R781 later found p249 integration display should use baseline subscript, not evaluation bar || R674 moved footnote marker after `angenommen wird` before the period","n/a: no new R781 patch || yes: current head has `angenommen wird\footnote...}.` || yes: current local head now carries Web R781 p249 baseline-subscript repair plus the other R673/R674 P13 fixes || yes: p249 patched locally; all other R781 P13 page rows logged no-patch","canonical_merged_page_row_from_4_records || closed_known_band_after_WebR781_patch || closed_known_locus || wholepaper_current_head_audited_best_available || wholepaper_page_audited_no_patch_best_available","Do not redo p248-p257 unless contradicted; P13 as a whole has an R781 whole-paper best-available audit row || No action unless a concrete contradiction appears || No action unless a concrete contradiction appears; do not re-open P13 only because of stale pre-R781 rows || No action unless contradicted","confirmed_fixes_R674.csv; current local TeX line 8964 || NOETHER_WEB_R781_P13P19_INTEGRATION_20260705.csv; R781 P13_page_audit_R781.csv || P13_GDZ_orig_p252_canvas258_fullres.jpg || R781 confirmed_fixes_R781.csv; R781 P13_page_audit_R781.csv; R673/R674 ledgers; current local TeX line 8855 after patch","[Canonicalized 2026-07-18 from 4 record(s). Prior head value(s): Noether_LocalCodex_20260705_P24p233_SourceStyleRecovery_from_R796.] [Derived from aggregate ledger locator 235-257; not a new independent inspection.] This is a Web audit imported as status evidence; local Codex did not independently re-open every P13 page in this turn. || [Derived from aggregate ledger locator 248-257; not a new independent inspection.] This row supersedes earlier wording that treated the p249 evaluation-bar form as source-backed. || No new math-symbol patch on this page in this pass. || variation/divergence locus survival checked; current head keeps Div\bar B and the checked relative-invariance wording."
