entry_id,lemma,english_gloss,class,variant_count,variants_sample,provenance,status,source_use,permitted_use_weight,support_path_weight,review_risk_weight,automaton_path
reg-voditi,voditi,leads,proof_predicate,5,vede; vode; vodet; vodi; voditi,chatgpt_v1;chatgpt_v4_longtail_attach;fable_pass28_kwic;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2497,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[5] -> REVIEW[0.60]
contains,vsebuje,contains,proof_grammar,4,sodrz; sodrži; vsebuj; vsebujejut,fable_v1;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2212,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[4] -> REVIEW[0.60]
reg-vyhoditi,vyhoditi,follows/results,proof_predicate,3,vyhodi; vyhoditi; vyhoda,chatgpt_v1;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1847,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[3] -> REVIEW[0.60]
satisfies,zadovoljaje,satisfies,proof_grammar,8,spolnja; udovletvor; zadovolj; udovletvorjajut; zadovoliti; zadovoljaje; zadovoljuje; zadovoljujut,fable_v1;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.3026,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[8] -> REVIEW[0.60]
reg-zbog,zbog,because of; due to,causal_connective,1,zbog,chatgpt_v1,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
reg-znati,znati,known,knowledge_marker,16,poznajemo; poznana; poznane; poznanje; poznano; poznany; poznanyh; poznanym; poznato; znana; znano; znanoj,chatgpt_v1;chatgpt_v4_longtail_attach;fable_pass28_kwic;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.3436,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[16] -> REVIEW[0.60]
reg-znovu,znovu,again; anew,proof_sequence,2,opět; znovu,chatgpt_v1;fable_pass27_kwic,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
lemma-noun,lema,lemma,proof_grammar,9,lema; lemah; leme; lemi; lemoju; lemou; lemu; lemy; lemě,fable_pass4;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.3131,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[9] -> REVIEW[0.60]
assertion,tvrdženje,assertion; statement,proof_grammar,3,tvrdzenj; tvrdženj; tvrđenj,fable_pass4,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1847,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[3] -> REVIEW[0.60]
agree-consistent,soglasovati se,agree; be consistent (with),proof_predicate,9,soglasa; soglasuj; soglaša; soglasujut; soglasno; soglasuje; soglasju; soglašajut; soglasje,fable_pass4;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.3131,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[9] -> REVIEW[0.60]
holds-velja,veljati,holds; is valid (variant of važiti),proof_predicate,2,velja; veljaje,fable_pass4;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
assumption-noun,prědpoloženje,assumption; hypothesis,proof_grammar,12,predpoloz; predpostav; prědpolož; prědpostav; prědpostavce; prědpoloženju; prědpostavky; prědpostavkami; prědpisanoju; prědpoloženje; prědpoloženjami; prědpoloženja,fable_pass4;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.3326,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[12] -> REVIEW[0.60]
by-means-of,pomoću,by means of; with the help of,proof_connective,4,pomocju; pomoću; pomočju; pomocna,fable_pass4;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2212,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[4] -> REVIEW[0.60]
becomes,stati,becomes; comes to be,proof_predicate,5,staje; stane; stanut; stati; stava,chatgpt_v4_longtail_attach;fable_pass28_kwic;fable_pass4,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2497,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[5] -> REVIEW[0.60]
type,tip,type,math_general,4,tipa; tipov; tipu; tipy,fable_pass4,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2212,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[4] -> REVIEW[0.60]
cf-abbrev,srav.,cf.; compare (abbreviation),abbreviation,5,srav; sravnjenje; sravnanju; sravnjenja; sravniti,fable_pass4;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2497,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[5] -> REVIEW[0.60]
as-long-as,dokolě,as long as; while,proof_connective,2,dokole; dokolě,fable_pass4,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
besides-pored,pored,besides; alongside,discourse_connective,1,pored,fable_pass4,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
contrary,protivno,conversely; to the contrary,proof_connective,6,proti; protiv; protivn; protivno; protivnosti; protivnom,fable_pass18;fable_pass4;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2719,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[6] -> REVIEW[0.60]
axiom,aksiom,axiom,math_general,3,aksiom; aksiomov; aksiomy,fable_pass4,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1847,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[3] -> REVIEW[0.60]
exists-eksist,eksistovati,exists (internationalism doublet of obstajati),existence_predicate,13,eksistenc; eksistenciji; eksistenciju; eksistovanje; eksistovati; eksistuj; suscestvuj; sušstvovanje; suščestvovanja; suščestvuj; suščestvuje; suščstvovanje,chatgpt_v4_longtail_attach;fable_pass27_kwic;fable_pass4,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.3364,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[13] -> REVIEW[0.60]
derived-form,izvodny,derived (form/quantity),noether_corpus,3,izvodn; izvodnymi; izvodet,fable_pass4;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1847,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[3] -> REVIEW[0.60]
subfield,podtělo,subfield / sub-body,curriculum_algebra,4,podpolj; podtel; podtěl; podtělu,fable_pass4;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2212,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[4] -> REVIEW[0.60]
remark-verb,zamětiti,note; remark (verb),proof_predicate,3,zamet; zamět; zamětce,fable_pass4;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1847,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[3] -> REVIEW[0.60]
restrict,ograničiti,restrict; limit,proof_operation,4,ogranic; ogranič; ograničimo; ograničujemo,fable_pass4;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2212,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[4] -> REVIEW[0.60]
set-put,postaviti,set; put (we set …),proof_operation,17,poloz; polož; postavi; postavim; položi; postavjenje; postavlja; postavjene; postavjeno; položivši; položena; položanje,fable_pass4;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.345,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[17] -> REVIEW[0.60]
true-stvarno,stvarno,really; in fact,discourse_adverb,1,stvarno,fable_pass4,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
continuation,prodolženje,continuation,proof_grammar,8,prodolz; prodolž; prodolženja; prodolžiti; prodolženjem; prodolžajuči; prodolžati; prodolženju,fable_pass4;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.3026,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[8] -> REVIEW[0.60]
zero-noun,nula,zero (noun),math_general,5,nula; nuli; nulou; nulu; nuly,fable_pass4;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2497,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[5] -> REVIEW[0.60]
obviously,očividno,obviously; evidently,proof_adverb,3,ocividno; očevidno; očividno,fable_pass5,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1847,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[3] -> REVIEW[0.60]
consider-smatrjati,smatrjati,consider; regard as,proof_predicate,5,smatrja; smatrjaj; smatrjajut; smatrimo; smatrajut,fable_pass5;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2497,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[5] -> REVIEW[0.60]
end-conclusion,konec,end; conclusion (na koncu = finally),proof_sequence,3,konca; koncu; konec,fable_pass5;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1847,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[3] -> REVIEW[0.60]
derive-deduce,vyvesti,derive; deduce,proof_operation,11,vyvedemo; vyveden; vyvod; vyvedeno; vyvesti; vyvedene; vyvedenomu; vyvedenogo; vyvodet; vyvodženje; vyvedena,fable_pass6;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.3276,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[11] -> REVIEW[0.60]
remain-ostati,ostati,remain; stay,proof_predicate,8,obstava; ostaje; ostaju; ostalo; ostane; ostajut; ostati; ostatok,fable_pass6;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.3026,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[8] -> REVIEW[0.60]
preserve,sohranjati,preserves; is preserved,proof_predicate,6,sohranja; sohranjaje; sohranjeno; sohranjene; sohranjen; sohranenja,fable_pass6;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2719,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[6] -> REVIEW[0.60]
immediately,odmah,immediately; at once,proof_sequence,2,nemedlenno; odmah,fable_pass6,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
in-parallel,paralelno,in parallel; analogously alongside,proof_adverb,4,paraleln; paralelno; paralelizm; paralelny,fable_pass6;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2212,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[4] -> REVIEW[0.60]
body-telo-infl,tělo (algebra: body/division ring),body (division ring) — inflections,curriculum_algebra,7,telesa; telom; telu; tělesa; tělese; tělom; tělu,fable_pass6,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2892,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[7] -> REVIEW[0.60]
purely,čisto,purely,proof_adverb,2,cisto; čisto,fable_pass7,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
as-said,rečeno,(as) said/stated,proof_reference,5,receno; rečen; rečeno; rěč; skazanom,fable_pass7;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2497,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[5] -> REVIEW[0.60]
entirely,sovsěm,entirely; completely,discourse_adverb,4,popolno; sasvim; sovsem; sovsěm,fable_pass7;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2212,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[4] -> REVIEW[0.60]
stands-holds,stojati,stands; it stands/holds,proof_predicate,2,stojet; stoji,fable_pass7,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
of-course,naravno,of course; naturally,discourse_adverb,2,naravno; razumlivo,fable_pass7,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
however,však,however; though,proof_connective,4,ipak; odnako; vsak_however; však,fable_pass8;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2212,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[4] -> REVIEW[0.60]
is-found,nahoditi se,is found; is located,set_membership_predicate,3,nahodet; nahodi; nahodimo,fable_pass8;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1847,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[3] -> REVIEW[0.60]
encompasses,obhvaćati,encompasses; comprises,containment_predicate,6,obhvac; obhvač; obuhvat; obhvačajuče; obhvata; obhvatati,fable_pass8;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2719,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[6] -> REVIEW[0.60]
substitution,zaměna,substitution; replacement,proof_operation,10,zamen; zaměn; zaměnjeno; zaměnjajut; zaměnja; zaměnjamo; zaměnjen; zaměna; zaměně; zaměnjene,fable_pass8;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.3213,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[10] -> REVIEW[0.60]
by-adding,dodanje,adding; adjunction (by adding),proof_operation,10,dodaje; dodamo; dodanj; dodanjem; dodati; dodava; dodavajut; dodavanja; dodavanje; dodavanjem,chatgpt_v4_longtail_attach;fable_pass28_kwic;fable_pass29_kwic;fable_pass8,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.3213,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[10] -> REVIEW[0.60]
point-out,ukazati,point out; indicate,proof_predicate,9,ukaza; ukazuje; ukažemo; ukazanje; ukazanom; ukazanogo; ukazal; ukazano; ukazane,fable_pass9;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.3131,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[9] -> REVIEW[0.60]
length,dlugost,length,math_general,8,dlugost; dlugosti; dlžiny; dolzin; dolžin; dolžina; dolžiny; duljin,chatgpt_v4_longtail_attach;fable_pass28_kwic;fable_pass9,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.3026,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[8] -> REVIEW[0.60]
appears-vystupati,vystupati,appears; occurs (in an expression),sequence_predicate,4,vystupa; vystupaje; vystupajut; vystupajuče,fable_pass9;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2212,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[4] -> REVIEW[0.60]
treatment-reworking,obrabotka,treatment; reworking (of a topic),discourse_noun,3,obdelav; obrabot; obrabotanje,fable_pass9;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1847,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[3] -> REVIEW[0.60]
cites,citovati,cites,proof_reference,5,citova; cituje; citovanoj; citovanom; citovano,fable_pass9;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2497,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[5] -> REVIEW[0.60]
interpretation,tolkovanje,interpretation,proof_grammar,5,tolkova; tolkovanj; tolkovanje; tolko; tolkovati,fable_pass10;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2497,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[5] -> REVIEW[0.60]
generates,porođati,generates; gives rise to,construction_predicate,15,porada; porađa; porađaje; porađajut; porađajuči; poraždžaje; porodza; porođaje; porođajut; porođajučim; porođeno; porođenogo,chatgpt_v4_longtail_attach;fable_pass10;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.3418,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[15] -> REVIEW[0.60]
precisely-upravo,upravo,precisely; exactly (upravo),precision_marker,1,upravo,fable_pass10,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
section-paragraf,paragraf,section (§ reference),proof_reference,6,paragraf; paragrafu; paragrafě; paragrafov; paragrafah; paragrafy,fable_pass10;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2719,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[6] -> REVIEW[0.60]
associative-var,asociativny,associative,curriculum_algebra,4,asociativ; associativ; asociativno; asocijovane,fable_pass10;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2212,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[4] -> REVIEW[0.60]
introduction-vvedenje,vvedenje,introduction (of a concept),proof_grammar,4,uvod; vveden; vvedeny; vvedenju,fable_pass11;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2212,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[4] -> REVIEW[0.60]
carry-out,provesti / izvesti,carry out; perform (a construction/proof),proof_operation,6,izved; izvesti; proved; provesti; provedeno; provedenje,fable_pass11;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2719,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[6] -> REVIEW[0.60]
with-regard,obzirom,with regard to; considering,proof_connective,3,obzir; obzirom; ohledom,chatgpt_v4_longtail_attach;fable_pass11;fable_pass28_kwic,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1847,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[3] -> REVIEW[0.60]
hence-odtud,odtud,hence; from this,proof_connective,3,odtud; odtąd; otsjuda,fable_pass11,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1847,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[3] -> REVIEW[0.60]
we-have,imamo,we have (proof idiom),proof_operation,1,imamo,fable_pass11,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
separately,osobno,separately; individually,proof_adverb,3,oddelno; oddělno; osobno,fable_pass11,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1847,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[3] -> REVIEW[0.60]
further-daljny,daljny,further; subsequent,proof_sequence,4,daljnj; daljny; dalsi; dalši,fable_pass11,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2212,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[4] -> REVIEW[0.60]
uses,koristiti,uses; makes use of,proof_operation,5,korist; koristi; koristajut; koristajuči; koristaje,fable_pass12;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2497,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[5] -> REVIEW[0.60]
transfer,prěnesti,transfer; carry over,proof_operation,9,prenes; prenos; prěnes; prěnos; prěnesenje; prenesti; prěnesenyh; prěnesene; prěnesenja,fable_pass12;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.3131,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[9] -> REVIEW[0.60]
later,pozdněje,later; subsequently,proof_sequence,5,pozdneje; pozdněje; pozdnějše; pozdnějših; pozdnějši,fable_pass12;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2497,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[5] -> REVIEW[0.60]
originally,izvorno,originally; in the original,proof_reference,3,izvorn; izvorno; izvorno-věrny,fable_pass12;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1847,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[3] -> REVIEW[0.60]
in-contrast,nasuprot,in contrast; as opposed to,proof_connective,1,nasuprot,fable_pass12,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
step,korak,step (of a proof/algorithm),proof_grammar,7,korak; koraka; korakov; krokah; krokov; kroku; kroky,chatgpt_v4_longtail_attach;fable_pass12;fable_pass28_kwic;fable_pass29_kwic,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2892,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[7] -> REVIEW[0.60]
arrived-came,dojdti,came (to); arrived at,proof_sequence,6,dosel; došel; došli; dosele; doselě; dojdti,fable_pass12;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2719,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[6] -> REVIEW[0.60]
defined-part,definovany,defined (participle),proof_grammar,2,definovan; definujemo,fable_pass12;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
reduce-to,svesti,reduce to; bring back to,proof_operation,6,reducira; reducirano; svede; svedeno; svesti; svodi,fable_pass13;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2719,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[6] -> REVIEW[0.60]
appears-pojaviti,pojaviti se,appears; shows up,sequence_predicate,4,pojavi; pojavja; pojavjaje; pojavjenja,fable_pass13;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2212,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[4] -> REVIEW[0.60]
form-shape,oblik,form; shape,math_general,4,oblici; oblik; oblika; obliku,fable_pass13;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2212,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[4] -> REVIEW[0.60]
curve,kriva,curve,math_general,6,kriva; krive; krivoj; krivu; krivulj; krivyh,chatgpt_v4_longtail_attach;fable_pass13;fable_pass27_kwic;fable_pass28_kwic,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2719,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[6] -> REVIEW[0.60]
essence,bytnost,essence; essential nature,discourse_noun,2,bytnost; bytnosti,fable_pass13,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
unknown-quantity,neizvěstna,unknown (quantity),math_general,6,neizvestn; neizvěstn; neznam; neizvěstne; neizvěstnoj; neizvěstnymi,fable_pass13;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2719,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[6] -> REVIEW[0.60]
preceding,prědhodny,preceding; previous,proof_reference,11,predhodn; predydu; prethodnom; prědhodi; prědhodn; prědhodne; prědhodnogo; prědhodnoj; prědhodnom; prědhodnym; prědydu,chatgpt_v4_longtail_attach;fable_pass13;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.3276,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[11] -> REVIEW[0.60]
introduce-vvesti,vvesti,introduce (a notion/variable),proof_operation,5,vvedemo; vvesti; vvodet; vvodi; vvodimo,chatgpt_v4_longtail_attach;fable_pass14;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2497,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[5] -> REVIEW[0.60]
say-for-instance,recimo,say; for instance,discourse_adverb,1,recimo,fable_pass14;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
corresponds,sootvětstvovati,corresponds (to),proof_predicate,12,odgovara; odpovídá; sootvet; sootvęt; sootvět; odgovorno; odgovarajuču; odgovorny; odgovor; odgovornym; odgovarajuča; odgovarjati,fable_pass14;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.3326,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[12] -> REVIEW[0.60]
