term_id,from_state,to_state,transition_type,semiring,weight,evidence
ISV-homogene_polynome--homogene_polinomy,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.43528,W witness mass=1.0
ISV-homogene_polynome--homogene_polinomy,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.43528,S witness mass=1.0
ISV-homogene_polynome--homogene_polinomy,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-homogene_polynome--homogene_polinomy,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.43528,X witness mass=1.0
ISV-homogene_polynome--homogene_polinomy,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,no_ws_data / no_ws_data; flag=F10-0; trap=False
ISV-homogene_polynome--homogene_polinomy,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.65,no route
ISV-homogene_polynome--homogene_polinomy,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.08657,ACCEPTABLE_LOW_PRIORITY
ISV-homogene_resultante_der_glieder_höchster--homogena_rezultanta_,q0_START,q1_SOURCE,source_authority,support_product,0.45,source term missing/implicit
ISV-homogene_resultante_der_glieder_höchster--homogena_rezultanta_,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.65,dimension
ISV-homogene_resultante_der_glieder_höchster--homogena_rezultanta_,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.52,unstated
ISV-homogene_resultante_der_glieder_höchster--homogena_rezultanta_,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-homogene_resultante_der_glieder_höchster--homogena_rezultanta_,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.0,W witness mass=0.0
ISV-homogene_resultante_der_glieder_höchster--homogena_rezultanta_,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.0,S witness mass=0.0
ISV-homogene_resultante_der_glieder_höchster--homogena_rezultanta_,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-homogene_resultante_der_glieder_höchster--homogena_rezultanta_,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-homogene_resultante_der_glieder_höchster--homogena_rezultanta_,q3_ISV_FORM,q4_W_CANDIDATE_SUPPORT,candidate_support_branch,support_sum,0.31025,routeA_policy
ISV-homogene_resultante_der_glieder_höchster--homogena_rezultanta_,q3_ISV_FORM,q4_S_CANDIDATE_SUPPORT,candidate_support_branch,support_sum,0.31025,routeA_policy
ISV-homogene_resultante_der_glieder_höchster--homogena_rezultanta_,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.5,support_plus_competitor / support_only; flag=F10-1; trap=False
ISV-homogene_resultante_der_glieder_höchster--homogena_rezultanta_,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.35,A_probe_covered_concept
ISV-homogene_resultante_der_glieder_höchster--homogena_rezultanta_,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.17034,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-homomorphiesatz_für_ringe--teorem_o_homomorfizm,q0_START,q1_SOURCE,source_authority,support_product,0.9,canonical source term present
ISV-homomorphiesatz_für_ringe--teorem_o_homomorfizm,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.85,ring
ISV-homomorphiesatz_für_ringe--teorem_o_homomorfizm,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.52,unstated
ISV-homomorphiesatz_für_ringe--teorem_o_homomorfizm,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-homomorphiesatz_für_ringe--teorem_o_homomorfizm,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.0,W witness mass=0.0
ISV-homomorphiesatz_für_ringe--teorem_o_homomorfizm,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.0,S witness mass=0.0
ISV-homomorphiesatz_für_ringe--teorem_o_homomorfizm,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-homomorphiesatz_für_ringe--teorem_o_homomorfizm,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-homomorphiesatz_für_ringe--teorem_o_homomorfizm,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,1.0,competitor_only / competitor_only; flag=F10-1; trap=False
ISV-homomorphiesatz_für_ringe--teorem_o_homomorfizm,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.35,A_probe_covered_concept
ISV-homomorphiesatz_für_ringe--teorem_o_homomorfizm,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.1776,P1_REVIEW_ADVERSE_OR_COMPETITOR
ISV-homomorphismen_von_z_in_omega--homomorfizmy_iz_cent,q0_START,q1_SOURCE,source_authority,support_product,0.9,canonical source term present
ISV-homomorphismen_von_z_in_omega--homomorfizmy_iz_cent,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.85,homomorphism
ISV-homomorphismen_von_z_in_omega--homomorfizmy_iz_cent,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.52,unstated
ISV-homomorphismen_von_z_in_omega--homomorfizmy_iz_cent,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-homomorphismen_von_z_in_omega--homomorfizmy_iz_cent,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.0,W witness mass=0.0
ISV-homomorphismen_von_z_in_omega--homomorfizmy_iz_cent,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.0,S witness mass=0.0
ISV-homomorphismen_von_z_in_omega--homomorfizmy_iz_cent,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-homomorphismen_von_z_in_omega--homomorfizmy_iz_cent,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-homomorphismen_von_z_in_omega--homomorfizmy_iz_cent,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,support_only / support_only; flag=F10-1; trap=False
ISV-homomorphismen_von_z_in_omega--homomorfizmy_iz_cent,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.35,B_intl_stem_probeable
ISV-homomorphismen_von_z_in_omega--homomorfizmy_iz_cent,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.26487,MISSING_WITNESS_BACKFILL
ISV-hyperkomplexes_system--hiperkompleksny_sist,q0_START,q1_SOURCE,source_authority,support_product,0.9,canonical source term present
ISV-hyperkomplexes_system--hiperkompleksny_sist,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.65,covariant
ISV-hyperkomplexes_system--hiperkompleksny_sist,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.65,source_fidelity
ISV-hyperkomplexes_system--hiperkompleksny_sist,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-hyperkomplexes_system--hiperkompleksny_sist,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.0,W witness mass=0.0
ISV-hyperkomplexes_system--hiperkompleksny_sist,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.0,S witness mass=0.0
ISV-hyperkomplexes_system--hiperkompleksny_sist,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-hyperkomplexes_system--hiperkompleksny_sist,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-hyperkomplexes_system--hiperkompleksny_sist,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.65,no_ws_data / no_ws_data; flag=F10-1; trap=True
ISV-hyperkomplexes_system--hiperkompleksny_sist,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.5,A_probe_covered_concept
ISV-hyperkomplexes_system--hiperkompleksny_sist,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.14886,P0_TRAP_SENSE_AUDIT
ISV-höchstdimension--najvyšša_dimenzija,q0_START,q1_SOURCE,source_authority,support_product,0.9,canonical source term present
ISV-höchstdimension--najvyšša_dimenzija,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.85,dimension
ISV-höchstdimension--najvyšša_dimenzija,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.45,coinage
ISV-höchstdimension--najvyšša_dimenzija,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-höchstdimension--najvyšša_dimenzija,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.0,W witness mass=0.0
ISV-höchstdimension--najvyšša_dimenzija,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.0,S witness mass=0.0
ISV-höchstdimension--najvyšša_dimenzija,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-höchstdimension--najvyšša_dimenzija,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-höchstdimension--najvyšša_dimenzija,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.5,support_plus_competitor / support_only; flag=F10-4; trap=False
ISV-höchstdimension--najvyšša_dimenzija,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.15,no route
ISV-höchstdimension--najvyšša_dimenzija,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.23429,AUTHORITY_OR_SPECIALIST_NEEDED
ISV-höchstdimension_eines_beliebigen_ideals--najvyšša_dimenzija_l,q0_START,q1_SOURCE,source_authority,support_product,0.9,canonical source term present
ISV-höchstdimension_eines_beliebigen_ideals--najvyšša_dimenzija_l,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.85,dimension
ISV-höchstdimension_eines_beliebigen_ideals--najvyšša_dimenzija_l,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.52,unstated
ISV-höchstdimension_eines_beliebigen_ideals--najvyšša_dimenzija_l,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-höchstdimension_eines_beliebigen_ideals--najvyšša_dimenzija_l,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.0,W witness mass=0.0
ISV-höchstdimension_eines_beliebigen_ideals--najvyšša_dimenzija_l,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.0,S witness mass=0.0
ISV-höchstdimension_eines_beliebigen_ideals--najvyšša_dimenzija_l,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-höchstdimension_eines_beliebigen_ideals--najvyšša_dimenzija_l,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-höchstdimension_eines_beliebigen_ideals--najvyšša_dimenzija_l,q3_ISV_FORM,q4_W_CANDIDATE_SUPPORT,candidate_support_branch,support_sum,0.31025,routeA_policy
ISV-höchstdimension_eines_beliebigen_ideals--najvyšša_dimenzija_l,q3_ISV_FORM,q4_S_CANDIDATE_SUPPORT,candidate_support_branch,support_sum,0.31025,routeA_policy
ISV-höchstdimension_eines_beliebigen_ideals--najvyšša_dimenzija_l,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.5,support_plus_competitor / support_only; flag=F10-1; trap=False
ISV-höchstdimension_eines_beliebigen_ideals--najvyšša_dimenzija_l,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.35,A_probe_covered_concept
ISV-höchstdimension_eines_beliebigen_ideals--najvyšša_dimenzija_l,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.29059,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-höchster_elementarteiler--najvyšši_elementarny,q0_START,q1_SOURCE,source_authority,support_product,0.45,source term missing/implicit
ISV-höchster_elementarteiler--najvyšši_elementarny,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.65,element
ISV-höchster_elementarteiler--najvyšši_elementarny,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.52,unstated
ISV-höchster_elementarteiler--najvyšši_elementarny,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-höchster_elementarteiler--najvyšši_elementarny,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.0,W witness mass=0.0
ISV-höchster_elementarteiler--najvyšši_elementarny,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.0,S witness mass=0.0
ISV-höchster_elementarteiler--najvyšši_elementarny,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-höchster_elementarteiler--najvyšši_elementarny,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-höchster_elementarteiler--najvyšši_elementarny,q3_ISV_FORM,q4_W_CANDIDATE_SUPPORT,candidate_support_branch,support_sum,0.31025,routeA_policy
ISV-höchster_elementarteiler--najvyšši_elementarny,q3_ISV_FORM,q4_S_CANDIDATE_SUPPORT,candidate_support_branch,support_sum,0.31025,routeA_policy
ISV-höchster_elementarteiler--najvyšši_elementarny,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.5,support_plus_competitor / support_only; flag=F10-1; trap=False
ISV-höchster_elementarteiler--najvyšši_elementarny,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.35,A_probe_covered_concept
ISV-höchster_elementarteiler--najvyšši_elementarny,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.17034,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-höhere_form--vyša_forma,q0_START,q1_SOURCE,source_authority,support_product,0.9,canonical source term present
ISV-höhere_form--vyša_forma,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.45,form
ISV-höhere_form--vyša_forma,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.65,source_fidelity
ISV-höhere_form--vyša_forma,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-höhere_form--vyša_forma,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.0,W witness mass=0.0
ISV-höhere_form--vyša_forma,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.0,S witness mass=0.0
ISV-höhere_form--vyša_forma,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-höhere_form--vyša_forma,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-höhere_form--vyša_forma,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,no_ws_data / no_ws_data; flag=F10-1; trap=False
ISV-höhere_form--vyša_forma,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.5,B_intl_stem_probeable
ISV-höhere_form--vyša_forma,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.13274,MISSING_WITNESS_BACKFILL
ISV-ideal_aus_polynomen--ideal_iz_polinomov,q0_START,q1_SOURCE,source_authority,support_product,0.45,source term missing/implicit
ISV-ideal_aus_polynomen--ideal_iz_polinomov,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.65,ideal
ISV-ideal_aus_polynomen--ideal_iz_polinomov,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.65,source_fidelity
ISV-ideal_aus_polynomen--ideal_iz_polinomov,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-ideal_aus_polynomen--ideal_iz_polinomov,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.43528,W witness mass=1.0
ISV-ideal_aus_polynomen--ideal_iz_polinomov,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.43528,S witness mass=1.0
ISV-ideal_aus_polynomen--ideal_iz_polinomov,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-ideal_aus_polynomen--ideal_iz_polinomov,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-ideal_aus_polynomen--ideal_iz_polinomov,q3_ISV_FORM,q4_W_CANDIDATE_SUPPORT,candidate_support_branch,support_sum,0.31025,routeA_policy
ISV-ideal_aus_polynomen--ideal_iz_polinomov,q3_ISV_FORM,q4_S_CANDIDATE_SUPPORT,candidate_support_branch,support_sum,0.31025,routeA_policy
ISV-ideal_aus_polynomen--ideal_iz_polinomov,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,support_only / support_only; flag=F10-1; trap=False
ISV-ideal_aus_polynomen--ideal_iz_polinomov,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.35,A_probe_covered_concept
ISV-ideal_aus_polynomen--ideal_iz_polinomov,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.27262,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-ideal_modul_formenmodul--ideal_modul_modul_fo,q0_START,q1_SOURCE,source_authority,support_product,0.45,source term missing/implicit
ISV-ideal_modul_formenmodul--ideal_modul_modul_fo,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.65,ideal
ISV-ideal_modul_formenmodul--ideal_modul_modul_fo,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.52,unstated
ISV-ideal_modul_formenmodul--ideal_modul_modul_fo,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-ideal_modul_formenmodul--ideal_modul_modul_fo,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.43528,W witness mass=1.0
ISV-ideal_modul_formenmodul--ideal_modul_modul_fo,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.43528,S witness mass=1.0
ISV-ideal_modul_formenmodul--ideal_modul_modul_fo,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-ideal_modul_formenmodul--ideal_modul_modul_fo,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-ideal_modul_formenmodul--ideal_modul_modul_fo,q3_ISV_FORM,q4_W_CANDIDATE_SUPPORT,candidate_support_branch,support_sum,0.31025,routeA_policy
ISV-ideal_modul_formenmodul--ideal_modul_modul_fo,q3_ISV_FORM,q4_S_CANDIDATE_SUPPORT,candidate_support_branch,support_sum,0.31025,routeA_policy
ISV-ideal_modul_formenmodul--ideal_modul_modul_fo,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,support_only / support_only; flag=F10-1; trap=False
ISV-ideal_modul_formenmodul--ideal_modul_modul_fo,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.35,A_probe_covered_concept
ISV-ideal_modul_formenmodul--ideal_modul_modul_fo,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.2336,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-idealbasis--baza_ideala,q0_START,q1_SOURCE,source_authority,support_product,0.45,source term missing/implicit
ISV-idealbasis--baza_ideala,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.65,basis
ISV-idealbasis--baza_ideala,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.52,unstated
ISV-idealbasis--baza_ideala,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.81991,E witness mass=3.0
ISV-idealbasis--baza_ideala,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.0,W witness mass=0.0
ISV-idealbasis--baza_ideala,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.0,S witness mass=0.0
ISV-idealbasis--baza_ideala,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-idealbasis--baza_ideala,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-idealbasis--baza_ideala,q3_ISV_FORM,q4_W_CANDIDATE_SUPPORT,candidate_support_branch,support_sum,0.31025,routeA_policy
ISV-idealbasis--baza_ideala,q3_ISV_FORM,q4_S_CANDIDATE_SUPPORT,candidate_support_branch,support_sum,0.31025,routeA_policy
ISV-idealbasis--baza_ideala,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,support_only / support_only; flag=F10-1; trap=False
ISV-idealbasis--baza_ideala,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.35,A_probe_covered_concept
ISV-idealbasis--baza_ideala,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.21029,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-idealklasse_hauptklasse_hauptideale--idealna_klasa_glavna,q0_START,q1_SOURCE,source_authority,support_product,0.9,canonical source term present
ISV-idealklasse_hauptklasse_hauptideale--idealna_klasa_glavna,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.85,ideal
ISV-idealklasse_hauptklasse_hauptideale--idealna_klasa_glavna,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.52,unstated
ISV-idealklasse_hauptklasse_hauptideale--idealna_klasa_glavna,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-idealklasse_hauptklasse_hauptideale--idealna_klasa_glavna,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.0,W witness mass=0.0
ISV-idealklasse_hauptklasse_hauptideale--idealna_klasa_glavna,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.0,S witness mass=0.0
ISV-idealklasse_hauptklasse_hauptideale--idealna_klasa_glavna,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-idealklasse_hauptklasse_hauptideale--idealna_klasa_glavna,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-idealklasse_hauptklasse_hauptideale--idealna_klasa_glavna,q3_ISV_FORM,q4_W_CANDIDATE_SUPPORT,candidate_support_branch,support_sum,0.31025,routeA_policy
ISV-idealklasse_hauptklasse_hauptideale--idealna_klasa_glavna,q3_ISV_FORM,q4_S_CANDIDATE_SUPPORT,candidate_support_branch,support_sum,0.31025,routeA_policy
ISV-idealklasse_hauptklasse_hauptideale--idealna_klasa_glavna,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,support_only / support_only; flag=F10-1; trap=False
ISV-idealklasse_hauptklasse_hauptideale--idealna_klasa_glavna,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.35,A_probe_covered_concept
ISV-idealklasse_hauptklasse_hauptideale--idealna_klasa_glavna,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.36675,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-idealquotienten--kvocienty_idealov,q0_START,q1_SOURCE,source_authority,support_product,0.45,source term missing/implicit
ISV-idealquotienten--kvocienty_idealov,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.65,ideal
ISV-idealquotienten--kvocienty_idealov,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.52,unstated
ISV-idealquotienten--kvocienty_idealov,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-idealquotienten--kvocienty_idealov,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.0,W witness mass=0.0
ISV-idealquotienten--kvocienty_idealov,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.0,S witness mass=0.0
ISV-idealquotienten--kvocienty_idealov,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-idealquotienten--kvocienty_idealov,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-idealquotienten--kvocienty_idealov,q3_ISV_FORM,q4_W_CANDIDATE_SUPPORT,candidate_support_branch,support_sum,0.31025,routeA_policy
ISV-idealquotienten--kvocienty_idealov,q3_ISV_FORM,q4_S_CANDIDATE_SUPPORT,candidate_support_branch,support_sum,0.31025,routeA_policy
ISV-idealquotienten--kvocienty_idealov,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,support_only / support_only; flag=F10-1; trap=False
ISV-idealquotienten--kvocienty_idealov,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.35,A_probe_covered_concept
ISV-idealquotienten--kvocienty_idealov,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.19395,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-idempotente_elemente--idempotentne_element,q0_START,q1_SOURCE,source_authority,support_product,0.9,canonical source term present
ISV-idempotente_elemente--idempotentne_element,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.85,element
ISV-idempotente_elemente--idempotentne_element,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.55,international;coinage
ISV-idempotente_elemente--idempotentne_element,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-idempotente_elemente--idempotentne_element,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.43528,W witness mass=1.0
ISV-idempotente_elemente--idempotentne_element,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.43528,S witness mass=1.0
ISV-idempotente_elemente--idempotentne_element,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-idempotente_elemente--idempotentne_element,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.43528,X witness mass=1.0
ISV-idempotente_elemente--idempotentne_element,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.5,support_plus_competitor / support_only; flag=F10-4; trap=False
ISV-idempotente_elemente--idempotentne_element,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.15,no route
ISV-idempotente_elemente--idempotentne_element,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.39092,AUTHORITY_OR_SPECIALIST_NEEDED
ISV-idempotente_komplementäre_basen--idempotenty_kompleme,q0_START,q1_SOURCE,source_authority,support_product,0.9,canonical source term present
ISV-idempotente_komplementäre_basen--idempotenty_kompleme,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.2,unlinked
ISV-idempotente_komplementäre_basen--idempotenty_kompleme,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.55,international;coinage
ISV-idempotente_komplementäre_basen--idempotenty_kompleme,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-idempotente_komplementäre_basen--idempotenty_kompleme,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.43528,W witness mass=1.0
ISV-idempotente_komplementäre_basen--idempotenty_kompleme,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.43528,S witness mass=1.0
ISV-idempotente_komplementäre_basen--idempotenty_kompleme,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-idempotente_komplementäre_basen--idempotenty_kompleme,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.43528,X witness mass=1.0
