"Label","Thread","Root","Path","RelativePath","Extension","Bytes","LastWriteUtc","SHA256"
"Interlanguage authority body-linked standardization","019f2b1a-e5f6-7603-95c8-138242581298","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\BODY_LINKED_AUTHORITY_BOUNDARY_LEDGER_C7FB.csv","BODY_LINKED_AUTHORITY_BOUNDARY_LEDGER_C7FB.csv",".csv","23057","2026-07-06T04:50:28.9538917Z","A300C5C8D2D54FB3C7F91CED40F833F9282F7E5A90B725457EC7D45E146141A7"
"Interlanguage authority body-linked standardization","019f2b1a-e5f6-7603-95c8-138242581298","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\BODY_LINKED_AUTHORITY_BOUNDARY_LEDGER_C7FB.json","BODY_LINKED_AUTHORITY_BOUNDARY_LEDGER_C7FB.json",".json","32357","2026-07-06T04:50:28.9558999Z","FA64D8314DA9C43F3A8BA5ED00189EAEDD450BFFBA139A78A752B0C2E3D034AD"
"Interlanguage authority body-linked standardization","019f2b1a-e5f6-7603-95c8-138242581298","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\BODY_LINKED_BRANCH_WEIGHT_LEDGER_C7FB.csv","BODY_LINKED_BRANCH_WEIGHT_LEDGER_C7FB.csv",".csv","131505","2026-07-06T04:50:28.9099024Z","5BA6971A1463959F369974630C121704317839B3E3BE5A49340BF94F4C257B35"
"Interlanguage authority body-linked standardization","019f2b1a-e5f6-7603-95c8-138242581298","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\BODY_LINKED_BRANCH_WEIGHT_LEDGER_C7FB.json","BODY_LINKED_BRANCH_WEIGHT_LEDGER_C7FB.json",".json","178264","2026-07-06T04:50:28.9176720Z","CE229E360C146537E864C589027C8CDC0950C434CC20B7EBF82E3280448431C2"
"Interlanguage authority body-linked standardization","019f2b1a-e5f6-7603-95c8-138242581298","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\BODY_LINKED_MARGINAL_INTELLIGIBILITY_LEDGER_C7FB.csv","BODY_LINKED_MARGINAL_INTELLIGIBILITY_LEDGER_C7FB.csv",".csv","98073","2026-07-06T04:50:28.9216858Z","9C119BA3A604E0A188B985642BD38E940D7497F0641FF24621B537CE7AE08844"
"Interlanguage authority body-linked standardization","019f2b1a-e5f6-7603-95c8-138242581298","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\BODY_LINKED_MARGINAL_INTELLIGIBILITY_LEDGER_C7FB.json","BODY_LINKED_MARGINAL_INTELLIGIBILITY_LEDGER_C7FB.json",".json","130121","2026-07-06T04:50:28.9257040Z","C0588070C96F78E65F6B445C7B47885C6407BAD9B16538E2C084973802D325EC"
"Interlanguage authority body-linked standardization","019f2b1a-e5f6-7603-95c8-138242581298","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\BODY_LINKED_MARKER_INTERLINEAR_LEDGER_C7FB.csv","BODY_LINKED_MARKER_INTERLINEAR_LEDGER_C7FB.csv",".csv","10988","2026-07-06T04:50:28.9498769Z","0BDD8E707AF51F4577CB2F65ADA782E6B99FC08FA4F261DCC419DD4DE910E0B1"
"Interlanguage authority body-linked standardization","019f2b1a-e5f6-7603-95c8-138242581298","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\BODY_LINKED_MARKER_INTERLINEAR_LEDGER_C7FB.json","BODY_LINKED_MARKER_INTERLINEAR_LEDGER_C7FB.json",".json","14707","2026-07-06T04:50:28.9518840Z","09BCA6A99C2CF61ADC3963ECBDDC4BFFF8C59400AB332D6E69820E41F513C795"
"Interlanguage authority body-linked standardization","019f2b1a-e5f6-7603-95c8-138242581298","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\BODY_LINKED_NORMALIZATION_LEDGER_C7FB.csv","BODY_LINKED_NORMALIZATION_LEDGER_C7FB.csv",".csv","58099","2026-07-06T04:50:28.9462293Z","A80122D8A3A95CD8AE4458DF08447A2B8136337E3AD610C9E341DD398A0A3F6D"
"Interlanguage authority body-linked standardization","019f2b1a-e5f6-7603-95c8-138242581298","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\BODY_LINKED_NORMALIZATION_LEDGER_C7FB.json","BODY_LINKED_NORMALIZATION_LEDGER_C7FB.json",".json","77151","2026-07-06T04:50:28.9478298Z","79017CBA7A2CAE1AC2D4B6CD91E1E840CEA073D4981AE34DEE06DC44DD31234C"
"Interlanguage authority body-linked standardization","019f2b1a-e5f6-7603-95c8-138242581298","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\BODY_LINKED_SOURCE_USE_LEDGER_C7FB.csv","BODY_LINKED_SOURCE_USE_LEDGER_C7FB.csv",".csv","59912","2026-07-06T04:50:28.9277118Z","A46526AF2CD92473BCBABBD7E4A32FC4AD70E6C7E3F4F819BAA11B681EEAB22F"
"Interlanguage authority body-linked standardization","019f2b1a-e5f6-7603-95c8-138242581298","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\BODY_LINKED_SOURCE_USE_LEDGER_C7FB.json","BODY_LINKED_SOURCE_USE_LEDGER_C7FB.json",".json","83879","2026-07-06T04:50:28.9316720Z","3E12E8D5AED29517863E94F8B1617AB3AFE6B0AA833FCAA635C3E9F470F2901D"
"Interlanguage authority body-linked standardization","019f2b1a-e5f6-7603-95c8-138242581298","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\DO_NOT_USE_APPLICATION_ROWS_C7FB.csv","DO_NOT_USE_APPLICATION_ROWS_C7FB.csv",".csv","85426","2026-07-06T04:50:28.9681709Z","ED170EDEDD5D53DDA59C9D46CFE2AA6D3289D388C0EFCF932E70B0EBAEAF1C84"
"Interlanguage authority body-linked standardization","019f2b1a-e5f6-7603-95c8-138242581298","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\DO_NOT_USE_APPLICATION_ROWS_C7FB.json","DO_NOT_USE_APPLICATION_ROWS_C7FB.json",".json","116748","2026-07-06T04:50:28.9721854Z","DCE2446A77A393E012F051A84D5F8D4E32305C760E8F4A9DB16ADAC44BA2AA12"
"Interlanguage authority body-linked standardization","019f2b1a-e5f6-7603-95c8-138242581298","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\FABLE_REQUIREMENT_COVERAGE_C7FB.csv","FABLE_REQUIREMENT_COVERAGE_C7FB.csv",".csv","5660","2026-07-06T04:50:29.0292587Z","8E6A468EAC078CE50E3BD3799608F26D599960D0BDAF8793352A3E3C127A0C96"
"Interlanguage authority body-linked standardization","019f2b1a-e5f6-7603-95c8-138242581298","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\FABLE_REQUIREMENT_COVERAGE_C7FB.json","FABLE_REQUIREMENT_COVERAGE_C7FB.json",".json","8682","2026-07-06T04:50:29.0312668Z","3B187ADB5F0A1A4D0B782379210202CBC9AED3C7DE7E8C9367BB70BC1AF8B3E5"
"Interlanguage authority body-linked standardization","019f2b1a-e5f6-7603-95c8-138242581298","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\FABLE_REQUIREMENTS_ACKNOWLEDGED_20260706.md","FABLE_REQUIREMENTS_ACKNOWLEDGED_20260706.md",".md","619","2026-07-06T04:50:29.0372922Z","A0607917B1E289BDA595C660264B7E14CEBB52354323CBB66120C7FC8FEDF807"
"Interlanguage authority body-linked standardization","019f2b1a-e5f6-7603-95c8-138242581298","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\FINAL_VALIDATION.json","FINAL_VALIDATION.json",".json","471","2026-07-06T04:53:31.9768510Z","591DD0919C053FF0604B10C97F65E757453E838ECDD99AC493C2E016CAEAB890"
"Interlanguage authority body-linked standardization","019f2b1a-e5f6-7603-95c8-138242581298","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\MANIFEST.csv","MANIFEST.csv",".csv","3637","2026-07-06T04:53:19.8466732Z","45DB10E5B77CDCACF2523ACAB6EFB19B3AC90A141B606635D82C773F45EACA12"
"Interlanguage authority body-linked standardization","019f2b1a-e5f6-7603-95c8-138242581298","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\PACKAGE_SUMMARY.csv","PACKAGE_SUMMARY.csv",".csv","1056","2026-07-06T04:53:19.5016607Z","D16F1698C94FA66EB6CCB96D8403C3943D62C4EE1B1B9FABF0BF218AFBCC4F71"
"Interlanguage authority body-linked standardization","019f2b1a-e5f6-7603-95c8-138242581298","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\PACKAGE_SUMMARY.json","PACKAGE_SUMMARY.json",".json","1234","2026-07-06T04:53:19.4996551Z","FA99EDDD2AC63ABCEFC263A8C8F95E80CA3C3086733F5551CF4A35D0183BA79E"
"Interlanguage authority body-linked standardization","019f2b1a-e5f6-7603-95c8-138242581298","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\README.md","README.md",".md","1394","2026-07-06T04:53:19.5036674Z","EE232E96178812693DB65405B5FBAB09E510A1BF1A6A2161B4059F6943E91A8D"
"Interlanguage authority body-linked standardization","019f2b1a-e5f6-7603-95c8-138242581298","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\rules_acknowledgement.md","rules_acknowledgement.md",".md","2732","2026-07-06T04:50:29.0352827Z","AC6B6EDC14DC65AC458C17BE208228F3F67587CFBEE5D43DF072C42302653819"
"Interlanguage authority body-linked standardization","019f2b1a-e5f6-7603-95c8-138242581298","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\SHA256SUMS.txt","SHA256SUMS.txt",".txt","3463","2026-07-06T04:53:19.8466732Z","45CA2AD31D9A2824EDE68AEFF88F6B5C60309EBB54E0371F5FC7C0FA51CD565C"
"Interlanguage authority body-linked standardization","019f2b1a-e5f6-7603-95c8-138242581298","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\SIBLING_RECOVERY_WAKE_ROWS_C7FB.csv","SIBLING_RECOVERY_WAKE_ROWS_C7FB.csv",".csv","2681","2026-07-06T04:53:19.4936355Z","AB01C86A2BE448BDF74A39F7F67AA54F892079149C5593BE251608E3C2249D7F"
"Interlanguage authority body-linked standardization","019f2b1a-e5f6-7603-95c8-138242581298","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\SIBLING_RECOVERY_WAKE_ROWS_C7FB.json","SIBLING_RECOVERY_WAKE_ROWS_C7FB.json",".json","3784","2026-07-06T04:53:19.4956415Z","7F999E275573A676307792778FECC125C4A2578FD69D78385F07CBCC0986406A"
"Interlanguage authority body-linked standardization","019f2b1a-e5f6-7603-95c8-138242581298","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\STANDARDIZATION_RECOVERY_ROWS_C7FB.csv","STANDARDIZATION_RECOVERY_ROWS_C7FB.csv",".csv","68309","2026-07-06T04:50:28.9599157Z","3C7B81C49CF26C12A630F3BE62204ADAE92EA6DC1482D6538FC47E372259B592"
"Interlanguage authority body-linked standardization","019f2b1a-e5f6-7603-95c8-138242581298","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\STANDARDIZATION_RECOVERY_ROWS_C7FB.json","STANDARDIZATION_RECOVERY_ROWS_C7FB.json",".json","96991","2026-07-06T04:50:28.9640819Z","B68072B44142BFEE4A5A11A6267C53FB6F3D9B90393A8CBFE21E9CE785F19CA9"
"Interlanguage authority body-linked standardization","019f2b1a-e5f6-7603-95c8-138242581298","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\STANDARDIZATION_SOURCE_BODY_INDEX_C7FB.csv","STANDARDIZATION_SOURCE_BODY_INDEX_C7FB.csv",".csv","26331","2026-07-06T04:50:28.9018774Z","5A5F3712B9ED20A972D29AD05B43965C623BC4A95AF791F79C7D8D58064015A2"
"Interlanguage authority body-linked standardization","019f2b1a-e5f6-7603-95c8-138242581298","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\STANDARDIZATION_SOURCE_BODY_INDEX_C7FB.json","STANDARDIZATION_SOURCE_BODY_INDEX_C7FB.json",".json","33782","2026-07-06T04:50:28.9058896Z","D957EA55879E0294ED033E439599BA9AA7070FEB055AC4832D66FA3B3FA62FAB"
"Interlanguage authority body-linked standardization","019f2b1a-e5f6-7603-95c8-138242581298","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\STANDARDIZATION_SOURCE_SIGNAL_COUNTS_C7FB.csv","STANDARDIZATION_SOURCE_SIGNAL_COUNTS_C7FB.csv",".csv","4796","2026-07-06T04:50:29.0332741Z","3AD76F85B3501821A6FD8E45083BE258520FA838FE3D2C5610E19EC3DE6B8204"
"Interlanguage authority body-linked standardization","019f2b1a-e5f6-7603-95c8-138242581298","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\STANDARDIZATION_SOURCE_SIGNAL_COUNTS_C7FB.json","STANDARDIZATION_SOURCE_SIGNAL_COUNTS_C7FB.json",".json","6463","2026-07-06T04:50:29.0352827Z","D9F4587CB32F59F2855DE00744F6C6EEC45BFB8A9C1701499548B95150D4D133"
