filename,category,status,additions,deletions,changes
transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_4C778C73_25B_RECOVERY_R6_PERSIANATE_ARABIC_BATCH_20260707/SHA256SUMS.txt,transfer-audits,added,10,0,10
transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_4C778C73_25B_RECOVERY_R6_PERSIANATE_ARABIC_BATCH_20260707/VALIDATION_ISSUES.csv,transfer-audits,added,0,0,0
uploader-transfer/r6-25b9a6df-idle-recovery-reverify-20260707/R6_25B9A6DF_IDLE_RECOVERY_REVERIFY_20260707/MANIFEST.csv,uploader-transfer,added,11,0,11
uploader-transfer/r6-25b9a6df-idle-recovery-reverify-20260707/R6_25B9A6DF_IDLE_RECOVERY_REVERIFY_20260707/R6_25B9A6DF_IDLE_RECOVERY_REVERIFY_COUNTS.csv,uploader-transfer,added,12,0,12
uploader-transfer/r6-25b9a6df-idle-recovery-reverify-20260707/R6_25B9A6DF_IDLE_RECOVERY_REVERIFY_20260707/README.md,uploader-transfer,added,21,0,21
uploader-transfer/r6-25b9a6df-idle-recovery-reverify-20260707/R6_25B9A6DF_IDLE_RECOVERY_REVERIFY_20260707/SHA256SUMS.txt,uploader-transfer,added,10,0,10
uploader-transfer/r6-25b9a6df-idle-recovery-reverify-20260707/R6_25B9A6DF_IDLE_RECOVERY_REVERIFY_20260707/b3/B3_ROUTE.csv,uploader-transfer,added,2,0,2
uploader-transfer/r6-25b9a6df-idle-recovery-reverify-20260707/R6_25B9A6DF_IDLE_RECOVERY_REVERIFY_20260707/blockers/R6_25B9A6DF_IDLE_RECOVERY_EXACT_BLOCKERS.csv,uploader-transfer,added,6,0,6
uploader-transfer/r6-25b9a6df-idle-recovery-reverify-20260707/R6_25B9A6DF_IDLE_RECOVERY_REVERIFY_20260707/ethics/R6_25B9A6DF_IDLE_RECOVERY_ETHICS_AUTHORITY_MAP.csv,uploader-transfer,added,6,0,6
uploader-transfer/r6-25b9a6df-idle-recovery-reverify-20260707/R6_25B9A6DF_IDLE_RECOVERY_REVERIFY_20260707/fable/R6_25B9A6DF_IDLE_RECOVERY_FABLE_ADVERSE_LEDGER.csv,uploader-transfer,added,6,0,6
uploader-transfer/r6-25b9a6df-idle-recovery-reverify-20260707/R6_25B9A6DF_IDLE_RECOVERY_REVERIFY_20260707/input-verification/R6_25B9A6DF_BASE_PACKAGE_SHA_REVERIFY.csv,uploader-transfer,added,17,0,17
uploader-transfer/r6-25b9a6df-idle-recovery-reverify-20260707/R6_25B9A6DF_IDLE_RECOVERY_REVERIFY_20260707/logs/LOGBOOK_EXCERPT_20260707.md,uploader-transfer,added,13,0,13
uploader-transfer/r6-25b9a6df-idle-recovery-reverify-20260707/R6_25B9A6DF_IDLE_RECOVERY_REVERIFY_20260707/mutual-watch/R6_25B9A6DF_IDLE_RECOVERY_MUTUAL_WATCH.csv,uploader-transfer,added,2,0,2
uploader-transfer/r6-25b9a6df-idle-recovery-reverify-20260707/R6_25B9A6DF_IDLE_RECOVERY_REVERIFY_20260707/source-use/R6_25B9A6DF_IDLE_RECOVERY_SOURCE_USE_GAP_LEDGER.csv,uploader-transfer,added,6,0,6
