row_id,base_head,requested_head,observed_head,status,branch_path,bytes,sha256,lane,artifact_role,branch_read_status,required_action,claim_boundary
CURRENT_HEAD_FILE_0038,ad3e3aa949423680044e8d8502fd1637d822cd14,1a1110ebfcbe729d3c0db2a3fe98148e070a5389,8be81510d284b9804706e426a312f1649f39d080,A,uploader-transfer/r6-a2c52a42-branch-advance-live-recovery-probe-cycle-20260706/R6_A2C52A42_BRANCH_ADVANCE_LIVE_RECOVERY_PROBE_CYCLE_20260706/R6_AC6F_LIVE_RECOVERY_SCOPE_SUMMARY.csv,,,R6 Indigenous/Creole/Sign,blocker-recovery-probe,branch-path-route-only; content hashing skipped for current-head correction,R6 Indigenous/Creole/Sign: execute recovery/probe next actions or keep blocker active.,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
CURRENT_HEAD_FILE_0039,ad3e3aa949423680044e8d8502fd1637d822cd14,1a1110ebfcbe729d3c0db2a3fe98148e070a5389,8be81510d284b9804706e426a312f1649f39d080,A,uploader-transfer/r6-a2c52a42-branch-advance-live-recovery-probe-cycle-20260706/R6_A2C52A42_BRANCH_ADVANCE_LIVE_RECOVERY_PROBE_CYCLE_20260706/README.md,,,R6 Indigenous/Creole/Sign,blocker-recovery-probe,branch-path-route-only; content hashing skipped for current-head correction,R6 Indigenous/Creole/Sign: execute recovery/probe next actions or keep blocker active.,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
CURRENT_HEAD_FILE_0040,ad3e3aa949423680044e8d8502fd1637d822cd14,1a1110ebfcbe729d3c0db2a3fe98148e070a5389,8be81510d284b9804706e426a312f1649f39d080,A,uploader-transfer/r6-a2c52a42-branch-advance-live-recovery-probe-cycle-20260706/R6_A2C52A42_BRANCH_ADVANCE_LIVE_RECOVERY_PROBE_CYCLE_20260706/SHA256SUMS.txt,,,R6 Indigenous/Creole/Sign,blocker-recovery-probe,branch-path-route-only; content hashing skipped for current-head correction,R6 Indigenous/Creole/Sign: execute recovery/probe next actions or keep blocker active.,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
CURRENT_HEAD_FILE_0041,ad3e3aa949423680044e8d8502fd1637d822cd14,1a1110ebfcbe729d3c0db2a3fe98148e070a5389,8be81510d284b9804706e426a312f1649f39d080,A,uploader-transfer/r6-a2c52a42-branch-advance-live-recovery-probe-cycle-20260706/R6_A2C52A42_BRANCH_ADVANCE_LIVE_RECOVERY_PROBE_CYCLE_20260706/b3/B3_ROUTE.csv,,,R6 Indigenous/Creole/Sign,blocker-recovery-probe,branch-path-route-only; content hashing skipped for current-head correction,R6 Indigenous/Creole/Sign: execute recovery/probe next actions or keep blocker active.,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
CURRENT_HEAD_FILE_0042,ad3e3aa949423680044e8d8502fd1637d822cd14,1a1110ebfcbe729d3c0db2a3fe98148e070a5389,8be81510d284b9804706e426a312f1649f39d080,A,uploader-transfer/r6-a2c52a42-branch-advance-live-recovery-probe-cycle-20260706/R6_A2C52A42_BRANCH_ADVANCE_LIVE_RECOVERY_PROBE_CYCLE_20260706/blockers/R6_AC6F_LIVE_RECOVERY_BLOCKERS_AND_NEXT_ACTIONS.csv,,,R6 Indigenous/Creole/Sign,blocker-recovery-probe,branch-path-route-only; content hashing skipped for current-head correction,R6 Indigenous/Creole/Sign: execute recovery/probe next actions or keep blocker active.,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
CURRENT_HEAD_FILE_0043,ad3e3aa949423680044e8d8502fd1637d822cd14,1a1110ebfcbe729d3c0db2a3fe98148e070a5389,8be81510d284b9804706e426a312f1649f39d080,A,uploader-transfer/r6-a2c52a42-branch-advance-live-recovery-probe-cycle-20260706/R6_A2C52A42_BRANCH_ADVANCE_LIVE_RECOVERY_PROBE_CYCLE_20260706/branch-advance/A2C52A42_BRANCH_ADVANCE_COMPARISON_NOTE.csv,,,R6 Indigenous/Creole/Sign,blocker-recovery-probe,branch-path-route-only; content hashing skipped for current-head correction,R6 Indigenous/Creole/Sign: execute recovery/probe next actions or keep blocker active.,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
CURRENT_HEAD_FILE_0044,ad3e3aa949423680044e8d8502fd1637d822cd14,1a1110ebfcbe729d3c0db2a3fe98148e070a5389,8be81510d284b9804706e426a312f1649f39d080,A,uploader-transfer/r6-a2c52a42-branch-advance-live-recovery-probe-cycle-20260706/R6_A2C52A42_BRANCH_ADVANCE_LIVE_RECOVERY_PROBE_CYCLE_20260706/branch-advance/A2C52A42_COMPARE_FILE_INDEX.csv,,,R6 Indigenous/Creole/Sign,blocker-recovery-probe,branch-path-route-only; content hashing skipped for current-head correction,R6 Indigenous/Creole/Sign: execute recovery/probe next actions or keep blocker active.,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
CURRENT_HEAD_FILE_0045,ad3e3aa949423680044e8d8502fd1637d822cd14,1a1110ebfcbe729d3c0db2a3fe98148e070a5389,8be81510d284b9804706e426a312f1649f39d080,A,uploader-transfer/r6-a2c52a42-branch-advance-live-recovery-probe-cycle-20260706/R6_A2C52A42_BRANCH_ADVANCE_LIVE_RECOVERY_PROBE_CYCLE_20260706/branch-advance/AD3_OBSERVED_REMOTE_AFTER_A2C52A42_COMPARISON_NOTE.csv,,,R6 Indigenous/Creole/Sign,blocker-recovery-probe,branch-path-route-only; content hashing skipped for current-head correction,R6 Indigenous/Creole/Sign: execute recovery/probe next actions or keep blocker active.,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
CURRENT_HEAD_FILE_0046,ad3e3aa949423680044e8d8502fd1637d822cd14,1a1110ebfcbe729d3c0db2a3fe98148e070a5389,8be81510d284b9804706e426a312f1649f39d080,A,uploader-transfer/r6-a2c52a42-branch-advance-live-recovery-probe-cycle-20260706/R6_A2C52A42_BRANCH_ADVANCE_LIVE_RECOVERY_PROBE_CYCLE_20260706/branch-advance/AD3_OBSERVED_REMOTE_AFTER_A2C52A42_FILE_INDEX.csv,,,R6 Indigenous/Creole/Sign,blocker-recovery-probe,branch-path-route-only; content hashing skipped for current-head correction,R6 Indigenous/Creole/Sign: execute recovery/probe next actions or keep blocker active.,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
CURRENT_HEAD_FILE_0047,ad3e3aa949423680044e8d8502fd1637d822cd14,1a1110ebfcbe729d3c0db2a3fe98148e070a5389,8be81510d284b9804706e426a312f1649f39d080,A,uploader-transfer/r6-a2c52a42-branch-advance-live-recovery-probe-cycle-20260706/R6_A2C52A42_BRANCH_ADVANCE_LIVE_RECOVERY_PROBE_CYCLE_20260706/fable/R6_AC6F_LIVE_RECOVERY_FABLE_ADVERSE_DO_NOT_USE_LEDGER.csv,,,R6 Indigenous/Creole/Sign,fable-source-use-adverse,branch-path-route-only; content hashing skipped for current-head correction,R6 Indigenous/Creole/Sign: apply Fable/source-use/adverse/do-not-use ledger before wording choices.,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
CURRENT_HEAD_FILE_0048,ad3e3aa949423680044e8d8502fd1637d822cd14,1a1110ebfcbe729d3c0db2a3fe98148e070a5389,8be81510d284b9804706e426a312f1649f39d080,A,uploader-transfer/r6-a2c52a42-branch-advance-live-recovery-probe-cycle-20260706/R6_A2C52A42_BRANCH_ADVANCE_LIVE_RECOVERY_PROBE_CYCLE_20260706/local-references/R6_AC6F_LOCAL_SOURCE_GATED_REFERENCE_CHECK.csv,,,R6 Indigenous/Creole/Sign,blocker-recovery-probe,branch-path-route-only; content hashing skipped for current-head correction,R6 Indigenous/Creole/Sign: execute recovery/probe next actions or keep blocker active.,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
CURRENT_HEAD_FILE_0049,ad3e3aa949423680044e8d8502fd1637d822cd14,1a1110ebfcbe729d3c0db2a3fe98148e070a5389,8be81510d284b9804706e426a312f1649f39d080,A,uploader-transfer/r6-a2c52a42-branch-advance-live-recovery-probe-cycle-20260706/R6_A2C52A42_BRANCH_ADVANCE_LIVE_RECOVERY_PROBE_CYCLE_20260706/local-references/R6_AC6F_PREVIOUS_SCOPE_BOUNDARY_SUMMARY_CARRY_FORWARD.csv,,,R6 Indigenous/Creole/Sign,blocker-recovery-probe,branch-path-route-only; content hashing skipped for current-head correction,R6 Indigenous/Creole/Sign: execute recovery/probe next actions or keep blocker active.,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
CURRENT_HEAD_FILE_0050,ad3e3aa949423680044e8d8502fd1637d822cd14,1a1110ebfcbe729d3c0db2a3fe98148e070a5389,8be81510d284b9804706e426a312f1649f39d080,A,uploader-transfer/r6-a2c52a42-branch-advance-live-recovery-probe-cycle-20260706/R6_A2C52A42_BRANCH_ADVANCE_LIVE_RECOVERY_PROBE_CYCLE_20260706/logs/LOGBOOK_EXCERPT_20260706.md,,,R6 Indigenous/Creole/Sign,blocker-recovery-probe,branch-path-route-only; content hashing skipped for current-head correction,R6 Indigenous/Creole/Sign: execute recovery/probe next actions or keep blocker active.,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
CURRENT_HEAD_FILE_0051,ad3e3aa949423680044e8d8502fd1637d822cd14,1a1110ebfcbe729d3c0db2a3fe98148e070a5389,8be81510d284b9804706e426a312f1649f39d080,A,uploader-transfer/r6-a2c52a42-branch-advance-live-recovery-probe-cycle-20260706/R6_A2C52A42_BRANCH_ADVANCE_LIVE_RECOVERY_PROBE_CYCLE_20260706/probe-results/R6_AC6F_EXTRACTED_ROUTE_LINK_CANDIDATES.csv,,,R6 Indigenous/Creole/Sign,blocker-recovery-probe,branch-path-route-only; content hashing skipped for current-head correction,R6 Indigenous/Creole/Sign: execute recovery/probe next actions or keep blocker active.,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
CURRENT_HEAD_FILE_0052,ad3e3aa949423680044e8d8502fd1637d822cd14,1a1110ebfcbe729d3c0db2a3fe98148e070a5389,8be81510d284b9804706e426a312f1649f39d080,A,uploader-transfer/r6-a2c52a42-branch-advance-live-recovery-probe-cycle-20260706/R6_A2C52A42_BRANCH_ADVANCE_LIVE_RECOVERY_PROBE_CYCLE_20260706/probe-results/R6_AC6F_LIVE_RECOVERY_HTTP_PROBES.csv,,,R6 Indigenous/Creole/Sign,blocker-recovery-probe,branch-path-route-only; content hashing skipped for current-head correction,R6 Indigenous/Creole/Sign: execute recovery/probe next actions or keep blocker active.,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
CURRENT_HEAD_FILE_0053,ad3e3aa949423680044e8d8502fd1637d822cd14,1a1110ebfcbe729d3c0db2a3fe98148e070a5389,8be81510d284b9804706e426a312f1649f39d080,A,uploader-transfer/r6-a2c52a42-branch-advance-live-recovery-probe-cycle-20260706/R6_A2C52A42_BRANCH_ADVANCE_LIVE_RECOVERY_PROBE_CYCLE_20260706/source-use/R6_AC6F_LIVE_RECOVERY_SOURCE_USE_DECISIONS.csv,,,R6 Indigenous/Creole/Sign,source-body/source-witness/source-use,branch-path-route-only; content hashing skipped for current-head correction,R6 Indigenous/Creole/Sign: carry source-use/source-witness rows into body-backed queue and keep provenance labels.,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
