source,lane,path_or_gap,artifact_role,required_action,claim_boundary
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,transfer-audits/old-b/OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706/BODY_ROOT_COUNTS_AC6F4EB.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,transfer-audits/old-b/OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706/BRANCH_EXTENSION_COUNTS_AC6F4EB.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,transfer-audits/old-b/OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706/BRANCH_FILENAME_SECURITY_SCAN.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,transfer-audits/old-b/OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706/BRANCH_TOP_ROOT_COUNTS_AC6F4EB.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,transfer-audits/old-b/OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706/BRANCH_TREE_COUNTS_AC6F4EB.json,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,transfer-audits/old-b/OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706/BRANCH_TREE_MANIFEST_AC6F4EB.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,transfer-audits/old-b/OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706/CHANGED_PATHS_212DFB_TO_AC6F4EB.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,transfer-audits/old-b/OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706/CHECKOUT_SAFETY_BLOCKERS.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,transfer-audits/old-b/OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706/DRIFT_AND_BLOCKER_ROWS.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,transfer-audits/old-b/OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706/HEARTBEAT_LOGBOOK_EXCERPT_20260706.md,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,transfer-audits/old-b/OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706/LOCAL_DRIFT_CREDENTIAL_PATTERN_SCAN.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,transfer-audits/old-b/OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706/LOCAL_DRIFT_LARGE_FILE_RISKS_GE50MB.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,transfer-audits/old-b/OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706/LOCAL_OUTPUT_DRIFT_AFTER_B3_BY_LANE.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,transfer-audits/old-b/OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706/LOCAL_OUTPUT_DRIFT_AFTER_B3_MANIFEST.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,transfer-audits/old-b/OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706/MANIFEST.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,transfer-audits/old-b/OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706/NOETHER_SESSION_OUTPUT_PACKAGE_ROOTS_AC6F4EB.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,transfer-audits/old-b/OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706/OLD_B_SCOPE_COMPARISON_AC6F4EB.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,transfer-audits/old-b/OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706/PACKAGE_FRONTIER_SUMMARY_AC6F4EB.json,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,transfer-audits/old-b/OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706/PACKAGE_NUMBER_KIND_COUNTS_AC6F4EB.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,transfer-audits/old-b/OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706/PACKAGE_REFERENCE_IGNORED_DATE_LIKE_MATCHES.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,transfer-audits/old-b/OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706/PACKAGE_REFERENCE_PATHS_AC6F4EB.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,transfer-audits/old-b/OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706/README.md,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,transfer-audits/old-b/OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706/SHA256SUMS.txt,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,transfer-audits/old-b/OLD_B_AC6F4EB_BRANCH_PACKAGE_AUDIT_20260706/SIBLING_WAKE_RECORD.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_1B5BD695_AC6F4EB_AUDIT_BATCH_AUDIT_20260706.md,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_1B5BD695_AC6F4EB_AUDIT_BATCH_MANIFEST_20260706.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_1B5BD695_AC6F4EB_AUDIT_BATCH_SHA256SUMS_20260706.txt,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,R6 Indigenous/Creole/Sign,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_738E22D7_R6_AC6F4EB_BATCH_AUDIT_20260706.md,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,R6 Indigenous/Creole/Sign,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_738E22D7_R6_AC6F4EB_BATCH_MANIFEST_20260706.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,R6 Indigenous/Creole/Sign,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_738E22D7_R6_AC6F4EB_BATCH_SHA256SUMS_20260706.txt,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Arabic RTL,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_AC6F4E_AUTHORITY_R3_ALIGNMENT_BATCH_AUDIT_20260706.md,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Arabic RTL,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_AC6F4E_AUTHORITY_R3_ALIGNMENT_BATCH_MANIFEST_20260706.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Arabic RTL,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_AC6F4E_AUTHORITY_R3_ALIGNMENT_BATCH_SHA256SUMS_20260706.txt,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,uploader-transfer/non-slavic-core-ac6f4eb-branch-advance-audit-20260706/NON_SLAVIC_CORE_AC6F4EB_BRANCH_ADVANCE_AUDIT_20260706/AC6F4EB_VS_212DF_OUTPUT_COMPARISON.csv,Interslavic-correction,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,uploader-transfer/non-slavic-core-ac6f4eb-branch-advance-audit-20260706/NON_SLAVIC_CORE_AC6F4EB_BRANCH_ADVANCE_AUDIT_20260706/ARTIFACT_SUFFICIENCY_AUDIT_AC6F4EB.csv,Interslavic-correction,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,uploader-transfer/non-slavic-core-ac6f4eb-branch-advance-audit-20260706/NON_SLAVIC_CORE_AC6F4EB_BRANCH_ADVANCE_AUDIT_20260706/B3_UPLOADER_READY_SUMMARY.csv,Interslavic-correction,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,uploader-transfer/non-slavic-core-ac6f4eb-branch-advance-audit-20260706/NON_SLAVIC_CORE_AC6F4EB_BRANCH_ADVANCE_AUDIT_20260706/BRANCH_AC6F4EB_DELTA_INDEX.csv,Interslavic-correction,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,uploader-transfer/non-slavic-core-ac6f4eb-branch-advance-audit-20260706/NON_SLAVIC_CORE_AC6F4EB_BRANCH_ADVANCE_AUDIT_20260706/BRANCH_AC6F4EB_ROLE_SUMMARY.csv,Interslavic-correction,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,uploader-transfer/non-slavic-core-ac6f4eb-branch-advance-audit-20260706/NON_SLAVIC_CORE_AC6F4EB_BRANCH_ADVANCE_AUDIT_20260706/CHILD_LANE_MAP_AC6F4EB.csv,Interslavic-correction,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,R7 Malay/SEA/Pacific,uploader-transfer/non-slavic-core-ac6f4eb-branch-advance-audit-20260706/NON_SLAVIC_CORE_AC6F4EB_BRANCH_ADVANCE_AUDIT_20260706/EXACT_BLOCKERS_AND_RECOVERY_SEARCHES_AC6F4EB.csv,Interslavic-correction,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,uploader-transfer/non-slavic-core-ac6f4eb-branch-advance-audit-20260706/NON_SLAVIC_CORE_AC6F4EB_BRANCH_ADVANCE_AUDIT_20260706/MANIFEST.csv,Interslavic-correction,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,uploader-transfer/non-slavic-core-ac6f4eb-branch-advance-audit-20260706/NON_SLAVIC_CORE_AC6F4EB_BRANCH_ADVANCE_AUDIT_20260706/MUTUAL_WAKE_STATUS_AC6F4EB.csv,Interslavic-correction,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,uploader-transfer/non-slavic-core-ac6f4eb-branch-advance-audit-20260706/NON_SLAVIC_CORE_AC6F4EB_BRANCH_ADVANCE_AUDIT_20260706/README.md,Interslavic-correction,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,uploader-transfer/non-slavic-core-ac6f4eb-branch-advance-audit-20260706/NON_SLAVIC_CORE_AC6F4EB_BRANCH_ADVANCE_AUDIT_20260706/SHA256SUMS.txt,Interslavic-correction,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,uploader-transfer/non-slavic-core-ac6f4eb-branch-advance-audit-20260706/NON_SLAVIC_CORE_AC6F4EB_BRANCH_ADVANCE_AUDIT_20260706/SOURCE_BODY_QUEUE_AC6F4EB.csv,source-use;Interslavic-correction,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,uploader-transfer/non-slavic-core-ac6f4eb-branch-advance-audit-20260706/NON_SLAVIC_CORE_AC6F4EB_BRANCH_ADVANCE_AUDIT_20260706/SUMMARY.json,Interslavic-correction,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-ac6f4eb-branch-pickup-source-recovery-continuation-20260706/R6_AC6F4EB_BRANCH_PICKUP_AND_SOURCE_RECOVERY_CONTINUATION_20260706/MANIFEST.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-ac6f4eb-branch-pickup-source-recovery-continuation-20260706/R6_AC6F4EB_BRANCH_PICKUP_AND_SOURCE_RECOVERY_CONTINUATION_20260706/README.md,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-ac6f4eb-branch-pickup-source-recovery-continuation-20260706/R6_AC6F4EB_BRANCH_PICKUP_AND_SOURCE_RECOVERY_CONTINUATION_20260706/SHA256SUMS.txt,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-ac6f4eb-branch-pickup-source-recovery-continuation-20260706/R6_AC6F4EB_BRANCH_PICKUP_AND_SOURCE_RECOVERY_CONTINUATION_20260706/b3/B3_ROUTE.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-ac6f4eb-branch-pickup-source-recovery-continuation-20260706/R6_AC6F4EB_BRANCH_PICKUP_AND_SOURCE_RECOVERY_CONTINUATION_20260706/blockers/R6_AC6F_EXACT_BLOCKERS_AND_RECOVERY_NEXT_ACTIONS.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
