"register_id","row_kind","target_language_or_access_target","source_title","evidence_tier","source_type","source_url","local_path","local_path_exists","sha256_or_other_hash","actual_local_sha256","hash_status","license_or_access_signal","source_language","topic_tags","is_target_language_witness","is_source_level_tex_or_archive","is_pdf_docx_or_text_fallback","is_html_or_web_fallback","missing_required_fields","row_audit_status","gap_or_blocker_note","non_claim_boundary"
"GCS-TT-001","source_witness","Tatar","Фәнни Татарстан 2016 №3 article on a special interpolation polynomial operator","pdf_or_text_fallback","current PDF capture","https://ft.antat.ru/uploads/831735a2152a289d13-%D0%A4%D0%A2-2016-3.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_gap_closure_20260704\GCS-TT-001_fanni_tatarstan_2016_3_polynomial_operator.pdf","True","4F41017D8881EE92F24E35B9E0B51806C714104DA4EA77CDF1CFB687FCE19AF3","4F41017D8881EE92F24E35B9E0B51806C714104DA4EA77CDF1CFB687FCE19AF3","match","journal PDF; no explicit reusable license found","Tatar","Tatar; exact sciences; interpolation polynomial operator; quadrature formula; Hilbert-kernel integral","true","false","true","true","","row_audit_pass","Strong Tatar mathematical-publication witness with polynomial-operator content; not a Noetherian-ring or polynomial-ring source row; no TeX/source package. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"GCS-TT-002","source_witness","Tatar","Фәнни Татарстан 2015 №4 article on generalized interpolation polynomial operator","pdf_or_text_fallback","current PDF capture","https://ft.antat.ru/uploads/995865703d9af8983e-%D0%A4%D0%A2-2015-4.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_gap_closure_20260704\GCS-TT-002_fanni_tatarstan_2015_4_interpolation_polynomial.pdf","True","B477297668A5BDC7BDC363566C9BF631BA772A5383E137B4E59E9E1282C7F51F","B477297668A5BDC7BDC363566C9BF631BA772A5383E137B4E59E9E1282C7F51F","match","journal PDF; no explicit reusable license found","Tatar","Tatar; exact sciences; interpolation polynomial operator; polynomial methods","true","false","true","true","","row_audit_pass","Strong Tatar mathematical-publication witness with interpolation-polynomial content; not a Noetherian-ring or polynomial-ring source row; no TeX/source package. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"GCS-KY-001","source_witness","Kyrgyz","Математикалык терминдердин кыргызча-орусча сөздүгү","pdf_or_text_fallback","current PDF capture","https://new.bizdin.kg/media/books/Matematikalyk-terminderdin-kyrgyzcha-oruscha-sozdugu-bizdin-kg.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_gap_closure_20260704\GCS-KY-001_bizdin_math_terms_dictionary.pdf","True","C08431539F106CEDFF6FBA22FEA6D94B88809A6E008924E7D5FF36F0B02D0172","C08431539F106CEDFF6FBA22FEA6D94B88809A6E008924E7D5FF36F0B02D0172","match","no explicit reusable license found","Kyrgyz","Kyrgyz; mathematical terminology; polynomial; group; field; ring/reference vocabulary","true","false","true","true","","row_audit_pass","Direct PDF replacement for prior Scribd-only dictionary surface; stronger Kyrgyz reference provenance, but still dictionary/reference evidence only and not exact Noetherian-ring or polynomial-ring support. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"GCS-KY-002","source_witness","Kyrgyz","Математикалык маалыматтама сөздүк","pdf_or_text_fallback","current PDF capture","https://www.okuma.kg/read/web/books/%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%D0%BB%D1%8B%D0%BA%20%D0%BC%D0%B0%D0%B0%D0%BB%D1%8B%D0%BC%D0%B0%D1%82%D1%82%D0%B0%D0%BC%D0%B0%20%D1%81%D3%A9%D0%B7%D0%B4%D2%AF%D0%BA%28okuma.kg%29_%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%2C%20%D0%9B%D0%BE%D0%B3%D0%B8%D0%BA%D0%B082.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_gap_closure_20260704\GCS-KY-002_okuma_math_reference_dictionary.pdf","True","77E6F42D0EA5D8BB4CA329FD8C6AC2CA69E7DAC65E6C75EB8069672F6BE989DC","77E6F42D0EA5D8BB4CA329FD8C6AC2CA69E7DAC65E6C75EB8069672F6BE989DC","match","no explicit reusable license found","Kyrgyz","Kyrgyz; mathematical reference dictionary; higher algebra/source shelf","true","false","true","true","","row_audit_pass","Large Kyrgyz mathematical reference PDF; text extraction was thin in local tooling, so retained as PDF provenance, not content support; no exact hard-row support and no TeX/source package. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"SPG-TT-001","source_witness","Tatar","Дифференциаль исәпләү - Wikipedia","html_or_web_fallback","local HTML capture","https://tt.wikipedia.org/wiki/%D0%94%D0%B8%D1%84%D1%84%D0%B5%D1%80%D0%B5%D0%BD%D1%86%D0%B8%D0%B0%D0%BB%D1%8C_%D0%B8%D1%81%D3%99%D0%BF%D0%BB%D3%99%D2%AF","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_package_gate_20260704\SPG-TT-001_tt_wikipedia_differential_calculus_ring_context.html","True","5F617A67669D38D7D7019E460353D216634D6CA424DA7418A45533D766757B18","5F617A67669D38D7D7019E460353D216634D6CA424DA7418A45533D766757B18","match","captured footer links Creative Commons Attribution-ShareAlike","Tatar","Tatar; differential calculus; smooth functions; ring context","true","false","false","true","","row_audit_pass","Captures Tatar mathematical article with ring-context text for smooth functions; no source package; no Noetherian-ring or polynomial-ring exact row. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"SPG-KY-001","source_witness","Kyrgyz","ОШ мамлекеттик университетинин жарчысы. Математика. Физика. Техника №3(1), 2024","pdf_or_text_fallback","PDF plus extracted UTF-8 text","https://mpht-oshsu.com/web/uploads/journals_pdf/3%281%292024.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_package_gate_20260704\SPG-KY-001_oshsu_bulletin_3_1_2024_polynomial_context.pdf","True","A5D403008AD97F2F93020DD590F23C7C8B9029BF807D4957D373870D93057B62","A5D403008AD97F2F93020DD590F23C7C8B9029BF807D4957D373870D93057B62","match","public journal PDF; no reusable license signal found in captured evidence","Kyrgyz","Kyrgyz; mathematics journal; polynomial functions; Lagrange polynomial; algebra context","true","false","true","false","","row_audit_pass","Adds machine-readable Kyrgyz mathematical journal corpus evidence with polynomial/algebra context; no source package; no exact polynomial-ring or Noetherian-ring row. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"SPG-TK-003","source_witness","Turkmen","Matematika - II / Kitaphana electronic book 2157","pdf_or_text_fallback","PDF plus extracted UTF-8 text","https://kitaphana.net/electronic-book/2157","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_package_gate_20260704\SPG-TK-003_kitaphana_book_2157_download.pdf","True","130F081CA7A90ECB9C023F24193ED4D3B4EF79E47B40262A82FCCA8529CF84A0","130F081CA7A90ECB9C023F24193ED4D3B4EF79E47B40262A82FCCA8529CF84A0","match","public Kitaphana PDF endpoint; no reusable license signal found in captured evidence","Turkmen","Turkmen; mathematics; polynomial/base algebra; köpagza","true","false","true","false","","row_audit_pass","Adds real Turkmen PDF and text extraction with polynomial/base algebra context; no source package; no exact polynomial-ring or Noetherian-ring row. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"SPG-TK-004","source_witness","Turkmen","Ýokary matematika (analitiki geometriýa we ýokary algebra)","html_or_web_fallback","local HTML capture","https://pubhtml5.com/znfx/acte/basic/","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_package_gate_20260704\SPG-TK-004_pubhtml5_yokary_matematika_algebra_geometry.html","True","A43311872EF0AC7CA2C55CA96BC3E01D6E905BBEBE1F0B1F2E114FE3CE49D88E","A43311872EF0AC7CA2C55CA96BC3E01D6E905BBEBE1F0B1F2E114FE3CE49D88E","match","PubHTML5 hosted flipbook; no reusable license signal found in captured evidence","Turkmen","Turkmen; higher mathematics; higher algebra; analytic geometry; Maple examples","true","false","false","true","","row_audit_pass","Adds Turkmen higher-algebra publication surface with page-level HTML text; not a TeX/source package; no exact hard-row witness. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"SPG-UG-001","source_witness","Uyghur","UYGUR.COM page with cohomology ring/module/group entries","html_or_web_fallback","local HTML capture","https://wiki.uygur.com/page/4385/","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_package_gate_20260704\SPG-UG-001_uygur_com_cohomology_ring_module_group_page.html","True","44C1B9FA109CC50B79582EB28FB908BE87E28960C592D4549969D036E2C3B5D9","44C1B9FA109CC50B79582EB28FB908BE87E28960C592D4549969D036E2C3B5D9","match","captured page shows UYGUR.COM copyright","Uyghur","Uyghur; cohomology ring; cohomology module; cohomology group; dictionary/category witness","true","false","false","true","","row_audit_pass","Adds adjacent Uyghur ring/module/group dictionary corpus evidence only; no source package; no authority/license/native-domain approval. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"SPG-UG-002","source_witness","Uyghur","UYGUR.COM page with semisimple algebraic group and semisimple normed ring entries","html_or_web_fallback","local HTML capture","https://wiki.uygur.com/page/4340/","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_package_gate_20260704\SPG-UG-002_uygur_com_semisimple_algebraic_group_ring_page.html","True","713B2FB8BAEBBE2B34B772F9DE8A7FCA03F90470DC598E7A612CF74742C3498F","713B2FB8BAEBBE2B34B772F9DE8A7FCA03F90470DC598E7A612CF74742C3498F","match","captured page shows UYGUR.COM copyright","Uyghur","Uyghur; semisimple algebraic group; semisimple ring; dictionary/category witness","true","false","false","true","","row_audit_pass","Adds adjacent Uyghur algebraic-group/ring dictionary corpus evidence only; no source package; no authority/license/native-domain approval. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"RSW-TT-001","source_witness","Tatar","Edu.tatar 7 klass algebra educational minimum","pdf_or_text_fallback","pdf_captured_text_extracted","https://edu.tatar.ru/upload/storage/org112/files/7%20%D0%BA%D0%BB%D0%B0%D1%81%D1%81%20%D0%B0%D0%BB%D0%B3%D0%B5%D0%B1%D1%80%D0%B0.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_resweep_20260704\RSW-TT-001_edu_tatar_7_class_algebra_minimum.pdf","True","8C6065A51152E3DE7C530C071B19E90FF0B4E3F72C9AC25A5B3501C7CD3A8D78","8C6065A51152E3DE7C530C071B19E90FF0B4E3F72C9AC25A5B3501C7CD3A8D78","match","no explicit reusable license found in capture","Tatar","Tatar; algebra; polynomial base; күпбуын","true","false","true","true","","row_audit_pass","PDF and UTF-8 text provenance with topic/context hits only; no exact Noetherian-ring or polynomial-ring hard-row support; no TeX/source package. Context hits: күпбуын=4 Exact hard-row hits: 0 Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"RSW-TT-002","source_witness","Tatar","Test edu.tatar algebra 7 class program","pdf_or_text_fallback","pdf_captured_text_extracted","https://test-edu.tatar.ru/upload/storage/org1827/files/%D0%90%D0%9B%D0%93%D0%95%D0%91%D0%A0%D0%90%207%20%D0%9A%D0%9B%D0%90%D0%A1%D0%A1.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_resweep_20260704\RSW-TT-002_test_edu_tatar_algebra_7_program.pdf","True","FF04E65278A2B678F8A46C36783E6F1C0514E5E60EB7C047A38C41E97F6B31C8","FF04E65278A2B678F8A46C36783E6F1C0514E5E60EB7C047A38C41E97F6B31C8","match","no explicit reusable license found in capture","Tatar","Tatar; algebra; polynomial base; күпбуын","true","false","true","true","","row_audit_pass","PDF and UTF-8 text provenance with topic/context hits only; no exact Noetherian-ring or polynomial-ring hard-row support; no TeX/source package. Context hits: күпбуын=10 Exact hard-row hits: 0 Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"RSW-TT-003","source_witness","Tatar","Фәнни Татарстан 2016 №3 mathematical article issue","pdf_or_text_fallback","pdf_captured_text_extracted","https://ft.antat.ru/uploads/831735a2152a289d13-%D0%A4%D0%A2-2016-3.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_resweep_20260704\RSW-TT-003_ft_antat_2016_3.pdf","True","4F41017D8881EE92F24E35B9E0B51806C714104DA4EA77CDF1CFB687FCE19AF3","4F41017D8881EE92F24E35B9E0B51806C714104DA4EA77CDF1CFB687FCE19AF3","match","no explicit reusable license found in capture","Tatar","Tatar; mathematical journal; polynomial/interpolation operator; exact sciences","true","false","true","true","","row_audit_pass","PDF and UTF-8 text provenance with topic/context hits only; no exact Noetherian-ring or polynomial-ring hard-row support; no TeX/source package. Context hits: күпбуын=1; полиномиаль=4 Exact hard-row hits: 0 Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"RSW-TT-004","source_witness","Tatar","Фәнни Татарстан 2015 №4 mathematical article issue","pdf_or_text_fallback","pdf_captured_text_extracted","https://ft.antat.ru/uploads/995865703d9af8983e-%D0%A4%D0%A2-2015-4.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_resweep_20260704\RSW-TT-004_ft_antat_2015_4.pdf","True","B477297668A5BDC7BDC363566C9BF631BA772A5383E137B4E59E9E1282C7F51F","B477297668A5BDC7BDC363566C9BF631BA772A5383E137B4E59E9E1282C7F51F","match","no explicit reusable license found in capture","Tatar","Tatar; mathematical journal; polynomial/operator context; exact sciences","true","false","true","true","","row_audit_pass","PDF and UTF-8 text provenance with topic/context hits only; no exact Noetherian-ring or polynomial-ring hard-row support; no TeX/source package. Context hits: күпбуын=1; полиномиаль=7 Exact hard-row hits: 0 Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"RSW-TK-001","source_witness","Turkmen","Kesgitle matematika olimpiada meseleler","pdf_or_text_fallback","pdf_captured_text_extracted","https://kesgitle.edu.tm/bookpdf/69517a6e1233c2af1004dbbb3eacd6b2/Annaorazow%20O~Matematikadan%20olimpiada%20%C3%BC%C3%A7in%20mesleler.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_resweep_20260704\RSW-TK-001_kesgitle_matematikadan_olimpiada_meseleler.pdf","True","29D14DF40716C5043953CA164F372E70328AADC947C042395389060CEE55A205","29D14DF40716C5043953CA164F372E70328AADC947C042395389060CEE55A205","match","no explicit reusable license found in capture","Turkmen","Turkmen; mathematics olympiad; polynomial base; köpagza","true","false","true","true","","row_audit_pass","PDF and UTF-8 text provenance with topic/context hits only; no exact Noetherian-ring or polynomial-ring hard-row support; no TeX/source package. Context hits: köpagza=26; algebra=1 Exact hard-row hits: 0 Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"RSW-TK-002","source_witness","Turkmen","Kitaphana Algebra we elementar matematika book 15","pdf_or_text_fallback","pdf_captured_text_extracted","https://www.kitaphana.net/electronic-book/15","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_resweep_20260704\RSW-TK-002_kitaphana_book_15_algebra_we_elementar_matematika.pdf","True","D0EA01430FC3ECCC3F11945D7051D588F9134D5CEE7AE132E2F16008BA3AA0FF","D0EA01430FC3ECCC3F11945D7051D588F9134D5CEE7AE132E2F16008BA3AA0FF","match","no explicit reusable license found in capture","Turkmen","Turkmen; algebra; elementary mathematics; köpagza","true","false","true","true","","row_audit_pass","PDF and UTF-8 text provenance with topic/context hits only; no exact Noetherian-ring or polynomial-ring hard-row support; no TeX/source package. Context hits: köpagza=26; algebra=2 Exact hard-row hits: 0 Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"RSW-TK-003","source_witness","Turkmen","Kitaphana Russian-Turkmen mathematical explanatory dictionary book 1403","pdf_or_text_fallback","pdf_captured_text_extracted","https://www.kitaphana.net/electronic-book/1403","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_resweep_20260704\RSW-TK-003_kitaphana_book_1403_russian_turkmen_math_dictionary.pdf","True","9EAA43426EA30983000CDCF8BF488F336E61267DA83762F8ED84A5E2A6D543DE","9EAA43426EA30983000CDCF8BF488F336E61267DA83762F8ED84A5E2A6D543DE","match","no explicit reusable license found in capture","Turkmen","Turkmen; mathematical dictionary; algebra; terminology provenance","true","false","true","true","","row_audit_pass","PDF and UTF-8 text provenance with topic/context hits only; no exact Noetherian-ring or polynomial-ring hard-row support; no TeX/source package. Context hits: köpagza=42; algebra=36; halka=5 Exact hard-row hits: 0 Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"KYOCR-SRC-001","ocr_source_witness","Kyrgyz","Kaldybaev S.K. Algebra 8 klass","pdf_or_text_fallback","PDF plus Kyrgyz OCR text","https://daramet.tm.kg/wp-content/uploads/2017/11/Kaldybaev-S.K.Algebra-8-klass.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\current_web_source_canon_20260704\CWS-KY-002_daramet_algebra_8_klass.pdf","True","3ADF45747524AC0691C659B5AB1568F9AE4DACF3886ECDE92A57AD31E601FBE4","3ADF45747524AC0691C659B5AB1568F9AE4DACF3886ECDE92A57AD31E601FBE4","match","no explicit reusable license found in capture","Kyrgyz","Kyrgyz; algebra textbook; polynomial base","true","false","true","false","","row_audit_pass","OCR completed 104/104 pages with kir traineddata, psm6, 150 dpi; no promotion claim Next gate: Exact hard-row scan required before any downstream use","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"KYOCR-SRC-002","ocr_source_witness","Kyrgyz","Математикалык маалыматтама сөздүк","pdf_or_text_fallback","PDF plus Kyrgyz OCR text","https://www.okuma.kg/read/web/books/%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%D0%BB%D1%8B%D0%BA%20%D0%BC%D0%B0%D0%B0%D0%BB%D1%8B%D0%BC%D0%B0%D1%82%D1%82%D0%B0%D0%BC%D0%B0%20%D1%81%D3%A9%D0%B7%D0%B4%D2%AF%D0%BA%28okuma.kg%29_%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%2C%20%D0%9B%D0%BE%D0%B3%D0%B8%D0%BA%D0%B082.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_gap_closure_20260704\GCS-KY-002_okuma_math_reference_dictionary.pdf","True","77E6F42D0EA5D8BB4CA329FD8C6AC2CA69E7DAC65E6C75EB8069672F6BE989DC","77E6F42D0EA5D8BB4CA329FD8C6AC2CA69E7DAC65E6C75EB8069672F6BE989DC","match","no explicit reusable license found","Kyrgyz","Kyrgyz; mathematical reference dictionary; higher algebra/source shelf","true","false","true","false","","row_audit_pass","OCR completed 102/102 pages with kir traineddata, psm6, 150 dpi; no promotion claim Next gate: Exact hard-row scan required before any downstream use","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"UGR-001","exact_candidate_witness","Uyghur","UYGUR.COM Noetherian ring","html_or_web_fallback","html_captured_exact_candidate_scan","https://wiki.uygur.com/noeter_halqisi/","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\uyghur_current_exact_candidate_resweep_20260704\UGR-001_uygur_com_noeter_halqisi.html","True","375857CB9356CDC228BAE2C068BA4CAE5A8A879474C31BEDBC57FE436C906720","375857CB9356CDC228BAE2C068BA4CAE5A8A879474C31BEDBC57FE436C906720","match","no explicit reusable license found in capture","Uyghur","Uyghur; Noetherian ring; exact candidate","true","false","false","true","","row_audit_pass","Phrase hits: Noetherian=2; Polynomial=0; LeftNoetherian=0; RightNoetherian=0. Candidate-only; authority/license/native-domain review open. Next gate: Authority/license/native-domain review or reviewer return before downstream use.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"UGR-002","exact_candidate_witness","Uyghur","UYGUR.COM polynomial ring","html_or_web_fallback","html_captured_exact_candidate_scan","https://wiki.uygur.com/kop_ezaliq_halqa/","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\uyghur_current_exact_candidate_resweep_20260704\UGR-002_uygur_com_kop_ezaliq_halqa.html","True","9353B832C5FC97BB8E7743E336E4E97AC747F4F74E5AFB99424E9DD7ABA44B17","9353B832C5FC97BB8E7743E336E4E97AC747F4F74E5AFB99424E9DD7ABA44B17","match","no explicit reusable license found in capture","Uyghur","Uyghur; polynomial ring; exact candidate","true","false","false","true","","row_audit_pass","Phrase hits: Noetherian=0; Polynomial=2; LeftNoetherian=0; RightNoetherian=0. Candidate-only; authority/license/native-domain review open. Next gate: Authority/license/native-domain review or reviewer return before downstream use.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"UGR-003","exact_candidate_witness","Uyghur","UYGUR.COM left Noetherian ring","html_or_web_fallback","html_captured_exact_candidate_scan","https://wiki.uygur.com/sol_noeter_halqisi/","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\uyghur_current_exact_candidate_resweep_20260704\UGR-003_uygur_com_sol_noeter_halqisi.html","True","C1F92403AB1317977C175D778BA742D564598242699AB1A2D2BD81990555F8FC","C1F92403AB1317977C175D778BA742D564598242699AB1A2D2BD81990555F8FC","match","no explicit reusable license found in capture","Uyghur","Uyghur; left Noetherian ring; related exact candidate","true","false","false","true","","row_audit_pass","Phrase hits: Noetherian=2; Polynomial=0; LeftNoetherian=2; RightNoetherian=0. Candidate-only; authority/license/native-domain review open. Next gate: Authority/license/native-domain review or reviewer return before downstream use.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"UGR-004","exact_candidate_witness","Uyghur","UYGUR.COM right Noetherian ring","html_or_web_fallback","html_captured_exact_candidate_scan","https://wiki.uygur.com/ong_noeter_halqisi/","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\uyghur_current_exact_candidate_resweep_20260704\UGR-004_uygur_com_ong_noeter_halqisi.html","True","B6E3CCF28FEC8297EFE24D2A5C27EDEF9250FA5142BE8EBFFF0BA589E74E1556","B6E3CCF28FEC8297EFE24D2A5C27EDEF9250FA5142BE8EBFFF0BA589E74E1556","match","no explicit reusable license found in capture","Uyghur","Uyghur; right Noetherian ring; related exact candidate","true","false","false","true","","row_audit_pass","Phrase hits: Noetherian=2; Polynomial=0; LeftNoetherian=0; RightNoetherian=2. Candidate-only; authority/license/native-domain review open. Next gate: Authority/license/native-domain review or reviewer return before downstream use.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"UGR-005","exact_candidate_witness","Uyghur","Ewlat multilingual dictionary page 4704","html_or_web_fallback","html_captured_exact_candidate_scan","https://www.ewlat.biz/turkum-4704","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\uyghur_current_exact_candidate_resweep_20260704\UGR-005_ewlat_turkum_4704.html","True","A98C51B94D00AAADB85C645AC260D1AFBD223D67ADC2370079645C204D79B679","A98C51B94D00AAADB85C645AC260D1AFBD223D67ADC2370079645C204D79B679","match","no explicit reusable license found in capture","Uyghur","Uyghur; Noetherian ring category context; dictionary","true","false","false","true","","row_audit_pass","Phrase hits: Noetherian=1; Polynomial=0; LeftNoetherian=0; RightNoetherian=0. Candidate-only; authority/license/native-domain review open. Next gate: Authority/license/native-domain review or reviewer return before downstream use.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"UGR-006","exact_candidate_witness","Uyghur","Ewlat multilingual dictionary page 4551","html_or_web_fallback","html_captured_exact_candidate_scan","https://www.ewlat.biz/turkum-4551","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\uyghur_current_exact_candidate_resweep_20260704\UGR-006_ewlat_turkum_4551.html","True","B411227AF3E2D3DDE76D2F6DB4D08732D5A476B500757D11D700043CF30A68C1","B411227AF3E2D3DDE76D2F6DB4D08732D5A476B500757D11D700043CF30A68C1","match","no explicit reusable license found in capture","Uyghur","Uyghur; polynomial ring category context; dictionary","true","false","false","true","","row_audit_pass","Phrase hits: Noetherian=0; Polynomial=1; LeftNoetherian=0; RightNoetherian=0. Candidate-only; authority/license/native-domain review open. Next gate: Authority/license/native-domain review or reviewer return before downstream use.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
