"language","bcp47","english_concept","local_title","status","source_url","package_relative_path","sha256","hard_row_effect","note"
"Turkmen","tk","Matrix (mathematics)","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Matrix_%28mathematics%29","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Matrix (mathematics)'."
"Turkmen","tk","Polynomial","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Polynomial","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Polynomial'."
"Turkmen","tk","Equation","Deňleme","included_source_body","https://tk.wikipedia.org/wiki/De%C5%88leme","bodies/tk/wikitext-20260629T101500Z/Equation__Deňleme.wiki","cdca7501aade5919d8948ae0d96dfa9be32526061dadf5774063caa899249ff9","supports target-language mathematical wikitext source-canon baseline","Literal target-language Wikipedia wikitext body included from local shelf; not TeX/PDF; no license-clearance, native-review, accepted-terminology, bridge/pilot, or completion claim."
"Turkmen","tk","Function (mathematics)","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Function_%28mathematics%29","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Function (mathematics)'."
"Turkmen","tk","Set (mathematics)","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Set_%28mathematics%29","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Set (mathematics)'."
"Turkmen","tk","Differential equation","Differensial deňlemeler","included_source_body","https://tk.wikipedia.org/wiki/Differensial_de%C5%88lemeler","bodies/tk/wikitext-20260629T101500Z/Differential equation__Differensial deňlemeler.wiki","a2e2ba0cf7fa8713736f5b5689c71edfd60d47a06f9e4da1da6f871a61274a32","supports target-language mathematical wikitext source-canon baseline","Literal target-language Wikipedia wikitext body included from local shelf; not TeX/PDF; no license-clearance, native-review, accepted-terminology, bridge/pilot, or completion claim."
"Turkmen","tk","Probability","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Probability","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Probability'."
"Turkmen","tk","Statistics","Statistika","included_source_body","https://tk.wikipedia.org/wiki/Statistika","bodies/tk/wikitext-20260629T101500Z/Statistics__Statistika.wiki","50e54f58bb1eeee6367706d1781fc32b6f266e23358da5fe605c428c6d8ebe7b","supports target-language mathematical wikitext source-canon baseline","Literal target-language Wikipedia wikitext body included from local shelf; not TeX/PDF; no license-clearance, native-review, accepted-terminology, bridge/pilot, or completion claim."
"Tatar","tt","Mathematics","Математика","included_source_body","https://tt.wikipedia.org/wiki/%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0","bodies/tt/wikitext-20260629T101500Z/Mathematics__Математика.wiki","1cdf367b350c76b67d1adc82ff0dda51f705e95b74ca34cc3c029b046d1542d7","supports target-language mathematical wikitext source-canon baseline","Literal target-language Wikipedia wikitext body included from local shelf; not TeX/PDF; no license-clearance, native-review, accepted-terminology, bridge/pilot, or completion claim."
"Tatar","tt","Algebra","Алгебра","included_source_body","https://tt.wikipedia.org/wiki/%D0%90%D0%BB%D0%B3%D0%B5%D0%B1%D1%80%D0%B0","bodies/tt/wikitext-20260629T101500Z/Algebra__Алгебра.wiki","00085b481c14140d7f448d1fbdb1ebef3376c8e29f5085f10f2620b19477df91","supports algebra context; adjacent source-canon witness","Literal target-language Wikipedia wikitext body included from local shelf; not TeX/PDF; no license-clearance, native-review, accepted-terminology, bridge/pilot, or completion claim."
"Tatar","tt","Linear algebra","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Linear_algebra","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Linear algebra'."
"Tatar","tt","Group theory","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Group_theory","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Group theory'."
"Tatar","tt","Ring (mathematics)","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Ring_%28mathematics%29","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Ring (mathematics)'."
"Tatar","tt","Field (mathematics)","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Field_%28mathematics%29","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Field (mathematics)'."
"Tatar","tt","Ideal (ring theory)","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Ideal_%28ring_theory%29","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Ideal (ring theory)'."
"Tatar","tt","Invariant theory","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Invariant_theory","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Invariant theory'."
"Tatar","tt","Matrix (mathematics)","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Matrix_%28mathematics%29","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Matrix (mathematics)'."
"Tatar","tt","Polynomial","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Polynomial","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Polynomial'."
"Tatar","tt","Equation","Тигезләмә","included_source_body","https://tt.wikipedia.org/wiki/%D0%A2%D0%B8%D0%B3%D0%B5%D0%B7%D0%BB%D3%99%D0%BC%D3%99","bodies/tt/wikitext-20260629T101500Z/Equation__Тигезләмә.wiki","897b16236cbd260260aaf2a88ceeccdac2f37168eed6666cec2ff4143ec4cbcb","supports target-language mathematical wikitext source-canon baseline","Literal target-language Wikipedia wikitext body included from local shelf; not TeX/PDF; no license-clearance, native-review, accepted-terminology, bridge/pilot, or completion claim."
"Tatar","tt","Function (mathematics)","Функция (математика)","included_source_body","https://tt.wikipedia.org/wiki/%D0%A4%D1%83%D0%BD%D0%BA%D1%86%D0%B8%D1%8F_(%D0%BC%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0)","bodies/tt/wikitext-20260629T101500Z/Function (mathematics)__Функция (математика).wiki","b5b74ae3290388954b75337149384c06a23afc3c8f9d0874cb0e8cc9856f5f5d","supports target-language mathematical wikitext source-canon baseline","Literal target-language Wikipedia wikitext body included from local shelf; not TeX/PDF; no license-clearance, native-review, accepted-terminology, bridge/pilot, or completion claim."
"Tatar","tt","Set (mathematics)","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Set_%28mathematics%29","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Set (mathematics)'."
"Tatar","tt","Differential equation","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Differential_equation","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Differential equation'."
"Tatar","tt","Probability","Ихтималлык","included_source_body","https://tt.wikipedia.org/wiki/%D0%98%D1%85%D1%82%D0%B8%D0%BC%D0%B0%D0%BB%D0%BB%D1%8B%D0%BA","bodies/tt/wikitext-20260629T101500Z/Probability__Ихтималлык.wiki","08279a8f8ecbb587c5f8bfcd1ec00863d39eb214ae9b56f40b2cfcef91d88928","supports target-language mathematical wikitext source-canon baseline","Literal target-language Wikipedia wikitext body included from local shelf; not TeX/PDF; no license-clearance, native-review, accepted-terminology, bridge/pilot, or completion claim."
"Tatar","tt","Statistics","Статистика","included_source_body","https://tt.wikipedia.org/wiki/%D0%A1%D1%82%D0%B0%D1%82%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B0","bodies/tt/wikitext-20260629T101500Z/Statistics__Статистика.wiki","6df2eeced2616a674aeea023f768de8057f72922d0714ffe858cd7ae9be1f42d","supports target-language mathematical wikitext source-canon baseline","Literal target-language Wikipedia wikitext body included from local shelf; not TeX/PDF; no license-clearance, native-review, accepted-terminology, bridge/pilot, or completion claim."
"Bashkir","ba","Mathematics","Математика","included_source_body","https://ba.wikipedia.org/wiki/%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0","bodies/ba/wikitext-20260629T101500Z/Mathematics__Математика.wiki","1356edd64de1d1280c16dfb4b1c55d5c709501ebf05b6de0cca804cded1f91c0","supports target-language mathematical wikitext source-canon baseline","Literal target-language Wikipedia wikitext body included from local shelf; not TeX/PDF; no license-clearance, native-review, accepted-terminology, bridge/pilot, or completion claim."
"Bashkir","ba","Algebra","Алгебра","included_source_body","https://ba.wikipedia.org/wiki/%D0%90%D0%BB%D0%B3%D0%B5%D0%B1%D1%80%D0%B0","bodies/ba/wikitext-20260629T101500Z/Algebra__Алгебра.wiki","0116f3af3f3133f6daa5310726fedcbb00e48988ffb2960e655d8fa0f95651fe","supports algebra context; adjacent source-canon witness","Literal target-language Wikipedia wikitext body included from local shelf; not TeX/PDF; no license-clearance, native-review, accepted-terminology, bridge/pilot, or completion claim."
"Bashkir","ba","Linear algebra","Һыҙыҡлы алгебра","included_source_body","https://ba.wikipedia.org/wiki/%D2%BA%D1%8B%D2%99%D1%8B%D2%A1%D0%BB%D1%8B_%D0%B0%D0%BB%D0%B3%D0%B5%D0%B1%D1%80%D0%B0","bodies/ba/wikitext-20260629T101500Z/Linear algebra__Һыҙыҡлы алгебра.wiki","cd6d82e4a0fe83b537e0113fb3869be9659b1c54853df774a0fb4f4aaecba44b","supports algebra context; adjacent source-canon witness","Literal target-language Wikipedia wikitext body included from local shelf; not TeX/PDF; no license-clearance, native-review, accepted-terminology, bridge/pilot, or completion claim."
"Bashkir","ba","Group theory","Төркөмдәр теорияһы","included_source_body","https://ba.wikipedia.org/wiki/%D0%A2%D3%A9%D1%80%D0%BA%D3%A9%D0%BC%D0%B4%D3%99%D1%80_%D1%82%D0%B5%D0%BE%D1%80%D0%B8%D1%8F%D2%BB%D1%8B","bodies/ba/wikitext-20260629T101500Z/Group theory__Төркөмдәр теорияһы.wiki","5081761dc036708951348ea2e738a2f0e003106c19a1b10074a29a9235baa6a7","supports group-theory context; adjacent algebra witness","Literal target-language Wikipedia wikitext body included from local shelf; not TeX/PDF; no license-clearance, native-review, accepted-terminology, bridge/pilot, or completion claim."
"Bashkir","ba","Ring (mathematics)","Ҡулса (математика)","included_source_body","https://ba.wikipedia.org/wiki/%D2%A0%D1%83%D0%BB%D1%81%D0%B0_(%D0%BC%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0)","bodies/ba/wikitext-20260629T101500Z/Ring (mathematics)__Ҡулса (математика).wiki","44d821f09fd2a071eb7c53734c5dae665fba051de2db25685732f501661ee4b2","supports ring terminology/context; does not close Noetherian-ring or polynomial-ring hard row by itself","Literal target-language Wikipedia wikitext body included from local shelf; not TeX/PDF; no license-clearance, native-review, accepted-terminology, bridge/pilot, or completion claim."
"Bashkir","ba","Field (mathematics)","Ялан (алгебра)","included_source_body","https://ba.wikipedia.org/wiki/%D0%AF%D0%BB%D0%B0%D0%BD_(%D0%B0%D0%BB%D0%B3%D0%B5%D0%B1%D1%80%D0%B0)","bodies/ba/wikitext-20260629T101500Z/Field (mathematics)__Ялан (алгебра).wiki","1110bd22fbf087acf901c29c7d916cbe23bd0ac978e174405440f09f61ebc7cc","supports field/algebra context; adjacent to ring/module blocker work","Literal target-language Wikipedia wikitext body included from local shelf; not TeX/PDF; no license-clearance, native-review, accepted-terminology, bridge/pilot, or completion claim."
"Bashkir","ba","Ideal (ring theory)","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Ideal_%28ring_theory%29","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Ideal (ring theory)'."
"Bashkir","ba","Invariant theory","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Invariant_theory","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Invariant theory'."
"Bashkir","ba","Matrix (mathematics)","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Matrix_%28mathematics%29","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Matrix (mathematics)'."
"Bashkir","ba","Polynomial","Күпбыуын","included_source_body","https://ba.wikipedia.org/wiki/%D0%9A%D2%AF%D0%BF%D0%B1%D1%8B%D1%83%D1%8B%D0%BD","bodies/ba/wikitext-20260629T101500Z/Polynomial__Күпбыуын.wiki","a866b9f7cf2b4dfdc2d6b1a53b0ebb16ea212adacd90454703de24548159851b","supports polynomial terminology/context; does not close polynomial-ring hard row by itself","Literal target-language Wikipedia wikitext body included from local shelf; not TeX/PDF; no license-clearance, native-review, accepted-terminology, bridge/pilot, or completion claim."
"Bashkir","ba","Equation","Тигеҙләмә","included_source_body","https://ba.wikipedia.org/wiki/%D0%A2%D0%B8%D0%B3%D0%B5%D2%99%D0%BB%D3%99%D0%BC%D3%99","bodies/ba/wikitext-20260629T101500Z/Equation__Тигеҙләмә.wiki","290b504075bc552a3e29f072ef91becb47e5d41fd4f5dab0833225aaf3950efb","supports target-language mathematical wikitext source-canon baseline","Literal target-language Wikipedia wikitext body included from local shelf; not TeX/PDF; no license-clearance, native-review, accepted-terminology, bridge/pilot, or completion claim."
"Bashkir","ba","Function (mathematics)","Функция (математика)","included_source_body","https://ba.wikipedia.org/wiki/%D0%A4%D1%83%D0%BD%D0%BA%D1%86%D0%B8%D1%8F_(%D0%BC%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0)","bodies/ba/wikitext-20260629T101500Z/Function (mathematics)__Функция (математика).wiki","e60628a6cd44e1398302f3e5fd8d846ee0e425cec798f8742125b9476d9784d3","supports target-language mathematical wikitext source-canon baseline","Literal target-language Wikipedia wikitext body included from local shelf; not TeX/PDF; no license-clearance, native-review, accepted-terminology, bridge/pilot, or completion claim."
"Bashkir","ba","Set (mathematics)","Күмәклек","included_source_body","https://ba.wikipedia.org/wiki/%D0%9A%D2%AF%D0%BC%D3%99%D0%BA%D0%BB%D0%B5%D0%BA","bodies/ba/wikitext-20260629T101500Z/Set (mathematics)__Күмәклек.wiki","bacaaacc9457fdb686a0db54da23dfb59e1de8f14de6bcb3723aa9d4d5f5e1e7","supports target-language mathematical wikitext source-canon baseline","Literal target-language Wikipedia wikitext body included from local shelf; not TeX/PDF; no license-clearance, native-review, accepted-terminology, bridge/pilot, or completion claim."
"Bashkir","ba","Differential equation","Дифференциаль тигеҙләмә","included_source_body","https://ba.wikipedia.org/wiki/%D0%94%D0%B8%D1%84%D1%84%D0%B5%D1%80%D0%B5%D0%BD%D1%86%D0%B8%D0%B0%D0%BB%D1%8C_%D1%82%D0%B8%D0%B3%D0%B5%D2%99%D0%BB%D3%99%D0%BC%D3%99","bodies/ba/wikitext-20260629T101500Z/Differential equation__Дифференциаль тигеҙләмә.wiki","0cf1aabfe92227f205f2595c607840daa39149d33d66a74f5ac97c9ba4949514","supports target-language mathematical wikitext source-canon baseline","Literal target-language Wikipedia wikitext body included from local shelf; not TeX/PDF; no license-clearance, native-review, accepted-terminology, bridge/pilot, or completion claim."
"Bashkir","ba","Probability","Ихтималлыҡ","included_source_body","https://ba.wikipedia.org/wiki/%D0%98%D1%85%D1%82%D0%B8%D0%BC%D0%B0%D0%BB%D0%BB%D1%8B%D2%A1","bodies/ba/wikitext-20260629T101500Z/Probability__Ихтималлыҡ.wiki","722e140690669f29b445224893e8cdf29d03034f5534461fadd3cfbd77a5afa1","supports target-language mathematical wikitext source-canon baseline","Literal target-language Wikipedia wikitext body included from local shelf; not TeX/PDF; no license-clearance, native-review, accepted-terminology, bridge/pilot, or completion claim."
"Bashkir","ba","Statistics","Статистика","included_source_body","https://ba.wikipedia.org/wiki/%D0%A1%D1%82%D0%B0%D1%82%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B0","bodies/ba/wikitext-20260629T101500Z/Statistics__Статистика.wiki","49829f9b4d36f573555d7763330a141e5a2ba8b448ef5adcf063d0864286d644","supports target-language mathematical wikitext source-canon baseline","Literal target-language Wikipedia wikitext body included from local shelf; not TeX/PDF; no license-clearance, native-review, accepted-terminology, bridge/pilot, or completion claim."
"Uyghur","ug","Mathematics","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Mathematics","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Mathematics'."
"Uyghur","ug","Algebra","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Algebra","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Algebra'."
"Uyghur","ug","Linear algebra","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Linear_algebra","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Linear algebra'."
"Uyghur","ug","Group theory","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Group_theory","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Group theory'."
"Uyghur","ug","Ring (mathematics)","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Ring_%28mathematics%29","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Ring (mathematics)'."
"Uyghur","ug","Field (mathematics)","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Field_%28mathematics%29","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Field (mathematics)'."
"Uyghur","ug","Ideal (ring theory)","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Ideal_%28ring_theory%29","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Ideal (ring theory)'."
"Uyghur","ug","Invariant theory","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Invariant_theory","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Invariant theory'."
"Uyghur","ug","Matrix (mathematics)","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Matrix_%28mathematics%29","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Matrix (mathematics)'."
"Uyghur","ug","Polynomial","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Polynomial","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Polynomial'."
"Uyghur","ug","Equation","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Equation","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Equation'."
"Uyghur","ug","Function (mathematics)","فۇنكسىيە","included_source_body","https://ug.wikipedia.org/wiki/%D9%81%DB%87%D9%86%D9%83%D8%B3%D9%89%D9%8A%DB%95","bodies/ug/wikitext-20260629T101500Z/Function (mathematics)__فۇنكسىيە.wiki","e14e73997bd2d6003fbffad46d3b4fc0695f3e0b9faceab1790e6142f9997dee","supports target-language mathematical wikitext source-canon baseline","Literal target-language Wikipedia wikitext body included from local shelf; not TeX/PDF; no license-clearance, native-review, accepted-terminology, bridge/pilot, or completion claim."
"Uyghur","ug","Set (mathematics)","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Set_%28mathematics%29","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Set (mathematics)'."
"Uyghur","ug","Differential equation","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Differential_equation","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Differential equation'."
"Uyghur","ug","Probability","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Probability","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Probability'."
"Uyghur","ug","Statistics","","no_langlink_from_enwiki","https://en.wikipedia.org/wiki/Statistics","","","source-acquisition gap; no local target-language wikitext body from this shelf","No target-language wikitext body in this shelf: status=no_langlink_from_enwiki from English concept 'Statistics'."
