unit_id,target_start_line,target_end_line,target_chars,target_utf8_bytes,target_sha256,target_document_sha256,target_root_tex,start_excerpt
BOOK_S17,23232,23357,7736,7852,08CE5895398FDE0D3D93C143B41252909BC7B01AB2063443D3C826478ED6A89D,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 17. La théorie de Galois des groupes abéliens}\label{fr-r823-theorie-galois-groupes-abeliens}
BOOK_S18,23358,23509,5647,5733,17F1070C046FD2EF31558F2776043FD8A3DF536112C0B6C96F020A51A43A9860,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 18. Un lemme}\label{fr-r823-un-lemme}
BOOK_S19,23510,23663,9604,9809,62869DFC54184D3A0249B5BE18F89EAE9979B4E435BAE5D9E1C082E61D71411F,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 19. Représentations des systèmes hypercomplexes simples bilatères dans des corps non commutatifs étendant leurs corps de coefficients}\label{f
BOOK_S20,23664,23829,14371,14715,DC26435EC041C3FEA2F96D31DE3E5ED34B4651A0DE4B229AD68F3B55FFDAAC45,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 20. Corps non commutatifs}\label{fr-r823-corps-non-commutatifs}
BOOK_S21,23830,23925,8058,8199,BE0C5165603600BCC0C44A20E88575474D321024EACAF5F25207AB5BEC9E99D3,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 21. La théorie de Galois des corps non commutatifs}\label{fr-r823-theorie-galois-corps-non-commutatifs}
BOOK_S22,23926,24021,8828,8960,4575B1D1CE8182E98555F0E4C74965DEFEF6D0797C16D7F3DE960FF83E784E2D,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 22. Le groupe des corps gauches de centre donné}\label{fr-r823-groupe-corps-centre-donne}
BOOK_S23,24022,24146,7687,7817,ECBB20F5A589D2DC3E885E2909CB537C7681EFBFF3ADCFD7481434FE389CFD6B,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 23. Systèmes de facteurs}\label{fr-r823-systemes-facteurs}
BOOK_S24,24147,24550,21794,22120,4649C05D8B752C7118B87176BA9629DBBD6CD00FFA5F820C5D2C692C5D3DDF90,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 24. Multiplication des systèmes de facteurs}\label{fr-r823-multiplication-systemes-facteurs}
BOOK_S25,24551,24802,12409,12630,A4C424C68F7F9E9D69290F30CF45A3DB1B76CC0A97741C577F7A4423FD8E1489,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 25. Représentation normale de \(\mathfrak K_r\) avec sous-corps commutatif maximal galoisien\protect\footnotemark}\label{fr-r823-representatio
BOOK_S26,24803,24857,3894,3966,F7712DFD944E1DC6AC62BF9DCB55C4BE85713116B21503572C4A94AB7E7D4EC1,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 26. Multiplication des représentations croisées}\label{fr-r823-multiplication-representations-croisees}
BOOK_S27,24858,24986,11328,11526,965370F158DFC9F5D931314658434BCB9FBE4B3E413A0A970526335B3EADE3F1,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 27. Représentation des \(\mathfrak K_r\) comme produits croisés}\label{fr-r823-representation-produits-croises}
BOOK_S28,24987,25117,10324,10528,34A10C1602BBBFC61425F928909A7CC4472D28CBE26142E77CA0F2845CBCEF4E,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 28. Théorème du produit pour les systèmes de facteurs}\label{fr-r823-theoreme-produit-systemes-facteurs}
BOOK_S29,25118,25137,2039,2075,48902051AE509DE4D8FCB9E0A9A0AF46CA7C8D65F36045D4BB6E20EF0C09E6A0,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 29. Théorème du genre principal dans le cas minimal}\label{fr-r823-theoreme-genre-principal-cas-minimal}
BOOK_S30,25138,25214,5503,5615,D2DD7540ED9E58CF7A38CC17D24628D206832BE276ED66D8A175E2097E94C0BD,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 30. Spécialisation aux corps de décomposition cycliques}\label{fr-r823-corps-decomposition-cycliques}
BOOK_S31,25215,25258,5357,5462,2BCBDDEB412A264B49F593D3DFB685279FADA5C8E033F24B77D5F55EC39BB2C5,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{\S{} 31. Applications du cas particulier cyclique}\label{fr-r823-applications-cas-cyclique}
POST45_MAIN,25259,25402,15624,16064,38FD49811C7469D3A9EA89BA33D0F69BC157CC5C2046CC50E33D1F33C65FBD42,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\subsection*{Conditions de multiplicité nécessaires et suffisantes pour le théorème fondamental de Noether sur les fonctions algébriques}
POST45_NOETHER_SUPPLEMENT,25403,25509,8137,8320,8B3B98A5D02DC46DBACD4D9718070BC7445E8DCBC28C4E81CE6ADF2E82840D3E,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,"\subsection*{Complément, en commun avec E. Noether\srcfn{13)}{L'interprétation issue de la théorie des idéaux est due à E. Noether; la démonstration de (5) et ("
BIBLIOGRAPHY,25510,25609,5861,5986,7216EE6A173732C343EC9EAAFEF24EA07EC0DAC971C26A743DB9B7FA0E0A4639,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,{\Large\bfseries Bibliographie}
SHORT_NOTICES,25610,25635,1412,1442,7FBF1E3FDAE5FFE6B5A157ACC3AD9C4C7690BA9E13894A2F6DBDCB7655C7BE34,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,{\Large\bfseries Liste des communications brèves et des comptes rendus d'Emmy Noether}
BOOK_REVIEWS,25636,25655,1031,1038,93EB6820CAE6B3168500A90D025FB766C753AA1073B1F585B206DCB266430470,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\emph{Comptes rendus parus dans les Jahresberichte der Deutschen Mathematiker-Vereinigung}
BOOKS_WITH_NOETHER,25656,25667,531,540,F3F7FBB447FBF6B7F72EB1825E520EACB7E1358378926E700A39420A156E46D4,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\emph{Livres réalisés avec la participation d'Emmy Noether}
