unit_id,source_sha256,target_sha256,target_document_sha256,source_locator,target_locator,method,reviewed_structures,reviewed_formulas,reviewed_notes,findings,reviewer_provenance,supporting_artifacts,supporting_artifact_sha256,status
P23,15D485648EB211273E39A4B478659E68C5B60414AF5648B0116FD58702ECBE09,5D8C266ACEE63016ECEEC422879F05621BCAF3036977C6CD0538E1350DE7DE92,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit P23, expanded source lines 13507--13630; R823 P23 authority slice lines 13507--13630","French unit P23, expanded target lines 14750--14926; expanded French P23 slice lines 14746--14922","For P23, compared the complete expanded French paper slice directly with the frozen R823 German slice, then repeated the comparison after live repairs.","For P23, checked paper boundaries, title and section order, paragraph flow, theorem/definition/lemma topology, and the final 43-paper structural-audit row.","For P23, checked the ordered display stream, numbered tags, inline variables, operators, bars, exponents, dummy indices, congruences, and explicit products.","For P23, checked footnote/source-note count, order, anchors, continuation text, bibliographic metadata, and any counter reset visible in the authority slice.","P23: P23 is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for P23, independently checked in the disjoint P01--P21 or P22--P43 audit tranche and revalidated from the live include graph.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
P24,68C8AF8C01AA8B2837BA72203AEDC5AB98E8809298C43142B70A6C0B1BE34AE2,0CD2C2668BBB1A6529233BB48E9678C84483C5B535E47AD0C3EBA4AEBFDB3D14,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit P24, expanded source lines 13631--14119; R823 P24 authority slice lines 13631--14119","French unit P24, expanded target lines 14927--15507; expanded French P24 slice lines 14923--15503","For P24, compared the complete expanded French paper slice directly with the frozen R823 German slice, then repeated the comparison after live repairs.","For P24, checked paper boundaries, title and section order, paragraph flow, theorem/definition/lemma topology, and the final 43-paper structural-audit row.","For P24, checked the ordered display stream, numbered tags, inline variables, operators, bars, exponents, dummy indices, congruences, and explicit products.","For P24, checked footnote/source-note count, order, anchors, continuation text, bibliographic metadata, and any counter reset visible in the authority slice.",P24: Restored the authority's exact k/l/m exponents and alpha endpoints and rechecked the full formula and note sequence.,"French R823 manager review for P24, independently checked in the disjoint P01--P21 or P22--P43 audit tranche and revalidated from the live include graph.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
P25,60F3335CA5AB41A5D660E54983261ADAA0506334ABBD81A61D15A53B8F3B7258,D83680D3F7F11E358461A00363940427100B48CBCE7024D2321F4590948DF0AF,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit P25, expanded source lines 14120--14178; R823 P25 authority slice lines 14120--14178","French unit P25, expanded target lines 15508--15566; expanded French P25 slice lines 15504--15562","For P25, compared the complete expanded French paper slice directly with the frozen R823 German slice, then repeated the comparison after live repairs.","For P25, checked paper boundaries, title and section order, paragraph flow, theorem/definition/lemma topology, and the final 43-paper structural-audit row.","For P25, checked the ordered display stream, numbered tags, inline variables, operators, bars, exponents, dummy indices, congruences, and explicit products.","For P25, checked footnote/source-note count, order, anchors, continuation text, bibliographic metadata, and any counter reset visible in the authority slice.",P25: Restored the barred Galois-closure notation and rechecked the paper's complete mathematical stream.,"French R823 manager review for P25, independently checked in the disjoint P01--P21 or P22--P43 audit tranche and revalidated from the live include graph.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
P26,9709DCA79782E4E1A6844B99FB3BBBC57CE4914773E8DDCDC3C8712E3C8EC3D7,4E96E42DB6E752850F3981DF445B04E2153F5344E32CAE451DA49677E7A34153,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit P26, expanded source lines 14179--14191; R823 P26 authority slice lines 14179--14191","French unit P26, expanded target lines 15567--15581; expanded French P26 slice lines 15563--15577","For P26, compared the complete expanded French paper slice directly with the frozen R823 German slice, then repeated the comparison after live repairs.","For P26, checked paper boundaries, title and section order, paragraph flow, theorem/definition/lemma topology, and the final 43-paper structural-audit row.","For P26, checked the ordered display stream, numbered tags, inline variables, operators, bars, exponents, dummy indices, congruences, and explicit products.","For P26, checked footnote/source-note count, order, anchors, continuation text, bibliographic metadata, and any counter reset visible in the authority slice.","P26: P26 is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for P26, independently checked in the disjoint P01--P21 or P22--P43 audit tranche and revalidated from the live include graph.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
P27,4197C0DA2E8D27214813B1F29C081256F3B3A2C7E3D093A938783ED21B8617C3,CACDD22F313FF6EB2367D72933DB5BC45ACE5B5F10D24DF9B3B0B625B81CDACD,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit P27, expanded source lines 14192--14200; R823 P27 authority slice lines 14192--14200","French unit P27, expanded target lines 15582--15592; expanded French P27 slice lines 15578--15588","For P27, compared the complete expanded French paper slice directly with the frozen R823 German slice, then repeated the comparison after live repairs.","For P27, checked paper boundaries, title and section order, paragraph flow, theorem/definition/lemma topology, and the final 43-paper structural-audit row.","For P27, checked the ordered display stream, numbered tags, inline variables, operators, bars, exponents, dummy indices, congruences, and explicit products.","For P27, checked footnote/source-note count, order, anchors, continuation text, bibliographic metadata, and any counter reset visible in the authority slice.","P27: P27 is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for P27, independently checked in the disjoint P01--P21 or P22--P43 audit tranche and revalidated from the live include graph.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
P28,F4CF5829011306550A094F0D794734DD395E50C0ED5FD14B5D3FE716039E5DA9,FAC201E2D23C90786F0435065F5EA5AC549AD52E1FA58A8D8B3A341FC0112194,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit P28, expanded source lines 14201--14215; R823 P28 authority slice lines 14201--14215","French unit P28, expanded target lines 15593--15611; expanded French P28 slice lines 15589--15607","For P28, compared the complete expanded French paper slice directly with the frozen R823 German slice, then repeated the comparison after live repairs.","For P28, checked paper boundaries, title and section order, paragraph flow, theorem/definition/lemma topology, and the final 43-paper structural-audit row.","For P28, checked the ordered display stream, numbered tags, inline variables, operators, bars, exponents, dummy indices, congruences, and explicit products.","For P28, checked footnote/source-note count, order, anchors, continuation text, bibliographic metadata, and any counter reset visible in the authority slice.","P28: P28 is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for P28, independently checked in the disjoint P01--P21 or P22--P43 audit tranche and revalidated from the live include graph.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
P29,891D952F2CC33C7B8B3BAEA05ACB65B2D659469667ED1D5C5CAECFA64B973F9B,C83EDBB881703CA4D8A4EB9845DD4B7C9C94A8ACE11E26DE1F0B199C9DB8FE70,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit P29, expanded source lines 14216--14315; R823 P29 authority slice lines 14216--14315","French unit P29, expanded target lines 15612--15717; expanded French P29 slice lines 15608--15713","For P29, compared the complete expanded French paper slice directly with the frozen R823 German slice, then repeated the comparison after live repairs.","For P29, checked paper boundaries, title and section order, paragraph flow, theorem/definition/lemma topology, and the final 43-paper structural-audit row.","For P29, checked the ordered display stream, numbered tags, inline variables, operators, bars, exponents, dummy indices, congruences, and explicit products.","For P29, checked footnote/source-note count, order, anchors, continuation text, bibliographic metadata, and any counter reset visible in the authority slice.","P29: P29 is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for P29, independently checked in the disjoint P01--P21 or P22--P43 audit tranche and revalidated from the live include graph.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
P30,697FD687DE03F319D106E3D19D21D13062E3CC6BF7BA8B1D5808971DD879212E,E6410F4952B1170182EBCADC76B4ED3B6D8837CE103FBAB83E683C19037B1B5F,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit P30, expanded source lines 14316--15576; R823 P30 authority slice lines 14316--15576","French unit P30, expanded target lines 15718--16666; expanded French P30 slice lines 15714--16607","For P30, compared the complete expanded French paper slice directly with the frozen R823 German slice, then repeated the comparison after live repairs.","For P30, checked paper boundaries, title and section order, paragraph flow, theorem/definition/lemma topology, and the final 43-paper structural-audit row.","For P30, checked the ordered display stream, numbered tags, inline variables, operators, bars, exponents, dummy indices, congruences, and explicit products.","For P30, checked footnote/source-note count, order, anchors, continuation text, bibliographic metadata, and any counter reset visible in the authority slice.","P30: P30 is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for P30, independently checked in the disjoint P01--P21 or P22--P43 audit tranche and revalidated from the live include graph.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
P31,D6B3F636CD5BF45EDC725449B8A84E8A442C90DC43C619820AF27566333D205E,A71FD89E27CB65228B9E9325ACDF4CF12A2890E18A14AEAE3BB2BDFB499D6719,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit P31, expanded source lines 15577--16068; R823 P31 authority slice lines 15577--16068","French unit P31, expanded target lines 16667--17190; expanded French P31 slice lines 16608--17131","For P31, compared the complete expanded French paper slice directly with the frozen R823 German slice, then repeated the comparison after live repairs.","For P31, checked paper boundaries, title and section order, paragraph flow, theorem/definition/lemma topology, and the final 43-paper structural-audit row.","For P31, checked the ordered display stream, numbered tags, inline variables, operators, bars, exponents, dummy indices, congruences, and explicit products.","For P31, checked footnote/source-note count, order, anchors, continuation text, bibliographic metadata, and any counter reset visible in the authority slice.",P31: The dedicated P31 structural reconciliation and artifact-hash audit pass against the live frozen target slice.,"French R823 manager review for P31, independently checked in the disjoint P01--P21 or P22--P43 audit tranche and revalidated from the live include graph.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
P32,F27D12E201C4A3D4780D059D701CB32C4A8055418A2063C3D963A81BDDB556CA,4A5BE609FD6235192E4B4BBD4F65648130187BC1BA54619F0FB4489729CD8DA1,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit P32, expanded source lines 16069--16237; R823 P32 authority slice lines 16069--16237","French unit P32, expanded target lines 17191--17351; expanded French P32 slice lines 17132--17288","For P32, compared the complete expanded French paper slice directly with the frozen R823 German slice, then repeated the comparison after live repairs.","For P32, checked paper boundaries, title and section order, paragraph flow, theorem/definition/lemma topology, and the final 43-paper structural-audit row.","For P32, checked the ordered display stream, numbered tags, inline variables, operators, bars, exponents, dummy indices, congruences, and explicit products.","For P32, checked footnote/source-note count, order, anchors, continuation text, bibliographic metadata, and any counter reset visible in the authority slice.","P32: P32 is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for P32, independently checked in the disjoint P01--P21 or P22--P43 audit tranche and revalidated from the live include graph.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
P33,2DA9F57168A2AED355D3067246F46856E9CA22478A6C0927A743AA5DEE15259B,CC776EFAFECAEDA0B28785FEBA371B757619B6867E801542911BA31B29F69D93,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit P33, expanded source lines 16238--16311; R823 P33 authority slice lines 16238--16311","French unit P33, expanded target lines 17352--17426; expanded French P33 slice lines 17289--17363","For P33, compared the complete expanded French paper slice directly with the frozen R823 German slice, then repeated the comparison after live repairs.","For P33, checked paper boundaries, title and section order, paragraph flow, theorem/definition/lemma topology, and the final 43-paper structural-audit row.","For P33, checked the ordered display stream, numbered tags, inline variables, operators, bars, exponents, dummy indices, congruences, and explicit products.","For P33, checked footnote/source-note count, order, anchors, continuation text, bibliographic metadata, and any counter reset visible in the authority slice.",P33: The repaired P33 mathematical slice passes isolated and integrated builds with its final target hash frozen.,"French R823 manager review for P33, independently checked in the disjoint P01--P21 or P22--P43 audit tranche and revalidated from the live include graph.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
P34,244C787B9186F773D176E6724D67BAF08C8B00C0D303565187070928F252B580,9495DCA9D9D1EA9783DB34AE087CBA98A7A8A8AB3B168F843F65E70ECAD1F244,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit P34, expanded source lines 16312--18335; R823 P34 authority slice lines 16312--18335","French unit P34, expanded target lines 17427--19556; expanded French P34 slice lines 17364--19399","For P34, compared the complete expanded French paper slice directly with the frozen R823 German slice, then repeated the comparison after live repairs.","For P34, checked paper boundaries, title and section order, paragraph flow, theorem/definition/lemma topology, and the final 43-paper structural-audit row.","For P34, checked the ordered display stream, numbered tags, inline variables, operators, bars, exponents, dummy indices, congruences, and explicit products.","For P34, checked footnote/source-note count, order, anchors, continuation text, bibliographic metadata, and any counter reset visible in the authority slice.","P34: P34 is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for P34, independently checked in the disjoint P01--P21 or P22--P43 audit tranche and revalidated from the live include graph.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
P35,6769280871EA0257D7C63DB265F3111EC30A777B278F1DDBD77BBD1DF78DED47,8666A8981BC8BB421664AEC977DF63D9F7240965D191219886695831CEB2A3B3,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit P35, expanded source lines 18336--18599; R823 P35 authority slice lines 18336--18599","French unit P35, expanded target lines 19557--19799; expanded French P35 slice lines 19400--19642","For P35, compared the complete expanded French paper slice directly with the frozen R823 German slice, then repeated the comparison after live repairs.","For P35, checked paper boundaries, title and section order, paragraph flow, theorem/definition/lemma topology, and the final 43-paper structural-audit row.","For P35, checked the ordered display stream, numbered tags, inline variables, operators, bars, exponents, dummy indices, congruences, and explicit products.","For P35, checked footnote/source-note count, order, anchors, continuation text, bibliographic metadata, and any counter reset visible in the authority slice.","P35: Metadata, Russian summary, formulas, and note topology pass the R823 source review.","French R823 manager review for P35, independently checked in the disjoint P01--P21 or P22--P43 audit tranche and revalidated from the live include graph.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
P36,9474842663DE42505D0239DA2ABA1FBF22048ECC89A8D042C3403F69F549C7A6,70E96A188F602F2C00880585FD150A7ECD2C6577D7354C91216F70CEAD03EE7A,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit P36, expanded source lines 18600--18613; R823 P36 authority slice lines 18600--18613","French unit P36, expanded target lines 19800--19814; expanded French P36 slice lines 19643--19657","For P36, compared the complete expanded French paper slice directly with the frozen R823 German slice, then repeated the comparison after live repairs.","For P36, checked paper boundaries, title and section order, paragraph flow, theorem/definition/lemma topology, and the final 43-paper structural-audit row.","For P36, checked the ordered display stream, numbered tags, inline variables, operators, bars, exponents, dummy indices, congruences, and explicit products.","For P36, checked footnote/source-note count, order, anchors, continuation text, bibliographic metadata, and any counter reset visible in the authority slice.",P36: The repaired P36 mathematical slice passes isolated and integrated builds with its final target hash frozen.,"French R823 manager review for P36, independently checked in the disjoint P01--P21 or P22--P43 audit tranche and revalidated from the live include graph.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
P37,B0C9C13740BAC244C673F60846542569FA296315A80F6261340E2BE5031EBBD3,A08A1C108B305124341BF84060D1AF8B8A11437DEA5AB3311C057E1D08C9DB38,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit P37, expanded source lines 18614--18805; R823 P37 authority slice lines 18614--18805","French unit P37, expanded target lines 19815--20003; expanded French P37 slice lines 19658--19846","For P37, compared the complete expanded French paper slice directly with the frozen R823 German slice, then repeated the comparison after live repairs.","For P37, checked paper boundaries, title and section order, paragraph flow, theorem/definition/lemma topology, and the final 43-paper structural-audit row.","For P37, checked the ordered display stream, numbered tags, inline variables, operators, bars, exponents, dummy indices, congruences, and explicit products.","For P37, checked footnote/source-note count, order, anchors, continuation text, bibliographic metadata, and any counter reset visible in the authority slice.",P37: The repaired P37 mathematical and French-language slice passes isolated and integrated builds.,"French R823 manager review for P37, independently checked in the disjoint P01--P21 or P22--P43 audit tranche and revalidated from the live include graph.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
P38,33744951A70FE09D570135D0FC12076EFE0EDDA74DE3AD9CE4DF1A336B4B3E28,B1189B56D84E551C240A9405173860BF6E49653DFB40A9E53CBFA58F9AB5F811,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit P38, expanded source lines 18806--19026; R823 P38 authority slice lines 18806--19026","French unit P38, expanded target lines 20004--20222; expanded French P38 slice lines 19847--20061","For P38, compared the complete expanded French paper slice directly with the frozen R823 German slice, then repeated the comparison after live repairs.","For P38, checked paper boundaries, title and section order, paragraph flow, theorem/definition/lemma topology, and the final 43-paper structural-audit row.","For P38, checked the ordered display stream, numbered tags, inline variables, operators, bars, exponents, dummy indices, congruences, and explicit products.","For P38, checked footnote/source-note count, order, anchors, continuation text, bibliographic metadata, and any counter reset visible in the authority slice.","P38: P38 is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for P38, independently checked in the disjoint P01--P21 or P22--P43 audit tranche and revalidated from the live include graph.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
P39,A0068835CFBA8F0CFC85D4E8A86E3EA022B83846D7051EE5F90652256E9DE8F3,25005272253CC9F1D8C1B3327B68368447823CCE389CE936C76E8F586A24D2BF,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit P39, expanded source lines 19027--19121; R823 P39 authority slice lines 19027--19121","French unit P39, expanded target lines 20223--20335; expanded French P39 slice lines 20062--20174","For P39, compared the complete expanded French paper slice directly with the frozen R823 German slice, then repeated the comparison after live repairs.","For P39, checked paper boundaries, title and section order, paragraph flow, theorem/definition/lemma topology, and the final 43-paper structural-audit row.","For P39, checked the ordered display stream, numbered tags, inline variables, operators, bars, exponents, dummy indices, congruences, and explicit products.","For P39, checked footnote/source-note count, order, anchors, continuation text, bibliographic metadata, and any counter reset visible in the authority slice.","P39: P39 is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for P39, independently checked in the disjoint P01--P21 or P22--P43 audit tranche and revalidated from the live include graph.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
P40,7965805D3A75C3354C85BC7A3E4725F07BF869A8833FC19D74E32BE369427937,D4F92B2FE334423EF50CD2C2EADF87B3F500F1A1DEC77237952FE5C1B0063A85,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit P40, expanded source lines 19122--19769; R823 P40 authority slice lines 19122--19769","French unit P40, expanded target lines 20336--21177; expanded French P40 slice lines 20175--21011","For P40, compared the complete expanded French paper slice directly with the frozen R823 German slice, then repeated the comparison after live repairs.","For P40, checked paper boundaries, title and section order, paragraph flow, theorem/definition/lemma topology, and the final 43-paper structural-audit row.","For P40, checked the ordered display stream, numbered tags, inline variables, operators, bars, exponents, dummy indices, congruences, and explicit products.","For P40, checked footnote/source-note count, order, anchors, continuation text, bibliographic metadata, and any counter reset visible in the authority slice.","P40: P40 is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for P40, independently checked in the disjoint P01--P21 or P22--P43 audit tranche and revalidated from the live include graph.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
P41,FE2C2B22C884DF204DA733A90594668855D0930C1DD822B527D46ADA5BB695E6,FAAC1D9902A527BFB7F27385D92AD64982ACE5AC431D3BC690F5408A9FDBF48C,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit P41, expanded source lines 19770--19923; R823 P41 authority slice lines 19770--19923","French unit P41, expanded target lines 21178--21443; expanded French P41 slice lines 21012--21274","For P41, compared the complete expanded French paper slice directly with the frozen R823 German slice, then repeated the comparison after live repairs.","For P41, checked paper boundaries, title and section order, paragraph flow, theorem/definition/lemma topology, and the final 43-paper structural-audit row.","For P41, checked the ordered display stream, numbered tags, inline variables, operators, bars, exponents, dummy indices, congruences, and explicit products.","For P41, checked footnote/source-note count, order, anchors, continuation text, bibliographic metadata, and any counter reset visible in the authority slice.","P41: The final operator, formula, and note stream passes the frozen P22--P43 audit.","French R823 manager review for P41, independently checked in the disjoint P01--P21 or P22--P43 audit tranche and revalidated from the live include graph.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
P42,B6BB3A6267BA8495FC19914A72768351E4923B13374634701AF3CBDE659883CC,FAD7CF418A41CA393FAD39B7B954060EEDD0CBC9116228D79B3A7A7AD50A04FC,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit P42, expanded source lines 19924--20156; R823 P42 authority slice lines 19924--20156","French unit P42, expanded target lines 21444--21737; expanded French P42 slice lines 21275--21567","For P42, compared the complete expanded French paper slice directly with the frozen R823 German slice, then repeated the comparison after live repairs.","For P42, checked paper boundaries, title and section order, paragraph flow, theorem/definition/lemma topology, and the final 43-paper structural-audit row.","For P42, checked the ordered display stream, numbered tags, inline variables, operators, bars, exponents, dummy indices, congruences, and explicit products.","For P42, checked footnote/source-note count, order, anchors, continuation text, bibliographic metadata, and any counter reset visible in the authority slice.","P42: The final operator, formula, and note stream passes the frozen P22--P43 audit.","French R823 manager review for P42, independently checked in the disjoint P01--P21 or P22--P43 audit tranche and revalidated from the live include graph.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
P43,ACC81DC3D9303A6D2D358506AFF477EBFA10B6CDA0F251210461462F31F3511F,21FFD77315F8E2FF82B4D4C7835211F09C96149F87E821173814157427D42F9A,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit P43, expanded source lines 20157--20984; R823 P43 authority slice lines 20157--20984","French unit P43, expanded target lines 21738--22558; expanded French P43 slice lines 21568--22388","For P43, compared the complete expanded French paper slice directly with the frozen R823 German slice, then repeated the comparison after live repairs.","For P43, checked paper boundaries, title and section order, paragraph flow, theorem/definition/lemma topology, and the final 43-paper structural-audit row.","For P43, checked the ordered display stream, numbered tags, inline variables, operators, bars, exponents, dummy indices, congruences, and explicit products.","For P43, checked footnote/source-note count, order, anchors, continuation text, bibliographic metadata, and any counter reset visible in the authority slice.",P43: The full R823 reconstruction is present and passes its dedicated rebuild parity record and integrated build.,"French R823 manager review for P43, independently checked in the disjoint P01--P21 or P22--P43 audit tranche and revalidated from the live include graph.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
BOOK_TITLE_INTRO,EE0961B423D3DE5325AFF57DDE559CE64817FBE1CB8F1D1A1B290BC9ECA020F6,52688FB239F926722775674DA41E3DC94D99DF0E0E2D92B33A71C675679DF5DD,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit BOOK_TITLE_INTRO, expanded source lines 20985--21060; R823 BOOK_TITLE_INTRO authority slice lines 20985--21060","French unit BOOK_TITLE_INTRO, expanded target lines 22559--22638; expanded French BOOK_TITLE_INTRO slice lines 22389--22468","For BOOK_TITLE_INTRO, compared the complete expanded French book unit directly with its frozen R823 unit and re-ran the 31-section book parser after reconciliation.","For BOOK_TITLE_INTRO, checked unit boundaries, headings, paragraph order, lists, theorem topology, cross-references, and the corresponding 31/31 structural-audit row.","For BOOK_TITLE_INTRO, compared every displayed and inline mathematical expression, including ordered formulas, indices, operators, relation symbols, and translated text nodes.","For BOOK_TITLE_INTRO, checked every source note and footnote mark/text pair, its anchor, sequence position, bibliography reference, and continuation across fragment joins.","BOOK_TITLE_INTRO: BOOK_TITLE_INTRO is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for BOOK_TITLE_INTRO, independently revalidated in the frozen 38-unit post-P43 audit and in fresh isolated book compilation.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
