"row_type","item_id","status","package","package_dir","manifest_path","manifest_sha256","manifest_rows","r2_rows","r2_files","source_url","local_path","sha256","bytes","last_write","topic_or_scope","evidence_note","non_claim_boundary"
"package_frontier","package_369","observed","369","NOETHER_SESSION_OUTPUT_PACKAGE369_20260705T020346_ROLLING_DELTA_AFTER_PACKAGE368","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE369_20260705T020346_ROLLING_DELTA_AFTER_PACKAGE368\NOETHER_SESSION_OUTPUT_PACKAGE369_MANIFEST.csv","6CA8EDFCE1BFFD69051FE8F50FA85E004903EEBB9E528A63F4E7D1D7B46182F2","9","0","","","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE369_20260705T020346_ROLLING_DELTA_AFTER_PACKAGE368","6CA8EDFCE1BFFD69051FE8F50FA85E004903EEBB9E528A63F4E7D1D7B46182F2","3870","2026-07-05T02:03:46+02:00","B3 package frontier 353-377","B3 package manifest checked; omitted_raw_rows=0; omitted_zip_rows=0.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"package_frontier","package_370","observed","370","NOETHER_SESSION_OUTPUT_PACKAGE370_20260705T020508_ROLLING_DELTA_AFTER_PACKAGE369","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE370_20260705T020508_ROLLING_DELTA_AFTER_PACKAGE369\NOETHER_SESSION_OUTPUT_PACKAGE370_MANIFEST.csv","A34284C06EE15B22FB07AE7B7402696E8AD48BAAE27B699880CE292C788E6820","3","0","","","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE370_20260705T020508_ROLLING_DELTA_AFTER_PACKAGE369","A34284C06EE15B22FB07AE7B7402696E8AD48BAAE27B699880CE292C788E6820","1400","2026-07-05T02:05:08+02:00","B3 package frontier 353-377","B3 package manifest checked; omitted_raw_rows=0; omitted_zip_rows=0.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"package_frontier","package_371","observed","371","NOETHER_SESSION_OUTPUT_PACKAGE371_20260705T020644_ROLLING_DELTA_AFTER_PACKAGE370","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE371_20260705T020644_ROLLING_DELTA_AFTER_PACKAGE370\NOETHER_SESSION_OUTPUT_PACKAGE371_MANIFEST.csv","92236C697DC47B2B18FD81F16B9406F07E49C5D29510E4B074E7E92E0375072F","1","0","","","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE371_20260705T020644_ROLLING_DELTA_AFTER_PACKAGE370","92236C697DC47B2B18FD81F16B9406F07E49C5D29510E4B074E7E92E0375072F","604","2026-07-05T02:06:45+02:00","B3 package frontier 353-377","B3 package manifest checked; omitted_raw_rows=0; omitted_zip_rows=0.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"package_frontier","package_372","observed","372","NOETHER_SESSION_OUTPUT_PACKAGE372_20260705T020828_ROLLING_DELTA_AFTER_PACKAGE371","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE372_20260705T020828_ROLLING_DELTA_AFTER_PACKAGE371\NOETHER_SESSION_OUTPUT_PACKAGE372_MANIFEST.csv","AAD9FD6DE7D27119809CA8D381FF56F390475A15D88A9322B15F61D862722837","18","0","","","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE372_20260705T020828_ROLLING_DELTA_AFTER_PACKAGE371","AAD9FD6DE7D27119809CA8D381FF56F390475A15D88A9322B15F61D862722837","7178","2026-07-05T02:08:29+02:00","B3 package frontier 353-377","B3 package manifest checked; omitted_raw_rows=0; omitted_zip_rows=0.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"package_frontier","package_373","observed","373","NOETHER_SESSION_OUTPUT_PACKAGE373_20260705T021202_ROLLING_DELTA_AFTER_PACKAGE372","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE373_20260705T021202_ROLLING_DELTA_AFTER_PACKAGE372\NOETHER_SESSION_OUTPUT_PACKAGE373_MANIFEST.csv","12CB33D2724A7EBEDB1C14D467BFDAA25BF5F857017C475CF76C22805A659FC6","8","0","","","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE373_20260705T021202_ROLLING_DELTA_AFTER_PACKAGE372","12CB33D2724A7EBEDB1C14D467BFDAA25BF5F857017C475CF76C22805A659FC6","3400","2026-07-05T02:12:03+02:00","B3 package frontier 353-377","B3 package manifest checked; omitted_raw_rows=0; omitted_zip_rows=0.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"package_frontier","package_374","observed","374","NOETHER_SESSION_OUTPUT_PACKAGE374_20260705T024510_ROLLING_DELTA_AFTER_PACKAGE373","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE374_20260705T024510_ROLLING_DELTA_AFTER_PACKAGE373\NOETHER_SESSION_OUTPUT_PACKAGE374_MANIFEST.csv","B400707D890F9BEF111DC7FE0BC2F671828D970B03854D0CB2DAF850835CCAD6","120","7","NOETHER_R2_PAN_TURKIC_DURABLE_RUN_LOG_20260704.md; NOETHER_R2_PAN_TURKIC_FOCUSED_ACCESS_AND_GITHUB_RETRY_20260705T0217.csv; NOETHER_R2_PAN_TURKIC_FOCUSED_ACCESS_AND_GITHUB_RETRY_20260705T0217.json; NOETHER_R2_PAN_TURKIC_FOCUSED_ACCESS_AND_GITHUB_RETRY_20260705T0217.md; NOETHER_R2_PAN_TURKIC_FOCUSED_ACCESS_AND_GITHUB_RETRY_MANIFEST_20260705T0217.csv; NOETHER_R2_PAN_TURKIC_FOCUSED_ACCESS_AND_GITHUB_RETRY_MANIFEST_20260705T0217.json; NOETHER_R2_PAN_TURKIC_FOCUSED_ACCESS_AND_GITHUB_RETRY_SHA256_20260705T0217.txt","","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE374_20260705T024510_ROLLING_DELTA_AFTER_PACKAGE373","B400707D890F9BEF111DC7FE0BC2F671828D970B03854D0CB2DAF850835CCAD6","52789","2026-07-05T02:45:13+02:00","B3 package frontier 353-377","B3 package manifest checked; omitted_raw_rows=9; omitted_zip_rows=0.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"package_frontier","package_375","observed","375","NOETHER_SESSION_OUTPUT_PACKAGE375_20260705T024659_ROLLING_DELTA_AFTER_PACKAGE374","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE375_20260705T024659_ROLLING_DELTA_AFTER_PACKAGE374\NOETHER_SESSION_OUTPUT_PACKAGE375_MANIFEST.csv","D01C2FAC9EB110BB0C6F62B54863A58FE752E485ED6421031E58AC199352A20E","11","0","","","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE375_20260705T024659_ROLLING_DELTA_AFTER_PACKAGE374","D01C2FAC9EB110BB0C6F62B54863A58FE752E485ED6421031E58AC199352A20E","4416","2026-07-05T02:47:00+02:00","B3 package frontier 353-377","B3 package manifest checked; omitted_raw_rows=0; omitted_zip_rows=0.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"package_frontier","package_376","observed","376","NOETHER_SESSION_OUTPUT_PACKAGE376_20260705T024824_ROLLING_DELTA_AFTER_PACKAGE375","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE376_20260705T024824_ROLLING_DELTA_AFTER_PACKAGE375\NOETHER_SESSION_OUTPUT_PACKAGE376_MANIFEST.csv","C4D8A95E717E28B497DEACAA4437AB9851FA6441956EF19B2211019A651E4C8F","8","0","","","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE376_20260705T024824_ROLLING_DELTA_AFTER_PACKAGE375","C4D8A95E717E28B497DEACAA4437AB9851FA6441956EF19B2211019A651E4C8F","3421","2026-07-05T02:48:24+02:00","B3 package frontier 353-377","B3 package manifest checked; omitted_raw_rows=0; omitted_zip_rows=0.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"package_frontier","package_377","observed","377","NOETHER_SESSION_OUTPUT_PACKAGE377_20260705T024951_ROLLING_DELTA_AFTER_PACKAGE376","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE377_20260705T024951_ROLLING_DELTA_AFTER_PACKAGE376\NOETHER_SESSION_OUTPUT_PACKAGE377_MANIFEST.csv","A26FEAA34CEB18D1E04E405B4ADFCDBB35D7D29953595EE56DA7C3DE83FBA6C6","1","0","","","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE377_20260705T024951_ROLLING_DELTA_AFTER_PACKAGE376","A26FEAA34CEB18D1E04E405B4ADFCDBB35D7D29953595EE56DA7C3DE83FBA6C6","604","2026-07-05T02:49:51+02:00","B3 package frontier 353-377","B3 package manifest checked; omitted_raw_rows=0; omitted_zip_rows=0.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"event_package_coverage","event_038_live_url_and_heartbeat_continuity","packaged_by_B3","353; 354","","","","","","","","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs","","","","R2 Event 038 source-canon URL/access audit","Event 038 artifacts are visible in package 353; continuity bundle also visible in package 354.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"event_package_coverage","event_039_focused_daramet_and_github_retry","packaged_by_B3","374","","","","","","","","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs","","","","R2 Event 039 focused source-canon retry","Event 039 artifacts are visible in package 374.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"event_package_coverage","event_040_package_frontier_intake","lane_local_pending_B3_package","not_yet_packaged","","","","","","","","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs","","","","R2 Event 040 package-frontier intake","This new intake slice is created after package 377 and is pending a future B3 package.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"register_state","normalized_register_rows","observed","","","","","61","","","","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_SOURCE_CANON_PROGRAM_NORMALIZED_REGISTER_20260704.csv","5BFD1920A01B1079A1C1047553ABD4313276185B8EA4C7D26A809B22092A49D7","75220","2026-07-04T22:12:28+02:00","R2 normalized source-canon register","rows=61; row_kinds=exact_candidate_witness=7; explicit_hard_blocker_gap=8; ocr_source_witness=2; source_witness=44; language_access_targets=Kyrgyz=13; Tatar=14; Tatar-region lead=1; Turkmen=13; Uyghur=20; evidence_tiers=explicit_gap_or_blocker=8; html_or_web_fallback=29; pdf_or_text_fallback=24","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"register_state","source_level_tex_archive_rows","zero_rows","","","","","","","","","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_SOURCE_CANON_PROGRAM_NORMALIZED_REGISTER_20260704.csv","","","","R2 source-level TeX/archive coverage","R2 register has 0 source-level TeX/LaTeX/arXiv/e-print/source-archive rows; local output payload scan found 0 TeX/archive payload files.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"register_state","explicit_hard_blocker_gap_rows","still_blocked","","","","","","","","","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_SOURCE_CANON_PROGRAM_NORMALIZED_REGISTER_20260704.csv","","","","Noetherian-ring and polynomial-ring hard blockers","Explicit hard-blocker gap rows remain 8; pdf_or_text_fallback_rows=24; html_or_web_fallback_rows=49.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
