concept_id,unit_id,item,unit_type,fr_count,en_count,source_pages,evidence,scope
effectivity,fga.236.s4,236,section,0,1,241--243," X_ s_i of X/S . Let D_i be a divisor (not necessarily effective) on X_ s_i defining L_i , let \[ a_n^ (i) t^n+ +a_0^ (i) \] be the Hilbert polynomial of L_i ,",aggregate
effectivity,fga.236.s4.theorem.4-1,236,theorem,0,1,242--243," X_ s_i of X/S . Let D_i be a divisor (not necessarily effective) on X_ s_i defining L_i , let \[ a_n^ (i) t^n+ +a_0^ (i) \] be the Hilbert polynomial of L_i ,",precise
effectivity,fga.e236,e236,erratum,1,1,303--307,"ue des résultats de finitude), le manque de critères d'effectivité pour des données de descente est inoffensif. D'autre part, Mumford a démontré récemment une fo",aggregate
quotient,fga.149,149,expose,5,5,169--193,"nts de A telle que pour 1 i p , l'image de x_i dans le quotient de A par l'idéal engendré par (x_1, ,x_ i-1 ) ne soit pas diviseur de 0 . Soit J l'idéal engen",aggregate
quotient,fga.149.s3,149,section,2,2,173--177,"nts de A telle que pour 1 i p , l'image de x_i dans le quotient de A par l'idéal engendré par (x_1, ,x_ i-1 ) ne soit pas diviseur de 0 . Soit J l'idéal engen",aggregate
quotient,fga.149.s3.proposition.4,149,proposition,1,1,175--175,"nts de A telle que pour 1 i p , l'image de x_i dans le quotient de A par l'idéal engendré par (x_1, ,x_ i-1 ) ne soit pas diviseur de 0 . Soit J l'idéal engen",precise
quotient,fga.149.s3.corollary.2,149,corollary,1,1,175--176,"au des anneaux locaux de Y considéré comme un faisceau quotient de _X . Soient n la dimension de X , n-p celle de Y . 176 Soit _X (resp. _Y ) le faisceau des ",precise
quotient,fga.149.s4,149,section,1,1,177--181,"nclure que tout faisceau algébrique cohérent sur X est quotient d'un faisceau algébrique cohérent localement libre (SERRE), donc admet une résolution gauche p",aggregate
quotient,fga.149.s4.theorem.1,149,theorem,1,1,179--181,"nclure que tout faisceau algébrique cohérent sur X est quotient d'un faisceau algébrique cohérent localement libre (SERRE), donc admet une résolution gauche p",precise
quotient,fga.149.s5,149,section,1,1,181--185,"lgébrique cohérent F sur X est isomorphe à un faisceau quotient d'un faisceau _X(-m)^ k , où on peut supposer m aussi grand que l'on veut. Résulte du fait que",aggregate
quotient,fga.149.s5.lemma.3,149,lemma,1,1,183--183,"lgébrique cohérent F sur X est isomorphe à un faisceau quotient d'un faisceau _X(-m)^ k , où on peut supposer m aussi grand que l'on veut. Résulte du fait que",precise
quotient,fga.149.s8,149,section,1,1,189--192,isceau algébrique cohérent F sur X soit isomorphe à un quotient d'un faisceau algébrique cohérent localement libre (ce qui est le cas si X est localement ferm,aggregate
quotient,fga.182,182,expose,5,6,193--220,"iltration de _X définit une filtration de Aut (X) , le quotient de ce faisceau par le n -ième sous-groupe de la filtration étant Aut (X_n) ; le gradué associé",aggregate
quotient,fga.182.s6,182,section,1,1,203--207,"iltration de _X définit une filtration de Aut (X) , le quotient de ce faisceau par le n -ième sous-groupe de la filtration étant Aut (X_n) ; le gradué associé",aggregate
quotient,fga.182.s6.corollary.1.n02,182,corollary,1,1,204--205,"iltration de _X définit une filtration de Aut (X) , le quotient de ce faisceau par le n -ième sous-groupe de la filtration étant Aut (X_n) ; le gradué associé",precise
quotient,fga.182.s8,182,section,4,5,209--220,"eau localement libre sur X ; [iii.] Pour tout x X , le quotient \[ A_x/ m_x A_x = A_x _ _x (x) \] est une algèbre séparable sur (x) . enumerate 210 Cette noti",aggregate
quotient,fga.182.s8.lemma.3,182,lemma,0,1,211--212,"the associated reduced subschemes of X,X' (obtained by quotienting by the sheaves of nilpotent elements in _X, _ X' ), and let k be a subfield of A/ r(A) over",precise
quotient,fga.182.s8.corollary.5.n02,182,corollary,2,2,218--218,"ur tout groupe compact totalement discontinu le groupe quotient de par le sous-groupe fermé engendré par ses p -sous-groupes de Sylow, i.e. la limite projecti",precise
quotient,fga.182.s8.theorem.14,182,theorem,1,1,219--219,"e Z=f^ -1 (z) de f , soit Z'=Z-Z D et soit _1^t(Z') le quotient du groupe fondamental _1(Z') qui classifie les revêtements non ramifiés de Z' qui sont « tamel",precise
quotient,fga.190,190,expose,5,5,299--327,"es, non nécessairement commutatifs), H^1(T/S,F) est le quotient du sous-groupe Z^1(T/S,F) de C^1(T/S,F)=F(T _ST) formé des g tels que \[ F(p_ 31 )(g)=F(p_ 32 ",aggregate
quotient,fga.190.sa,190,section,1,1,300--314,"es, non nécessairement commutatifs), H^1(T/S,F) est le quotient du sous-groupe Z^1(T/S,F) de C^1(T/S,F)=F(T _ST) formé des g tels que \[ F(p_ 31 )(g)=F(p_ 32 ",aggregate
quotient,fga.190.sa.remark.u.n01,190,remark,1,1,307--312,"es, non nécessairement commutatifs), H^1(T/S,F) est le quotient du sous-groupe Z^1(T/S,F) de C^1(T/S,F)=F(T _ST) formé des g tels que \[ F(p_ 31 )(g)=F(p_ 32 ",precise
quotient,fga.190.sb,190,section,4,4,314--327,"endu, on a un énoncé équivalent en termes de faisceaux quotients. Comme on l'a vu (A, paragraphe 4, (e)), le théorème 1 doit être considéré comme une générali",aggregate
quotient,fga.190.sb.corollary.2,190,corollary,1,1,316--316,"endu, on a un énoncé équivalent en termes de faisceaux quotients. Comme on l'a vu (A, paragraphe 4, (e)), le théorème 1 doit être considéré comme une générali",precise
quotient,fga.190.sb.lemma.1-2,190,lemma,1,1,317--318,"i-compact. Alors S s'identifie à un espace topologique quotient de S' , i.e. toute partie U de S telle que ^ -1 (U) soit ouverte est ouverte. Pour compléter l",precise
quotient,fga.190.sb.proposition.6-1,190,proposition,1,1,326--326,"us-groupe fermé de G=Gl(n)_S , plat sur S , tel que le quotient G/F existe, et que G soit un fibré principal homogène isotrivial (resp. strictement isotrivial",precise
quotient,fga.190.sb.remark.u.n03,190,remark,1,1,326--327,ns (mise à part la question de l'existence des schémas quotients G/F ) est le manque de critères d'effectivité pour une donnée de descente par un morphisme fi,precise
quotient,fga.195,195,expose,7,8,369--390,"vient au même de dire que O_ est isomorphe à un anneau quotient d'un anneau de séries formelles [[t_1, ,t_n]] sur . Pour donner un tel critère, introduisons (",aggregate
quotient,fga.195.sa,195,section,3,4,369--377,"vient au même de dire que O_ est isomorphe à un anneau quotient d'un anneau de séries formelles [[t_1, ,t_n]] sur . Pour donner un tel critère, introduisons (",aggregate
quotient,fga.195.sa.corollary.u.n01,195,corollary,1,2,374--376,"vient au même de dire que O_ est isomorphe à un anneau quotient d'un anneau de séries formelles [[t_1, ,t_n]] sur . Pour donner un tel critère, introduisons (",precise
quotient,fga.195.sa.proposition.5-1,195,proposition,2,2,376--376,"s. L'erratum de 1962 prescrit, dans le cas général, le quotient de m_ / m_ ^2 par l'image de n_ / n_ ^2 . En particulier, la dimension du K -espace vectoriel ",precise
quotient,fga.195.sb,195,section,1,1,377--378,e [(a)] A' est un module libre sur A ; [(b)] le module quotient A'/A est un A -module de longueur 1. enumerate La démonstration de ce théorème est assez délic,aggregate
quotient,fga.195.sb.theorem.1,195,theorem,1,1,377--378,e [(a)] A' est un module libre sur A ; [(b)] le module quotient A'/A est un A -module de longueur 1. enumerate La démonstration de ce théorème est assez délic,precise
quotient,fga.195.sc,195,section,3,3,378--390," X , et prendre pour F(T) l'ensemble des faisceaux 383 quotients de G_T qui sont plats sur T . Il semble qu'il existe une solution du problème, avec un schéma",aggregate
quotient,fga.195.sc.remark.u.n01,195,remark,1,1,382--383," X , et prendre pour F(T) l'ensemble des faisceaux 383 quotients de G_T qui sont plats sur T . Il semble qu'il existe une solution du problème, avec un schéma",precise
quotient,fga.195.sc.remark.u.n04,195,remark,2,2,386--389,mple sur l'anneau de Witt : tout schéma abélien sur un quotient artinien local se relève à l'anneau dont il est quotient. La démonstration utilise la variance,precise
quotient,fga.e195,e195,erratum,2,2,300--301,"ns le cas général, il faut remplacer m_ / m_ ^2 par le quotient de cet espace par l'image de n_ / n_ ^2 , où n est l'idéal maximal de . De plus, la définition",aggregate
quotient,fga.212,212,expose,50,50,99--118,"Exposé 212 – Préschémas quotients 212 99 13e année, 1960/61, no 212\ évrier 1961 TECHNIQUES DE CONSTRUCTION ET THÉORÈMES D'EXIS",aggregate
quotient,fga.212.proposition.1-1,212,proposition,10,10,102--103," d'équivalence effectives R dans X , et l'ensemble des quotients effectifs Y de X , à R correspondant le quotient effectif X/R , et à Y correspondant la relat",precise
quotient,fga.212.proposition.2-1,212,proposition,3,3,103--108,"ométriques » de S , on en déduit que la catégorie C' « quotient » de C , obtenue en raisonnant « modulo morphismes surjectifs radiciels » (i.e. obtenue en adj",precise
quotient,fga.212.corollary.4-2,212,corollary,1,1,109--110,"ut d'obtenir des critères de possibilité de passage au quotient, i.e. de formation du conoyau du couple (p_1,p_2) . L'énoncé du problème ne fait donc pas appe",precise
quotient,fga.212.s5,212,section,7,7,110--112,"5 Quotient par une relation d'équivalence finie et plate THÉORÈME 5.1 Soient X=Spec(B) un schéma affine, ",aggregate
quotient,fga.212.s5.theorem.5-1,212,theorem,2,2,110--111,"_1^ -1 (x)) dans X modulo R , et la topologie de Y est quotient de celle de X . [(iii)] Y est le quotient de X par R dans la catégorie des préschémas. [(iv)] ",precise
quotient,fga.212.s5.corollary.5-2,212,corollary,1,1,111--111,"elles du théorème, en particulier, par (iii), Y est le quotient de X par R , et par suite déterminé à un isomorphisme unique près. On dira sous ces conditions",precise
quotient,fga.212.s5.theorem.5-3,212,theorem,1,1,111--112,"ans un ouvert affine stable par R , et on construit le quotient Y par recollement des morceaux obtenus à l'aide du théorème 5.1. 112",precise
quotient,fga.212.s6,212,section,5,5,112--114,6 Quotient par une relation d'équivalence propre et plate THÉORÈME 6.1 Soient S un préschéma localement n,aggregate
quotient,fga.212.s6.theorem.6-1,212,theorem,2,2,112--113,"ns X mod R , donc Y s'identifie à l'espace topologique quotient de X par la relation d'équivalence ensembliste définie par R . Enfin, R_1 X _Y X est surjectif",precise
quotient,fga.212.s6.theorem.6-2,212,theorem,2,2,113--114,"mbliste pour R_U (donc U/R_U est un espace topologique quotient de U par la relation d'équivalence ensembliste définie par R_U ), enfin le morphisme \[ (R_U)_",precise
quotient,fga.212.s7,212,section,9,9,114--116,"ns K . Alors tout schéma abélien B' sur K isogène à un quotient de A _V K « se réduit bien pour V », i.e. est isomorphe à un B _V K , Le texte imprimé a B _V ",aggregate
quotient,fga.212.s7.proposition.7-1,212,proposition,2,2,114--115,"ns K . Alors tout schéma abélien B' sur K isogène à un quotient de A _V K « se réduit bien pour V », i.e. est isomorphe à un B _V K , Le texte imprimé a B _V ",precise
quotient,fga.212.s7.theorem.7-2,212,theorem,1,1,115--115,"e u est fini. enumerate Sous ces conditions, le schéma quotient G/F existe, le morphisme canonique G G/F est surjectif et ouvert, ses fibres sont les classes ",precise
quotient,fga.212.s7.corollary.7-3,212,corollary,2,2,115--115,". Si cette condition est vérifiée, alors le passage au quotient par F commute à toute extension de la base S , et si F est un sous-groupe invariant de G , G/F",precise
quotient,fga.212.s7.corollary.7-4,212,corollary,4,4,115--116,"en F F' G , où F F' est un homomorphisme de passage au quotient par le sous-groupe fermé Keru de F , et où F' G est un homomorphisme de groupes qui est une im",precise
quotient,fga.212.s8,212,section,5,5,116--118,e conjecture Elle répond au besoin de savoir passer au quotient par le groupe projectif opérant sur certains sous-schémas des « schémas de Hilbert » (ces dern,aggregate
quotient,fga.e212,e212,erratum,3,3,301--302,"'exposé no 212 footnote 2 301 5. TDTE III : Préschémas quotients. center [Séminaire Bourbaki, t. 13, 1960/61, no 212, 20 p.] center 15, assertion (i). — Le fa",aggregate
quotient,fga.221,221,expose,41,42,249--276," no 2. Dans l'exposé suivant, la théorie de passage au quotient dans les schémas développée dans III, jointe à la théorie des schémas de Hilbert, nous permett",aggregate
quotient,fga.221.s1,221,section,1,1,249--253,"e réduite induite, i.e. son faisceau structural est le quotient de O_ X_K par le plus grand faisceau d'idéaux définissant supp F . On peut prouver le résultat",aggregate
quotient,fga.221.s1.proposition.1-3,221,proposition,1,1,253--253,"e réduite induite, i.e. son faisceau structural est le quotient de O_ X_K par le plus grand faisceau d'idéaux définissant supp F . On peut prouver le résultat",precise
quotient,fga.221.s2,221,section,10,10,253--258,"isceau cohérent sur X , il est isomorphe à un faisceau quotient d'un faisceau O_X(-n)^N , pour n , N assez grands. Donc les faisceaux F_s induits sur les fibr",aggregate
quotient,fga.221.s2.theorem.2-1,221,theorem,2,2,254--254,enu dans la famille des classes de faisceaux cohérents quotients de faisceaux de la forme L_K . (b) Les polynômes de Hilbert P_ F des faisceaux F dont la clas,precise
quotient,fga.221.s2.lemma.2-5,221,lemma,3,3,255--257,"cohérent sur X , E un ensemble de classes de faisceaux quotient F de faisceaux L_K ( K extension résiduelle de S ). On suppose les fibres de X sur S de dimens",precise
quotient,fga.221.s2.lemma.2-6,221,lemma,2,2,257--258,"es Y_ F correspondent à une famille limitée de Modules quotients des O_ X_K , donc proviennent d'un sous-schéma fermé Y d'un schéma X _S T . On peut alors app",precise
quotient,fga.221.s3,221,section,16,16,258--266,"Quot( F/X/S) \] l'ensemble des Modules quasi-cohérents quotients de F qui sont plats sur S . Soit maintenant S' S un morphisme de changement de base, posons X",aggregate
quotient,fga.221.s3.theorem.3-1,221,theorem,1,1,259--260,it Quot^P( F/X/S) la partie de Quot( F/X/S) formée des quotients cohérents G de F qui sont plats sur S et dont le polynôme de Hilbert en tout s S est égal à P,precise
quotient,fga.221.s3.theorem.3-2,221,theorem,7,7,260--261,"essus de S , nous désignons par A_ (S') l'ensemble des quotients G= F'/ K de F'= F _ O_S O_ S' , cohérents, plats sur S' , et satisfaisant les conditions suiv",precise
quotient,fga.221.s3.lemma.3-3,221,lemma,3,3,261--262,"uivante (comparer [4], IV) : supposons donné un Module quotient N de M'_ , localement libre de rang P( ) , alors il existe un sous-préschéma Z de S' tel que p",precise
quotient,fga.221.s3.lemma.3-6,221,lemma,1,1,263--264,"e fini S' sur S qui paramètre la famille des faisceaux quotients des F_K ayant le polynôme de Hilbert P ). Donc Q est égal à l'un des Q_ , donc quasi-projecti",precise
quotient,fga.221.s3.lemma.3-7,221,lemma,2,2,264--265,"r S , F un Module quasi-cohérent sur X , G_s un Module quotient quasi-cohérent de F_s= F _ O_S k(s) sur X_s . Alors il existe un Module quotient quasi-cohéren",precise
quotient,fga.221.s3.proposition.3-8,221,proposition,1,1,265--266,"P_ F/X/S , X_Q=X _SQ , F_Q= F _ O_S O_Q , et soit G le quotient cohérent de F_Q , plat sur Q , ayant le polynôme de Hilbert relatif P , tel que (Q, G) représe",precise
quotient,fga.221.s4,221,section,3,4,266--268,"t _ F/X/S , tel que A'(S') soit l'ensemble des Modules quotients G de F' , plats sur S' , dont le support est contenu dans U' . On voit aussitôt que A' est re",aggregate
quotient,fga.221.s5,221,section,6,6,268--273,"et F_0= F _ O_S O_ S_0 , enfin G_0= F_0/ K_0 un Module quotient quasi-cohérent de F_0 , plat sur S_0 . Pour tout ouvert U de X , soit E(U) l'ensemble des Modu",aggregate
quotient,fga.221.s5.proposition.5-1,221,proposition,2,2,269--269,"et F_0= F _ O_S O_ S_0 , enfin G_0= F_0/ K_0 un Module quotient quasi-cohérent de F_0 , plat sur S_0 . Pour tout ouvert U de X , soit E(U) l'ensemble des Modu",precise
quotient,fga.221.s5.corollary.5-2,221,corollary,2,2,269--269,existe localement sur X un prolongement G de G_0 en un quotient de F plat sur S (i.e. que les fibres du faisceau E soient non vides). Alors il existe une clas,precise
quotient,fga.221.s5.corollary.5-3,221,corollary,2,2,269--271,'un k(s) ( s S ) : 270 donc x est défini par un Module quotient cohérent G_0= F_0/ K_0 du Module F_0= F_K sur le K -préschéma X_K . Soit A le faisceau cohéren,precise
quotient,fga.221.s6,221,section,1,1,273--275,"S qui associe à tout S' sur S l'ensemble des faisceaux quotients cohérents M de F'= F _ O_S O_ S' qui sont plats sur S' et de rang relatif n , soit représenta",aggregate
quotient,fga.221.add,221,supplement,1,1,276--276," qui concerne l'existence que la quasi-projectivité du quotient, et même lorsque G opère avec un graphe fermé.",aggregate
quotient,fga.232,232,expose,9,9,143--161,"ant L est en correspondance biunivoque avec l'ensemble quotient \[ (X, L)^*/ (X, O_X^*), \] où (X, L)^* désigne la partie de (X, L) formée des sections qui so",aggregate
quotient,fga.232.s4,232,section,3,3,150--154,"ant L est en correspondance biunivoque avec l'ensemble quotient \[ (X, L)^*/ (X, O_X^*), \] où (X, L)^* désigne la partie de (X, L) formée des sections qui so",aggregate
quotient,fga.232.s4.proposition.4-1,232,proposition,2,2,152--153,orrespondance biunivoque avec les sections du faisceau quotient f_*( L)^*/ O_S^* . Cette correspondance est compatible avec les changements de base. D'autre p,precise
quotient,fga.232.s5,232,section,6,6,154--157," invoqué de [4], III pour la possibilité de passage au quotient effectif peut se déduire facilement aussi du théorème d'existence des schémas de Hilbert (cf. ",aggregate
quotient,fga.232.s5.remark.5-1,232,remark,2,2,155--155," invoqué de [4], III pour la possibilité de passage au quotient effectif peut se déduire facilement aussi du théorème d'existence des schémas de Hilbert (cf. ",precise
quotient,fga.232.s5.remark.5-2,232,remark,4,4,155--156,"ent plus faible. Dans cette méthode, le passage au 156 quotient par une relation d'équivalence propre et plate dans un ouvert du schéma des diviseurs est remp",precise
quotient,fga.236,236,expose,4,4,221--243,"ppuie sur un raffinement de son théorème de passage au quotient, cf. [7]. Noter d'autre part qu'il reste possible que, sans hypothèses sur les composantes irr",aggregate
quotient,fga.236.s0,236,section,1,1,221--222,"ppuie sur un raffinement de son théorème de passage au quotient, cf. [7]. Noter d'autre part qu'il reste possible que, sans hypothèses sur les composantes irr",aggregate
quotient,fga.236.s1,236,section,2,2,222--231," . \] REMARQUE On peut construire le schéma en groupes quotient G/G^ =N (cf. [3], IV), et définir alors G^ , G^ , G^ comme les images inverses dans G du sous-",aggregate
quotient,fga.236.s1.remark.u.n01,236,remark,2,2,223--224,"REMARQUE On peut construire le schéma en groupes quotient G/G^ =N (cf. [3], IV), et définir alors G^ , G^ , G^ comme les images inverses dans G du sous-",precise
quotient,fga.236.s3,236,section,1,1,236--241,"ultat-clef suivant : tout schéma abélien défini sur un quotient d'anneau local artinien peut se prolonger (en d'autres termes, le « schéma formel des Modules ",aggregate
quotient,fga.236.s3.theorem.3-5,236,theorem,1,1,239--240,"ultat-clef suivant : tout schéma abélien défini sur un quotient d'anneau local artinien peut se prolonger (en d'autres termes, le « schéma formel des Modules ",precise
equivalence-relation,fga.190,190,expose,1,1,299--327,"tiori, S est alors le spectre d'un anneau local, et la relation d'équivalence introduite ci-dessus n'est autre que la relation d'isomorphie.) Dans le premier cas, F' est ra",aggregate
equivalence-relation,fga.190.sb,190,section,1,1,314--327,"tiori, S est alors le spectre d'un anneau local, et la relation d'équivalence introduite ci-dessus n'est autre que la relation d'isomorphie.) Dans le premier cas, F' est ra",aggregate
equivalence-relation,fga.190.sb.remark.u.n01,190,remark,1,1,318--324,"tiori, S est alors le spectre d'un anneau local, et la relation d'équivalence introduite ci-dessus n'est autre que la relation d'isomorphie.) Dans le premier cas, F' est ra",precise
equivalence-relation,fga.195,195,expose,0,1,369--390,"We merely note that it rests essentially on a study of equivalence relations (in the categorical sense) in the spectrum of an Artinian algebra, a study that still raises ",aggregate
equivalence-relation,fga.195.sb,195,section,0,1,377--378,"We merely note that it rests essentially on a study of equivalence relations (in the categorical sense) in the spectrum of an Artinian algebra, a study that still raises ",aggregate
equivalence-relation,fga.195.sb.theorem.1,195,theorem,0,1,377--378,"We merely note that it rests essentially on a study of equivalence relations (in the categorical sense) in the spectrum of an Artinian algebra, a study that still raises ",precise
equivalence-relation,fga.212,212,expose,55,67,99--118,"s propriétés raisonnables examinées plus bas), pour la relation d'équivalence plate dans X définie par la donnée de descente; les questions soulevées dans [1], A, 2 c se ré",aggregate
equivalence-relation,fga.212.proposition.1-1,212,proposition,6,9,102--103,"ant le quotient effectif X/R , et à Y correspondant la relation d'équivalence effective définie par la projection canonique X Y (qui est définie par le produit fibré X _Y X",precise
equivalence-relation,fga.212.proposition.2-1,212,proposition,6,8,103--108," que la catégorie des ensembles. En particulier, toute relation d'équivalence y est effective. Cela implique que si R est une relation d'équivalence dans un X fini sur S , ",precise
equivalence-relation,fga.212.corollary.4-2,212,corollary,5,5,109--110,"position et produits fibrés. On appelle maintenant pré-relation d'équivalence dans un objet X d'une catégorie, la donnée d'un groupoïde dont l'objet des objets (si on peut ",precise
equivalence-relation,fga.212.s5,212,section,9,9,110--112,"5 Quotient par une relation d'équivalence finie et plate THÉORÈME 5.1 Soient X=Spec(B) un schéma affine, R une pré-relation d'équivalenc",aggregate
equivalence-relation,fga.212.s5.theorem.5-1,212,theorem,3,3,110--111,"ORÈME 5.1 Soient X=Spec(B) un schéma affine, R une pré-relation d'équivalence dans X , dont la composante R_1 est affine, soit R_1=Spec(C) . On suppose que la première proj",precise
equivalence-relation,fga.212.s5.corollary.5-2,212,corollary,2,2,111--111,"ique R_1 X _Y X est surjectif. Soit toujours R une pré-relation d'équivalence « finie et localement libre » dans X , mais X étant un préschéma quelconque. Supposons qu'on p",precise
equivalence-relation,fga.212.s5.theorem.5-3,212,theorem,1,1,111--112,"THÉORÈME 5.3 Soient X un préschéma, R une pré-relation d'équivalence dans X , telle que p_1:R_1 X soit un morphisme fini et localement libre. Pour que R soit admis",precise
equivalence-relation,fga.212.s5.corollary.5-4,212,corollary,1,1,112--112,"tte condition réalisée et que de plus R provient d'une relation d'équivalence. Alors cette dernière est effective, i.e. R_1 X _Y X est un isomorphisme, et f:X Y est un morp",precise
equivalence-relation,fga.212.s6,212,section,12,14,112--114,"6 Quotient par une relation d'équivalence propre et plate THÉORÈME 6.1 Soient S un préschéma localement noethérien, X un S -schéma quasi",aggregate
equivalence-relation,fga.212.s6.theorem.6-1,212,theorem,6,6,112--113," noethérien, X un S -schéma quasi-projectif, R une pré-relation d'équivalence dans X , telle que: 113 enumerate [(a)] p_1:R_1 X est propre et plat; [(b)] R_1 X _S X est un ",precise
equivalence-relation,fga.212.s6.theorem.6-2,212,theorem,4,6,113--114,"thérien, X un préschéma de type fini sur S , R une pré-relation d'équivalence dans le S -préschéma X , on suppose que: enumerate [(a)] p_1:R_1 X est plat et de type fini; [",precise
equivalence-relation,fga.212.s8,212,section,4,4,116--118,"s raffinements. Sous les conditions précédentes: 1^ La relation d'équivalence définie par G est effective, le quotient Y=X/G est de type fini sur S et le morphisme canoniqu",aggregate
equivalence-relation,fga.e212,e212,erratum,2,3,301--302,"é, pour l'instant, que dans le cas où R provient d'une relation d'équivalence. 18 et 19. — Comme nous le signalons à la fin de l'exposé suivant, la conjecture envisagée est",aggregate
equivalence-relation,fga.221,221,expose,1,1,249--276,"et F'_ K'' soient isomorphes sur X_ K'' . C'est là une relation d'équivalence, et on s'intéressera à des classes d'équivalence de faisceaux pour cette relation, et à des en",aggregate
equivalence-relation,fga.221.s1,221,section,1,1,249--253,"et F'_ K'' soient isomorphes sur X_ K'' . C'est là une relation d'équivalence, et on s'intéressera à des classes d'équivalence de faisceaux pour cette relation, et à des en",aggregate
equivalence-relation,fga.232,232,expose,4,5,143--161,"es), ce qui nous ramène à montrer que pour tout Q , la relation d'équivalence R^Q induite dans D^ +Q est C -effective. Or maintenant D^ +Q est quasi-projectif, et d'autre p",aggregate
equivalence-relation,fga.232.s5,232,section,4,5,154--157,"es), ce qui nous ramène à montrer que pour tout Q , la relation d'équivalence R^Q induite dans D^ +Q est C -effective. Or maintenant D^ +Q est quasi-projectif, et d'autre p",aggregate
equivalence-relation,fga.232.s5.remark.5-2,232,remark,2,2,155--156,"Dans cette méthode, le passage au 156 quotient par une relation d'équivalence propre et plate dans un ouvert du schéma des diviseurs est remplacé par un passage au quotient",precise
representability,fga.195,195,expose,45,43,369--390,LLE DES MODULES par Alexander GROTHENDIECK A Foncteurs représentables et pro-représentables 1. Foncteurs représentables toc subsection 1. Foncteurs représentables ,aggregate
representability,fga.195.sa,195,section,25,24,369--377,A Foncteurs représentables et pro-représentables 1. Foncteurs représentables toc subsection 1. Foncteurs représentables ,aggregate
representability,fga.195.sa.proposition.1-1,195,proposition,16,16,369--374,phisme unique près. On dit alors que le foncteur F est représentable. La proposition précédente signifie alors que le foncteur canonique h définit une équivalence ,precise
representability,fga.195.sa.proposition.3-1,195,proposition,1,1,374--374,"PROPOSITION 3.1 Pour que F soit strictement pro-représentable, il faut et il suffit qu'il satisfasse aux deux conditions : enumerate [(i)] F est exact à gau",precise
representability,fga.195.sa.corollary.u.n01,195,corollary,2,2,374--376,"s projectives finies existent. Alors les foncteurs pro-représentables de C dans (Ens) sont exactement les foncteurs exacts à gauche, et ils sont même strictement p",precise
representability,fga.195.sa.proposition.5-2,195,proposition,2,1,376--377,"ion. Soit toujours F un foncteur de C dans (Ens) , pro-représentable à l'aide d'une -algèbre topologique O . Alors pour tout A C et tout F(A) , il existe un plus p",precise
representability,fga.195.sb,195,section,2,2,377--378," on cherche des critères maniables pour que F soit pro-représentable, i.e. exprimable à l'aide d'une -algèbre O comme plus haut. En vertu du corollaire de A, propo",aggregate
representability,fga.195.sb.theorem.1,195,theorem,1,1,377--378,"THÉORÈME 1 Pour que le foncteur F soit pro-représentable, il faut et il suffit qu'il satisfasse les deux conditions suivantes : enumerate [(i)] F permu",precise
representability,fga.195.sc,195,section,18,17,378--390,"ale permettant de reconnaître si un tel foncteur F est représentable, et d'étudier les propriétés du S -pré-schéma X correspondant à l'aide de celles de F . Signal",aggregate
representability,fga.195.sc.proposition.2-1,195,proposition,1,1,382--382,"s artiniennes. Si X est plat sur , ce foncteur est pro-représentable. De plus, on vérifie que pour tout A C_0 et F(A) , on a un isomorphisme canonique \[ F(I_A, )=",precise
representability,fga.195.sc.corollary.u.n01,195,corollary,1,1,382--382," S , Y localement de type fini sur S . Alors F est pro-représentable et les composants locaux de la -algèbre topologique correspondante sont des anneaux noethérien",precise
representability,fga.195.sc.remark.u.n01,195,remark,3,3,382--383,"striction de F aux « S -algèbres artiniennes » est pro-représentable, et si de plus X est propre sur S et G cohérent, les composants locaux de l'anneau topologique",precise
representability,fga.195.sc.proposition.3-1,195,proposition,1,1,384--384,"X/S sur la catégorie des -algèbres artiniennes est pro-représentable. De plus, on aura ici \[ F(I_A, )=H^1(X_A, O_ X_A ), \] en particulier :",precise
representability,fga.195.sc.remark.u.n03,195,remark,1,1,384--386,"oncteur des modules pour X_0 (et ). Si ce foncteur est représentable, il lui correspond une -algèbre topologique O locale, de corps résiduel k , et le spectre form",precise
representability,fga.195.sc.remark.u.n04,195,remark,1,1,386--389," et il revient au même de dire que ce foncteur est pro-représentable, i.e. de la forme \[ F(A)=Hom_ -algèbres top. (O,A), \] 389 où O est une -algèbre topologique ",precise
representability,fga.195.sc.proposition.5-1,195,proposition,1,1,389--390,"PROPOSITION 5.1 Le foncteur précédent est pro-représentable. Bien entendu, d'après (a), si U= X , G( Y) est réduit à un seul élément pour tout Y sur X , e",precise
representability,fga.e195,e195,erratum,1,1,300--301,"que les foncteurs envisagés ne sont pas nécessairement représentables si on ne fait pas d'hypothèse projective, même en se bornant à la classification des sous-var",aggregate
representability,fga.212,212,expose,3,4,99--118," définir le conoyau du couple comme l'objet Y de C qui représente le foncteur covariant en Z \[ Hom_ p_1,p_2 (X,Z), \] ensemble des morphismes u de X dans Z tels que up_1=u",aggregate
representability,fga.212.s8,212,section,2,3,116--118,"ontravariant en S' , dont on montre aisément qu'il est représentable, il correspond donc à un schéma en groupes sur S , d'ailleurs affine sur S , noté Gl(n)_S . Sa",aggregate
representability,fga.221,221,expose,14,9,249--276,"catégorie des S -préschémas localement noethériens est représentable par un S -préschéma Quot_ F/X/S , somme d'une suite de S -schémas projectifs (a fortiori Quot_",aggregate
