ref_id,language,source_unit,file,line,raw,ref_kind,status,selected_target,candidate_count
ref.en.000194,en,fga.149.s5.lemma.5,en/149.tex,938,Lemma 5,explicit_lemma,RESOLVED,fga.149.s5.lemma.5,1
ref.en.000195,en,fga.149.s6,en/149.tex,950,Formula (5.6,explicit_equation,RESOLVED,fga.149.s5.lemma.5.eq.5-6,1
ref.en.000196,en,fga.149.s6,en/149.tex,961,Proposition 5,explicit_proposition,RESOLVED,fga.149.s3.proposition.5,1
ref.en.000197,en,fga.149.s6.theorem.3-bis,en/149.tex,1007,Lemma 4,explicit_lemma,RESOLVED,fga.149.s5.lemma.4,1
ref.en.000198,en,fga.149.s6.theorem.3-bis,en/149.tex,1007,Lemma 3,explicit_lemma,RESOLVED,fga.149.s5.lemma.3,1
ref.en.000199,en,fga.149.s6.theorem.3-bis,en/149.tex,1010,Lemma 4,explicit_lemma,RESOLVED,fga.149.s5.lemma.4,1
ref.en.000200,en,fga.149.s6.proposition.6,en/149.tex,1020,Proposition 5,explicit_proposition,RESOLVED,fga.149.s3.proposition.5,1
ref.en.000201,en,fga.149.s6.proposition.6,en/149.tex,1026,Lemma 5,explicit_lemma,RESOLVED,fga.149.s5.lemma.5,1
ref.en.000202,en,fga.149.s6.corollary.u.n01,en/149.tex,1043,Theorem 3 bis,explicit_theorem,RESOLVED,fga.149.s6.theorem.3-bis,1
ref.en.000203,en,fga.149.s7,en/149.tex,1058,Theorem 2,explicit_theorem,RESOLVED,fga.149.s5.theorem.2,1
ref.en.000204,en,fga.149.s7,en/149.tex,1059,Theorem 3,explicit_theorem,RESOLVED,fga.149.s5.theorem.3,1
ref.en.000205,en,fga.149.s7,en/149.tex,1085,Section 4,explicit_section,RESOLVED,fga.149.s4,1
ref.en.000206,en,fga.149.s7.theorem.4,en/149.tex,1112,Theorem 4,explicit_theorem,RESOLVED,fga.149.s7.theorem.4,1
ref.en.000207,en,fga.149.s7.theorem.4,en/149.tex,1112,Theorem 3,explicit_theorem,RESOLVED,fga.149.s5.theorem.3,1
ref.en.000208,en,fga.149.s7.theorem.4,en/149.tex,1135,Section 4,explicit_section,RESOLVED,fga.149.s4,1
ref.en.000209,en,fga.149.s7.theorem.4,en/149.tex,1162,Theorem 4,explicit_theorem,RESOLVED,fga.149.s7.theorem.4,1
ref.en.000210,en,fga.149.s7.theorem.5,en/149.tex,1173,Section 4,explicit_section,RESOLVED,fga.149.s4,1
ref.en.000211,en,fga.149.s8,en/149.tex,1250,Section 2,explicit_section,RESOLVED,fga.149.s2,1
ref.en.000212,en,fga.149.s8.theorem.6,en/149.tex,1315,Theorem 3,explicit_theorem,RESOLVED,fga.149.s5.theorem.3,1
ref.en.000213,en,fga.149.s8.theorem.6,en/149.tex,1330,Theorem 6,explicit_theorem,RESOLVED,fga.149.s8.theorem.6,1
ref.en.000214,en,fga.149.s8.theorem.6,en/149.tex,1331,definition (8.1,explicit_definition,UNRESOLVED,,0
ref.en.000215,en,fga.149.s8.theorem.6,en/149.tex,1336,Theorem 6,explicit_theorem,RESOLVED,fga.149.s8.theorem.6,1
ref.en.000216,en,fga.149.s8.theorem.6,en/149.tex,1348,Proposition 3,explicit_proposition,RESOLVED,fga.149.s1.proposition.3,1
ref.en.000217,en,fga.149.s8.theorem.6,en/149.tex,1357,Theorem 3,explicit_theorem,RESOLVED,fga.149.s5.theorem.3,1
ref.en.000218,en,fga.149.s8.theorem.6,en/149.tex,1358,Formula (8.8,explicit_equation,RESOLVED,fga.149.s8.theorem.6.eq.8-8,1
ref.en.000219,en,fga.149.s8.theorem.6,en/149.tex,1366,Formula (8.1,explicit_equation,RESOLVED,fga.149.s8.eq.8-1,1
ref.en.000220,en,fga.149.s8.theorem.6,en/149.tex,1368,Remark 2,explicit_remark,UNRESOLVED,,0
ref.en.000221,en,fga.149.s1.proposition.2,en/149.tex,116,(1.8),numeric_label,RESOLVED,fga.149.s1.corollary.1.eq.1-8,1
ref.en.000222,en,fga.149.s1.proposition.2,en/149.tex,117,(1.7),numeric_label,RESOLVED,fga.149.s1.corollary.1.eq.1-7,1
ref.en.000223,en,fga.149.s1.proposition.2,en/149.tex,118,(1.8),numeric_label,RESOLVED,fga.149.s1.corollary.1.eq.1-8,1
ref.en.000224,en,fga.149.s1.proposition.3,en/149.tex,134,(1.2),numeric_label,RESOLVED,fga.149.s1.eq.1-2,1
ref.en.000225,en,fga.149.s2,en/149.tex,155,(2.1),numeric_label,RESOLVED,fga.149.s2.eq.2-1,1
ref.en.000226,en,fga.149.s2,en/149.tex,172,(2.2),numeric_label,RESOLVED,fga.149.s2.eq.2-2,1
ref.en.000227,en,fga.149.s2,en/149.tex,186,(2.2),numeric_label,RESOLVED,fga.149.s2.eq.2-2,1
ref.en.000228,en,fga.149.s2,en/149.tex,202,(2.2),numeric_label,RESOLVED,fga.149.s2.eq.2-2,1
ref.en.000229,en,fga.149.s2,en/149.tex,229,(1.8),numeric_label,RESOLVED,fga.149.s1.corollary.1.eq.1-8,1
ref.en.000230,en,fga.149.s2,en/149.tex,239,(1.4),numeric_label,RESOLVED,fga.149.s1.proposition.1.eq.1-4,1
ref.en.000231,en,fga.149.s2,en/149.tex,254,(1.5),numeric_label,RESOLVED,fga.149.s1.corollary.1.eq.1-5,1
ref.en.000232,en,fga.149.s3,en/149.tex,275,(3.1),numeric_label,RESOLVED,fga.149.s3.eq.3-1,1
ref.en.000233,en,fga.149.s3,en/149.tex,300,(3.2),numeric_label,RESOLVED,fga.149.s3.eq.3-2,1
ref.en.000234,en,fga.149.s3,en/149.tex,351,(3.3),numeric_label,RESOLVED,fga.149.s3.eq.3-3,1
ref.en.000235,en,fga.149.s3,en/149.tex,351,(3.4),numeric_label,RESOLVED,fga.149.s3.eq.3-4,1
ref.en.000236,en,fga.149.s3,en/149.tex,351,(3.2),numeric_label,RESOLVED,fga.149.s3.eq.3-2,1
ref.en.000237,en,fga.149.s3.proposition.4,en/149.tex,361,(3.1),numeric_label,RESOLVED,fga.149.s3.eq.3-1,1
ref.en.000238,en,fga.149.s3.corollary.2,en/149.tex,420,(3.6 bis),numeric_label,RESOLVED,fga.149.s3.corollary.2.eq.3-6-bis,1
ref.en.000239,en,fga.149.s3.proposition.5,en/149.tex,474,(3.7),numeric_label,RESOLVED,fga.149.s3.proposition.5.eq.3-7,1
ref.en.000240,en,fga.149.s4.lemma.1,en/149.tex,521,(4.1),numeric_label,RESOLVED,fga.149.s4.lemma.1.eq.4-1,1
ref.en.000241,en,fga.149.s4.lemma.1,en/149.tex,522,(3.8),numeric_label,RESOLVED,fga.149.s3.corollary.u.n01.eq.3-8,1
ref.en.000242,en,fga.149.s4.lemma.1,en/149.tex,534,(4.1 bis),numeric_label,RESOLVED,fga.149.s4.lemma.1.eq.4-1-bis,1
ref.en.000243,en,fga.149.s4.lemma.1,en/149.tex,549,(4.1),numeric_label,RESOLVED,fga.149.s4.lemma.1.eq.4-1,1
ref.en.000244,en,fga.149.s4.theorem.1,en/149.tex,603,(4.3),numeric_label,RESOLVED,fga.149.s4.lemma.1.eq.4-3,1
ref.en.000245,en,fga.149.s4.theorem.1,en/149.tex,664,(4.5),numeric_label,RESOLVED,fga.149.s4.theorem.1.eq.4-5,1
ref.en.000246,en,fga.149.s4.theorem.1,en/149.tex,665,(4.3),numeric_label,RESOLVED,fga.149.s4.lemma.1.eq.4-3,1
ref.en.000247,en,fga.149.s4.theorem.1,en/149.tex,680,(4.5),numeric_label,RESOLVED,fga.149.s4.theorem.1.eq.4-5,1
ref.en.000248,en,fga.149.s4.theorem.1,en/149.tex,681,(4.6),numeric_label,RESOLVED,fga.149.s4.theorem.1.eq.4-6,1
ref.en.000249,en,fga.149.s4.theorem.1,en/149.tex,690,(4.4),numeric_label,RESOLVED,fga.149.s4.theorem.1.eq.4-4,1
ref.en.000250,en,fga.149.s4.theorem.1,en/149.tex,690,(4.7),numeric_label,RESOLVED,fga.149.s4.theorem.1.eq.4-7,1
ref.en.000251,en,fga.149.s4.corollary.1,en/149.tex,716,(4.8),numeric_label,RESOLVED,fga.149.s4.theorem.1.eq.4-8,1
ref.en.000252,en,fga.149.s5.theorem.3,en/149.tex,773,(5.2),numeric_label,RESOLVED,fga.149.s5.theorem.2.eq.5-2,1
ref.en.000253,en,fga.149.s5.corollary.u.n01,en/149.tex,794,(5.1),numeric_label,RESOLVED,fga.149.s5.theorem.2.eq.5-1,1
ref.en.000254,en,fga.149.s5.corollary.u.n01,en/149.tex,819,(5.3 bis),numeric_label,RESOLVED,fga.149.s5.corollary.u.n01.eq.5-3-bis,1
ref.en.000255,en,fga.149.s5.corollary.u.n01,en/149.tex,820,(5.3),numeric_label,RESOLVED,fga.149.s5.corollary.u.n01.eq.5-3,1
ref.en.000256,en,fga.149.s5.corollary.u.n01,en/149.tex,821,(5.3 bis),numeric_label,RESOLVED,fga.149.s5.corollary.u.n01.eq.5-3-bis,1
ref.en.000257,en,fga.149.s5.corollary.u.n01,en/149.tex,821,(5.3),numeric_label,RESOLVED,fga.149.s5.corollary.u.n01.eq.5-3,1
ref.en.000258,en,fga.149.s5.corollary.u.n01,en/149.tex,821,(5.4),numeric_label,RESOLVED,fga.149.s5.corollary.u.n01.eq.5-4,1
ref.en.000259,en,fga.149.s5.corollary.u.n01,en/149.tex,822,(5.5),numeric_label,RESOLVED,fga.149.s5.corollary.u.n01.eq.5-5,1
ref.en.000260,en,fga.149.s5.corollary.u.n01,en/149.tex,823,(4.2),numeric_label,RESOLVED,fga.149.s4.lemma.1.eq.4-2,1
ref.en.000261,en,fga.149.s5.lemma.2,en/149.tex,841,(5.1),numeric_label,RESOLVED,fga.149.s5.theorem.2.eq.5-1,1
ref.en.000262,en,fga.149.s5.lemma.5,en/149.tex,895,(5.2 bis),numeric_label,RESOLVED,fga.149.s5.corollary.u.n01.eq.5-2-bis,1
ref.en.000263,en,fga.149.s5.lemma.5,en/149.tex,899,(5.2 bis),numeric_label,RESOLVED,fga.149.s5.corollary.u.n01.eq.5-2-bis,1
ref.en.000264,en,fga.149.s5.lemma.5,en/149.tex,901,(5.2 bis),numeric_label,RESOLVED,fga.149.s5.corollary.u.n01.eq.5-2-bis,1
ref.en.000265,en,fga.149.s5.lemma.5,en/149.tex,926,(5.6),numeric_label,RESOLVED,fga.149.s5.lemma.5.eq.5-6,1
ref.en.000266,en,fga.149.s5.lemma.5,en/149.tex,926,(5.2 bis),numeric_label,RESOLVED,fga.149.s5.corollary.u.n01.eq.5-2-bis,1
ref.en.000267,en,fga.149.s5.lemma.5,en/149.tex,927,(5.7),numeric_label,RESOLVED,fga.149.s5.lemma.5.eq.5-7,1
ref.en.000268,en,fga.149.s5.lemma.5,en/149.tex,927,(5.2 bis),numeric_label,RESOLVED,fga.149.s5.corollary.u.n01.eq.5-2-bis,1
ref.en.000269,en,fga.149.s5.lemma.5,en/149.tex,929,(5.2 bis),numeric_label,RESOLVED,fga.149.s5.corollary.u.n01.eq.5-2-bis,1
ref.en.000270,en,fga.149.s6,en/149.tex,950,(5.6),numeric_label,RESOLVED,fga.149.s5.lemma.5.eq.5-6,1
ref.en.000271,en,fga.149.s6,en/149.tex,963,(6.1),numeric_label,RESOLVED,fga.149.s6.eq.6-1,1
ref.en.000272,en,fga.149.s6,en/149.tex,968,(6.2),numeric_label,RESOLVED,fga.149.s6.eq.6-2,1
ref.en.000273,en,fga.149.s6,en/149.tex,983,(6.3),numeric_label,RESOLVED,fga.149.s6.eq.6-3,1
ref.en.000274,en,fga.149.s6,en/149.tex,989,(5.2),numeric_label,RESOLVED,fga.149.s5.theorem.2.eq.5-2,1
ref.en.000275,en,fga.149.s6,en/149.tex,990,(6.1),numeric_label,RESOLVED,fga.149.s6.eq.6-1,1
ref.en.000276,en,fga.149.s6.theorem.3-bis,en/149.tex,995,(6.5),numeric_label,RESOLVED,fga.149.s6.eq.6-5,1
ref.en.000277,en,fga.149.s6.theorem.3-bis,en/149.tex,1009,(6.5),numeric_label,RESOLVED,fga.149.s6.eq.6-5,1
ref.en.000278,en,fga.149.s6.proposition.6,en/149.tex,1024,(6.6),numeric_label,RESOLVED,fga.149.s6.proposition.6.eq.6-6,1
ref.en.000279,en,fga.149.s6.proposition.6,en/149.tex,1025,(6.6),numeric_label,RESOLVED,fga.149.s6.proposition.6.eq.6-6,1
ref.en.000280,en,fga.149.s6.corollary.u.n01,en/149.tex,1044,(6.5),numeric_label,RESOLVED,fga.149.s6.eq.6-5,1
ref.en.000281,en,fga.149.s7,en/149.tex,1088,(7.3),numeric_label,RESOLVED,fga.149.s7.eq.7-3,1
ref.en.000282,en,fga.149.s8,en/149.tex,1224,(8.1),numeric_label,RESOLVED,fga.149.s8.eq.8-1,1
ref.en.000283,en,fga.149.s8,en/149.tex,1241,(8.1),numeric_label,RESOLVED,fga.149.s8.eq.8-1,1
ref.en.000284,en,fga.149.s8,en/149.tex,1249,(8.1),numeric_label,RESOLVED,fga.149.s8.eq.8-1,1
ref.en.000285,en,fga.149.s8,en/149.tex,1296,(8.2),numeric_label,RESOLVED,fga.149.s8.eq.8-2,1
ref.en.000286,en,fga.149.s8,en/149.tex,1302,(8.3),numeric_label,RESOLVED,fga.149.s8.eq.8-3,1
ref.en.000287,en,fga.149.s8,en/149.tex,1302,(8.4),numeric_label,RESOLVED,fga.149.s8.eq.8-4,1
ref.en.000288,en,fga.149.s8.theorem.6,en/149.tex,1313,(8.6),numeric_label,RESOLVED,fga.149.s8.eq.8-6,1
ref.en.000289,en,fga.149.s8.theorem.6,en/149.tex,1328,(8.2),numeric_label,RESOLVED,fga.149.s8.eq.8-2,1
ref.en.000290,en,fga.149.s8.theorem.6,en/149.tex,1331,(8.1),numeric_label,RESOLVED,fga.149.s8.eq.8-1,1
ref.en.000291,en,fga.149.s8.theorem.6,en/149.tex,1347,(8.1),numeric_label,RESOLVED,fga.149.s8.eq.8-1,1
ref.en.000292,en,fga.149.s8.theorem.6,en/149.tex,1357,(8.6),numeric_label,RESOLVED,fga.149.s8.eq.8-6,1
ref.en.000293,en,fga.149.s8.theorem.6,en/149.tex,1358,(8.8),numeric_label,RESOLVED,fga.149.s8.theorem.6.eq.8-8,1
ref.en.000294,en,fga.149.s8.theorem.6,en/149.tex,1366,(8.1),numeric_label,RESOLVED,fga.149.s8.eq.8-1,1
ref.en.000295,en,fga.149,en/149.tex,1,Exposé 149,expose,RESOLVED,fga.149,1
ref.fr.000296,fr,fga.e149,fr/e149.tex,22,[1],bibliography,UNRESOLVED,,0
ref.fr.000297,fr,fga.e149,fr/e149.tex,22,EGA,siglum,RESOLVED,ext.ega,1
ref.fr.000298,fr,fga.e149,fr/e149.tex,24,EGA,siglum,RESOLVED,ext.ega,1
ref.fr.000299,fr,fga.e149,fr/e149.tex,23,SGA,siglum,RESOLVED,ext.sga,1
ref.fr.000300,fr,fga.e149,fr/e149.tex,2,exposé no 149,expose,RESOLVED,fga.149,1
ref.fr.000301,fr,fga.e149,fr/e149.tex,3,exposé no 149,expose,RESOLVED,fga.149,1
ref.en.000302,en,fga.e149,en/e149.tex,21,[1],bibliography,UNRESOLVED,,0
ref.en.000303,en,fga.e149,en/e149.tex,21,EGA,siglum,RESOLVED,ext.ega,1
ref.en.000304,en,fga.e149,en/e149.tex,23,EGA,siglum,RESOLVED,ext.ega,1
ref.en.000305,en,fga.e149,en/e149.tex,22,SGA,siglum,RESOLVED,ext.sga,1
ref.en.000306,en,fga.e149,en/e149.tex,2,Exposé no. 149,expose,RESOLVED,fga.149,1
ref.en.000307,en,fga.e149,en/e149.tex,3,Exposé no. 149,expose,RESOLVED,fga.149,1
ref.fr.000308,fr,fga.182.s1,fr/182.tex,96,[2],bibliography,RESOLVED,fga.182.bib.ref.2,1
ref.fr.000309,fr,fga.182.s3.theorem.1,fr/182.tex,188,[4],bibliography,RESOLVED,fga.182.bib.ref.4,1
ref.fr.000310,fr,fga.182.s3.theorem.4,fr/182.tex,321,[1],bibliography,RESOLVED,fga.182.bib.ref.1,1
ref.fr.000311,fr,fga.182.s3,fr/182.tex,159,théorème 1,explicit_theorem,RESOLVED,fga.182.s3.theorem.1,1
ref.fr.000312,fr,fga.182.s3.theorem.1,fr/182.tex,184,théorème 1,explicit_theorem,RESOLVED,fga.182.s3.theorem.1,1
ref.fr.000313,fr,fga.182.s3.theorem.2,fr/182.tex,193,théorème 1,explicit_theorem,RESOLVED,fga.182.s3.theorem.1,1
ref.fr.000314,fr,fga.182.s3.corollary.1,fr/182.tex,208,théorème 1,explicit_theorem,RESOLVED,fga.182.s3.theorem.1,1
ref.fr.000315,fr,fga.182.s3.corollary.1,fr/182.tex,209,théorème 2,explicit_theorem,RESOLVED,fga.182.s3.theorem.2,1
ref.fr.000316,fr,fga.182.s3.corollary.1,fr/182.tex,209,corollaire 1,explicit_corollary,AMBIGUOUS,,9
ref.fr.000317,fr,fga.182.s3.theorem.3,fr/182.tex,254,théorème 2,explicit_theorem,RESOLVED,fga.182.s3.theorem.2,1
ref.fr.000318,fr,fga.182.s3.theorem.3,fr/182.tex,254,corollaire 3,explicit_corollary,AMBIGUOUS,,6
ref.fr.000319,fr,fga.182.s3.corollary.1.n02,fr/182.tex,263,corollaire 1,explicit_corollary,AMBIGUOUS,,9
ref.fr.000320,fr,fga.182.s3.theorem.4,fr/182.tex,308,théorème 4,explicit_theorem,RESOLVED,fga.182.s3.theorem.4,1
ref.fr.000321,fr,fga.182.s3.theorem.4,fr/182.tex,310,théorème 4,explicit_theorem,RESOLVED,fga.182.s3.theorem.4,1
ref.fr.000322,fr,fga.182.s3.theorem.4,fr/182.tex,311,proposition 3,explicit_proposition,RESOLVED,fga.182.s6.proposition.3,1
ref.fr.000323,fr,fga.182.s3.theorem.4,fr/182.tex,316,théorème 1,explicit_theorem,RESOLVED,fga.182.s3.theorem.1,1
ref.fr.000324,fr,fga.182.s4,fr/182.tex,337,corollaire 1,explicit_corollary,AMBIGUOUS,,9
ref.fr.000325,fr,fga.182.s4.corollary.2,fr/182.tex,378,corollaire 1,explicit_corollary,AMBIGUOUS,,9
ref.fr.000326,fr,fga.182.s4.theorem.6,fr/182.tex,392,théorème 6,explicit_theorem,RESOLVED,fga.182.s4.theorem.6,1
ref.fr.000327,fr,fga.182.s5,fr/182.tex,414,théorème 2,explicit_theorem,RESOLVED,fga.182.s3.theorem.2,1
ref.fr.000328,fr,fga.182.s5,fr/182.tex,416,théorème 2,explicit_theorem,RESOLVED,fga.182.s3.theorem.2,1
ref.fr.000329,fr,fga.182.s5.proposition.1,fr/182.tex,436,proposition 1,explicit_proposition,RESOLVED,fga.182.s5.proposition.1,1
ref.fr.000330,fr,fga.182.s5.proposition.2,fr/182.tex,485,corollaire 3,explicit_corollary,AMBIGUOUS,,6
ref.fr.000331,fr,fga.182.s5.proposition.2,fr/182.tex,488,proposition 2,explicit_proposition,RESOLVED,fga.182.s5.proposition.2,1
ref.fr.000332,fr,fga.182.s6,fr/182.tex,525,théorème 7,explicit_theorem,RESOLVED,fga.182.s5.theorem.7,1
ref.fr.000333,fr,fga.182.s6,fr/182.tex,526,théorème 3,explicit_theorem,RESOLVED,fga.182.s3.theorem.3,1
ref.fr.000334,fr,fga.182.s6.proposition.3,fr/182.tex,551,théorème 3,explicit_theorem,RESOLVED,fga.182.s3.theorem.3,1
ref.fr.000335,fr,fga.182.s6.theorem.8,fr/182.tex,603,théorème 8,explicit_theorem,RESOLVED,fga.182.s6.theorem.8,1
ref.fr.000336,fr,fga.182.s6.corollary.1.n02,fr/182.tex,626,théorème 8,explicit_theorem,RESOLVED,fga.182.s6.theorem.8,1
ref.fr.000337,fr,fga.182.s6.corollary.1.n03,fr/182.tex,692,théorème 3,explicit_theorem,RESOLVED,fga.182.s3.theorem.3,1
ref.fr.000338,fr,fga.182.s6.corollary.1.n03,fr/182.tex,692,corollaire 2,explicit_corollary,AMBIGUOUS,,8
ref.fr.000339,fr,fga.182.s6.corollary.2.n02,fr/182.tex,698,proposition 3,explicit_proposition,RESOLVED,fga.182.s6.proposition.3,1
ref.fr.000340,fr,fga.182.s6.corollary.2.n02,fr/182.tex,698,corollaire 1,explicit_corollary,AMBIGUOUS,,9
ref.fr.000341,fr,fga.182.s6.corollary.3.n02,fr/182.tex,708,théorème 9,explicit_theorem,RESOLVED,fga.182.s6.theorem.9,1
ref.fr.000342,fr,fga.182.s6.corollary.3.n02,fr/182.tex,708,théorème 4,explicit_theorem,RESOLVED,fga.182.s3.theorem.4,1
ref.fr.000343,fr,fga.182.s6.remark.u.n01,fr/182.tex,737,théorème 3,explicit_theorem,RESOLVED,fga.182.s3.theorem.3,1
ref.fr.000344,fr,fga.182.s6.remark.u.n01,fr/182.tex,749,corollaire 1,explicit_corollary,AMBIGUOUS,,9
ref.fr.000345,fr,fga.182.s6.remark.u.n01,fr/182.tex,754,proposition 2,explicit_proposition,RESOLVED,fga.182.s5.proposition.2,1
ref.fr.000346,fr,fga.182.s7,fr/182.tex,779,théorème 8,explicit_theorem,RESOLVED,fga.182.s6.theorem.8,1
ref.fr.000347,fr,fga.182.s7,fr/182.tex,787,théorème 10,explicit_theorem,RESOLVED,fga.182.s7.theorem.10,1
ref.fr.000348,fr,fga.182.s7,fr/182.tex,792,théorème 9,explicit_theorem,RESOLVED,fga.182.s6.theorem.9,1
ref.fr.000349,fr,fga.182.s7.theorem.10,fr/182.tex,866,théorème 4,explicit_theorem,RESOLVED,fga.182.s3.theorem.4,1
ref.fr.000350,fr,fga.182.s8.lemma.5,fr/182.tex,1017,lemme 3,explicit_lemma,RESOLVED,fga.182.s8.lemma.3,1
ref.fr.000351,fr,fga.182.s8.lemma.5,fr/182.tex,1019,lemme 4,explicit_lemma,RESOLVED,fga.182.s8.lemma.4,1
ref.fr.000352,fr,fga.182.s8.proposition.4,fr/182.tex,1030,théorème 2,explicit_theorem,RESOLVED,fga.182.s3.theorem.2,1
ref.fr.000353,fr,fga.182.s8.proposition.4,fr/182.tex,1033,lemme 1,explicit_lemma,RESOLVED,fga.182.s8.lemma.1,1
ref.fr.000354,fr,fga.182.s8.remark.u.n01,fr/182.tex,1052,théorème 5,explicit_theorem,RESOLVED,fga.182.s4.theorem.5,1
ref.fr.000355,fr,fga.182.s8.remark.u.n01,fr/182.tex,1054,théorème 5,explicit_theorem,RESOLVED,fga.182.s4.theorem.5,1
ref.fr.000356,fr,fga.182.s8.remark.u.n01,fr/182.tex,1075,lemme 3,explicit_lemma,RESOLVED,fga.182.s8.lemma.3,1
ref.fr.000357,fr,fga.182.s8.theorem.11,fr/182.tex,1085,lemme 3,explicit_lemma,RESOLVED,fga.182.s8.lemma.3,1
ref.fr.000358,fr,fga.182.s8.theorem.11,fr/182.tex,1085,théorème 2,explicit_theorem,RESOLVED,fga.182.s3.theorem.2,1
ref.fr.000359,fr,fga.182.s8.corollary.1,fr/182.tex,1093,théorème 11,explicit_theorem,RESOLVED,fga.182.s8.theorem.11,1
ref.fr.000360,fr,fga.182.s8.corollary.1,fr/182.tex,1095,corollaire 1,explicit_corollary,AMBIGUOUS,,9
ref.fr.000361,fr,fga.182.s8.corollary.1,fr/182.tex,1096,lemme 4,explicit_lemma,RESOLVED,fga.182.s8.lemma.4,1
ref.fr.000362,fr,fga.182.s8.corollary.2,fr/182.tex,1110,théorème 11,explicit_theorem,RESOLVED,fga.182.s8.theorem.11,1
ref.fr.000363,fr,fga.182.s8.corollary.2,fr/182.tex,1115,lemme 3,explicit_lemma,RESOLVED,fga.182.s8.lemma.3,1
ref.fr.000364,fr,fga.182.s8.corollary.2,fr/182.tex,1116,théorème 11,explicit_theorem,RESOLVED,fga.182.s8.theorem.11,1
ref.fr.000365,fr,fga.182.s8.corollary.2,fr/182.tex,1118,proposition 4,explicit_proposition,RESOLVED,fga.182.s8.proposition.4,1
ref.fr.000366,fr,fga.182.s8.corollary.3,fr/182.tex,1132,corollaire 3,explicit_corollary,AMBIGUOUS,,6
ref.fr.000367,fr,fga.182.s8.remark.u.n02,fr/182.tex,1177,proposition 4,explicit_proposition,RESOLVED,fga.182.s8.proposition.4,1
ref.fr.000368,fr,fga.182.s8.remark.u.n02,fr/182.tex,1178,corollaire 4,explicit_corollary,AMBIGUOUS,,3
ref.fr.000369,fr,fga.182.s8.remark.u.n02,fr/182.tex,1192,théorème 12,explicit_theorem,RESOLVED,fga.182.s8.theorem.12,1
ref.fr.000370,fr,fga.182.s8.remark.u.n02,fr/182.tex,1195,théorème 11,explicit_theorem,RESOLVED,fga.182.s8.theorem.11,1
ref.fr.000371,fr,fga.182.s8.remark.u.n02,fr/182.tex,1196,théorème 3,explicit_theorem,RESOLVED,fga.182.s3.theorem.3,1
ref.fr.000372,fr,fga.182.s8.lemma.6,fr/182.tex,1204,théorème 8,explicit_theorem,RESOLVED,fga.182.s6.theorem.8,1
ref.fr.000373,fr,fga.182.s8.lemma.6,fr/182.tex,1205,théorème 3,explicit_theorem,RESOLVED,fga.182.s3.theorem.3,1
ref.fr.000374,fr,fga.182.s8.corollary.1.n02,fr/182.tex,1218,lemme 5,explicit_lemma,RESOLVED,fga.182.s8.lemma.5,1
ref.fr.000375,fr,fga.182.s8.corollary.2.n02,fr/182.tex,1247,théorème 9,explicit_theorem,RESOLVED,fga.182.s6.theorem.9,1
ref.fr.000376,fr,fga.182.s8.corollary.2.n02,fr/182.tex,1247,corollaire 4,explicit_corollary,AMBIGUOUS,,3
ref.fr.000377,fr,fga.182.s8.corollary.5.n02,fr/182.tex,1321,corollaire 5,explicit_corollary,AMBIGUOUS,,2
ref.fr.000378,fr,fga.182.s8.theorem.13,fr/182.tex,1335,théorème 12,explicit_theorem,RESOLVED,fga.182.s8.theorem.12,1
ref.fr.000379,fr,fga.182.s8.theorem.13,fr/182.tex,1335,corollaire 2,explicit_corollary,AMBIGUOUS,,8
ref.fr.000380,fr,fga.182.s8.corollary.1.n03,fr/182.tex,1349,théorème 13,explicit_theorem,RESOLVED,fga.182.s8.theorem.13,1
ref.fr.000381,fr,fga.182.s8.theorem.14,fr/182.tex,1357,théorème 13,explicit_theorem,RESOLVED,fga.182.s8.theorem.13,1
ref.fr.000382,fr,fga.182.s8.theorem.14,fr/182.tex,1369,théorème 13,explicit_theorem,RESOLVED,fga.182.s8.theorem.13,1
ref.fr.000383,fr,fga.182.s8.theorem.14,fr/182.tex,1370,corollaire 4,explicit_corollary,AMBIGUOUS,,3
ref.fr.000384,fr,fga.182.s8.theorem.14,fr/182.tex,1370,théorème 12,explicit_theorem,RESOLVED,fga.182.s8.theorem.12,1
ref.fr.000385,fr,fga.182.s8.theorem.14,fr/182.tex,1370,théorème 9,explicit_theorem,RESOLVED,fga.182.s6.theorem.9,1
ref.fr.000386,fr,fga.182.s8.theorem.14,fr/182.tex,1370,corollaire 3,explicit_corollary,AMBIGUOUS,,6
ref.fr.000387,fr,fga.182.s8.corollary.u.n01,fr/182.tex,1391,théorème 9,explicit_theorem,RESOLVED,fga.182.s6.theorem.9,1
ref.fr.000388,fr,fga.182.s8.remark.u.n03,fr/182.tex,1400,théorème 12,explicit_theorem,RESOLVED,fga.182.s8.theorem.12,1
ref.fr.000389,fr,fga.182.s8.remark.u.n03,fr/182.tex,1401,corollaire 2,explicit_corollary,AMBIGUOUS,,8
ref.fr.000390,fr,fga.182.s8.remark.u.n03,fr/182.tex,1404,lemme 6,explicit_lemma,RESOLVED,fga.182.s8.lemma.6,1
ref.fr.000391,fr,fga.182.s8.remark.u.n03,fr/182.tex,1406,remarque 2,explicit_remark,UNRESOLVED,,0
ref.fr.000392,fr,fga.182.s8.remark.u.n03,fr/182.tex,1407,théorème 11,explicit_theorem,RESOLVED,fga.182.s8.theorem.11,1
ref.fr.000393,fr,fga.182.s4.theorem.6,fr/182.tex,387,SGA,siglum,RESOLVED,ext.sga,1
