target_id,target_type,display_fr,display_en,scope,item,label,source_pages,authority
fga.182.s6.remark.u.n01,remark,Remarque,Remark,internal,182,,206--207,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s6.remark.u.n01.item.1,subitem,Sous-item 1),Subitem 1),internal,182,1),206--206,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s6.remark.u.n01.item.2,subitem,Sous-item 2),Subitem 2),internal,182,2),206--206,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s6.remark.u.n01.item.3,subitem,Sous-item 3),Subitem 3),internal,182,3),207--207,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s7,section,Application à la « Théorie des modules »,Application to the theory of moduli,internal,182,7,207--209,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s7.eq.star,equation,Équation *,Equation *,internal,182,*,208--208,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s7.theorem.10,theorem,Théorème 10,Theorem 10,internal,182,10,209--209,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s7.theorem.10.eq.u.n01,equation,Équation non numérotée,Equation unnumbered,internal,182,,209--209,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8,section,Application au groupe fondamental,Application to the fundamental group,internal,182,8,209--220,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.item.i,subitem,Sous-item i.,Subitem i.,internal,182,i.,209--209,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.item.ii,subitem,Sous-item ii.,Subitem ii.,internal,182,ii.,209--209,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.item.iii,subitem,Sous-item iii.,Subitem iii.,internal,182,iii.,209--209,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.eq.u.n01,equation,Équation non numérotée,Equation unnumbered,internal,182,,209--209,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.lemma.1,lemma,Lemme 1,Lemma 1,internal,182,1,211--211,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.lemma.2,lemma,Lemme 2,Lemma 2,internal,182,2,211--211,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.lemma.3,lemma,Lemme 3,Lemma 3,internal,182,3,211--212,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.lemma.3.item.i,subitem,Sous-item i.,Subitem i.,internal,182,i.,211--211,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.lemma.3.item.ii,subitem,Sous-item ii.,Subitem ii.,internal,182,ii.,211--211,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.lemma.3.item.i-bis,subitem,Sous-item i bis.,Subitem i bis.,internal,182,i bis.,211--211,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.lemma.4,lemma,Lemme 4,Lemma 4,internal,182,4,212--212,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.lemma.5,lemma,Lemme 5,Lemma 5,internal,182,5,212--212,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.lemma.5.eq.u.n01,equation,Équation non numérotée,Equation unnumbered,internal,182,,212--212,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.proposition.4,proposition,Proposition 4,Proposition 4,internal,182,4,212--213,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.remark.u.n01,remark,Remarque,Remark,internal,182,,213--213,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.remark.u.n01.eq.i,equation,Équation i,Equation i,internal,182,i,213--213,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.remark.u.n01.eq.star,equation,Équation *,Equation *,internal,182,*,213--213,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.remark.u.n01.item.ii,subitem,Sous-item (ii),Subitem (ii),internal,182,(ii),213--213,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.remark.u.n01.item.iii,subitem,Sous-item (iii),Subitem (iii),internal,182,(iii),213--213,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.theorem.11,theorem,Théorème 11,Theorem 11,internal,182,11,213--214,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.corollary.1,corollary,Corollaire 1,Corollary 1,internal,182,1,214--214,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.corollary.1.eq.u.n01,equation,Équation non numérotée,Equation unnumbered,internal,182,,214--214,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.corollary.2,corollary,Corollaire 2,Corollary 2,internal,182,2,214--214,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.corollary.3,corollary,Corollaire 3,Corollary 3,internal,182,3,214--215,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.corollary.4,corollary,Corollaire 4,Corollary 4,internal,182,4,215--215,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.corollary.4.eq.u.n01,equation,Équation non numérotée,Equation unnumbered,internal,182,,215--215,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.corollary.5,corollary,Corollaire 5,Corollary 5,internal,182,5,215--215,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.corollary.5.eq.u.n01,equation,Équation non numérotée,Equation unnumbered,internal,182,,215--215,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.corollary.6,corollary,Corollaire 6,Corollary 6,internal,182,6,215--215,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.remark.u.n02,remark,Remarque,Remark,internal,182,,215--216,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.remark.u.n02.item.1,subitem,Sous-item 1),Subitem 1),internal,182,1),215--215,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.remark.u.n02.eq.u.n01,equation,Équation non numérotée,Equation unnumbered,internal,182,,215--215,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.remark.u.n02.item.2,subitem,Sous-item 2),Subitem 2),internal,182,2),216--216,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.lemma.6,lemma,Lemme 6,Lemma 6,internal,182,6,216--216,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.theorem.12,theorem,Théorème 12,Theorem 12,internal,182,12,216--216,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.corollary.1.n02,corollary,Corollaire 1,Corollary 1,internal,182,1,216--216,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.corollary.1.n02.eq.u.n01,equation,Équation non numérotée,Equation unnumbered,internal,182,,216--216,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.corollary.2.n02,corollary,Corollaire 2,Corollary 2,internal,182,2,216--217,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.corollary.3.n02,corollary,Corollaire 3,Corollary 3,internal,182,3,217--217,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.corollary.4.n02,corollary,Corollaire 4,Corollary 4,internal,182,4,217--218,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.corollary.4.n02.eq.u.n01,equation,Équation non numérotée,Equation unnumbered,internal,182,,217--217,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.corollary.5.n02,corollary,Corollaire 5,Corollary 5,internal,182,5,218--218,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.theorem.13,theorem,Théorème 13,Theorem 13,internal,182,13,218--219,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.corollary.1.n03,corollary,Corollaire 1,Corollary 1,internal,182,1,219--219,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.theorem.14,theorem,Théorème 14,Theorem 14,internal,182,14,219--219,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.theorem.14.eq.u.n01,equation,Équation non numérotée,Equation unnumbered,internal,182,,219--219,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.theorem.14.eq.u.n02,equation,Équation non numérotée,Equation unnumbered,internal,182,,219--219,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.corollary.u.n01,corollary,Corollaire,Corollary,internal,182,,219--220,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.corollary.u.n01.eq.u.n01,equation,Équation non numérotée,Equation unnumbered,internal,182,,219--219,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.remark.u.n03,remark,Remarque,Remark,internal,182,,220--220,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.remark.u.n03.item.1,subitem,Sous-item 1),Subitem 1),internal,182,1),220--220,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.s8.remark.u.n03.item.2,subitem,Sous-item 2),Subitem 2),internal,182,2),220--220,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.bib,bibliography,Bibliographie,Bibliographie,internal,182,,220--220,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.bib.ref.1,bibliography_item,Référence [1],Reference [1],internal,182,1,220--220,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.bib.ref.2,bibliography_item,Référence [2],Reference [2],internal,182,2,220--220,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.bib.ref.3,bibliography_item,Référence [3],Reference [3],internal,182,3,220--220,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.182.bib.ref.4,bibliography_item,Référence [4],Reference [4],internal,182,4,220--220,SB_1958-1960__5__193_0 AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1
fga.e182,erratum,Erratum à l'exposé no 182,Erratum to Exposé no. 182,internal,e182,e182,298--299,SB_1961-1962__7__298_2 C2E6779AB467A5E31BA42CF21E3EE65540990D0775A6133CF0A9126D78578D3C
fga.e182.p298,source_page,Page source 298,Source page 298,internal,e182,298,298--298,SB_1961-1962__7__298_2 C2E6779AB467A5E31BA42CF21E3EE65540990D0775A6133CF0A9126D78578D3C
fga.e182.p299,source_page,Page source 299,Source page 299,internal,e182,299,299--299,SB_1961-1962__7__298_2 C2E6779AB467A5E31BA42CF21E3EE65540990D0775A6133CF0A9126D78578D3C
fga.e182.item.u.n01,subitem,2. Géométrie formelle et géométrie algébrique.,2. Formal geometry and algebraic geometry.,internal,e182,,298--298,SB_1961-1962__7__298_2 C2E6779AB467A5E31BA42CF21E3EE65540990D0775A6133CF0A9126D78578D3C
fga.e182.item.u.n02,subitem,"Page 8, théorème 6.","Page 8, Theorem 6.",internal,e182,,298--298,SB_1961-1962__7__298_2 C2E6779AB467A5E31BA42CF21E3EE65540990D0775A6133CF0A9126D78578D3C
fga.e182.item.u.n03,subitem,"Page 12, et page 14, remarque 1.","Page 12, and page 14, Remark 1.",internal,e182,,299--299,SB_1961-1962__7__298_2 C2E6779AB467A5E31BA42CF21E3EE65540990D0775A6133CF0A9126D78578D3C
fga.e182.item.u.n04,subitem,"Page 15, remarques 2 et 3.","Page 15, Remarks 2 and 3.",internal,e182,,299--299,SB_1961-1962__7__298_2 C2E6779AB467A5E31BA42CF21E3EE65540990D0775A6133CF0A9126D78578D3C
fga.e182.item.u.n05,subitem,"Page 16, ligne 3.","Page 16, line 3.",internal,e182,,299--299,SB_1961-1962__7__298_2 C2E6779AB467A5E31BA42CF21E3EE65540990D0775A6133CF0A9126D78578D3C
fga.e182.item.u.n06,subitem,"Page 23, ligne 12, 1re ligne du corollaire 5.","Page 23, line 12, first line of Corollary 5.",internal,e182,,299--299,SB_1961-1962__7__298_2 C2E6779AB467A5E31BA42CF21E3EE65540990D0775A6133CF0A9126D78578D3C
fga.190,expose,Exposé 190 – Technique de descente I,Exposé 190 – Descent Technique I,internal,190,190,299--327,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.p299,source_page,Page source 299,Source page 299,internal,190,299,299--299,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.p300,source_page,Page source 300,Source page 300,internal,190,300,300--300,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.p301,source_page,Page source 301,Source page 301,internal,190,301,301--301,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.p302,source_page,Page source 302,Source page 302,internal,190,302,302--302,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.p303,source_page,Page source 303,Source page 303,internal,190,303,303--303,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.p304,source_page,Page source 304,Source page 304,internal,190,304,304--304,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.p305,source_page,Page source 305,Source page 305,internal,190,305,305--305,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.p306,source_page,Page source 306,Source page 306,internal,190,306,306--306,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.p307,source_page,Page source 307,Source page 307,internal,190,307,307--307,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.p308,source_page,Page source 308,Source page 308,internal,190,308,308--308,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.p309,source_page,Page source 309,Source page 309,internal,190,309,309--309,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.p310,source_page,Page source 310,Source page 310,internal,190,310,310--310,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.p311,source_page,Page source 311,Source page 311,internal,190,311,311--311,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.p312,source_page,Page source 312,Source page 312,internal,190,312,312--312,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.p313,source_page,Page source 313,Source page 313,internal,190,313,313--313,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.p314,source_page,Page source 314,Source page 314,internal,190,314,314--314,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.p315,source_page,Page source 315,Source page 315,internal,190,315,315--315,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.p316,source_page,Page source 316,Source page 316,internal,190,316,316--316,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.p317,source_page,Page source 317,Source page 317,internal,190,317,317--317,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.p318,source_page,Page source 318,Source page 318,internal,190,318,318--318,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.p319,source_page,Page source 319,Source page 319,internal,190,319,319--319,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.p320,source_page,Page source 320,Source page 320,internal,190,320,320--320,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.p321,source_page,Page source 321,Source page 321,internal,190,321,321--321,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.p322,source_page,Page source 322,Source page 322,internal,190,322,322--322,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.p323,source_page,Page source 323,Source page 323,internal,190,323,323--323,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.p324,source_page,Page source 324,Source page 324,internal,190,324,324--324,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.p325,source_page,Page source 325,Source page 325,internal,190,325,325--325,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.p326,source_page,Page source 326,Source page 326,internal,190,326,326--326,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.p327,source_page,Page source 327,Source page 327,internal,190,327,327--327,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.sa,section,Préliminaires sur les catégories,Preliminaries on categories,internal,190,A,300--314,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.sa.result.1-1,result,A. Définition 1.1,A. Definition 1.1,internal,190,1.1,300--300,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.sa.result.1-1.eq.u.n01,equation,Équation non numérotée,Equation unnumbered,internal,190,,300--300,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.sa.result.1-1.eq.u.n02,equation,Équation non numérotée,Equation unnumbered,internal,190,,300--300,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.sa.result.1-1.item.i,subitem,Sous-item (i),Subitem (i),internal,190,(i),300--300,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.sa.result.1-1.item.ii,subitem,Sous-item (ii),Subitem (ii),internal,190,(ii),300--300,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.sa.result.1-1.item.iii,subitem,Sous-item (iii),Subitem (iii),internal,190,(iii),300--300,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.sa.result.1-1.eq.u.n03,equation,Équation non numérotée,Equation unnumbered,internal,190,,300--300,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.sa.result.1-1.diag.n01,diagram,Diagramme TeX natif,Native TeX diagram,internal,190,,300--300,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.sa.result.1,result,Exemple 1,Example 1,internal,190,1,300--300,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.sa.result.2,result,Exemple 2,Example 2,internal,190,2,300--301,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.sa.result.1-2,result,B. Définition 1.2,B. Definition 1.2,internal,190,1.2,301--301,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.sa.result.1-2.eq.u.n01,equation,Équation non numérotée,Equation unnumbered,internal,190,,301--301,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.sa.definition.1-3,definition,Définition 1.3,Definition 1.3,internal,190,1.3,301--301,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.sa.definition.1-3.eq.plus,equation,Équation +,Equation +,internal,190,+,301--301,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.sa.definition.1-3.eq.plusprime,equation,Équation +',Equation +',internal,190,+',301--301,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.sa.definition.1-4,definition,Définition 1.4,Definition 1.4,internal,190,1.4,301--302,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.sa.definition.1-4.eq.u.n01,equation,Équation non numérotée,Equation unnumbered,internal,190,,301--301,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.sa.definition.1-4.diag.n01,diagram,Diagramme TeX natif,Native TeX diagram,internal,190,,301--301,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.sa.definition.1-4.eq.u.n02,equation,Équation non numérotée,Equation unnumbered,internal,190,,302--302,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.sa.definition.1-4.eq.u.n03,equation,Équation non numérotée,Equation unnumbered,internal,190,,302--302,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.sa.definition.1-5,definition,Définition 1.5,Definition 1.5,internal,190,1.5,302--303,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.sa.definition.1-5.item.c,subitem,Sous-item c.,Subitem c.,internal,190,c.,302--302,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
fga.190.sa.definition.1-5.eq.u.n01,equation,Équation non numérotée,Equation unnumbered,internal,190,,302--302,SB_1958-1960__5__299_0 D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5
