edge_id,source_id,relation,target_id,confidence,evidence,provenance,official_stacks_tag
edge.001788,fga.190.sa.definition.2-4,references,fga.190.sa.definition.1-7,high,Definition 1.7,en/190.tex:352,
edge.001789,fga.190.sa.remark.u.n01,references,fga.190.sa.definition.1-7,high,Definition 1.7,en/190.tex:677,
edge.001790,fga.190.sa.remark.u.n01,references,fga.190.sa.definition.1-6,high,Definition 1.6,en/190.tex:691,
edge.001791,fga.190.sb.theorem.1,references,fga.190.sa.definition.1-7,high,Definition 1.7,en/190.tex:894,
edge.001792,fga.190.sb.theorem.1,references,fga.190.sa.definition.1-6,high,Definition 1.6,en/190.tex:911,
edge.001793,fga.190.sb.corollary.1,references,fga.190.sb.definition.1-1,high,Definition 1.1,en/190.tex:928,
edge.001794,fga.190.sb.corollary.2,references,fga.190.sb.corollary.1,high,Corollary 1,en/190.tex:930,
edge.001795,fga.190.sb.corollary.2,references,fga.190.sb.theorem.1,high,Theorem 1,en/190.tex:936,
edge.001796,fga.190.sb.corollary.2,references,fga.190.sb.corollary.1,high,Corollary 1,en/190.tex:940,
edge.001797,fga.190.sb.corollary.u.n01,references,fga.190.sb.theorem.1,high,Theorem 1,en/190.tex:968,
edge.001798,fga.190.sb.corollary.u.n01,references,fga.190.sb.theorem.1,high,Theorem 1,en/190.tex:972,
edge.001799,fga.190.sb.theorem.2,references,fga.190.sb.theorem.1,high,Theorem 1,en/190.tex:982,
edge.001800,fga.190.sb.theorem.2,references,fga.190.sa.definition.2-4,high,Definition 2.4,en/190.tex:984,
edge.001801,fga.190.sb.theorem.2,references,fga.190.sa.definition.1-7,high,Definition 1.7,en/190.tex:985,
edge.001802,fga.190.sb.theorem.2,references,fga.190.sb.theorem.1,high,Theorem 1,en/190.tex:1002,
edge.001803,fga.190.sb.theorem.2,references,fga.190.sb.corollary.1,high,Corollary 1,en/190.tex:1002,
edge.001804,fga.190.sb.theorem.2,references,fga.190.sb.theorem.1,high,Theorem 1,en/190.tex:1003,
edge.001805,fga.190.sb.lemma.1-2,references,fga.190.sb.theorem.2,high,Theorem 2,en/190.tex:1010,
edge.001806,fga.190.sb.remark.u.n01,references,fga.190.sb.lemma.1-2,high,Lemma 1.2,en/190.tex:1078,
edge.001807,fga.190.sb.remark.u.n01,references,fga.190.sb.theorem.3,high,Theorem 3,en/190.tex:1267,
edge.001808,fga.190.sb.remark.u.n01,references,fga.190.sb.theorem.1,high,Theorem 1,en/190.tex:1301,
edge.001809,fga.190.sb.remark.u.n01,references,fga.190.sb.theorem.3,high,Theorem 3,en/190.tex:1399,
edge.001810,fga.190.sb.remark.u.n02,references,fga.190.sb.theorem.3,high,Theorem 3,en/190.tex:1413,
edge.001811,fga.190.sb.remark.u.n02,references,fga.190.sb.theorem.2,high,Theorem 2,en/190.tex:1478,
edge.001812,fga.190.sb.remark.u.n01,references,fga.190.sb.remark.u.n01.eq.3-1,high,(3.1),en/190.tex:1144,
edge.001813,fga.190.sb.remark.u.n01,references,fga.190.sb.remark.u.n01.eq.3-1,high,(3.1),en/190.tex:1185,
edge.001814,fga.190.sb.remark.u.n01,references,fga.190.sb.remark.u.n01.eq.3-4,high,(3.4),en/190.tex:1185,
edge.001815,fga.190.sb.remark.u.n01,references,fga.190.sb.remark.u.n01.eq.3-1,high,(3.1),en/190.tex:1203,
edge.001816,fga.190.sb.remark.u.n01,references,fga.190.sb.remark.u.n01.eq.3-4,high,(3.4),en/190.tex:1203,
edge.001817,fga.190.sb.remark.u.n01,references,fga.190.sb.remark.u.n01.eq.3-4,high,(3.4),en/190.tex:1264,
edge.001818,fga.190,references,ext.tdte,high,TDTE,en/190.tex:24,
edge.001819,fga.190,references,ext.tdte,high,TDTE,en/190.tex:25,
edge.001820,fga.190,references,fga.190,high,Exposé 190,en/190.tex:1,
edge.001821,fga.e190,references,ext.sga,high,SGA,fr/e190.tex:39,
edge.001822,fga.e190.item.u.n01,references,ext.tdte,high,TDTE,fr/e190.tex:8,
edge.001823,fga.e190,references,ext.tdte,high,TDTE,fr/e190.tex:19,
edge.001824,fga.e190,references,ext.tdte,high,TDTE,fr/e190.tex:19,
edge.001825,fga.e190,references,fga.190,high,exposé no 190,fr/e190.tex:2,
edge.001826,fga.e190,references,fga.190,high,exposé no 190,fr/e190.tex:3,
edge.001827,fga.e190,references,ext.sga,high,SGA,en/e190.tex:37,
edge.001828,fga.e190.item.u.n01,references,ext.tdte,high,TDTE,en/e190.tex:8,
edge.001829,fga.e190,references,ext.tdte,high,TDTE,en/e190.tex:17,
edge.001830,fga.e190,references,ext.tdte,high,TDTE,en/e190.tex:18,
edge.001831,fga.e190,references,fga.190,high,Exposé no. 190,en/e190.tex:2,
edge.001832,fga.e190,references,fga.190,high,Exposé no. 190,en/e190.tex:3,
edge.001833,fga.195.sa.proposition.1-1,references,fga.195.bib.ref.1,high,[1],fr/195.tex:59,
edge.001834,fga.195.sa.proposition.1-1,references,fga.195.bib.ref.2,high,[2],fr/195.tex:61,
edge.001835,fga.195.sa.proposition.1-1,references,fga.195.bib.ref.3,high,[3],fr/195.tex:258,
edge.001836,fga.195.sa.proposition.1-1,references,fga.195.bib.ref.3,high,[3],fr/195.tex:278,
edge.001837,fga.195.sa.corollary.u.n01,references,fga.195.bib.ref.2,high,[2],fr/195.tex:319,
edge.001838,fga.195.sa.corollary.u.n01,references,fga.195.bib.ref.4,high,[4],fr/195.tex:322,
edge.001839,fga.195.sa.corollary.u.n01,references,fga.195.bib.ref.2,high,[2],fr/195.tex:358,
edge.001840,fga.195.sb,references,fga.195.bib.ref.3,high,[3],fr/195.tex:480,
edge.001841,fga.195.sb.theorem.1,references,fga.195.bib.ref.3,high,[3],fr/195.tex:493,
edge.001842,fga.195.sb.theorem.1,references,fga.195.bib.ref.3,high,[3],fr/195.tex:516,
edge.001843,fga.195.sb.theorem.2,references,fga.195.bib.ref.3,high,[3],fr/195.tex:527,
edge.001844,fga.195.sb.theorem.2,references,fga.195.bib.ref.3,high,[3],fr/195.tex:530,
edge.001845,fga.195.sb.theorem.2,references,fga.195.bib.ref.3,high,[3],fr/195.tex:542,
edge.001846,fga.195.sb.theorem.2,references,fga.195.bib.ref.3,high,[3],fr/195.tex:544,
edge.001847,fga.195.sc.proposition.2-1,references,fga.195.bib.ref.2,high,[2],fr/195.tex:724,
edge.001848,fga.195.sc.remark.u.n01,references,fga.195.bib.ref.3,high,[3],fr/195.tex:789,
edge.001849,fga.195.sc.remark.u.n02,references,fga.195.bib.ref.3,high,[3],fr/195.tex:826,
edge.001850,fga.195.sc.remark.u.n03,references,fga.195.bib.ref.2,high,[2],fr/195.tex:889,
edge.001851,fga.195.sc.remark.u.n04,references,fga.195.bib.ref.2,high,[2],fr/195.tex:933,
edge.001852,fga.195.sc.remark.u.n04,references,fga.195.bib.ref.2,high,[2],fr/195.tex:969,
edge.001853,fga.195.sc.remark.u.n04,references,fga.195.bib.ref.3,high,[3],fr/195.tex:970,
edge.001854,fga.195.sc.remark.u.n04,references,fga.195.bib.ref.2,high,[2],fr/195.tex:997,
edge.001855,fga.195.sc.remark.u.n04,references,fga.195.bib.ref.2,high,[2],fr/195.tex:1030,
edge.001856,fga.195.sc.remark.u.n04,references,fga.195.bib.ref.3,high,[3],fr/195.tex:1030,
edge.001857,fga.195.sc.proposition.5-1,references,fga.195.bib.ref.4,high,[4],fr/195.tex:1107,
edge.001858,fga.195.sc.proposition.5-1,references,fga.195.bib.ref.2,high,[2],fr/195.tex:1122,
edge.001859,fga.195.sa.proposition.1-1,references,fga.195.sa.proposition.1-1,high,proposition 1.1,fr/195.tex:144,
edge.001860,fga.195.sb.theorem.2,references,fga.195.sb.theorem.2,high,théorème 2,fr/195.tex:538,
edge.001861,fga.195.sc.remark.u.n04,references,fga.195.sc.proposition.4-1,high,proposition 4.1,fr/195.tex:940,
edge.001862,fga.195.sc.remark.u.n04,references,fga.195.sc.proposition.4-1,high,proposition 4.1,fr/195.tex:944,
edge.001863,fga.195.sc.remark.u.n04,references,fga.195.sa.proposition.5-2,high,proposition 5.2,fr/195.tex:979,
edge.001864,fga.195.sa.proposition.5-1,references,ext.sga,high,SGA,fr/195.tex:430,
edge.001865,fga.195.sc.remark.u.n04,references,ext.shmt,high,SHMT,fr/195.tex:992,
edge.001866,fga.195.sc.remark.u.n01,references,ext.tdte,high,TDTE,fr/195.tex:767,
edge.001867,fga.195.sc.remark.u.n01,references,ext.tdte,high,TDTE,fr/195.tex:778,
edge.001868,fga.195,references,fga.195,high,Exposé 195,fr/195.tex:1,
edge.001869,fga.195.sc.remark.u.n04,references,fga.182,high,exposé 182,fr/195.tex:990,
edge.001870,fga.195.sa.proposition.1-1,references,fga.195.bib.ref.1,high,[1],en/195.tex:54,
edge.001871,fga.195.sa.proposition.1-1,references,fga.195.bib.ref.2,high,[2],en/195.tex:57,
edge.001872,fga.195.sa.proposition.1-1,references,fga.195.bib.ref.3,high,[3],en/195.tex:250,
edge.001873,fga.195.sa.proposition.1-1,references,fga.195.bib.ref.3,high,[3],en/195.tex:270,
edge.001874,fga.195.sa.corollary.u.n01,references,fga.195.bib.ref.2,high,[2],en/195.tex:309,
edge.001875,fga.195.sa.corollary.u.n01,references,fga.195.bib.ref.4,high,[4],en/195.tex:311,
edge.001876,fga.195.sa.corollary.u.n01,references,fga.195.bib.ref.2,high,[2],en/195.tex:347,
edge.001877,fga.195.sb,references,fga.195.bib.ref.3,high,[3],en/195.tex:464,
edge.001878,fga.195.sb.theorem.1,references,fga.195.bib.ref.3,high,[3],en/195.tex:477,
edge.001879,fga.195.sb.theorem.1,references,fga.195.bib.ref.3,high,[3],en/195.tex:500,
edge.001880,fga.195.sb.theorem.2,references,fga.195.bib.ref.3,high,[3],en/195.tex:510,
edge.001881,fga.195.sb.theorem.2,references,fga.195.bib.ref.3,high,[3],en/195.tex:513,
edge.001882,fga.195.sb.theorem.2,references,fga.195.bib.ref.3,high,[3],en/195.tex:524,
edge.001883,fga.195.sb.theorem.2,references,fga.195.bib.ref.3,high,[3],en/195.tex:526,
edge.001884,fga.195.sc.proposition.2-1,references,fga.195.bib.ref.2,high,[2],en/195.tex:698,
edge.001885,fga.195.sc.remark.u.n01,references,fga.195.bib.ref.3,high,[3],en/195.tex:758,
edge.001886,fga.195.sc.remark.u.n02,references,fga.195.bib.ref.3,high,[3],en/195.tex:794,
edge.001887,fga.195.sc.remark.u.n03,references,fga.195.bib.ref.2,high,[2],en/195.tex:855,
edge.001888,fga.195.sc.remark.u.n04,references,fga.195.bib.ref.2,high,[2],en/195.tex:896,
edge.001889,fga.195.sc.remark.u.n04,references,fga.195.bib.ref.2,high,[2],en/195.tex:928,
edge.001890,fga.195.sc.remark.u.n04,references,fga.195.bib.ref.3,high,[3],en/195.tex:929,
edge.001891,fga.195.sc.remark.u.n04,references,fga.195.bib.ref.2,high,[2],en/195.tex:956,
edge.001892,fga.195.sc.remark.u.n04,references,fga.195.bib.ref.2,high,[2],en/195.tex:987,
edge.001893,fga.195.sc.remark.u.n04,references,fga.195.bib.ref.3,high,[3],en/195.tex:987,
edge.001894,fga.195.sc.proposition.5-1,references,fga.195.bib.ref.4,high,[4],en/195.tex:1062,
edge.001895,fga.195.sc.proposition.5-1,references,fga.195.bib.ref.2,high,[2],en/195.tex:1075,
edge.001896,fga.195.sa.proposition.1-1,references,fga.195.sa.proposition.1-1,high,Proposition 1.1,en/195.tex:136,
edge.001897,fga.195.sb.theorem.2,references,fga.195.sb.theorem.2,high,Theorem 2,en/195.tex:520,
edge.001898,fga.195.sc.remark.u.n04,references,fga.195.sc.proposition.4-1,high,Proposition 4.1,en/195.tex:902,
edge.001899,fga.195.sc.remark.u.n04,references,fga.195.sc.proposition.4-1,high,Proposition 4.1,en/195.tex:905,
edge.001900,fga.195.sc.remark.u.n04,references,fga.195.sa.proposition.5-2,high,Proposition 5.2,en/195.tex:938,
edge.001901,fga.195.sa.proposition.5-1,references,ext.sga,high,SGA,en/195.tex:418,
edge.001902,fga.195.sc.remark.u.n04,references,ext.shmt,high,SHMT,en/195.tex:951,
edge.001903,fga.195.sc.remark.u.n01,references,ext.tdte,high,TDTE,en/195.tex:739,
edge.001904,fga.195.sc.remark.u.n01,references,ext.tdte,high,TDTE,en/195.tex:748,
edge.001905,fga.195,references,fga.195,high,Exposé 195,en/195.tex:1,
edge.001906,fga.195.sc.remark.u.n04,references,fga.182,high,Exposé 182,en/195.tex:949,
edge.001907,fga.e195,references,ext.sga,high,SGA,fr/e195.tex:20,
edge.001908,fga.e195,references,ext.shmt,high,SHMT,fr/e195.tex:46,
edge.001909,fga.e195.item.u.n01,references,ext.tdte,high,TDTE,fr/e195.tex:7,
edge.001910,fga.e195,references,ext.tdte,high,TDTE,fr/e195.tex:24,
edge.001911,fga.e195,references,ext.tdte,high,TDTE,fr/e195.tex:33,
edge.001912,fga.e195,references,fga.195,high,exposé no 195,fr/e195.tex:2,
edge.001913,fga.e195,references,fga.195,high,exposé no 195,fr/e195.tex:3,
edge.001914,fga.e195,references,fga.182,high,exposé no 182,fr/e195.tex:44,
edge.001915,fga.e195,references,ext.sga,high,SGA,en/e195.tex:19,
edge.001916,fga.e195,references,ext.shmt,high,SHMT,en/e195.tex:42,
edge.001917,fga.e195.item.u.n01,references,ext.tdte,high,TDTE,en/e195.tex:7,
edge.001918,fga.e195,references,ext.tdte,high,TDTE,en/e195.tex:22,
edge.001919,fga.e195,references,ext.tdte,high,TDTE,en/e195.tex:30,
edge.001920,fga.e195,references,fga.195,high,Exposé no. 195,en/e195.tex:2,
edge.001921,fga.e195,references,fga.195,high,Exposé no. 195,en/e195.tex:3,
edge.001922,fga.e195,references,fga.182,high,Exposé no. 182,en/e195.tex:40,
edge.001923,fga.212,references,fga.212.bib.ref.1,high,[1],fr/212.tex:17,
edge.001924,fga.212,references,fga.212.bib.ref.2,high,[2],fr/212.tex:17,
edge.001925,fga.212,references,fga.212.bib.ref.1,high,[1],fr/212.tex:22,
edge.001926,fga.212,references,fga.212.bib.ref.2,high,[2],fr/212.tex:24,
edge.001927,fga.212,references,fga.212.bib.ref.2,high,[2],fr/212.tex:30,
edge.001928,fga.212,references,fga.212.bib.ref.2,high,[2],fr/212.tex:83,
edge.001929,fga.212,references,fga.212.bib.ref.1,high,[1],fr/212.tex:135,
edge.001930,fga.212.proposition.1-1,references,fga.212.bib.ref.1,high,[1],fr/212.tex:188,
edge.001931,fga.212.proposition.1-1,references,fga.212.bib.ref.2,high,[2],fr/212.tex:197,
edge.001932,fga.212.proposition.1-1,references,fga.212.bib.ref.2,high,[2],fr/212.tex:225,
edge.001933,fga.212.proposition.2-1,references,fga.212.bib.ref.2,high,[2],fr/212.tex:258,
edge.001934,fga.212.proposition.2-1,references,fga.212.bib.ref.2,high,[2],fr/212.tex:364,
edge.001935,fga.212.s7.theorem.7-2,references,fga.212.bib.ref.1,high,[1],fr/212.tex:809,
edge.001936,fga.212.s8.result.8-1,references,fga.212.bib.ref.1,high,[1],fr/212.tex:896,
edge.001937,fga.212,references,fga.212.s8,high,paragraphe 8,fr/212.tex:37,
edge.001938,fga.212.s5.theorem.5-3,references,fga.212.s5.theorem.5-1,high,théorème 5.1,fr/212.tex:622,
edge.001939,fga.212.s5.result.u.n01,references,fga.212.s5.theorem.5-3,high,théorème (5.3,fr/212.tex:665,
edge.001940,fga.212.corollary.4-2,references,fga.212.proposition.4-1,high,(4.1),fr/212.tex:551,
edge.001941,fga.212.s5.corollary.5-5,references,fga.212.s5.corollary.5-4,high,(5.4),fr/212.tex:632,
edge.001942,fga.212.s5.result.u.n01,references,fga.212.s5.theorem.5-3,high,(5.3),fr/212.tex:665,
edge.001943,fga.212.s5.result.u.n01,references,fga.212.s7.corollary.7-4,high,(7.4),fr/212.tex:666,
edge.001944,fga.212.s6.theorem.6-1,references,fga.212.s5.theorem.5-1,high,(5.1),fr/212.tex:699,
edge.001945,fga.212.s6.theorem.6-2,references,fga.212.s6.theorem.6-1,high,(6.1),fr/212.tex:745,
edge.001946,fga.212.s6.theorem.6-2,references,fga.212.s6.theorem.6-2,high,(6.2),fr/212.tex:745,
edge.001947,fga.212.s6.theorem.6-2,references,fga.212.s6.theorem.6-1,high,(6.1),fr/212.tex:752,
edge.001948,fga.212.s6.theorem.6-2,references,fga.212.s6.theorem.6-2,high,(6.2),fr/212.tex:752,
edge.001949,fga.212.s7,references,fga.212.s6.theorem.6-1,high,(6.1),fr/212.tex:763,
edge.001950,fga.212.s7.proposition.7-1,references,fga.212.s6.theorem.6-1,high,(6.1),fr/212.tex:785,
edge.001951,fga.212.s7.proposition.7-1,references,fga.212.s6.theorem.6-2,high,(6.2),fr/212.tex:789,
edge.001952,fga.212,references,fga.212,high,Exposé 212,fr/212.tex:1,
edge.001953,fga.212.s6.theorem.6-1,references,fga.212,high,exposé 212,fr/212.tex:684,
edge.001954,fga.212.s8.result.8-1,references,fga.212,high,exposé 212,fr/212.tex:883,
edge.001955,fga.212,references,fga.212.bib.ref.1,high,[1],en/212.tex:16,
edge.001956,fga.212,references,fga.212.bib.ref.2,high,[2],en/212.tex:16,
edge.001957,fga.212,references,fga.212.bib.ref.1,high,[1],en/212.tex:22,
edge.001958,fga.212,references,fga.212.bib.ref.2,high,[2],en/212.tex:24,
edge.001959,fga.212,references,fga.212.bib.ref.2,high,[2],en/212.tex:29,
edge.001960,fga.212,references,fga.212.bib.ref.2,high,[2],en/212.tex:81,
edge.001961,fga.212,references,fga.212.bib.ref.1,high,[1],en/212.tex:132,
edge.001962,fga.212.proposition.1-1,references,fga.212.bib.ref.1,high,[1],en/212.tex:181,
edge.001963,fga.212.proposition.1-1,references,fga.212.bib.ref.2,high,[2],en/212.tex:189,
edge.001964,fga.212.proposition.1-1,references,fga.212.bib.ref.2,high,[2],en/212.tex:217,
edge.001965,fga.212.proposition.2-1,references,fga.212.bib.ref.2,high,[2],en/212.tex:248,
edge.001966,fga.212.proposition.2-1,references,fga.212.bib.ref.2,high,[2],en/212.tex:351,
edge.001967,fga.212.s7.theorem.7-2,references,fga.212.bib.ref.1,high,[1],en/212.tex:780,
edge.001968,fga.212.s8.result.8-1,references,fga.212.bib.ref.1,high,[1],en/212.tex:865,
edge.001969,fga.212.s5.theorem.5-3,references,fga.212.s5.theorem.5-1,high,Theorem 5.1,en/212.tex:595,
edge.001970,fga.212.s5.result.u.n01,references,fga.212.s5.theorem.5-3,high,Theorem (5.3,en/212.tex:638,
edge.001971,fga.212.corollary.4-2,references,fga.212.proposition.4-1,high,(4.1),en/212.tex:528,
edge.001972,fga.212.s5.corollary.5-5,references,fga.212.s5.corollary.5-4,high,(5.4),en/212.tex:606,
edge.001973,fga.212.s5.result.u.n01,references,fga.212.s5.theorem.5-3,high,(5.3),en/212.tex:639,
edge.001974,fga.212.s5.result.u.n01,references,fga.212.s7.corollary.7-4,high,(7.4),en/212.tex:640,
edge.001975,fga.212.s6.theorem.6-1,references,fga.212.s5.theorem.5-1,high,(5.1),en/212.tex:673,
edge.001976,fga.212.s6.theorem.6-2,references,fga.212.s6.theorem.6-1,high,(6.1),en/212.tex:721,
edge.001977,fga.212.s6.theorem.6-2,references,fga.212.s6.theorem.6-2,high,(6.2),en/212.tex:721,
edge.001978,fga.212.s6.theorem.6-2,references,fga.212.s6.theorem.6-1,high,(6.1),en/212.tex:725,
edge.001979,fga.212.s6.theorem.6-2,references,fga.212.s6.theorem.6-2,high,(6.2),en/212.tex:726,
edge.001980,fga.212.s7,references,fga.212.s6.theorem.6-1,high,(6.1),en/212.tex:736,
edge.001981,fga.212.s7.proposition.7-1,references,fga.212.s6.theorem.6-1,high,(6.1),en/212.tex:757,
edge.001982,fga.212.s7.proposition.7-1,references,fga.212.s6.theorem.6-2,high,(6.2),en/212.tex:761,
edge.001983,fga.212,references,fga.212,high,Exposé 212,en/212.tex:1,
edge.001984,fga.212.s6.theorem.6-1,references,fga.212,high,Exposé 212,en/212.tex:658,
edge.001985,fga.212.s8.result.8-1,references,fga.212,high,Exposé 212,en/212.tex:851,
edge.001986,fga.e212,references,ext.shmt,high,SHMT,fr/e212.tex:24,
edge.001987,fga.e212,references,ext.shmt,high,SHMT,fr/e212.tex:34,
edge.001988,fga.e212.item.u.n01,references,ext.tdte,high,TDTE,fr/e212.tex:7,
edge.001989,fga.e212,references,ext.tdte,high,TDTE,fr/e212.tex:22,
edge.001990,fga.e212,references,fga.212,high,exposé no 212,fr/e212.tex:2,
edge.001991,fga.e212,references,fga.212,high,exposé no 212,fr/e212.tex:3,
edge.001992,fga.e212,references,ext.shmt,high,SHMT,en/e212.tex:24,
edge.001993,fga.e212,references,ext.shmt,high,SHMT,en/e212.tex:33,
edge.001994,fga.e212.item.u.n01,references,ext.tdte,high,TDTE,en/e212.tex:7,
edge.001995,fga.e212,references,ext.tdte,high,TDTE,en/e212.tex:22,
edge.001996,fga.e212,references,fga.212,high,Exposé no. 212,en/e212.tex:2,
edge.001997,fga.e212,references,fga.212,high,Exposé no. 212,en/e212.tex:3,
edge.001998,fga.221,references,fga.221.bib.ref.2,high,[2],fr/221.tex:12,
edge.001999,fga.221,references,fga.221.bib.ref.2,high,[2],fr/221.tex:15,
edge.002000,fga.221,references,fga.221.bib.ref.2,high,[2],fr/221.tex:18,
edge.002001,fga.221,references,fga.221.bib.ref.2,high,[2],fr/221.tex:20,
edge.002002,fga.221,references,fga.221.bib.ref.2,high,[2],fr/221.tex:23,
edge.002003,fga.221,references,fga.221.bib.ref.2,high,[2],fr/221.tex:30,
edge.002004,fga.221.s1.definition.1-1,references,fga.221.bib.ref.3,high,[3],fr/221.tex:140,
edge.002005,fga.221.s1.definition.1-1,references,fga.221.bib.ref.5,high,[5],fr/221.tex:151,
edge.002006,fga.221.s1.definition.1-1,references,fga.221.bib.ref.5,high,[5],fr/221.tex:158,
edge.002007,fga.221.s2,references,fga.221.bib.ref.5,high,[5],fr/221.tex:239,
edge.002008,fga.221.s3.theorem.3-2,references,fga.221.bib.ref.5,high,[5],fr/221.tex:587,
edge.002009,fga.221.s3.theorem.3-2,references,fga.221.bib.ref.5,high,[5],fr/221.tex:598,
edge.002010,fga.221.s3.theorem.3-2,references,fga.221.bib.ref.5,high,[5],fr/221.tex:605,
edge.002011,fga.221.s3.theorem.3-2,references,fga.221.bib.ref.5,high,[5],fr/221.tex:610,
edge.002012,fga.221.s3.theorem.3-2,references,fga.221.bib.ref.4,high,[4],fr/221.tex:611,
edge.002013,fga.221.s3.theorem.3-2,references,fga.221.bib.ref.5,high,[5],fr/221.tex:628,
edge.002014,fga.221.s3.theorem.3-2,references,fga.221.bib.ref.4,high,[4],fr/221.tex:646,
edge.002015,fga.221.s3.lemma.3-3,references,fga.221.bib.ref.4,high,[4],fr/221.tex:654,
edge.002016,fga.221.s3.lemma.3-3,references,fga.221.bib.ref.5,high,[5],fr/221.tex:676,
edge.002017,fga.221.s3.lemma.3-5,references,fga.221.bib.ref.3,high,[3],fr/221.tex:733,
edge.002018,fga.221.s3.lemma.3-5,references,fga.221.bib.ref.5,high,[5],fr/221.tex:743,
edge.002019,fga.221.s3.lemma.3-6,references,fga.221.bib.ref.5,high,[5],fr/221.tex:807,
edge.002020,fga.221.s3.lemma.3-7,references,fga.221.bib.ref.5,high,[5],fr/221.tex:819,
edge.002021,fga.221.s3.proposition.3-8,references,fga.221.bib.ref.1,high,[1],fr/221.tex:871,
edge.002022,fga.221.s3.remark.3-9,references,fga.221.bib.ref.7,high,[7],fr/221.tex:902,
edge.002023,fga.221.s4,references,fga.221.bib.ref.3,high,[3],fr/221.tex:948,
edge.002024,fga.221.s4,references,fga.221.bib.ref.3,high,[3],fr/221.tex:960,
edge.002025,fga.221.s4,references,fga.221.bib.ref.2,high,[2],fr/221.tex:965,
edge.002026,fga.221.s5.corollary.5-3,references,fga.221.bib.ref.3,high,[3],fr/221.tex:1138,
edge.002027,fga.221.s5.remark.5-5,references,fga.221.bib.ref.8,high,[8],fr/221.tex:1167,
edge.002028,fga.221.s5.remark.5-5,references,fga.221.bib.ref.6,high,[6],fr/221.tex:1185,
edge.002029,fga.221.s5.remark.5-5,references,fga.221.bib.ref.6,high,[6],fr/221.tex:1188,
edge.002030,fga.221.s5.proposition.5-7,references,fga.221.bib.ref.3,high,[3],fr/221.tex:1218,
edge.002031,fga.221.s7,references,fga.221.bib.ref.2,high,[2],fr/221.tex:1346,
edge.002032,fga.221.s7,references,fga.221.bib.ref.2,high,[2],fr/221.tex:1353,
edge.002033,fga.221.add,references,fga.221.bib.ref.2,high,[2],fr/221.tex:1415,
edge.002034,fga.221.s2.lemma.2-6,references,fga.221.s2.lemma.2-6,high,lemme 2.6,fr/221.tex:485,
edge.002035,fga.221.s3.lemma.3-3,references,fga.221.s3.lemma.3-3,high,lemme 3.3,fr/221.tex:708,
edge.002036,fga.221.s3.lemma.3-6,references,fga.221.s2.theorem.2-1,high,théorème 2.1,fr/221.tex:802,
edge.002037,fga.221.s3.lemma.3-7,references,fga.221.s3.theorem.3-2,high,théorème 3.2,fr/221.tex:823,
edge.002038,fga.221.s5.proposition.5-7,references,fga.221.s5.proposition.5-7,high,proposition 5.7,fr/221.tex:1235,
edge.002039,fga.221.s1.proposition.1-3,references,fga.221.s1.proposition.1-3,high,(1.3),fr/221.tex:209,
edge.002040,fga.221.s2.theorem.2-2,references,fga.221.s2.theorem.2-1,high,(2.1),fr/221.tex:287,
edge.002041,fga.221.s2.corollary.2-3,references,fga.221.s2.theorem.2-1,high,(2.1),fr/221.tex:304,
edge.002042,fga.221.s2.corollary.2-3,references,fga.221.s2.theorem.2-2,high,(2.2),fr/221.tex:308,
edge.002043,fga.221.s2.lemma.2-5,references,fga.221.s1.proposition.1-2,high,(1.2),fr/221.tex:426,
edge.002044,fga.221.s2.lemma.2-6,references,fga.221.s2.theorem.2-1,high,(2.1),fr/221.tex:430,
edge.002045,fga.221.s2.lemma.2-6,references,fga.221.s2.lemma.2-5,high,(2.5),fr/221.tex:460,
edge.002046,fga.221.s2.lemma.2-6,references,fga.221.s2.theorem.2-2,high,(2.2),fr/221.tex:462,
edge.002047,fga.221.s2.lemma.2-6,references,fga.221.s2.lemma.2-6,high,(2.6),fr/221.tex:464,
edge.002048,fga.221.s2.lemma.2-6,references,fga.221.s1.proposition.1-2,high,(1.2),fr/221.tex:465,
edge.002049,fga.221.s2.lemma.2-6,references,fga.221.s1.proposition.1-2,high,(1.2),fr/221.tex:481,
edge.002050,fga.221.s2.lemma.2-6,references,fga.221.s2.theorem.2-2,high,(2.2),fr/221.tex:482,
edge.002051,fga.221.s2.lemma.2-6,references,fga.221.s1.proposition.1-2,high,(1.2),fr/221.tex:483,
edge.002052,fga.221.s3.theorem.3-1,references,fga.221.s3.theorem.3-1,high,(3.1),fr/221.tex:556,
edge.002053,fga.221.s3.theorem.3-2,references,fga.221.s3.theorem.3-2,high,(3.2),fr/221.tex:563,
edge.002054,fga.221.s3.theorem.3-2,references,fga.221.s3.theorem.3-2,high,(3.2),fr/221.tex:581,
edge.002055,fga.221.s3.lemma.3-5,references,fga.221.s3.lemma.3-4,high,(3.4),fr/221.tex:760,
edge.002056,fga.221.s3.lemma.3-6,references,fga.221.s3.lemma.3-4,high,(3.4),fr/221.tex:790,
edge.002057,fga.221.s3.lemma.3-6,references,fga.221.s3.lemma.3-6,high,(3.6),fr/221.tex:791,
edge.002058,fga.221.s3.lemma.3-6,references,fga.221.s3.lemma.3-4,high,(3.4),fr/221.tex:795,
edge.002059,fga.221.s3.lemma.3-6,references,fga.221.s3.lemma.3-4,high,(3.4),fr/221.tex:796,
edge.002060,fga.221.s3.lemma.3-6,references,fga.221.s3.lemma.3-3,high,(3.3),fr/221.tex:796,
edge.002061,fga.221.s3.lemma.3-7,references,fga.221.s3.theorem.3-1,high,(3.1),fr/221.tex:823,
