ref_id,candidate_rank,candidate_id,basis,selected
ref.en.000268,1,fga.149.s5.corollary.u.n01.eq.5-2-bis,same-item label/type or explicit corpus/external siglum,yes
ref.en.000269,1,fga.149.s5.corollary.u.n01.eq.5-2-bis,same-item label/type or explicit corpus/external siglum,yes
ref.en.000270,1,fga.149.s5.lemma.5.eq.5-6,same-item label/type or explicit corpus/external siglum,yes
ref.en.000271,1,fga.149.s6.eq.6-1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000272,1,fga.149.s6.eq.6-2,same-item label/type or explicit corpus/external siglum,yes
ref.en.000273,1,fga.149.s6.eq.6-3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000274,1,fga.149.s5.theorem.2.eq.5-2,same-item label/type or explicit corpus/external siglum,yes
ref.en.000275,1,fga.149.s6.eq.6-1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000276,1,fga.149.s6.eq.6-5,same-item label/type or explicit corpus/external siglum,yes
ref.en.000277,1,fga.149.s6.eq.6-5,same-item label/type or explicit corpus/external siglum,yes
ref.en.000278,1,fga.149.s6.proposition.6.eq.6-6,same-item label/type or explicit corpus/external siglum,yes
ref.en.000279,1,fga.149.s6.proposition.6.eq.6-6,same-item label/type or explicit corpus/external siglum,yes
ref.en.000280,1,fga.149.s6.eq.6-5,same-item label/type or explicit corpus/external siglum,yes
ref.en.000281,1,fga.149.s7.eq.7-3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000282,1,fga.149.s8.eq.8-1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000283,1,fga.149.s8.eq.8-1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000284,1,fga.149.s8.eq.8-1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000285,1,fga.149.s8.eq.8-2,same-item label/type or explicit corpus/external siglum,yes
ref.en.000286,1,fga.149.s8.eq.8-3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000287,1,fga.149.s8.eq.8-4,same-item label/type or explicit corpus/external siglum,yes
ref.en.000288,1,fga.149.s8.eq.8-6,same-item label/type or explicit corpus/external siglum,yes
ref.en.000289,1,fga.149.s8.eq.8-2,same-item label/type or explicit corpus/external siglum,yes
ref.en.000290,1,fga.149.s8.eq.8-1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000291,1,fga.149.s8.eq.8-1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000292,1,fga.149.s8.eq.8-6,same-item label/type or explicit corpus/external siglum,yes
ref.en.000293,1,fga.149.s8.theorem.6.eq.8-8,same-item label/type or explicit corpus/external siglum,yes
ref.en.000294,1,fga.149.s8.eq.8-1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000295,1,fga.149,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000297,1,ext.ega,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000298,1,ext.ega,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000299,1,ext.sga,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000300,1,fga.149,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000301,1,fga.149,same-item label/type or explicit corpus/external siglum,yes
ref.en.000303,1,ext.ega,same-item label/type or explicit corpus/external siglum,yes
ref.en.000304,1,ext.ega,same-item label/type or explicit corpus/external siglum,yes
ref.en.000305,1,ext.sga,same-item label/type or explicit corpus/external siglum,yes
ref.en.000306,1,fga.149,same-item label/type or explicit corpus/external siglum,yes
ref.en.000307,1,fga.149,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000308,1,fga.182.bib.ref.2,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000309,1,fga.182.bib.ref.4,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000310,1,fga.182.bib.ref.1,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000311,1,fga.182.s3.theorem.1,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000312,1,fga.182.s3.theorem.1,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000313,1,fga.182.s3.theorem.1,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000314,1,fga.182.s3.theorem.1,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000315,1,fga.182.s3.theorem.2,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000316,1,fga.182.s3.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.fr.000316,2,fga.182.s3.corollary.1.n02,same-item label/type or explicit corpus/external siglum,no
ref.fr.000316,3,fga.182.s4.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.fr.000316,4,fga.182.s6.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.fr.000316,5,fga.182.s6.corollary.1.n02,same-item label/type or explicit corpus/external siglum,no
ref.fr.000316,6,fga.182.s6.corollary.1.n03,same-item label/type or explicit corpus/external siglum,no
ref.fr.000316,7,fga.182.s8.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.fr.000316,8,fga.182.s8.corollary.1.n02,same-item label/type or explicit corpus/external siglum,no
ref.fr.000316,9,fga.182.s8.corollary.1.n03,same-item label/type or explicit corpus/external siglum,no
ref.fr.000317,1,fga.182.s3.theorem.2,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000318,1,fga.182.s3.corollary.3,same-item label/type or explicit corpus/external siglum,no
ref.fr.000318,2,fga.182.s5.corollary.3,same-item label/type or explicit corpus/external siglum,no
ref.fr.000318,3,fga.182.s6.corollary.3,same-item label/type or explicit corpus/external siglum,no
ref.fr.000318,4,fga.182.s6.corollary.3.n02,same-item label/type or explicit corpus/external siglum,no
ref.fr.000318,5,fga.182.s8.corollary.3,same-item label/type or explicit corpus/external siglum,no
ref.fr.000318,6,fga.182.s8.corollary.3.n02,same-item label/type or explicit corpus/external siglum,no
ref.fr.000319,1,fga.182.s3.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.fr.000319,2,fga.182.s3.corollary.1.n02,same-item label/type or explicit corpus/external siglum,no
ref.fr.000319,3,fga.182.s4.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.fr.000319,4,fga.182.s6.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.fr.000319,5,fga.182.s6.corollary.1.n02,same-item label/type or explicit corpus/external siglum,no
ref.fr.000319,6,fga.182.s6.corollary.1.n03,same-item label/type or explicit corpus/external siglum,no
ref.fr.000319,7,fga.182.s8.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.fr.000319,8,fga.182.s8.corollary.1.n02,same-item label/type or explicit corpus/external siglum,no
ref.fr.000319,9,fga.182.s8.corollary.1.n03,same-item label/type or explicit corpus/external siglum,no
ref.fr.000320,1,fga.182.s3.theorem.4,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000321,1,fga.182.s3.theorem.4,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000322,1,fga.182.s6.proposition.3,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000323,1,fga.182.s3.theorem.1,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000324,1,fga.182.s3.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.fr.000324,2,fga.182.s3.corollary.1.n02,same-item label/type or explicit corpus/external siglum,no
ref.fr.000324,3,fga.182.s4.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.fr.000324,4,fga.182.s6.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.fr.000324,5,fga.182.s6.corollary.1.n02,same-item label/type or explicit corpus/external siglum,no
ref.fr.000324,6,fga.182.s6.corollary.1.n03,same-item label/type or explicit corpus/external siglum,no
ref.fr.000324,7,fga.182.s8.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.fr.000324,8,fga.182.s8.corollary.1.n02,same-item label/type or explicit corpus/external siglum,no
ref.fr.000324,9,fga.182.s8.corollary.1.n03,same-item label/type or explicit corpus/external siglum,no
ref.fr.000325,1,fga.182.s3.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.fr.000325,2,fga.182.s3.corollary.1.n02,same-item label/type or explicit corpus/external siglum,no
ref.fr.000325,3,fga.182.s4.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.fr.000325,4,fga.182.s6.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.fr.000325,5,fga.182.s6.corollary.1.n02,same-item label/type or explicit corpus/external siglum,no
ref.fr.000325,6,fga.182.s6.corollary.1.n03,same-item label/type or explicit corpus/external siglum,no
ref.fr.000325,7,fga.182.s8.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.fr.000325,8,fga.182.s8.corollary.1.n02,same-item label/type or explicit corpus/external siglum,no
ref.fr.000325,9,fga.182.s8.corollary.1.n03,same-item label/type or explicit corpus/external siglum,no
ref.fr.000326,1,fga.182.s4.theorem.6,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000327,1,fga.182.s3.theorem.2,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000328,1,fga.182.s3.theorem.2,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000329,1,fga.182.s5.proposition.1,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000330,1,fga.182.s3.corollary.3,same-item label/type or explicit corpus/external siglum,no
ref.fr.000330,2,fga.182.s5.corollary.3,same-item label/type or explicit corpus/external siglum,no
ref.fr.000330,3,fga.182.s6.corollary.3,same-item label/type or explicit corpus/external siglum,no
ref.fr.000330,4,fga.182.s6.corollary.3.n02,same-item label/type or explicit corpus/external siglum,no
ref.fr.000330,5,fga.182.s8.corollary.3,same-item label/type or explicit corpus/external siglum,no
ref.fr.000330,6,fga.182.s8.corollary.3.n02,same-item label/type or explicit corpus/external siglum,no
ref.fr.000331,1,fga.182.s5.proposition.2,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000332,1,fga.182.s5.theorem.7,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000333,1,fga.182.s3.theorem.3,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000334,1,fga.182.s3.theorem.3,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000335,1,fga.182.s6.theorem.8,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000336,1,fga.182.s6.theorem.8,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000337,1,fga.182.s3.theorem.3,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000338,1,fga.182.s3.corollary.2,same-item label/type or explicit corpus/external siglum,no
ref.fr.000338,2,fga.182.s3.corollary.2.n02,same-item label/type or explicit corpus/external siglum,no
ref.fr.000338,3,fga.182.s4.corollary.2,same-item label/type or explicit corpus/external siglum,no
ref.fr.000338,4,fga.182.s5.corollary.2,same-item label/type or explicit corpus/external siglum,no
ref.fr.000338,5,fga.182.s6.corollary.2,same-item label/type or explicit corpus/external siglum,no
ref.fr.000338,6,fga.182.s6.corollary.2.n02,same-item label/type or explicit corpus/external siglum,no
ref.fr.000338,7,fga.182.s8.corollary.2,same-item label/type or explicit corpus/external siglum,no
ref.fr.000338,8,fga.182.s8.corollary.2.n02,same-item label/type or explicit corpus/external siglum,no
ref.fr.000339,1,fga.182.s6.proposition.3,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000340,1,fga.182.s3.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.fr.000340,2,fga.182.s3.corollary.1.n02,same-item label/type or explicit corpus/external siglum,no
ref.fr.000340,3,fga.182.s4.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.fr.000340,4,fga.182.s6.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.fr.000340,5,fga.182.s6.corollary.1.n02,same-item label/type or explicit corpus/external siglum,no
ref.fr.000340,6,fga.182.s6.corollary.1.n03,same-item label/type or explicit corpus/external siglum,no
ref.fr.000340,7,fga.182.s8.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.fr.000340,8,fga.182.s8.corollary.1.n02,same-item label/type or explicit corpus/external siglum,no
ref.fr.000340,9,fga.182.s8.corollary.1.n03,same-item label/type or explicit corpus/external siglum,no
ref.fr.000341,1,fga.182.s6.theorem.9,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000342,1,fga.182.s3.theorem.4,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000343,1,fga.182.s3.theorem.3,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000344,1,fga.182.s3.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.fr.000344,2,fga.182.s3.corollary.1.n02,same-item label/type or explicit corpus/external siglum,no
ref.fr.000344,3,fga.182.s4.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.fr.000344,4,fga.182.s6.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.fr.000344,5,fga.182.s6.corollary.1.n02,same-item label/type or explicit corpus/external siglum,no
ref.fr.000344,6,fga.182.s6.corollary.1.n03,same-item label/type or explicit corpus/external siglum,no
ref.fr.000344,7,fga.182.s8.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.fr.000344,8,fga.182.s8.corollary.1.n02,same-item label/type or explicit corpus/external siglum,no
ref.fr.000344,9,fga.182.s8.corollary.1.n03,same-item label/type or explicit corpus/external siglum,no
ref.fr.000345,1,fga.182.s5.proposition.2,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000346,1,fga.182.s6.theorem.8,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000347,1,fga.182.s7.theorem.10,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000348,1,fga.182.s6.theorem.9,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000349,1,fga.182.s3.theorem.4,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000350,1,fga.182.s8.lemma.3,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000351,1,fga.182.s8.lemma.4,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000352,1,fga.182.s3.theorem.2,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000353,1,fga.182.s8.lemma.1,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000354,1,fga.182.s4.theorem.5,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000355,1,fga.182.s4.theorem.5,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000356,1,fga.182.s8.lemma.3,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000357,1,fga.182.s8.lemma.3,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000358,1,fga.182.s3.theorem.2,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000359,1,fga.182.s8.theorem.11,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000360,1,fga.182.s3.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.fr.000360,2,fga.182.s3.corollary.1.n02,same-item label/type or explicit corpus/external siglum,no
ref.fr.000360,3,fga.182.s4.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.fr.000360,4,fga.182.s6.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.fr.000360,5,fga.182.s6.corollary.1.n02,same-item label/type or explicit corpus/external siglum,no
ref.fr.000360,6,fga.182.s6.corollary.1.n03,same-item label/type or explicit corpus/external siglum,no
ref.fr.000360,7,fga.182.s8.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.fr.000360,8,fga.182.s8.corollary.1.n02,same-item label/type or explicit corpus/external siglum,no
ref.fr.000360,9,fga.182.s8.corollary.1.n03,same-item label/type or explicit corpus/external siglum,no
ref.fr.000361,1,fga.182.s8.lemma.4,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000362,1,fga.182.s8.theorem.11,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000363,1,fga.182.s8.lemma.3,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000364,1,fga.182.s8.theorem.11,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000365,1,fga.182.s8.proposition.4,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000366,1,fga.182.s3.corollary.3,same-item label/type or explicit corpus/external siglum,no
ref.fr.000366,2,fga.182.s5.corollary.3,same-item label/type or explicit corpus/external siglum,no
ref.fr.000366,3,fga.182.s6.corollary.3,same-item label/type or explicit corpus/external siglum,no
ref.fr.000366,4,fga.182.s6.corollary.3.n02,same-item label/type or explicit corpus/external siglum,no
ref.fr.000366,5,fga.182.s8.corollary.3,same-item label/type or explicit corpus/external siglum,no
ref.fr.000366,6,fga.182.s8.corollary.3.n02,same-item label/type or explicit corpus/external siglum,no
ref.fr.000367,1,fga.182.s8.proposition.4,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000368,1,fga.182.s6.corollary.4,same-item label/type or explicit corpus/external siglum,no
ref.fr.000368,2,fga.182.s8.corollary.4,same-item label/type or explicit corpus/external siglum,no
ref.fr.000368,3,fga.182.s8.corollary.4.n02,same-item label/type or explicit corpus/external siglum,no
ref.fr.000369,1,fga.182.s8.theorem.12,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000370,1,fga.182.s8.theorem.11,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000371,1,fga.182.s3.theorem.3,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000372,1,fga.182.s6.theorem.8,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000373,1,fga.182.s3.theorem.3,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000374,1,fga.182.s8.lemma.5,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000375,1,fga.182.s6.theorem.9,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000376,1,fga.182.s6.corollary.4,same-item label/type or explicit corpus/external siglum,no
ref.fr.000376,2,fga.182.s8.corollary.4,same-item label/type or explicit corpus/external siglum,no
ref.fr.000376,3,fga.182.s8.corollary.4.n02,same-item label/type or explicit corpus/external siglum,no
ref.fr.000377,1,fga.182.s8.corollary.5,same-item label/type or explicit corpus/external siglum,no
ref.fr.000377,2,fga.182.s8.corollary.5.n02,same-item label/type or explicit corpus/external siglum,no
ref.fr.000378,1,fga.182.s8.theorem.12,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000379,1,fga.182.s3.corollary.2,same-item label/type or explicit corpus/external siglum,no
ref.fr.000379,2,fga.182.s3.corollary.2.n02,same-item label/type or explicit corpus/external siglum,no
ref.fr.000379,3,fga.182.s4.corollary.2,same-item label/type or explicit corpus/external siglum,no
ref.fr.000379,4,fga.182.s5.corollary.2,same-item label/type or explicit corpus/external siglum,no
ref.fr.000379,5,fga.182.s6.corollary.2,same-item label/type or explicit corpus/external siglum,no
ref.fr.000379,6,fga.182.s6.corollary.2.n02,same-item label/type or explicit corpus/external siglum,no
ref.fr.000379,7,fga.182.s8.corollary.2,same-item label/type or explicit corpus/external siglum,no
ref.fr.000379,8,fga.182.s8.corollary.2.n02,same-item label/type or explicit corpus/external siglum,no
ref.fr.000380,1,fga.182.s8.theorem.13,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000381,1,fga.182.s8.theorem.13,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000382,1,fga.182.s8.theorem.13,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000383,1,fga.182.s6.corollary.4,same-item label/type or explicit corpus/external siglum,no
ref.fr.000383,2,fga.182.s8.corollary.4,same-item label/type or explicit corpus/external siglum,no
ref.fr.000383,3,fga.182.s8.corollary.4.n02,same-item label/type or explicit corpus/external siglum,no
ref.fr.000384,1,fga.182.s8.theorem.12,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000385,1,fga.182.s6.theorem.9,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000386,1,fga.182.s3.corollary.3,same-item label/type or explicit corpus/external siglum,no
ref.fr.000386,2,fga.182.s5.corollary.3,same-item label/type or explicit corpus/external siglum,no
ref.fr.000386,3,fga.182.s6.corollary.3,same-item label/type or explicit corpus/external siglum,no
ref.fr.000386,4,fga.182.s6.corollary.3.n02,same-item label/type or explicit corpus/external siglum,no
ref.fr.000386,5,fga.182.s8.corollary.3,same-item label/type or explicit corpus/external siglum,no
ref.fr.000386,6,fga.182.s8.corollary.3.n02,same-item label/type or explicit corpus/external siglum,no
ref.fr.000387,1,fga.182.s6.theorem.9,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000388,1,fga.182.s8.theorem.12,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000389,1,fga.182.s3.corollary.2,same-item label/type or explicit corpus/external siglum,no
ref.fr.000389,2,fga.182.s3.corollary.2.n02,same-item label/type or explicit corpus/external siglum,no
ref.fr.000389,3,fga.182.s4.corollary.2,same-item label/type or explicit corpus/external siglum,no
ref.fr.000389,4,fga.182.s5.corollary.2,same-item label/type or explicit corpus/external siglum,no
ref.fr.000389,5,fga.182.s6.corollary.2,same-item label/type or explicit corpus/external siglum,no
ref.fr.000389,6,fga.182.s6.corollary.2.n02,same-item label/type or explicit corpus/external siglum,no
ref.fr.000389,7,fga.182.s8.corollary.2,same-item label/type or explicit corpus/external siglum,no
ref.fr.000389,8,fga.182.s8.corollary.2.n02,same-item label/type or explicit corpus/external siglum,no
ref.fr.000390,1,fga.182.s8.lemma.6,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000392,1,fga.182.s8.theorem.11,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000393,1,ext.sga,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000394,1,fga.182,same-item label/type or explicit corpus/external siglum,yes
ref.en.000395,1,fga.182.bib.ref.2,same-item label/type or explicit corpus/external siglum,yes
ref.en.000396,1,fga.182.bib.ref.4,same-item label/type or explicit corpus/external siglum,yes
ref.en.000397,1,fga.182.bib.ref.1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000398,1,fga.182.s3.theorem.1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000399,1,fga.182.s2,same-item label/type or explicit corpus/external siglum,yes
ref.en.000400,1,fga.182.s3.theorem.1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000401,1,fga.182.s3.theorem.1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000402,1,fga.182.s3.theorem.1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000403,1,fga.182.s3.theorem.2,same-item label/type or explicit corpus/external siglum,yes
ref.en.000404,1,fga.182.s3.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.en.000404,2,fga.182.s3.corollary.1.n02,same-item label/type or explicit corpus/external siglum,no
ref.en.000404,3,fga.182.s4.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.en.000404,4,fga.182.s6.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.en.000404,5,fga.182.s6.corollary.1.n02,same-item label/type or explicit corpus/external siglum,no
ref.en.000404,6,fga.182.s6.corollary.1.n03,same-item label/type or explicit corpus/external siglum,no
ref.en.000404,7,fga.182.s8.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.en.000404,8,fga.182.s8.corollary.1.n02,same-item label/type or explicit corpus/external siglum,no
ref.en.000404,9,fga.182.s8.corollary.1.n03,same-item label/type or explicit corpus/external siglum,no
ref.en.000405,1,fga.182.s3.theorem.2,same-item label/type or explicit corpus/external siglum,yes
ref.en.000406,1,fga.182.s3.corollary.3,same-item label/type or explicit corpus/external siglum,no
ref.en.000406,2,fga.182.s5.corollary.3,same-item label/type or explicit corpus/external siglum,no
ref.en.000406,3,fga.182.s6.corollary.3,same-item label/type or explicit corpus/external siglum,no
ref.en.000406,4,fga.182.s6.corollary.3.n02,same-item label/type or explicit corpus/external siglum,no
ref.en.000406,5,fga.182.s8.corollary.3,same-item label/type or explicit corpus/external siglum,no
ref.en.000406,6,fga.182.s8.corollary.3.n02,same-item label/type or explicit corpus/external siglum,no
ref.en.000407,1,fga.182.s3.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.en.000407,2,fga.182.s3.corollary.1.n02,same-item label/type or explicit corpus/external siglum,no
ref.en.000407,3,fga.182.s4.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.en.000407,4,fga.182.s6.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.en.000407,5,fga.182.s6.corollary.1.n02,same-item label/type or explicit corpus/external siglum,no
ref.en.000407,6,fga.182.s6.corollary.1.n03,same-item label/type or explicit corpus/external siglum,no
ref.en.000407,7,fga.182.s8.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.en.000407,8,fga.182.s8.corollary.1.n02,same-item label/type or explicit corpus/external siglum,no
ref.en.000407,9,fga.182.s8.corollary.1.n03,same-item label/type or explicit corpus/external siglum,no
ref.en.000408,1,fga.182.s3.theorem.4,same-item label/type or explicit corpus/external siglum,yes
ref.en.000409,1,fga.182.s3.theorem.4,same-item label/type or explicit corpus/external siglum,yes
ref.en.000410,1,fga.182.s6.proposition.3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000411,1,fga.182.s3.theorem.1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000412,1,fga.182.s3.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.en.000412,2,fga.182.s3.corollary.1.n02,same-item label/type or explicit corpus/external siglum,no
ref.en.000412,3,fga.182.s4.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.en.000412,4,fga.182.s6.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.en.000412,5,fga.182.s6.corollary.1.n02,same-item label/type or explicit corpus/external siglum,no
ref.en.000412,6,fga.182.s6.corollary.1.n03,same-item label/type or explicit corpus/external siglum,no
ref.en.000412,7,fga.182.s8.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.en.000412,8,fga.182.s8.corollary.1.n02,same-item label/type or explicit corpus/external siglum,no
ref.en.000412,9,fga.182.s8.corollary.1.n03,same-item label/type or explicit corpus/external siglum,no
ref.en.000413,1,fga.182.s3.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.en.000413,2,fga.182.s3.corollary.1.n02,same-item label/type or explicit corpus/external siglum,no
ref.en.000413,3,fga.182.s4.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.en.000413,4,fga.182.s6.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.en.000413,5,fga.182.s6.corollary.1.n02,same-item label/type or explicit corpus/external siglum,no
ref.en.000413,6,fga.182.s6.corollary.1.n03,same-item label/type or explicit corpus/external siglum,no
ref.en.000413,7,fga.182.s8.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.en.000413,8,fga.182.s8.corollary.1.n02,same-item label/type or explicit corpus/external siglum,no
ref.en.000413,9,fga.182.s8.corollary.1.n03,same-item label/type or explicit corpus/external siglum,no
ref.en.000414,1,fga.182.s4.theorem.6,same-item label/type or explicit corpus/external siglum,yes
ref.en.000415,1,fga.182.s3.theorem.2,same-item label/type or explicit corpus/external siglum,yes
ref.en.000416,1,fga.182.s3.theorem.2,same-item label/type or explicit corpus/external siglum,yes
ref.en.000417,1,fga.182.s5.proposition.1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000418,1,fga.182.s3.corollary.3,same-item label/type or explicit corpus/external siglum,no
ref.en.000418,2,fga.182.s5.corollary.3,same-item label/type or explicit corpus/external siglum,no
ref.en.000418,3,fga.182.s6.corollary.3,same-item label/type or explicit corpus/external siglum,no
ref.en.000418,4,fga.182.s6.corollary.3.n02,same-item label/type or explicit corpus/external siglum,no
ref.en.000418,5,fga.182.s8.corollary.3,same-item label/type or explicit corpus/external siglum,no
ref.en.000418,6,fga.182.s8.corollary.3.n02,same-item label/type or explicit corpus/external siglum,no
ref.en.000419,1,fga.182.s5.proposition.2,same-item label/type or explicit corpus/external siglum,yes
ref.en.000420,1,fga.182.s5.theorem.7,same-item label/type or explicit corpus/external siglum,yes
ref.en.000421,1,fga.182.s3.theorem.3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000422,1,fga.182.s3.theorem.3,same-item label/type or explicit corpus/external siglum,yes
