id,kind,source_id,reference_id,candidate_ids,reason,evidence,action,status
res.ref.en.000611,reference_resolution,fga.190.sa.result.2.n02,ref.en.000611,,No local or declared external target fits the printed reference.,en/190.tex:815 Section 2,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.en.000612,reference_resolution,fga.190.sa.result.2.n02,ref.en.000612,,No local or declared external target fits the printed reference.,en/190.tex:815 Theorem 90,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.en.000614,reference_resolution,fga.190.sb.theorem.1,ref.en.000614,,No local or declared external target fits the printed reference.,en/190.tex:895 Section 1,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.en.000616,reference_resolution,fga.190.sb.corollary.1,ref.en.000616,,No local or declared external target fits the printed reference.,en/190.tex:926 Definition 1,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.en.000619,reference_resolution,fga.190.sb.corollary.2,ref.en.000619,,No local or declared external target fits the printed reference.,en/190.tex:936 Section 4,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.en.000621,reference_resolution,fga.190.sb.corollary.2,ref.en.000621,,No local or declared external target fits the printed reference.,en/190.tex:937 Theorem 90,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.en.000623,reference_resolution,fga.190.sb.lemma.1-1,ref.en.000623,,No local or declared external target fits the printed reference.,en/190.tex:949 Section 4,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.en.000624,reference_resolution,fga.190.sb.lemma.1-1,ref.en.000624,,No local or declared external target fits the printed reference.,en/190.tex:958 Section 4,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.en.000625,reference_resolution,fga.190.sb.lemma.1-1,ref.en.000625,,No local or declared external target fits the printed reference.,en/190.tex:960 Section 4,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.en.000627,reference_resolution,fga.190.sb.corollary.u.n01,ref.en.000627,,No local or declared external target fits the printed reference.,en/190.tex:970 Section 1,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.en.000637,reference_resolution,fga.190.sb.remark.u.n01,ref.en.000637,,No local or declared external target fits the printed reference.,en/190.tex:1086 Section 1,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.en.000638,reference_resolution,fga.190.sb.remark.u.n01,ref.en.000638,,No local or declared external target fits the printed reference.,en/190.tex:1128 Section 1,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.en.000643,reference_resolution,fga.190.sb.remark.u.n02,ref.en.000643,,No local or declared external target fits the printed reference.,en/190.tex:1478 Section 2,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.en.000645,reference_resolution,fga.190.sb.remark.u.n02,ref.en.000645,,No local or declared external target fits the printed reference.,en/190.tex:1492 Section 4,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.en.000646,reference_resolution,fga.190.sb.proposition.6-1,ref.en.000646,,No local or declared external target fits the printed reference.,en/190.tex:1526 Section 3,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.fr.000695,reference_resolution,fga.195.sa.proposition.1-1,ref.fr.000695,,No local or declared external target fits the printed reference.,fr/195.tex:258 définition 2.1,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.fr.000696,reference_resolution,fga.195.sa.corollary.u.n01,ref.fr.000696,fga.195.sa.proposition.3-1;fga.195.sc.proposition.3-1,More than one target fits the printed label.,fr/195.tex:317 proposition 3.1,Human mathematical resolution; do not guess.,AMBIGUOUS
res.ref.fr.000697,reference_resolution,fga.195.sa.corollary.u.n01,ref.fr.000697,fga.195.sa.proposition.3-1;fga.195.sc.proposition.3-1,More than one target fits the printed label.,fr/195.tex:333 proposition 3.1,Human mathematical resolution; do not guess.,AMBIGUOUS
res.ref.fr.000698,reference_resolution,fga.195.sb,ref.fr.000698,,No local or declared external target fits the printed reference.,fr/195.tex:472 paragraphe 5,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.fr.000699,reference_resolution,fga.195.sb,ref.fr.000699,fga.195.sa.proposition.3-1;fga.195.sc.proposition.3-1,More than one target fits the printed label.,fr/195.tex:478 proposition 3.1,Human mathematical resolution; do not guess.,AMBIGUOUS
res.ref.fr.000700,reference_resolution,fga.195.sb.theorem.1,ref.fr.000700,,No local or declared external target fits the printed reference.,fr/195.tex:493 définition 1.2,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.fr.000701,reference_resolution,fga.195.sb.theorem.2,ref.fr.000701,,No local or declared external target fits the printed reference.,fr/195.tex:527 définition 1.1,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.fr.000702,reference_resolution,fga.195.sb.theorem.2,ref.fr.000702,,No local or declared external target fits the printed reference.,fr/195.tex:530 définition 1.7,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.fr.000704,reference_resolution,fga.195.sc,ref.fr.000704,,No local or declared external target fits the printed reference.,fr/195.tex:641 paragraphe 3,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.fr.000705,reference_resolution,fga.195.sc.remark.u.n03,ref.fr.000705,fga.195.sa.proposition.3-1;fga.195.sc.proposition.3-1,More than one target fits the printed label.,fr/195.tex:856 proposition 3.1,Human mathematical resolution; do not guess.,AMBIGUOUS
res.ref.fr.000708,reference_resolution,fga.195.sc.remark.u.n04,ref.fr.000708,,No local or declared external target fits the printed reference.,fr/195.tex:979 paragraphe 1,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.fr.000710,reference_resolution,fga.195.sc.remark.u.n04,ref.fr.000710,,No local or declared external target fits the printed reference.,fr/195.tex:1094 paragraphe 5,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.fr.000711,reference_resolution,fga.195.sc.proposition.5-1,ref.fr.000711,fga.195.sa.proposition.5-1;fga.195.sc.proposition.5-1,More than one target fits the printed label.,fr/195.tex:1121 proposition 5.1,Human mathematical resolution; do not guess.,AMBIGUOUS
res.ref.en.000745,reference_resolution,fga.195.sa.proposition.1-1,ref.en.000745,,No local or declared external target fits the printed reference.,en/195.tex:250 Definition 2.1,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.en.000746,reference_resolution,fga.195.sa.corollary.u.n01,ref.en.000746,fga.195.sa.proposition.3-1;fga.195.sc.proposition.3-1,More than one target fits the printed label.,en/195.tex:308 Proposition 3.1,Human mathematical resolution; do not guess.,AMBIGUOUS
res.ref.en.000747,reference_resolution,fga.195.sa.corollary.u.n01,ref.en.000747,fga.195.sa.proposition.3-1;fga.195.sc.proposition.3-1,More than one target fits the printed label.,en/195.tex:321 Proposition 3.1,Human mathematical resolution; do not guess.,AMBIGUOUS
res.ref.en.000748,reference_resolution,fga.195.sb,ref.en.000748,,No local or declared external target fits the printed reference.,en/195.tex:457 Section 5,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.en.000749,reference_resolution,fga.195.sb,ref.en.000749,fga.195.sa.proposition.3-1;fga.195.sc.proposition.3-1,More than one target fits the printed label.,en/195.tex:463 Proposition 3.1,Human mathematical resolution; do not guess.,AMBIGUOUS
res.ref.en.000750,reference_resolution,fga.195.sb.theorem.1,ref.en.000750,,No local or declared external target fits the printed reference.,en/195.tex:477 Definition 1.2,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.en.000751,reference_resolution,fga.195.sb.theorem.2,ref.en.000751,,No local or declared external target fits the printed reference.,en/195.tex:510 Definition 1.1,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.en.000752,reference_resolution,fga.195.sb.theorem.2,ref.en.000752,,No local or declared external target fits the printed reference.,en/195.tex:513 Definition 1.7,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.en.000754,reference_resolution,fga.195.sc.remark.u.n03,ref.en.000754,fga.195.sa.proposition.3-1;fga.195.sc.proposition.3-1,More than one target fits the printed label.,en/195.tex:824 Proposition 3.1,Human mathematical resolution; do not guess.,AMBIGUOUS
res.ref.en.000758,reference_resolution,fga.195.sc.proposition.5-1,ref.en.000758,fga.195.sa.proposition.5-1;fga.195.sc.proposition.5-1,More than one target fits the printed label.,en/195.tex:1075 Proposition 5.1,Human mathematical resolution; do not guess.,AMBIGUOUS
res.ref.fr.000765,reference_resolution,fga.e195,ref.fr.000765,,No local or declared external target fits the printed reference.,fr/e195.tex:14 proposition 5.1,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.fr.000766,reference_resolution,fga.e195.item.u.n05,ref.fr.000766,,No local or declared external target fits the printed reference.,fr/e195.tex:35 proposition 3.1,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.fr.000767,reference_resolution,fga.e195.item.u.n07,ref.fr.000767,,No local or declared external target fits the printed reference.,fr/e195.tex:48 paragraphe 5,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.en.000776,reference_resolution,fga.e195,ref.en.000776,,No local or declared external target fits the printed reference.,en/e195.tex:13 Proposition 5.1,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.en.000777,reference_resolution,fga.e195.item.u.n05,ref.en.000777,,No local or declared external target fits the printed reference.,en/e195.tex:32 Proposition 3.1,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.fr.000801,reference_resolution,fga.212.proposition.1-1,ref.fr.000801,,No local or declared external target fits the printed reference.,fr/212.tex:216 paragraphe 4,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.fr.000804,reference_resolution,fga.212.s8.result.8-1,ref.fr.000804,,No local or declared external target fits the printed reference.,fr/212.tex:885 remarque 8.1,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.en.000836,reference_resolution,fga.212.s8.result.8-1,ref.en.000836,,No local or declared external target fits the printed reference.,en/212.tex:853 Remark 8.1,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.fr.000852,reference_resolution,fga.e212,ref.fr.000852,,No local or declared external target fits the printed reference.,fr/e212.tex:19 remarque 8.1,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.en.000859,reference_resolution,fga.e212,ref.en.000859,,No local or declared external target fits the printed reference.,en/e212.tex:19 Remark 8.1,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.fr.000902,reference_resolution,fga.221.s2.result.u.n01,ref.fr.000902,,No local or declared external target fits the printed reference.,fr/221.tex:312 LEMME 2.4,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.fr.000914,reference_resolution,fga.221.s2.lemma.2-6,ref.fr.000914,,No local or declared external target fits the printed reference.,fr/221.tex:448 (2.4),Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.en.000985,reference_resolution,fga.221.s2.result.u.n01,ref.en.000985,,No local or declared external target fits the printed reference.,en/221.tex:298 LEMMA 2.4,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.en.001000,reference_resolution,fga.221.s2.lemma.2-6,ref.en.001000,,No local or declared external target fits the printed reference.,en/221.tex:431 (2.4),Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.fr.001035,reference_resolution,fga.e221.item.u.n02,ref.fr.001035,,No local or declared external target fits the printed reference.,fr/e221.tex:13 théorème 2.1,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.fr.001036,reference_resolution,fga.e221.item.u.n07,ref.fr.001036,,No local or declared external target fits the printed reference.,fr/e221.tex:28 remarque 3.9,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.fr.001037,reference_resolution,fga.e221.item.u.n09,ref.fr.001037,,No local or declared external target fits the printed reference.,fr/e221.tex:38 remarque 5.5,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.en.001041,reference_resolution,fga.e221.item.u.n02,ref.en.001041,,No local or declared external target fits the printed reference.,en/e221.tex:13 Theorem 2.1,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.en.001042,reference_resolution,fga.e221.item.u.n07,ref.en.001042,,No local or declared external target fits the printed reference.,en/e221.tex:26 Remark 3.9,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.en.001043,reference_resolution,fga.e221.item.u.n09,ref.en.001043,,No local or declared external target fits the printed reference.,en/e221.tex:36 Remark 5.5,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.fr.001133,reference_resolution,fga.e232.item.u.n02,ref.fr.001133,,No local or declared external target fits the printed reference.,fr/e232.tex:12 remarque 3.3,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.fr.001134,reference_resolution,fga.e232.item.u.n03,ref.fr.001134,,No local or declared external target fits the printed reference.,fr/e232.tex:15 remarque 5.2,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.fr.001135,reference_resolution,fga.e232.item.u.n05,ref.fr.001135,,No local or declared external target fits the printed reference.,fr/e232.tex:23 remarque 6.6,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.fr.001136,reference_resolution,fga.e232.item.u.n06,ref.fr.001136,,No local or declared external target fits the printed reference.,fr/e232.tex:27 remarque 6.7,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.fr.001137,reference_resolution,fga.e232.item.u.n07,ref.fr.001137,,No local or declared external target fits the printed reference.,fr/e232.tex:30 remarque 6.8,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.en.001141,reference_resolution,fga.e232.item.u.n02,ref.en.001141,,No local or declared external target fits the printed reference.,en/e232.tex:12 Remark 3.3,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.en.001142,reference_resolution,fga.e232.item.u.n03,ref.en.001142,,No local or declared external target fits the printed reference.,en/e232.tex:15 Remark 5.2,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.en.001143,reference_resolution,fga.e232.item.u.n05,ref.en.001143,,No local or declared external target fits the printed reference.,en/e232.tex:23 Remark 6.6,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.en.001144,reference_resolution,fga.e232.item.u.n06,ref.en.001144,,No local or declared external target fits the printed reference.,en/e232.tex:27 Remark 6.7,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.en.001145,reference_resolution,fga.e232.item.u.n07,ref.en.001145,,No local or declared external target fits the printed reference.,en/e232.tex:31 Remark 6.8,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.fr.001172,reference_resolution,fga.236.s1.corollary.1-7,ref.fr.001172,,No local or declared external target fits the printed reference.,fr/236.tex:415 paragraphe 7,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.fr.001173,reference_resolution,fga.236.s1.corollary.1-7,ref.fr.001173,,No local or declared external target fits the printed reference.,fr/236.tex:418 paragraphe 5,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.fr.001174,reference_resolution,fga.236.s2.theorem.2-1,ref.fr.001174,,No local or declared external target fits the printed reference.,fr/236.tex:526 paragraphe 7,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.fr.001293,reference_resolution,fga.e236.item.u.n04,ref.fr.001293,,No local or declared external target fits the printed reference.,fr/e236.tex:19 proposition 3.1,Human mathematical resolution; do not guess.,UNRESOLVED
res.ref.en.001298,reference_resolution,fga.e236.item.u.n04,ref.en.001298,,No local or declared external target fits the printed reference.,en/e236.tex:17 Proposition 3.1,Human mathematical resolution; do not guess.,UNRESOLVED
res.concept.dualizing-sheaf,concept_vocabulary,fga,,concept.dualizing-sheaf,Declared vocabulary topic has no detected occurrence.,Patterns: faisceau dualisant|faisceau canonique | dualizing sheaf|canonical sheaf,Review vocabulary or source spelling.,UNRESOLVED
res.concept.algebraization,concept_vocabulary,fga,,concept.algebraization,Declared vocabulary topic has no detected occurrence.,Patterns: algébrisation|algébriser | algebraization|algebraize,Review vocabulary or source spelling.,UNRESOLVED
res.concept.hilbert-functor,concept_vocabulary,fga,,concept.hilbert-functor,Declared vocabulary topic has no detected occurrence.,Patterns: foncteur de Hilbert | Hilbert functor,Review vocabulary or source spelling.,UNRESOLVED
res.concept.poincare-bundle,concept_vocabulary,fga,,concept.poincare-bundle,Declared vocabulary topic has no detected occurrence.,Patterns: faisceau de Poincaré|Module de Poincaré | Poincaré sheaf|Poincaré Module,Review vocabulary or source spelling.,UNRESOLVED
res.concept.formal-functions,concept_vocabulary,fga,,concept.formal-functions,Declared vocabulary topic has no detected occurrence.,Patterns: fonctions formelles | formal functions,Review vocabulary or source spelling.,UNRESOLVED
res.stacks.tags,pre_stacks_policy,fga,,pre.coherent-sheaf;pre.ext-functor;pre.local-cohomology;pre.duality;pre.dualizing-sheaf;pre.fundamental-class;pre.poincare-duality;pre.formal-geometry;pre.formal-scheme;pre.formal-completion;pre.algebraization;pre.existence-theorem;pre.descent;pre.faithfully-flat;pre.descent-datum;pre.effectivity;pre.quotient;pre.equivalence-relation;pre.representability;pre.hilbert-functor;pre.hilbert-scheme;pre.picard-functor;pre.picard-scheme;pre.cartier-divisor;pre.invertible-module;pre.poincare-bundle;pre.albanese;pre.abelian-scheme;pre.neron-severi;pre.hilbert-polynomial;pre.flatness;pre.properness;pre.smoothness;pre.separatedness;pre.projectivity;pre.quasi-projectivity;pre.ampleness;pre.finite-type;pre.connected-component;pre.group-scheme;pre.etale;pre.fundamental-group;pre.galois-cover;pre.tame-ramification;pre.frobenius-radicial;pre.normality;pre.serre-s2;pre.boundedness;pre.numerical-equivalence;pre.algebraic-equivalence;pre.torsion-equivalence;pre.euler-characteristic;pre.base-change;pre.formal-functions;pre.cohomology,Official Stacks tags intentionally remain unassigned.,Every official_tag field in stacks.csv is blank.,A later authorized mapping pass must verify official tags directly.,INTENTIONAL_UNASSIGNED
