application_id,candidate_id,source_relpath,source_line,source_column,visible_text,raw_tex,reference_form,target_label,target_id,resolution_basis,source_sha256,status
ega1.application.sha256.cc34343dd6f4abbe5acadc1808b1556a0056dc63832d8864118308414f8dfb61,ega1.candidate.sha256.cc34343dd6f4abbe5acadc1808b1556a0056dc63832d8864118308414f8dfb61,ega1/ega1-5.tex,336,38,I.3.3.4,\sref{I.3.3.4},sref,I.3.3.4,ega1.c01.cor.3-3-4,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.e32a57980855d067b5b5cc7ce54e9be099a5655dead53ed874b84bf0918dc575,ega1.candidate.sha256.e32a57980855d067b5b5cc7ce54e9be099a5655dead53ed874b84bf0918dc575,ega1/ega1-5.tex,354,22,I.5.3.5,\sref{I.5.3.5},sref,I.5.3.5,ega1.c01.prop.5-3-5,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.bcb624b82e1518c597e52307ce47651185c9869c76fecb8ff980dd44697410d2,ega1.candidate.sha256.bcb624b82e1518c597e52307ce47651185c9869c76fecb8ff980dd44697410d2,ega1/ega1-5.tex,354,108,I.3.3.3,\sref{I.3.3.3},sref,I.3.3.3,ega1.c01.prop.3-3-3,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.1dff4ac2c7e894cc60bd43a34eb6f7a85276ab3d7c4181046411462d7997e66b,ega1.candidate.sha256.1dff4ac2c7e894cc60bd43a34eb6f7a85276ab3d7c4181046411462d7997e66b,ega1/ega1-5.tex,365,60,(3.4.3.1),\hyperref[I.3.4.3]{(3.4.3.1)},hyperref,I.3.4.3,ega1.c01.statement.3-4-3,explicit local hyperref to exact unique source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.ea813816349772c64420ce86a480235241005d875d285faffcf23cd2f77cd3af,ega1.candidate.sha256.ea813816349772c64420ce86a480235241005d875d285faffcf23cd2f77cd3af,ega1/ega1-5.tex,376,35,I.4.2.2,\sref{I.4.2.2},sref,I.4.2.2,ega1.c01.prop.4-2-2,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.2625ecb1542303a89279eb39de5d4c3900ee25b053f193524c698c92580240b0,ega1.candidate.sha256.2625ecb1542303a89279eb39de5d4c3900ee25b053f193524c698c92580240b0,ega1/ega1-5.tex,379,86,I.4.2.1,\sref{I.4.2.1},sref,I.4.2.1,ega1.c01.def.4-2-1,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.6566cfd515adf5371833025c6820af3243ec09783454d6dfd704668b70b876fa,ega1.candidate.sha256.6566cfd515adf5371833025c6820af3243ec09783454d6dfd704668b70b876fa,ega1/ega1-5.tex,383,25,I.5.3.5,\sref{I.5.3.5},sref,I.5.3.5,ega1.c01.prop.5-3-5,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.f6f1e95036c03c35df186fb94f03d2e0b0e733e2576122b9374b36f33de07b0c,ega1.candidate.sha256.f6f1e95036c03c35df186fb94f03d2e0b0e733e2576122b9374b36f33de07b0c,ega1/ega1-5.tex,387,19,I.5.3.6,\sref{I.5.3.6},sref,I.5.3.6,ega1.c01.cor.5-3-6,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.c8819a9799191c346c5ce794cc5d49600dcd9c43cb970976ef4bb192d04309d4,ega1.candidate.sha256.c8819a9799191c346c5ce794cc5d49600dcd9c43cb970976ef4bb192d04309d4,ega1/ega1-5.tex,387,38,I.4.3.1,\sref{I.4.3.1},sref,I.4.3.1,ega1.c01.prop.4-3-1,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.370a1780ba78ae9a72afebb4480a81ac73d181ac37ab48bea7c1b81423d55846,ega1.candidate.sha256.370a1780ba78ae9a72afebb4480a81ac73d181ac37ab48bea7c1b81423d55846,ega1/ega1-5.tex,390,33,I.5.3.5,\sref{I.5.3.5},sref,I.5.3.5,ega1.c01.prop.5-3-5,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.848e1cd098ef4b21da2c64394491e24f8c27bdd17f033b36707a8ca0900dce36,ega1.candidate.sha256.848e1cd098ef4b21da2c64394491e24f8c27bdd17f033b36707a8ca0900dce36,ega1/ega1-5.tex,395,53,I.3.3.14,\sref{I.3.3.14},sref,I.3.3.14,ega1.c01.statement.3-3-14,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.564c6f5717d27ed3108ecd276bf3e3f8d79a3833a8e14e69f3d33addbcb356cb,ega1.candidate.sha256.564c6f5717d27ed3108ecd276bf3e3f8d79a3833a8e14e69f3d33addbcb356cb,ega1/ega1-5.tex,399,40,I.5.3.10,\sref{I.5.3.10},sref,I.5.3.10,ega1.c01.cor.5-3-10,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.8f2dcfcd7d281c6ef1fd6a7270aac672868e1c8009b32289faa02b2b0d182042,ega1.candidate.sha256.8f2dcfcd7d281c6ef1fd6a7270aac672868e1c8009b32289faa02b2b0d182042,ega1/ega1-5.tex,399,106,I.5.3.7,\sref{I.5.3.7},sref,I.5.3.7,ega1.c01.cor.5-3-7,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.f906315f7df4fcee50f5460845f8c2d4ed3e6b84e11981e308268d81c53d679f,ega1.candidate.sha256.f906315f7df4fcee50f5460845f8c2d4ed3e6b84e11981e308268d81c53d679f,ega1/ega1-5.tex,403,74,I.4.2.1,\sref{I.4.2.1},sref,I.4.2.1,ega1.c01.def.4-2-1,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.78dc910174392475b6458a93dcf5b814e96bd9f6449b1fc790299c037cad4af2,ega1.candidate.sha256.78dc910174392475b6458a93dcf5b814e96bd9f6449b1fc790299c037cad4af2,ega1/ega1-5.tex,407,119,I.2.5.5,\sref{I.2.5.5},sref,I.2.5.5,ega1.c01.statement.2-5-5,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.4fa04b080e83e39cdd59ffdf3295d02583a15d6c6d6b052505f36f5289590a4b,ega1.candidate.sha256.4fa04b080e83e39cdd59ffdf3295d02583a15d6c6d6b052505f36f5289590a4b,ega1/ega1-5.tex,412,37,I.5.3.11,\sref{I.5.3.11},sref,I.5.3.11,ega1.c01.cor.5-3-11,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.9a3ddfb846f478dfd0ba12e10657a177888fbb3268f12dfdd5183997fce0cec1,ega1.candidate.sha256.9a3ddfb846f478dfd0ba12e10657a177888fbb3268f12dfdd5183997fce0cec1,ega1/ega1-5.tex,412,133,I.3.3.7,\sref{I.3.3.7},sref,I.3.3.7,ega1.c01.statement.3-3-7,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.3ed6b3f19af944eff4efdaec0637695f5cb85172b4cfcae7c5d252a4a6bc269c,ega1.candidate.sha256.3ed6b3f19af944eff4efdaec0637695f5cb85172b4cfcae7c5d252a4a6bc269c,ega1/ega1-5.tex,417,30,I.3.3.10.1,\sref{I.3.3.10.1},sref,I.3.3.10.1,ega1.c01.eq.3-3-10-1,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.a8e5994fd87558a7ccf38f538fa2ff2464e37762f2c27198a8cc4817ff3c52d7,ega1.candidate.sha256.a8e5994fd87558a7ccf38f538fa2ff2464e37762f2c27198a8cc4817ff3c52d7,ega1/ega1-5.tex,428,68,I.3.3.4,\sref{I.3.3.4},sref,I.3.3.4,ega1.c01.cor.3-3-4,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.5c748000a0e27a46d45b9a09358b2574a9e5a93a290b0fa4232b36cc0ea96d1f,ega1.candidate.sha256.5c748000a0e27a46d45b9a09358b2574a9e5a93a290b0fa4232b36cc0ea96d1f,ega1/ega1-5.tex,429,80,I.4.3.1,\sref{I.4.3.1},sref,I.4.3.1,ega1.c01.prop.4-3-1,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.6aa67636a3b1606b2c2516fecc3d6f7245d621b9e70b5222192bf402d6325fd7,ega1.candidate.sha256.6aa67636a3b1606b2c2516fecc3d6f7245d621b9e70b5222192bf402d6325fd7,ega1/ega1-5.tex,429,99,I.4.5.5,\sref{I.4.5.5},sref,I.4.5.5,ega1.c01.prop.4-5-5,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.e9a0ed2670111fcf18e9596b3ea2535a5332423f083eeceeb099f076bb4c0b8c,ega1.candidate.sha256.e9a0ed2670111fcf18e9596b3ea2535a5332423f083eeceeb099f076bb4c0b8c,ega1/ega1-5.tex,429,153,I.5.3.11,\sref{I.5.3.11},sref,I.5.3.11,ega1.c01.cor.5-3-11,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.79f2d0fca702a046c369b948f357b44d8eb4ba7cc5043569dc7378f9cae34747,ega1.candidate.sha256.79f2d0fca702a046c369b948f357b44d8eb4ba7cc5043569dc7378f9cae34747,ega1/ega1-5.tex,429,186,I.4.2.4,\sref{I.4.2.4},sref,I.4.2.4,ega1.c01.cor.4-2-4,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.94446265c964a3cb451024b3e1d295e136d32445067c9edf7d1b703dd5f87d68,ega1.candidate.sha256.94446265c964a3cb451024b3e1d295e136d32445067c9edf7d1b703dd5f87d68,ega1/ega1-5.tex,429,208,I.4.5.5,\sref{I.4.5.5},sref,I.4.5.5,ega1.c01.prop.4-5-5,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.d578e71ef02ff4a1751a9c4c749d6b5d1043c71cb8ba1de4c070330dbe2268af,ega1.candidate.sha256.d578e71ef02ff4a1751a9c4c749d6b5d1043c71cb8ba1de4c070330dbe2268af,ega1/ega1-5.tex,439,134,I.5.3.13,\sref{I.5.3.13},sref,I.5.3.13,ega1.c01.cor.5-3-13,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.1da41c9703db5e03403e61df935b59d7afa72bf164b35e3d3199c997f2015a62,ega1.candidate.sha256.1da41c9703db5e03403e61df935b59d7afa72bf164b35e3d3199c997f2015a62,ega1/ega1-5.tex,471,10,I.5.3.15,\sref{I.5.3.15},sref,I.5.3.15,ega1.c01.prop.5-3-15,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.d4e004cf31275e93435f9fba3a7af352f75e4113323b69d85633e08e50111ecd,ega1.candidate.sha256.d4e004cf31275e93435f9fba3a7af352f75e4113323b69d85633e08e50111ecd,ega1/ega1-5.tex,471,225,I.4.3.1,\sref{I.4.3.1},sref,I.4.3.1,ega1.c01.prop.4-3-1,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.c20853cf37b46c94a4f1aa18b5a842821fac973ea87f994bfeae345cdca38a4d,ega1.candidate.sha256.c20853cf37b46c94a4f1aa18b5a842821fac973ea87f994bfeae345cdca38a4d,ega1/ega1-5.tex,474,107,I.5.3.15.1,\sref{I.5.3.15.1},sref,I.5.3.15.1,ega1.c01.prop.5-3-15-1,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.6447249cee69303459ee80dee3e43e29c1324dcd30c8daae908515a1d996f08c,ega1.candidate.sha256.6447249cee69303459ee80dee3e43e29c1324dcd30c8daae908515a1d996f08c,ega1/ega1-5.tex,505,34,I.5.3.15,\sref{I.5.3.15},sref,I.5.3.15,ega1.c01.prop.5-3-15,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.36a01fc1733adb3b93909e41ee664f143fc60a395a0166e7dfbbf538d2a6ae71,ega1.candidate.sha256.36a01fc1733adb3b93909e41ee664f143fc60a395a0166e7dfbbf538d2a6ae71,ega1/ega1-5.tex,515,503,I.5.5.7,\sref{I.5.5.7},sref,I.5.5.7,ega1.c01.cor.5-5-7,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.b06424eb6ea7384d7aeefd800efd7823fd9a7aa4df281e9c5b88b067bd35fbbc,ega1.candidate.sha256.b06424eb6ea7384d7aeefd800efd7823fd9a7aa4df281e9c5b88b067bd35fbbc,ega1/ega1-5.tex,518,4,I.5.3.9,\sref{I.5.3.9},sref,I.5.3.9,ega1.c01.prop.5-3-9,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.2376246bfbf13d96015720822a7dc2cfc83e6efeb478acdf04f0d2476601ca23,ega1.candidate.sha256.2376246bfbf13d96015720822a7dc2cfc83e6efeb478acdf04f0d2476601ca23,ega1/ega1-5.tex,523,94,I.5.3.10,\sref{I.5.3.10},sref,I.5.3.10,ega1.c01.cor.5-3-10,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.76467ee7c4a9c611092d04d99f169f57dbac79e9bc4030ae72fed18ab0189a37,ega1.candidate.sha256.76467ee7c4a9c611092d04d99f169f57dbac79e9bc4030ae72fed18ab0189a37,ega1/ega1-5.tex,527,39,I.5.3.5.1,\sref{I.5.3.5.1},sref,I.5.3.5.1,ega1.c01.prop.5-3-5-1,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.f1aee09297549f960c721d5b594ddce5483a93dca2563182f93951b94ad5d6ab,ega1.candidate.sha256.f1aee09297549f960c721d5b594ddce5483a93dca2563182f93951b94ad5d6ab,ega1/ega1-5.tex,528,35,I.4.3.2,\sref{I.4.3.2},sref,I.4.3.2,ega1.c01.cor.4-3-2,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.827ecc8790930b44e9bf13b95a8c421685b6f3b77448f3dd1b3a2c76315db4e9,ega1.candidate.sha256.827ecc8790930b44e9bf13b95a8c421685b6f3b77448f3dd1b3a2c76315db4e9,ega1/ega1-5.tex,534,53,I.5.3.11,\sref{I.5.3.11},sref,I.5.3.11,ega1.c01.cor.5-3-11,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.f49f77eb4f96876aa554f65c6ad672d5bb993c96cafb93351590ed4fa19d5f3d,ega1.candidate.sha256.f49f77eb4f96876aa554f65c6ad672d5bb993c96cafb93351590ed4fa19d5f3d,ega1/ega1-5.tex,538,30,I.5.4.2,\sref{I.5.4.2},sref,I.5.4.2,ega1.c01.prop.5-4-2,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.041a043ed885553b77ef29a9f979b959d54fdaf47adcee67fe26fd90169e62d9,ega1.candidate.sha256.041a043ed885553b77ef29a9f979b959d54fdaf47adcee67fe26fd90169e62d9,ega1/ega1-5.tex,548,17,I.5.4.3,\sref{I.5.4.3},sref,I.5.4.3,ega1.c01.cor.5-4-3,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.5b4d9215320d5db11b315d4e612bb9be87ef9bd844dd58257a25a2c0d4eb4c61,ega1.candidate.sha256.5b4d9215320d5db11b315d4e612bb9be87ef9bd844dd58257a25a2c0d4eb4c61,ega1/ega1-5.tex,548,55,I.5.3.13,\sref{I.5.3.13},sref,I.5.3.13,ega1.c01.cor.5-3-13,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.bc3b4173f5dc7bc81c91d1963e76c19b4ceb7d5982bcb4d1cee77f64ddd6678f,ega1.candidate.sha256.bc3b4173f5dc7bc81c91d1963e76c19b4ceb7d5982bcb4d1cee77f64ddd6678f,ega1/ega1-5.tex,548,77,I.5.3.11,\sref{I.5.3.11},sref,I.5.3.11,ega1.c01.cor.5-3-11,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.15daeb5cb95892ed3605989a53655a6508f08ed5d03b12ce71064c60a39ec113,ega1.candidate.sha256.15daeb5cb95892ed3605989a53655a6508f08ed5d03b12ce71064c60a39ec113,ega1/ega1-5.tex,559,17,I.5.4.4,\sref{I.5.4.4},sref,I.5.4.4,ega1.c01.cor.5-4-4,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.c2a51c92f8272b02571c45871f461b17ccc89cfd44a72943a673da9aefb4c997,ega1.candidate.sha256.c2a51c92f8272b02571c45871f461b17ccc89cfd44a72943a673da9aefb4c997,ega1/ega1-5.tex,559,55,I.5.3.14,\sref{I.5.3.14},sref,I.5.3.14,ega1.c01.cor.5-3-14,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.d4442de639843d46f6e5b4f1e2de60de09ebbf8812373ddabd999f2970ac46ca,ega1.candidate.sha256.d4442de639843d46f6e5b4f1e2de60de09ebbf8812373ddabd999f2970ac46ca,ega1/ega1-5.tex,559,77,I.5.3.13,\sref{I.5.3.13},sref,I.5.3.13,ega1.c01.cor.5-3-13,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.ac5d9ff31b50a6775a81e4afb03c683c269b67cc761989fc51cf4cccc6dedb0b,ega1.candidate.sha256.ac5d9ff31b50a6775a81e4afb03c683c269b67cc761989fc51cf4cccc6dedb0b,ega1/ega1-5.tex,564,56,I.2.5.5,\sref{I.2.5.5},sref,I.2.5.5,ega1.c01.statement.2-5-5,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.c66e2536d48188dee914a901880db69c86baa65795e78615448d35b4f1d9fb60,ega1.candidate.sha256.c66e2536d48188dee914a901880db69c86baa65795e78615448d35b4f1d9fb60,ega1/ega1-5.tex,568,108,I.5.4.5,\sref{I.5.4.5},sref,I.5.4.5,ega1.c01.cor.5-4-5,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.3e953d7fbb7ee7c75dfe85f14640d22503440250470fa1c1ec86565f1c011ef6,ega1.candidate.sha256.3e953d7fbb7ee7c75dfe85f14640d22503440250470fa1c1ec86565f1c011ef6,ega1/ega1-5.tex,579,37,I.5.3.17,\sref{I.5.3.17},sref,I.5.3.17,ega1.c01.cor.5-3-17,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.90309111dcf80f5acae256ac7d46c5a325175402dee7f92337f8b1c3a62427c5,ega1.candidate.sha256.90309111dcf80f5acae256ac7d46c5a325175402dee7f92337f8b1c3a62427c5,ega1/ega1-5.tex,581,22,I.5.2.2,\sref{I.5.2.2},sref,I.5.2.2,ega1.c01.prop.5-2-2,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.78bc6db6137063c5e775764ea59de79da1c862b1ceeb5ec86b5ac84063f6cdd3,ega1.candidate.sha256.78bc6db6137063c5e775764ea59de79da1c862b1ceeb5ec86b5ac84063f6cdd3,ega1/ega1-5.tex,586,51,I.5.4.3,\sref{I.5.4.3},sref,I.5.4.3,ega1.c01.cor.5-4-3,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.c312954c272fe9502b9c8efa03810dba419d60290dc86e8742f62b2ee5f76b87,ega1.candidate.sha256.c312954c272fe9502b9c8efa03810dba419d60290dc86e8742f62b2ee5f76b87,ega1/ega1-5.tex,587,49,I.5.4.5,\sref{I.5.4.5},sref,I.5.4.5,ega1.c01.cor.5-4-5,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.7c96befd2dbecca7a10e32b28cb5d8c66e6508302076bef38375a181c05a577e,ega1.candidate.sha256.7c96befd2dbecca7a10e32b28cb5d8c66e6508302076bef38375a181c05a577e,ega1/ega1-5.tex,588,46,I.5.4.6,\sref{I.5.4.6},sref,I.5.4.6,ega1.c01.cor.5-4-6,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.90fed5c76140a1aaa4e33c15275eb355d0a29546b327c26d874d71d89983552d,ega1.candidate.sha256.90fed5c76140a1aaa4e33c15275eb355d0a29546b327c26d874d71d89983552d,ega1/ega1-5.tex,603,100,I.5.1.5,\sref{I.5.1.5},sref,I.5.1.5,ega1.c01.statement.5-1-5,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.e5425ce8a5ed0f2f01ac3a9d9a0719cea1859539d3c0008b29ecd20e9f903511,ega1.candidate.sha256.e5425ce8a5ed0f2f01ac3a9d9a0719cea1859539d3c0008b29ecd20e9f903511,ega1/ega1-5.tex,608,46,I.5.3.8,\sref{I.5.3.8},sref,I.5.3.8,ega1.c01.prop.5-3-8,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.97bc4f88e3bae5fffad8aefcc351344bd01621e8e8f9e2744a639330a1ab7327,ega1.candidate.sha256.97bc4f88e3bae5fffad8aefcc351344bd01621e8e8f9e2744a639330a1ab7327,ega1/ega1-5.tex,619,53,I.5.3.10,\sref{I.5.3.10},sref,I.5.3.10,ega1.c01.cor.5-3-10,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.6612a414f875430c093bbc29bbfdccebdc88efdc86d305b9084ec85685aaae4b,ega1.candidate.sha256.6612a414f875430c093bbc29bbfdccebdc88efdc86d305b9084ec85685aaae4b,ega1/ega1-5.tex,620,121,I.5.4.2,\sref{I.5.4.2},sref,I.5.4.2,ega1.c01.prop.5-4-2,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.ae00c833e626eb9e55b55e3035cd0f9e12dc6e43fc72e612b736ee69938e1e47,ega1.candidate.sha256.ae00c833e626eb9e55b55e3035cd0f9e12dc6e43fc72e612b736ee69938e1e47,ega1/ega1-5.tex,620,184,I.4.2.4,\sref{I.4.2.4},sref,I.4.2.4,ega1.c01.cor.4-2-4,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.2d24b9a6a99aba3ae2e1c7cafd116e5fef92f8cf8526e458e02ceed476195639,ega1.candidate.sha256.2d24b9a6a99aba3ae2e1c7cafd116e5fef92f8cf8526e458e02ceed476195639,ega1/ega1-5.tex,623,51,I.3.5.1,\sref{I.3.5.1},sref,I.3.5.1,ega1.c01.statement.3-5-1,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.bbae0fe75755dcec1a23598d22aeb7df191a3e84abe6ea6aa8ad89fae534c583,ega1.candidate.sha256.bbae0fe75755dcec1a23598d22aeb7df191a3e84abe6ea6aa8ad89fae534c583,ega1/ega1-5.tex,624,108,I.3.3.11,\sref{I.3.3.11},sref,I.3.3.11,ega1.c01.cor.3-3-11,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.90376a48f8f4813f3a83a177b2edd46f1c479fbbc407e1d2b32a0805f571cae3,ega1.candidate.sha256.90376a48f8f4813f3a83a177b2edd46f1c479fbbc407e1d2b32a0805f571cae3,ega1/ega1-5.tex,624,128,(3.3.9.1),\hyperref[I.3.3.9]{(3.3.9.1)},hyperref,I.3.3.9,ega1.c01.prop.3-3-9,explicit local hyperref to exact unique source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.5646d5b2d2b6eec1167a6d136d45f7e4ba507682cd366926d536f96c0de7054e,ega1.candidate.sha256.5646d5b2d2b6eec1167a6d136d45f7e4ba507682cd366926d536f96c0de7054e,ega1/ega1-5.tex,625,35,I.4.3.1,\sref{I.4.3.1},sref,I.4.3.1,ega1.c01.prop.4-3-1,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.eb1dd7efc1e7ae980fef28c830d3d9de370ce18c4a04d881c0d8b3f931db1693,ega1.candidate.sha256.eb1dd7efc1e7ae980fef28c830d3d9de370ce18c4a04d881c0d8b3f931db1693,ega1/ega1-5.tex,627,31,I.5.3.13,\sref{I.5.3.13},sref,I.5.3.13,ega1.c01.cor.5-3-13,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
ega1.application.sha256.00147435de4130bdd9ef7557f4e6ebeeeff94e8652c780eb517e0e522db04d16,ega1.candidate.sha256.00147435de4130bdd9ef7557f4e6ebeeeff94e8652c780eb517e0e522db04d16,ega1/ega1-5.tex,629,154,I.5.1.7,\sref{I.5.1.7},sref,I.5.1.7,ega1.c01.prop.5-1-7,exact unique local source label,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,active_local_link
