residual_id,candidate_id,source_relpath,source_line,source_column,visible_text,raw_tex,reference_form,proposed_target_label,classification,resolution_basis,source_sha256,status
ega1.residual.sha256.b13e560aca2478eb9bc6cb646c4ebdc88cc992e25fd13c2e28c28d47b94a8fad,ega1.candidate.sha256.b13e560aca2478eb9bc6cb646c4ebdc88cc992e25fd13c2e28c28d47b94a8fad,ega1/ega1-4.tex,9,41,0.5.1.3,\sref[0]{0.5.1.3},sref,0.5.1.3,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,60B015C492C2C6948D96C591F003D846AB75D7AA27DE6C90903FAD2A439F959B,reviewed_nonedge
ega1.residual.sha256.3525e093a57ab71e5cbad0fb74ddcc316b5eb2e1695e04b199e69f9facd41e76,ega1.candidate.sha256.3525e093a57ab71e5cbad0fb74ddcc316b5eb2e1695e04b199e69f9facd41e76,ega1/ega1-4.tex,82,83,0.3.7.1,\sref[0]{0.3.7.1},sref,0.3.7.1,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,60B015C492C2C6948D96C591F003D846AB75D7AA27DE6C90903FAD2A439F959B,reviewed_nonedge
ega1.residual.sha256.92fa1b9db23b2df57fd641a024b617cf7d39d21dcc8e6304d37502b5db3680fb,ega1.candidate.sha256.92fa1b9db23b2df57fd641a024b617cf7d39d21dcc8e6304d37502b5db3680fb,ega1/ega1-4.tex,84,61,0.4.1.1,\sref[0]{0.4.1.1},sref,0.4.1.1,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,60B015C492C2C6948D96C591F003D846AB75D7AA27DE6C90903FAD2A439F959B,reviewed_nonedge
ega1.residual.sha256.c5f703517423f7400fa35af67bb4eacd56e0c89b605e8927d9482ad177aa0575,ega1.candidate.sha256.c5f703517423f7400fa35af67bb4eacd56e0c89b605e8927d9482ad177aa0575,ega1/ega1-4.tex,91,39,"(T, I, 1.1)","(T, I, 1.1)",external_work_citation,,external_work_citation,plain citation to external work T; no standalone EGA I target,60B015C492C2C6948D96C591F003D846AB75D7AA27DE6C90903FAD2A439F959B,reviewed_nonedge
ega1.residual.sha256.2bf65ac93eb1d3bbae5a9aae957ec6c053b50be2aa887436e3886e8b2cfdb597,ega1.candidate.sha256.2bf65ac93eb1d3bbae5a9aae957ec6c053b50be2aa887436e3886e8b2cfdb597,ega1/ega1-4.tex,105,52,0.3.7.2,\sref[0]{0.3.7.2},sref,0.3.7.2,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,60B015C492C2C6948D96C591F003D846AB75D7AA27DE6C90903FAD2A439F959B,reviewed_nonedge
ega1.residual.sha256.b972a3a9b481b26cdecd3f64668de5d9949d147276ce7fef9f3ce199632d647d,ega1.candidate.sha256.b972a3a9b481b26cdecd3f64668de5d9949d147276ce7fef9f3ce199632d647d,ega1/ega1-4.tex,156,18,0.3.4.6,\sref[0]{0.3.4.6},sref,0.3.4.6,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,60B015C492C2C6948D96C591F003D846AB75D7AA27DE6C90903FAD2A439F959B,reviewed_nonedge
ega1.residual.sha256.279e4ffbd419e26ef89bf5ce3605aa9d35cd3de57ddbfd7807d7652b3addcdb9,ega1.candidate.sha256.279e4ffbd419e26ef89bf5ce3605aa9d35cd3de57ddbfd7807d7652b3addcdb9,ega1/ega1-4.tex,166,72,0.3.4.5,\sref[0]{0.3.4.5},sref,0.3.4.5,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,60B015C492C2C6948D96C591F003D846AB75D7AA27DE6C90903FAD2A439F959B,reviewed_nonedge
ega1.residual.sha256.7eb61653e15d3a5f0887aeb451d1bf27858d5ea854aac2132b0d40488bcf43c3,ega1.candidate.sha256.7eb61653e15d3a5f0887aeb451d1bf27858d5ea854aac2132b0d40488bcf43c3,ega1/ega1-4.tex,176,66,0.3.7.2,\sref[0]{0.3.7.2},sref,0.3.7.2,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,60B015C492C2C6948D96C591F003D846AB75D7AA27DE6C90903FAD2A439F959B,reviewed_nonedge
ega1.residual.sha256.f3ec8da8d3be2c9671b5dbcebdb200d47f4c669d1d9985158cf6c0d1b2453b61,ega1.candidate.sha256.f3ec8da8d3be2c9671b5dbcebdb200d47f4c669d1d9985158cf6c0d1b2453b61,ega1/ega1-5.tex,29,107,0.4.1.4,\sref[0]{0.4.1.4},sref,0.4.1.4,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,reviewed_nonedge
ega1.residual.sha256.327044c0a479a4ac7ded708b64e54a0715afbf1650983c6f1d55adf2923667e1,ega1.candidate.sha256.327044c0a479a4ac7ded708b64e54a0715afbf1650983c6f1d55adf2923667e1,ega1/ega1-5.tex,187,30,Chapter~III,Chapter~III,chapter_mention,,external_or_ambiguous_chapter_reference,chapter mention has no unique admissible target in standalone EGA I,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,reviewed_nonedge
ega1.residual.sha256.e99a538da7c11f4222146c08764bbc941e3580cc0592ac273a43bc2347f6d48d,ega1.candidate.sha256.e99a538da7c11f4222146c08764bbc941e3580cc0592ac273a43bc2347f6d48d,ega1/ega1-5.tex,188,223,"(T,~4.2.3)","(T,~4.2.3)",external_work_citation,,external_work_citation,plain citation to external work T; no standalone EGA I target,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,reviewed_nonedge
ega1.residual.sha256.74b61a6f0a10118c22a5ec4e327368941ad7c98f60736bf56b1b97fd1238b7ac,ega1.candidate.sha256.74b61a6f0a10118c22a5ec4e327368941ad7c98f60736bf56b1b97fd1238b7ac,ega1/ega1-5.tex,190,134,0.5.4.9,\sref[0]{0.5.4.9},sref,0.5.4.9,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,reviewed_nonedge
ega1.residual.sha256.cdcfe071aaad35d628ef25edef9a2316a53e3210e50eaa950119760d287d9026,ega1.candidate.sha256.cdcfe071aaad35d628ef25edef9a2316a53e3210e50eaa950119760d287d9026,ega1/ega1-5.tex,677,74,0.2.1.5,\sref[0]{0.2.1.5},sref,0.2.1.5,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,E6C75AC220D10031AC3C48A1FFD55B4F0E2CB04D13B77803765068D3053CB747,reviewed_nonedge
ega1.residual.sha256.16b261b7e78d927c33896f77690419c16cb2ce3437b1801a5bec6a4665e135e3,ega1.candidate.sha256.16b261b7e78d927c33896f77690419c16cb2ce3437b1801a5bec6a4665e135e3,ega1/ega1-6.tex,28,138,0.2.2.3,\sref[0]{0.2.2.3},sref,0.2.2.3,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,reviewed_nonedge
ega1.residual.sha256.f8e2f821861e2cd450ba5ff7acccdb86967f1af38d47cd64eebf4ffdae1e8d0e,ega1.candidate.sha256.f8e2f821861e2cd450ba5ff7acccdb86967f1af38d47cd64eebf4ffdae1e8d0e,ega1/ega1-6.tex,45,206,0.5.1.4,\sref[0]{0.5.1.4},sref,0.5.1.4,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,reviewed_nonedge
ega1.residual.sha256.88d336af8e09adce4e1cacd904ada3612678bc5e99b0dda29dc784dfec75506a,ega1.candidate.sha256.88d336af8e09adce4e1cacd904ada3612678bc5e99b0dda29dc784dfec75506a,ega1/ega1-6.tex,107,125,0.2.1.6,\sref[0]{0.2.1.6},sref,0.2.1.6,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,reviewed_nonedge
ega1.residual.sha256.93d2e7603145432e6fbb92d5f7eb4c53bc8f03de1f0735d2b8b56f9717abc1f7,ega1.candidate.sha256.93d2e7603145432e6fbb92d5f7eb4c53bc8f03de1f0735d2b8b56f9717abc1f7,ega1/ega1-6.tex,109,103,0.2.1.6,\sref[0]{0.2.1.6},sref,0.2.1.6,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,reviewed_nonedge
ega1.residual.sha256.c63800c91a580657ad8e13b3eb8302d67c1ac096af0a8a5d99531843ef736018,ega1.candidate.sha256.c63800c91a580657ad8e13b3eb8302d67c1ac096af0a8a5d99531843ef736018,ega1/ega1-6.tex,142,85,0.2.1.6,\sref[0]{0.2.1.6},sref,0.2.1.6,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,reviewed_nonedge
ega1.residual.sha256.7f9f648e892a79e05621e96a0261778b4ab2bffba7aee72867d224425f48b74e,ega1.candidate.sha256.7f9f648e892a79e05621e96a0261778b4ab2bffba7aee72867d224425f48b74e,ega1/ega1-6.tex,146,80,0.2.1.6,\sref[0]{0.2.1.6},sref,0.2.1.6,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,reviewed_nonedge
ega1.residual.sha256.1df02355bf1ae3bba982cc2f916a787d3e2cc4eff34a8907ca9f13244158a914,ega1.candidate.sha256.1df02355bf1ae3bba982cc2f916a787d3e2cc4eff34a8907ca9f13244158a914,ega1/ega1-6.tex,178,227,0.2.1.6,\sref[0]{0.2.1.6},sref,0.2.1.6,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,reviewed_nonedge
ega1.residual.sha256.8a58722c35706842403b7e65a0a38f1cdbdb4501a8f022038e553f23771f6c9e,ega1.candidate.sha256.8a58722c35706842403b7e65a0a38f1cdbdb4501a8f022038e553f23771f6c9e,ega1/ega1-6.tex,179,223,0.5.2.2,\sref[0]{0.5.2.2},sref,0.5.2.2,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,reviewed_nonedge
ega1.residual.sha256.e0c0c9914dd25612f522378f23ad800d94abf803a6a81533b02c622dca174fc4,ega1.candidate.sha256.e0c0c9914dd25612f522378f23ad800d94abf803a6a81533b02c622dca174fc4,ega1/ega1-6.tex,468,110,II.6.1.1,\sref[II]{II.6.1.1},sref,II.6.1.1,external_volume_reference,explicit unavailable cross-volume reference (II) retained visibly; standalone EGA I has no admissible local target,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,reviewed_nonedge
ega1.residual.sha256.9b069ee78245b0d00cabcf589fb519b6f349702dfcec330c7542efdb5691a803,ega1.candidate.sha256.9b069ee78245b0d00cabcf589fb519b6f349702dfcec330c7542efdb5691a803,ega1/ega1-6.tex,503,255,"Bourbaki, \emph{Alg.}, chap.~V, §7, n\textsuperscript{o}~5, prop.~8)","Bourbaki, \emph{Alg.}, chap.~V, §7, n\textsuperscript{o}~5, prop.~8)",external_work_citation,,external_work_citation,plain Bourbaki citation; no standalone EGA I target,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,reviewed_nonedge
ega1.residual.sha256.26a482255bdd1b41c03346b4f1f90c2f584f633fc52926b28694ac577dab81bc,ega1.candidate.sha256.26a482255bdd1b41c03346b4f1f90c2f584f633fc52926b28694ac577dab81bc,ega1/ega1-6.tex,537,16,chapter~IV,chapter~IV,chapter_mention,,external_or_ambiguous_chapter_reference,chapter mention has no unique admissible target in standalone EGA I,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,reviewed_nonedge
ega1.residual.sha256.7015b05229ebe3f733ec8f96d1eabf6402df9f327be8a22f775ebe6d7e5b7ddd,ega1.candidate.sha256.7015b05229ebe3f733ec8f96d1eabf6402df9f327be8a22f775ebe6d7e5b7ddd,ega1/ega1-6.tex,681,151,0.1.2.4,\sref[0]{0.1.2.4},sref,0.1.2.4,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,reviewed_nonedge
ega1.residual.sha256.64a0ec76dce1dc16afb357dcf0c897ba9a403dd40f2bb7e2641641b0b9414b9d,ega1.candidate.sha256.64a0ec76dce1dc16afb357dcf0c897ba9a403dd40f2bb7e2641641b0b9414b9d,ega1/ega1-6.tex,697,153,0.2.1.4,\sref[0]{0.2.1.4},sref,0.2.1.4,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,reviewed_nonedge
ega1.residual.sha256.77a47a5f7d40d896c7fb484e978c73c4183a84322624f6b49131cbf22bbeb635,ega1.candidate.sha256.77a47a5f7d40d896c7fb484e978c73c4183a84322624f6b49131cbf22bbeb635,ega1/ega1-6.tex,765,18,0.2.2.3,\sref[0]{0.2.2.3},sref,0.2.2.3,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,reviewed_nonedge
ega1.residual.sha256.d354097cc63dcba7f9afe08a0f8485d88c429c1cc84a881173a0c92f9dac5406,ega1.candidate.sha256.d354097cc63dcba7f9afe08a0f8485d88c429c1cc84a881173a0c92f9dac5406,ega1/ega1-6.tex,791,98,0.2.1.6,\sref[0]{0.2.1.6},sref,0.2.1.6,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,reviewed_nonedge
ega1.residual.sha256.13307555f96ee8662c1de2956bb19a1f7d43eb8cd3ce74f4b475b352b381ced2,ega1.candidate.sha256.13307555f96ee8662c1de2956bb19a1f7d43eb8cd3ce74f4b475b352b381ced2,ega1/ega1-6.tex,792,210,0.1.5.8,\sref[0]{0.1.5.8},sref,0.1.5.8,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,reviewed_nonedge
ega1.residual.sha256.8b7afd1ecc16f0777a08b0bcebb4d450f8c9e2a5e6bbe3b3d2cb28424c292957,ega1.candidate.sha256.8b7afd1ecc16f0777a08b0bcebb4d450f8c9e2a5e6bbe3b3d2cb28424c292957,ega1/ega1-7.tex,59,450,0.2.1.6,\sref[0]{0.2.1.6},sref,0.2.1.6,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,56B9841955C002CB9C3FC27033CFFD88C812096FFB7E21982E1693300A7E97F8,reviewed_nonedge
ega1.residual.sha256.14175e8c70c3efef3604928502433514279cdd90e7db0c1587b047fa2790146f,ega1.candidate.sha256.14175e8c70c3efef3604928502433514279cdd90e7db0c1587b047fa2790146f,ega1/ega1-7.tex,89,526,0.1.4.5,\sref[0]{0.1.4.5},sref,0.1.4.5,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,56B9841955C002CB9C3FC27033CFFD88C812096FFB7E21982E1693300A7E97F8,reviewed_nonedge
ega1.residual.sha256.517e32ebddbbb41ce0349489077587a6dab94ca7720a04252f6244c0b25beab2,ega1.candidate.sha256.517e32ebddbbb41ce0349489077587a6dab94ca7720a04252f6244c0b25beab2,ega1/ega1-7.tex,276,233,0.2.1.6,\sref[0]{0.2.1.6},sref,0.2.1.6,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,56B9841955C002CB9C3FC27033CFFD88C812096FFB7E21982E1693300A7E97F8,reviewed_nonedge
ega1.residual.sha256.ce1c7f4eb33f8c4a3d9a57e5cbff5d87c89e7d532a749a53ebbea88f5ffcdb72,ega1.candidate.sha256.ce1c7f4eb33f8c4a3d9a57e5cbff5d87c89e7d532a749a53ebbea88f5ffcdb72,ega1/ega1-7.tex,279,31,0.2.1.6,\sref{0.2.1.6},sref,0.2.1.6,external_volume_reference,explicit unavailable cross-volume reference (target prefix) retained visibly; standalone EGA I has no admissible local target,56B9841955C002CB9C3FC27033CFFD88C812096FFB7E21982E1693300A7E97F8,reviewed_nonedge
ega1.residual.sha256.ddfaf35f5f5d12bd1a1759943baadd0cb4b2320fd548f9ac628990ea35d388f1,ega1.candidate.sha256.ddfaf35f5f5d12bd1a1759943baadd0cb4b2320fd548f9ac628990ea35d388f1,ega1/ega1-7.tex,353,107,0.3.6.2,\sref[0]{0.3.6.2},sref,0.3.6.2,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,56B9841955C002CB9C3FC27033CFFD88C812096FFB7E21982E1693300A7E97F8,reviewed_nonedge
ega1.residual.sha256.0b0d40a89556e5b798ad0ede6c1ca72d64a2dd505e4b9a9a2bab6c3990be9c31,ega1.candidate.sha256.0b0d40a89556e5b798ad0ede6c1ca72d64a2dd505e4b9a9a2bab6c3990be9c31,ega1/ega1-7.tex,353,305,0.5.1.3,\sref[0]{0.5.1.3},sref,0.5.1.3,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,56B9841955C002CB9C3FC27033CFFD88C812096FFB7E21982E1693300A7E97F8,reviewed_nonedge
ega1.residual.sha256.b7a26ba16cac025ab7c4f3473d817d9b40c6b5fcab74f2aeeb39661bf87650ca,ega1.candidate.sha256.b7a26ba16cac025ab7c4f3473d817d9b40c6b5fcab74f2aeeb39661bf87650ca,ega1/ega1-7.tex,396,1,0.4.3.1,\sref[0]{0.4.3.1},sref,0.4.3.1,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,56B9841955C002CB9C3FC27033CFFD88C812096FFB7E21982E1693300A7E97F8,reviewed_nonedge
ega1.residual.sha256.33ad6efb1e691b2dba7c10f72bba2431cd8d1640f3e8266326af29ee86ec45df,ega1.candidate.sha256.33ad6efb1e691b2dba7c10f72bba2431cd8d1640f3e8266326af29ee86ec45df,ega1/ega1-7.tex,444,21,0.4.2.1,\sref[0]{0.4.2.1},sref,0.4.2.1,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,56B9841955C002CB9C3FC27033CFFD88C812096FFB7E21982E1693300A7E97F8,reviewed_nonedge
ega1.residual.sha256.4d241d2deda02bf35043ebb9a8fc2dc8e748a7a3a0949cf01a1ef614679ebe47,ega1.candidate.sha256.4d241d2deda02bf35043ebb9a8fc2dc8e748a7a3a0949cf01a1ef614679ebe47,ega1/ega1-7.tex,445,127,0.2.1.5,\sref[0]{0.2.1.5},sref,0.2.1.5,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,56B9841955C002CB9C3FC27033CFFD88C812096FFB7E21982E1693300A7E97F8,reviewed_nonedge
ega1.residual.sha256.c8dd898c3bdda828ca17893f032037831e818107f07751d16df5e9f62d6baf1e,ega1.candidate.sha256.c8dd898c3bdda828ca17893f032037831e818107f07751d16df5e9f62d6baf1e,ega1/ega1-7.tex,455,193,0.5.2.2,\sref[0]{0.5.2.2},sref,0.5.2.2,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,56B9841955C002CB9C3FC27033CFFD88C812096FFB7E21982E1693300A7E97F8,reviewed_nonedge
ega1.residual.sha256.549f4b2ea83aad25582361c6bacc8692ade1c47352a5fcdb5876727936ffa0d9,ega1.candidate.sha256.549f4b2ea83aad25582361c6bacc8692ade1c47352a5fcdb5876727936ffa0d9,ega1/ega1-8.tex,195,102,0.2.1.5,\sref[0]{0.2.1.5},sref,0.2.1.5,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,9179D9F8A8329F948ED613FED851448BA207C71FB6961305BC0C8F68A0CF2738,reviewed_nonedge
ega1.residual.sha256.f07203095e857dba9b1f5f238e88c4099c94ac62d2179d37ea5efeca33c245f7,ega1.candidate.sha256.f07203095e857dba9b1f5f238e88c4099c94ac62d2179d37ea5efeca33c245f7,ega1/ega1-8.tex,217,118,0.2.1.5,\sref[0]{0.2.1.5},sref,0.2.1.5,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,9179D9F8A8329F948ED613FED851448BA207C71FB6961305BC0C8F68A0CF2738,reviewed_nonedge
ega1.residual.sha256.5cc5c5e52063aa8631170dbdca402a0730987827d8eea177ca335d94f1e50334,ega1.candidate.sha256.5cc5c5e52063aa8631170dbdca402a0730987827d8eea177ca335d94f1e50334,ega1/ega1-9.tex,45,1,0.5.1.4,\sref[0]{0.5.1.4},sref,0.5.1.4,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,58FEEFFF781CA5A983E9186778F8A38AC73A5EA25F15B86793AF289CFE211B44,reviewed_nonedge
ega1.residual.sha256.4e599d75a191607681634924e5577a96ea717230c80a10aa93f8d0009b283cae,ega1.candidate.sha256.4e599d75a191607681634924e5577a96ea717230c80a10aa93f8d0009b283cae,ega1/ega1-9.tex,47,1,0.5.3.11,\sref[0]{0.5.3.11},sref,0.5.3.11,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,58FEEFFF781CA5A983E9186778F8A38AC73A5EA25F15B86793AF289CFE211B44,reviewed_nonedge
ega1.residual.sha256.2c011910011ec8145f159a9f64456f767eb16336ddbac1f9767a2b6a2d4531d8,ega1.candidate.sha256.2c011910011ec8145f159a9f64456f767eb16336ddbac1f9767a2b6a2d4531d8,ega1/ega1-9.tex,51,1,0.4.3.4,\sref[0]{0.4.3.4},sref,0.4.3.4,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,58FEEFFF781CA5A983E9186778F8A38AC73A5EA25F15B86793AF289CFE211B44,reviewed_nonedge
ega1.residual.sha256.0299c762d3c0eb350d05779417bf133dab6433697aef2dd6e912baccba7f0b19,ega1.candidate.sha256.0299c762d3c0eb350d05779417bf133dab6433697aef2dd6e912baccba7f0b19,ega1/ega1-9.tex,98,26,0.3.5.5,\sref[0]{0.3.5.5},sref,0.3.5.5,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,58FEEFFF781CA5A983E9186778F8A38AC73A5EA25F15B86793AF289CFE211B44,reviewed_nonedge
ega1.residual.sha256.8845c5d69d03426b046e7e853750783ef26e905a8efc3c4fb5a0034c1afbf1e3,ega1.candidate.sha256.8845c5d69d03426b046e7e853750783ef26e905a8efc3c4fb5a0034c1afbf1e3,ega1/ega1-9.tex,100,8,0.4.3.3,\sref[0]{0.4.3.3},sref,0.4.3.3,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,58FEEFFF781CA5A983E9186778F8A38AC73A5EA25F15B86793AF289CFE211B44,reviewed_nonedge
ega1.residual.sha256.053d0754211927153442e139e9ed8e5d8c1598cfe8c0c81451ae6ab49b642c67,ega1.candidate.sha256.053d0754211927153442e139e9ed8e5d8c1598cfe8c0c81451ae6ab49b642c67,ega1/ega1-9.tex,239,4,0.1.7.5,\sref[0]{0.1.7.5},sref,0.1.7.5,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,58FEEFFF781CA5A983E9186778F8A38AC73A5EA25F15B86793AF289CFE211B44,reviewed_nonedge
ega1.residual.sha256.183a44f8e04308eb6987d12a5434a77821b0523596f78dec58f03bafb38e45a4,ega1.candidate.sha256.183a44f8e04308eb6987d12a5434a77821b0523596f78dec58f03bafb38e45a4,ega1/ega1-9.tex,247,26,0.1.7.5,\sref[0]{0.1.7.5},sref,0.1.7.5,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,58FEEFFF781CA5A983E9186778F8A38AC73A5EA25F15B86793AF289CFE211B44,reviewed_nonedge
ega1.residual.sha256.5e7bd946b4c21246ce215c7a6d0958b9ca22fcb5dd884388eca072fcb133ad22,ega1.candidate.sha256.5e7bd946b4c21246ce215c7a6d0958b9ca22fcb5dd884388eca072fcb133ad22,ega1/ega1-9.tex,327,73,0.5.4.1,\sref[0]{0.5.4.1},sref,0.5.4.1,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,58FEEFFF781CA5A983E9186778F8A38AC73A5EA25F15B86793AF289CFE211B44,reviewed_nonedge
ega1.residual.sha256.26e8a77a9ccd6db747df273e1399e3d9d8b80cf8a6b65321e194d1ade5350a53,ega1.candidate.sha256.26e8a77a9ccd6db747df273e1399e3d9d8b80cf8a6b65321e194d1ade5350a53,ega1/ega1-9.tex,329,1,0.5.5.1,\sref[0]{0.5.5.1},sref,0.5.5.1,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,58FEEFFF781CA5A983E9186778F8A38AC73A5EA25F15B86793AF289CFE211B44,reviewed_nonedge
ega1.residual.sha256.f5c496c18be5aec20f716faaf750f9b48daed190c6c4cc0828b4ab79a9c8a36c,ega1.candidate.sha256.f5c496c18be5aec20f716faaf750f9b48daed190c6c4cc0828b4ab79a9c8a36c,ega1/ega1-9.tex,371,71,0.5.4.6,\sref[0]{0.5.4.6},sref,0.5.4.6,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,58FEEFFF781CA5A983E9186778F8A38AC73A5EA25F15B86793AF289CFE211B44,reviewed_nonedge
ega1.residual.sha256.33b3c1211f114bc63d6ed2e80f3a2a5bec06074f10ee79ec0ce31d18d79f4b1c,ega1.candidate.sha256.33b3c1211f114bc63d6ed2e80f3a2a5bec06074f10ee79ec0ce31d18d79f4b1c,ega1/ega1-9.tex,432,35,0.3.5.3,\sref[0]{0.3.5.3},sref,0.3.5.3,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,58FEEFFF781CA5A983E9186778F8A38AC73A5EA25F15B86793AF289CFE211B44,reviewed_nonedge
ega1.residual.sha256.303a0488bf4dc3d42ec6520330a90d0b80f4ec405b6eacc3ad2a14b9d0b2f891,ega1.candidate.sha256.303a0488bf4dc3d42ec6520330a90d0b80f4ec405b6eacc3ad2a14b9d0b2f891,ega1/ega1-9.tex,489,6,0.5.2.3,\sref[0]{0.5.2.3},sref,0.5.2.3,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,58FEEFFF781CA5A983E9186778F8A38AC73A5EA25F15B86793AF289CFE211B44,reviewed_nonedge
