edge_id,pdf_page,annotation_index,source_rectangle,visible_text,action_type,target_id,target_label,target_kind,target_page,status,pdf_sha256
ega1.edge.sha256.c6ef4f720dfb24a9ad28155ca55e7ac5a6c3468ec360809155f53c23f5602e2c,34,9,"321.099,351.503,352.64,360.748","(1.1.12),",GoTo,ega1.c01.cor.1-1-12,I.1.1.12,cor,5,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.bea23ea0c24e3c415fdc39d6b2b57e6ab823278e3e88c4b7e56f59de0ffcd177,34,10,"439.686,351.503,471.228,360.748",((3.5.10),GoTo,ega1.c01.cor.3-5-10,I.3.5.10,cor,34,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.cb51c1702e759aae6e8a1156bece3d86b534337731c007b77de9a8a76c7e4a16,34,11,"493.119,351.503,519.679,360.748",(3.3.4)),GoTo,ega1.c01.cor.3-3-4,I.3.3.4,cor,27,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.e439d82dfc86176e6e22158f7a7f555e3699070cf3dc0ac46fd352869cc3fe76,34,12,"281.328,325.464,307.888,334.71","(3.2.7),",GoTo,ega1.c01.cor.3-2-7,I.3.2.7,cor,26,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.f8f052cc5005cd1ffc28e27474c95a1ea0e1d760d40404d413d488b7e151b5f1,34,13,"221.799,235.795,248.359,245.04",(1.2.4),GoTo,ega1.c01.cor.1-2-4,I.1.2.4,cor,6,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.fb68666dd97a153244c251f1ebe5fd8352e0c09ad8b4e38e18c461240c8db3f0,34,14,"316.667,146.321,348.208,155.566",(3.5.10) −1(y),GoTo,ega1.c01.cor.3-5-10,I.3.5.10,cor,34,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.2aa9937344b9a6cfd77c7db584fff6ce79fffa46c6de9fe655bb4cd00afe81e3,35,0,"394.786,664.819,428.818,674.065",(3.3.9.1).,GoTo,ega1.c01.eq.3-3-9-1,I.3.3.9.1,eq,28,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.2fd34b80b536ff2381ca1326793b26ba73f75dd7cbc8705543e45f5731560cfb,35,1,"114.578,558.886,141.138,568.131","(2.4.2)),",GoTo,ega1.c01.prop.2-4-2,I.2.4.2,prop,22,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.6b65a418e225ad3df29bab35b722ce40558721d9498da6287c409670d74379ac,35,2,"494.195,539.306,520.755,548.551","(2.4.2),",GoTo,ega1.c01.prop.2-4-2,I.2.4.2,prop,22,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.663084565d36abf48d7c44627480b45fd3bdcbbdb6833bb9775983652499e537,35,3,"150.273,526.753,176.834,535.998","(3.6.1),",GoTo,ega1.c01.prop.3-6-1,I.3.6.1,prop,34,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.fbfb4cce8de70fde40a53a77daf1dd4e721988e6399bf0072b95d333b9cf8f12,35,4,"417.62,487.229,444.18,496.474",(1.6.2).,GoTo,ega1.c01.ex.1-6-2,I.1.6.2,ex,14,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.21c09c126157b7ee1b455a2ee01f21af33111cb67c362539af78f26c95bf402a,35,5,"456.193,187.558,487.735,196.803","(9.5.10),",GoTo,ega1.c01.prop.9-5-10,I.9.5.10,prop,82,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.8758638915832943633eb351420610ea2e412206dcaa087f095bc92e91010fcf,35,6,"470.115,174.851,501.657,184.096",(9.5.10). X′,GoTo,ega1.c01.prop.9-5-10,I.9.5.10,prop,82,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.ec52760f614bcffb398e44452ca3c4338510eba8027ab2008f4fca71808ac51f,36,0,"343.28,563.509,369.84,572.754",(1.4.1).,GoTo,ega1.c01.thm.1-4-1,I.1.4.1,thm,11,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.550acee04410d81f9e49a5641201c1c63ead62fae99a10bd884026696a275ec1,36,1,"299.101,525.85,325.662,535.095",(1.3.7),GoTo,ega1.c01.thm.1-3-7,I.1.3.7,thm,8,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.944e64115e621e25ee4affadba674d3bb204f321f202bb3fb007b485c03a3c89,36,2,"391.953,525.85,418.513,535.095",(1.3.9)).,GoTo,ega1.c01.cor.1-3-9,I.1.3.9,cor,8,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.f987f973a004523f3c109ad1819a1d9adf3fd0b3d84414dfbc02e30a42911f36,36,3,"206.287,463.046,232.847,472.291",(2.1.3),GoTo,ega1.c01.prop.2-1-3,I.2.1.3,prop,19,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.e8c40984bbcebebc9be7569a94154477780168a8ce95c454d14b4684419e6fa0,36,4,"252.066,435.53,278.626,444.775",(1.4.1);,GoTo,ega1.c01.thm.1-4-1,I.1.4.1,thm,11,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.626f9317880bfd50d5d02a64db43f68abfb4dda189cb6f3724a0b2682f180f38,36,5,"348.344,422.977,379.886,432.222",(1.1.11); aϕ∗(eB),GoTo,ega1.c01.prop.1-1-11,I.1.1.11,prop,4,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.18eafbd1ac2d9177eb885803e1bfebdbea65196896dec76cf1cd08802924a68c,36,6,"238.678,396.417,265.239,405.662",(1.6.3),GoTo,ega1.c01.prop.1-6-3,I.1.6.3,prop,14,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.4a673b41f520c63ea21d2122ec0daec1c1611a6da30e81fdb9826051b17ffa6c,36,7,"331.53,396.417,358.09,405.662","(1.3.9)),",GoTo,ega1.c01.cor.1-3-9,I.1.3.9,cor,8,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.f3fdbd1cf4b375edc0d6a68024b8e526625d7fc8d67ca4d12ab2252f0c272d42,36,8,"361.237,246.514,387.797,255.759",(4.1.2),GoTo,ega1.c01.prop.4-1-2,I.4.1.2,prop,36,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.e050d1be71c9e91463e4cdea834c0ef5b02890d1a91d1b665b46f5ed1a03305f,37,0,"495.44,700.814,522.001,710.06",(4.1.3),GoTo,ega1.c01.def.4-1-3,I.4.1.3,def,36,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.2478308b7b1ea2199bbedfa3eceb621914c205ab9f73f999b80416137cecf02a,37,1,"110.657,688.261,137.217,697.507","(4.1.4),",GoTo,ega1.c01.statement.4-1-4,I.4.1.4,statement,36,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.8333bbd7ce757dc656a58d06b0a0c9e885731425f75af835e6904fb39b19631a,37,2,"158.542,594.764,185.103,604.009",(4.1.5),GoTo,ega1.c01.prop.4-1-5,I.4.1.5,prop,36,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.d254e21948d5cad9436d3ab6aac2438d7b569fb7e76c718de2e36797ac5474cc,37,3,"236.973,430.444,263.534,439.689","(2.2.1),",GoTo,ega1.c01.def.2-2-1,I.2.2.1,def,20,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.35fa2dc11bb281b77b94ec7a9f3f76ce96cb8c16f9c973d1d8013dfce0e121c8,37,4,"178.209,375.02,185.78,380.222",majoré12,GoTo,ega1.reader.footnote.12,,footnote,37,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.e75f2b35f022fbe6fc84625e931d45f9924a4469c3675047572192d109039626,37,5,"100.643,239.092,127.203,248.337",(4.1.3),GoTo,ega1.c01.def.4-1-3,I.4.1.3,def,36,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.f70cbea5312b442fdaf3d6bd751410456ccaf91d77a8c9ca66b43ea7a7ccf004,37,6,"402.655,139.057,429.215,148.302","(2.2.1),",GoTo,ega1.c01.def.2-2-1,I.2.2.1,def,20,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.d9d8691ba60cef81c5c58e7e85cf0b18684f4cf8c3eb195c899ba9fa71f4c31f,38,0,"347.111,589.701,378.653,598.946","(4.1.10),",GoTo,ega1.c01.cor.4-1-10,I.4.1.10,cor,37,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.b4a43daea945ec54272115b70273899639958b20e8003fdec99b5efc736d6118,38,1,"390.992,539.489,417.553,548.735",(4.1.7),GoTo,ega1.c01.statement.4-1-7,I.4.1.7,statement,37,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.0198547e1b7bc8e61d2b40d2ac592f6a38cfcb956a4a7fc5e7ea161756e80b98,38,2,"138.368,526.936,164.929,536.182",(3.5.4).,GoTo,ega1.c01.def.3-5-4,I.3.5.4,def,33,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.95a150652d2cf731a49840087ed2ca111e02acf0830c77fca7f4d1095062c112,38,3,"303.585,378.602,311.157,383.803","OY 13,",GoTo,ega1.reader.footnote.13,,footnote,38,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.35020dac4a6a5c229f19f802f5c55a1f2aa854fc42bee6d54b4b474c67c14d6d,38,4,"342.696,196.184,369.256,205.43",(1.7.3);,GoTo,ega1.c01.thm.1-7-3,I.1.7.3,thm,15,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.103a71a42f2a3aa2396aa514d42cda133a7ddb94e10f311a938189a175418f4e,38,5,"253.035,183.631,279.595,192.877","(1.6.3),",GoTo,ega1.c01.prop.1-6-3,I.1.6.3,prop,14,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.4867995b70acde4647bd8b6a1d85203ef8a4143d1676a73785cb3c19a0213796,38,6,"173.534,53.896,189.474,59.527","4.2.2(a),",GoTo,ega1.c01.prop.4-2-2,I.4.2.2,prop,38,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.686194b382e909f74c5bb57d95f0c633eaf5a1bab4b9ad46baea35ef970c4c2c,39,0,"283.51,657.284,310.07,666.529",(1.3.8);,GoTo,ega1.c01.cor.1-3-8,I.1.3.8,cor,8,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.15561560c75158e3db865d3f91a56af71f4d2e379ddbcc7de19d4fa4f712686f,39,1,"427.229,492.22,453.789,501.465","(4.2.1),",GoTo,ega1.c01.def.4-2-1,I.4.2.1,def,38,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.7505c4a8bd16d4994bf88c3c8c52418e5bf142c6f1f6eee141bc1004e71929e6,39,2,"334.936,479.667,361.496,488.912",(4.1.5),GoTo,ega1.c01.prop.4-1-5,I.4.1.5,prop,36,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.39f5c849929ce092e3796ce50233787c77dd4af2a4fef240f58fa92ecd17385a,39,3,"226.706,134.777,253.266,144.022",(4.1.6).,GoTo,ega1.c01.prop.4-1-6,I.4.1.6,prop,37,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.59abc1f397a4b47f451b8a4ace4a936d9593cc403407dc67efd49f688c82cb26,40,0,"223.59,638.346,250.151,647.591","(4.2.1),",GoTo,ega1.c01.def.4-2-1,I.4.2.1,def,38,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.94110e993c821bee129339f366cf9dc76b2f3ac0ece101da30914e385ccb4b6e,40,1,"243.787,613.24,270.347,622.485",(3.2.7);,GoTo,ega1.c01.cor.3-2-7,I.3.2.7,cor,26,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.1760e004156a63b8191592dc8f4fc4896aaeb9e327e68338a4d83cd6a18b6ca7,40,2,"255.507,600.687,282.067,609.932","(4.1.3),",GoTo,ega1.c01.def.4-1-3,I.4.1.3,def,36,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.9768c170fd85b1cce36ae81ded449af0419f1826310306e920fc1cb7e21e91d6,40,3,"402.007,525.215,428.568,534.461",(3.2.5). Y′,GoTo,ega1.c01.cor.3-2-5,I.3.2.5,cor,25,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.982cae052111e66c7e7ca7d26671b4c67d06e9ebb5259007975d8db4d80b3310,40,4,"90.0,500.046,116.56,509.291",(3.2.7).,GoTo,ega1.c01.cor.3-2-7,I.3.2.7,cor,26,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.f9da40941f802186544a0c372ce8966410437b7c7ce982a946d4de63e2566332,40,5,"228.488,485.709,262.52,494.954","(3.2.6.4),",GoTo,ega1.c01.lem.3-2-6-4,I.3.2.6.4,lem,26,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.7fe391a4320310beed53368f80e0c04311a21e2e454eb967019d6ae743251b4b,40,6,"273.813,472.95,300.374,482.195",(4.2.4).,GoTo,ega1.c01.cor.4-2-4,I.4.2.4,cor,39,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.74fbaff009589932d8975dcdede86af6c831a70fb8609672ddf647631bef9fb2,40,7,"292.867,418.956,319.428,428.201",(3.2.7);,GoTo,ega1.c01.cor.3-2-7,I.3.2.7,cor,26,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.04ca818ff0a8dd981f480ecc9c495437e8d4f3cf573b100d24059ad287d87a1f,40,8,"315.446,283.936,342.007,293.181",(1.7.3).,GoTo,ega1.c01.thm.1-7-3,I.1.7.3,thm,15,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.7cbff2d1b0affbae66d199f04c73f0e44b33a9f704c3333190a9150295700050,40,9,"396.614,258.83,423.175,268.075",(3.2.2),GoTo,ega1.c01.prop.3-2-2,I.3.2.2,prop,24,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.64125cc6dfd280ee25db839c04f688ed78f20ca8af2df132c688c18f3a475e37,40,10,"490.877,258.83,517.438,268.075",(3.2.3));,GoTo,ega1.c01.cor.3-2-3,I.3.2.3,cor,25,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.37839a6d8b551feba5e1dbfab3a989f0739a797bb8dad66a212be2c650d188ac,40,11,"366.384,208.464,400.417,217.709",(1.2.2.1),GoTo,ega1.c01.eq.1-2-2-1,I.1.2.2.1,eq,5,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.38b88cd19fb84b50a2b80c7c964c4584551571346c9e06ff4a0c905c7a809170,40,12,"479.363,208.464,520.755,217.709","(1.1.2, iii),",GoTo,ega1.c01.prop.1-1-2,I.1.1.2,prop,3,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.5b42d9bac05afbed3a02ee0efe2d63694f7a742e78efff9336449d37d7d0800f,41,0,"206.493,625.793,233.053,635.038","(3.3.4),",GoTo,ega1.c01.cor.3-3-4,I.3.3.4,cor,27,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.0698bf6ce4a09fefa7a64abc4160c528ce79b22da2c094c91c1b366d407c2ead,41,1,"421.301,625.793,447.862,635.038",(4.3.1); Y′).,GoTo,ega1.c01.prop.4-3-1,I.4.3.1,prop,40,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.4e478a1fcfe4287264f63c5d2cdcdec9aecc269192169c1ecfb1dcfb7ea4c21a,41,2,"217.397,613.24,248.939,622.485",(3.5.10),GoTo,ega1.c01.cor.3-5-10,I.3.5.10,cor,34,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.43b2a26f026633e494de9750f0149605a65d6cef00b912a34e12c70bb136ffa5,41,3,"90.0,543.347,116.56,552.593",(3.3.6).,GoTo,ega1.c01.statement.3-3-6,I.3.3.6,statement,27,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.f7ec0ed11355ab82a2cbb333f52d73552297316e7fd25002ee03f0f35cefbae8,41,4,"228.839,475.797,255.4,485.042","(4.1.9),",GoTo,ega1.c01.prop.4-1-9,I.4.1.9,prop,37,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.e147e53707ac36320476624fc8f3ddf190a9ff8f7d97a5bfddc0d701eb54790d,41,5,"217.178,463.09,243.738,472.335","(3.6.2),",GoTo,ega1.c01.statement.3-6-2,I.3.6.2,statement,34,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.6ab7da3348b2eeab03ebc6aaeebc2a9bda5780ce7ec9a8e1495251abcdf86ea1,41,6,"90.0,400.824,124.032,410.069",(3.3.9.1).,GoTo,ega1.c01.eq.3-3-9-1,I.3.3.9.1,eq,28,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.0cafbae357ad5f27631be77f04b3533935750d8f2887cf4dd23a253a614e5ce6,41,7,"310.72,337.104,337.28,346.349",(4.4.1),GoTo,ega1.c01.prop.4-4-1,I.4.4.1,prop,41,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.8cb8c5b1d125f0b951323346ecadedf8f8756f94927bf929b90508e0305a566a,41,8,"403.571,337.104,435.113,346.349",(4.1.10).,GoTo,ega1.c01.cor.4-1-10,I.4.1.10,cor,37,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.00959fc2c8feafa441f73ced7bf79467452903cf894b82fef47335fc1a179076,41,9,"204.731,274.838,238.763,284.083",(3.3.9.1).,GoTo,ega1.c01.eq.3-3-9-1,I.3.3.9.1,eq,28,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.41074c760559518aadda0fa20a5c7a22d480218a1f61884700e5a7b00643a39f,41,10,"248.857,243.655,275.417,252.9",(4.1.3);,GoTo,ega1.c01.def.4-1-3,I.4.1.3,def,36,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.ec4bd4afc9e10b790a9e857d22b58b5a7ad341e53c08a071a786418a4ba3f7c2,41,11,"421.837,200.018,448.397,209.263",(1.6.9).,GoTo,ega1.c01.statement.1-6-9,I.1.6.9,statement,15,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.9a0dae5cbd50e7bd78d5334c3b5ebdc5a4ed79e14cb71de82d8d3d822b3a3290,41,12,"255.976,125.298,282.536,134.544",(4.4.1),GoTo,ega1.c01.prop.4-4-1,I.4.4.1,prop,41,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.4063e936fc4691dd9b77c669f02998e684298b22499f5b6b62d30bed5adddbba,41,13,"388.338,125.298,414.898,134.544",(4.4.5),GoTo,ega1.c01.prop.4-4-5,I.4.4.5,prop,41,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.a7a0496adddd7abbee96e4147f0d31c9e7bd4b55d15755d385d57d13af1e8fd8,42,0,"178.268,348.013,204.828,357.258","(3.5.1),",GoTo,ega1.c01.statement.3-5-1,I.3.5.1,statement,32,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.6aef321ecc8e0b8ea398573338d152492e285b1a1b7873a541257c3e8f925039,42,1,"451.885,335.46,478.445,344.705",(4.2.5),GoTo,ega1.c01.prop.4-2-5,I.4.2.5,prop,39,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.4b0e012faf15d6beac68fae92d3b70bc8b6f9effefe4206fb10365a8b71565fe,42,2,"494.195,220.875,520.755,230.121","(3.2.7),",GoTo,ega1.c01.cor.3-2-7,I.3.2.7,cor,26,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.00ed6d6122d9553436f90a8a470b398ef2d213b26e2dffd78e20ac32109fa50d,42,3,"272.374,208.322,298.934,217.568",(4.3.1).,GoTo,ega1.c01.prop.4-3-1,I.4.3.1,prop,40,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.ff420474de73e03d41d45f7d7f8492c2d7cdb4b24bf67a4454d7b2cc431c222a,42,4,"183.583,76.989,210.144,86.234","(1.4.1),",GoTo,ega1.c01.thm.1-4-1,I.1.4.1,thm,11,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.ce32c891ac388c35143de2cb52bb4be99d02060cc2a8ac81e375c8ecb2ad86c9,43,0,"319.212,582.193,345.772,591.439",(4.1.3),GoTo,ega1.c01.def.4-1-3,I.4.1.3,def,36,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.2911e78d464fb2fb4107cb06873537624489962c0fe66c9448a64a96d9bc2292,43,1,"242.435,531.32,268.995,540.565",(4.1.9);,GoTo,ega1.c01.prop.4-1-9,I.4.1.9,prop,37,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.8ca72f90284b3eacf8f531350ca86554a3974e7954f7585e424b28fc18113c03,43,2,"262.509,518.767,289.069,528.012",(5.1.1),GoTo,ega1.c01.prop.5-1-1,I.5.1.1,prop,42,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.22874873d4d461fdecd7d2e1b01b5e06cae2cc93d096fc6d734ff3b0e6674022,43,3,"90.0,438.186,116.56,447.431","(2.1.7),",GoTo,ega1.c01.prop.2-1-7,I.2.1.7,prop,19,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.8ae92af2828d9f0e77c51d4b6fd754fe0a860f2b69ec244d4f36c90027c2baa2,43,4,"286.282,419.714,312.842,428.959",(5.1.1),GoTo,ega1.c01.prop.5-1-1,I.5.1.1,prop,42,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.75864e66ce21247c447161089fba85fb6663c891ead77e56d2203543e206f90b,43,5,"134.812,394.608,166.353,403.853",(1.1.13).,GoTo,ega1.c01.prop.1-1-13,I.1.1.13,prop,5,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.cf15883aedc63afa2076fc434a075ca8b86e8750cd3d69f0b7f0db3b7f3a6e93,43,6,"473.77,376.078,500.33,385.323",(5.1.4),GoTo,ega1.c01.prop.5-1-4,I.5.1.4,prop,43,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.ebcd0e5cc8eb02c25ab07d1f6d352af40b0640e5fa1737ccce591182b50e5ad8,43,7,"446.143,325.866,477.685,335.111",(1.1.14).,GoTo,ega1.c01.cor.1-1-14,I.1.1.14,cor,5,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
