application_id,candidate_id,source_relpath,source_line,source_column,visible_text,original_tex,applied_tex,reference_form,target_label,target_id,resolution_basis,status
ega1.application.sha256.45007e46a63728032663fe342432b3701bf2aed6ace6fb81370bc048b10f012d,ega1.candidate.sha256.45007e46a63728032663fe342432b3701bf2aed6ace6fb81370bc048b10f012d,ega1/ega1-backmatter-index-terminology.tex,45,135,10.8.4,10.8.4,\hyperref[I.10.8.4]{10.8.4},backmatter_index_locator,I.10.8.4,ega1.c01.def.10-8-4,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.e942715cea6f28dd4a971697beedf824535910d04314d59c08dd686a52ae2ba6,ega1.candidate.sha256.e942715cea6f28dd4a971697beedf824535910d04314d59c08dd686a52ae2ba6,ega1/ega1-backmatter-index-terminology.tex,46,72,10.8.5,10.8.5,\hyperref[I.10.8.5]{10.8.5},backmatter_index_locator,I.10.8.5,ega1.c01.prop.10-8-5,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.ab70554319f23bd56ec58e89ac1768e14f45293ce15b1d6436905bc82ba9f052,ega1.candidate.sha256.ab70554319f23bd56ec58e89ac1768e14f45293ce15b1d6436905bc82ba9f052,ega1/ega1-backmatter-index-terminology.tex,51,61,6.4.1,6.4.1,\hyperref[I.6.4.1]{6.4.1},backmatter_index_locator,I.6.4.1,ega1.c01.def.6-4-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.52bf5b010f98c1c658d321a3ae5e510c04e6117faf53a5f94dd4834ad24ccb39,ega1.candidate.sha256.52bf5b010f98c1c658d321a3ae5e510c04e6117faf53a5f94dd4834ad24ccb39,ega1/ega1-backmatter-index-terminology.tex,52,59,3.4.5,3.4.5,\hyperref[I.3.4.5]{3.4.5},backmatter_index_locator,I.3.4.5,ega1.c01.statement.3-4-5,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.c3fa7f3116a26960b6ec61fcedff4ac51ef57692564e67bc128cda319bfb6326,ega1.candidate.sha256.c3fa7f3116a26960b6ec61fcedff4ac51ef57692564e67bc128cda319bfb6326,ega1/ega1-backmatter-index-terminology.tex,54,50,5.3.9,5.3.9,\hyperref[I.5.3.9]{5.3.9},backmatter_index_locator,I.5.3.9,ega1.c01.prop.5-3-9,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.dc23057221c19dfbb9ef36e55b84e0413affc18ff8e779079533aaa4646bed3f,ega1.candidate.sha256.dc23057221c19dfbb9ef36e55b84e0413affc18ff8e779079533aaa4646bed3f,ega1/ega1-backmatter-index-terminology.tex,56,63,7.2.1,7.2.1,\hyperref[I.7.2.1]{7.2.1},backmatter_index_locator,I.7.2.1,ega1.c01.statement.7-2-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.dde57f463bb7271b4b92a635d607454b7463413cbaf2e5db9dd66c4fbbb62ca9,ega1.candidate.sha256.dde57f463bb7271b4b92a635d607454b7463413cbaf2e5db9dd66c4fbbb62ca9,ega1/ega1-backmatter-index-terminology.tex,77,88,1.3.4,1.3.4,\hyperref[I.1.3.4]{1.3.4},backmatter_index_locator,I.1.3.4,ega1.c01.def.1-3-4,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.001d90b41af689582b14b86317d17048467414f73380e6f0bb4d36a33e35a28a,ega1.candidate.sha256.001d90b41af689582b14b86317d17048467414f73380e6f0bb4d36a33e35a28a,ega1/ega1-backmatter-index-terminology.tex,82,52,7.3.1,7.3.1,\hyperref[I.7.3.1]{7.3.1},backmatter_index_locator,I.7.3.1,ega1.c01.statement.7-3-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.bdc48269b237d60d687b6362ded63def99f78f5b2354bb6685553aecb55c70b0,ega1.candidate.sha256.bdc48269b237d60d687b6362ded63def99f78f5b2354bb6685553aecb55c70b0,ega1/ega1-backmatter-index-terminology.tex,83,38,7.4.1,7.4.1,\hyperref[I.7.4.1]{7.4.1},backmatter_index_locator,I.7.4.1,ega1.c01.statement.7-4-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.7bb5c43475f6c01a932e89bea6b46122b3e6ca59dd13ebc9c23e8c157e8517b6,ega1.candidate.sha256.7bb5c43475f6c01a932e89bea6b46122b3e6ca59dd13ebc9c23e8c157e8517b6,ega1/ega1-backmatter-index-terminology.tex,85,54,10.3.3,10.3.3,\hyperref[I.10.3.3]{10.3.3},backmatter_index_locator,I.10.3.3,ega1.c01.statement.10-3-3,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.4e60bebacfe990fb3f2f0193e6286d5afdd18459ce70aa805d5a4f5738e7b531,ega1.candidate.sha256.4e60bebacfe990fb3f2f0193e6286d5afdd18459ce70aa805d5a4f5738e7b531,ega1/ega1-backmatter-index-terminology.tex,85,65,10.5.1,10.5.1,\hyperref[I.10.5.1]{10.5.1},backmatter_index_locator,I.10.5.1,ega1.c01.statement.10-5-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.04ace8fd1c8d11ca904e1f25d8dd1b88419349497bd0112c7f584a78edbb31f8,ega1.candidate.sha256.04ace8fd1c8d11ca904e1f25d8dd1b88419349497bd0112c7f584a78edbb31f8,ega1/ega1-backmatter-index-terminology.tex,92,60,1.3.4,1.3.4,\hyperref[I.1.3.4]{1.3.4},backmatter_index_locator,I.1.3.4,ega1.c01.def.1-3-4,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.0ba68f716171c0a54ab0d9b7809a3d3474cadc8551c8dc9a26443347f57ba630,ega1.candidate.sha256.0ba68f716171c0a54ab0d9b7809a3d3474cadc8551c8dc9a26443347f57ba630,ega1/ega1-backmatter-index-terminology.tex,95,58,3.6.3,3.6.3,\hyperref[I.3.6.3]{3.6.3},backmatter_index_locator,I.3.6.3,ega1.c01.statement.3-6-3,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.e7e4ac9c2849b1247b8b8a7124ad47e0163393533fbd8641a439782f65c11a7f,ega1.candidate.sha256.e7e4ac9c2849b1247b8b8a7124ad47e0163393533fbd8641a439782f65c11a7f,ega1/ega1-backmatter-index-terminology.tex,97,42,7.1.2,7.1.2,\hyperref[I.7.1.2]{7.1.2},backmatter_index_locator,I.7.1.2,ega1.c01.def.7-1-2,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.4164627ce5123a216ac83a510a4653e85f00ee2056d18093e540b2cef5dca472,ega1.candidate.sha256.4164627ce5123a216ac83a510a4653e85f00ee2056d18093e540b2cef5dca472,ega1/ega1-backmatter-index-terminology.tex,101,44,5.3.11,5.3.11,\hyperref[I.5.3.11]{5.3.11},backmatter_index_locator,I.5.3.11,ega1.c01.cor.5-3-11,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.8855f1e63226b6bf7f44e6aeea2686330597797413e61c2ec62c6ea7fa483160,ega1.candidate.sha256.8855f1e63226b6bf7f44e6aeea2686330597797413e61c2ec62c6ea7fa483160,ega1/ega1-backmatter-index-terminology.tex,110,107,10.3.3,10.3.3,\hyperref[I.10.3.3]{10.3.3},backmatter_index_locator,I.10.3.3,ega1.c01.statement.10-3-3,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.55280818a0837de7dd92f1d4f60d2838d0024e31ac0b8c4636304b3d19b22cc3,ega1.candidate.sha256.55280818a0837de7dd92f1d4f60d2838d0024e31ac0b8c4636304b3d19b22cc3,ega1/ega1-backmatter-index-terminology.tex,110,118,10.5.1,10.5.1,\hyperref[I.10.5.1]{10.5.1},backmatter_index_locator,I.10.5.1,ega1.c01.statement.10-5-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.924c1f533203aa22b07f9830c68c12c054779c127433c95d86761b323de92bc9,ega1.candidate.sha256.924c1f533203aa22b07f9830c68c12c054779c127433c95d86761b323de92bc9,ega1/ega1-backmatter-index-terminology.tex,114,48,5.3.11,5.3.11,\hyperref[I.5.3.11]{5.3.11},backmatter_index_locator,I.5.3.11,ega1.c01.cor.5-3-11,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.6e941530fdba068308f27943902a79ece9d63d2c7c389c53ab20865db1249ccd,ega1.candidate.sha256.6e941530fdba068308f27943902a79ece9d63d2c7c389c53ab20865db1249ccd,ega1/ega1-backmatter-index-terminology.tex,115,69,9.5.3,9.5.3,\hyperref[I.9.5.3]{9.5.3},backmatter_index_locator,I.9.5.3,ega1.c01.def.9-5-3,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.017a8ad7c0e081579517438fb3710c603851b80ddb5bb4b460b31d3c7769c189,ega1.candidate.sha256.017a8ad7c0e081579517438fb3710c603851b80ddb5bb4b460b31d3c7769c189,ega1/ega1-backmatter-index-terminology.tex,117,57,3.3.7,3.3.7,\hyperref[I.3.3.7]{3.3.7},backmatter_index_locator,I.3.3.7,ega1.c01.statement.3-3-7,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.a1fab5d15157439074d3027015be898ea11657f59861db4711251ec02a7409a0,ega1.candidate.sha256.a1fab5d15157439074d3027015be898ea11657f59861db4711251ec02a7409a0,ega1/ega1-backmatter-index-terminology.tex,119,58,3.3.6,3.3.6,\hyperref[I.3.3.6]{3.3.6},backmatter_index_locator,I.3.3.6,ega1.c01.statement.3-3-6,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.0102d7a1cd49c2585f3f7143825d8f20bb1a0615e0952159902d8f5b9a70a3c8,ega1.candidate.sha256.0102d7a1cd49c2585f3f7143825d8f20bb1a0615e0952159902d8f5b9a70a3c8,ega1/ega1-backmatter-index-terminology.tex,120,56,4.4.1,4.4.1,\hyperref[I.4.4.1]{4.4.1},backmatter_index_locator,I.4.4.1,ega1.c01.prop.4-4-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.9230282e1ec63778628ff24eb8eb76d1a969c0034f44f9f196841f4c4bd884e9,ega1.candidate.sha256.9230282e1ec63778628ff24eb8eb76d1a969c0034f44f9f196841f4c4bd884e9,ega1/ega1-backmatter-index-terminology.tex,121,85,4.2.1,4.2.1,\hyperref[I.4.2.1]{4.2.1},backmatter_index_locator,I.4.2.1,ega1.c01.def.4-2-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.f3106add1bf54b0b7fc018142e036a88709c82c516381c9a0d1a850822c54a39,ega1.candidate.sha256.f3106add1bf54b0b7fc018142e036a88709c82c516381c9a0d1a850822c54a39,ega1/ega1-backmatter-index-terminology.tex,122,62,10.14.2,10.14.2,\hyperref[I.10.14.2]{10.14.2},backmatter_index_locator,I.10.14.2,ega1.c01.def.10-14-2,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.e73d86053b49064dac71008dc24ac485edabdbd1ab16294aaeec1aba6b54ce89,ega1.candidate.sha256.e73d86053b49064dac71008dc24ac485edabdbd1ab16294aaeec1aba6b54ce89,ega1/ega1-backmatter-index-terminology.tex,123,54,4.5.1,4.5.1,\hyperref[I.4.5.1]{4.5.1},backmatter_index_locator,I.4.5.1,ega1.c01.def.4-5-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.27d5b3a7bf80dbaaa1e2ce8716dd1a1492438500a96367f5ecee8924653963d2,ega1.candidate.sha256.27d5b3a7bf80dbaaa1e2ce8716dd1a1492438500a96367f5ecee8924653963d2,ega1/ega1-backmatter-index-terminology.tex,125,62,4.1.7,4.1.7,\hyperref[I.4.1.7]{4.1.7},backmatter_index_locator,I.4.1.7,ega1.c01.statement.4-1-7,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.f663b113601026f076e29a4c3cbc93465bf9f47ec95001423a9c81a0c8682e91,ega1.candidate.sha256.f663b113601026f076e29a4c3cbc93465bf9f47ec95001423a9c81a0c8682e91,ega1/ega1-backmatter-index-terminology.tex,126,69,10.14.2,10.14.2,\hyperref[I.10.14.2]{10.14.2},backmatter_index_locator,I.10.14.2,ega1.c01.def.10-14-2,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.f95b9a357b2b49a251d17f00e84eef1eea8342f7415f26fe250c675912359123,ega1.candidate.sha256.f95b9a357b2b49a251d17f00e84eef1eea8342f7415f26fe250c675912359123,ega1/ega1-backmatter-index-terminology.tex,127,44,3.5.4,3.5.4,\hyperref[I.3.5.4]{3.5.4},backmatter_index_locator,I.3.5.4,ega1.c01.def.3-5-4,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.361e5d99c635dcb61502d9f7090b5df04ce3a989ff60dd2751e52793cc46844e,ega1.candidate.sha256.361e5d99c635dcb61502d9f7090b5df04ce3a989ff60dd2751e52793cc46844e,ega1/ega1-backmatter-index-terminology.tex,130,65,4.2.1,4.2.1,\hyperref[I.4.2.1]{4.2.1},backmatter_index_locator,I.4.2.1,ega1.c01.def.4-2-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.98aabf81286850e6e8ace1fe5a3d4be9fe701bca6d8d25306b6e522cc9b83a6c,ega1.candidate.sha256.98aabf81286850e6e8ace1fe5a3d4be9fe701bca6d8d25306b6e522cc9b83a6c,ega1/ega1-backmatter-index-terminology.tex,131,56,4.5.1,4.5.1,\hyperref[I.4.5.1]{4.5.1},backmatter_index_locator,I.4.5.1,ega1.c01.def.4-5-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.7ff9e0b583529f47d032dd6d75e50b5acd3414bf0ab9887b859d1a4f2c7aacc6,ega1.candidate.sha256.7ff9e0b583529f47d032dd6d75e50b5acd3414bf0ab9887b859d1a4f2c7aacc6,ega1/ega1-backmatter-index-terminology.tex,133,71,10.6.6,10.6.6,\hyperref[I.10.6.6]{10.6.6},backmatter_index_locator,I.10.6.6,ega1.c01.rem.10-6-6,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.ad5885313aa4ef3a8011c39171bc1f12be20460f32d464bd763c0e3e3a281eac,ega1.candidate.sha256.ad5885313aa4ef3a8011c39171bc1f12be20460f32d464bd763c0e3e3a281eac,ega1/ega1-backmatter-index-terminology.tex,135,72,3.4.5,3.4.5,\hyperref[I.3.4.5]{3.4.5},backmatter_index_locator,I.3.4.5,ega1.c01.statement.3-4-5,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.0d938c56933a54c56ef16339cbf09c899fe5299ce5b2b8e10bd904d7d2f65857,ega1.candidate.sha256.0d938c56933a54c56ef16339cbf09c899fe5299ce5b2b8e10bd904d7d2f65857,ega1/ega1-backmatter-index-terminology.tex,147,47,2.2.1,2.2.1,\hyperref[I.2.2.1]{2.2.1},backmatter_index_locator,I.2.2.1,ega1.c01.def.2-2-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.4c102613830f92e1f732f296f221b275de75cd1e26dd91b100d963ba111e19eb,ega1.candidate.sha256.4c102613830f92e1f732f296f221b275de75cd1e26dd91b100d963ba111e19eb,ega1/ega1-backmatter-index-terminology.tex,148,69,2.5.2,2.5.2,\hyperref[I.2.5.2]{2.5.2},backmatter_index_locator,I.2.5.2,ega1.c01.statement.2-5-2,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.63c5120050fec7dc69087540528568b4917b2e1517c674ef0cbd7eb1aeeba038,ega1.candidate.sha256.63c5120050fec7dc69087540528568b4917b2e1517c674ef0cbd7eb1aeeba038,ega1/ega1-backmatter-index-terminology.tex,150,48,6.3.1,6.3.1,\hyperref[I.6.3.1]{6.3.1},backmatter_index_locator,I.6.3.1,ega1.c01.def.6-3-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.e9143209051be1d05c1ff273f309e0498f837ead765f6ed7f97e305cce7cee9b,ega1.candidate.sha256.e9143209051be1d05c1ff273f309e0498f837ead765f6ed7f97e305cce7cee9b,ega1/ega1-backmatter-index-terminology.tex,151,42,5.3.1,5.3.1,\hyperref[I.5.3.1]{5.3.1},backmatter_index_locator,I.5.3.1,ega1.c01.statement.5-3-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.79631b1c23308d1d4dc07d1087beb305f5f6199931a2ea6d0a50ee5480c12f4e,ega1.candidate.sha256.79631b1c23308d1d4dc07d1087beb305f5f6199931a2ea6d0a50ee5480c12f4e,ega1/ega1-backmatter-index-terminology.tex,152,42,2.2.6,2.2.6,\hyperref[I.2.2.6]{2.2.6},backmatter_index_locator,I.2.2.6,ega1.c01.statement.2-2-6,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.087a9b2e10bf570ce0b0d720788ad38d3db59fc8ab604a5382196c4e23b4cc1c,ega1.candidate.sha256.087a9b2e10bf570ce0b0d720788ad38d3db59fc8ab604a5382196c4e23b4cc1c,ega1/ega1-backmatter-index-terminology.tex,153,40,2.2.6,2.2.6,\hyperref[I.2.2.6]{2.2.6},backmatter_index_locator,I.2.2.6,ega1.c01.statement.2-2-6,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.83b523a4b26a1475973b2857aa17b742d2473ffe6d61d387d5d32025e79fc719,ega1.candidate.sha256.83b523a4b26a1475973b2857aa17b742d2473ffe6d61d387d5d32025e79fc719,ega1/ega1-backmatter-index-terminology.tex,154,53,3.3.14,3.3.14,\hyperref[I.3.3.14]{3.3.14},backmatter_index_locator,I.3.3.14,ega1.c01.statement.3-3-14,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.4a4344654cea5cbf761e0a9e9ea63bbe5ae6c4877c485c46872a6f0ba0810d7d,ega1.candidate.sha256.4a4344654cea5cbf761e0a9e9ea63bbe5ae6c4877c485c46872a6f0ba0810d7d,ega1/ega1-backmatter-index-terminology.tex,155,56,6.6.2,6.6.2,\hyperref[I.6.6.2]{6.6.2},backmatter_index_locator,I.6.6.2,ega1.c01.def.6-6-2,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.af5b9469978bab343a97e799c7c05b53bf536e99ebb229abd753d958c1298eaf,ega1.candidate.sha256.af5b9469978bab343a97e799c7c05b53bf536e99ebb229abd753d958c1298eaf,ega1/ega1-backmatter-index-terminology.tex,156,54,4.1.8,4.1.8,\hyperref[I.4.1.8]{4.1.8},backmatter_index_locator,I.4.1.8,ega1.c01.statement.4-1-8,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.ceb201530a517503659a726d659d66fdcdd69e10446963d5e65217c21f1c284c,ega1.candidate.sha256.ceb201530a517503659a726d659d66fdcdd69e10446963d5e65217c21f1c284c,ega1/ega1-backmatter-index-terminology.tex,157,38,2.2.6,2.2.6,\hyperref[I.2.2.6]{2.2.6},backmatter_index_locator,I.2.2.6,ega1.c01.statement.2-2-6,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.eb51237bd293dda221f3096b8d1ed8e28c3d1e719f57498fa981cf6a202b3e66,ega1.candidate.sha256.eb51237bd293dda221f3096b8d1ed8e28c3d1e719f57498fa981cf6a202b3e66,ega1/ega1-backmatter-index-terminology.tex,158,47,6.6.1,6.6.1,\hyperref[I.6.6.1]{6.6.1},backmatter_index_locator,I.6.6.1,ega1.c01.def.6-6-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.efac67097b9b461bdb8cd0bf250c3d04752f5c86bc75ed5f5e4536481823c806,ega1.candidate.sha256.efac67097b9b461bdb8cd0bf250c3d04752f5c86bc75ed5f5e4536481823c806,ega1/ega1-backmatter-index-terminology.tex,159,42,3.5.4,3.5.4,\hyperref[I.3.5.4]{3.5.4},backmatter_index_locator,I.3.5.4,ega1.c01.def.3-5-4,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.28cb92f949612e0f75e6404433b51a9ec5aff3e7e6bafb133a25beb2dff2d332,ega1.candidate.sha256.28cb92f949612e0f75e6404433b51a9ec5aff3e7e6bafb133a25beb2dff2d332,ega1/ega1-backmatter-index-terminology.tex,160,41,5.1.5,5.1.5,\hyperref[I.5.1.5]{5.1.5},backmatter_index_locator,I.5.1.5,ega1.c01.statement.5-1-5,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.d56c6e6e1c337e2f4ef85f915f7a2237c60aafc3291c95ef3a4e4ca04122ced7,ega1.candidate.sha256.d56c6e6e1c337e2f4ef85f915f7a2237c60aafc3291c95ef3a4e4ca04122ced7,ega1/ega1-backmatter-index-terminology.tex,161,43,5.4.1,5.4.1,\hyperref[I.5.4.1]{5.4.1},backmatter_index_locator,I.5.4.1,ega1.c01.def.5-4-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.aaead2c16f205d59a66b792b0ef43bc7d76682f7f6f7f2f18ba7430aff6f85fc,ega1.candidate.sha256.aaead2c16f205d59a66b792b0ef43bc7d76682f7f6f7f2f18ba7430aff6f85fc,ega1/ega1-backmatter-index-terminology.tex,162,63,2.5.1,2.5.1,\hyperref[I.2.5.1]{2.5.1},backmatter_index_locator,I.2.5.1,ega1.c01.def.2-5-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.9a5700126608f1751ca9be5211c9dd5a2c2626b32e5033bac512adcbb3159345,ega1.candidate.sha256.9a5700126608f1751ca9be5211c9dd5a2c2626b32e5033bac512adcbb3159345,ega1/ega1-backmatter-index-terminology.tex,163,44,2.2.6,2.2.6,\hyperref[I.2.2.6]{2.2.6},backmatter_index_locator,I.2.2.6,ega1.c01.statement.2-2-6,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.5fbffdf0f92d2e2da17e6601ea46748f25478a9d30f625ee03d05015797baea6,ega1.candidate.sha256.5fbffdf0f92d2e2da17e6601ea46748f25478a9d30f625ee03d05015797baea6,ega1/ega1-backmatter-index-terminology.tex,164,55,3.5.4,3.5.4,\hyperref[I.3.5.4]{3.5.4},backmatter_index_locator,I.3.5.4,ega1.c01.def.3-5-4,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.e0cdba074bd7d31543495ab462ee9649b2051d08ce28a724c95592cfab92efee,ega1.candidate.sha256.e0cdba074bd7d31543495ab462ee9649b2051d08ce28a724c95592cfab92efee,ega1/ega1-backmatter-index-terminology.tex,165,45,7.1.1,7.1.1,\hyperref[I.7.1.1]{7.1.1},backmatter_index_locator,I.7.1.1,ega1.c01.statement.7-1-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.82e7a8ec021a03573e96cd9e5d59b8b68f04cfefd79796f15e9a9735584e1f0e,ega1.candidate.sha256.82e7a8ec021a03573e96cd9e5d59b8b68f04cfefd79796f15e9a9735584e1f0e,ega1/ega1-backmatter-index-terminology.tex,166,67,2.5.2,2.5.2,\hyperref[I.2.5.2]{2.5.2},backmatter_index_locator,I.2.5.2,ega1.c01.statement.2-5-2,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.8e58e15ae4e18bda29660d7cae1d93a89fcfabcb1e674072986330daa7878b32,ega1.candidate.sha256.8e58e15ae4e18bda29660d7cae1d93a89fcfabcb1e674072986330daa7878b32,ega1/ega1-backmatter-index-terminology.tex,167,54,10.4.5,10.4.5,\hyperref[I.10.4.5]{10.4.5},backmatter_index_locator,I.10.4.5,ega1.c01.def.10-4-5,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.f097b4877d128ee0579d77f3da5289841f2dd90e8cb7a8136b3855e470deb148,ega1.candidate.sha256.f097b4877d128ee0579d77f3da5289841f2dd90e8cb7a8136b3855e470deb148,ega1/ega1-backmatter-index-terminology.tex,168,59,10.12.1,10.12.1,\hyperref[I.10.12.1]{10.12.1},backmatter_index_locator,I.10.12.1,ega1.c01.statement.10-12-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.e8a90a5752180ca4d07b63453525d3ed2bb4fbb9ff5fa783dc2e4df8cd49336e,ega1.candidate.sha256.e8a90a5752180ca4d07b63453525d3ed2bb4fbb9ff5fa783dc2e4df8cd49336e,ega1/ega1-backmatter-index-terminology.tex,169,63,10.15.1,10.15.1,\hyperref[I.10.15.1]{10.15.1},backmatter_index_locator,I.10.15.1,ega1.c01.def.10-15-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.27b3c993763e41a873946a70af06671cd6c983bab63ebeb79fd55d3c07b6c6ed,ega1.candidate.sha256.27b3c993763e41a873946a70af06671cd6c983bab63ebeb79fd55d3c07b6c6ed,ega1/ega1-backmatter-index-terminology.tex,170,69,10.13.3,10.13.3,\hyperref[I.10.13.3]{10.13.3},backmatter_index_locator,I.10.13.3,ega1.c01.def.10-13-3,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.ffab9065831eeff9ce3e9a0fca712b293e733ac036d276e8624f10d92f876917,ega1.candidate.sha256.ffab9065831eeff9ce3e9a0fca712b293e733ac036d276e8624f10d92f876917,ega1/ega1-backmatter-index-terminology.tex,171,64,10.15.1,10.15.1,\hyperref[I.10.15.1]{10.15.1},backmatter_index_locator,I.10.15.1,ega1.c01.def.10-15-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.8010bfdad238005f4e227a1dec0b2b69a0b73279bf2c9686cb87ec0004311977,ega1.candidate.sha256.8010bfdad238005f4e227a1dec0b2b69a0b73279bf2c9686cb87ec0004311977,ega1/ega1-backmatter-index-terminology.tex,172,79,10.4.7,10.4.7,\hyperref[I.10.4.7]{10.4.7},backmatter_index_locator,I.10.4.7,ega1.c01.statement.10-4-7,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.1f467e451813a35a2e97e41c95cb8181eb5ff276999099c3ca5eb261457a15a7,ega1.candidate.sha256.1f467e451813a35a2e97e41c95cb8181eb5ff276999099c3ca5eb261457a15a7,ega1/ega1-backmatter-index-terminology.tex,173,84,10.4.7,10.4.7,\hyperref[I.10.4.7]{10.4.7},backmatter_index_locator,I.10.4.7,ega1.c01.statement.10-4-7,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.093cb0fd30a1c45bee17099dd5507af46b591abf8a6b414e50ef83477104107a,ega1.candidate.sha256.093cb0fd30a1c45bee17099dd5507af46b591abf8a6b414e50ef83477104107a,ega1/ega1-backmatter-index-terminology.tex,178,64,5.1.1,5.1.1,\hyperref[I.5.1.1]{5.1.1},backmatter_index_locator,I.5.1.1,ega1.c01.prop.5-1-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.86289abac881f18fbe557d61d60ea4019d2052bacab40dd362e77607070bda85,ega1.candidate.sha256.86289abac881f18fbe557d61d60ea4019d2052bacab40dd362e77607070bda85,ega1/ega1-backmatter-index-terminology.tex,179,66,6.4.8,6.4.8,\hyperref[I.6.4.8]{6.4.8},backmatter_index_locator,I.6.4.8,ega1.c01.statement.6-4-8,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.758956d67cba8eb5b7553cded932c3236db161ceb2f0443e622152ebe95181b8,ega1.candidate.sha256.758956d67cba8eb5b7553cded932c3236db161ceb2f0443e622152ebe95181b8,ega1/ega1-backmatter-index-terminology.tex,181,43,2.1.1,2.1.1,\hyperref[I.2.1.1]{2.1.1},backmatter_index_locator,I.2.1.1,ega1.c01.statement.2-1-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.8dbdf352763af4d37cd3ae9cb0b19d5a4f841550987f08a89c087bbcf41d80de,ega1.candidate.sha256.8dbdf352763af4d37cd3ae9cb0b19d5a4f841550987f08a89c087bbcf41d80de,ega1/ega1-backmatter-index-terminology.tex,182,120,10.4.1,10.4.1,\hyperref[I.10.4.1]{10.4.1},backmatter_index_locator,I.10.4.1,ega1.c01.statement.10-4-1,explicit EGA I locator and unique exact local statement label,applied
