expose,kind,index,fr_line,en_line,fr_tag,en_tag,similarity,status,fr_norm,en_norm,fr_raw,en_raw
X,allmath,814,13114,13376,,,1.0000,paired,$\eta$,$\eta$,$\eta$,$\eta$
X,allmath,815,13114,13376,,,1.0000,paired,$S$,$S$,$S$,$S$
X,allmath,816,13114,13376,,,1.0000,paired,$\RG_W(F)\in\Ob(\Delta)$,$\RG_W(F)\in\Ob(\Delta)$,$\RG_W(F)\in\Ob(\Delta)$,$\RG_W(F)\in\Ob(\Delta)$
X,allmath,817,13115,13377,,,1.0000,paired,\[\clK\Delta(\RG_W(F))=0.\],\[\clK\Delta(\RG_W(F))=0.\],\[ \clK{\Delta}(\RG_W(F))=0. \],\[ \clK{\Delta}(\RG_W(F))=0. \]
X,allmath,818,13120,13382,,,1.0000,paired,$\pi$,$\pi$,$\pi$,$\pi$
X,allmath,819,13120,13382,,,1.0000,paired,$W$,$W$,$W$,$W$
X,allmath,820,13120,13382,,,1.0000,paired,$F$,$F$,$F$,$F$
X,allmath,821,13120,13382,,,1.0000,paired,$A$,$A$,$A$,$A$
X,allmath,822,13120,13382,,,1.0000,paired,$M^\bullet$,$M^\bullet$,$M^\bullet$,$M^\bullet$
X,allmath,823,13120,13382,,,1.0000,paired,$\pi$,$\pi$,$\pi$,$\pi$
X,allmath,824,13120,13382,,,1.0000,paired,$A$,$A$,$A$,$A$
X,allmath,825,13120,13382,,,1.0000,paired,$M^\bullet$,$M^\bullet$,$M^\bullet$,$M^\bullet$
X,allmath,826,13120,13382,,,1.0000,paired,$F_\bar\eta$,$F_\bar\eta$,$F_{\bar\eta}$,$F_{\bar\eta}$
X,allmath,827,13120,13382,,,1.0000,paired,$\Ob(\Delta)$,$\Ob(\Delta)$,$\Ob(\Delta)$,$\Ob(\Delta)$
X,allmath,828,13120,13382,,,1.0000,paired,$\bar\pi$,$\bar\pi$,$\bar\pi$,$\bar\pi$
X,allmath,829,13120,13382,,,1.0000,paired,$\pi$,$\pi$,$\pi$,$\pi$
X,allmath,830,13120,13382,,,1.0000,paired,$p$,$p$,$p$,$p$
X,allmath,831,13120,13382,,,1.0000,paired,$P$,$P$,$P$,$P$
X,allmath,832,13120,13382,,,1.0000,paired,$\pi$,$\pi$,$\pi$,$\pi$
X,allmath,833,13120,13382,,,1.0000,paired,$p$,$p$,$p$,$p$
X,allmath,834,13120,13382,,,1.0000,paired,$p$,$p$,$p$,$p$
X,allmath,835,13120,13382,,,1.0000,paired,$R$,$R$,$R$,$R$
X,allmath,836,13120,13382,,,1.0000,paired,$p=1$,$p=1$,$p=1$,$p=1$
X,allmath,837,13120,13382,,,1.0000,paired,$\bar\pi=\pi$,$\bar\pi=\pi$,$\bar\pi=\pi$,$\bar\pi=\pi$
X,allmath,838,13121,13383,,,1.0000,paired,"\[1\longrightarrowP\longrightarrow\pi\longrightarrow\bar\pi\longrightarrow0,\]","\[1\longrightarrowP\longrightarrow\pi\longrightarrow\bar\pi\longrightarrow0,\]","\[ 1\longrightarrow P\longrightarrow \pi\longrightarrow \bar\pi\longrightarrow0, \]","\[ 1\longrightarrow P\longrightarrow \pi\longrightarrow \bar\pi\longrightarrow0, \]"
X,allmath,839,13125,13387,,,1.0000,paired,\[\RG_W(F)\simeqR\Gamma^\pi(M^\bullet)\simeqR\Gamma^\bar\pi(R\Gamma^P(M^\bullet))\],\[\RG_W(F)\simeqR\Gamma^\pi(M^\bullet)\simeqR\Gamma^\bar\pi(R\Gamma^P(M^\bullet))\],\[ \RG_W(F)\simeq R\Gamma^\pi(M^\bullet) \simeq R\Gamma^{\bar\pi}(R\Gamma^P(M^\bullet)) \],\[ \RG_W(F)\simeq R\Gamma^\pi(M^\bullet) \simeq R\Gamma^{\bar\pi}(R\Gamma^P(M^\bullet)) \]
X,allmath,840,13129,13391,,,1.0000,paired,$P$,$P$,$P$,$P$
X,allmath,841,13129,13391,,,1.0000,paired,$M^\bullet$,$M^\bullet$,$M^\bullet$,$M^\bullet$
X,allmath,842,13129,13391,,,1.0000,paired,$p$,$p$,$p$,$p$
X,allmath,843,13129,13391,,,1.0000,paired,$n$,$n$,$n$,$n$
X,allmath,844,13130,13392,,,1.0000,paired,"\[R\Gamma^P(M^\bullet)\simeq\Gamma^P(M^\bullet),\]","\[R\Gamma^P(M^\bullet)\simeq\Gamma^P(M^\bullet),\]","\[ R\Gamma^P(M^\bullet)\simeq \Gamma^P(M^\bullet), \]","\[ R\Gamma^P(M^\bullet)\simeq \Gamma^P(M^\bullet), \]"
X,allmath,845,13133,13395,,,1.0000,paired,$\Gamma^P(M^\bullet)$,$\Gamma^P(M^\bullet)$,$\Gamma^P(M^\bullet)$,$\Gamma^P(M^\bullet)$
X,allmath,846,13133,13395,,,1.0000,paired,$M^\bullet$,$M^\bullet$,$M^\bullet$,$M^\bullet$
X,allmath,847,13133,13395,,,1.0000,paired,$\Ob(\Delta)$,$\Ob(\Delta)$,$\Ob(\Delta)$,$\Ob(\Delta)$
X,allmath,848,13134,13396,,,1.0000,paired,\[\bar\pi=\prod_\ell\nep\mathbbZ_\ell\],\[\bar\pi=\prod_\ell\nep\mathbbZ_\ell\],\[ \bar\pi=\prod_{\ell\ne p}\mathbb Z_\ell \],\[ \bar\pi=\prod_{\ell\ne p}\mathbb Z_\ell \]
X,allmath,849,13137,13399,,,1.0000,paired,$M^\bullet\in\Ob(\Delta)$,$M^\bullet\in\Ob(\Delta)$,$M^\bullet\in\Ob(\Delta)$,$M^\bullet\in\Ob(\Delta)$
X,allmath,850,13137,13399,,,1.0000,paired,$R\Gamma^\bar\pi(M^\bullet)\in\Ob(\Delta)$,$R\Gamma^\bar\pi(M^\bullet)\in\Ob(\Delta)$,$R\Gamma^{\bar\pi}(M^\bullet)\in\Ob(\Delta)$,$R\Gamma^{\bar\pi}(M^\bullet)\in\Ob(\Delta)$
X,allmath,851,13138,13400,,,1.0000,paired,\[\clK\Delta(R\Gamma^\bar\pi(M^\bullet))=0.\],\[\clK\Delta(R\Gamma^\bar\pi(M^\bullet))=0.\],\[ \clK{\Delta}(R\Gamma^{\bar\pi}(M^\bullet))=0. \],\[ \clK{\Delta}(R\Gamma^{\bar\pi}(M^\bullet))=0. \]
X,allmath,852,13141,13403,,,1.0000,paired,$f$,$f$,$f$,$f$
X,allmath,853,13141,13403,,,1.0000,paired,$\bar\pi$,$\bar\pi$,$\bar\pi$,$\bar\pi$
X,allmath,854,13141,13403,,,1.0000,paired,$M^i$,$M^i$,$M^i$,$M^i$
X,allmath,855,13141,13403,,,1.0000,paired,$M$,$M$,$M$,$M$
X,allmath,856,13141,13403,,,1.0000,paired,$\bar\pi$,$\bar\pi$,$\bar\pi$,$\bar\pi$
X,allmath,857,13142,13404,,,1.0000,paired,"\[H^j(\bar\pi,M^i)=0TEXTj\ge1.\]","\[H^j(\bar\pi,M^i)=0TEXTj\ge1.\]","\[ H^j(\bar\pi,M^i)=0\quad\text{si }j\ge1. \]","\[ H^j(\bar\pi,M^i)=0\quad\text{if }j\ge1. \]"
X,allmath,858,13146,13408,7.15,7.15,1.1500,paired,\[DIAGRAM\],\[DIAGRAM\],"\[ \begin{tikzcd}[column sep=huge,row sep=large] & M^\bullet \arrow[dl] &\\ R\Gamma^{\bar\pi}(M^\bullet) \arrow[rr] && M^\bullet \arrow[ul,""1-f""] \end{tikzcd} \tag{7.15} \]","\[ \begin{tikzcd}[column sep=huge,row sep=large] & M^\bullet \arrow[dl] &\\ R\Gamma^{\bar\pi}(M^\bullet) \arrow[rr] && M^\bullet \arrow[ul,""1-f""] \end{tikzcd} \tag{7.15} \]"
X,allmath,859,13153,13415,,,1.0000,paired,$R\Gamma^\bar\pi=\Ker(1-f)$,$R\Gamma^\bar\pi=\Ker(1-f)$,$R\Gamma^{\bar\pi}=\Ker(1-f)$,$R\Gamma^{\bar\pi}=\Ker(1-f)$
X,allmath,860,13153,13415,,,1.0000,paired,$1-f:M^\bullet\toM^\bullet$,$1-f:M^\bullet\toM^\bullet$,$1-f:M^\bullet\to M^\bullet$,$1-f:M^\bullet\to M^\bullet$
X,allmath,861,13154,13416,,,1.0000,paired,"\[H^1(\bar\pi,M)=M^\bullet/(1-f)M^\bullet\]","\[H^1(\bar\pi,M)=M^\bullet/(1-f)M^\bullet\]","\[ H^1(\bar\pi,M)=M^\bullet/(1-f)M^\bullet \]","\[ H^1(\bar\pi,M)=M^\bullet/(1-f)M^\bullet \]"
X,allmath,862,13157,13419,,,1.0000,paired,$M^\bullet=(1-f)M^\bullet$,$M^\bullet=(1-f)M^\bullet$,$M^\bullet=(1-f)M^\bullet$,$M^\bullet=(1-f)M^\bullet$
X,allmath,863,13157,13419,,,1.0000,paired,$R\Gamma^\bar\pi(M^\bullet)\in\Ob(\Delta)$,$R\Gamma^\bar\pi(M^\bullet)\in\Ob(\Delta)$,$R\Gamma^{\bar\pi}(M^\bullet)\in\Ob(\Delta)$,$R\Gamma^{\bar\pi}(M^\bullet)\in\Ob(\Delta)$
X,allmath,864,13158,13420,,,1.0000,paired,"\[\clK\Delta(R\Gamma^\bar\pi(M^\bullet))=0,\]","\[\clK\Delta(R\Gamma^\bar\pi(M^\bullet))=0,\]","\[ \clK{\Delta}(R\Gamma^{\bar\pi}(M^\bullet))=0, \]","\[ \clK{\Delta}(R\Gamma^{\bar\pi}(M^\bullet))=0, \]"
X,allmath,865,13163,13425,,,1.0000,paired,$\RG_!V(F)\in\Ob(\Delta)$,$\RG_!V(F)\in\Ob(\Delta)$,$\RG_{!V}(F)\in\Ob(\Delta)$,$\RG_!V(F)\in\Ob(\Delta)$
X,allmath,866,13163,13425,,,1.0000,paired,$i_!(F)$,$i_!(F)$,$i_!(F)$,$i_!(F)$
X,allmath,867,13163,13425,,,1.0000,paired,$i:V\toC$,$i:V\toC$,$i:V\to C$,$i:V\to C$
X,allmath,868,13164,13426,,,1.0000,paired,\[\RG_!V(F)=\RG_C(i_!F).\],\[\RG_!V(F)=\RG_C(i_!F).\],\[ \RG_{!V}(F)=\RG_C(i_!F). \],\[ \RG_!V(F)=\RG_C(i_!F). \]
X,allmath,869,13167,13429,,,1.0000,paired,$\RG_V(F)\in\Ob(\Delta)$,$\RG_V(F)\in\Ob(\Delta)$,$\RG_V(F)\in\Ob(\Delta)$,$\RG_V(F)\in\Ob(\Delta)$
X,allmath,870,13168,13430,,,1.0000,paired,\[DIAGRAM\],\[DIAGRAM\],"\[ \begin{tikzcd}[column sep=huge,row sep=large] & Q^\bullet \arrow[dl] &\\ Ri_!(F) \arrow[rr] && Ri_*(F) \arrow[ul], \end{tikzcd} \]","\[ \begin{tikzcd}[column sep=huge,row sep=large] & Q^\bullet \arrow[dl] &\\ Ri_!(F) \arrow[rr] && Ri_*(F) \arrow[ul], \end{tikzcd} \]"
X,allmath,871,13174,13436,,,1.0000,paired,$Q^\bullet$,$Q^\bullet$,$Q^\bullet$,$Q^\bullet$
X,allmath,872,13174,13436,,,1.0000,paired,$Z=C-V$,$Z=C-V$,$Z=C-V$,$Z=C-V$
X,allmath,873,13174,13436,,,1.0000,paired,$\RG_C$,$\RG_C$,$\RG_C$,$\RG_C$
X,allmath,874,13175,13437,7.16,7.16,1.1500,paired,\[DIAGRAM\],\[DIAGRAM\],"\[ \begin{tikzcd}[column sep=huge,row sep=large] & \RG_Z(Q^\bullet|Z) \arrow[dl] &\\ \RG_{!V}(F) \arrow[rr] && \RG_V(F) \arrow[ul]. \end{tikzcd} \tag{7.16} \]","\[ \begin{tikzcd}[column sep=huge,row sep=large] & \RG_Z(Q^\bullet|Z) \arrow[dl] &\\ \RG_!V(F) \arrow[rr] && \RG_V(F) \arrow[ul]. \end{tikzcd} \tag{7.16} \]"
X,allmath,875,13182,13444,,,1.0000,paired,$\RG_!V(F)\in\Ob(\Delta)$,$\RG_!V(F)\in\Ob(\Delta)$,$\RG_{!V}(F)\in\Ob(\Delta)$,$\RG_!V(F)\in\Ob(\Delta)$
X,allmath,876,13182,13444,,,1.0000,paired,$\RG_V(F)\in\Ob(\Delta)$,$\RG_V(F)\in\Ob(\Delta)$,$\RG_V(F)\in\Ob(\Delta)$,$\RG_V(F)\in\Ob(\Delta)$
X,allmath,877,13182,13444,,,1.0000,paired,$\RG_Z(Q^\bullet|Z)\in\Ob(\Delta)$,$\RG_Z(Q^\bullet|Z)\in\Ob(\Delta)$,$\RG_Z(Q^\bullet|Z)\in\Ob(\Delta)$,$\RG_Z(Q^\bullet|Z)\in\Ob(\Delta)$
X,allmath,878,13182,13444,,,1.0000,paired,$(Ri_*(F))_\barx\in\Ob(\Delta)$,$(Ri_*(F))_\barx\in\Ob(\Delta)$,$(Ri_*(F))_{\bar x}\in\Ob(\Delta)$,$(Ri_*(F))_{\bar x}\in\Ob(\Delta)$
X,allmath,879,13182,13444,,,1.0000,paired,$x\inZ$,$x\inZ$,$x\in Z$,$x\in Z$
X,allmath,880,13182,13444,,,1.0000,paired,$(Ri_*(F))_\barx$,$(Ri_*(F))_\barx$,$(Ri_*(F))_{\bar x}$,$(Ri_*(F))_{\bar x}$
X,allmath,881,13183,13445,,,1.0000,paired,\[DIAGRAM\],\[DIAGRAM\],"\[ \begin{tikzcd} \bar V \arrow[r,hook,""j""] \arrow[d,""u""'] & C_x \arrow[d]\\ V \arrow[r,hook] & C \end{tikzcd} \]","\[ \begin{tikzcd} \bar V \arrow[r,hook,""j""] \arrow[d,""u""'] & C_x \arrow[d]\\ V \arrow[r,hook] & C \end{tikzcd} \]"
X,allmath,882,13189,13451,,,1.0000,paired,$C_x$,$C_x$,$C_x$,$C_x$
X,allmath,883,13189,13451,,,1.0000,paired,$x$,$x$,$x$,$x$
X,allmath,884,13190,13452,,,1.0000,paired,"\[Ri_*(F)_\barx\simeq\RG_\barV(u^*(F)),\]","\[Ri_*(F)_\barx\simeq\RG_\barV(u^*(F)),\]","\[ Ri_*(F)_{\bar x}\simeq \RG_{\bar V}(u^*(F)), \]","\[ Ri_*(F)_{\bar x}\simeq \RG_{\bar V}(u^*(F)), \]"
X,allmath,885,13193,13455,,,1.0000,paired,$(Ri_*(F))_\barx\in\Ob(\Delta)$,$(Ri_*(F))_\barx\in\Ob(\Delta)$,$(Ri_*(F))_{\bar x}\in\Ob(\Delta)$,$(Ri_*(F))_{\bar x}\in\Ob(\Delta)$
X,allmath,886,13194,13456,,,1.0000,paired,\[\clK\Delta((Ri_*(F))_\barx)=0.\],\[\clK\Delta((Ri_*(F))_\barx)=0.\],\[ \clK{\Delta}((Ri_*(F))_{\bar x})=0. \],\[ \clK{\Delta}((Ri_*(F))_{\bar x})=0. \]
X,allmath,887,13198,13460,,,0.9863,paired,\[\clK\Delta(\RG_Z(Q^\bullet|Z))=0\],"\[\clK\Delta(\RG_Z(Q^\bullet|Z))=0,\]",\[ \clK{\Delta}(\RG_Z(Q^\bullet|Z))=0 \],"\[ \clK{\Delta}(\RG_Z(Q^\bullet|Z))=0, \]"
X,allmath,888,13202,13464,,,1.0000,paired,\[\clK\Delta(\RG_!V(F))=\clK\Delta(\RG_V(F)).\],\[\clK\Delta(\RG_!V(F))=\clK\Delta(\RG_V(F)).\],\[ \clK{\Delta}(\RG_{!V}(F))=\clK{\Delta}(\RG_V(F)). \],\[ \clK{\Delta}(\RG_!V(F))=\clK{\Delta}(\RG_V(F)). \]
X,allmath,889,13205,13467,,,1.0000,paired,$i_!(F)$,$i_!(F)$,$i_!(F)$,$i_!(F)$
X,allmath,890,13206,13468,,,1.0000,paired,"\[\EP_\Delta(V,F)=\clK\Delta(\RG_!V(F))=\clK\Delta(\RG_C(i_!(F)))=\EP(C)\clK\Delta(F_\bar\eta)-\sum_x\inC(k)\varepsilon_x^\Delta(i_!(F)).\]","\[\EP_\Delta(V,F)=\clK\Delta(\RG_!V(F))=\clK\Delta(\RG_C(i_!(F)))=\EP(C)\clK\Delta(F_\bar\eta)-\sum_x\inC(k)\varepsilon_x^\Delta(i_!(F)).\]","\[ \EP_\Delta(V,F) = \clK{\Delta}(\RG_{!V}(F)) = \clK{\Delta}(\RG_C(i_!(F))) = \EP(C)\clK{\Delta}(F_{\bar\eta}) -\sum_{x\in C(k)}\varepsilon_x^\Delta(i_!(F)). \]","\[ \EP_\Delta(V,F) = \clK{\Delta}(\RG_!V(F)) = \clK{\Delta}(\RG_C(i_!(F))) = \EP(C)\clK{\Delta}(F_{\bar\eta}) -\sum_{x\in C(k)}\varepsilon_x^\Delta(i_!(F)). \]"
X,allmath,891,13217,13479,,,1.0000,paired,\[\sum_x\inC(k)\varepsilon_x^\Delta(i_!(F))=\sum_x\inV(k)\varepsilon_x^\Delta(F)+\sum_x\inZ\varepsilon_x^\Delta(F).\],\[\sum_x\inC(k)\varepsilon_x^\Delta(i_!(F))=\sum_x\inV(k)\varepsilon_x^\Delta(F)+\sum_x\inZ\varepsilon_x^\Delta(F).\],\[ \sum_{x\in C(k)}\varepsilon_x^\Delta(i_!(F)) = \sum_{x\in V(k)}\varepsilon_x^\Delta(F) +\sum_{x\in Z}\varepsilon_x^\Delta(F). \],\[ \sum_{x\in C(k)}\varepsilon_x^\Delta(i_!(F)) = \sum_{x\in V(k)}\varepsilon_x^\Delta(F) +\sum_{x\in Z}\varepsilon_x^\Delta(F). \]
X,allmath,892,13223,13485,,,1.0000,paired,$x\inZ$,$x\inZ$,$x\in Z$,$x\in Z$
X,allmath,893,13223,13485,,,1.0000,paired,$(i_!(F))_\barx=0$,$(i_!(F))_\barx=0$,$(i_!(F))_{\bar x}=0$,$(i_!(F))_{\bar x}=0$
X,allmath,894,13223,13485,,,1.0000,paired,$x$,$x$,$x$,$x$
X,allmath,895,13224,13486,,,1.0000,paired,"\[\varepsilon_x^\Delta(i_!(F))=\alpha_x^\Delta(F)+\clK\Delta(F_\bar\eta),\]","\[\varepsilon_x^\Delta(i_!(F))=\alpha_x^\Delta(F)+\clK\Delta(F_\bar\eta),\]","\[ \varepsilon_x^\Delta(i_!(F)) = \alpha_x^\Delta(F)+\clK{\Delta}(F_{\bar\eta}), \]","\[ \varepsilon_x^\Delta(i_!(F)) = \alpha_x^\Delta(F)+\clK{\Delta}(F_{\bar\eta}), \]"
X,allmath,896,13238,13500,,,1.0000,paired,$4^1/2$,$4^1/2$,$4^{1/2}$,$4^{1/2}$
XII,display,1,,13522,,,0.0000,english-only,,\[g_X':X'\toX'\],,\[ g_{X'}:X'\to X' \]
XII,display,2,,13528,,,0.0000,english-only,,"\[\La_n=\bZ/\ell^n\bZ,\]",,"\[ \La_n=\bZ/\ell^n\bZ, \]"
XII,display,3,,13534,,,0.0000,english-only,,"\[H_n,U',X'=R\Gamma_X'(\La_n,U',X')\]",,"\[ H_{n,U',X'}=R\Gamma_{X'}(\La_{n,U',X'}) \]"
XII,display,4,,13540,,,0.0000,english-only,,"\[H_n,U',X'^\vee=R\Gamma_X'(\La_n,U',X')^\vee\]",,"\[ H_{n,U',X'}^\vee=R\Gamma_{X'}(\La_{n,U',X'})^\vee \]"
XII,display,5,13265,13544,,,1.0000,paired,"\[H_n,U',X'^\vee=R\Gamma_X'(\La_n,U',X')^\vee=R\Hom_\La_n(R\Gamma_X'(\La_n,U',X'),\La_n).\]","\[H_n,U',X'^\vee=R\Gamma_X'(\La_n,U',X')^\vee=R\Hom_\La_n(R\Gamma_X'(\La_n,U',X'),\La_n).\]","\[ H_{n,U',X'}^\vee = R\Gamma_{X'}(\La_{n,U',X'})^\vee = R\Hom_{\La_n}(R\Gamma_{X'}(\La_{n,U',X'}), \La_n) \quad . \]","\[ H_{n,U',X'}^\vee =R\Gamma_{X'}(\La_{n,U',X'})^\vee =R\Hom_{\La_n}(R\Gamma_{X'}(\La_{n,U',X'}),\La_n). \]"
XII,display,6,13273,13552,1.1,1.1,1.1500,paired,\beginequationf'g_X'=\varphi(g)_X'f'\forallg\inG.\endequation,\beginequationf'g_X'=\varphi(g)_X'f'\forallg\inG.\endequation,\begin{equation}\tag{1.1} f' g_{X'} = \varphi(g)_{X'} f' \qquad \forall g \in G \quad . \end{equation},\begin{equation}\tag{1.1} f'g_{X'}=\varphi(g)_{X'}f'\qquad \forall g\in G . \end{equation}
XII,display,7,13277,13555,1.2,1.2,1.1500,paired,\beginequationTEXTY'=X'-U'TEXTf'.\endequation,\beginequationTEXTY'=X'-U'TEXTf'.\endequation,\begin{equation}\tag{1.2} \text{Le complémentaire } Y' = X' - U' \text{ est stable par } f' \quad . \end{equation},\begin{equation}\tag{1.2} \text{The complement }Y'=X'-U'\text{ is stable under }f'. \end{equation}
XII,display,8,13293,13569,1.3,1.3,1.1500,paired,\[DIAGRAM\],\[DIAGRAM\],"\[ \begin{tikzcd} 0 \arrow[r] & \La_{n,U',X'} \arrow[r] \arrow[d, ""f'_{\La_{n,U',X'}}""'] & \La_{n,X'} \arrow[r] \arrow[d, ""f'_{\La_{n,X'}}""] & \La_{n,Y'} \arrow[r] \arrow[d, ""f'_{\La_{n,Y'}}""] & 0 \\ 0 \arrow[r] & \La_{n,U',X'} \arrow[r] & \La_{n,X'} \arrow[r] & \La_{n,Y'} \arrow[r] & 0 \quad . \end{tikzcd} \tag{1.3} \]","\[ \begin{tikzcd} 0 \arrow[r] & \La_{n,U',X'} \arrow[r] \arrow[d,""f'_{\La_{n,U',X'}}""'] & \La_{n,X'} \arrow[r] \arrow[d,""f'_{\La_{n,X'}}""] & \La_{n,Y'} \arrow[r] \arrow[d,""f'_{\La_{n,Y'}}""] & 0 \\ 0 \arrow[r] & \La_{n,U',X'} \arrow[r] & \La_{n,X'} \arrow[r] & \La_{n,Y'} \arrow[r] & 0 . \end{tikzcd} \tag{1.3} \]"
XII,display,9,13317,13589,,,0.9929,paired,"\[\Tr^*_\La_n[G],\varphi(f'^\vee_H_n,U',X')\in\La_n[G]_\natural,\varphi\simeq\mathcalF_!(G_\natural,\varphi,\La_n)(*)\footnotecf.IIIB5.12.\]","\[\Tr^*_\La_n[G],\varphi(f'^\vee_H_n,U',X')\in\La_n[G]_\natural,\varphi\simeq\mathcalF_!(G_\natural,\varphi,\La_n)(*)\footnoteCf.IIIB5.12.\]","\[ \Tr^*_{\La_n[G],\varphi}(f'^\vee_{H_{n,U',X'}}) \in \La_n[G]_{\natural,\varphi} \simeq \mathcal{F}_!(G_{\natural,\varphi}, \La_n) \qquad (*)\footnote{cf. III B 5.12.} \]","\[ \Tr^*_{\La_n[G],\varphi}(f'^\vee_{H_{n,U',X'}}) \in \La_n[G]_{\natural,\varphi}\simeq \mathcal F_!(G_{\natural,\varphi},\La_n) \qquad (*)\footnote{Cf. III B 5.12.} \]"
XII,display,10,13325,13600,,,1.0000,paired,"\[\alpha_m,n:\La_m\longrightarrow\La_n\]","\[\alpha_m,n:\La_m\longrightarrow\La_n\]","\[ \alpha_{m,n} : \La_m \longrightarrow \La_n \]","\[ \alpha_{m,n}:\La_m\longrightarrow \La_n \]"
XII,display,11,,13628,,,0.0000,english-only,,"\[(\Tr_\La_n[G],\varphi(f'^\vee_H_n,U',X'))_n>0\]",,"\[ (\Tr_{\La_n[G],\varphi}(f'^\vee_{H_{n,U',X'}}))_{n>0} \]"
XII,display,12,13357,13632,,,1.0000,paired,"\[\Tr_\bZ_\ell[G],\varphi(f'^\vee_H_U',X'(\ell))\in\mathcalF_!(G_\natural\varphi,\bZ_\ell),\]","\[\Tr_\bZ_\ell[G],\varphi(f'^\vee_H_U',X'(\ell))\in\mathcalF_!(G_\natural\varphi,\bZ_\ell),\]","\[ \Tr_{\bZ_\ell[G],\varphi}(f'^\vee_{H_{U',X'}(\ell)}) \in \mathcal{F}_!(G_{\natural\varphi}, \bZ_\ell) \quad , \]","\[ \Tr_{\bZ_\ell[G],\varphi}(f'^\vee_{H_{U',X'}(\ell)}) \in \mathcal F_!(G_{\natural\varphi},\bZ_\ell), \]"
XII,display,13,,13639,,,0.0000,english-only,,"\[\Tr^*_\bZ_\ell(f'_R\Gamma_X'(\bZ_\ell,X')).\]",,"\[ \Tr^*_{\bZ_\ell}(f'_{R\Gamma_{X'}(\bZ_\ell,X')}). \]"
XII,display,14,,13643,,,0.0000,english-only,,"\[\Tr^*_\bZ_\ell[G],\varphi(f'^\vee_H_U',X'(\ell)).\]",,"\[ \Tr^*_{\bZ_\ell[G],\varphi}(f'^\vee_{H_{U',X'}(\ell)}). \]"
XII,display,15,13369,13649,,,1.0000,paired,\[f:X\longrightarrowX.\],\[f:X\longrightarrowX.\],\[ f : X \longrightarrow X \quad . \],\[ f:X\longrightarrow X . \]
XII,display,16,13390,13668,,,1.0000,paired,"\[\mathrmNW_f^G,\varphi(x):G\longrightarrow\bZ\]","\[\mathrmNW_f^G,\varphi(x):G\longrightarrow\bZ\]","\[ \mathrm{NW}_{f}^{G,\varphi}(x) : G \longrightarrow \bZ \]","\[ \mathrm{NW}_{f}^{G,\varphi}(x):G\longrightarrow \bZ \]"
XII,display,17,13395,13672,3.1,3.1,1.1500,paired,"\beginequation\mathrmNW_f^G,\varphi(x)(g)=\begincases1&TEXTx'\inX'TEXT(g^-1f^\prime)(x')=x'\\&TEXTp(x')=x;\\0&TEXT\endcases\endequation","\beginequation\mathrmNW_f^G,\varphi(x)(g)=\begincases1&TEXTx'\inX'TEXT(g^-1f')(x')=x'\\&TEXTp(x')=x,\\0&TEXT\endcases\endequation","\begin{equation}\tag{3.1} \mathrm{NW}_{f}^{G,\varphi}(x)(g) = \begin{cases} 1 & \text{s'il existe } x' \in X' \text{ tel que } (g^{-1}f^{\prime})(x') = x' \\ & \qquad \text{et } p(x') = x \quad ; \\ 0 & \text{sinon .} \end{cases} \end{equation}","\begin{equation}\tag{3.1} \mathrm{NW}_{f}^{G,\varphi}(x)(g)= \begin{cases} 1&\text{if there exists }x'\in X'\text{ such that }(g^{-1}f')(x')=x'\\  &\qquad\text{and }p(x')=x,\\ 0&\text{otherwise.} \end{cases} \end{equation}"
XII,display,18,13404,13685,,,1.0000,paired,"\[S_x(f',f,G,\varphi):G\longrightarrow\bQ,\]","\[S_x(f',f,G,\varphi):G\longrightarrow\bQ,\]","\[ S_x(f',f,G,\varphi) : G \longrightarrow \bQ \quad , \]","\[ S_x(f',f,G,\varphi):G\longrightarrow \bQ, \]"
XII,display,19,13409,13689,4.1,4.1,1.1500,paired,"\beginequationS_x(f',f,G,\varphi)(g)=\frac1c^\varphi(g)\sum_x'\inX'_x^g^-1f'(\nu_x'(g^-1f')-1).\endequation","\beginequationS_x(f',f,G,\varphi)(g)=\frac1c^\varphi(g)\sum_x'\inX'_x^g^-1f'(\nu_x'(g^-1f')-1).\endequation","\begin{equation}\tag{4.1} S_x(f',f,G,\varphi)(g) = \frac{1}{c^\varphi(g)} \sum_{x' \in {X'_x}^{g^{-1}f'}} (\nu_{x'}(g^{-1}f') - 1) \quad . \end{equation}","\begin{equation}\tag{4.1} S_x(f',f,G,\varphi)(g)= \frac{1}{c^\varphi(g)} \sum_{x'\in {X'_x}^{g^{-1}f'}}(\nu_{x'}(g^{-1}f')-1). \end{equation}"
XII,display,20,13415,13695,4.2,4.2,1.1500,paired,"\beginequationc^\varphi(g)=\cardG_g^\varphi,G_g^\varphi=\x\inG\mid\varphi(x)gx^-1=g\,\endequation","\beginequationc^\varphi(g)=\cardG_g^\varphi,G_g^\varphi=\x\inG\mid\varphi(x)gx^-1=g\,\endequation","\begin{equation}\tag{4.2} c^\varphi(g) = \card G_g^\varphi \quad , \quad G_g^\varphi = \{ x \in G \mid \varphi(x)gx^{-1} = g \} \quad , \end{equation}","\begin{equation}\tag{4.2} c^\varphi(g)=\card G_g^\varphi, \qquad G_g^\varphi=\{x\in G\mid \varphi(x)gx^{-1}=g\}, \end{equation}"
