residual_id,source_file,source_line,start_column_1based,end_column_1based_exclusive,current_expose,reference_scope,visible_text,base_number,suffix,kind_cue,candidate_labels,destination_label,classification,reason,context
SGA5-R9-RESIDUAL-000404,SGA5_English_sync_workpass.tex,2420,23,26,III,III,1.9,1.9,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (EF2) at (2.95,-1.9) {$(E_2,F_2)$};"
SGA5-R9-RESIDUAL-000406,SGA5_English_sync_workpass.tex,2437,22,27,III,III,2.4.1,2.4.1,,,sga5:III:equation:2.4.1,,structural_declaration_tag,target_or_formula_declaration,\begin{equation}\tag{2.4.1}\label{sga5:III:equation:2.4.1}
SGA5-R9-RESIDUAL-000407,SGA5_English_sync_workpass.tex,2447,26,29,III,III,2.5,2.5,,proposition,sga5:III:proposition:2.5,,structural_declaration_tag,target_or_formula_declaration,\subsection*{Proposition 2.5}\phantomsection\label{sga5:III:proposition:2.5}
SGA5-R9-RESIDUAL-000410,SGA5_English_sync_workpass.tex,2449,22,27,III,III,2.5.1,2.5.1,,,sga5:III:equation:2.5.1,,structural_declaration_tag,target_or_formula_declaration,\begin{equation}\tag{2.5.1}\label{sga5:III:equation:2.5.1}
SGA5-R9-RESIDUAL-000411,SGA5_English_sync_workpass.tex,2450,12,16,III,III,0.98,0.98,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,\resizebox{0.98\textwidth}{!}{
SGA5-R9-RESIDUAL-000412,SGA5_English_sync_workpass.tex,2453,17,20,III,III,2.6,2.6,,,sga5:III:subsection:2.6,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (A) at (0,2.6) {$\RHom(E_1,F_1)\otimes^L_S\RHom(E_2,F_2)$};"
SGA5-R9-RESIDUAL-000413,SGA5_English_sync_workpass.tex,2454,17,20,III,III,1.3,1.3,,,sga5:III:subsection:1.3,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (B) at (0,1.3) {$\RHom(u_1,v_1)\otimes^L_S\RHom(u_2,v_2)$};"
SGA5-R9-RESIDUAL-000414,SGA5_English_sync_workpass.tex,2456,15,18,III,III,8.8,8.8,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (D) at (8.8,2.6) {$\RHom(E,F)$};"
SGA5-R9-RESIDUAL-000415,SGA5_English_sync_workpass.tex,2456,19,22,III,III,2.6,2.6,,,sga5:III:subsection:2.6,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (D) at (8.8,2.6) {$\RHom(E,F)$};"
SGA5-R9-RESIDUAL-000416,SGA5_English_sync_workpass.tex,2457,15,18,III,III,6.2,6.2,,,sga5:III:subsection:6.2,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (E) at (6.2,1.3) {$\RHom(E_1\otimes^L_SP_2,F_1\otimes^L_SQ_2)$};"
SGA5-R9-RESIDUAL-000417,SGA5_English_sync_workpass.tex,2457,19,22,III,III,1.3,1.3,,,sga5:III:subsection:1.3,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (E) at (6.2,1.3) {$\RHom(E_1\otimes^L_SP_2,F_1\otimes^L_SQ_2)$};"
SGA5-R9-RESIDUAL-000418,SGA5_English_sync_workpass.tex,2458,15,19,III,III,12.1,12.1,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (F) at (12.1,1.3) {$\RHom(P_1\otimes^L_SE_2,Q_1\otimes^L_SF_2)$};"
SGA5-R9-RESIDUAL-000419,SGA5_English_sync_workpass.tex,2458,20,23,III,III,1.3,1.3,,,sga5:III:subsection:1.3,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (F) at (12.1,1.3) {$\RHom(P_1\otimes^L_SE_2,Q_1\otimes^L_SF_2)$};"
SGA5-R9-RESIDUAL-000420,SGA5_English_sync_workpass.tex,2459,15,18,III,III,8.8,8.8,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (G) at (8.8,0) {$\RHom(P,Q)$};"
SGA5-R9-RESIDUAL-000423,SGA5_English_sync_workpass.tex,2471,14,17,III,III,2.6,2.6,,,sga5:III:subsection:2.6,,structural_declaration_tag,target_or_formula_declaration,\subsection*{2.6}\phantomsection\label{sga5:III:subsection:2.6}
SGA5-R9-RESIDUAL-000425,SGA5_English_sync_workpass.tex,2482,24,29,III,III,2.6.1,2.6.1,,corollary,sga5:III:corollary:2.6.1,,structural_declaration_tag,target_or_formula_declaration,\subsection*{Corollary 2.6.1}\phantomsection\label{sga5:III:corollary:2.6.1}
SGA5-R9-RESIDUAL-000426,SGA5_English_sync_workpass.tex,2484,22,29,III,III,2.6.1.1,2.6.1.1,,,sga5:III:equation:2.6.1.1,,structural_declaration_tag,target_or_formula_declaration,\begin{equation}\tag{2.6.1.1}\label{sga5:III:equation:2.6.1.1}
SGA5-R9-RESIDUAL-000435,SGA5_English_sync_workpass.tex,2512,150,163,III,XVIII,XVIII~3.1.9.6,3.1.9.6,,,,,external_work_citation,external_citation_context,"5:III:equation:2.2.4]{2.2.4})$ and a base-change isomorphism, $a$ is the duality isomorphism (SGA~4~XVIII~3.1.9.6), and $a'$ is the composite of the duality isomorphism (relative to $E\otimes^L_SP'$ and $Q\otimes^"
SGA5-R9-RESIDUAL-000436,SGA5_English_sync_workpass.tex,2518,64,77,III,XVIII,XVIII~3.1.9.5,3.1.9.5,,,,,external_work_citation,external_citation_context,Recall that $a$ is the composite of the canonical arrow (SGA~4~XVIII~3.1.9.5)
SGA5-R9-RESIDUAL-000437,SGA5_English_sync_workpass.tex,2555,20,25,III,III,2.6.3,2.6.3,,lemma,sga5:III:lemma:2.6.3,,structural_declaration_tag,target_or_formula_declaration,\subsection*{Lemma 2.6.3}\phantomsection\label{sga5:III:lemma:2.6.3}
SGA5-R9-RESIDUAL-000440,SGA5_English_sync_workpass.tex,2571,8,21,III,XVIII,XVIII~3.1.9.5,3.1.9.5,,,,,external_work_citation,external_citation_context,"(SGA~4~XVIII~3.1.9.5) by applying $\otimes^L_S\RHom(P',Q')$, (3) is given by \hyperref[sga5:III:equation:2.2.4]{2.2.4}, "
SGA5-R9-RESIDUAL-000441,SGA5_English_sync_workpass.tex,2583,49,62,III,XVIII,XVIII~3.1.9.5,3.1.9.5,,,,,external_work_citation,external_citation_context,"Returning to the definition of the arrow (SGA~4~XVIII~3.1.9.5), choose a compactification of $f$\footnote{The arrow quoted is defined with the aid of such a comp"
SGA5-R9-RESIDUAL-000446,SGA5_English_sync_workpass.tex,2615,14,17,III,III,3.1,3.1,,,sga5:III:subsection:3.1,,structural_declaration_tag,target_or_formula_declaration,\subsection*{3.1}\phantomsection\label{sga5:III:subsection:3.1}
SGA5-R9-RESIDUAL-000447,SGA5_English_sync_workpass.tex,2626,27,30,III,III,1.8,1.8,,,sga5:III:subsection:1.8,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\begin{tikzcd}[column sep=1.8em,row sep=1.5em]"
SGA5-R9-RESIDUAL-000448,SGA5_English_sync_workpass.tex,2626,41,44,III,III,1.5,1.5,,,sga5:III:subsection:1.5,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\begin{tikzcd}[column sep=1.8em,row sep=1.5em]"
SGA5-R9-RESIDUAL-000449,SGA5_English_sync_workpass.tex,2649,6,11,III,III,3.1.1,3.1.1,,,sga5:III:equation:3.1.1,,structural_declaration_tag,target_or_formula_declaration,\tag{3.1.1}\label{sga5:III:equation:3.1.1}
SGA5-R9-RESIDUAL-000451,SGA5_English_sync_workpass.tex,2655,98,103,III,I,I 7.7,7.7,,,,,external_work_citation,external_citation_context,a special case of an isomorphism valid for perfect complexes on an arbitrary ringed topos (SGA 6 I 7.7). We set
SGA5-R9-RESIDUAL-000452,SGA5_English_sync_workpass.tex,2660,6,11,III,III,3.1.2,3.1.2,,,sga5:III:equation:3.1.2,,structural_declaration_tag,target_or_formula_declaration,\tag{3.1.2}\label{sga5:III:equation:3.1.2}
SGA5-R9-RESIDUAL-000453,SGA5_English_sync_workpass.tex,2664,130,141,III,XVIII,XVIII 3.2.5,3.2.5,,,,,external_work_citation,external_citation_context,"rely of relative dimension $r_1$, then the same is true of $p_2$, and by the duality theorem (SGA 4 XVIII 3.2.5) one has"
SGA5-R9-RESIDUAL-000454,SGA5_English_sync_workpass.tex,2673,6,11,III,III,3.1.3,3.1.3,,,sga5:III:equation:3.1.3,,structural_declaration_tag,target_or_formula_declaration,\tag{3.1.3}\label{sga5:III:equation:3.1.3}
SGA5-R9-RESIDUAL-000455,SGA5_English_sync_workpass.tex,2677,14,17,III,III,3.2,3.2,,,sga5:III:subsection:3.2,,structural_declaration_tag,target_or_formula_declaration,\subsection*{3.2}\phantomsection\label{sga5:III:subsection:3.2}
SGA5-R9-RESIDUAL-000456,SGA5_English_sync_workpass.tex,2687,33,47,III,XVIII,XVIII 3.1.12.2,3.1.12.2,,,,,external_work_citation,external_citation_context,"By the induction formula (SGA 4 XVIII 3.1.12.2), one has a canonical isomorphism"
SGA5-R9-RESIDUAL-000457,SGA5_English_sync_workpass.tex,2692,6,11,III,III,3.2.1,3.2.1,,,sga5:III:equation:3.2.1,,structural_declaration_tag,target_or_formula_declaration,\tag{3.2.1}\label{sga5:III:equation:3.2.1}
SGA5-R9-RESIDUAL-000458,SGA5_English_sync_workpass.tex,2699,6,11,III,III,3.2.2,3.2.2,,,sga5:III:equation:3.2.2,,structural_declaration_tag,target_or_formula_declaration,\tag{3.2.2}\label{sga5:III:equation:3.2.2}
SGA5-R9-RESIDUAL-000459,SGA5_English_sync_workpass.tex,2705,6,11,III,III,3.2.3,3.2.3,,,sga5:III:equation:3.2.3,,structural_declaration_tag,target_or_formula_declaration,\tag{3.2.3}\label{sga5:III:equation:3.2.3}
SGA5-R9-RESIDUAL-000460,SGA5_English_sync_workpass.tex,2709,161,166,III,III,2.3.3,2.3.3,,,,,external_work_citation,external_citation_context,$ has finite tor-dimension and relative dimension $\leq N$. The trace morphism (SGA $4^{1/2}$ Cycle 2.3.3)
SGA5-R9-RESIDUAL-000461,SGA5_English_sync_workpass.tex,2716,6,11,III,III,3.2.4,3.2.4,,,sga5:III:equation:3.2.4,,structural_declaration_tag,target_or_formula_declaration,\tag{3.2.4}\label{sga5:III:equation:3.2.4}
SGA5-R9-RESIDUAL-000463,SGA5_English_sync_workpass.tex,2723,6,11,III,III,3.2.5,3.2.5,,,sga5:III:equation:3.2.5,,structural_declaration_tag,target_or_formula_declaration,\tag{3.2.5}\label{sga5:III:equation:3.2.5}
SGA5-R9-RESIDUAL-000464,SGA5_English_sync_workpass.tex,2729,158,163,III,III,2.3.1,2.3.1,,,,,external_work_citation,external_citation_context,"s group, is precisely the cohomology class associated with $c$ in the sense of (SGA $4^{1/2}$ Cycle 2.3.1), as follows immediately from the definitions."
SGA5-R9-RESIDUAL-000465,SGA5_English_sync_workpass.tex,2736,6,11,III,III,3.2.6,3.2.6,,,sga5:III:equation:3.2.6,,structural_declaration_tag,target_or_formula_declaration,\tag{3.2.6}\label{sga5:III:equation:3.2.6}
SGA5-R9-RESIDUAL-000466,SGA5_English_sync_workpass.tex,2756,14,17,III,III,3.3,3.3,,,sga5:III:subsection:3.3,,structural_declaration_tag,target_or_formula_declaration,\subsection*{3.3}\phantomsection\label{sga5:III:subsection:3.3}
SGA5-R9-RESIDUAL-000467,SGA5_English_sync_workpass.tex,2771,27,30,III,III,3.8,3.8,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\begin{tikzcd}[column sep=3.8em,row sep=2.4em]"
SGA5-R9-RESIDUAL-000468,SGA5_English_sync_workpass.tex,2771,41,44,III,III,2.4,2.4,,,sga5:III:subsection:2.4,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\begin{tikzcd}[column sep=3.8em,row sep=2.4em]"
SGA5-R9-RESIDUAL-000469,SGA5_English_sync_workpass.tex,2775,6,11,III,III,3.3.0,3.3.0,,,sga5:III:equation:3.3.0,,structural_declaration_tag,target_or_formula_declaration,\tag{3.3.0}\label{sga5:III:equation:3.3.0}
SGA5-R9-RESIDUAL-000470,SGA5_English_sync_workpass.tex,2782,6,11,III,III,3.3.1,3.3.1,,,sga5:III:equation:3.3.1,,structural_declaration_tag,target_or_formula_declaration,\tag{3.3.1}\label{sga5:III:equation:3.3.1}
SGA5-R9-RESIDUAL-000471,SGA5_English_sync_workpass.tex,2786,27,30,III,III,4.5,4.5,,,sga5:III:corollary:4.5,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\begin{tikzcd}[column sep=4.5em,row sep=2.6em]"
SGA5-R9-RESIDUAL-000472,SGA5_English_sync_workpass.tex,2786,41,44,III,III,2.6,2.6,,,sga5:III:subsection:2.6,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\begin{tikzcd}[column sep=4.5em,row sep=2.6em]"
SGA5-R9-RESIDUAL-000474,SGA5_English_sync_workpass.tex,2795,86,99,III,XVIII,XVIII 3.1.9.6,3.1.9.6,,,,,external_work_citation,external_citation_context,"commutative, where (1) is deduced from the inverse of the duality isomorphism (SGA 4 XVIII 3.1.9.6)"
SGA5-R9-RESIDUAL-000477,SGA5_English_sync_workpass.tex,2810,6,11,III,III,3.3.2,3.3.2,,,sga5:III:equation:3.3.2,,structural_declaration_tag,target_or_formula_declaration,\tag{3.3.2}\label{sga5:III:equation:3.3.2}
SGA5-R9-RESIDUAL-000479,SGA5_English_sync_workpass.tex,2817,6,11,III,III,3.3.3,3.3.3,,,sga5:III:equation:3.3.3,,structural_declaration_tag,target_or_formula_declaration,\tag{3.3.3}\label{sga5:III:equation:3.3.3}
SGA5-R9-RESIDUAL-000480,SGA5_English_sync_workpass.tex,2821,78,81,III,III,3.4,3.4,,proposition,sga5:III:proposition:3.4,,structural_declaration_tag,target_or_formula_declaration,\phantomsection\label{sga5:III:proposition:3.4}\begin{statement}{Proposition 3.4}
SGA5-R9-RESIDUAL-000481,SGA5_English_sync_workpass.tex,2824,27,30,III,III,4.0,4.0,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\begin{tikzcd}[column sep=4.0em,row sep=2.8em]"
SGA5-R9-RESIDUAL-000482,SGA5_English_sync_workpass.tex,2824,41,44,III,III,2.8,2.8,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\begin{tikzcd}[column sep=4.0em,row sep=2.8em]"
SGA5-R9-RESIDUAL-000483,SGA5_English_sync_workpass.tex,2831,6,11,III,III,3.4.1,3.4.1,,,sga5:III:equation:3.4.1,,structural_declaration_tag,target_or_formula_declaration,\tag{3.4.1}\label{sga5:III:equation:3.4.1}
SGA5-R9-RESIDUAL-000485,SGA5_English_sync_workpass.tex,2833,397,410,III,XVIII,XVIII 3.1.9.6,3.1.9.6,,,,,external_work_citation,external_citation_context,"rrow deduced from a duality isomorphism of type \hyperref[sga5:III:equation:2.1.4]{2.1.4} or (SGA 4 XVIII 3.1.9.6), and ``triv.'' a trivial isomorphism:"
SGA5-R9-RESIDUAL-000486,SGA5_English_sync_workpass.tex,2835,27,30,III,III,3.7,3.7,,,sga5:III:subsection:3.7,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\begin{tikzcd}[column sep=3.7em,row sep=1.7em]"
SGA5-R9-RESIDUAL-000487,SGA5_English_sync_workpass.tex,2835,41,44,III,III,1.7,1.7,,,sga5:III:subsection:1.7,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\begin{tikzcd}[column sep=3.7em,row sep=1.7em]"
SGA5-R9-RESIDUAL-000488,SGA5_English_sync_workpass.tex,2848,27,30,III,III,3.7,3.7,,,sga5:III:subsection:3.7,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\begin{tikzcd}[column sep=3.7em,row sep=1.7em]"
SGA5-R9-RESIDUAL-000489,SGA5_English_sync_workpass.tex,2848,41,44,III,III,1.7,1.7,,,sga5:III:subsection:1.7,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\begin{tikzcd}[column sep=3.7em,row sep=1.7em]"
SGA5-R9-RESIDUAL-000490,SGA5_English_sync_workpass.tex,2861,27,30,III,III,3.7,3.7,,,sga5:III:subsection:3.7,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\begin{tikzcd}[column sep=3.7em,row sep=1.7em]"
SGA5-R9-RESIDUAL-000491,SGA5_English_sync_workpass.tex,2861,41,44,III,III,1.7,1.7,,,sga5:III:subsection:1.7,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\begin{tikzcd}[column sep=3.7em,row sep=1.7em]"
SGA5-R9-RESIDUAL-000492,SGA5_English_sync_workpass.tex,2874,27,30,III,III,3.7,3.7,,,sga5:III:subsection:3.7,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\begin{tikzcd}[column sep=3.7em,row sep=1.7em]"
SGA5-R9-RESIDUAL-000493,SGA5_English_sync_workpass.tex,2874,41,44,III,III,1.7,1.7,,,sga5:III:subsection:1.7,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\begin{tikzcd}[column sep=3.7em,row sep=1.7em]"
SGA5-R9-RESIDUAL-000494,SGA5_English_sync_workpass.tex,2889,74,77,III,III,3.5,3.5,,corollary,sga5:III:corollary:3.5,,structural_declaration_tag,target_or_formula_declaration,\phantomsection\label{sga5:III:corollary:3.5}\begin{statement}{Corollary 3.5}
SGA5-R9-RESIDUAL-000496,SGA5_English_sync_workpass.tex,2914,14,17,III,III,3.6,3.6,,,sga5:III:subsection:3.6,,structural_declaration_tag,target_or_formula_declaration,\subsection*{3.6}\phantomsection\label{sga5:III:subsection:3.6}
SGA5-R9-RESIDUAL-000498,SGA5_English_sync_workpass.tex,2930,6,11,III,III,3.6.1,3.6.1,,,sga5:III:equation:3.6.1,,structural_declaration_tag,target_or_formula_declaration,\tag{3.6.1}\label{sga5:III:equation:3.6.1}
SGA5-R9-RESIDUAL-000500,SGA5_English_sync_workpass.tex,2939,6,11,III,III,3.6.2,3.6.2,,,sga5:III:equation:3.6.2,,structural_declaration_tag,target_or_formula_declaration,\tag{3.6.2}\label{sga5:III:equation:3.6.2}
SGA5-R9-RESIDUAL-000501,SGA5_English_sync_workpass.tex,2948,6,11,III,III,3.6.3,3.6.3,,,sga5:III:equation:3.6.3,,structural_declaration_tag,target_or_formula_declaration,\tag{3.6.3}\label{sga5:III:equation:3.6.3}
SGA5-R9-RESIDUAL-000502,SGA5_English_sync_workpass.tex,2954,120,123,III,III,3.6,3.6,,,sga5:III:subsection:3.6,,external_work_citation,external_citation_context,"d by the trace morphism relative to $c_2$. For $N=0$, this formula agrees with (SGA $4^{1/2}$ Cycle 3.6): $\operatorname{cl}(c)_*$ is the homomorphism denoted $\eta_{X_2,X_1}$ there. If $X_1$ is smooth, "
SGA5-R9-RESIDUAL-000503,SGA5_English_sync_workpass.tex,2957,6,11,III,III,3.6.4,3.6.4,,,sga5:III:equation:3.6.4,,structural_declaration_tag,target_or_formula_declaration,\tag{3.6.4}\label{sga5:III:equation:3.6.4}
SGA5-R9-RESIDUAL-000504,SGA5_English_sync_workpass.tex,2963,166,169,III,III,1.3,1.3,,,sga5:III:subsection:1.3,,external_work_citation,external_citation_context,"s recovers the usual definition of the homomorphism induced on cohomology by a correspondence ([12] 1.3), (SGA $4^{1/2}$ Cycle 3.2)."
SGA5-R9-RESIDUAL-000505,SGA5_English_sync_workpass.tex,2963,193,196,III,III,3.2,3.2,,,sga5:III:subsection:3.2,,external_work_citation,external_citation_context,"tion of the homomorphism induced on cohomology by a correspondence ([12] 1.3), (SGA $4^{1/2}$ Cycle 3.2)."
SGA5-R9-RESIDUAL-000506,SGA5_English_sync_workpass.tex,2965,14,19,III,III,3.6.5,3.6.5,,,sga5:III:subsection:3.6.5,,structural_declaration_tag,target_or_formula_declaration,\subsection*{3.6.5}\phantomsection\label{sga5:III:subsection:3.6.5}
SGA5-R9-RESIDUAL-000507,SGA5_English_sync_workpass.tex,2984,14,17,III,III,3.7,3.7,,,sga5:III:subsection:3.7,,structural_declaration_tag,target_or_formula_declaration,\subsection*{3.7}\phantomsection\label{sga5:III:subsection:3.7}
SGA5-R9-RESIDUAL-000508,SGA5_English_sync_workpass.tex,2991,6,11,III,III,3.7.1,3.7.1,,,sga5:III:equation:3.7.1,,structural_declaration_tag,target_or_formula_declaration,\tag{3.7.1}\label{sga5:III:equation:3.7.1}
SGA5-R9-RESIDUAL-000509,SGA5_English_sync_workpass.tex,2997,18,22,III,III,1.45,1.45,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (Y) at (0,-1.45) {$Y$};"
SGA5-R9-RESIDUAL-000510,SGA5_English_sync_workpass.tex,2998,16,20,III,III,1.65,1.65,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (Cp) at (1.65,0) {$C'$};"
SGA5-R9-RESIDUAL-000511,SGA5_English_sync_workpass.tex,2999,15,19,III,III,1.65,1.65,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (D) at (1.65,-1.45) {$D$};"
SGA5-R9-RESIDUAL-000512,SGA5_English_sync_workpass.tex,2999,21,25,III,III,1.45,1.45,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (D) at (1.65,-1.45) {$D$};"
SGA5-R9-RESIDUAL-000513,SGA5_English_sync_workpass.tex,3000,15,19,III,III,2.55,2.55,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (C) at (2.55,1.1) {$C$};"
SGA5-R9-RESIDUAL-000514,SGA5_English_sync_workpass.tex,3000,20,23,III,III,1.1,1.1,,,sga5:III:subsection:1.1,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (C) at (2.55,1.1) {$C$};"
SGA5-R9-RESIDUAL-000515,SGA5_English_sync_workpass.tex,3009,6,11,III,III,3.7.2,3.7.2,,,sga5:III:equation:3.7.2,,structural_declaration_tag,target_or_formula_declaration,\tag{3.7.2}\label{sga5:III:equation:3.7.2}
SGA5-R9-RESIDUAL-000516,SGA5_English_sync_workpass.tex,3014,6,11,III,III,3.7.3,3.7.3,,,sga5:III:equation:3.7.3,,structural_declaration_tag,target_or_formula_declaration,\tag{3.7.3}\label{sga5:III:equation:3.7.3}
SGA5-R9-RESIDUAL-000517,SGA5_English_sync_workpass.tex,3024,80,94,III,XVIII,XVIII 3.1.12.3,3.1.12.3,,,,,external_work_citation,external_citation_context,"defined by the canonical isomorphism $g'_*d'^!\xrightarrow{\sim}d^!f_*$ (SGA 4 XVIII 3.1.12.3). Taking $K=\RHom_S(L_1,L_2)$, and composing \hyperref[sga5:III:equation:3.7.3]{3.7.3} with the iso"
SGA5-R9-RESIDUAL-000519,SGA5_English_sync_workpass.tex,3029,6,11,III,III,3.7.4,3.7.4,,,sga5:III:equation:3.7.4,,structural_declaration_tag,target_or_formula_declaration,\tag{3.7.4}\label{sga5:III:equation:3.7.4}
SGA5-R9-RESIDUAL-000520,SGA5_English_sync_workpass.tex,3036,6,11,III,III,3.7.5,3.7.5,,,sga5:III:equation:3.7.5,,structural_declaration_tag,target_or_formula_declaration,\tag{3.7.5}\label{sga5:III:equation:3.7.5}
SGA5-R9-RESIDUAL-000521,SGA5_English_sync_workpass.tex,3043,6,11,III,III,3.7.6,3.7.6,,,sga5:III:equation:3.7.6,,structural_declaration_tag,target_or_formula_declaration,\tag{3.7.6}\label{sga5:III:equation:3.7.6}
SGA5-R9-RESIDUAL-000530,SGA5_English_sync_workpass.tex,3049,14,17,III,III,4.1,4.1,,,sga5:III:subsection:4.1,,structural_declaration_tag,target_or_formula_declaration,\subsection*{4.1}\phantomsection\label{sga5:III:subsection:4.1}
SGA5-R9-RESIDUAL-000531,SGA5_English_sync_workpass.tex,3054,6,11,III,III,4.1.1,4.1.1,,,sga5:III:equation:4.1.1,,structural_declaration_tag,target_or_formula_declaration,\tag{4.1.1}\label{sga5:III:equation:4.1.1}
SGA5-R9-RESIDUAL-000534,SGA5_English_sync_workpass.tex,3060,6,11,III,III,4.1.2,4.1.2,,,sga5:III:equation:4.1.2,,structural_declaration_tag,target_or_formula_declaration,\tag{4.1.2}\label{sga5:III:equation:4.1.2}
SGA5-R9-RESIDUAL-000536,SGA5_English_sync_workpass.tex,3066,6,11,III,III,4.1.3,4.1.3,,,sga5:III:equation:4.1.3,,structural_declaration_tag,target_or_formula_declaration,\tag{4.1.3}\label{sga5:III:equation:4.1.3}
SGA5-R9-RESIDUAL-000537,SGA5_English_sync_workpass.tex,3072,6,11,III,III,4.1.4,4.1.4,,,sga5:III:equation:4.1.4,,structural_declaration_tag,target_or_formula_declaration,\tag{4.1.4}\label{sga5:III:equation:4.1.4}
SGA5-R9-RESIDUAL-000543,SGA5_English_sync_workpass.tex,3080,156,161,III,I,I 7.8,7.8,,,,,external_work_citation,external_citation_context,"1.3} is a special case of a pairing valid for perfect complexes on an arbitrary ringed topos (SGA 6 I 7.8), and, with the notation of (SGA 6 I 8.3), one has"
SGA5-R9-RESIDUAL-000544,SGA5_English_sync_workpass.tex,3080,197,202,III,I,I 8.3,8.3,,,,,external_work_citation,external_citation_context," for perfect complexes on an arbitrary ringed topos (SGA 6 I 7.8), and, with the notation of (SGA 6 I 8.3), one has"
SGA5-R9-RESIDUAL-000545,SGA5_English_sync_workpass.tex,3083,6,11,III,III,4.1.5,4.1.5,,,sga5:III:equation:4.1.5,,structural_declaration_tag,target_or_formula_declaration,\tag{4.1.5}\label{sga5:III:equation:4.1.5}
SGA5-R9-RESIDUAL-000546,SGA5_English_sync_workpass.tex,3086,14,17,III,III,4.2,4.2,,,sga5:III:subsection:4.2,,structural_declaration_tag,target_or_formula_declaration,\subsection*{4.2}\phantomsection\label{sga5:III:subsection:4.2}
SGA5-R9-RESIDUAL-000547,SGA5_English_sync_workpass.tex,3091,6,11,III,III,4.2.1,4.2.1,,,sga5:III:equation:4.2.1,,structural_declaration_tag,target_or_formula_declaration,\tag{4.2.1}\label{sga5:III:equation:4.2.1}
SGA5-R9-RESIDUAL-000549,SGA5_English_sync_workpass.tex,3100,45,57,III,XVII,XVII 5.4.2.2,5.4.2.2,,,,,external_work_citation,external_citation_context,where (1) is the Künneth isomorphism (SGA 4 XVII 5.4.2.2) and (2) is the tensor product of the adjunction arrows. Applying $e_!$ to \hyperref[sga5:III:equat
SGA5-R9-RESIDUAL-000551,SGA5_English_sync_workpass.tex,3104,6,11,III,III,4.2.2,4.2.2,,,sga5:III:equation:4.2.2,,structural_declaration_tag,target_or_formula_declaration,\tag{4.2.2}\label{sga5:III:equation:4.2.2}
SGA5-R9-RESIDUAL-000552,SGA5_English_sync_workpass.tex,3115,6,11,III,III,4.2.3,4.2.3,,,sga5:III:equation:4.2.3,,structural_declaration_tag,target_or_formula_declaration,\tag{4.2.3}\label{sga5:III:equation:4.2.3}
SGA5-R9-RESIDUAL-000557,SGA5_English_sync_workpass.tex,3122,6,11,III,III,4.2.4,4.2.4,,,sga5:III:equation:4.2.4,,structural_declaration_tag,target_or_formula_declaration,\tag{4.2.4}\label{sga5:III:equation:4.2.4}
SGA5-R9-RESIDUAL-000558,SGA5_English_sync_workpass.tex,3128,6,11,III,III,4.2.4,4.2.4,,,sga5:III:equation:4.2.4,,structural_declaration_tag,target_or_formula_declaration,\tag{4.2.4'}\label{sga5:III:equation:4.2.4:2}
SGA5-R9-RESIDUAL-000559,SGA5_English_sync_workpass.tex,3134,6,11,III,III,4.2.5,4.2.5,,,sga5:III:equation:4.2.5,,structural_declaration_tag,target_or_formula_declaration,\tag{4.2.5}\label{sga5:III:equation:4.2.5}
