residual_id,source_file,source_line,start_column_1based,end_column_1based_exclusive,current_expose,reference_scope,visible_text,base_number,suffix,kind_cue,candidate_labels,destination_label,classification,reason,context
SGA5-R9-RESIDUAL-000312,SGA5_English_sync_workpass.tex,2210,14,17,III,III,1.5,1.5,,,sga5:III:subsection:1.5,,structural_declaration_tag,target_or_formula_declaration,\subsection*{1.5}\phantomsection\label{sga5:III:subsection:1.5}
SGA5-R9-RESIDUAL-000313,SGA5_English_sync_workpass.tex,2217,14,17,III,III,1.6,1.6,,,sga5:III:subsection:1.6,,structural_declaration_tag,target_or_formula_declaration,\subsection*{1.6}\phantomsection\label{sga5:III:subsection:1.6}
SGA5-R9-RESIDUAL-000314,SGA5_English_sync_workpass.tex,2223,22,27,III,III,1.6.1,1.6.1,,,sga5:III:equation:1.6.1,,structural_declaration_tag,target_or_formula_declaration,\begin{equation}\tag{1.6.1}\label{sga5:III:equation:1.6.1}
SGA5-R9-RESIDUAL-000315,SGA5_English_sync_workpass.tex,2227,22,27,III,III,1.6.2,1.6.2,,,sga5:III:equation:1.6.2,,structural_declaration_tag,target_or_formula_declaration,\begin{equation}\tag{1.6.2}\label{sga5:III:equation:1.6.2}
SGA5-R9-RESIDUAL-000316,SGA5_English_sync_workpass.tex,2231,22,27,III,III,1.6.3,1.6.3,,,sga5:III:equation:1.6.3,,structural_declaration_tag,target_or_formula_declaration,\begin{equation}\tag{1.6.3}\label{sga5:III:equation:1.6.3}
SGA5-R9-RESIDUAL-000317,SGA5_English_sync_workpass.tex,2234,84,89,III,III,1.6.2,1.6.2,,,sga5:III:equation:1.6.2,sga5:III:equation:1.6.2,linked_internal_edge,target_exists_in_prose_no_cue_required,"Taking $M_i=f_{i*}L_i$, and $u_i$ of type~1, given by the identity of $f_{i*}L_i$, 1.6.2 gives a \emph{Künneth arrow} (cf.~SGA~4~XVII~5.4.1.4)"
SGA5-R9-RESIDUAL-000318,SGA5_English_sync_workpass.tex,2234,130,142,III,XVII,XVII~5.4.1.4,5.4.1.4,,,,,external_work_citation,external_citation_context,"u_i$ of type~1, given by the identity of $f_{i*}L_i$, 1.6.2 gives a \emph{Künneth arrow} (cf.~SGA~4~XVII~5.4.1.4)"
SGA5-R9-RESIDUAL-000319,SGA5_English_sync_workpass.tex,2235,22,27,III,III,1.6.4,1.6.4,,,sga5:III:equation:1.6.4,,structural_declaration_tag,target_or_formula_declaration,\begin{equation}\tag{1.6.4}\label{sga5:III:equation:1.6.4}
SGA5-R9-RESIDUAL-000320,SGA5_English_sync_workpass.tex,2238,49,52,III,III,1.9,1.9,,theorem,,,external_work_citation,external_citation_context,"According to (SGA~$4^{1/2}$, Finiteness Theorem 1.9), 1.6.4 is an isomorphism: by \hyperref[sga5:III:equation:1.6.3]{1.6.3} one is indeed reduced to th"
SGA5-R9-RESIDUAL-000321,SGA5_English_sync_workpass.tex,2238,55,60,III,III,1.6.4,1.6.4,,,sga5:III:equation:1.6.4,sga5:III:equation:1.6.4,linked_internal_edge,target_exists_in_prose_no_cue_required,"According to (SGA~$4^{1/2}$, Finiteness Theorem 1.9), 1.6.4 is an isomorphism: by \hyperref[sga5:III:equation:1.6.3]{1.6.3} one is indeed reduced to the case w"
SGA5-R9-RESIDUAL-000322,SGA5_English_sync_workpass.tex,2238,295,300,III,III,1.6.4,1.6.4,,,sga5:III:equation:1.6.4,sga5:III:equation:1.6.4,linked_internal_edge,target_exists_in_prose_no_cue_required,"plies (loc. cit. App.). When $f_1$ and $f_2$ are proper, it is not necessary to invoke (loc. cit.): 1.6.4 is a special case of the Künneth isomorphism (SGA~4~XVII~5.4.3)."
SGA5-R9-RESIDUAL-000323,SGA5_English_sync_workpass.tex,2238,353,363,III,XVII,XVII~5.4.3,5.4.3,,,,,external_work_citation,external_citation_context,t is not necessary to invoke (loc. cit.): 1.6.4 is a special case of the Künneth isomorphism (SGA~4~XVII~5.4.3).
SGA5-R9-RESIDUAL-000324,SGA5_English_sync_workpass.tex,2240,14,17,III,III,1.7,1.7,,,sga5:III:subsection:1.7,,structural_declaration_tag,target_or_formula_declaration,\subsection*{1.7}\phantomsection\label{sga5:III:subsection:1.7}
SGA5-R9-RESIDUAL-000325,SGA5_English_sync_workpass.tex,2245,22,27,III,III,1.6.4,1.6.4,,,sga5:III:equation:1.6.4,sga5:III:equation:1.6.4,linked_internal_edge,target_exists_in_prose_no_cue_required,"with the isomorphism 1.6.4 relative to $(p_i,j_{i!}L_i)$, one obtains a Künneth isomorphism (SGA~4~XVII~5.4.3)"
SGA5-R9-RESIDUAL-000326,SGA5_English_sync_workpass.tex,2245,100,110,III,XVII,XVII~5.4.3,5.4.3,,,,,external_work_citation,external_citation_context,"with the isomorphism 1.6.4 relative to $(p_i,j_{i!}L_i)$, one obtains a Künneth isomorphism (SGA~4~XVII~5.4.3)"
SGA5-R9-RESIDUAL-000327,SGA5_English_sync_workpass.tex,2246,22,27,III,III,1.7.1,1.7.1,,,sga5:III:equation:1.7.1,,structural_declaration_tag,target_or_formula_declaration,\begin{equation}\tag{1.7.1}\label{sga5:III:equation:1.7.1}
SGA5-R9-RESIDUAL-000328,SGA5_English_sync_workpass.tex,2249,36,41,III,III,1.7.1,1.7.1,,,sga5:III:equation:1.7.1,sga5:III:equation:1.7.1,linked_internal_edge,target_exists_in_prose_no_cue_required,"One checks easily (loc. cit.) that 1.7.1 does not depend on the compactifications chosen, and is compatible with the transitivity isomorphis"
SGA5-R9-RESIDUAL-000329,SGA5_English_sync_workpass.tex,2249,184,189,III,III,5.2.4,5.2.4,,,sga5:III:equation:5.2.4,,external_work_citation,source_checked_external_citation_override,"hosen, and is compatible with the transitivity isomorphisms for composites $g_if_i$ (cf.~(loc. cit. 5.2.4)). Thanks to 1.7.1, one can define, for $u_i\in\Hom_{f_i}^{(3)}(L_i,M_i)$,"
SGA5-R9-RESIDUAL-000330,SGA5_English_sync_workpass.tex,2249,203,208,III,III,1.7.1,1.7.1,,,sga5:III:equation:1.7.1,sga5:III:equation:1.7.1,linked_internal_edge,target_exists_and_reference_context,"tible with the transitivity isomorphisms for composites $g_if_i$ (cf.~(loc. cit. 5.2.4)). Thanks to 1.7.1, one can define, for $u_i\in\Hom_{f_i}^{(3)}(L_i,M_i)$,"
SGA5-R9-RESIDUAL-000331,SGA5_English_sync_workpass.tex,2250,22,27,III,III,1.7.2,1.7.2,,,sga5:III:equation:1.7.2,,structural_declaration_tag,target_or_formula_declaration,\begin{equation}\tag{1.7.2}\label{sga5:III:equation:1.7.2}
SGA5-R9-RESIDUAL-000332,SGA5_English_sync_workpass.tex,2253,115,120,III,III,1.6.3,1.6.3,,,sga5:III:equation:1.6.3,sga5:III:equation:1.6.3,linked_internal_edge,explicit_same_volume_sga5_reference,"M$ as in \hyperref[sga5:III:equation:1.6.2]{1.6.2}, and one has a transitivity formula analogous to 1.6.3."
SGA5-R9-RESIDUAL-000333,SGA5_English_sync_workpass.tex,2255,65,70,III,III,1.7.2,1.7.2,,,sga5:III:equation:1.7.2,sga5:III:equation:1.7.2,linked_internal_edge,target_exists_in_prose_no_cue_required,"For $L_i=f_i^{!}M_i$, and $u_i$ given by the identity of $L_i$, 1.7.2 gives a \emph{Künneth arrow}"
SGA5-R9-RESIDUAL-000334,SGA5_English_sync_workpass.tex,2256,22,27,III,III,1.7.3,1.7.3,,,sga5:III:equation:1.7.3,,structural_declaration_tag,target_or_formula_declaration,\begin{equation}\tag{1.7.3}\label{sga5:III:equation:1.7.3}
SGA5-R9-RESIDUAL-000335,SGA5_English_sync_workpass.tex,2260,26,31,III,III,1.7.4,1.7.4,,proposition,sga5:III:proposition:1.7.4,,structural_declaration_tag,target_or_formula_declaration,\subsection*{Proposition 1.7.4}\phantomsection\label{sga5:III:proposition:1.7.4}
SGA5-R9-RESIDUAL-000336,SGA5_English_sync_workpass.tex,2261,11,16,III,III,1.7.3,1.7.3,,,sga5:III:equation:1.7.3,sga5:III:equation:1.7.3,linked_internal_edge,target_exists_in_prose_no_cue_required,The arrow 1.7.3 is an isomorphism.
SGA5-R9-RESIDUAL-000337,SGA5_English_sync_workpass.tex,2263,230,244,III,XVIII,XVIII~3.1.12.3,3.1.12.3,,,,,external_work_citation,external_citation_context,"A_V$, where $j:V\to U$ is an open immersion and $g:U\to Y_2$ a finite morphism, and then, by (SGA~4~XVIII~3.1.12.3), to the case where $M_2=A_{Y_2}$. By localization on $X_2$, one may suppose moreover that $f_1=g_1"
SGA5-R9-RESIDUAL-000338,SGA5_English_sync_workpass.tex,2267,62,73,III,XVIII,XVIII~3.2.5,3.2.5,,,,,external_work_citation,external_citation_context,"In case a), the trace morphism supplies by adjunction (SGA~4~XVIII~3.2.5) an isomorphism"
SGA5-R9-RESIDUAL-000339,SGA5_English_sync_workpass.tex,2271,93,102,III,XVIII,XVIII~2.9,2.9,,,,,external_work_citation,external_citation_context,"this is compatible with the base change $Y_2\to S$, because the trace morphism is so (SGA~4~XVIII~2.9), whence 1.7.4 in this case. In case b), if $i_1$ denotes the inclusion of the complementary open, "
SGA5-R9-RESIDUAL-000340,SGA5_English_sync_workpass.tex,2271,112,117,III,III,1.7.4,1.7.4,,,sga5:III:proposition:1.7.4,sga5:III:proposition:1.7.4,linked_internal_edge,target_exists_in_prose_no_cue_required,"patible with the base change $Y_2\to S$, because the trace morphism is so (SGA~4~XVIII~2.9), whence 1.7.4 in this case. In case b), if $i_1$ denotes the inclusion of the complementary open, one has an exac"
SGA5-R9-RESIDUAL-000341,SGA5_English_sync_workpass.tex,2277,11,16,III,III,1.7.3,1.7.3,,,sga5:III:equation:1.7.3,sga5:III:equation:1.7.3,linked_internal_edge,target_exists_and_reference_context,"Thanks to 1.7.3, one can define, for $u_i\in\Hom_f^{(4)}(L_i,M_i)$,"
SGA5-R9-RESIDUAL-000342,SGA5_English_sync_workpass.tex,2278,22,27,III,III,1.7.5,1.7.5,,,sga5:III:equation:1.7.5,,structural_declaration_tag,target_or_formula_declaration,\begin{equation}\tag{1.7.5}\label{sga5:III:equation:1.7.5}
SGA5-R9-RESIDUAL-000343,SGA5_English_sync_workpass.tex,2281,105,110,III,III,1.6.3,1.6.3,,,sga5:III:equation:1.6.3,sga5:III:equation:1.6.3,linked_internal_edge,explicit_same_volume_sga5_reference," and $M$ as in \hyperref[sga5:III:equation:1.6.2]{1.6.2}), with a transitivity formula analogous to 1.6.3."
SGA5-R9-RESIDUAL-000344,SGA5_English_sync_workpass.tex,2283,82,87,III,III,1.7.3,1.7.3,,,sga5:III:equation:1.7.3,sga5:III:equation:1.7.3,linked_internal_edge,explicit_same_volume_sga5_reference,"On the other hand, with the notation of \hyperref[sga5:III:subsection:1.3]{1.3}, 1.7.3 gives an isomorphism"
SGA5-R9-RESIDUAL-000345,SGA5_English_sync_workpass.tex,2284,22,27,III,III,1.7.6,1.7.6,,,sga5:III:equation:1.7.6,,structural_declaration_tag,target_or_formula_declaration,\begin{equation}\tag{1.7.6}\label{sga5:III:equation:1.7.6}
SGA5-R9-RESIDUAL-000346,SGA5_English_sync_workpass.tex,2288,14,17,III,III,1.8,1.8,,,sga5:III:subsection:1.8,,structural_declaration_tag,target_or_formula_declaration,\subsection*{1.8}\phantomsection\label{sga5:III:subsection:1.8}
SGA5-R9-RESIDUAL-000347,SGA5_English_sync_workpass.tex,2289,424,429,III,III,1.7.2,1.7.2,,,sga5:III:equation:1.7.2,sga5:III:equation:1.7.2,linked_internal_edge,explicit_same_volume_sga5_reference,"om_f^{(i)}(L,M)$ ($1\leq i\leq4$), one may therefore, by \hyperref[sga5:III:equation:1.6.2]{1.6.2}, 1.7.2, 1.7.5, consider"
SGA5-R9-RESIDUAL-000348,SGA5_English_sync_workpass.tex,2289,431,436,III,III,1.7.5,1.7.5,,,sga5:III:equation:1.7.5,sga5:III:equation:1.7.5,linked_internal_edge,explicit_same_volume_sga5_reference,"i)}(L,M)$ ($1\leq i\leq4$), one may therefore, by \hyperref[sga5:III:equation:1.6.2]{1.6.2}, 1.7.2, 1.7.5, consider"
SGA5-R9-RESIDUAL-000349,SGA5_English_sync_workpass.tex,2290,22,27,III,III,1.8.1,1.8.1,,,sga5:III:equation:1.8.1,,structural_declaration_tag,target_or_formula_declaration,\begin{equation}\tag{1.8.1}\label{sga5:III:equation:1.8.1}
SGA5-R9-RESIDUAL-000350,SGA5_English_sync_workpass.tex,2297,14,17,III,III,2.1,2.1,,,sga5:III:subsection:2.1,,structural_declaration_tag,target_or_formula_declaration,\subsection*{2.1}\phantomsection\label{sga5:III:subsection:2.1}
SGA5-R9-RESIDUAL-000351,SGA5_English_sync_workpass.tex,2303,22,27,III,III,2.1.1,2.1.1,,,sga5:III:equation:2.1.1,,structural_declaration_tag,target_or_formula_declaration,\begin{equation}\tag{2.1.1}\label{sga5:III:equation:2.1.1}
SGA5-R9-RESIDUAL-000352,SGA5_English_sync_workpass.tex,2307,22,27,III,III,2.1.2,2.1.2,,,sga5:III:equation:2.1.2,,structural_declaration_tag,target_or_formula_declaration,\begin{equation}\tag{2.1.2}\label{sga5:III:equation:2.1.2}
SGA5-R9-RESIDUAL-000353,SGA5_English_sync_workpass.tex,2310,22,25,III,III,1.4,1.4,,,sga5:III:subsection:1.4,sga5:III:subsection:1.4,linked_internal_edge,target_exists_and_reference_context,"with the notation of 1.4. For $(u,v)\in\Hom_f^{(2,1)}((L,M),(P,Q))$ one defines"
SGA5-R9-RESIDUAL-000354,SGA5_English_sync_workpass.tex,2311,22,27,III,III,2.1.3,2.1.3,,,sga5:III:equation:2.1.3,,structural_declaration_tag,target_or_formula_declaration,\begin{equation}\tag{2.1.3}\label{sga5:III:equation:2.1.3}
SGA5-R9-RESIDUAL-000355,SGA5_English_sync_workpass.tex,2314,14,19,III,III,2.1.1,2.1.1,,,sga5:III:equation:2.1.1,sga5:III:equation:2.1.1,linked_internal_edge,target_exists_in_prose_no_cue_required,"by composing 2.1.1 with the arrow $\RHom(f^{*}P,f^{*}Q)\to\RHom(L,M)$ defined by $u$ and $v$. For $L=f^{*}P$, $Q=f_{*}"
SGA5-R9-RESIDUAL-000356,SGA5_English_sync_workpass.tex,2315,22,27,III,III,2.1.4,2.1.4,,,sga5:III:equation:2.1.4,,structural_declaration_tag,target_or_formula_declaration,\begin{equation}\tag{2.1.4}\label{sga5:III:equation:2.1.4}
SGA5-R9-RESIDUAL-000357,SGA5_English_sync_workpass.tex,2319,22,27,III,III,2.1.5,2.1.5,,,sga5:III:equation:2.1.5,,structural_declaration_tag,target_or_formula_declaration,\begin{equation}\tag{2.1.5}\label{sga5:III:equation:2.1.5}
SGA5-R9-RESIDUAL-000358,SGA5_English_sync_workpass.tex,2326,111,124,III,XVIII,XVIII~3.1.9.6,3.1.9.6,,,,,external_work_citation,external_citation_context,"(resp. $c$) is defined by $u$ (resp. $v$), and $b$ is the inverse of the duality isomorphism (SGA~4~XVIII~3.1.9.6)."
SGA5-R9-RESIDUAL-000359,SGA5_English_sync_workpass.tex,2329,22,27,III,III,2.1.6,2.1.6,,,sga5:III:equation:2.1.6,,structural_declaration_tag,target_or_formula_declaration,\begin{equation}\tag{2.1.6}\label{sga5:III:equation:2.1.6}
SGA5-R9-RESIDUAL-000360,SGA5_English_sync_workpass.tex,2333,14,17,III,III,2.2,2.2,,,sga5:III:subsection:2.2,,structural_declaration_tag,target_or_formula_declaration,\subsection*{2.2}\phantomsection\label{sga5:III:subsection:2.2}
SGA5-R9-RESIDUAL-000361,SGA5_English_sync_workpass.tex,2335,22,27,III,III,2.2.1,2.2.1,,,sga5:III:equation:2.2.1,,structural_declaration_tag,target_or_formula_declaration,\begin{equation}\tag{2.2.1}\label{sga5:III:equation:2.2.1}
SGA5-R9-RESIDUAL-000362,SGA5_English_sync_workpass.tex,2338,92,97,III,III,2.2.1,2.2.1,,,sga5:III:equation:2.2.1,sga5:III:equation:2.2.1,linked_internal_edge,target_exists_in_prose_no_cue_required,"For $E\in\ob D^{-}(X)$, $F\in\ob D^{+}(X)$, the identity arrow of $\RHom(E,F)$ defines via 2.2.1 an arrow"
SGA5-R9-RESIDUAL-000363,SGA5_English_sync_workpass.tex,2339,22,27,III,III,2.2.2,2.2.2,,,sga5:III:equation:2.2.2,,structural_declaration_tag,target_or_formula_declaration,\begin{equation}\tag{2.2.2}\label{sga5:III:equation:2.2.2}
SGA5-R9-RESIDUAL-000364,SGA5_English_sync_workpass.tex,2352,22,27,III,III,2.2.3,2.2.3,,,sga5:III:equation:2.2.3,,structural_declaration_tag,target_or_formula_declaration,\begin{equation}\tag{2.2.3}\label{sga5:III:equation:2.2.3}
SGA5-R9-RESIDUAL-000365,SGA5_English_sync_workpass.tex,2356,22,27,III,III,2.2.4,2.2.4,,,sga5:III:equation:2.2.4,,structural_declaration_tag,target_or_formula_declaration,\begin{equation}\tag{2.2.4}\label{sga5:III:equation:2.2.4}
SGA5-R9-RESIDUAL-000366,SGA5_English_sync_workpass.tex,2359,115,120,III,III,2.2.3,2.2.3,,,sga5:III:equation:2.2.3,sga5:III:equation:2.2.3,linked_internal_edge,target_exists_in_prose_no_cue_required,"mposing the tensor product of the arrows $p_i^{*}\RHom(E_i,F_i)\to\RHom(p_i^{*}E_i,p_i^{*}F_i)$ and 2.2.3 for $(p_i^{*}E_i,p_i^{*}F_i)$."
SGA5-R9-RESIDUAL-000367,SGA5_English_sync_workpass.tex,2361,26,29,III,III,2.3,2.3,,proposition,sga5:III:proposition:2.3,,structural_declaration_tag,target_or_formula_declaration,\subsection*{Proposition 2.3}\phantomsection\label{sga5:III:proposition:2.3}
SGA5-R9-RESIDUAL-000368,SGA5_English_sync_workpass.tex,2362,11,16,III,III,2.2.4,2.2.4,,,sga5:III:equation:2.2.4,sga5:III:equation:2.2.4,linked_internal_edge,target_exists_in_prose_no_cue_required,The arrow 2.2.4 is an isomorphism.
SGA5-R9-RESIDUAL-000369,SGA5_English_sync_workpass.tex,2373,75,80,III,III,2.2.3,2.2.3,,,sga5:III:equation:2.2.3,sga5:III:equation:2.2.3,linked_internal_edge,target_exists_in_mathematical_reference_label,"\RHom(f_{1!}A_{U_1},F_1)\otimes^{L}_{S}\RHom(f_{2!}A_{U_2},F_2) \arrow[r,""2.2.3""] \arrow[d,""\sim""'] & \RHom(f_{!}A_U,F) \arrow[d,""\sim""]\\"
SGA5-R9-RESIDUAL-000370,SGA5_English_sync_workpass.tex,2374,59,64,III,III,1.6.4,1.6.4,,,sga5:III:equation:1.6.4,sga5:III:equation:1.6.4,linked_internal_edge,target_exists_in_mathematical_reference_label,"f_{1*}f_1^{*}F_1\otimes^{L}_{S}f_{2*}f_2^{*}F_2 \arrow[r,""1.6.4""'] & f_{*}f^{*}F"
SGA5-R9-RESIDUAL-000371,SGA5_English_sync_workpass.tex,2388,101,106,III,III,2.2.3,2.2.3,,,sga5:III:equation:2.2.3,sga5:III:equation:2.2.3,linked_internal_edge,target_exists_in_prose_no_cue_required,"where the vertical arrows are given by (3). But the commutativity of (4) follows from the fact that 2.2.3 is functorial in $E_i$ and reduces to the identity for $E_i=A$, whence the proposition."
SGA5-R9-RESIDUAL-000372,SGA5_English_sync_workpass.tex,2390,14,17,III,III,2.4,2.4,,,sga5:III:subsection:2.4,,structural_declaration_tag,target_or_formula_declaration,\subsection*{2.4}\phantomsection\label{sga5:III:subsection:2.4}
SGA5-R9-RESIDUAL-000373,SGA5_English_sync_workpass.tex,2403,22,27,III,III,2.4.0,2.4.0,,,sga5:III:equation:2.4.0,,structural_declaration_tag,target_or_formula_declaration,\begin{equation}\tag{2.4.0}\label{sga5:III:equation:2.4.0}
SGA5-R9-RESIDUAL-000374,SGA5_English_sync_workpass.tex,2404,12,16,III,III,0.96,0.96,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,\resizebox{0.96\textwidth}{!}{
SGA5-R9-RESIDUAL-000375,SGA5_English_sync_workpass.tex,2406,18,21,III,III,5.2,5.2,,,sga5:III:subsection:5.2,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (EF1) at (-5.2,2.0) {$(E_1,F_1)$};"
SGA5-R9-RESIDUAL-000376,SGA5_English_sync_workpass.tex,2406,22,25,III,III,2.0,2.0,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (EF1) at (-5.2,2.0) {$(E_1,F_1)$};"
SGA5-R9-RESIDUAL-000377,SGA5_English_sync_workpass.tex,2407,18,22,III,III,3.55,3.55,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (X1)  at (-3.55,2.0) {$X_1$};"
SGA5-R9-RESIDUAL-000378,SGA5_English_sync_workpass.tex,2407,23,26,III,III,2.0,2.0,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (X1)  at (-3.55,2.0) {$X_1$};"
SGA5-R9-RESIDUAL-000379,SGA5_English_sync_workpass.tex,2408,19,22,III,III,1.0,1.0,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (X1Y2) at (-1.0,2.0) {$X_1\times_S Y_2$};"
SGA5-R9-RESIDUAL-000380,SGA5_English_sync_workpass.tex,2408,23,26,III,III,2.0,2.0,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (X1Y2) at (-1.0,2.0) {$X_1\times_S Y_2$};"
SGA5-R9-RESIDUAL-000381,SGA5_English_sync_workpass.tex,2409,15,18,III,III,1.9,1.9,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (X) at (1.9,2.0) {$X$};"
SGA5-R9-RESIDUAL-000382,SGA5_English_sync_workpass.tex,2409,19,22,III,III,2.0,2.0,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (X) at (1.9,2.0) {$X$};"
SGA5-R9-RESIDUAL-000383,SGA5_English_sync_workpass.tex,2410,16,20,III,III,3.15,3.15,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (EF) at (3.15,2.35) {$(E,F)$};"
SGA5-R9-RESIDUAL-000384,SGA5_English_sync_workpass.tex,2410,21,25,III,III,2.35,2.35,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (EF) at (3.15,2.35) {$(E,F)$};"
SGA5-R9-RESIDUAL-000385,SGA5_English_sync_workpass.tex,2411,18,21,III,III,5.2,5.2,,,sga5:III:subsection:5.2,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (PQ1) at (-5.2,0.45) {$(P_1,Q_1)$};"
SGA5-R9-RESIDUAL-000386,SGA5_English_sync_workpass.tex,2411,22,26,III,III,0.45,0.45,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (PQ1) at (-5.2,0.45) {$(P_1,Q_1)$};"
SGA5-R9-RESIDUAL-000387,SGA5_English_sync_workpass.tex,2412,17,21,III,III,3.55,3.55,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (Y1) at (-3.55,0.45) {$Y_1$};"
SGA5-R9-RESIDUAL-000388,SGA5_English_sync_workpass.tex,2412,22,26,III,III,0.45,0.45,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (Y1) at (-3.55,0.45) {$Y_1$};"
SGA5-R9-RESIDUAL-000389,SGA5_English_sync_workpass.tex,2413,16,19,III,III,1.0,1.0,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (Y) at (-1.0,0.45) {$Y$};"
SGA5-R9-RESIDUAL-000390,SGA5_English_sync_workpass.tex,2413,20,24,III,III,0.45,0.45,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (Y) at (-1.0,0.45) {$Y$};"
SGA5-R9-RESIDUAL-000391,SGA5_English_sync_workpass.tex,2414,18,21,III,III,1.9,1.9,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (Y1X2) at (1.9,0.45) {$Y_1\times_S X_2$};"
SGA5-R9-RESIDUAL-000392,SGA5_English_sync_workpass.tex,2414,22,26,III,III,0.45,0.45,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (Y1X2) at (1.9,0.45) {$Y_1\times_S X_2$};"
SGA5-R9-RESIDUAL-000393,SGA5_English_sync_workpass.tex,2415,16,20,III,III,3.55,3.55,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (S) at (-3.55,-1.25) {$S$};"
SGA5-R9-RESIDUAL-000394,SGA5_English_sync_workpass.tex,2415,22,26,III,III,1.25,1.25,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (S) at (-3.55,-1.25) {$S$};"
SGA5-R9-RESIDUAL-000395,SGA5_English_sync_workpass.tex,2416,17,20,III,III,1.0,1.0,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (Y2) at (-1.0,-1.25) {$Y_2$};"
SGA5-R9-RESIDUAL-000396,SGA5_English_sync_workpass.tex,2416,22,26,III,III,1.25,1.25,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (Y2) at (-1.0,-1.25) {$Y_2$};"
SGA5-R9-RESIDUAL-000397,SGA5_English_sync_workpass.tex,2417,16,19,III,III,1.9,1.9,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (X2) at (1.9,-1.25) {$X_2$};"
SGA5-R9-RESIDUAL-000398,SGA5_English_sync_workpass.tex,2417,21,25,III,III,1.25,1.25,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (X2) at (1.9,-1.25) {$X_2$};"
SGA5-R9-RESIDUAL-000399,SGA5_English_sync_workpass.tex,2418,17,20,III,III,1.0,1.0,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (PQ) at (-1.0,-0.25) {$(P,Q)$};"
SGA5-R9-RESIDUAL-000400,SGA5_English_sync_workpass.tex,2418,22,26,III,III,0.25,0.25,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (PQ) at (-1.0,-0.25) {$(P,Q)$};"
SGA5-R9-RESIDUAL-000401,SGA5_English_sync_workpass.tex,2419,18,21,III,III,1.0,1.0,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (PQ2) at (-1.0,-1.9) {$(P_2,Q_2)$};"
SGA5-R9-RESIDUAL-000402,SGA5_English_sync_workpass.tex,2419,23,26,III,III,1.9,1.9,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (PQ2) at (-1.0,-1.9) {$(P_2,Q_2)$};"
SGA5-R9-RESIDUAL-000403,SGA5_English_sync_workpass.tex,2420,17,21,III,III,2.95,2.95,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (EF2) at (2.95,-1.9) {$(E_2,F_2)$};"
SGA5-R9-RESIDUAL-000404,SGA5_English_sync_workpass.tex,2420,23,26,III,III,1.9,1.9,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (EF2) at (2.95,-1.9) {$(E_2,F_2)$};"
SGA5-R9-RESIDUAL-000405,SGA5_English_sync_workpass.tex,2436,184,187,III,III,1.4,1.4,,,sga5:III:subsection:1.4,sga5:III:subsection:1.4,linked_internal_edge,explicit_same_volume_sga5_reference,"\Hom_{f_2}^{(2,1)}((E_2,F_2),(P_2,Q_2))$ (notation of \hyperref[sga5:III:equation:2.1.2]{2.1.2} and 1.4). By \hyperref[sga5:III:subsection:1.8]{1.8}, one deduces from $(u_i,v_i)$ a square"
SGA5-R9-RESIDUAL-000406,SGA5_English_sync_workpass.tex,2437,22,27,III,III,2.4.1,2.4.1,,,sga5:III:equation:2.4.1,,structural_declaration_tag,target_or_formula_declaration,\begin{equation}\tag{2.4.1}\label{sga5:III:equation:2.4.1}
