"witness_id","payload_relative_path","payload_absolute_path","source_body_original_local_path","original_source_url","bytes","sha256","source_use_label","source_witness_class","license_access_signal","language_topic_tags","branch_visibility_status","mapped_branch_path","draft_permission_after_8f7_gate","authority_boundary","b3_next_action"
"R6-8F7-WITNESS-0054","literal-source-witnesses/source-bodies/Indigenous_Americas/Quechua_Central/R6-QA-SAR-001__minedu_quechua_central_1_yupana_matematicas_1primaria.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\source-bodies\Indigenous_Americas\Quechua_Central\R6-QA-SAR-001__minedu_quechua_central_1_yupana_matematicas_1primaria.pdf","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260630T190000Z_r6_indigenous_creole_sign_source_capture_pass1\downloaded_evidence\indigenous_american\minedu_quechua_central_1_yupana_matematicas_1primaria.pdf","https://repositorio.minedu.gob.pe/handle/20.500.12799/11978","43460173","2dd710ac1f78dd0efbfcdc2d031f7d2ef16bd477a525f4e9e23c11a99813e284","local_source_body_for_provenance_review_no_reuse_clearance","literal_source_or_source_witness_body","openAccess CC-BY-4.0 per DSpace metadata; attribution sidecar still required before reuse","Indigenous; mathematics/source-canon; authority-gated","branch_visible_same_path_same_hash","language-source-bodies/r6-indigenous-creole-sign-20260705/source-bodies/Indigenous_Americas/Quechua_Central/R6-QA-SAR-001__minedu_quechua_central_1_yupana_matematicas_1primaria.pdf","source-canon/provenance support only unless a row-specific source baseline and authority route are recorded","source/source-witness index only; no approval, consent, license clearance, source certification, final status, or completion","B3 uploader may package this payload after source-use review; preserve row labels and blockers"
"R6-8F7-WITNESS-0055","literal-source-witnesses/source-bodies/Indigenous_Americas/Quechua_Central/R6-QA-SAR-001-AUX__minedu_quechua_central_1_yupana_matematicas_1primaria.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\source-bodies\Indigenous_Americas\Quechua_Central\R6-QA-SAR-001-AUX__minedu_quechua_central_1_yupana_matematicas_1primaria.txt","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260630T190000Z_r6_indigenous_creole_sign_source_capture_pass1\extracted_text\minedu_quechua_central_1_yupana_matematicas_1primaria.txt","https://repositorio.minedu.gob.pe/handle/20.500.12799/11978","111119","973e5cf9ec61e8976bb935469b37720744da3f83801872ae3d323707b08753e6","local_source_body_for_provenance_review_no_reuse_clearance","ocr_or_text_witness","openAccess CC-BY-4.0 per DSpace metadata; attribution sidecar still required before reuse","Indigenous; mathematics/source-canon; authority-gated","branch_visible_same_path_same_hash","language-source-bodies/r6-indigenous-creole-sign-20260705/source-bodies/Indigenous_Americas/Quechua_Central/R6-QA-SAR-001-AUX__minedu_quechua_central_1_yupana_matematicas_1primaria.txt","source-canon/provenance support only unless a row-specific source baseline and authority route are recorded","source/source-witness index only; no approval, consent, license clearance, source certification, final status, or completion","B3 uploader may package this payload after source-use review; preserve row labels and blockers"
"R6-8F7-WITNESS-0056","literal-source-witnesses/source-bodies/Indigenous_Americas/Quechua_Chanka/R6-QA-SAR-002__minedu_quechua_chanka_1_yupana_matematicas_1primaria.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\source-bodies\Indigenous_Americas\Quechua_Chanka\R6-QA-SAR-002__minedu_quechua_chanka_1_yupana_matematicas_1primaria.pdf","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260630T190000Z_r6_indigenous_creole_sign_source_capture_pass1\downloaded_evidence\indigenous_american\minedu_quechua_chanka_1_yupana_matematicas_1primaria.pdf","https://repositorio.minedu.gob.pe/handle/20.500.12799/11979","43286073","006de1956e982cfef9e8c75d7a54c7b06b7745dc8561383070e24f7672c68d05","local_source_body_for_provenance_review_no_reuse_clearance","literal_source_or_source_witness_body","openAccess CC-BY-4.0 per DSpace metadata; attribution sidecar still required before reuse","Indigenous; mathematics/source-canon; authority-gated","branch_visible_same_path_same_hash","language-source-bodies/r6-indigenous-creole-sign-20260705/source-bodies/Indigenous_Americas/Quechua_Chanka/R6-QA-SAR-002__minedu_quechua_chanka_1_yupana_matematicas_1primaria.pdf","source-canon/provenance support only unless a row-specific source baseline and authority route are recorded","source/source-witness index only; no approval, consent, license clearance, source certification, final status, or completion","B3 uploader may package this payload after source-use review; preserve row labels and blockers"
"R6-8F7-WITNESS-0057","literal-source-witnesses/source-bodies/Indigenous_Americas/Quechua_Chanka/R6-QA-SAR-002-AUX__minedu_quechua_chanka_1_yupana_matematicas_1primaria.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\source-bodies\Indigenous_Americas\Quechua_Chanka\R6-QA-SAR-002-AUX__minedu_quechua_chanka_1_yupana_matematicas_1primaria.txt","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260630T190000Z_r6_indigenous_creole_sign_source_capture_pass1\extracted_text\minedu_quechua_chanka_1_yupana_matematicas_1primaria.txt","https://repositorio.minedu.gob.pe/handle/20.500.12799/11979","98402","0245389ad7ae0f007c24bc3b76e70f6af303beee0cfb7edf5a3bd28af425e3f6","local_source_body_for_provenance_review_no_reuse_clearance","ocr_or_text_witness","openAccess CC-BY-4.0 per DSpace metadata; attribution sidecar still required before reuse","Indigenous; mathematics/source-canon; authority-gated","branch_visible_same_path_same_hash","language-source-bodies/r6-indigenous-creole-sign-20260705/source-bodies/Indigenous_Americas/Quechua_Chanka/R6-QA-SAR-002-AUX__minedu_quechua_chanka_1_yupana_matematicas_1primaria.txt","source-canon/provenance support only unless a row-specific source baseline and authority route are recorded","source/source-witness index only; no approval, consent, license clearance, source certification, final status, or completion","B3 uploader may package this payload after source-use review; preserve row labels and blockers"
"R6-8F7-WITNESS-0058","literal-source-witnesses/source-bodies/package-generated/indigenous-creole-sign/PACKAGE-LOGBOOK-EXCERPT__LOGBOOK_EXCERPT.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\source-bodies\package-generated\indigenous-creole-sign\PACKAGE-LOGBOOK-EXCERPT__LOGBOOK_EXCERPT.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\language-source-bodies\indigenous-creole-sign\LOGBOOK_EXCERPT.md","","814","c3c6e20c085565269deda6089c5d6daa77357d704ad4ad2e1ef583f2c0830b21","provenance_metadata_logbook_no_source_authority_claim","literal_source_or_source_witness_body","generated package metadata","R6 source/provenance/blocker support","branch_visible_same_path_same_hash","language-source-bodies/r6-indigenous-creole-sign-20260705/source-bodies/package-generated/indigenous-creole-sign/PACKAGE-LOGBOOK-EXCERPT__LOGBOOK_EXCERPT.md","source-canon/provenance support only unless a row-specific source baseline and authority route are recorded","source/source-witness index only; no approval, consent, license clearance, source certification, final status, or completion","B3 uploader may package this payload after source-use review; preserve row labels and blockers"
"R6-8F7-WITNESS-0059","literal-source-witnesses/source-bodies/package-generated/indigenous-creole-sign/PACKAGE-README__README.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\source-bodies\package-generated\indigenous-creole-sign\PACKAGE-README__README.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\language-source-bodies\indigenous-creole-sign\README.md","","1357","1717029ef515a56044a46f3ca01b647cc70aa44deb7fc0d32b3093b58986d3ff","provenance_metadata_logbook_no_source_authority_claim","literal_source_or_source_witness_body","generated package metadata","R6 source/provenance/blocker support","branch_visible_same_path_same_hash","language-source-bodies/r6-indigenous-creole-sign-20260705/source-bodies/package-generated/indigenous-creole-sign/PACKAGE-README__README.md","source-canon/provenance support only unless a row-specific source baseline and authority route are recorded","source/source-witness index only; no approval, consent, license clearance, source certification, final status, or completion","B3 uploader may package this payload after source-use review; preserve row labels and blockers"
"R6-8F7-WITNESS-0060","literal-source-witnesses/source-bodies/package-generated/indigenous-creole-sign/PACKAGE-SOURCE-USE-LABELS__SOURCE_USE_LABELS.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\source-bodies\package-generated\indigenous-creole-sign\PACKAGE-SOURCE-USE-LABELS__SOURCE_USE_LABELS.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\language-source-bodies\indigenous-creole-sign\SOURCE_USE_LABELS.csv","","1298","c18065398bf60a326ca575a0d7ee6957718ad44e53b606a58f559104560b6497","provenance_metadata_logbook_no_source_authority_claim","literal_source_or_source_witness_body","generated package metadata","R6 source/provenance/blocker support","branch_visible_same_path_same_hash","language-source-bodies/r6-indigenous-creole-sign-20260705/source-bodies/package-generated/indigenous-creole-sign/PACKAGE-SOURCE-USE-LABELS__SOURCE_USE_LABELS.csv","source-canon/provenance support only unless a row-specific source baseline and authority route are recorded","source/source-witness index only; no approval, consent, license clearance, source certification, final status, or completion","B3 uploader may package this payload after source-use review; preserve row labels and blockers"
"R6-8F7-WITNESS-0061","literal-source-witnesses/source-bodies/R6_addendum_probe_metadata/Bolivia_Quechua_Red_Minedu/R6-BOLIVIA-QUECHUA-RETRY-001-PROBE__bolivia_quechua_red_minedu_19985_capture_probe_results_20260705.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\source-bodies\R6_addendum_probe_metadata\Bolivia_Quechua_Red_Minedu\R6-BOLIVIA-QUECHUA-RETRY-001-PROBE__bolivia_quechua_red_minedu_19985_capture_probe_results_20260705.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\work\source_canon_retries_20260705\bolivia_quechua_red_minedu\bolivia_quechua_red_minedu_19985_capture_probe_results_20260705.json","https://red.minedu.gob.bo/repositorio/fuente/19985.pdf","1931","072de7de091c2f571fa5a9a29f67528b4941ec64173411115dc07b2ae43c964b","provenance_metadata_logbook_no_source_authority_claim","literal_source_or_source_witness_body","public Red Minedu PDF route reachable over HTTPS; no explicit reuse/license clearance recorded; source-owner/reviewer and reuse gates remain required","Indigenous; mathematics/source-canon; authority-gated","branch_visible_same_path_same_hash","language-source-bodies/r6-indigenous-creole-sign-20260705/source-bodies/R6_addendum_probe_metadata/Bolivia_Quechua_Red_Minedu/R6-BOLIVIA-QUECHUA-RETRY-001-PROBE__bolivia_quechua_red_minedu_19985_capture_probe_results_20260705.json","source-canon/provenance support only unless a row-specific source baseline and authority route are recorded","source/source-witness index only; no approval, consent, license clearance, source certification, final status, or completion","B3 uploader may package this payload after source-use review; preserve row labels and blockers"
"R6-8F7-WITNESS-0062","literal-source-witnesses/source-bodies/R6_addendum_probe_metadata/Cape_Verdean_Kriolu_Portuguese_mathematics_comparator/CVKRIOLU-MINEDU-RETRY-001-PROBE__cape_verdean_kriolu_source_route_probe_results_20260705.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\source-bodies\R6_addendum_probe_metadata\Cape_Verdean_Kriolu_Portuguese_mathematics_comparator\CVKRIOLU-MINEDU-RETRY-001-PROBE__cape_verdean_kriolu_source_route_probe_results_20260705.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\work\source_canon_retries_20260705\cape_verdean_kriolu_source_routes\cape_verdean_kriolu_source_route_probe_results_20260705.json","https://modernlanguagesopen.org/articles/401/files/submission/proof/401-1-3264-1-10-20221114.pdf","4369","a995def01d0ef1a7b17d2a2efc27e6be727acb3e81e66b515c44ffe81eafab9c","provenance_metadata_logbook_no_source_authority_claim","literal_source_or_source_witness_body","public PDF route captured; reuse/license clearance not recorded for this lane; author/source-owner/reviewer return required before excerpt use","creole/contact; mathematics/access/source-canon","branch_visible_same_path_same_hash","language-source-bodies/r6-indigenous-creole-sign-20260705/source-bodies/R6_addendum_probe_metadata/Cape_Verdean_Kriolu_Portuguese_mathematics_comparator/CVKRIOLU-MINEDU-RETRY-001-PROBE__cape_verdean_kriolu_source_route_probe_results_20260705.json","source-canon/provenance support only unless a row-specific source baseline and authority route are recorded","source/source-witness index only; no approval, consent, license clearance, source certification, final status, or completion","B3 uploader may package this payload after source-use review; preserve row labels and blockers"
"R6-8F7-WITNESS-0063","literal-source-witnesses/source-bodies/R6_addendum_probe_metadata/DGS_German_Sign_Language_access_route/DGS-SAR-001-PROBE__sign_access_dgs_asl_route_probe_results_20260705.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\source-bodies\R6_addendum_probe_metadata\DGS_German_Sign_Language_access_route\DGS-SAR-001-PROBE__sign_access_dgs_asl_route_probe_results_20260705.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\work\source_canon_retries_20260705\sign_access_dgs_asl\sign_access_dgs_asl_route_probe_results_20260705.json","https://sign2mint.de/page/about","9643","2de9ffa1385bec312e92d541ed0e0b463053ec3c23535d433d54bc9573289113","provenance_metadata_logbook_no_source_authority_claim","literal_source_or_source_witness_body","public route or headers-only access signal recorded; media/reuse clearance not recorded; API/CDN route access restrictions remain blockers where observed","sign/access; source-route metadata; no media reuse clearance","branch_visible_same_path_same_hash","language-source-bodies/r6-indigenous-creole-sign-20260705/source-bodies/R6_addendum_probe_metadata/DGS_German_Sign_Language_access_route/DGS-SAR-001-PROBE__sign_access_dgs_asl_route_probe_results_20260705.json","source/access route only; no visual inventory or sign-language rendering","source/source-witness index only; no approval, consent, license clearance, source certification, final status, or completion","B3 uploader may package this payload after source-use review; preserve row labels and blockers"
"R6-8F7-WITNESS-0064","literal-source-witnesses/source-bodies/R6_addendum_probe_metadata/Ecuador_EIB_CNIB_official_page/R6-ECUADOR-EIB-RETRY-001-PROBE__ecuador_mineduc_kichwa_cnib_route_retry_probe_results_20260705.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\source-bodies\R6_addendum_probe_metadata\Ecuador_EIB_CNIB_official_page\R6-ECUADOR-EIB-RETRY-001-PROBE__ecuador_mineduc_kichwa_cnib_route_retry_probe_results_20260705.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\work\source_canon_retries_20260705\ecuador_eib_mineduc\ecuador_mineduc_kichwa_cnib_route_retry_probe_results_20260705.json","https://educacion.gob.ec/curriculos-nacionales-interculturales-bilingues/","7453","71103d8c23676e3c11f3bd4471b19261b6d2cc0d2bb12c98a40f6908dd142b77","provenance_metadata_logbook_no_source_authority_claim","literal_source_or_source_witness_body","public official MinEduc CNIB page; local direct page access timed out; no explicit reuse/license clearance recorded","Indigenous; mathematics/source-canon; authority-gated","branch_visible_same_path_same_hash","language-source-bodies/r6-indigenous-creole-sign-20260705/source-bodies/R6_addendum_probe_metadata/Ecuador_EIB_CNIB_official_page/R6-ECUADOR-EIB-RETRY-001-PROBE__ecuador_mineduc_kichwa_cnib_route_retry_probe_results_20260705.json","source-canon/provenance support only unless a row-specific source baseline and authority route are recorded","source/source-witness index only; no approval, consent, license clearance, source certification, final status, or completion","B3 uploader may package this payload after source-use review; preserve row labels and blockers"
"R6-8F7-WITNESS-0065","literal-source-witnesses/source-bodies/R6_addendum_probe_metadata/Guarani_Paraguay/R6-PARAGUAY-GUARANI-RETRY-001-PROBE__paraguay_guarani_mec_prodepa_route_retry_probe_results_20260705.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\source-bodies\R6_addendum_probe_metadata\Guarani_Paraguay\R6-PARAGUAY-GUARANI-RETRY-001-PROBE__paraguay_guarani_mec_prodepa_route_retry_probe_results_20260705.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\work\source_canon_retries_20260705\paraguay_guarani_mec_prodepa\paraguay_guarani_mec_prodepa_route_retry_probe_results_20260705.json","https://www.mec.gov.py/cms?ref=295084-programa-de-alfabetizacion-no-formal","3571","3eb3ec1a3edde56c935d1f79f5628c015b36f346011440fb632e0b17cab29912","provenance_metadata_logbook_no_source_authority_claim","literal_source_or_source_witness_body","public search-visible official MEC page; direct local access timed out; no explicit reuse/license clearance recorded","Indigenous; mathematics/source-canon; authority-gated","branch_visible_same_path_same_hash","language-source-bodies/r6-indigenous-creole-sign-20260705/source-bodies/R6_addendum_probe_metadata/Guarani_Paraguay/R6-PARAGUAY-GUARANI-RETRY-001-PROBE__paraguay_guarani_mec_prodepa_route_retry_probe_results_20260705.json","source-canon/provenance support only unless a row-specific source baseline and authority route are recorded","source/source-witness index only; no approval, consent, license clearance, source certification, final status, or completion","B3 uploader may package this payload after source-use review; preserve row labels and blockers"
"R6-8F7-WITNESS-0066","literal-source-witnesses/source-bodies/R6_addendum_probe_metadata/Guatemala_Uspanteko/R6-USPANTEKO-RETRY-001-PROBE__guatemala_uspanteko_digebi_probe_results_20260705.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\source-bodies\R6_addendum_probe_metadata\Guatemala_Uspanteko\R6-USPANTEKO-RETRY-001-PROBE__guatemala_uspanteko_digebi_probe_results_20260705.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\work\source_canon_retries_20260705\guatemala_uspanteko_digebi\guatemala_uspanteko_digebi_probe_results_20260705.json","https://digebi.mineduc.gob.gt/digebi/producto/matematicas-1ro-primaria-uspanteko/","2423","a556787703ce743cce5875a3ff3696e8083fae3a79682a67e43255b01b20411d","provenance_metadata_logbook_no_source_authority_claim","literal_source_or_source_witness_body","public official DIGEBI product page and Google Drive download route observed; no explicit reuse/license clearance recorded; source-owner/reviewer and reuse gates remain required","Indigenous; mathematics/source-canon; authority-gated","branch_visible_same_path_same_hash","language-source-bodies/r6-indigenous-creole-sign-20260705/source-bodies/R6_addendum_probe_metadata/Guatemala_Uspanteko/R6-USPANTEKO-RETRY-001-PROBE__guatemala_uspanteko_digebi_probe_results_20260705.json","source-canon/provenance support only unless a row-specific source baseline and authority route are recorded","source/source-witness index only; no approval, consent, license clearance, source certification, final status, or completion","B3 uploader may package this payload after source-use review; preserve row labels and blockers"
"R6-8F7-WITNESS-0067","literal-source-witnesses/source-bodies/R6_addendum_probe_metadata/Kreyol_Haitian_Creole/R6-KR-SAR-001-PROBE__kreyol_mit_ayiti_menfp_route_probe_results_20260705.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\source-bodies\R6_addendum_probe_metadata\Kreyol_Haitian_Creole\R6-KR-SAR-001-PROBE__kreyol_mit_ayiti_menfp_route_probe_results_20260705.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\work\source_canon_retries_20260705\kreyol_mit_ayiti_menfp\kreyol_mit_ayiti_menfp_route_probe_results_20260705.json","https://github.com/learningequality/sushi-chef-phet/blob/master/chef.py","9223","61ebdbf68d30dd64da17d2bf53d9f4f859f13f361ddb683d0cb5c55f3591a7bc","provenance_metadata_logbook_no_source_authority_claim","literal_source_or_source_witness_body","public GitHub route observed in discovery; repository license/scope and file-level content not captured or cleared here","creole/contact; mathematics/access/source-canon","branch_visible_same_path_same_hash","language-source-bodies/r6-indigenous-creole-sign-20260705/source-bodies/R6_addendum_probe_metadata/Kreyol_Haitian_Creole/R6-KR-SAR-001-PROBE__kreyol_mit_ayiti_menfp_route_probe_results_20260705.json","may support scoped generated-draft/noncanonical rows only when paired with reviewer question and do-not-use guard","source/source-witness index only; no approval, consent, license clearance, source certification, final status, or completion","B3 uploader may package this payload after source-use review; preserve row labels and blockers"
"R6-8F7-WITNESS-0068","literal-source-witnesses/source-bodies/R6_addendum_probe_metadata/Krio_Sierra_Leone/KRIO-SLE-MBSSE-RETRY-001-PROBE__krio_sierra_leone_mbsse_route_probe_results_20260705.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\source-bodies\R6_addendum_probe_metadata\Krio_Sierra_Leone\KRIO-SLE-MBSSE-RETRY-001-PROBE__krio_sierra_leone_mbsse_route_probe_results_20260705.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\work\source_canon_retries_20260705\krio_sierra_leone_mbsse\krio_sierra_leone_mbsse_route_probe_results_20260705.json","https://mbsse.gov.sl/wp-content/uploads/2021/09/14-Krio-Syllabuses.pdf","4092","839d15ceb9f68a04c9d12b3520c3a31fcd29c1c626c9d13acbb701cafcaa7b80","provenance_metadata_logbook_no_source_authority_claim","literal_source_or_source_witness_body","public official/government PDF route captured; explicit reuse/license clearance not recorded; source-owner/reviewer return required before body/excerpt use","creole/contact; mathematics/access/source-canon","branch_visible_same_path_same_hash","language-source-bodies/r6-indigenous-creole-sign-20260705/source-bodies/R6_addendum_probe_metadata/Krio_Sierra_Leone/KRIO-SLE-MBSSE-RETRY-001-PROBE__krio_sierra_leone_mbsse_route_probe_results_20260705.json","source-canon/provenance support only unless a row-specific source baseline and authority route are recorded","source/source-witness index only; no approval, consent, license clearance, source certification, final status, or completion","B3 uploader may package this payload after source-use review; preserve row labels and blockers"
"R6-8F7-WITNESS-0069","literal-source-witnesses/source-bodies/R6_addendum_probe_metadata/Mauritian_Seychellois_Indian_Ocean_Creoles/R6-CR-P2-010-PROBE__mauritius_kreol_mie_route_retry_probe_results_20260705.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\source-bodies\R6_addendum_probe_metadata\Mauritian_Seychellois_Indian_Ocean_Creoles\R6-CR-P2-010-PROBE__mauritius_kreol_mie_route_retry_probe_results_20260705.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\work\source_canon_retries_20260705\mauritius_kreol_mie\mauritius_kreol_mie_route_retry_probe_results_20260705.json","https://fliphtml5.com/bookcase/udzjb","3758","08084fbc63ab640f9fbf222e1f21d0e7b4e32c8c82669c03ee5c4a4109e5452b","provenance_metadata_logbook_no_source_authority_claim","literal_source_or_source_witness_body","public route captured for provenance; explicit source-owner/reuse/license clearance not recorded; FlipHTML5 route is not package permission","R6 source/provenance/blocker support","branch_visible_same_path_same_hash","language-source-bodies/r6-indigenous-creole-sign-20260705/source-bodies/R6_addendum_probe_metadata/Mauritian_Seychellois_Indian_Ocean_Creoles/R6-CR-P2-010-PROBE__mauritius_kreol_mie_route_retry_probe_results_20260705.json","source-canon/provenance support only unless a row-specific source baseline and authority route are recorded","source/source-witness index only; no approval, consent, license clearance, source certification, final status, or completion","B3 uploader may package this payload after source-use review; preserve row labels and blockers"
"R6-8F7-WITNESS-0070","literal-source-witnesses/source-bodies/R6_addendum_probe_metadata/Mexico_CONALITEG_Indigenous_primary_catalogue/R6-MEXICO-CONALITEG-RETRY-001-PROBE__mexico_conaliteg_indigenous_consolidated_route_retry_probe_results_20260705.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\source-bodies\R6_addendum_probe_metadata\Mexico_CONALITEG_Indigenous_primary_catalogue\R6-MEXICO-CONALITEG-RETRY-001-PROBE__mexico_conaliteg_indigenous_consolidated_route_retry_probe_results_20260705.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\work\source_canon_retries_20260705\mexico_conaliteg_indigenous\mexico_conaliteg_indigenous_consolidated_route_retry_probe_results_20260705.json","https://libros.conaliteg.gob.mx/indigena_primaria.html","27316","273c59ba3a0eabaf79b05511acf55e369e3ca648306ec0144ccbee3426793aa5","provenance_metadata_logbook_no_source_authority_claim","literal_source_or_source_witness_body","public official CONALITEG catalogue page captured; no book-body reuse/license clearance recorded","Indigenous; mathematics/source-canon; authority-gated","branch_visible_same_path_same_hash","language-source-bodies/r6-indigenous-creole-sign-20260705/source-bodies/R6_addendum_probe_metadata/Mexico_CONALITEG_Indigenous_primary_catalogue/R6-MEXICO-CONALITEG-RETRY-001-PROBE__mexico_conaliteg_indigenous_consolidated_route_retry_probe_results_20260705.json","source-canon/provenance support only unless a row-specific source baseline and authority route are recorded","source/source-witness index only; no approval, consent, license clearance, source certification, final status, or completion","B3 uploader may package this payload after source-use review; preserve row labels and blockers"
"R6-8F7-WITNESS-0071","literal-source-witnesses/source-bodies/R6_addendum_probe_metadata/Nigerian_Pidgin_Nigeria_English_mathematics_comparator/NIGPID-NERDC-EXISTING-001-PROBE__nigerian_pidgin_source_route_probe_results_20260705.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_ACCESS_SOURCE_START_PAYLOAD_20260706\literal-source-witnesses\source-bodies\R6_addendum_probe_metadata\Nigerian_Pidgin_Nigeria_English_mathematics_comparator\NIGPID-NERDC-EXISTING-001-PROBE__nigerian_pidgin_source_route_probe_results_20260705.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\work\source_canon_retries_20260705\nigerian_pidgin_source_routes\nigerian_pidgin_source_route_probe_results_20260705.json","https://education.gov.ng/wp-content/uploads/2020/06/Stakeholder-Engagement-Plan-SEP-Adolescent-Girls-Initiative-for-Learning-and-Empowerment-P170664.pdf","5164","0dd726de477391dc27995e6a94a8719ab270f94719402e94485f91f70e50f834","provenance_metadata_logbook_no_source_authority_claim","literal_source_or_source_witness_body","public official FME PDF route captured; explicit reuse/license clearance not recorded; source-owner/reviewer return required before body/excerpt use","creole/contact; mathematics/access/source-canon","branch_visible_same_path_same_hash","language-source-bodies/r6-indigenous-creole-sign-20260705/source-bodies/R6_addendum_probe_metadata/Nigerian_Pidgin_Nigeria_English_mathematics_comparator/NIGPID-NERDC-EXISTING-001-PROBE__nigerian_pidgin_source_route_probe_results_20260705.json","source-canon/provenance support only unless a row-specific source baseline and authority route are recorded","source/source-witness index only; no approval, consent, license clearance, source certification, final status, or completion","B3 uploader may package this payload after source-use review; preserve row labels and blockers"
