reference_id,source_file,source_line,source_column,command,target_label,raw_tex,visible_text,compiled_target_number,compiled_target_page,target_file,target_line,label_resolved,aux_resolved
REF-000175,components/sga4half_2_en.tex,1262,40,ref,IV:3-7,\ref{IV:3-7},3.7,3.7,81,components/sga4half_4_en.tex,1420,true,true
REF-000176,components/sga4half_2_en.tex,1289,37,ref,II:3-1,\ref{II:3-1},3.1,3.1,42,components/sga4half_2_en.tex,498,true,true
REF-000177,components/sga4half_2_en.tex,1303,15,ref,II:5-2,\ref{II:5-2},5.2,5.2,50,components/sga4half_2_en.tex,1229,true,true
REF-000178,components/sga4half_2_en.tex,1304,24,ref,II:4-2,\ref{II:4-2},4.2,4.2,44,components/sga4half_2_en.tex,724,true,true
REF-000179,components/sga4half_2_en.tex,1325,21,ref,II:4-2,\ref{II:4-2},4.2,4.2,44,components/sga4half_2_en.tex,724,true,true
REF-000180,components/sga4half_2_en.tex,1382,1,eqref,II:eq:5-7-1,\eqref{II:eq:5-7-1},(5.7.1),5.7.1,51,components/sga4half_2_en.tex,1362,true,true
REF-000181,components/sga4half_2_en.tex,1402,1,ref,II:5-6,\ref{II:5-6},5.6,5.6,51,components/sga4half_2_en.tex,1333,true,true
REF-000182,components/sga4half_2_en.tex,1411,34,ref,II:5-8,\ref{II:5-8},5.8,5.8,51,components/sga4half_2_en.tex,1372,true,true
REF-000183,components/sga4half_2_en.tex,1453,1,ref,II:5-11,\ref{II:5-11},5.11,5.11,52,components/sga4half_2_en.tex,1434,true,true
REF-000184,components/sga4half_2_en.tex,1467,49,ref,II:5-11,\ref{II:5-11},5.11,5.11,52,components/sga4half_2_en.tex,1434,true,true
REF-000185,components/sga4half_2_en.tex,1479,27,ref,II:4-2,\ref{II:4-2},4.2,4.2,44,components/sga4half_2_en.tex,724,true,true
REF-000186,components/sga4half_2_en.tex,1479,41,ref,II:4-3,\ref{II:4-3},4.3,4.3,45,components/sga4half_2_en.tex,779,true,true
REF-000187,components/sga4half_2_en.tex,1488,24,ref,II:5-2,\ref{II:5-2},5.2,5.2,50,components/sga4half_2_en.tex,1229,true,true
REF-000188,components/sga4half_2_en.tex,1512,10,ref,II:4-12,\ref{II:4-12},4.12,4.12,49,components/sga4half_2_en.tex,1103,true,true
REF-000189,components/sga4half_2_en.tex,1521,10,ref,II:5-10,\ref{II:5-10},5.10,5.10,52,components/sga4half_2_en.tex,1421,true,true
REF-000190,components/sga4half_2_en.tex,1521,28,eqref,II:eq:5-9-2,\eqref{II:eq:5-9-2},(5.9.2),5.9.2,52,components/sga4half_2_en.tex,1412,true,true
REF-000191,components/sga4half_2_en.tex,1522,1,ref,II:5-11-1,\ref{II:5-11-1},5.11.1,5.11.1,52,components/sga4half_2_en.tex,1476,true,true
REF-000192,components/sga4half_2_en.tex,1548,21,ref,II:5-4,\ref{II:5-4},5.4,5.4,50,components/sga4half_2_en.tex,1269,true,true
REF-000193,components/sga4half_2_en.tex,1555,47,ref,II:5-4,\ref{II:5-4},5.4,5.4,50,components/sga4half_2_en.tex,1269,true,true
REF-000194,components/sga4half_2_en.tex,1557,9,eqref,II:eq:5-12-1,\eqref{II:eq:5-12-1},(5.12.1),5.12.1,53,components/sga4half_2_en.tex,1537,true,true
REF-000195,components/sga4half_2_en.tex,1564,5,eqref,II:eq:4-4-1,\eqref{II:eq:4-4-1},(4.4.1),4.4.1,45,components/sga4half_2_en.tex,831,true,true
REF-000196,components/sga4half_2_en.tex,1564,29,ref,II:5-1,\ref{II:5-1},5.1,5.1,50,components/sga4half_2_en.tex,1205,true,true
REF-000197,components/sga4half_2_en.tex,1581,30,ref,II:4-10,\ref{II:4-10},4.10,4.10,48,components/sga4half_2_en.tex,1038,true,true
REF-000198,components/sga4half_2_en.tex,1583,14,ref,II:4-10,\ref{II:4-10},4.10,4.10,48,components/sga4half_2_en.tex,1038,true,true
REF-000199,components/sga4half_2_en.tex,1614,34,eqref,II:eq:4-4-1,\eqref{II:eq:4-4-1},(4.4.1),4.4.1,45,components/sga4half_2_en.tex,831,true,true
REF-000200,components/sga4half_2_en.tex,1645,26,ref,II:4-7,\ref{II:4-7},4.7,4.7,46,components/sga4half_2_en.tex,906,true,true
REF-000201,components/sga4half_2_en.tex,1645,53,ref,II:4-10,\ref{II:4-10},4.10,4.10,48,components/sga4half_2_en.tex,1038,true,true
REF-000202,components/sga4half_2_en.tex,1646,26,ref,II:5-1,\ref{II:5-1},5.1,5.1,50,components/sga4half_2_en.tex,1205,true,true
REF-000203,components/sga4half_2_en.tex,1646,43,ref,II:5-2,\ref{II:5-2},5.2,5.2,50,components/sga4half_2_en.tex,1229,true,true
REF-000204,components/sga4half_3_en.tex,120,31,ref,II:4-3,\ref{II:4-3},4.3,4.3,45,components/sga4half_2_en.tex,779,true,true
REF-000205,components/sga4half_3_en.tex,175,31,eqref,III:eq:1-8-1,\eqref{III:eq:1-8-1},(1.8.1),1.8.1,57,components/sga4half_3_en.tex,170,true,true
REF-000206,components/sga4half_3_en.tex,202,24,ref,III:1-9,\ref{III:1-9},1.9,1.9,57,components/sga4half_3_en.tex,182,true,true
REF-000207,components/sga4half_3_en.tex,235,4,ref,III:1-5,\ref{III:1-5},1.5,1.5,56,components/sga4half_3_en.tex,103,true,true
REF-000208,components/sga4half_3_en.tex,240,27,ref,III:1-9,\ref{III:1-9},1.9,1.9,57,components/sga4half_3_en.tex,182,true,true
REF-000209,components/sga4half_3_en.tex,255,14,ref,III:1-8,\ref{III:1-8},1.8,1.8,57,components/sga4half_3_en.tex,167,true,true
REF-000210,components/sga4half_3_en.tex,255,32,ref,III:1-10,\ref{III:1-10},1.10,1.10,57,components/sga4half_3_en.tex,209,true,true
REF-000211,components/sga4half_3_en.tex,262,54,ref,III:1-10,\ref{III:1-10},1.10,1.10,57,components/sga4half_3_en.tex,209,true,true
REF-000212,components/sga4half_3_en.tex,270,27,ref,III:1-9,\ref{III:1-9},1.9,1.9,57,components/sga4half_3_en.tex,182,true,true
REF-000213,components/sga4half_3_en.tex,275,39,ref,III:1-10,\ref{III:1-10},1.10,1.10,57,components/sga4half_3_en.tex,209,true,true
REF-000214,components/sga4half_3_en.tex,276,33,eqref,III:eq:1-12-1,\eqref{III:eq:1-12-1},(1.12.1),1.12.1,58,components/sga4half_3_en.tex,266,true,true
REF-000215,components/sga4half_3_en.tex,295,10,ref,III:1-7-2,\ref{III:1-7-2},1.7.2,1.7.2,56,components/sga4half_3_en.tex,155,true,true
REF-000216,components/sga4half_3_en.tex,297,1,ref,III:1-8,\ref{III:1-8},1.8,1.8,57,components/sga4half_3_en.tex,167,true,true
REF-000217,components/sga4half_3_en.tex,330,38,ref,II:1,\ref{II:1},1,1,37,components/sga4half_2_en.tex,24,true,true
REF-000218,components/sga4half_3_en.tex,336,2,ref,III:1-7,\ref{III:1-7},1.7,1.7,56,components/sga4half_3_en.tex,134,true,true
REF-000219,components/sga4half_3_en.tex,336,17,ref,III:1-13,\ref{III:1-13},1.13,1.13,58,components/sga4half_3_en.tex,286,true,true
REF-000220,components/sga4half_3_en.tex,336,45,ref,II:1-5,\ref{II:1-5},1.5,1.5,39,components/sga4half_2_en.tex,156,true,true
REF-000221,components/sga4half_3_en.tex,336,59,ref,II:1-6,\ref{II:1-6},1.6,1.6,39,components/sga4half_2_en.tex,182,true,true
REF-000222,components/sga4half_3_en.tex,361,37,ref,II:3,\ref{II:3},3,3,42,components/sga4half_2_en.tex,484,true,true
REF-000223,components/sga4half_3_en.tex,362,32,ref,II:4-10,\ref{II:4-10},4.10,4.10,48,components/sga4half_2_en.tex,1038,true,true
REF-000224,components/sga4half_3_en.tex,363,21,eqref,III:eq:2-2-1,\eqref{III:eq:2-2-1},(2.2.1),2.2.1,58,components/sga4half_3_en.tex,349,true,true
REF-000225,components/sga4half_3_en.tex,364,46,ref,III:2-2,\ref{III:2-2},2.2,2.2,58,components/sga4half_3_en.tex,342,true,true
REF-000226,components/sga4half_3_en.tex,385,14,ref,III:2-2,\ref{III:2-2},2.2,2.2,58,components/sga4half_3_en.tex,342,true,true
REF-000227,components/sga4half_3_en.tex,403,42,ref,III:4-2,\ref{III:4-2},4.2,4.2,64,components/sga4half_3_en.tex,855,true,true
REF-000228,components/sga4half_3_en.tex,431,55,ref,III:4-5,\ref{III:4-5},4.5,4.5,65,components/sga4half_3_en.tex,970,true,true
REF-000229,components/sga4half_3_en.tex,438,37,ref,III:2-2,\ref{III:2-2},2.2,2.2,58,components/sga4half_3_en.tex,342,true,true
REF-000230,components/sga4half_3_en.tex,440,20,ref,III:1-7-2,\ref{III:1-7-2},1.7.2,1.7.2,56,components/sga4half_3_en.tex,155,true,true
REF-000231,components/sga4half_3_en.tex,444,1,ref,II:4-9,\ref{II:4-9},4.9,4.9,47,components/sga4half_2_en.tex,964,true,true
REF-000232,components/sga4half_3_en.tex,444,32,ref,III:1-8,\ref{III:1-8},1.8,1.8,57,components/sga4half_3_en.tex,167,true,true
REF-000233,components/sga4half_3_en.tex,445,1,eqref,III:eq:2-2-1,\eqref{III:eq:2-2-1},(2.2.1),2.2.1,58,components/sga4half_3_en.tex,349,true,true
REF-000234,components/sga4half_3_en.tex,448,1,ref,II:4-10,\ref{II:4-10},4.10,4.10,48,components/sga4half_2_en.tex,1038,true,true
REF-000235,components/sga4half_3_en.tex,451,44,eqref,III:eq:2-2-1,\eqref{III:eq:2-2-1},(2.2.1),2.2.1,58,components/sga4half_3_en.tex,349,true,true
REF-000236,components/sga4half_3_en.tex,454,34,ref,III:1-7-1,\ref{III:1-7-1},1.7.1,1.7.1,56,components/sga4half_3_en.tex,146,true,true
REF-000237,components/sga4half_3_en.tex,455,3,ref,II:6,\ref{II:6},6,6,54,components/sga4half_2_en.tex,1581,true,true
REF-000238,components/sga4half_3_en.tex,464,48,eqref,III:eq:2-2-1,\eqref{III:eq:2-2-1},(2.2.1),2.2.1,58,components/sga4half_3_en.tex,349,true,true
REF-000239,components/sga4half_3_en.tex,466,28,eqref,III:eq:2-2-1,\eqref{III:eq:2-2-1},(2.2.1),2.2.1,58,components/sga4half_3_en.tex,349,true,true
REF-000240,components/sga4half_3_en.tex,467,1,ref,II:3-4,\ref{II:3-4},3.4,3.4,43,components/sga4half_2_en.tex,576,true,true
REF-000241,components/sga4half_3_en.tex,476,4,ref,III:1-8,\ref{III:1-8},1.8,1.8,57,components/sga4half_3_en.tex,167,true,true
REF-000242,components/sga4half_3_en.tex,494,30,eqref,III:eq:2-10-1,\eqref{III:eq:2-10-1},(2.10.1),2.10.1,60,components/sga4half_3_en.tex,484,true,true
REF-000243,components/sga4half_3_en.tex,514,1,ref,III:2-11,\ref{III:2-11},2.11,2.11,60,components/sga4half_3_en.tex,501,true,true
REF-000244,components/sga4half_3_en.tex,517,14,ref,III:2-9,\ref{III:2-9},2.9,2.9,60,components/sga4half_3_en.tex,462,true,true
REF-000245,components/sga4half_3_en.tex,518,14,ref,III:1-8,\ref{III:1-8},1.8,1.8,57,components/sga4half_3_en.tex,167,true,true
REF-000246,components/sga4half_3_en.tex,519,14,ref,III:1-3,\ref{III:1-3},1.3,1.3,55,components/sga4half_3_en.tex,59,true,true
REF-000247,components/sga4half_3_en.tex,531,4,ref,III:1-8,\ref{III:1-8},1.8,1.8,57,components/sga4half_3_en.tex,167,true,true
REF-000248,components/sga4half_3_en.tex,549,37,ref,II:4-10,\ref{II:4-10},4.10,4.10,48,components/sga4half_2_en.tex,1038,true,true
REF-000249,components/sga4half_3_en.tex,550,29,ref,III:4,\ref{III:4},4,4,64,components/sga4half_3_en.tex,834,true,true
REF-000250,components/sga4half_3_en.tex,636,5,ref,III:3-1,\ref{III:3-1},3.1,3.1,61,components/sga4half_3_en.tex,568,true,true
REF-000251,components/sga4half_3_en.tex,639,12,eqref,III:eq:3-3-1,\eqref{III:eq:3-3-1},(3.3.1),3.3.1,61,components/sga4half_3_en.tex,612,true,true
REF-000252,components/sga4half_3_en.tex,693,1,ref,III:3-5,\ref{III:3-5},3.5,3.5,62,components/sga4half_3_en.tex,701,true,true
REF-000253,components/sga4half_3_en.tex,702,22,ref,III:3-4,\ref{III:3-4},3.4,3.4,62,components/sga4half_3_en.tex,668,true,true
REF-000254,components/sga4half_3_en.tex,725,45,ref,II:1,\ref{II:1},1,1,37,components/sga4half_2_en.tex,24,true,true
REF-000255,components/sga4half_3_en.tex,727,1,ref,III:3-5,\ref{III:3-5},3.5,3.5,62,components/sga4half_3_en.tex,701,true,true
REF-000256,components/sga4half_3_en.tex,781,52,ref,III:3-6,\ref{III:3-6},3.6,3.6,63,components/sga4half_3_en.tex,722,true,true
REF-000257,components/sga4half_3_en.tex,789,16,ref,III:3-8,\ref{III:3-8},3.8,3.8,63,components/sga4half_3_en.tex,799,true,true
REF-000258,components/sga4half_3_en.tex,860,17,eqref,III:eq:4-1-1,\eqref{III:eq:4-1-1},(4.1.1),4.1.1,64,components/sga4half_3_en.tex,845,true,true
REF-000259,components/sga4half_3_en.tex,863,18,ref,II:4-12,\ref{II:4-12},4.12,4.12,49,components/sga4half_2_en.tex,1103,true,true
REF-000260,components/sga4half_3_en.tex,875,33,eqref,III:eq:4-1-1,\eqref{III:eq:4-1-1},(4.1.1),4.1.1,64,components/sga4half_3_en.tex,845,true,true
REF-000261,components/sga4half_3_en.tex,881,28,eqref,III:eq:4-1-1,\eqref{III:eq:4-1-1},(4.1.1),4.1.1,64,components/sga4half_3_en.tex,845,true,true
REF-000262,components/sga4half_3_en.tex,893,24,eqref,III:eq:4-3-2,\eqref{III:eq:4-3-2},(4.3.2),4.3.2,64,components/sga4half_3_en.tex,887,true,true
REF-000263,components/sga4half_3_en.tex,894,1,eqref,III:eq:4-3-1,\eqref{III:eq:4-3-1},(4.3.1),4.3.1,64,components/sga4half_3_en.tex,883,true,true
REF-000264,components/sga4half_3_en.tex,912,7,ref,III:3-3,\ref{III:3-3},3.3,3.3,61,components/sga4half_3_en.tex,610,true,true
REF-000265,components/sga4half_3_en.tex,913,57,ref,III:3-3,\ref{III:3-3},3.3,3.3,61,components/sga4half_3_en.tex,610,true,true
REF-000266,components/sga4half_3_en.tex,938,12,eqref,III:eq:3-7-1,\eqref{III:eq:3-7-1},(3.7.1),3.7.1,63,components/sga4half_3_en.tex,790,true,true
REF-000267,components/sga4half_3_en.tex,956,25,eqref,III:eq:4-4-4,\eqref{III:eq:4-4-4},(4.4.4),4.4.4,65,components/sga4half_3_en.tex,948,true,true
REF-000268,components/sga4half_3_en.tex,960,14,eqref,III:eq:4-4-1,\eqref{III:eq:4-4-1},(4.4.1),4.4.1,64,components/sga4half_3_en.tex,907,true,true
REF-000269,components/sga4half_3_en.tex,961,5,eqref,III:eq:4-4-3,\eqref{III:eq:4-4-3},(4.4.3),4.4.3,65,components/sga4half_3_en.tex,939,true,true
REF-000270,components/sga4half_3_en.tex,961,30,eqref,III:eq:4-4-4,\eqref{III:eq:4-4-4},(4.4.4),4.4.4,65,components/sga4half_3_en.tex,948,true,true
REF-000271,components/sga4half_3_en.tex,973,6,ref,III:4-1,\ref{III:4-1},4.1,4.1,64,components/sga4half_3_en.tex,841,true,true
REF-000272,components/sga4half_4_en.tex,15,9,ref,IV:1,\ref{IV:1},1,1,67,components/sga4half_4_en.tex,60,true,true
REF-000273,components/sga4half_4_en.tex,15,66,ref,IV:2,\ref{IV:2},2,2,72,components/sga4half_4_en.tex,504,true,true
REF-000274,components/sga4half_4_en.tex,19,9,ref,IV:3,\ref{IV:3},3,3,80,components/sga4half_4_en.tex,1299,true,true
REF-000275,components/sga4half_4_en.tex,28,20,ref,IV:2,\ref{IV:2},2,2,72,components/sga4half_4_en.tex,504,true,true
REF-000276,components/sga4half_4_en.tex,30,20,ref,IV:3,\ref{IV:3},3,3,80,components/sga4half_4_en.tex,1299,true,true
REF-000277,components/sga4half_4_en.tex,108,28,ref,IV:1-1-1,\ref{IV:1-1-1},1.1.1,1.1.1,68,components/sga4half_4_en.tex,81,true,true
REF-000278,components/sga4half_4_en.tex,193,42,ref,IV:1-1-4,\ref{IV:1-1-4},1.1.4,1.1.4,68,components/sga4half_4_en.tex,139,true,true
REF-000279,components/sga4half_4_en.tex,242,1,eqref,IV:eq:1-2-1-1,\eqref{IV:eq:1-2-1-1},(1.2.1.1),1.2.1.1,69,components/sga4half_4_en.tex,232,true,true
REF-000280,components/sga4half_4_en.tex,246,12,eqref,IV:eq:1-2-1-1,\eqref{IV:eq:1-2-1-1},(1.2.1.1),1.2.1.1,69,components/sga4half_4_en.tex,232,true,true
REF-000281,components/sga4half_4_en.tex,257,1,eqref,IV:eq:1-2-1-1,\eqref{IV:eq:1-2-1-1},(1.2.1.1),1.2.1.1,69,components/sga4half_4_en.tex,232,true,true
REF-000282,components/sga4half_4_en.tex,265,36,eqref,IV:eq:1-2-1-2,\eqref{IV:eq:1-2-1-2},(1.2.1.2),1.2.1.2,69,components/sga4half_4_en.tex,243,true,true
REF-000283,components/sga4half_4_en.tex,269,12,eqref,IV:eq:1-2-2-1,\eqref{IV:eq:1-2-2-1},(1.2.2.1),1.2.2.1,69,components/sga4half_4_en.tex,258,true,true
REF-000284,components/sga4half_4_en.tex,366,25,eqref,IV:eq:1-2-4-1,\eqref{IV:eq:1-2-4-1},(1.2.4.1),1.2.4.1,70,components/sga4half_4_en.tex,311,true,true
REF-000285,components/sga4half_4_en.tex,367,1,eqref,IV:eq:1-2-2-3,\eqref{IV:eq:1-2-2-3},(1.2.2.3),1.2.2.3,69,components/sga4half_4_en.tex,266,true,true
REF-000286,components/sga4half_4_en.tex,463,12,eqref,IV:eq:1-3-1,\eqref{IV:eq:1-3-1},(1.3.1),1.3.1,71,components/sga4half_4_en.tex,450,true,true
REF-000287,components/sga4half_4_en.tex,469,41,eqref,IV:eq:1-3-2,\eqref{IV:eq:1-3-2},(1.3.2),1.3.2,72,components/sga4half_4_en.tex,457,true,true
REF-000288,components/sga4half_4_en.tex,469,107,eqref,IV:eq:1-3-1,\eqref{IV:eq:1-3-1},(1.3.1),1.3.1,71,components/sga4half_4_en.tex,450,true,true
REF-000289,components/sga4half_4_en.tex,478,11,eqref,IV:eq:1-3-1,\eqref{IV:eq:1-3-1},(1.3.1),1.3.1,71,components/sga4half_4_en.tex,450,true,true
REF-000290,components/sga4half_4_en.tex,527,32,ref,IV:1-1-6,\ref{IV:1-1-6},1.1.6,1.1.6,69,components/sga4half_4_en.tex,200,true,true
REF-000291,components/sga4half_4_en.tex,527,51,ref,IV:1-1-4,\ref{IV:1-1-4},1.1.4,1.1.4,68,components/sga4half_4_en.tex,139,true,true
REF-000292,components/sga4half_4_en.tex,530,4,ref,IV:1-1-4,\ref{IV:1-1-4},1.1.4,1.1.4,68,components/sga4half_4_en.tex,139,true,true
REF-000293,components/sga4half_4_en.tex,532,52,ref,IV:1-1-4,\ref{IV:1-1-4},1.1.4,1.1.4,68,components/sga4half_4_en.tex,139,true,true
REF-000294,components/sga4half_4_en.tex,596,5,ref,IV:2-1-3,\ref{IV:2-1-3},2.1.3,2.1.3,72,components/sga4half_4_en.tex,566,true,true
REF-000295,components/sga4half_4_en.tex,599,2,hyperref,I,\hyperref[I]{Étale cohomology},Étale cohomology,1,1,components/sga4half_1_en.tex,3,true,true
REF-000296,components/sga4half_4_en.tex,599,34,ref,I:5-3-4,\ref{I:5-3-4},5.3.4,5.3.4,31,components/sga4half_1_en.tex,2317,true,true
REF-000297,components/sga4half_4_en.tex,665,1,ref,IV:2-2-3,\ref{IV:2-2-3},2.2.3,2.2.3,74,components/sga4half_4_en.tex,688,true,true
REF-000298,components/sga4half_4_en.tex,674,1,ref,IV:1-2-1,\ref{IV:1-2-1},1.2.1,1.2.1,69,components/sga4half_4_en.tex,227,true,true
REF-000299,components/sga4half_4_en.tex,699,1,ref,IV:2-2-1,\ref{IV:2-2-1},2.2.1,2.2.1,73,components/sga4half_4_en.tex,638,true,true
REF-000300,components/sga4half_4_en.tex,770,13,ref,IV:2-2-6,\ref{IV:2-2-6},2.2.6,2.2.6,74,components/sga4half_4_en.tex,731,true,true
REF-000301,components/sga4half_4_en.tex,832,1,ref,IV:2-2-8,\ref{IV:2-2-8},2.2.8,2.2.8,74,components/sga4half_4_en.tex,783,true,true
REF-000302,components/sga4half_4_en.tex,848,1,ref,IV:2-2-6,\ref{IV:2-2-6},2.2.6,2.2.6,74,components/sga4half_4_en.tex,731,true,true
REF-000303,components/sga4half_4_en.tex,848,20,ref,IV:2-2-8,\ref{IV:2-2-8},2.2.8,2.2.8,74,components/sga4half_4_en.tex,783,true,true
REF-000304,components/sga4half_4_en.tex,979,38,ref,IV:1-2,\ref{IV:1-2},1.2,1.2,69,components/sga4half_4_en.tex,221,true,true
REF-000305,components/sga4half_4_en.tex,997,1,ref,IV:2-3-2,\ref{IV:2-3-2},2.3.2,2.3.2,77,components/sga4half_4_en.tex,986,true,true
REF-000306,components/sga4half_4_en.tex,1109,42,ref,IV:2-3-2,\ref{IV:2-3-2},2.3.2,2.3.2,77,components/sga4half_4_en.tex,986,true,true
REF-000307,components/sga4half_4_en.tex,1110,10,ref,IV:2-1-2,\ref{IV:2-1-2},2.1.2,2.1.2,72,components/sga4half_4_en.tex,554,true,true
REF-000308,components/sga4half_4_en.tex,1113,16,ref,IV:2-2-6,\ref{IV:2-2-6},2.2.6,2.2.6,74,components/sga4half_4_en.tex,731,true,true
REF-000309,components/sga4half_4_en.tex,1113,38,ref,IV:2-2-8,\ref{IV:2-2-8},2.2.8,2.2.8,74,components/sga4half_4_en.tex,783,true,true
REF-000310,components/sga4half_4_en.tex,1114,15,ref,IV:2-3-5,\ref{IV:2-3-5},2.3.5,2.3.5,78,components/sga4half_4_en.tex,1081,true,true
REF-000311,components/sga4half_4_en.tex,1116,2,ref,IV:2-2-6,\ref{IV:2-2-6},2.2.6,2.2.6,74,components/sga4half_4_en.tex,731,true,true
REF-000312,components/sga4half_4_en.tex,1116,25,ref,IV:2-2-8,\ref{IV:2-2-8},2.2.8,2.2.8,74,components/sga4half_4_en.tex,783,true,true
REF-000313,components/sga4half_4_en.tex,1117,1,ref,IV:2-3-6,\ref{IV:2-3-6},2.3.6,2.3.6,78,components/sga4half_4_en.tex,1108,true,true
REF-000314,components/sga4half_4_en.tex,1119,33,ref,IV:2-3-2,\ref{IV:2-3-2},2.3.2,2.3.2,77,components/sga4half_4_en.tex,986,true,true
REF-000315,components/sga4half_4_en.tex,1119,52,ref,IV:2-1-2,\ref{IV:2-1-2},2.1.2,2.1.2,72,components/sga4half_4_en.tex,554,true,true
REF-000316,components/sga4half_4_en.tex,1122,1,ref,IV:2-3-2,\ref{IV:2-3-2},2.3.2,2.3.2,77,components/sga4half_4_en.tex,986,true,true
REF-000317,components/sga4half_4_en.tex,1123,1,ref,IV:2-1-5,\ref{IV:2-1-5},2.1.5,2.1.5,73,components/sga4half_4_en.tex,609,true,true
REF-000318,components/sga4half_4_en.tex,1145,10,ref,IV:2-2-2,\ref{IV:2-2-2},2.2.2,2.2.2,73,components/sga4half_4_en.tex,654,true,true
REF-000319,components/sga4half_4_en.tex,1175,2,ref,IV:2-2-6,\ref{IV:2-2-6},2.2.6,2.2.6,74,components/sga4half_4_en.tex,731,true,true
REF-000320,components/sga4half_4_en.tex,1175,18,ref,IV:2-2-8,\ref{IV:2-2-8},2.2.8,2.2.8,74,components/sga4half_4_en.tex,783,true,true
REF-000321,components/sga4half_4_en.tex,1192,7,ref,IV:2-3-5,\ref{IV:2-3-5},2.3.5,2.3.5,78,components/sga4half_4_en.tex,1081,true,true
REF-000322,components/sga4half_4_en.tex,1192,39,ref,IV:2-3-7,\ref{IV:2-3-7},2.3.7,2.3.7,78,components/sga4half_4_en.tex,1130,true,true
REF-000323,components/sga4half_4_en.tex,1217,2,ref,IV:2-3-7,\ref{IV:2-3-7},2.3.7,2.3.7,78,components/sga4half_4_en.tex,1130,true,true
REF-000324,components/sga4half_4_en.tex,1245,33,ref,IV:2-3-6,\ref{IV:2-3-6},2.3.6,2.3.6,78,components/sga4half_4_en.tex,1108,true,true
REF-000325,components/sga4half_4_en.tex,1255,1,ref,IV:2-2-10,\ref{IV:2-2-10},2.2.10,2.2.10,75,components/sga4half_4_en.tex,841,true,true
REF-000326,components/sga4half_4_en.tex,1339,14,ref,IV:1-3,\ref{IV:1-3},1.3,1.3,71,components/sga4half_4_en.tex,389,true,true
REF-000327,components/sga4half_4_en.tex,1354,61,ref,IV:eq:1-3-1,\ref{IV:eq:1-3-1},1.3.1,1.3.1,71,components/sga4half_4_en.tex,450,true,true
REF-000328,components/sga4half_4_en.tex,1360,68,ref,IV:eq:1-3-2,\ref{IV:eq:1-3-2},1.3.2,1.3.2,72,components/sga4half_4_en.tex,457,true,true
REF-000329,components/sga4half_4_en.tex,1363,44,ref,IV:eq:1-3-4,\ref{IV:eq:1-3-4},1.3.4,1.3.4,72,components/sga4half_4_en.tex,468,true,true
REF-000330,components/sga4half_4_en.tex,1364,14,ref,IV:3-3,\ref{IV:3-3},3.3,3.3,81,components/sga4half_4_en.tex,1334,true,true
REF-000331,components/sga4half_4_en.tex,1374,14,ref,IV:3-4,\ref{IV:3-4},3.4,3.4,81,components/sga4half_4_en.tex,1372,true,true
REF-000332,components/sga4half_4_en.tex,1377,60,ref,IV:3-3,\ref{IV:3-3},3.3,3.3,81,components/sga4half_4_en.tex,1334,true,true
REF-000333,components/sga4half_4_en.tex,1390,2,ref,IV:2-3-9,\ref{IV:2-3-9},2.3.9,2.3.9,80,components/sga4half_4_en.tex,1252,true,true
REF-000334,components/sga4half_4_en.tex,1407,12,ref,IV:3-2,\ref{IV:3-2},3.2,3.2,80,components/sga4half_4_en.tex,1321,true,true
REF-000335,components/sga4half_4_en.tex,1407,29,eqref,IV:eq:2-3-3-1,\eqref{IV:eq:2-3-3-1},(2.3.3.1),2.3.3.1,77,components/sga4half_4_en.tex,1035,true,true
REF-000336,components/sga4half_4_en.tex,1413,27,ref,IV:3-6,\ref{IV:3-6},3.6,3.6,81,components/sga4half_4_en.tex,1397,true,true
REF-000337,components/sga4half_4_en.tex,1427,4,ref,IV:3-5,\ref{IV:3-5},3.5,3.5,81,components/sga4half_4_en.tex,1384,true,true
REF-000338,components/sga4half_4_en.tex,1428,16,ref,IV:3-3,\ref{IV:3-3},3.3,3.3,81,components/sga4half_4_en.tex,1334,true,true
REF-000339,components/sga4half_4_en.tex,1428,30,ref,IV:3-6,\ref{IV:3-6},3.6,3.6,81,components/sga4half_4_en.tex,1397,true,true
REF-000340,components/sga4half_4_en.tex,1454,1,ref,IV:3-8,\ref{IV:3-8},3.8,3.8,82,components/sga4half_4_en.tex,1435,true,true
REF-000341,components/sga4half_4_en.tex,1455,9,ref,IV:3-8,\ref{IV:3-8},3.8,3.8,82,components/sga4half_4_en.tex,1435,true,true
REF-000342,components/sga4half_4_en.tex,1455,59,ref,IV:3-7,\ref{IV:3-7},3.7,3.7,81,components/sga4half_4_en.tex,1420,true,true
REF-000343,components/sga4half_4_en.tex,1467,1,ref,IV:3-8,\ref{IV:3-8},3.8,3.8,82,components/sga4half_4_en.tex,1435,true,true
REF-000344,components/sga4half_5_en.tex,6,33,ref,V:1,\ref{V:1},1,1,83,components/sga4half_5_en.tex,19,true,true
REF-000345,components/sga4half_5_en.tex,8,19,ref,V:2,\ref{V:2},2,2,85,components/sga4half_5_en.tex,156,true,true
REF-000346,components/sga4half_5_en.tex,9,59,ref,V:3,\ref{V:3},3,3,87,components/sga4half_5_en.tex,340,true,true
REF-000347,components/sga4half_5_en.tex,12,35,ref,V:4,\ref{V:4},4,4,90,components/sga4half_5_en.tex,605,true,true
REF-000348,components/sga4half_5_en.tex,67,26,eqref,V:eq:1-2-1,\eqref{V:eq:1-2-1},(1.2.1),1.2.1,84,components/sga4half_5_en.tex,54,true,true
