candidate_id,source_file,source_line,source_column,visible_token,final_class,edge_id,target_id,adjudication_status,rationale
CAND-000151,components/sga4half_6_en.tex,327,27,1.7.5,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000152,components/sga4half_6_en.tex,334,23,1.7.6,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000153,components/sga4half_6_en.tex,342,23,1.7.7,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000154,components/sga4half_6_en.tex,390,23,1.9.1,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000155,components/sga4half_6_en.tex,394,23,1.9.2,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000156,components/sga4half_6_en.tex,465,55,Section 8),linked_internal_edge,REF-000764,TARGET-000626,final,The visible locator 'Section 8' identifies the declared local target VI:8; only an invisible hyperlink wrapper was inserted.
CAND-000157,components/sga4half_6_en.tex,475,18,Section 2,linked_internal_edge,REF-000765,TARGET-000470,final,The visible locator 'Section 2' identifies the declared local target VI:2; only an invisible hyperlink wrapper was inserted.
CAND-000158,components/sga4half_6_en.tex,514,55,5.2.2,external_work_citation,,,final,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.
CAND-000159,components/sga4half_6_en.tex,550,23,1.14.1,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000160,components/sga4half_6_en.tex,560,23,1.15.1,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000161,components/sga4half_6_en.tex,609,23,1.17.1,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000162,components/sga4half_6_en.tex,732,48,3.2,external_work_citation,,,final,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.
CAND-000163,components/sga4half_6_en.tex,798,23,1.23.1,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000164,components/sga4half_6_en.tex,884,11,5.2.2,external_work_citation,,,final,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.
CAND-000165,components/sga4half_6_en.tex,891,18,2.1,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000166,components/sga4half_6_en.tex,905,12,5.2.2,external_work_citation,,,final,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.
CAND-000167,components/sga4half_6_en.tex,905,21,5.4,external_work_citation,,,final,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.
CAND-000168,components/sga4half_6_en.tex,927,23,2.3.1,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000169,components/sga4half_6_en.tex,935,14,2.3,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000170,components/sga4half_6_en.tex,940,20,2.3.1,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000171,components/sga4half_6_en.tex,998,20,2.4.1,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000172,components/sga4half_6_en.tex,1006,14,2.4,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000173,components/sga4half_6_en.tex,1014,20,2.4.1,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000174,components/sga4half_6_en.tex,1031,20,2.5.1,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000175,components/sga4half_6_en.tex,1039,14,2.5,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000176,components/sga4half_6_en.tex,1044,20,2.5.1,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000177,components/sga4half_6_en.tex,1058,20,2.5.2,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000178,components/sga4half_6_en.tex,1071,20,2.6.1,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000179,components/sga4half_6_en.tex,1079,14,2.6,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000180,components/sga4half_6_en.tex,1086,20,2.6.1,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000181,components/sga4half_6_en.tex,1088,8,2.6.2,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000182,components/sga4half_6_en.tex,1103,20,2.7.1,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000183,components/sga4half_6_en.tex,1118,18,2.7,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000184,components/sga4half_6_en.tex,1121,20,2.7.1,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000185,components/sga4half_6_en.tex,1204,23,section i,other_positively_demonstrated_nonreference,,,final,"The detector crossed a word boundary into a following word such as 'is'/'in', or captured a generic anaphoric noun; the source contains no numbered locator at this occurrence."
CAND-000186,components/sga4half_6_en.tex,1231,20,3.2.1,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000187,components/sga4half_6_en.tex,1264,14,3.5,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000188,components/sga4half_6_en.tex,1302,27,3.5.1,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000189,components/sga4half_6_en.tex,1311,23,3.5.2,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000190,components/sga4half_6_en.tex,1319,23,3.5.3,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000191,components/sga4half_6_en.tex,1338,23,3.5.4,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000192,components/sga4half_6_en.tex,1343,7,4.4,external_work_citation,,,final,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.
CAND-000193,components/sga4half_6_en.tex,1354,23,3.5.5,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000194,components/sga4half_6_en.tex,1526,23,4.1.1,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000195,components/sga4half_6_en.tex,1607,23,4.5.1,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000196,components/sga4half_6_en.tex,1615,23,4.5.2,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000197,components/sga4half_6_en.tex,1621,23,4.5.3,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000198,components/sga4half_6_en.tex,1661,27,4.6.1,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000199,components/sga4half_6_en.tex,1743,23,4.8.1,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000200,components/sga4half_6_en.tex,1802,19,corollary (iv),other_positively_demonstrated_nonreference,,,final,"The detector crossed a word boundary into a following word such as 'is'/'in', or captured a generic anaphoric noun; the source contains no numbered locator at this occurrence."
CAND-000201,components/sga4half_6_en.tex,1862,61,Example 2),unavailable_target,,,final,"The visible 'Example 2' is a sublocator inside VI 1.3.  The inherited source exposes no distinct Example-2 destination; linking the parent section would be a semantic misroute, so the locator remains visible and unwrapped."
CAND-000202,components/sga4half_6_en.tex,1880,23,4.12.1,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000203,components/sga4half_6_en.tex,1895,23,4.12.2,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000204,components/sga4half_6_en.tex,1943,23,4.14.1,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000205,components/sga4half_6_en.tex,1962,23,4.15.1,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000206,components/sga4half_6_en.tex,2023,23,4.17.1,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000207,components/sga4half_6_en.tex,2030,23,4.17.2,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000208,components/sga4half_6_en.tex,2044,23,4.17.3,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000209,components/sga4half_6_en.tex,2058,23,4.17.4,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000210,components/sga4half_6_en.tex,2071,8,4.17.5,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000211,components/sga4half_6_en.tex,2080,23,4.17.6,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000212,components/sga4half_6_en.tex,2309,23,5.6.1,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000213,components/sga4half_6_en.tex,2330,31,2.1,external_work_citation,,,final,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.
CAND-000214,components/sga4half_6_en.tex,2330,38,2.2,external_work_citation,,,final,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.
CAND-000215,components/sga4half_6_en.tex,2331,54,2.3,external_work_citation,,,final,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.
CAND-000216,components/sga4half_6_en.tex,2435,18,section i,other_positively_demonstrated_nonreference,,,final,"The detector crossed a word boundary into a following word such as 'is'/'in', or captured a generic anaphoric noun; the source contains no numbered locator at this occurrence."
CAND-000217,components/sga4half_6_en.tex,2648,23,6.8.1,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000218,components/sga4half_6_en.tex,2753,23,7.1.1,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000219,components/sga4half_6_en.tex,2757,23,7.1.2,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000220,components/sga4half_6_en.tex,2762,23,7.1.3,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000221,components/sga4half_6_en.tex,2768,20,7.1.4,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000222,components/sga4half_6_en.tex,2770,95,7.1.5,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000223,components/sga4half_6_en.tex,2774,23,7.1.6,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000224,components/sga4half_6_en.tex,2791,20,7.2.1,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000225,components/sga4half_6_en.tex,2792,59,7.2.2,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000226,components/sga4half_6_en.tex,2793,36,7.2.3,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000227,components/sga4half_6_en.tex,2800,110,7.2.4,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000228,components/sga4half_6_en.tex,2806,23,7.2.5,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000229,components/sga4half_6_en.tex,2945,23,7.10.1,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000230,components/sga4half_6_en.tex,2951,23,7.10.2,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000231,components/sga4half_6_en.tex,2973,23,7.10.3,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000232,components/sga4half_6_en.tex,2999,23,7.10.4,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000233,components/sga4half_6_en.tex,3017,23,7.11.1,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000234,components/sga4half_6_en.tex,3033,23,7.12.1,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000235,components/sga4half_6_en.tex,3040,23,7.12.2,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000236,components/sga4half_6_en.tex,3053,23,7.12.3,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000237,components/sga4half_6_en.tex,3124,23,7.15.1,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000238,components/sga4half_6_en.tex,3132,38,9.5,external_work_citation,,,final,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.
CAND-000239,components/sga4half_6_en.tex,3143,23,7.15.2,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000240,components/sga4half_6_en.tex,3194,23,7.17.1,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000241,components/sga4half_6_en.tex,3362,23,8.2.1,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000242,components/sga4half_7_en.tex,99,34,theorem i,other_positively_demonstrated_nonreference,,,final,"The detector crossed a word boundary into a following word such as 'is'/'in', or captured a generic anaphoric noun; the source contains no numbered locator at this occurrence."
CAND-000243,components/sga4half_7_en.tex,118,12,5.3,external_work_citation,,,final,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.
CAND-000244,components/sga4half_7_en.tex,164,48,5.2.11,external_work_citation,,,final,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.
CAND-000245,components/sga4half_7_en.tex,165,12,5.2.10,external_work_citation,,,final,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.
CAND-000246,components/sga4half_7_en.tex,236,26,5.4.3,external_work_citation,,,final,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.
CAND-000247,components/sga4half_7_en.tex,245,12,5.2.11,external_work_citation,,,final,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.
CAND-000248,components/sga4half_7_en.tex,491,44,Section 1,linked_internal_edge,REF-000766,TARGET-000632,final,The visible locator 'Section 1' identifies the declared local target VII:1; only an invisible hyperlink wrapper was inserted.
CAND-000249,components/sga4half_7_en.tex,623,50,1.1,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000250,components/sga4half_7_en.tex,646,12,2.3.1,external_work_citation,,,final,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.
CAND-000251,components/sga4half_7_en.tex,646,19,2.4.2,external_work_citation,,,final,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.
CAND-000252,components/sga4half_7_en.tex,783,18,2.2.3,external_work_citation,,,final,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.
CAND-000253,components/sga4half_7_en.tex,803,12,2.1.12,external_work_citation,,,final,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.
CAND-000254,components/sga4half_7_en.tex,803,20,2.4.2,external_work_citation,,,final,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.
CAND-000255,components/sga4half_7_en.tex,819,23,3.7.1,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000256,components/sga4half_7_en.tex,1054,40,3.1.7,external_work_citation,,,final,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.
CAND-000257,components/sga4half_7_en.tex,1072,35,2.1,external_work_citation,,,final,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.
CAND-000258,components/sga4half_7_en.tex,1106,15,6.15.5,external_work_citation,,,final,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.
CAND-000259,components/sga4half_7_en.tex,1106,23,18.6.11,external_work_citation,,,final,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.
CAND-000260,components/sga4half_7_en.tex,1106,32,18.8.16,external_work_citation,,,final,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.
CAND-000261,components/sga4half_7_en.tex,1193,11,6.1,external_work_citation,,,final,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.
CAND-000262,components/sga4half_7_en.tex,1199,44,5.1,external_work_citation,,,final,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.
CAND-000263,components/sga4half_7_en.tex,1208,16,2.1,external_work_citation,,,final,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.
CAND-000264,components/sga4half_7_en.tex,1217,42,2.4,external_work_citation,,,final,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.
CAND-000265,components/sga4half_7_en.tex,1223,12,5.5,external_work_citation,,,final,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.
CAND-000266,components/sga4half_7_en.tex,1234,55,3.7,external_work_citation,,,final,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.
CAND-000267,components/sga4half_7_en.tex,1237,23,5.1.3.1,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000268,components/sga4half_7_en.tex,1241,20,5.1.3.2,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000269,components/sga4half_7_en.tex,1264,7,3.1,external_work_citation,,,final,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.
CAND-000270,components/sga4half_7_en.tex,1277,7,3.2.13,external_work_citation,,,final,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.
CAND-000271,components/sga4half_7_en.tex,1297,23,5.2.1.1,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000272,components/sga4half_7_en.tex,1305,23,5.2.1.2,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000273,components/sga4half_7_en.tex,1310,23,5.2.1.3,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000274,components/sga4half_7_en.tex,1324,23,5.2.2.1,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000275,components/sga4half_7_en.tex,1329,23,5.2.2.2,structural_declaration,,,final,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge."
CAND-000276,components/sga4half_7_en.tex,1382,11,2.1,external_work_citation,,,final,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.
CAND-000277,components/sga4half_7_en.tex,1552,38,1.17,external_work_citation,,,final,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.
CAND-000278,components/sga4half_8_en.tex,37,26,0.2,external_work_citation,,,final,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.
CAND-000279,components/sga4half_8_en.tex,617,7,1.1,external_work_citation,,,final,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.
CAND-000280,components/sga4half_8_en.tex,862,1,proposition i,other_positively_demonstrated_nonreference,,,final,"The detector crossed a word boundary into a following word such as 'is'/'in', or captured a generic anaphoric noun; the source contains no numbered locator at this occurrence."
CAND-000281,components/sga4half_8_en.tex,921,14,0.5,typography_layout_geometry_value,,,final,"The token is a TeX page or xymatrix sizing value, not a mathematical or bibliographic locator."
CAND-000282,components/sga4half_8_en.tex,1018,14,0.5,typography_layout_geometry_value,,,final,"The token is a TeX page or xymatrix sizing value, not a mathematical or bibliographic locator."
CAND-000283,components/sga4half_8_en.tex,1034,14,0.5,typography_layout_geometry_value,,,final,"The token is a TeX page or xymatrix sizing value, not a mathematical or bibliographic locator."
CAND-000284,components/sga4half_8_en.tex,1044,19,proposition i,other_positively_demonstrated_nonreference,,,final,"The detector crossed a word boundary into a following word such as 'is'/'in', or captured a generic anaphoric noun; the source contains no numbered locator at this occurrence."
CAND-000285,components/sga4half_8_en.tex,1223,14,0.5,typography_layout_geometry_value,,,final,"The token is a TeX page or xymatrix sizing value, not a mathematical or bibliographic locator."
CAND-000286,components/sga4half_8_en.tex,1358,34,1.2,external_work_citation,,,final,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.
