candidate_id,source_file,source_line,source_column,candidate_text,candidate_reason,possible_kind,possible_number,line_text,disposition,status,final_class,target_id,edge_id,supersedes_disposition,rationale,cumulative_action
CAND-000079,components/sga4half_3_en.tex,883,23,4.3.1,bare_multilevel_number,,,\begin{equation*}\tag{4.3.1}\label{III:eq:4-3-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000080,components/sga4half_3_en.tex,887,23,4.3.2,bare_multilevel_number,,,\begin{equation*}\tag{4.3.2}\label{III:eq:4-3-2},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000081,components/sga4half_3_en.tex,907,23,4.4.1,bare_multilevel_number,,,\begin{equation*}\tag{4.4.1}\label{III:eq:4-4-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000082,components/sga4half_3_en.tex,924,23,4.4.2,bare_multilevel_number,,,\begin{equation*}\tag{4.4.2}\label{III:eq:4-4-2},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000083,components/sga4half_3_en.tex,939,23,4.4.3,bare_multilevel_number,,,\begin{equation*}\tag{4.4.3}\label{III:eq:4-4-3},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000084,components/sga4half_3_en.tex,945,49,formula i,named_number_text,,,$\bar\sG_x = i_x^*\bar\sG$. The Lefschetz trace formula in coherent,non_goal_backlog_needs_adjudication,final,other_positively_demonstrated_nonreference,,,non_goal_backlog_needs_adjudication,"The detector crossed a word boundary into a following word such as 'is'/'in', or captured a generic anaphoric noun; the source contains no numbered locator at this occurrence.",none
CAND-000085,components/sga4half_3_en.tex,948,23,4.4.4,bare_multilevel_number,,,\begin{equation*}\tag{4.4.4}\label{III:eq:4-4-4},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000086,components/sga4half_4_en.tex,232,23,1.2.1.1,bare_multilevel_number,,,\begin{equation*}\tag{1.2.1.1}\label{IV:eq:1-2-1-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000087,components/sga4half_4_en.tex,243,23,1.2.1.2,bare_multilevel_number,,,\begin{equation*}\tag{1.2.1.2}\label{IV:eq:1-2-1-2},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000088,components/sga4half_4_en.tex,258,23,1.2.2.1,bare_multilevel_number,,,\begin{equation*}\tag{1.2.2.1}\label{IV:eq:1-2-2-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000089,components/sga4half_4_en.tex,262,23,1.2.2.2,bare_multilevel_number,,,\begin{equation*}\tag{1.2.2.2}\label{IV:eq:1-2-2-2},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000090,components/sga4half_4_en.tex,266,23,1.2.2.3,bare_multilevel_number,,,\begin{equation*}\tag{1.2.2.3}\label{IV:eq:1-2-2-3},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000091,components/sga4half_4_en.tex,311,23,1.2.4.1,bare_multilevel_number,,,\begin{equation*}\tag{1.2.4.1}\label{IV:eq:1-2-4-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000092,components/sga4half_4_en.tex,357,23,1.2.5.1,bare_multilevel_number,,,\begin{equation*}\tag{1.2.5.1}\label{IV:eq:1-2-5-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000093,components/sga4half_4_en.tex,362,23,1.2.5.2,bare_multilevel_number,,,\begin{equation*}\tag{1.2.5.2}\label{IV:eq:1-2-5-2},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000094,components/sga4half_4_en.tex,394,17,1.1,bare_multilevel_number,,,"(cf. \cite[XVII 1.1]{sga4}). For each total ordering $a$ on $I$, we shall",non_goal_backlog_needs_adjudication,final,external_work_citation,,,non_goal_backlog_needs_adjudication,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.,resolve_against_global_volume_namespace
CAND-000095,components/sga4half_4_en.tex,413,17,Example 1,named_number_text,example,1,\subsubsection*{Example 1},non_goal_backlog_needs_adjudication,final,structural_declaration,TARGET-000791,,non_goal_backlog_needs_adjudication,This unnumbered Example 1 heading is a source-visible structural declaration.  A zero-content stable destination sga4half.e04.example.1-3-1 was added without changing the heading text.,none
CAND-000096,components/sga4half_4_en.tex,429,17,Example 2,named_number_text,example,2,\subsubsection*{Example 2},non_goal_backlog_needs_adjudication,final,structural_declaration,TARGET-000792,,non_goal_backlog_needs_adjudication,This unnumbered Example 2 heading is a source-visible structural declaration.  A zero-content stable destination sga4half.e04.example.1-3-2 was added without changing the heading text.,none
CAND-000097,components/sga4half_4_en.tex,443,17,Example 3,named_number_text,example,3,\subsubsection*{Example 3},non_goal_backlog_needs_adjudication,final,structural_declaration,TARGET-000793,,non_goal_backlog_needs_adjudication,This unnumbered Example 3 heading is a source-visible structural declaration.  A zero-content stable destination sga4half.e04.example.1-3-3 was added without changing the heading text.,none
CAND-000098,components/sga4half_4_en.tex,450,23,1.3.1,bare_multilevel_number,,,\begin{equation*}\tag{1.3.1}\label{IV:eq:1-3-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000099,components/sga4half_4_en.tex,457,23,1.3.2,bare_multilevel_number,,,\begin{equation*}\tag{1.3.2}\label{IV:eq:1-3-2},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000100,components/sga4half_4_en.tex,468,23,1.3.4,bare_multilevel_number,,,\begin{equation*}\tag{1.3.4}\label{IV:eq:1-3-4},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000101,components/sga4half_4_en.tex,473,23,1.3.5,bare_multilevel_number,,,\begin{equation*}\tag{1.3.5}\label{IV:eq:1-3-5},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000102,components/sga4half_4_en.tex,481,23,1.3.6,bare_multilevel_number,,,\begin{equation*}\tag{1.3.6}\label{IV:eq:1-3-6},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000103,components/sga4half_4_en.tex,534,23,2.1.1,bare_multilevel_number,,,\begin{equation*}\tag{2.1.1}\label{IV:eq:2-1-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000104,components/sga4half_4_en.tex,775,52,1.8,bare_multilevel_number,,,"The following semipurity results follow from \cite[1.8, 1.10, 1.15]{sga2}.",non_goal_backlog_needs_adjudication,final,external_work_citation,,,non_goal_backlog_needs_adjudication,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.,resolve_against_global_volume_namespace
CAND-000105,components/sga4half_4_en.tex,775,57,1.10,bare_multilevel_number,,,"The following semipurity results follow from \cite[1.8, 1.10, 1.15]{sga2}.",non_goal_backlog_needs_adjudication,final,external_work_citation,,,non_goal_backlog_needs_adjudication,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.,resolve_against_global_volume_namespace
CAND-000106,components/sga4half_4_en.tex,775,63,1.15,bare_multilevel_number,,,"The following semipurity results follow from \cite[1.8, 1.10, 1.15]{sga2}.",non_goal_backlog_needs_adjudication,final,external_work_citation,,,non_goal_backlog_needs_adjudication,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.,resolve_against_global_volume_namespace
CAND-000107,components/sga4half_4_en.tex,806,13,3.17,bare_multilevel_number,,,\cite[XVIII 3.17]{sga4}.,non_goal_backlog_needs_adjudication,final,external_work_citation,,,non_goal_backlog_needs_adjudication,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.,resolve_against_global_volume_namespace
CAND-000108,components/sga4half_4_en.tex,909,31,2.9,bare_multilevel_number,,,"$\leqslant d$. In \cite[XVIII 2.9]{sga4}, we defined a trace morphism",non_goal_backlog_needs_adjudication,final,external_work_citation,,,non_goal_backlog_needs_adjudication,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.,resolve_against_global_volume_namespace
CAND-000109,components/sga4half_4_en.tex,910,23,2.3.1.1,bare_multilevel_number,,,\begin{equation*}\tag{2.3.1.1}\label{IV:eq:2-3-1-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000110,components/sga4half_4_en.tex,916,23,2.1.3.2,bare_multilevel_number,,,\begin{equation*}\tag{2.1.3.2}\label{IV:eq:2-1-3-2},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000111,components/sga4half_4_en.tex,930,23,2.3.1.3,bare_multilevel_number,,,\begin{equation*}\tag{2.3.1.3}\label{IV:eq:2-3-1-3},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000112,components/sga4half_4_en.tex,1035,23,2.3.3.1,bare_multilevel_number,,,\begin{equation*}\tag{2.3.3.1}\label{IV:eq:2-3-3-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000113,components/sga4half_4_en.tex,1056,16,XVII.6.2.5,bare_multilevel_number,,,morphism \cite[XVII.6.2.5]{sga4}. Formation of the weighting $n(x)$ and of,non_goal_backlog_needs_adjudication,final,external_work_citation,,,non_goal_backlog_needs_adjudication,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.,resolve_against_global_volume_namespace
CAND-000114,components/sga4half_4_en.tex,1068,23,2.3.4,bare_multilevel_number,,,\begin{equation*}\tag{2.3.4}\label{IV:eq:2-3-4},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000115,components/sga4half_4_en.tex,1074,7,XVIII.2.9,bare_multilevel_number,,,\cite[XVIII.2.9]{sga4}.,non_goal_backlog_needs_adjudication,final,external_work_citation,,,non_goal_backlog_needs_adjudication,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.,resolve_against_global_volume_namespace
CAND-000116,components/sga4half_4_en.tex,1090,34,XVIII.2.9,bare_multilevel_number,,,$\tr_g=\tr_{g'}\tr_{g''}$ (\cite[XVIII.2.9]{sga4} Var 3) ensures the,non_goal_backlog_needs_adjudication,final,external_work_citation,,,non_goal_backlog_needs_adjudication,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.,resolve_against_global_volume_namespace
CAND-000117,components/sga4half_4_en.tex,1201,44,XVIII.2.12,bare_multilevel_number,,,The functorial properties of $\tr_g$ \cite[XVIII.2.12]{sga4} imply the,non_goal_backlog_needs_adjudication,final,external_work_citation,,,non_goal_backlog_needs_adjudication,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.,resolve_against_global_volume_namespace
CAND-000118,components/sga4half_4_en.tex,1204,14,0.5,bare_multilevel_number,,,\[\xymatrix@=0.5cm{,non_goal_backlog_needs_adjudication,final,typography_layout_geometry_value,,,non_goal_backlog_needs_adjudication,"The token is a TeX page or xymatrix sizing value, not a mathematical or bibliographic locator.",none
CAND-000119,components/sga4half_4_en.tex,1299,43,formula i,named_number_text,,,\section{Application: the Lefschetz trace formula in the proper smooth case}\label{IV:3},non_goal_backlog_needs_adjudication,final,other_positively_demonstrated_nonreference,,,non_goal_backlog_needs_adjudication,"The detector crossed a word boundary into a following word such as 'is'/'in', or captured a generic anaphoric noun; the source contains no numbered locator at this occurrence.",none
CAND-000120,components/sga4half_5_en.tex,7,24,I.5.1,bare_multilevel_number,,,"in dimension $1$ \cite[I.5.1]{sga5}, together with some computations of",non_goal_backlog_needs_adjudication,final,external_work_citation,,,non_goal_backlog_needs_adjudication,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.,resolve_against_global_volume_namespace
CAND-000121,components/sga4half_5_en.tex,54,23,1.2.1,bare_multilevel_number,,,\begin{equation*}\tag{1.2.1}\label{V:eq:1-2-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000122,components/sga4half_5_en.tex,117,14,0.7,bare_multilevel_number,,,\[\xymatrix@=0.7cm{,non_goal_backlog_needs_adjudication,final,typography_layout_geometry_value,,,non_goal_backlog_needs_adjudication,"The token is a TeX page or xymatrix sizing value, not a mathematical or bibliographic locator.",none
CAND-000123,components/sga4half_5_en.tex,176,23,2.1.1,bare_multilevel_number,,,\begin{equation*}\tag{2.1.1}\label{V:eq:2-1-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000124,components/sga4half_5_en.tex,193,23,2.2.1,bare_multilevel_number,,,\begin{equation*}\tag{2.2.1}\label{V:eq:2-2-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000125,components/sga4half_5_en.tex,246,41,2.5.1,bare_multilevel_number,,,\begin{equation*}\label{V:eq:2-5-1}\tag{2.5.1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000126,components/sga4half_5_en.tex,256,23,2.5.2,bare_multilevel_number,,,\begin{equation*}\tag{2.5.2}\label{V:eq:2-5-2},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000127,components/sga4half_5_en.tex,275,23,2.5.3,bare_multilevel_number,,,\begin{equation*}\tag{2.5.3}\label{V:eq:2-5-3},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000128,components/sga4half_5_en.tex,290,21,theorem i,named_number_text,,,"If $\sF=\dZ/n$, the theorem is true for $i=0$ and $2$. This expresses the",non_goal_backlog_needs_adjudication,final,other_positively_demonstrated_nonreference,,,non_goal_backlog_needs_adjudication,"The detector crossed a word boundary into a following word such as 'is'/'in', or captured a generic anaphoric noun; the source contains no numbered locator at this occurrence.",none
CAND-000129,components/sga4half_5_en.tex,413,23,3.2.1,bare_multilevel_number,,,\begin{equation*}\tag{3.2.1}\label{V:eq:3-2-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000130,components/sga4half_5_en.tex,428,23,3.2.2,bare_multilevel_number,,,\begin{equation*}\tag{3.2.2}\label{V:eq:3-2-2},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000131,components/sga4half_5_en.tex,474,23,3.2.3,bare_multilevel_number,,,\begin{equation*}\tag{3.2.3}\label{V:eq:3-2-3},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000132,components/sga4half_5_en.tex,534,23,3.4.1,bare_multilevel_number,,,\begin{equation*}\tag{3.4.1}\label{V:eq:3-4-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000133,components/sga4half_5_en.tex,544,23,3.4.2,bare_multilevel_number,,,\begin{equation*}\tag{3.4.2}\label{V:eq:3-4-2},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000134,components/sga4half_5_en.tex,605,41,3.1.10.3,bare_multilevel_number,,,\section{Compatibility with SGA 4 XVIII 3.1.10.3}\label{V:4},non_goal_backlog_needs_adjudication,final,external_work_citation,,,non_goal_backlog_needs_adjudication,The locator 3.1.10.3 belongs to the explicit SGA 4 XVIII citation in the local section title; it is not this section's own number.,none
CAND-000135,components/sga4half_6_en.tex,20,1,Section 3,named_number_text,section,3,"Section 3 presents, in cohomological language, Weil's results on sums in",non_goal_backlog_needs_adjudication,final,linked_internal_edge,TARGET-000501,REF-000763,non_goal_backlog_needs_adjudication,The visible locator 'Section 3' identifies the declared local target VI:3; only an invisible hyperlink wrapper was inserted.,none
CAND-000136,components/sga4half_6_en.tex,96,23,1.1.1,bare_multilevel_number,,,\begin{equation*}\tag{1.1.1}\label{VI:eq:1-1-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000137,components/sga4half_6_en.tex,129,23,1.2.1,bare_multilevel_number,,,\begin{equation*}\tag{1.2.1}\label{VI:eq:1-2-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000138,components/sga4half_6_en.tex,138,23,1.2.2,bare_multilevel_number,,,\begin{equation*}\tag{1.2.2}\label{VI:eq:1-2-2},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000139,components/sga4half_6_en.tex,150,23,1.2.3,bare_multilevel_number,,,\begin{equation*}\tag{1.2.3}\label{VI:eq:1-2-3},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000140,components/sga4half_6_en.tex,175,23,1.3.1,bare_multilevel_number,,,\begin{equation*}\tag{1.3.1}\label{VI:eq:1-3-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000141,components/sga4half_6_en.tex,210,23,1.4.1,bare_multilevel_number,,,\begin{equation*}\tag{1.4.1}\label{VI:eq:1-4-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000142,components/sga4half_6_en.tex,228,20,1.4.2,bare_multilevel_number,,,\begin{align*}\tag{1.4.2}\label{VI:eq:1-4-2},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000143,components/sga4half_6_en.tex,236,6,1.4.3,bare_multilevel_number,,,\tag{1.4.3}\label{VI:eq:1-4-3},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000144,components/sga4half_6_en.tex,256,23,1.5.1,bare_multilevel_number,,,\begin{equation*}\tag{1.5.1}\label{VI:eq:1-5-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000145,components/sga4half_6_en.tex,273,23,1.6.1,bare_multilevel_number,,,\begin{equation*}\tag{1.6.1}\label{VI:eq:1-6-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000146,components/sga4half_6_en.tex,289,23,1.6.2,bare_multilevel_number,,,\begin{equation*}\tag{1.6.2}\label{VI:eq:1-6-2},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000147,components/sga4half_6_en.tex,306,24,1.7.1,bare_multilevel_number,,,\begin{align*}\tag{1.7.1}\label{VI:eq:1-7-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000148,components/sga4half_6_en.tex,308,12,1.7.2,bare_multilevel_number,,,\tag{1.7.2}\label{VI:eq:1-7-2},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000149,components/sga4half_6_en.tex,314,27,1.7.3,bare_multilevel_number,,,\begin{equation*}\tag{1.7.3}\label{VI:eq:1-7-3},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000150,components/sga4half_6_en.tex,321,27,1.7.4,bare_multilevel_number,,,\begin{equation*}\tag{1.7.4}\label{VI:eq:1-7-4},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000151,components/sga4half_6_en.tex,327,27,1.7.5,bare_multilevel_number,,,\begin{equation*}\tag{1.7.5}\label{VI:eq:1-7-5},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000152,components/sga4half_6_en.tex,334,23,1.7.6,bare_multilevel_number,,,\begin{equation*}\tag{1.7.6}\label{VI:eq:1-7-6},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000153,components/sga4half_6_en.tex,342,23,1.7.7,bare_multilevel_number,,,\begin{equation*}\tag{1.7.7}\label{VI:eq:1-7-7},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000154,components/sga4half_6_en.tex,390,23,1.9.1,bare_multilevel_number,,,\begin{equation*}\tag{1.9.1}\label{VI:eq:1-9-1},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000155,components/sga4half_6_en.tex,394,23,1.9.2,bare_multilevel_number,,,\begin{equation*}\tag{1.9.2}\label{VI:eq:1-9-2},non_goal_backlog_needs_adjudication,final,structural_declaration,,,non_goal_backlog_needs_adjudication,"The token declares an equation/statement/section number on a line already carrying its structural label; it is a target declaration, not a reference edge.",none
CAND-000156,components/sga4half_6_en.tex,465,55,Section 8),named_number_text,section,8,"finite fields, and of certain homogeneous spaces (see Section 8).",non_goal_backlog_needs_adjudication,final,linked_internal_edge,TARGET-000626,REF-000764,non_goal_backlog_needs_adjudication,The visible locator 'Section 8' identifies the declared local target VI:8; only an invisible hyperlink wrapper was inserted.,none
CAND-000157,components/sga4half_6_en.tex,475,18,Section 2,named_number_text,section,2,will be given in Section 2. Since the cohomological statement is more,non_goal_backlog_needs_adjudication,final,linked_internal_edge,TARGET-000470,REF-000765,non_goal_backlog_needs_adjudication,The visible locator 'Section 2' identifies the declared local target VI:2; only an invisible hyperlink wrapper was inserted.,none
CAND-000158,components/sga4half_6_en.tex,514,55,5.2.2,bare_multilevel_number,,,know that the latter are algebraic integers \cite[XXI 5.2.2]{sga7}; hence,non_goal_backlog_needs_adjudication,final,external_work_citation,,,non_goal_backlog_needs_adjudication,The locator is inside a bibliographic citation to another work or SGA volume.  It remains visible in the standalone reader and is reserved for the cumulative cross-volume resolution pass where applicable.,resolve_against_global_volume_namespace
