target_id,label,target_kind,target_file,target_line,target_column,compiled_number,compiled_page,aux_resolved
TARGET-000296,III:eq:4-3-1,equation*,components/sga4half_3_en.tex,883,29,4.3.1,64,true
TARGET-000297,III:eq:4-3-2,equation*,components/sga4half_3_en.tex,887,29,4.3.2,64,true
TARGET-000298,III:4-1bis,theorem_,components/sga4half_3_en.tex,902,17,4.4,64,true
TARGET-000299,III:eq:4-4-1,equation*,components/sga4half_3_en.tex,907,29,4.4.1,64,true
TARGET-000300,III:eq:4-4-2,equation*,components/sga4half_3_en.tex,924,29,4.4.2,65,true
TARGET-000301,III:eq:4-4-3,equation*,components/sga4half_3_en.tex,939,29,4.4.3,65,true
TARGET-000302,III:eq:4-4-4,equation*,components/sga4half_3_en.tex,948,29,4.4.4,65,true
TARGET-000303,III:4-5,subsection,components/sga4half_3_en.tex,970,30,4.5,65,true
TARGET-000304,IV,chapter,components/sga4half_4_en.tex,3,55,4,67,true
TARGET-000305,IV:1,section,components/sga4half_4_en.tex,60,51,1,67,true
TARGET-000306,IV:1-1,subsection,components/sga4half_4_en.tex,74,52,1.1,68,true
TARGET-000307,IV:1-1-1,subsubsection,components/sga4half_4_en.tex,81,17,1.1.1,68,true
TARGET-000308,IV:1-1-2,subsubsection,components/sga4half_4_en.tex,96,17,1.1.2,68,true
TARGET-000309,IV:1-1-3,subsubsection,components/sga4half_4_en.tex,115,17,1.1.3,68,true
TARGET-000310,IV:1-1-4,subsubsection,components/sga4half_4_en.tex,139,17,1.1.4,68,true
TARGET-000311,IV:1-1-5,subsubsection,components/sga4half_4_en.tex,174,17,1.1.5,69,true
TARGET-000312,IV:1-1-6,subsubsection,components/sga4half_4_en.tex,200,17,1.1.6,69,true
TARGET-000313,IV:1-2,subsection,components/sga4half_4_en.tex,221,26,1.2,69,true
TARGET-000314,IV:1-2-1,subsubsection,components/sga4half_4_en.tex,227,17,1.2.1,69,true
TARGET-000315,IV:eq:1-2-1-1,equation*,components/sga4half_4_en.tex,232,31,1.2.1.1,69,true
TARGET-000316,IV:eq:1-2-1-2,equation*,components/sga4half_4_en.tex,243,31,1.2.1.2,69,true
TARGET-000317,IV:1-2-2,subsubsection,components/sga4half_4_en.tex,253,17,1.2.2,69,true
TARGET-000318,IV:eq:1-2-2-1,equation*,components/sga4half_4_en.tex,258,31,1.2.2.1,69,true
TARGET-000319,IV:eq:1-2-2-2,equation*,components/sga4half_4_en.tex,262,31,1.2.2.2,69,true
TARGET-000320,IV:eq:1-2-2-3,equation*,components/sga4half_4_en.tex,266,31,1.2.2.3,69,true
TARGET-000321,IV:1-2-3,subsubsection,components/sga4half_4_en.tex,275,17,1.2.3,70,true
TARGET-000322,IV:1-2-4,subsubsection,components/sga4half_4_en.tex,305,29,1.2.4,70,true
TARGET-000323,IV:eq:1-2-4-1,equation*,components/sga4half_4_en.tex,311,31,1.2.4.1,70,true
TARGET-000324,IV:1-2-5,subsubsection,components/sga4half_4_en.tex,340,21,1.2.5,70,true
TARGET-000325,IV:eq:1-2-5-1,equation*,components/sga4half_4_en.tex,357,31,1.2.5.1,70,true
TARGET-000326,IV:eq:1-2-5-2,equation*,components/sga4half_4_en.tex,362,31,1.2.5.2,71,true
TARGET-000327,IV:1-2-6,subsubsection,components/sga4half_4_en.tex,375,17,1.2.6,71,true
TARGET-000328,IV:1-3,subsection,components/sga4half_4_en.tex,389,29,1.3,71,true
TARGET-000329,IV:eq:1-3-1,equation*,components/sga4half_4_en.tex,450,29,1.3.1,71,true
TARGET-000330,IV:eq:1-3-2,equation*,components/sga4half_4_en.tex,457,29,1.3.2,72,true
TARGET-000331,IV:eq:1-3-4,equation*,components/sga4half_4_en.tex,468,29,1.3.4,72,true
TARGET-000332,IV:eq:1-3-5,equation*,components/sga4half_4_en.tex,473,29,1.3.5,72,true
TARGET-000333,IV:eq:1-3-6,equation*,components/sga4half_4_en.tex,481,29,1.3.6,72,true
TARGET-000334,IV:2,section,components/sga4half_4_en.tex,504,55,2,72,true
TARGET-000335,IV:2-1,subsection,components/sga4half_4_en.tex,515,36,2.1,72,true
TARGET-000336,IV:2-1-1,subsubsection,components/sga4half_4_en.tex,522,17,2.1.1,72,true
TARGET-000337,IV:eq:2-1-1,equation*,components/sga4half_4_en.tex,534,29,2.1.1,72,true
TARGET-000338,IV:2-1-2,definition,components/sga4half_4_en.tex,554,19,2.1.2,72,true
TARGET-000339,IV:2-1-3,subsubsection,components/sga4half_4_en.tex,566,17,2.1.3,72,true
TARGET-000340,IV:2-1-4,proposition,components/sga4half_4_en.tex,584,20,2.1.4,73,true
TARGET-000341,IV:2-1-5,theorem,components/sga4half_4_en.tex,609,43,2.1.5,73,true
TARGET-000342,IV:2-2,subsection,components/sga4half_4_en.tex,631,34,2.2,73,true
TARGET-000343,IV:2-2-1,subsubsection,components/sga4half_4_en.tex,638,17,2.2.1,73,true
TARGET-000344,IV:2-2-2,subsubsection,components/sga4half_4_en.tex,654,17,2.2.2,73,true
TARGET-000345,IV:2-2-3,lemma,components/sga4half_4_en.tex,688,14,2.2.3,74,true
TARGET-000346,IV:2-2-4,subsubsection,components/sga4half_4_en.tex,709,17,2.2.4,74,true
TARGET-000347,IV:2-2-5,subsubsection,components/sga4half_4_en.tex,720,17,2.2.5,74,true
TARGET-000348,IV:2-2-6,proposition,components/sga4half_4_en.tex,731,20,2.2.6,74,true
TARGET-000349,IV:2-2-7,subsubsection,components/sga4half_4_en.tex,768,30,2.2.7,74,true
TARGET-000350,IV:2-2-8,theorem,components/sga4half_4_en.tex,783,16,2.2.8,74,true
TARGET-000351,IV:2-2-9,subsubsection,components/sga4half_4_en.tex,829,17,2.2.9,75,true
TARGET-000352,IV:2-2-10,subsubsection,components/sga4half_4_en.tex,841,17,2.2.10,75,true
TARGET-000353,IV:2-2-11,subsubsection,components/sga4half_4_en.tex,859,17,2.2.11,75,true
TARGET-000354,IV:2-3,subsection,components/sga4half_4_en.tex,899,32,2.3,76,true
TARGET-000355,IV:2-3-1,subsubsection,components/sga4half_4_en.tex,906,17,2.3.1,76,true
TARGET-000356,IV:eq:2-3-1-1,equation*,components/sga4half_4_en.tex,910,31,2.3.1.1,76,true
TARGET-000357,IV:eq:2-1-3-2,equation*,components/sga4half_4_en.tex,916,31,2.1.3.2,76,true
TARGET-000358,IV:eq:2-3-1-3,equation*,components/sga4half_4_en.tex,930,31,2.3.1.3,76,true
TARGET-000359,IV:2-3-2,definition,components/sga4half_4_en.tex,986,19,2.3.2,77,true
TARGET-000360,IV:2-3-3,subsubsection,components/sga4half_4_en.tex,1012,17,2.3.3,77,true
TARGET-000361,IV:eq:2-3-3-1,equation*,components/sga4half_4_en.tex,1035,31,2.3.3.1,77,true
TARGET-000362,IV:2-3-4,subsubsection,components/sga4half_4_en.tex,1044,17,2.3.4,77,true
TARGET-000363,IV:eq:2-3-4,equation*,components/sga4half_4_en.tex,1068,29,2.3.4,78,true
TARGET-000364,IV:2-3-5,lemma,components/sga4half_4_en.tex,1081,14,2.3.5,78,true
TARGET-000365,IV:2-3-6,lemma,components/sga4half_4_en.tex,1108,14,2.3.6,78,true
TARGET-000366,IV:2-3-7,lemma,components/sga4half_4_en.tex,1130,14,2.3.7,78,true
TARGET-000367,IV:2-3-8,theorem,components/sga4half_4_en.tex,1141,16,2.3.8,79,true
TARGET-000368,IV:2-3-9,subsubsection,components/sga4half_4_en.tex,1252,23,2.3.9,80,true
TARGET-000369,IV:2-3-10,subsubsection,components/sga4half_4_en.tex,1268,23,2.3.10,80,true
TARGET-000370,IV:3,section,components/sga4half_4_en.tex,1299,77,3,80,true
TARGET-000371,IV:3-1,subsection,components/sga4half_4_en.tex,1306,14,3.1,80,true
TARGET-000372,IV:3-2,subsection,components/sga4half_4_en.tex,1321,14,3.2,80,true
TARGET-000373,IV:3-3,proposition_,components/sga4half_4_en.tex,1334,21,3.3,81,true
TARGET-000374,IV:3-4,subsection,components/sga4half_4_en.tex,1372,20,3.4,81,true
TARGET-000375,IV:3-5,subsection,components/sga4half_4_en.tex,1384,20,3.5,81,true
TARGET-000376,IV:3-6,proposition_,components/sga4half_4_en.tex,1397,21,3.6,81,true
TARGET-000377,IV:3-7,corollary_,components/sga4half_4_en.tex,1420,19,3.7,81,true
TARGET-000378,IV:3-8,corollary_,components/sga4half_4_en.tex,1435,19,3.8,82,true
TARGET-000379,IV:3-9,subsection,components/sga4half_4_en.tex,1463,20,3.9,82,true
TARGET-000380,V,chapter,components/sga4half_5_en.tex,3,18,5,83,true
TARGET-000381,V:1,section,components/sga4half_5_en.tex,19,63,1,83,true
TARGET-000382,V:1-1,subsection,components/sga4half_5_en.tex,22,14,1.1,83,true
TARGET-000383,V:1-2,subsection,components/sga4half_5_en.tex,41,14,1.2,83,true
TARGET-000384,V:eq:1-2-1,equation*,components/sga4half_5_en.tex,54,29,1.2.1,84,true
TARGET-000385,V:1-3,theorem_,components/sga4half_5_en.tex,72,17,1.3,84,true
TARGET-000386,V:1-4,theorem_,components/sga4half_5_en.tex,145,17,1.4,85,true
TARGET-000387,V:2,section,components/sga4half_5_en.tex,156,55,2,85,true
TARGET-000388,V:2-1,subsection,components/sga4half_5_en.tex,159,14,2.1,85,true
TARGET-000389,V:eq:2-1-1,equation*,components/sga4half_5_en.tex,176,29,2.1.1,85,true
TARGET-000390,V:2-2,theorem_,components/sga4half_5_en.tex,191,17,2.2,85,true
TARGET-000391,V:eq:2-2-1,equation*,components/sga4half_5_en.tex,193,29,2.2.1,85,true
TARGET-000392,V:2-3,lemma_,components/sga4half_5_en.tex,202,15,2.3,85,true
TARGET-000393,V:2-4,corollary_,components/sga4half_5_en.tex,219,19,2.4,85,true
TARGET-000394,V:2-5,subsection,components/sga4half_5_en.tex,235,14,2.5,86,true
TARGET-000395,V:eq:2-5-1,equation*,components/sga4half_5_en.tex,246,18,2.5.1,86,true
TARGET-000396,V:eq:2-5-2,equation*,components/sga4half_5_en.tex,256,29,2.5.2,86,true
TARGET-000397,V:eq:2-5-3,equation*,components/sga4half_5_en.tex,275,29,2.5.3,86,true
TARGET-000398,V:3,section,components/sga4half_5_en.tex,340,38,3,87,true
TARGET-000399,V:3-1,subsection,components/sga4half_5_en.tex,346,14,3.1,87,true
TARGET-000400,V:3-2,proposition_,components/sga4half_5_en.tex,392,21,3.2,87,true
TARGET-000401,V:eq:3-2-1,equation*,components/sga4half_5_en.tex,413,29,3.2.1,87,true
TARGET-000402,V:eq:3-2-2,equation*,components/sga4half_5_en.tex,428,29,3.2.2,88,true
TARGET-000403,V:eq:3-2-3,equation*,components/sga4half_5_en.tex,474,29,3.2.3,88,true
TARGET-000404,V:3-3,subsection,components/sga4half_5_en.tex,520,14,3.3,89,true
TARGET-000405,V:3-4,proposition_,components/sga4half_5_en.tex,529,21,3.4,89,true
TARGET-000406,V:eq:3-4-1,equation*,components/sga4half_5_en.tex,534,29,3.4.1,89,true
TARGET-000407,V:eq:3-4-2,equation*,components/sga4half_5_en.tex,544,29,3.4.2,89,true
TARGET-000408,V:4,section,components/sga4half_5_en.tex,605,50,4,90,true
TARGET-000409,VI,chapter,components/sga4half_6_en.tex,3,66,6,91,true
TARGET-000410,VI:0,section,components/sga4half_6_en.tex,38,21,6,91,true
TARGET-000411,VI:0-1,subsection,components/sga4half_6_en.tex,44,14,0.1,91,true
TARGET-000412,VI:0-2,subsection,components/sga4half_6_en.tex,57,14,0.2,91,true
TARGET-000413,VI:0-3,subsection,components/sga4half_6_en.tex,68,14,0.3,91,true
TARGET-000414,VI:1,section,components/sga4half_6_en.tex,85,21,1,92,true
TARGET-000415,VI:1-1,subsection,components/sga4half_6_en.tex,91,14,1.1,92,true
TARGET-000416,VI:eq:1-1-1,equation*,components/sga4half_6_en.tex,96,29,1.1.1,92,true
TARGET-000417,VI:1-2,subsection,components/sga4half_6_en.tex,119,14,1.2,92,true
TARGET-000418,VI:eq:1-2-1,equation*,components/sga4half_6_en.tex,129,29,1.2.1,92,true
TARGET-000419,VI:eq:1-2-2,equation*,components/sga4half_6_en.tex,138,29,1.2.2,92,true
TARGET-000420,VI:eq:1-2-3,equation*,components/sga4half_6_en.tex,150,29,1.2.3,92,true
TARGET-000421,VI:1-3,subsection,components/sga4half_6_en.tex,159,14,1.3,92,true
TARGET-000422,VI:eq:1-3-1,equation*,components/sga4half_6_en.tex,175,29,1.3.1,93,true
TARGET-000423,VI:1-4,subsection,components/sga4half_6_en.tex,199,29,1.4,93,true
TARGET-000424,VI:eq:1-4-1,equation*,components/sga4half_6_en.tex,210,29,1.4.1,93,true
TARGET-000425,VI:eq:1-4-2,align*,components/sga4half_6_en.tex,228,26,1.4.2,93,true
TARGET-000426,VI:eq:1-4-3,align*,components/sga4half_6_en.tex,236,12,1.4.3,93,true
TARGET-000427,VI:1-5,subsection,components/sga4half_6_en.tex,250,14,1.5,93,true
TARGET-000428,VI:eq:1-5-1,equation*,components/sga4half_6_en.tex,256,29,1.5.1,93,true
TARGET-000429,VI:1-6,subsection,components/sga4half_6_en.tex,264,14,1.6,94,true
TARGET-000430,VI:eq:1-6-1,equation*,components/sga4half_6_en.tex,273,29,1.6.1,94,true
TARGET-000431,VI:eq:1-6-2,equation*,components/sga4half_6_en.tex,289,29,1.6.2,94,true
TARGET-000432,VI:1-7,definition_,components/sga4half_6_en.tex,297,20,1.7,94,true
TARGET-000433,VI:eq:1-7-1,align*,components/sga4half_6_en.tex,306,30,1.7.1,94,true
TARGET-000434,VI:eq:1-7-2,align*,components/sga4half_6_en.tex,308,18,1.7.2,94,true
TARGET-000435,VI:eq:1-7-3,equation*,components/sga4half_6_en.tex,314,33,1.7.3,94,true
TARGET-000436,VI:eq:1-7-4,equation*,components/sga4half_6_en.tex,321,33,1.7.4,94,true
TARGET-000437,VI:eq:1-7-5,equation*,components/sga4half_6_en.tex,327,33,1.7.5,94,true
TARGET-000438,VI:eq:1-7-6,equation*,components/sga4half_6_en.tex,334,29,1.7.6,94,true
TARGET-000439,VI:eq:1-7-7,equation*,components/sga4half_6_en.tex,342,29,1.7.7,94,true
TARGET-000440,VI:1-8,subsection,components/sga4half_6_en.tex,350,32,1.8,95,true
TARGET-000441,VI:1-9,theorem_,components/sga4half_6_en.tex,386,17,1.9,95,true
TARGET-000442,VI:eq:1-9-1,equation*,components/sga4half_6_en.tex,390,29,1.9.1,95,true
TARGET-000443,VI:eq:1-9-2,equation*,components/sga4half_6_en.tex,394,29,1.9.2,95,true
TARGET-000444,VI:1-9-3,subsubsection,components/sga4half_6_en.tex,404,23,1.9.3,95,true
TARGET-000445,VI:1-9-4,subsubsection,components/sga4half_6_en.tex,416,23,1.9.4,95,true
TARGET-000446,VI:1-10,subsection,components/sga4half_6_en.tex,430,21,1.10,96,true
TARGET-000447,VI:1-11,subsection,components/sga4half_6_en.tex,461,14,1.11,96,true
TARGET-000448,VI:1-12,subsection,components/sga4half_6_en.tex,471,14,1.12,96,true
TARGET-000449,VI:1-13,theorem_,components/sga4half_6_en.tex,481,26,1.13,96,true
TARGET-000450,VI:eq:*,equation*,components/sga4half_6_en.tex,516,27,$*$,97,true
TARGET-000451,VI:eq:**,equation*,components/sga4half_6_en.tex,528,28,$**$,97,true
TARGET-000452,VI:1-14,subsection,components/sga4half_6_en.tex,541,14,1.14,97,true
TARGET-000453,VI:eq:1-14-1,equation*,components/sga4half_6_en.tex,550,30,1.14.1,97,true
TARGET-000454,VI:1-15,theorem_,components/sga4half_6_en.tex,558,34,1.15,97,true
TARGET-000455,VI:eq:1-15-1,equation*,components/sga4half_6_en.tex,560,30,1.15.1,97,true
TARGET-000456,VI:1-16,subsection,components/sga4half_6_en.tex,586,14,1.16,97,true
TARGET-000457,VI:1-17,theorem_,components/sga4half_6_en.tex,599,17,1.17,97,true
TARGET-000458,VI:eq:1-17-1,equation*,components/sga4half_6_en.tex,609,30,1.17.1,98,true
TARGET-000459,VI:1-18,subsection,components/sga4half_6_en.tex,617,21,1.18,98,true
TARGET-000460,VI:1-19,proposition_,components/sga4half_6_en.tex,673,21,1.19,98,true
TARGET-000461,VI:1-19-1,subsubsection,components/sga4half_6_en.tex,710,24,1.19.1,99,true
TARGET-000462,VI:1-20,proposition_,components/sga4half_6_en.tex,721,21,1.20,99,true
TARGET-000463,VI:1-21,subsection,components/sga4half_6_en.tex,748,20,1.21,99,true
TARGET-000464,VI:1-22,subsection,components/sga4half_6_en.tex,765,14,1.22,100,true
TARGET-000465,VI:1-23,subsection,components/sga4half_6_en.tex,784,14,1.23,100,true
TARGET-000466,VI:eq:1-23-1,equation*,components/sga4half_6_en.tex,798,30,1.23.1,100,true
TARGET-000467,VI:1-24,lemma_,components/sga4half_6_en.tex,805,15,1.24,100,true
TARGET-000468,VI:1-25,subsection,components/sga4half_6_en.tex,839,14,1.25,100,true
TARGET-000469,VI:1-26,subsection,components/sga4half_6_en.tex,851,24,1.26,101,true
TARGET-000470,VI:2,section,components/sga4half_6_en.tex,868,21,2,101,true
TARGET-000471,VI:2-1,subsection,components/sga4half_6_en.tex,880,14,2.1,101,true
TARGET-000472,VI:2-1*,theorem*,components/sga4half_6_en.tex,891,23,2.1,101,true
TARGET-000473,VI:2-2,subsection,components/sga4half_6_en.tex,902,14,2.2,101,true
TARGET-000474,VI:2-3,subsection,components/sga4half_6_en.tex,923,14,2.3,101,true
TARGET-000475,VI:eq:2-3-1,equation*,components/sga4half_6_en.tex,927,29,2.3.1,101,true
TARGET-000476,VI:2-3*,subsection,components/sga4half_6_en.tex,935,19,2.3,101,true
TARGET-000477,VI:eq:2-3-1*,align*,components/sga4half_6_en.tex,940,27,2.3.1*,101,true
TARGET-000478,VI:eq:1,align*,components/sga4half_6_en.tex,961,26,1,102,true
TARGET-000479,VI:eq:2_q,align*,components/sga4half_6_en.tex,965,30,2$_q$,102,true
TARGET-000480,VI:eq:2,align*,components/sga4half_6_en.tex,980,22,2,102,true
TARGET-000481,VI:2-4,subsection,components/sga4half_6_en.tex,993,14,2.4,102,true
TARGET-000482,VI:eq:2-4-1,align*,components/sga4half_6_en.tex,998,26,2.4.1,102,true
TARGET-000483,VI:2-4*,subsection,components/sga4half_6_en.tex,1006,19,2.4,102,true
TARGET-000484,VI:eq:2-4-1*,align*,components/sga4half_6_en.tex,1014,27,2.4.1*,102,true
TARGET-000485,VI:2-5,subsection,components/sga4half_6_en.tex,1027,14,2.5,103,true
TARGET-000486,VI:2-5-1,align*,components/sga4half_6_en.tex,1031,26,2.5.1,103,true
TARGET-000487,VI:2-5*,subsection,components/sga4half_6_en.tex,1039,19,2.5,103,true
TARGET-000488,VI:eq:2-5-1*,align*,components/sga4half_6_en.tex,1044,27,2.5.1*,103,true
TARGET-000489,VI:eq:2-5-2*,align*,components/sga4half_6_en.tex,1058,27,2.5.2*,103,true
TARGET-000490,VI:2-6,subsection,components/sga4half_6_en.tex,1066,14,2.6,103,true
TARGET-000491,VI:eq:2-6-1,align*,components/sga4half_6_en.tex,1071,26,2.6.1,103,true
TARGET-000492,VI:2-6*,subsection,components/sga4half_6_en.tex,1079,19,2.6,103,true
TARGET-000493,VI:eq:2-6-1*,align*,components/sga4half_6_en.tex,1086,27,2.6.1*,103,true
TARGET-000494,VI:eq:2-6-2*,align*,components/sga4half_6_en.tex,1088,15,2.6.2*,103,true
TARGET-000495,VI:2-7,subsection,components/sga4half_6_en.tex,1099,14,2.7,103,true
TARGET-000496,VI:eq:2-7-1,align*,components/sga4half_6_en.tex,1103,26,2.7.1,103,true
TARGET-000497,VI:2-7*,theorem*,components/sga4half_6_en.tex,1118,23,2.7,104,true
TARGET-000498,VI:eq:2-7-1*,align*,components/sga4half_6_en.tex,1121,27,2.7.1*,104,true
TARGET-000499,VI:2-8,lemma_,components/sga4half_6_en.tex,1145,15,2.8,104,true
TARGET-000500,VI:2-9,subsection,components/sga4half_6_en.tex,1174,20,2.9,104,true
TARGET-000501,VI:3,section,components/sga4half_6_en.tex,1189,31,3,104,true
TARGET-000502,VI:3-1,subsection,components/sga4half_6_en.tex,1195,14,3.1,104,true
TARGET-000503,VI:3-2,subsection,components/sga4half_6_en.tex,1211,14,3.2,105,true
TARGET-000504,VI:eq:3-2-1,align*,components/sga4half_6_en.tex,1231,26,3.2.1,105,true
TARGET-000505,VI:3-3,subsection,components/sga4half_6_en.tex,1240,14,3.3,105,true
TARGET-000506,VI:3-4,subsection,components/sga4half_6_en.tex,1251,14,3.4,105,true
TARGET-000507,VI:3-5_,subsection,components/sga4half_6_en.tex,1264,18,3.4,105,true
TARGET-000508,VI:3-5,subsection,components/sga4half_6_en.tex,1282,21,3.5,105,true
TARGET-000509,VI:eq:3-5-1,equation*,components/sga4half_6_en.tex,1302,33,3.5.1,106,true
TARGET-000510,VI:eq:3-5-2,equation*,components/sga4half_6_en.tex,1311,29,3.5.2,106,true
TARGET-000511,VI:eq:3-5-3,equation*,components/sga4half_6_en.tex,1319,29,3.5.3,106,true
TARGET-000512,VI:eq:3-5-4,equation*,components/sga4half_6_en.tex,1338,29,3.5.4,106,true
TARGET-000513,VI:eq:3-5-5,equation*,components/sga4half_6_en.tex,1354,29,3.5.5,106,true
TARGET-000514,VI:3-6,subsection,components/sga4half_6_en.tex,1366,14,3.6,107,true
TARGET-000515,VI:3-7,subsection,components/sga4half_6_en.tex,1401,21,3.7,107,true
TARGET-000516,VI:3-8,proposition_,components/sga4half_6_en.tex,1419,21,3.8,107,true
TARGET-000517,VI:3-9,lemma_,components/sga4half_6_en.tex,1436,15,3.9,107,true
TARGET-000518,VI:4,section,components/sga4half_6_en.tex,1515,32,4,109,true
TARGET-000519,VI:4-1,subsection,components/sga4half_6_en.tex,1521,14,4.1,109,true
TARGET-000520,VI:eq:4-1-1,equation*,components/sga4half_6_en.tex,1526,29,4.1.1,109,true
TARGET-000521,VI:4-2,proposition_,components/sga4half_6_en.tex,1535,21,4.2,109,true
TARGET-000522,VI:4-3,proposition_,components/sga4half_6_en.tex,1560,21,4.3,109,true
TARGET-000523,VI:4-4,subsection,components/sga4half_6_en.tex,1588,20,4.4,109,true
TARGET-000524,VI:4-5,subsection,components/sga4half_6_en.tex,1601,14,4.5,110,true
TARGET-000525,VI:eq:4-5-1,equation*,components/sga4half_6_en.tex,1607,29,4.5.1,110,true
TARGET-000526,VI:eq:4-5-2,equation*,components/sga4half_6_en.tex,1615,29,4.5.2,110,true
TARGET-000527,VI:eq:4-5-3,equation*,components/sga4half_6_en.tex,1621,29,4.5.3,110,true
TARGET-000528,VI:4-6,subsection,components/sga4half_6_en.tex,1637,14,4.6,110,true
TARGET-000529,VI:eq:4-6-1,equation*,components/sga4half_6_en.tex,1661,33,4.6.1,110,true
TARGET-000530,VI:4-7,subsection,components/sga4half_6_en.tex,1695,31,4.7,111,true
TARGET-000531,VI:4-8,subsection,components/sga4half_6_en.tex,1733,14,4.8,111,true
TARGET-000532,VI:eq:4-8-1,equation*,components/sga4half_6_en.tex,1743,29,4.8.1,111,true
TARGET-000533,VI:4-9,lemma_,components/sga4half_6_en.tex,1761,15,4.9,111,true
TARGET-000534,VI:4-10,proposition_,components/sga4half_6_en.tex,1818,21,4.10,112,true
TARGET-000535,VI:4-11,proposition_,components/sga4half_6_en.tex,1839,21,4.11,112,true
TARGET-000536,VI:4-12,subsection,components/sga4half_6_en.tex,1860,14,4.12,112,true
TARGET-000537,VI:eq:4-12-1,equation*,components/sga4half_6_en.tex,1880,30,4.12.1,112,true
TARGET-000538,VI:eq:4-12-2,equation*,components/sga4half_6_en.tex,1895,30,4.12.2,113,true
TARGET-000539,VI:4-13,lemma_,components/sga4half_6_en.tex,1909,15,4.13,113,true
TARGET-000540,VI:4-14,subsection,components/sga4half_6_en.tex,1938,14,4.14,113,true
TARGET-000541,VI:eq:4-14-1,equation*,components/sga4half_6_en.tex,1943,30,4.14.1,113,true
TARGET-000542,VI:4-15,proposition_,components/sga4half_6_en.tex,1953,21,4.15,113,true
TARGET-000543,VI:eq:4-15-1,equation*,components/sga4half_6_en.tex,1962,30,4.15.1,113,true
TARGET-000544,VI:4-16,proposition_,components/sga4half_6_en.tex,1994,21,4.16,114,true
TARGET-000545,VI:4-17,proposition_,components/sga4half_6_en.tex,2012,21,4.17,114,true
TARGET-000546,VI:eq:4-17-1,equation*,components/sga4half_6_en.tex,2023,30,4.17.1,114,true
TARGET-000547,VI:eq:4-17-2,equation*,components/sga4half_6_en.tex,2030,30,4.17.2,114,true
TARGET-000548,VI:eq:4-17-3,equation*,components/sga4half_6_en.tex,2044,30,4.17.3,115,true
TARGET-000549,VI:eq:4-17-4,equation*,components/sga4half_6_en.tex,2058,30,4.17.4,115,true
TARGET-000550,VI:eq:4-17-5,align,components/sga4half_6_en.tex,2071,15,4.17.5,115,true
TARGET-000551,VI:eq:4-17-6,equation*,components/sga4half_6_en.tex,2080,30,4.17.6,115,true
TARGET-000552,VI:4-18,subsection,components/sga4half_6_en.tex,2093,14,4.18,115,true
TARGET-000553,VI:4-19,subsection,components/sga4half_6_en.tex,2108,14,4.19,115,true
TARGET-000554,VI:4-20,proposition_,components/sga4half_6_en.tex,2121,21,4.20,115,true
TARGET-000555,VI:5,section,components/sga4half_6_en.tex,2156,27,5,116,true
TARGET-000556,VI:5-1,subsection,components/sga4half_6_en.tex,2162,14,5.1,116,true
TARGET-000557,VI:5-2,subsection,components/sga4half_6_en.tex,2220,14,5.2,116,true
TARGET-000558,VI:5-3,subsection,components/sga4half_6_en.tex,2235,14,5.3,117,true
TARGET-000559,VI:eq:5-3-1,equation*,components/sga4half_6_en.tex,2245,27,$*$,117,true
TARGET-000560,VI:5-4,subsection,components/sga4half_6_en.tex,2263,20,5.4,117,true
TARGET-000561,VI:5-5,subsection,components/sga4half_6_en.tex,2277,14,5.5,117,true
TARGET-000562,VI:5-6,subsection,components/sga4half_6_en.tex,2304,14,5.6,117,true
TARGET-000563,VI:eq:5-6-1,equation*,components/sga4half_6_en.tex,2309,29,5.6.1,117,true
TARGET-000564,VI:5-7,subsection,components/sga4half_6_en.tex,2325,14,5.7,118,true
TARGET-000565,VI:5-8,theorem_,components/sga4half_6_en.tex,2337,32,5.8,118,true
TARGET-000566,VI:5-9,subsection,components/sga4half_6_en.tex,2358,14,5.9,118,true
TARGET-000567,VI:5-10,theorem_,components/sga4half_6_en.tex,2371,17,5.10,118,true
TARGET-000568,VI:6,section,components/sga4half_6_en.tex,2433,50,6,119,true
TARGET-000569,VI:6-1,subsection,components/sga4half_6_en.tex,2472,14,6.1,119,true
TARGET-000570,VI:6-2,subsection,components/sga4half_6_en.tex,2504,14,6.2,119,true
TARGET-000571,VI:6-3,subsection,components/sga4half_6_en.tex,2528,14,6.3,120,true
TARGET-000572,VI:6-4,proposition_,components/sga4half_6_en.tex,2568,21,6.4,120,true
TARGET-000573,VI:6-5,theorem_,components/sga4half_6_en.tex,2585,17,6.5,120,true
TARGET-000574,VI:6-6,subsection,components/sga4half_6_en.tex,2598,14,6.6,120,true
TARGET-000575,VI:6-7,subsection,components/sga4half_6_en.tex,2614,14,6.7,120,true
TARGET-000576,VI:6-8,subsection,components/sga4half_6_en.tex,2636,14,6.8,121,true
TARGET-000577,VI:eq:6-8-1,equation*,components/sga4half_6_en.tex,2648,29,6.8.1,121,true
TARGET-000578,VI:6-9,subsection,components/sga4half_6_en.tex,2657,14,6.9,121,true
TARGET-000579,VI:6-10,proposition_,components/sga4half_6_en.tex,2684,21,6.10,121,true
TARGET-000580,VI:6-11,theorem_,components/sga4half_6_en.tex,2698,17,6.11,121,true
TARGET-000581,VI:6-12,lemma_,components/sga4half_6_en.tex,2712,15,6.12,121,true
TARGET-000582,VI:7,section,components/sga4half_6_en.tex,2742,39,7,122,true
TARGET-000583,VI:7-1,subsection,components/sga4half_6_en.tex,2748,14,7.1,122,true
