comparison_id,record_revision,supersedes,component_id,source_unit_record_id,evidence_class,authority_role,object_type,source_tex_lines,printed_volume_pages,physical_source_pdf_pages,recomposed_running_pages,source_locator,target_locator,critical_controls,external_candidate_delta,decision,result,status,confidence,adverse_or_choice,rejected_alternative,continuation_cursor,review_state,closure_id
SGA2-V-CUM-CMP-0038,1,,SGA2-V-C02,SGA2-V1COMP-CMP-021,formula_symbol_note_structure_comparison,corrected_french_tex_plus_direct_compiled_pdf,corrected_sign,1859-1860,64,56-57,48-49,g d2 equals exponent sisi j+1 or j d3 g,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 204-302; component SGA2-V-C02; inherited locator: first cycle identity,corrected exponent j,old j+1 rejected,use j,pass,production_draft_self_audit_pass,high,old j+1 rejected,old branch j+1,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0039,1,,SGA2-V-C02,SGA2-V1COMP-CMP-022,formula_symbol_note_structure_comparison,corrected_french_tex_plus_direct_compiled_pdf,corrected_sign,1861-1862,64,56-57,48-49,d2 h equals exponent sisi i+1 or i h d1,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 204-302; component SGA2-V-C02; inherited locator: second cycle identity,corrected exponent i,old i+1 rejected,use i,pass,production_draft_self_audit_pass,high,old i+1 rejected,old branch i+1,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0040,1,,SGA2-V-C02,SGA2-V1COMP-CMP-023,formula_symbol_note_structure_comparison,corrected_french_tex_plus_direct_compiled_pdf,corrected_sign_formula,1863-1865,64,56-57,48-49,d of g h-prime plus exponent sisi i or i+1 g-prime h,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 204-302; component SGA2-V-C02; inherited locator: final differential primitive,corrected exponent i+1 parentheses order,old i rejected,use i+1,pass,production_draft_self_audit_pass,high,old i rejected,old branch i,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0041,1,,SGA2-V-C02,SGA2-V1COMP-CMP-024,formula_symbol_note_structure_comparison,corrected_french_tex_plus_direct_compiled_pdf,proof_boundary,1866,64,56-57,48-49,ce qui termine la demonstration,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 204-302; component SGA2-V-C02; inherited locator: which completes the proof,explicit close sentence,none,retain proof close,pass,production_draft_self_audit_pass,high,none,drop boundary,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0042,1,,SGA2-V-C02,SGA2-V1COMP-CMP-025,formula_symbol_note_structure_comparison,corrected_french_tex_plus_direct_compiled_pdf,formula,1868-1870,64,56-57,48-49,Ext degree i N M to Hom of Ext degree j M P and Ext degree i+j N P,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 204-302; component SGA2-V-C02; inherited locator: equation1.5,all arguments degrees arrow tag,none,reproduce exactly,pass,production_draft_self_audit_pass,high,none,swap N and M,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0043,1,,SGA2-V-C02,SGA2-V1COMP-CMP-026,formula_symbol_note_structure_comparison,corrected_french_tex_plus_direct_compiled_pdf,symbol_consistency,1822-1835,62-63,56-57,48-49,under-tilded H at equations8 11 and1.4,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 204-302; component SGA2-V-C02; inherited locator: UH macro at all controlled loci,symbol geometry,candidate flattening rejected,use one explicit macro consistently,pass,production_draft_self_audit_pass,high,candidate flattening rejected,ordinary H,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0044,1,,SGA2-V-C02,SGA2-V1COMP-CMP-027,formula_symbol_note_structure_comparison,corrected_french_tex_plus_direct_compiled_pdf,page_marker,1814,62,56-57,48-49,scope starts within original page62,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 204-302; component SGA2-V-C02; inherited locator: margin locator62 at first target sentence,bounded-unit continuity,same physical page as predecessor is disclosed,repeat locator62 at unit start,pass,production_draft_self_audit_pass,high,same physical page as predecessor is disclosed,omit shared-page locator,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0045,1,,SGA2-V-C02,SGA2-V1COMP-CMP-028,formula_symbol_note_structure_comparison,corrected_french_tex_plus_direct_compiled_pdf,structural_boundary,1870-1872,64,56-57,48-49,line1871 blank and section2 starts line1872,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 204-302; component SGA2-V-C02; inherited locator: target ends after equation1.5,exact continuation cursor,none,exclude section2,pass,production_draft_self_audit_pass,high,none,translate beyond assigned boundary,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0046,1,,SGA2-V-C02,SGA2-V1COMP-CMP-029,formula_symbol_note_structure_comparison,corrected_french_tex_plus_direct_compiled_pdf_independently_audited,formula_source_anomaly_disclosure,1823-1825,62,56-57,48-49,Ext of R(M-prime) R(N) to Ext of R(M-double-prime) R(N),SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 204-302; component SGA2-V-C02; inherited locator: equation9 plus precise source note,literal TeX and direct-page agreement; all three resolution arguments named correctly,mathematical anomaly remains open,preserve literal formula and correct only the imprecise disclosure,controlled_open,bounded_independent_review_passed_not_cumulative_not_release_ready,high,mathematical anomaly remains open,silent module-argument emendation or claim that R(M-prime) occurs in both terms,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0047,1,,SGA2-V-C02,SGA2-V1COMP-CMP-030,formula_symbol_note_structure_comparison,corrected_french_tex_plus_direct_compiled_pdf_independently_audited,independent_full_scope_review,1814-1870,62-64,56-57,48-49,French lines1814-1870 with fresh direct pages56-57,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 204-302; component SGA2-V-C02; inherited locator: final TeX PDF and all target renders,every sentence display sign symbol note tag node arrow label locator and proof boundary,equation9 scholarly question and raw-log privacy remain controlled open,accept mathematical body and precise disclosure after independent rebuild and render,pass,bounded_independent_review_passed_not_cumulative_not_release_ready,high,equation9 scholarly question and raw-log privacy remain controlled open,claim cumulative source certification or public readiness,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0048,1,,SGA2-V-C03,SGA2-V2-CMP-001,source_formula_symbol_note_structure,corrected_french_tex_plus_direct_compiled_pdf,section_heading,1872,64,58,50,French line1872; printed64; physical58; running50,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 306-357; component SGA2-V-C03; inherited locator: section 2 heading,section number local duality regular local ring,sentence-case heading follows current English SGA2 line,preserve hierarchy and meaning,pass,independent_source_formula_structure_review_passed,high,sentence-case heading follows current English SGA2 line,title-case inconsistency,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0049,1,,SGA2-V-C03,SGA2-V2-CMP-002,source_formula_symbol_note_structure,corrected_french_tex_plus_direct_compiled_pdf,local_cohomology_definition,1876,64,58,50,French line1876; printed64; physical58,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 306-357; component SGA2-V-C03; inherited locator: displayed H definition,H^i H^i_m direct limit k Ext degree i quotient m^k arguments,source inline formula reflowed as display,preserve mathematical content with display-only reflow,pass,independent_source_formula_structure_review_passed,high,source inline formula reflowed as display,candidate lim-to construct,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0050,1,,SGA2-V-C03,SGA2-V2-CMP-003,source_formula_symbol_note_structure,corrected_french_tex_plus_direct_compiled_pdf,dependency_and_specialization,1876,64,58,50,French line1876; printed64; physical58,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 306-357; component SGA2-V-C03; inherited locator: dualizing setup,I=H^r(A) D N=A/m^k P=A delta-functors in M,none,retain every dependency and substitution,pass,independent_source_formula_structure_review_passed,high,none,omit prior-equation dependency,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0051,1,,SGA2-V-C03,SGA2-V2-CMP-004,source_formula_symbol_note_structure,corrected_french_tex_plus_direct_compiled_pdf,equation_13,1877-1878,64,58,50,French lines1877-1878; printed64; physical58,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 306-357; component SGA2-V-C03; inherited locator: tag (13),varphi_k Ext^i A/m^k M Hom Ext^{r-i} M A Ext^r A/m^k A,source varphi retained,preserve exact source formula,pass,independent_source_formula_structure_review_passed,high,source varphi retained,candidate phi and Unicode fenced text,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0052,1,,SGA2-V-C03,SGA2-V2-CMP-005,source_formula_symbol_note_structure,corrected_french_tex_plus_direct_compiled_pdf,equation_14,1879-1881,64,58,50,French lines1879-1881; printed64; physical58,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 306-357; component SGA2-V-C03; inherited locator: tag (14),direct limit varphi H^i D Ext^{r-i} M A,none,preserve exact source formula and delta-functor statement,pass,independent_source_formula_structure_review_passed,high,none,drop functorial context,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0053,1,,SGA2-V-C03,SGA2-V2-CMP-006,source_formula_symbol_note_structure,corrected_french_tex_plus_direct_compiled_pdf,theorem_2_1,1883-1885,64,58,50,French lines1883-1885; printed64; physical58,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 306-357; component SGA2-V-C03; inherited locator: Theorem 2.1,functorial homomorphism varphi isomorphism,none,translate assertion without strengthening,pass,independent_source_formula_structure_review_passed,high,none,call the whole unit a duality equivalence,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0054,1,,SGA2-V-C03,SGA2-V2-CMP-007,source_formula_symbol_note_structure,corrected_french_tex_plus_direct_compiled_pdf,proof_case_i_gt_r,1887-1888,64-65,58,50,French lines1887-1888; printed64-65; physical58,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 306-357; component SGA2-V-C03; inherited locator: proof opening,i>r right side zero left side direct-limit zero each Ext zero syzygy theorem,printed65 marker occurs after i>r exactly,retain all vanishing reasons and page transition,pass,independent_source_formula_structure_review_passed,high,printed65 marker occurs after i>r exactly,candidate running-page comment as original pagination,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0055,1,,SGA2-V-C03,SGA2-V2-CMP-008,source_formula_symbol_note_structure,corrected_french_tex_plus_direct_compiled_pdf,printed_page_transition,1888,65,58,50,French line1888 pageoriginale; physical58; running50,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 306-357; component SGA2-V-C03; inherited locator: margin note printed65,original printed64 to65 within one physical page,three pagination systems remain distinct,place printed65 note at exact clause transition,pass,independent_source_formula_structure_review_passed,high,three pagination systems remain distinct,global offset or page51 candidate label,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0056,1,,SGA2-V-C03,SGA2-V2-CMP-009,source_formula_symbol_note_structure,corrected_french_tex_plus_direct_compiled_pdf,proof_case_i_eq_r,1890,65,58,50,French line1890; printed65; physical58,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 306-357; component SGA2-V-C03; inherited locator: second proof paragraph,"H^r(M) D(Hom(M,A)) right exact A noetherian M finite generated reduction M=A",none,preserve hypotheses and reduction,pass,independent_source_formula_structure_review_passed,high,none,compress away functor names,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0057,1,,SGA2-V-C03,SGA2-V2-CMP-010,source_formula_symbol_note_structure,corrected_french_tex_plus_direct_compiled_pdf,proof_descending_induction,1892,65,58,50,French line1892; printed65; physical58,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 306-357; component SGA2-V-C03; inherited locator: final proof paragraph first half,functorial isomorphism descending induction finite presentation i<r finite generated free both sides zero,none,retain complete induction setup,pass,independent_source_formula_structure_review_passed,high,none,state induction without finite-presentation mechanism,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0058,1,,SGA2-V-C03,SGA2-V2-CMP-011,source_formula_symbol_note_structure,corrected_french_tex_plus_direct_compiled_pdf,proof_finite_sums_and_vanishing,1892,65,58,50,French line1892; printed65; physical58,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 306-357; component SGA2-V-C03; inherited locator: final proof paragraph second half,right side evident H^i finite sums H^i(A)=0 i<r III3.4,none,retain both-side reasoning and cited vanishing,pass,independent_source_formula_structure_review_passed,high,none,omit finite-direct-sum step,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0059,1,,SGA2-V-C03,SGA2-V2-CMP-012,source_formula_symbol_note_structure,corrected_french_tex_plus_direct_compiled_pdf,source_symbol_prof,1892,65,58,50,French line1892; printed65; physical58,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 306-357; component SGA2-V-C03; inherited locator: proof final formula,prof(A)=r exact source symbol,notation and prose terminology deliberately distinguished,preserve prof symbol while normalizing prose profondeur to depth,pass,independent_source_formula_structure_review_passed,high,notation and prose terminology deliberately distinguished,silently substitute operatorname depth,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0060,1,,SGA2-V-C04,SGA2-V31OPEN-CMP-001,source_symbol_structure,corrected_french_tex_plus_direct_compiled_pdf,section_heading,1896,65,58-59,50-51,French line1896; printed65; physical58,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 361-392; component SGA2-V-C04; inherited locator: section 3 heading,superscript i and argument M,none,retain exact H^i(M) symbol in heading,pass,production_comparison_passed_independent_review_pending,high,none,flatten superscript notation,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0061,1,,SGA2-V-C04,SGA2-V31OPEN-CMP-002,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,theorem_hypotheses,1900,65,58-59,50-51,French line1900; printed65; physical58,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 361-392; component SGA2-V-C04; inherited locator: Theorem 3.1 opening,A local Noetherian; D dualizing; M finite nonzero dimension n,none,preserve every hypothesis and quantifier,pass,production_comparison_passed_independent_review_pending,high,none,omit M nonzero,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0062,1,,SGA2-V-C04,SGA2-V31OPEN-CMP-003,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,clause_i,1902-1904,65,58-59,50-51,French lines1902-1904; printed65; physical58,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 361-392; component SGA2-V-C04; inherited locator: Theorem 3.1 item (i),two disjoint inequalities i<0 and i>n,none,preserve both vanishing ranges,pass,production_comparison_passed_independent_review_pending,high,none,compress to i outside a range without endpoints,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0063,1,,SGA2-V-C04,SGA2-V31OPEN-CMP-004,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,clause_ii,1904-1906,65,58-59,50-51,French lines1904-1906; printed65; physical58,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 361-392; component SGA2-V-C04; inherited locator: Theorem 3.1 item (ii),completion over whole D(H^i(M)); base Ahat; dimension at most i,corrected branch selected,select corrected widehat branch and preserve scope,pass,production_comparison_passed_independent_review_pending,high,corrected branch selected,plain-text caret after D expression,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0064,1,,SGA2-V-C04,SGA2-V31OPEN-CMP-005,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,clause_iii_nonvanishing,1907,65,58-59,50-51,French line1907; printed65; physical58,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 361-392; component SGA2-V-C04; inherited locator: Theorem 3.1 item (iii) opening,H^n(M) nonzero; conditional completeness; dimension n,corrected prose branch selected,preserve all three assertions,pass,production_comparison_passed_independent_review_pending,high,corrected prose branch selected,render only A=Ahat and lose completeness wording,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0065,1,,SGA2-V-C04,SGA2-V31OPEN-CMP-006,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,associated_prime_formula,1907-1908,65,58-59,50-51,French lines1907-1908; printed65; physical58,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 361-392; component SGA2-V-C04; inherited locator: displayed Ass equality,Ass of D(H^n(M)); p in Ass(M); dim A/p=n,none,preserve set membership and dimension condition,pass,production_comparison_passed_independent_review_pending,high,none,replace equality with an inclusion,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0066,1,,SGA2-V-C04,SGA2-V31OPEN-CMP-007,source_symbol_structure,corrected_french_tex_plus_direct_compiled_pdf,dualizing_completion,1912,65,58-59,50-51,French line1912; printed65; physical58,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 361-392; component SGA2-V-C04; inherited locator: proof opening,I associated with D; Ihat dualizing for Ahat,none,preserve association and both completion hats,pass,production_comparison_passed_independent_review_pending,high,none,use an uncompleted I over Ahat,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0067,1,,SGA2-V-C04,SGA2-V31OPEN-CMP-008,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,completion_identity_H,1914,65,58-59,50-51,French line1914; printed65; physical58,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 361-392; component SGA2-V-C04; inherited locator: first aligned identity,widehat over H^i(M); H^i of Mhat,corrected branch selected,preserve both hat scopes,pass,production_comparison_passed_independent_review_pending,high,corrected branch selected,candidate ASCII H^i(M)^,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0068,1,,SGA2-V-C04,SGA2-V31OPEN-CMP-009,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,completion_identity_D,1915,65,58-59,50-51,French line1915; printed65; physical58,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 361-392; component SGA2-V-C04; inherited locator: second aligned identity,widehat over D(H^i(M)); Hom argument H^i(Mhat); Ihat,corrected branch selected,preserve every nesting and hat,pass,production_comparison_passed_independent_review_pending,high,corrected branch selected,flatten nested completion notation,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0069,1,,SGA2-V-C04,SGA2-V31OPEN-CMP-010,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,dimension_identity,1916,65,58-59,50-51,French line1916; printed65; physical58,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 361-392; component SGA2-V-C04; inherited locator: third aligned identity,dim Mhat equals dim M,corrected dim branch selected,preserve equality and completion scope,pass,production_comparison_passed_independent_review_pending,high,corrected dim branch selected,omit the identity as routine,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0070,1,,SGA2-V-C04,SGA2-V31OPEN-CMP-011,source_note_structure,corrected_french_tex_plus_direct_compiled_pdf,printed_page_marker,1919,66,58-59,50-51,French line1919; printed66; physical59,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 361-392; component SGA2-V-C04; inherited locator: margin locator in reduction sentence,printed marker66 is distinct from physical59 and recomposed51,candidate labels recomposed51 as original,preserve direct coordinate map,pass,production_comparison_passed_independent_review_pending,high,candidate labels recomposed51 as original,candidate page comment as authority,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0071,1,,SGA2-V-C04,SGA2-V31OPEN-CMP-012,source_structure,corrected_french_tex_plus_direct_compiled_pdf,bounded_proof_continuation,1919-1921,66,58-59,50-51,French lines1919-1921; printed66; physical59,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 361-392; component SGA2-V-C04; inherited locator: end of target before Lemma 3.2,proof continues into a lemma and has no QED at line1919,false QED detected in first build,remove automatic QED and state continuation cursor,pass,corrected_after_failed_build,high,false QED detected in first build,close an amsthm proof environment,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0072,1,,SGA2-V-C04,SGA2-V31OPEN-CMP-012-R1,source_structure_revision,corrected_french_tex_plus_direct_compiled_pdf,bounded_proof_continuation,1919-1921,66,58-59,50-51,French lines1919-1921; printed66; physical59,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 361-392; component SGA2-V-C04; inherited locator: first rendered target proof boundary,source has no proof closure before Lemma 3.2,false QED symbol,initially used a closed proof environment,fail,superseded_failed_draft,high,false QED symbol,retain automatic QED,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0073,1,,SGA2-V-C04,SGA2-V31OPEN-CMP-013,render_structure,direct_compiled_french_pdf,page_render_completeness,1896-1919,65-66,58-59,50-51,physical authority pages58-59 and target page1,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 361-392; component SGA2-V-C04; inherited locator: complete 180dpi target render,no clipping overflow missing glyph or false proof closure,none,visually inspect full target against both 200dpi source pages,pass,production_visual_check_passed_independent_review_pending,high,none,compile-only acceptance,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0074,1,,SGA2-V-C04,SGA2-V31OPEN-CMP-011-R2,source_note_structure,corrected_french_tex_plus_direct_compiled_pdf,printed_page_marker,1919,66,58-59,50-51,French line1919 immediately after donc; printed66; physical59,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 361-392; component SGA2-V-C04; inherited locator: margin locator immediately after Consequently,printed marker66 is distinct from physical59 and recomposed51 and occurs inside the sentence,prior marker followed the complete sentence,move locator to exact translated token boundary,pending_rebuild,production_locator_correction_rebuild_pending,high,prior marker followed the complete sentence,leave marker at sentence boundary,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
