occurrence_id,entity_id,source_span_id,occurrence_role,language_or_layer,reader_file,tex_anchor,render_page,status
ILL-OCC-239-002-19-FC,ILL-CCD:LNM239:SUB:IC:MS:STATIONERY,ILL-SP-239-002-19,reader,fr_corrected,readers/volume_I_fr_corrected_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-19-EN,ILL-CCD:LNM239:SUB:IC:MS:STATIONERY,ILL-SP-239-002-19,reader,source_aligned_english,readers/volume_I_en_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-19-BI,ILL-CCD:LNM239:SUB:IC:MS:STATIONERY,ILL-SP-239-002-19,reader,bilingual,readers/volume_I_bilingual_checkpoint.tex,illusie:I:front:p002:bilingual,2,verified
ILL-OCC-239-002-20-SRC,ILL-CCD:LNM239:SUB:IC:MS:SUBMISSION,ILL-SP-239-002-20,source,source_authority,SOURCE_AUTHORITY.csv,physical:p002,2,verified
ILL-OCC-239-002-20-FD,ILL-CCD:LNM239:SUB:IC:MS:SUBMISSION,ILL-SP-239-002-20,reader,fr_diplomatic,readers/volume_I_fr_diplomatic_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-20-FC,ILL-CCD:LNM239:SUB:IC:MS:SUBMISSION,ILL-SP-239-002-20,reader,fr_corrected,readers/volume_I_fr_corrected_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-20-EN,ILL-CCD:LNM239:SUB:IC:MS:SUBMISSION,ILL-SP-239-002-20,reader,source_aligned_english,readers/volume_I_en_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-20-BI,ILL-CCD:LNM239:SUB:IC:MS:SUBMISSION,ILL-SP-239-002-20,reader,bilingual,readers/volume_I_bilingual_checkpoint.tex,illusie:I:front:p002:bilingual,2,verified
ILL-OCC-239-002-21-SRC,ILL-CCD:LNM239:SUB:IC:CAT,ILL-SP-239-002-21,source,source_authority,SOURCE_AUTHORITY.csv,physical:p002,2,verified
ILL-OCC-239-002-21-FD,ILL-CCD:LNM239:SUB:IC:CAT,ILL-SP-239-002-21,reader,fr_diplomatic,readers/volume_I_fr_diplomatic_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-21-FC,ILL-CCD:LNM239:SUB:IC:CAT,ILL-SP-239-002-21,reader,fr_corrected,readers/volume_I_fr_corrected_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-21-EN,ILL-CCD:LNM239:SUB:IC:CAT,ILL-SP-239-002-21,reader,source_aligned_english,readers/volume_I_en_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-21-BI,ILL-CCD:LNM239:SUB:IC:CAT,ILL-SP-239-002-21,reader,bilingual,readers/volume_I_bilingual_checkpoint.tex,illusie:I:front:p002:bilingual,2,verified
ILL-OCC-239-002-22-SRC,ILL-CCD:LNM239:SUB:IC:CAT:HEAD,ILL-SP-239-002-22,source,source_authority,SOURCE_AUTHORITY.csv,physical:p002,2,verified
ILL-OCC-239-002-22-FD,ILL-CCD:LNM239:SUB:IC:CAT:HEAD,ILL-SP-239-002-22,reader,fr_diplomatic,readers/volume_I_fr_diplomatic_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-22-FC,ILL-CCD:LNM239:SUB:IC:CAT:HEAD,ILL-SP-239-002-22,reader,fr_corrected,readers/volume_I_fr_corrected_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-22-EN,ILL-CCD:LNM239:SUB:IC:CAT:HEAD,ILL-SP-239-002-22,reader,source_aligned_english,readers/volume_I_en_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-22-BI,ILL-CCD:LNM239:SUB:IC:CAT:HEAD,ILL-SP-239-002-22,reader,bilingual,readers/volume_I_bilingual_checkpoint.tex,illusie:I:front:p002:bilingual,2,verified
ILL-OCC-239-002-23-SRC,ILL-CCD:LNM239:SUB:IC:CAT:V01,ILL-SP-239-002-23,source,source_authority,SOURCE_AUTHORITY.csv,physical:p002,2,verified
ILL-OCC-239-002-23-FD,ILL-CCD:LNM239:SUB:IC:CAT:V01,ILL-SP-239-002-23,reader,fr_diplomatic,readers/volume_I_fr_diplomatic_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-23-FC,ILL-CCD:LNM239:SUB:IC:CAT:V01,ILL-SP-239-002-23,reader,fr_corrected,readers/volume_I_fr_corrected_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-23-EN,ILL-CCD:LNM239:SUB:IC:CAT:V01,ILL-SP-239-002-23,reader,source_aligned_english,readers/volume_I_en_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-23-BI,ILL-CCD:LNM239:SUB:IC:CAT:V01,ILL-SP-239-002-23,reader,bilingual,readers/volume_I_bilingual_checkpoint.tex,illusie:I:front:p002:bilingual,2,verified
ILL-OCC-239-002-24-SRC,ILL-CCD:LNM239:SUB:IC:CAT:V02,ILL-SP-239-002-24,source,source_authority,SOURCE_AUTHORITY.csv,physical:p002,2,verified
ILL-OCC-239-002-24-FD,ILL-CCD:LNM239:SUB:IC:CAT:V02,ILL-SP-239-002-24,reader,fr_diplomatic,readers/volume_I_fr_diplomatic_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-24-FC,ILL-CCD:LNM239:SUB:IC:CAT:V02,ILL-SP-239-002-24,reader,fr_corrected,readers/volume_I_fr_corrected_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-24-EN,ILL-CCD:LNM239:SUB:IC:CAT:V02,ILL-SP-239-002-24,reader,source_aligned_english,readers/volume_I_en_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-24-BI,ILL-CCD:LNM239:SUB:IC:CAT:V02,ILL-SP-239-002-24,reader,bilingual,readers/volume_I_bilingual_checkpoint.tex,illusie:I:front:p002:bilingual,2,verified
ILL-OCC-239-002-25-SRC,ILL-CCD:LNM239:SUB:IC:CAT:V03,ILL-SP-239-002-25,source,source_authority,SOURCE_AUTHORITY.csv,physical:p002,2,verified
ILL-OCC-239-002-25-FD,ILL-CCD:LNM239:SUB:IC:CAT:V03,ILL-SP-239-002-25,reader,fr_diplomatic,readers/volume_I_fr_diplomatic_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-25-FC,ILL-CCD:LNM239:SUB:IC:CAT:V03,ILL-SP-239-002-25,reader,fr_corrected,readers/volume_I_fr_corrected_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-25-EN,ILL-CCD:LNM239:SUB:IC:CAT:V03,ILL-SP-239-002-25,reader,source_aligned_english,readers/volume_I_en_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-25-BI,ILL-CCD:LNM239:SUB:IC:CAT:V03,ILL-SP-239-002-25,reader,bilingual,readers/volume_I_bilingual_checkpoint.tex,illusie:I:front:p002:bilingual,2,verified
ILL-OCC-239-002-26-SRC,ILL-CCD:LNM239:SUB:IC:CAT:V04,ILL-SP-239-002-26,source,source_authority,SOURCE_AUTHORITY.csv,physical:p002,2,verified
ILL-OCC-239-002-26-FD,ILL-CCD:LNM239:SUB:IC:CAT:V04,ILL-SP-239-002-26,reader,fr_diplomatic,readers/volume_I_fr_diplomatic_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-26-FC,ILL-CCD:LNM239:SUB:IC:CAT:V04,ILL-SP-239-002-26,reader,fr_corrected,readers/volume_I_fr_corrected_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-26-EN,ILL-CCD:LNM239:SUB:IC:CAT:V04,ILL-SP-239-002-26,reader,source_aligned_english,readers/volume_I_en_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-26-BI,ILL-CCD:LNM239:SUB:IC:CAT:V04,ILL-SP-239-002-26,reader,bilingual,readers/volume_I_bilingual_checkpoint.tex,illusie:I:front:p002:bilingual,2,verified
ILL-OCC-239-002-27-SRC,ILL-CCD:LNM239:SUB:IC:CAT:V05,ILL-SP-239-002-27,source,source_authority,SOURCE_AUTHORITY.csv,physical:p002,2,verified
ILL-OCC-239-002-27-FD,ILL-CCD:LNM239:SUB:IC:CAT:V05,ILL-SP-239-002-27,reader,fr_diplomatic,readers/volume_I_fr_diplomatic_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-27-FC,ILL-CCD:LNM239:SUB:IC:CAT:V05,ILL-SP-239-002-27,reader,fr_corrected,readers/volume_I_fr_corrected_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-27-EN,ILL-CCD:LNM239:SUB:IC:CAT:V05,ILL-SP-239-002-27,reader,source_aligned_english,readers/volume_I_en_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-27-BI,ILL-CCD:LNM239:SUB:IC:CAT:V05,ILL-SP-239-002-27,reader,bilingual,readers/volume_I_bilingual_checkpoint.tex,illusie:I:front:p002:bilingual,2,verified
ILL-OCC-239-002-28-SRC,ILL-CCD:LNM239:SUB:IC:CAT:V06,ILL-SP-239-002-28,source,source_authority,SOURCE_AUTHORITY.csv,physical:p002,2,verified
ILL-OCC-239-002-28-FD,ILL-CCD:LNM239:SUB:IC:CAT:V06,ILL-SP-239-002-28,reader,fr_diplomatic,readers/volume_I_fr_diplomatic_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-28-FC,ILL-CCD:LNM239:SUB:IC:CAT:V06,ILL-SP-239-002-28,reader,fr_corrected,readers/volume_I_fr_corrected_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-28-EN,ILL-CCD:LNM239:SUB:IC:CAT:V06,ILL-SP-239-002-28,reader,source_aligned_english,readers/volume_I_en_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-28-BI,ILL-CCD:LNM239:SUB:IC:CAT:V06,ILL-SP-239-002-28,reader,bilingual,readers/volume_I_bilingual_checkpoint.tex,illusie:I:front:p002:bilingual,2,verified
ILL-OCC-239-002-29-SRC,ILL-CCD:LNM239:SUB:IC:CAT:V07,ILL-SP-239-002-29,source,source_authority,SOURCE_AUTHORITY.csv,physical:p002,2,verified
ILL-OCC-239-002-29-FD,ILL-CCD:LNM239:SUB:IC:CAT:V07,ILL-SP-239-002-29,reader,fr_diplomatic,readers/volume_I_fr_diplomatic_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-29-FC,ILL-CCD:LNM239:SUB:IC:CAT:V07,ILL-SP-239-002-29,reader,fr_corrected,readers/volume_I_fr_corrected_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-29-EN,ILL-CCD:LNM239:SUB:IC:CAT:V07,ILL-SP-239-002-29,reader,source_aligned_english,readers/volume_I_en_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-29-BI,ILL-CCD:LNM239:SUB:IC:CAT:V07,ILL-SP-239-002-29,reader,bilingual,readers/volume_I_bilingual_checkpoint.tex,illusie:I:front:p002:bilingual,2,verified
ILL-OCC-239-002-30-SRC,ILL-CCD:LNM239:SUB:IC:CAT:V08,ILL-SP-239-002-30,source,source_authority,SOURCE_AUTHORITY.csv,physical:p002,2,verified
ILL-OCC-239-002-30-FD,ILL-CCD:LNM239:SUB:IC:CAT:V08,ILL-SP-239-002-30,reader,fr_diplomatic,readers/volume_I_fr_diplomatic_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-30-FC,ILL-CCD:LNM239:SUB:IC:CAT:V08,ILL-SP-239-002-30,reader,fr_corrected,readers/volume_I_fr_corrected_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-30-EN,ILL-CCD:LNM239:SUB:IC:CAT:V08,ILL-SP-239-002-30,reader,source_aligned_english,readers/volume_I_en_checkpoint.tex,illusie:I:front:p002,2,verified
ILL-OCC-239-002-30-BI,ILL-CCD:LNM239:SUB:IC:CAT:V08,ILL-SP-239-002-30,reader,bilingual,readers/volume_I_bilingual_checkpoint.tex,illusie:I:front:p002:bilingual,2,verified
ILL-OCC-239-003-01-SRC,ILL-CCD:LNM239:FM:TP,ILL-SP-239-003-01,source,source_authority,SOURCE_AUTHORITY.csv,physical:p003,3,verified
ILL-OCC-239-003-01-FD,ILL-CCD:LNM239:FM:TP,ILL-SP-239-003-01,internal_source_layer,fr_diplomatic,tex/volume_I/fr_diplomatic/front/002_title.tex,illusie:I:front:p003,3,verified_internal
ILL-OCC-239-003-01-FR,ILL-CCD:LNM239:FM:TP,ILL-SP-239-003-01,reader,fr,readers/fr.tex,illusie:I:front:p003,3,verified
ILL-OCC-239-003-01-EN,ILL-CCD:LNM239:FM:TP,ILL-SP-239-003-01,reader,en,readers/en.tex,illusie:I:front:p003,3,verified
ILL-OCC-239-003-02-SRC,ILL-CCD:LNM239:FM:TP:SERIES,ILL-SP-239-003-02,source,source_authority,SOURCE_AUTHORITY.csv,physical:p003,3,verified
ILL-OCC-239-003-02-FD,ILL-CCD:LNM239:FM:TP:SERIES,ILL-SP-239-003-02,internal_source_layer,fr_diplomatic,tex/volume_I/fr_diplomatic/front/002_title.tex,illusie:I:front:p003,3,verified_internal
ILL-OCC-239-003-02-FR,ILL-CCD:LNM239:FM:TP:SERIES,ILL-SP-239-003-02,reader,fr,readers/fr.tex,illusie:I:front:p003,3,verified
ILL-OCC-239-003-02-EN,ILL-CCD:LNM239:FM:TP:SERIES,ILL-SP-239-003-02,reader,en,readers/en.tex,illusie:I:front:p003,3,verified
ILL-OCC-239-003-03-SRC,ILL-CCD:LNM239:FM:TP:AUTHOR,ILL-SP-239-003-03,source,source_authority,SOURCE_AUTHORITY.csv,physical:p003,3,verified
ILL-OCC-239-003-03-FD,ILL-CCD:LNM239:FM:TP:AUTHOR,ILL-SP-239-003-03,internal_source_layer,fr_diplomatic,tex/volume_I/fr_diplomatic/front/002_title.tex,illusie:I:front:p003,3,verified_internal
ILL-OCC-239-003-03-FR,ILL-CCD:LNM239:FM:TP:AUTHOR,ILL-SP-239-003-03,reader,fr,readers/fr.tex,illusie:I:front:p003,3,verified
ILL-OCC-239-003-03-EN,ILL-CCD:LNM239:FM:TP:AUTHOR,ILL-SP-239-003-03,reader,en,readers/en.tex,illusie:I:front:p003,3,verified
ILL-OCC-239-003-04-SRC,ILL-CCD:LNM239:FM:TP:AFFIL,ILL-SP-239-003-04,source,source_authority,SOURCE_AUTHORITY.csv,physical:p003,3,verified
ILL-OCC-239-003-04-FD,ILL-CCD:LNM239:FM:TP:AFFIL,ILL-SP-239-003-04,internal_source_layer,fr_diplomatic,tex/volume_I/fr_diplomatic/front/002_title.tex,illusie:I:front:p003,3,verified_internal
ILL-OCC-239-003-04-FR,ILL-CCD:LNM239:FM:TP:AFFIL,ILL-SP-239-003-04,reader,fr,readers/fr.tex,illusie:I:front:p003,3,verified
ILL-OCC-239-003-04-EN,ILL-CCD:LNM239:FM:TP:AFFIL,ILL-SP-239-003-04,reader,en,readers/en.tex,illusie:I:front:p003,3,verified
ILL-OCC-239-003-05-SRC,ILL-CCD:LNM239:FM:TP:TITLE,ILL-SP-239-003-05,source,source_authority,SOURCE_AUTHORITY.csv,physical:p003,3,verified
ILL-OCC-239-003-05-FD,ILL-CCD:LNM239:FM:TP:TITLE,ILL-SP-239-003-05,internal_source_layer,fr_diplomatic,tex/volume_I/fr_diplomatic/front/002_title.tex,illusie:I:front:p003,3,verified_internal
ILL-OCC-239-003-05-FR,ILL-CCD:LNM239:FM:TP:TITLE,ILL-SP-239-003-05,reader,fr,readers/fr.tex,illusie:I:front:p003,3,verified
ILL-OCC-239-003-05-EN,ILL-CCD:LNM239:FM:TP:TITLE,ILL-SP-239-003-05,reader,en,readers/en.tex,illusie:I:front:p003,3,verified
ILL-OCC-239-003-06-SRC,ILL-CCD:LNM239:FM:TP:IMPRINT,ILL-SP-239-003-06,source,source_authority,SOURCE_AUTHORITY.csv,physical:p003,3,verified
ILL-OCC-239-003-06-FD,ILL-CCD:LNM239:FM:TP:IMPRINT,ILL-SP-239-003-06,internal_source_layer,fr_diplomatic,tex/volume_I/fr_diplomatic/front/002_title.tex,illusie:I:front:p003,3,verified_internal
ILL-OCC-239-003-06-FR,ILL-CCD:LNM239:FM:TP:IMPRINT,ILL-SP-239-003-06,reader,fr,readers/fr.tex,illusie:I:front:p003,3,verified
ILL-OCC-239-003-06-EN,ILL-CCD:LNM239:FM:TP:IMPRINT,ILL-SP-239-003-06,reader,en,readers/en.tex,illusie:I:front:p003,3,verified
ILL-OCC-239-003-07-SRC,ILL-CCD:LNM239:FM:TP:DGM:p003:d01,ILL-SP-239-003-07,source,source_authority,SOURCE_AUTHORITY.csv,physical:p003,3,verified
ILL-OCC-239-003-07-FD,ILL-CCD:LNM239:FM:TP:DGM:p003:d01,ILL-SP-239-003-07,internal_source_layer,fr_diplomatic,tex/volume_I/fr_diplomatic/front/002_title.tex,illusie:I:front:p003,3,verified_internal
ILL-OCC-239-003-07-FR,ILL-CCD:LNM239:FM:TP:DGM:p003:d01,ILL-SP-239-003-07,reader,fr,readers/fr.tex,illusie:I:front:p003,3,verified
ILL-OCC-239-003-07-EN,ILL-CCD:LNM239:FM:TP:DGM:p003:d01,ILL-SP-239-003-07,reader,en,readers/en.tex,illusie:I:front:p003,3,verified
ILL-OCC-239-003-08-SRC,ILL-CCD:LNM239:FM:TP:OVR,ILL-SP-239-003-08,source,source_authority,SOURCE_AUTHORITY.csv,physical:p003,3,verified_source_only
ILL-OCC-239-004-01-SRC,ILL-CCD:LNM239:FM:CP,ILL-SP-239-004-01,source,source_authority,SOURCE_AUTHORITY.csv,physical:p004,4,verified
ILL-OCC-239-004-01-FD,ILL-CCD:LNM239:FM:CP,ILL-SP-239-004-01,internal_source_layer,fr_diplomatic,tex/volume_I/fr_diplomatic/front/003_copy.tex,illusie:I:front:p004,4,verified_internal
ILL-OCC-239-004-01-FR,ILL-CCD:LNM239:FM:CP,ILL-SP-239-004-01,reader,fr,readers/fr.tex,illusie:I:front:p004,4,verified
ILL-OCC-239-004-01-EN,ILL-CCD:LNM239:FM:CP,ILL-SP-239-004-01,reader,en,readers/en.tex,illusie:I:front:p004,4,verified
ILL-OCC-239-004-02-SRC,ILL-CCD:LNM239:FM:CP:AMS,ILL-SP-239-004-02,source,source_authority,SOURCE_AUTHORITY.csv,physical:p004,4,verified
ILL-OCC-239-004-02-FD,ILL-CCD:LNM239:FM:CP:AMS,ILL-SP-239-004-02,internal_source_layer,fr_diplomatic,tex/volume_I/fr_diplomatic/front/003_copy.tex,illusie:I:front:p004,4,verified_internal
ILL-OCC-239-004-02-FR,ILL-CCD:LNM239:FM:CP:AMS,ILL-SP-239-004-02,reader,fr,readers/fr.tex,illusie:I:front:p004,4,verified
ILL-OCC-239-004-02-EN,ILL-CCD:LNM239:FM:CP:AMS,ILL-SP-239-004-02,reader,en,readers/en.tex,illusie:I:front:p004,4,verified
ILL-OCC-239-004-03-SRC,ILL-CCD:LNM239:FM:CP:ISBN,ILL-SP-239-004-03,source,source_authority,SOURCE_AUTHORITY.csv,physical:p004,4,verified
ILL-OCC-239-004-03-FD,ILL-CCD:LNM239:FM:CP:ISBN,ILL-SP-239-004-03,internal_source_layer,fr_diplomatic,tex/volume_I/fr_diplomatic/front/003_copy.tex,illusie:I:front:p004,4,verified_internal
ILL-OCC-239-004-03-FR,ILL-CCD:LNM239:FM:CP:ISBN,ILL-SP-239-004-03,reader,fr,readers/fr.tex,illusie:I:front:p004,4,verified
ILL-OCC-239-004-03-EN,ILL-CCD:LNM239:FM:CP:ISBN,ILL-SP-239-004-03,reader,en,readers/en.tex,illusie:I:front:p004,4,verified
ILL-OCC-239-004-04-SRC,ILL-CCD:LNM239:FM:CP:LEGAL,ILL-SP-239-004-04,source,source_authority,SOURCE_AUTHORITY.csv,physical:p004,4,verified
ILL-OCC-239-004-04-FD,ILL-CCD:LNM239:FM:CP:LEGAL,ILL-SP-239-004-04,internal_source_layer,fr_diplomatic,tex/volume_I/fr_diplomatic/front/003_copy.tex,illusie:I:front:p004,4,verified_internal
ILL-OCC-239-004-04-FR,ILL-CCD:LNM239:FM:CP:LEGAL,ILL-SP-239-004-04,reader,fr,readers/fr.tex,illusie:I:front:p004,4,verified
ILL-OCC-239-004-04-EN,ILL-CCD:LNM239:FM:CP:LEGAL,ILL-SP-239-004-04,reader,en,readers/en.tex,illusie:I:front:p004,4,verified
ILL-OCC-239-004-05-SRC,ILL-CCD:LNM239:FM:CP:IMPRINT,ILL-SP-239-004-05,source,source_authority,SOURCE_AUTHORITY.csv,physical:p004,4,verified
ILL-OCC-239-004-05-FD,ILL-CCD:LNM239:FM:CP:IMPRINT,ILL-SP-239-004-05,internal_source_layer,fr_diplomatic,tex/volume_I/fr_diplomatic/front/003_copy.tex,illusie:I:front:p004,4,verified_internal
ILL-OCC-239-004-05-FR,ILL-CCD:LNM239:FM:CP:IMPRINT,ILL-SP-239-004-05,reader,fr,readers/fr.tex,illusie:I:front:p004,4,verified
ILL-OCC-239-004-05-EN,ILL-CCD:LNM239:FM:CP:IMPRINT,ILL-SP-239-004-05,reader,en,readers/en.tex,illusie:I:front:p004,4,verified
ILL-OCC-239-004-06-SRC,ILL-CCD:LNM239:FM:CP:PRINTER,ILL-SP-239-004-06,source,source_authority,SOURCE_AUTHORITY.csv,physical:p004,4,verified
ILL-OCC-239-004-06-FD,ILL-CCD:LNM239:FM:CP:PRINTER,ILL-SP-239-004-06,internal_source_layer,fr_diplomatic,tex/volume_I/fr_diplomatic/front/003_copy.tex,illusie:I:front:p004,4,verified_internal
ILL-OCC-239-004-06-FR,ILL-CCD:LNM239:FM:CP:PRINTER,ILL-SP-239-004-06,reader,fr,readers/fr.tex,illusie:I:front:p004,4,verified
ILL-OCC-239-004-06-EN,ILL-CCD:LNM239:FM:CP:PRINTER,ILL-SP-239-004-06,reader,en,readers/en.tex,illusie:I:front:p004,4,verified
ILL-OCC-239-004-07-SRC,ILL-CCD:LNM239:FM:CP:OVR,ILL-SP-239-004-07,source,source_authority,SOURCE_AUTHORITY.csv,physical:p004,4,verified_source_only
ILL-OCC-239-005-01-SRC,ILL-CCD:LNM239:FM:DED,ILL-SP-239-005-01,source,source_authority,SOURCE_AUTHORITY.csv,physical:p005,5,verified
ILL-OCC-239-005-01-FD,ILL-CCD:LNM239:FM:DED,ILL-SP-239-005-01,internal_source_layer,fr_diplomatic,tex/volume_I/fr_diplomatic/front/004_ded.tex,illusie:I:front:p005,5,verified_internal
ILL-OCC-239-005-01-FR,ILL-CCD:LNM239:FM:DED,ILL-SP-239-005-01,reader,fr,readers/fr.tex,illusie:I:front:p005,5,verified
ILL-OCC-239-005-01-EN,ILL-CCD:LNM239:FM:DED,ILL-SP-239-005-01,reader,en,readers/en.tex,illusie:I:front:p005,5,verified
ILL-OCC-239-005-02-SRC,ILL-CCD:LNM239:FM:DED:TEXT,ILL-SP-239-005-02,source,source_authority,SOURCE_AUTHORITY.csv,physical:p005,5,verified
ILL-OCC-239-005-02-FD,ILL-CCD:LNM239:FM:DED:TEXT,ILL-SP-239-005-02,internal_source_layer,fr_diplomatic,tex/volume_I/fr_diplomatic/front/004_ded.tex,illusie:I:front:p005,5,verified_internal
ILL-OCC-239-005-02-FR,ILL-CCD:LNM239:FM:DED:TEXT,ILL-SP-239-005-02,reader,fr,readers/fr.tex,illusie:I:front:p005,5,verified
ILL-OCC-239-005-02-EN,ILL-CCD:LNM239:FM:DED:TEXT,ILL-SP-239-005-02,reader,en,readers/en.tex,illusie:I:front:p005,5,verified
ILL-OCC-239-006-01-SRC,ILL-CCD:LNM239:FM:IV,ILL-SP-239-006-01,source,source_authority,SOURCE_AUTHORITY.csv,physical:p006,6,verified
ILL-OCC-239-006-01-FD,ILL-CCD:LNM239:FM:IV,ILL-SP-239-006-01,internal_source_layer,fr_diplomatic,tex/volume_I/fr_diplomatic/front/005_blank.tex,illusie:I:front:p006,6,verified_internal
ILL-OCC-239-006-01-FR,ILL-CCD:LNM239:FM:IV,ILL-SP-239-006-01,reader,fr,readers/fr.tex,illusie:I:front:p006,6,verified
ILL-OCC-239-006-01-EN,ILL-CCD:LNM239:FM:IV,ILL-SP-239-006-01,reader,en,readers/en.tex,illusie:I:front:p006,6,verified
ILL-OCC-239-006-02-SRC,ILL-CCD:LNM239:FM:IV:IA,ILL-SP-239-006-02,source,source_authority,SOURCE_AUTHORITY.csv,physical:p006,6,verified_source_only
ILL-OCC-239-007-01-SRC,ILL-CCD:LNM239:FM:TOC:V,ILL-SP-239-007-01,source,source_authority,SOURCE_AUTHORITY.csv,physical:p007,7,verified
ILL-OCC-239-007-01-FD,ILL-CCD:LNM239:FM:TOC:V,ILL-SP-239-007-01,internal_source_layer,fr_diplomatic,tex/volume_I/fr_diplomatic/front/006_toc.tex,illusie:I:front:p007,7,verified_internal
ILL-OCC-239-007-01-FR,ILL-CCD:LNM239:FM:TOC:V,ILL-SP-239-007-01,reader,fr,readers/fr.tex,illusie:I:front:p007,7,verified
ILL-OCC-239-007-01-EN,ILL-CCD:LNM239:FM:TOC:V,ILL-SP-239-007-01,reader,en,readers/en.tex,illusie:I:front:p007,7,verified
ILL-OCC-239-008-01-SRC,ILL-CCD:LNM239:FM:TOC:VI,ILL-SP-239-008-01,source,source_authority,SOURCE_AUTHORITY.csv,physical:p008,8,verified
ILL-OCC-239-008-01-FD,ILL-CCD:LNM239:FM:TOC:VI,ILL-SP-239-008-01,internal_source_layer,fr_diplomatic,tex/volume_I/fr_diplomatic/front/006_toc.tex,illusie:I:front:p008,8,verified_internal
ILL-OCC-239-008-01-FR,ILL-CCD:LNM239:FM:TOC:VI,ILL-SP-239-008-01,reader,fr,readers/fr.tex,illusie:I:front:p008,8,verified
ILL-OCC-239-008-01-EN,ILL-CCD:LNM239:FM:TOC:VI,ILL-SP-239-008-01,reader,en,readers/en.tex,illusie:I:front:p008,8,verified
ILL-OCC-239-009-01-SRC,ILL-CCD:LNM239:FM:TOC:VII,ILL-SP-239-009-01,source,source_authority,SOURCE_AUTHORITY.csv,physical:p009,9,verified
ILL-OCC-239-009-01-FD,ILL-CCD:LNM239:FM:TOC:VII,ILL-SP-239-009-01,internal_source_layer,fr_diplomatic,tex/volume_I/fr_diplomatic/front/006_toc.tex,illusie:I:front:p009,9,verified_internal
ILL-OCC-239-009-01-FR,ILL-CCD:LNM239:FM:TOC:VII,ILL-SP-239-009-01,reader,fr,readers/fr.tex,illusie:I:front:p009,9,verified
ILL-OCC-239-009-01-EN,ILL-CCD:LNM239:FM:TOC:VII,ILL-SP-239-009-01,reader,en,readers/en.tex,illusie:I:front:p009,9,verified
ILL-OCC-239-010-01-SRC,ILL-CCD:LNM239:FM:VIII,ILL-SP-239-010-01,source,source_authority,SOURCE_AUTHORITY.csv,physical:p010,10,verified
ILL-OCC-239-010-01-FD,ILL-CCD:LNM239:FM:VIII,ILL-SP-239-010-01,internal_source_layer,fr_diplomatic,tex/volume_I/fr_diplomatic/front/007_blank.tex,illusie:I:front:p010,10,verified_internal
ILL-OCC-239-010-01-FR,ILL-CCD:LNM239:FM:VIII,ILL-SP-239-010-01,reader,fr,readers/fr.tex,illusie:I:front:p010,10,verified
ILL-OCC-239-010-01-EN,ILL-CCD:LNM239:FM:VIII,ILL-SP-239-010-01,reader,en,readers/en.tex,illusie:I:front:p010,10,verified
ILL-OCC-239-011-01-SRC,ILL-CCD:LNM239:INTRO:p011,ILL-SP-239-011-01,source,source_authority,SOURCE_AUTHORITY.csv,physical:p011,11,verified
