source_span_id,entity_id,source_id,physical_page,printed_page,bbox_or_text_anchor,sequence_start,sequence_end,visual_receipt_id,fr_diplomatic_file,fr_corrected_file,en_file,alignment_status
ILL-SP-239-014-03,ILL-CCD:LNM239:INTRO:p014:p2,illusie:I:pdf,14,XII,text:chapter-VIII-overview,3,3,ILL-TX-20260804-0011,tex/volume_I/fr_diplomatic/front/011_intro.tex,tex/volume_I/fr_corrected/front/011_intro.tex,tex/volume_I/en/front/011_intro.tex,verified
ILL-SP-239-014-04,ILL-CCD:LNM239:INTRO:p014:p3,illusie:I:pdf,14,XII,text:comptes-rendus-summary,4,4,ILL-TX-20260804-0011,tex/volume_I/fr_diplomatic/front/011_intro.tex,tex/volume_I/fr_corrected/front/011_intro.tex,tex/volume_I/en/front/011_intro.tex,verified
ILL-SP-239-014-05,ILL-CCD:LNM239:INTRO:p014:n6,illusie:I:pdf,14,XII,note:6,5,5,ILL-TX-20260804-0011,tex/volume_I/fr_diplomatic/front/011_intro.tex,tex/volume_I/fr_corrected/front/011_intro.tex,tex/volume_I/en/front/011_intro.tex,verified
ILL-SP-239-014-06,ILL-CCD:LNM239:INTRO:p014:n7,illusie:I:pdf,14,XII,note:7,6,6,ILL-TX-20260804-0011,tex/volume_I/fr_diplomatic/front/011_intro.tex,tex/volume_I/fr_corrected/front/011_intro.tex,tex/volume_I/en/front/011_intro.tex,verified
ILL-SP-239-014-07,ILL-CCD:LNM239:INTRO:p014:n8,illusie:I:pdf,14,XII,note:8,7,7,ILL-TX-20260804-0011,tex/volume_I/fr_diplomatic/front/011_intro.tex,tex/volume_I/fr_corrected/front/011_intro.tex,tex/volume_I/en/front/011_intro.tex,verified
ILL-SP-239-014-08,ILL-CCD:LNM239:INTRO:p014:n9,illusie:I:pdf,14,XII,note:9,8,8,ILL-TX-20260804-0011,tex/volume_I/fr_diplomatic/front/011_intro.tex,tex/volume_I/fr_corrected/front/011_intro.tex,tex/volume_I/en/front/011_intro.tex,verified
ILL-SP-239-014-09,ILL-CCD:LNM239:INTRO:p014:nss,illusie:I:pdf,14,XII,note:**,9,9,ILL-TX-20260804-0011,tex/volume_I/fr_diplomatic/front/011_intro.tex,tex/volume_I/fr_corrected/front/011_intro.tex,tex/volume_I/en/front/011_intro.tex,verified
ILL-SP-239-015-01,ILL-CCD:LNM239:INTRO:p015,illusie:I:pdf,15,XIII,page:whole,1,1,ILL-TX-20260804-0012,tex/volume_I/fr_diplomatic/front/012_intro.tex,tex/volume_I/fr_corrected/front/012_intro.tex,tex/volume_I/en/front/012_intro.tex,verified
ILL-SP-239-015-02,ILL-CCD:LNM239:INTRO:p015:p1,illusie:I:pdf,15,XIII,text:advisers-and-seminar-acknowledgements,2,2,ILL-TX-20260804-0012,tex/volume_I/fr_diplomatic/front/012_intro.tex,tex/volume_I/fr_corrected/front/012_intro.tex,tex/volume_I/en/front/012_intro.tex,verified
ILL-SP-239-015-03,ILL-CCD:LNM239:INTRO:p015:p2,illusie:I:pdf,15,XIII,text:thesis-jury-acknowledgements,3,3,ILL-TX-20260804-0012,tex/volume_I/fr_diplomatic/front/012_intro.tex,tex/volume_I/fr_corrected/front/012_intro.tex,tex/volume_I/en/front/012_intro.tex,verified
ILL-SP-239-015-04,ILL-CCD:LNM239:INTRO:p015:p3,illusie:I:pdf,15,XIII,text:manuscript-preparation-acknowledgement,4,4,ILL-TX-20260804-0012,tex/volume_I/fr_diplomatic/front/012_intro.tex,tex/volume_I/fr_corrected/front/012_intro.tex,tex/volume_I/en/front/012_intro.tex,verified
ILL-SP-239-016-01,ILL-CCD:LNM239:FM:XIV,illusie:I:pdf,16,XIV,page:whole,1,1,ILL-TX-20260804-0013,tex/volume_I/fr_diplomatic/front/013_blank.tex,tex/volume_I/fr_corrected/front/013_blank.tex,tex/volume_I/en/front/013_blank.tex,verified_blank
ILL-SP-239-017-01,ILL-CCD:LNM239:FM:XV,illusie:I:pdf,17,XV,page:whole,1,1,ILL-TX-20260804-0014,tex/volume_I/fr_diplomatic/front/014_prelim.tex,tex/volume_I/fr_corrected/front/014_prelim.tex,tex/volume_I/en/front/014_prelim.tex,verified
ILL-SP-239-017-02,ILL-CCD:LNM239:PREREQ,illusie:I:pdf,17,XV,heading:prerequisites,2,2,ILL-TX-20260804-0014,tex/volume_I/fr_diplomatic/front/014_prelim.tex,tex/volume_I/fr_corrected/front/014_prelim.tex,tex/volume_I/en/front/014_prelim.tex,verified
ILL-SP-239-017-03,ILL-CCD:LNM239:PREREQ:p1,illusie:I:pdf,17,XV,text:prerequisite-paragraph,3,3,ILL-TX-20260804-0014,tex/volume_I/fr_diplomatic/front/014_prelim.tex,tex/volume_I/fr_corrected/front/014_prelim.tex,tex/volume_I/en/front/014_prelim.tex,verified
ILL-SP-239-017-04,ILL-CCD:LNM239:PREREQ:GUIDE,illusie:I:pdf,17,XV,heading:leitfaden,4,4,ILL-TX-20260804-0014,tex/volume_I/fr_diplomatic/front/014_prelim.tex,tex/volume_I/fr_corrected/front/014_prelim.tex,tex/volume_I/en/front/014_prelim.tex,verified
ILL-SP-239-017-05,ILL-CCD:LNM239:PREREQ:GUIDE:d1,illusie:I:pdf,17,XV,diagram:chapter-dependency-guide,5,5,ILL-TX-20260804-0014,tex/volume_I/fr_diplomatic/front/014_prelim.tex,tex/volume_I/fr_corrected/front/014_prelim.tex,tex/volume_I/en/front/014_prelim.tex,verified
ILL-SP-239-017-06,ILL-CCD:LNM239:CONV,illusie:I:pdf,17,XV,heading:conventions-standard,6,6,ILL-TX-20260804-0014,tex/volume_I/fr_diplomatic/front/014_prelim.tex,tex/volume_I/fr_corrected/front/014_prelim.tex,tex/volume_I/en/front/014_prelim.tex,verified
ILL-SP-239-017-07,ILL-CCD:LNM239:CONV:p1,illusie:I:pdf,17,XV,text:deligne-equality-convention,7,7,ILL-TX-20260804-0014,tex/volume_I/fr_diplomatic/front/014_prelim.tex,tex/volume_I/fr_corrected/front/014_prelim.tex,tex/volume_I/en/front/014_prelim.tex,verified
ILL-SP-239-017-08,ILL-CCD:LNM239:CONV:p2,illusie:I:pdf,17,XV,text:ambient-universe-convention,8,8,ILL-TX-20260804-0014,tex/volume_I/fr_diplomatic/front/014_prelim.tex,tex/volume_I/fr_corrected/front/014_prelim.tex,tex/volume_I/en/front/014_prelim.tex,verified
ILL-SP-239-017-09,ILL-CCD:LNM239:CONV:p3,illusie:I:pdf,17,XV,text:scheme-terminology-convention,9,9,ILL-TX-20260804-0014,tex/volume_I/fr_diplomatic/front/014_prelim.tex,tex/volume_I/fr_corrected/front/014_prelim.tex,tex/volume_I/en/front/014_prelim.tex,verified
ILL-SP-239-018-01,ILL-CCD:LNM239:FM:P018,illusie:I:pdf,18,unnumbered,page:whole,1,1,ILL-TX-20260804-0015,tex/volume_I/fr_diplomatic/front/015_blank.tex,tex/volume_I/fr_corrected/front/015_blank.tex,tex/volume_I/en/front/015_blank.tex,verified_blank
ILL-SP-239-019-01,ILL-CCD:LNM239:CH1:p001,illusie:I:pdf,19,1,page:whole,1,1,ILL-TX-20260804-0016,tex/volume_I/fr_diplomatic/ch1/001_p001.tex,tex/volume_I/fr_corrected/ch1/001_p001.tex,tex/volume_I/en/ch1/001_p001.tex,verified
ILL-SP-239-019-02,ILL-CCD:LNM239:CH1,illusie:I:pdf,19,1,heading:chapter-I,2,2,ILL-TX-20260804-0016,tex/volume_I/fr_diplomatic/ch1/001_p001.tex,tex/volume_I/fr_corrected/ch1/001_p001.tex,tex/volume_I/en/ch1/001_p001.tex,verified
ILL-SP-239-019-03,ILL-CCD:LNM239:CH1:S1,illusie:I:pdf,19,1,heading:section-1,3,3,ILL-TX-20260804-0016,tex/volume_I/fr_diplomatic/ch1/001_p001.tex,tex/volume_I/fr_corrected/ch1/001_p001.tex,tex/volume_I/en/ch1/001_p001.tex,verified
ILL-SP-239-019-04,ILL-CCD:LNM239:CH1:S1:1,illusie:I:pdf,19,1,heading:subsection-1.1,4,4,ILL-TX-20260804-0016,tex/volume_I/fr_diplomatic/ch1/001_p001.tex,tex/volume_I/fr_corrected/ch1/001_p001.tex,tex/volume_I/en/ch1/001_p001.tex,verified
ILL-SP-239-019-05,ILL-CCD:LNM239:CH1:S1:1:p1,illusie:I:pdf,19,1,text:delta-category-and-standard-maps,5,5,ILL-TX-20260804-0016,tex/volume_I/fr_diplomatic/ch1/001_p001.tex,tex/volume_I/fr_corrected/ch1/001_p001.tex,tex/volume_I/en/ch1/001_p001.tex,verified
ILL-SP-239-019-06,ILL-CCD:LNM239:CH1:S1:1:d1,illusie:I:pdf,19,1,formula:delta-i-n,6,6,ILL-TX-20260804-0016,tex/volume_I/fr_diplomatic/ch1/001_p001.tex,tex/volume_I/fr_corrected/ch1/001_p001.tex,tex/volume_I/en/ch1/001_p001.tex,verified_7000dpi
ILL-SP-239-019-07,ILL-CCD:LNM239:CH1:S1:1:d2,illusie:I:pdf,19,1,formula:sigma-i-n,7,7,ILL-TX-20260804-0016,tex/volume_I/fr_diplomatic/ch1/001_p001.tex,tex/volume_I/fr_corrected/ch1/001_p001.tex,tex/volume_I/en/ch1/001_p001.tex,verified_7000dpi
ILL-SP-239-019-08,ILL-CCD:LNM239:CH1:S1:1:p2,illusie:I:pdf,19,1,text:simplicial-cosimplicial-mixed-definition,8,8,ILL-TX-20260804-0016,tex/volume_I/fr_diplomatic/ch1/001_p001.tex,tex/volume_I/fr_corrected/ch1/001_p001.tex,tex/volume_I/en/ch1/001_p001.tex,verified_initial_fragment_continues_p020
ILL-SP-239-019-09,ILL-CCD:LNM239:CH1:S1:1:eq1,illusie:I:pdf,19,1,equation:1.1.1,9,9,ILL-TX-20260804-0016,tex/volume_I/fr_diplomatic/ch1/001_p001.tex,tex/volume_I/fr_corrected/ch1/001_p001.tex,tex/volume_I/en/ch1/001_p001.tex,verified
ILL-SP-239-019-10,ILL-CCD:LNM239:CH1:S1:1:n1,illusie:I:pdf,19,1,footnote:p-fold-delta-product,10,10,ILL-TX-20260804-0016,tex/volume_I/fr_diplomatic/ch1/001_p001.tex,tex/volume_I/fr_corrected/ch1/001_p001.tex,tex/volume_I/en/ch1/001_p001.tex,verified_6000dpi
ILL-SP-239-020-01,ILL-CCD:LNM239:CH1:p002,illusie:I:pdf,20,2,page:physical-p020,1,1,ILL-TX-20260804-0017,tex/volume_I/fr_diplomatic/ch1/002_p002.tex,tex/volume_I/fr_corrected/ch1/002_p002.tex,tex/volume_I/en/ch1/002_p002.tex,verified
ILL-SP-239-020-02,ILL-CCD:LNM239:CH1:S1:1:p2c1,illusie:I:pdf,20,2,text:mixed-types-and-diagonal,2,2,ILL-TX-20260804-0017,tex/volume_I/fr_diplomatic/ch1/002_p002.tex,tex/volume_I/fr_corrected/ch1/002_p002.tex,tex/volume_I/en/ch1/002_p002.tex,verified
ILL-SP-239-020-03,ILL-CCD:LNM239:CH1:S1:1:p3,illusie:I:pdf,20,2,text:constant-simplicial-object,3,3,ILL-TX-20260804-0017,tex/volume_I/fr_diplomatic/ch1/002_p002.tex,tex/volume_I/fr_corrected/ch1/002_p002.tex,tex/volume_I/en/ch1/002_p002.tex,verified
ILL-SP-239-020-04,ILL-CCD:LNM239:CH1:S1:1:eq2,illusie:I:pdf,20,2,equation:1.1.2,4,4,ILL-TX-20260804-0017,tex/volume_I/fr_diplomatic/ch1/002_p002.tex,tex/volume_I/fr_corrected/ch1/002_p002.tex,tex/volume_I/en/ch1/002_p002.tex,verified_5000dpi
ILL-SP-239-020-05,ILL-CCD:LNM239:CH1:S1:1:d3,illusie:I:pdf,20,2,equation:constant-object-functor,5,5,ILL-TX-20260804-0017,tex/volume_I/fr_diplomatic/ch1/002_p002.tex,tex/volume_I/fr_corrected/ch1/002_p002.tex,tex/volume_I/en/ch1/002_p002.tex,verified
ILL-SP-239-020-06,ILL-CCD:LNM239:CH1:S1:1:p4,illusie:I:pdf,20,2,text:order-and-restriction,6,6,ILL-TX-20260804-0017,tex/volume_I/fr_diplomatic/ch1/002_p002.tex,tex/volume_I/fr_corrected/ch1/002_p002.tex,tex/volume_I/en/ch1/002_p002.tex,verified_7000dpi
ILL-SP-239-020-07,ILL-CCD:LNM239:CH1:S1:1:eq3,illusie:I:pdf,20,2,diagram:1.1.3,7,7,ILL-TX-20260804-0017,tex/volume_I/fr_diplomatic/ch1/002_p002.tex,tex/volume_I/fr_corrected/ch1/002_p002.tex,tex/volume_I/en/ch1/002_p002.tex,verified_5000dpi
ILL-SP-239-020-08,ILL-CCD:LNM239:CH1:S1:1:p5,illusie:I:pdf,20,2,text:augmentation,8,8,ILL-TX-20260804-0017,tex/volume_I/fr_diplomatic/ch1/002_p002.tex,tex/volume_I/fr_corrected/ch1/002_p002.tex,tex/volume_I/en/ch1/002_p002.tex,verified_initial_fragment_completed_p021
ILL-SP-239-021-01,ILL-CCD:LNM239:CH1:p003,illusie:I:pdf,21,3,page:physical-p021,1,1,ILL-TX-20260804-0018,tex/volume_I/fr_diplomatic/ch1/003_p003.tex,tex/volume_I/fr_corrected/ch1/003_p003.tex,tex/volume_I/en/ch1/003_p003.tex,verified
ILL-SP-239-021-02,ILL-CCD:LNM239:CH1:S1:1:p5c1,illusie:I:pdf,21,3,text:augmentation-closure,2,2,ILL-TX-20260804-0018,tex/volume_I/fr_diplomatic/ch1/003_p003.tex,tex/volume_I/fr_corrected/ch1/003_p003.tex,tex/volume_I/en/ch1/003_p003.tex,verified
ILL-SP-239-021-03,ILL-CCD:LNM239:CH1:S1:1:p6,illusie:I:pdf,21,3,text:pi0-coequalizer-adjunction,3,3,ILL-TX-20260804-0018,tex/volume_I/fr_diplomatic/ch1/003_p003.tex,tex/volume_I/fr_corrected/ch1/003_p003.tex,tex/volume_I/en/ch1/003_p003.tex,verified_5000dpi
ILL-SP-239-021-04,ILL-CCD:LNM239:CH1:S1:1:eq4,illusie:I:pdf,21,3,equation:1.1.4,4,4,ILL-TX-20260804-0018,tex/volume_I/fr_diplomatic/ch1/003_p003.tex,tex/volume_I/fr_corrected/ch1/003_p003.tex,tex/volume_I/en/ch1/003_p003.tex,verified_5000dpi
ILL-SP-239-021-05,ILL-CCD:LNM239:CH1:S1:1:d4,illusie:I:pdf,21,3,formula:adjoint-triple,5,5,ILL-TX-20260804-0018,tex/volume_I/fr_diplomatic/ch1/003_p003.tex,tex/volume_I/fr_corrected/ch1/003_p003.tex,tex/volume_I/en/ch1/003_p003.tex,verified_5000dpi_corrected_punctuation
ILL-SP-239-021-06,ILL-CCD:LNM239:CH1:S1:1:p7,illusie:I:pdf,21,3,text:definition-1.1.5,6,6,ILL-TX-20260804-0018,tex/volume_I/fr_diplomatic/ch1/003_p003.tex,tex/volume_I/fr_corrected/ch1/003_p003.tex,tex/volume_I/en/ch1/003_p003.tex,verified_5000dpi
ILL-SP-239-021-07,ILL-CCD:LNM239:CH1:S1:1:d5,illusie:I:pdf,21,3,diagram:homotopy-triangle,7,7,ILL-TX-20260804-0018,tex/volume_I/fr_diplomatic/ch1/003_p003.tex,tex/volume_I/fr_corrected/ch1/003_p003.tex,tex/volume_I/en/ch1/003_p003.tex,verified_5000dpi
ILL-SP-239-021-08,ILL-CCD:LNM239:CH1:S1:1:d6,illusie:I:pdf,21,3,diagram:homotopy-square,8,8,ILL-TX-20260804-0018,tex/volume_I/fr_diplomatic/ch1/003_p003.tex,tex/volume_I/fr_corrected/ch1/003_p003.tex,tex/volume_I/en/ch1/003_p003.tex,verified_5000dpi
ILL-SP-239-021-09,ILL-CCD:LNM239:CH1:S1:1:p8,illusie:I:pdf,21,3,text:endpoint-condition,9,9,ILL-TX-20260804-0018,tex/volume_I/fr_diplomatic/ch1/003_p003.tex,tex/volume_I/fr_corrected/ch1/003_p003.tex,tex/volume_I/en/ch1/003_p003.tex,verified_5000dpi
ILL-SP-239-021-10,ILL-CCD:LNM239:CH1:S1:1:p9,illusie:I:pdf,21,3,text:precomposition-open,10,10,ILL-TX-20260804-0018,tex/volume_I/fr_diplomatic/ch1/003_p003.tex,tex/volume_I/fr_corrected/ch1/003_p003.tex,tex/volume_I/en/ch1/003_p003.tex,verified_initial_fragment_completed_p022
ILL-SP-239-022-01,ILL-CCD:LNM239:CH1:p004,illusie:I:pdf,22,4,page:physical-p022,1,1,ILL-TX-20260804-0019,tex/volume_I/fr_diplomatic/ch1/004_p004.tex,tex/volume_I/fr_corrected/ch1/004_p004.tex,tex/volume_I/en/ch1/004_p004.tex,verified
ILL-SP-239-022-02,ILL-CCD:LNM239:CH1:S1:1:p9c1,illusie:I:pdf,22,4,text:homotopy-compatibility,2,2,ILL-TX-20260804-0019,tex/volume_I/fr_diplomatic/ch1/004_p004.tex,tex/volume_I/fr_corrected/ch1/004_p004.tex,tex/volume_I/en/ch1/004_p004.tex,verified_5000dpi
ILL-SP-239-022-03,ILL-CCD:LNM239:CH1:S1:1:eq5,illusie:I:pdf,22,4,equation:1.1.5.1,3,3,ILL-TX-20260804-0019,tex/volume_I/fr_diplomatic/ch1/004_p004.tex,tex/volume_I/fr_corrected/ch1/004_p004.tex,tex/volume_I/en/ch1/004_p004.tex,verified_5000dpi
ILL-SP-239-022-04,ILL-CCD:LNM239:CH1:S1:1:p10,illusie:I:pdf,22,4,text:homotopy-category,4,4,ILL-TX-20260804-0019,tex/volume_I/fr_diplomatic/ch1/004_p004.tex,tex/volume_I/fr_corrected/ch1/004_p004.tex,tex/volume_I/en/ch1/004_p004.tex,verified
ILL-SP-239-022-05,ILL-CCD:LNM239:CH1:S1:1:d7,illusie:I:pdf,22,4,formula:natural-functor,5,5,ILL-TX-20260804-0019,tex/volume_I/fr_diplomatic/ch1/004_p004.tex,tex/volume_I/fr_corrected/ch1/004_p004.tex,tex/volume_I/en/ch1/004_p004.tex,verified_5000dpi
ILL-SP-239-022-06,ILL-CCD:LNM239:CH1:S1:1:p11,illusie:I:pdf,22,4,text:homotopy-equivalence-functoriality,6,6,ILL-TX-20260804-0019,tex/volume_I/fr_diplomatic/ch1/004_p004.tex,tex/volume_I/fr_corrected/ch1/004_p004.tex,tex/volume_I/en/ch1/004_p004.tex,verified_5000dpi
ILL-SP-239-022-07,ILL-CCD:LNM239:CH1:S1:1:p12,illusie:I:pdf,22,4,text:cosimplicial-analogue,7,7,ILL-TX-20260804-0019,tex/volume_I/fr_diplomatic/ch1/004_p004.tex,tex/volume_I/fr_corrected/ch1/004_p004.tex,tex/volume_I/en/ch1/004_p004.tex,verified_5000dpi
ILL-SP-239-022-08,ILL-CCD:LNM239:CH1:S1:1:p13,illusie:I:pdf,22,4,text:definition-1.1.6,8,8,ILL-TX-20260804-0019,tex/volume_I/fr_diplomatic/ch1/004_p004.tex,tex/volume_I/fr_corrected/ch1/004_p004.tex,tex/volume_I/en/ch1/004_p004.tex,verified_5000dpi
ILL-SP-239-022-09,ILL-CCD:LNM239:CH1:S1:1:p14,illusie:I:pdf,22,4,text:relative-homotopy-condition-open,9,9,ILL-TX-20260804-0019,tex/volume_I/fr_diplomatic/ch1/004_p004.tex,tex/volume_I/fr_corrected/ch1/004_p004.tex,tex/volume_I/en/ch1/004_p004.tex,verified_initial_fragment_completed_p023
ILL-SP-239-023-01,ILL-CCD:LNM239:CH1:p005,illusie:I:pdf,23,5,page:physical-p023,1,1,ILL-TX-20260804-0020,tex/volume_I/fr_diplomatic/ch1/005_p005.tex,tex/volume_I/fr_corrected/ch1/005_p005.tex,tex/volume_I/en/ch1/005_p005.tex,verified
ILL-SP-239-023-02,ILL-CCD:LNM239:CH1:S1:1:p14c1,illusie:I:pdf,23,5,text:relative-homotopy-stability,2,2,ILL-TX-20260804-0020,tex/volume_I/fr_diplomatic/ch1/005_p005.tex,tex/volume_I/fr_corrected/ch1/005_p005.tex,tex/volume_I/en/ch1/005_p005.tex,verified_5000dpi
ILL-SP-239-023-03,ILL-CCD:LNM239:CH1:S1:1:eq6,illusie:I:pdf,23,5,equation:1.1.6.1,3,3,ILL-TX-20260804-0020,tex/volume_I/fr_diplomatic/ch1/005_p005.tex,tex/volume_I/fr_corrected/ch1/005_p005.tex,tex/volume_I/en/ch1/005_p005.tex,verified_5000dpi
ILL-SP-239-023-04,ILL-CCD:LNM239:CH1:S1:1:p15,illusie:I:pdf,23,5,text:fibre-homotopy-classes-and-fibrance,4,4,ILL-TX-20260804-0020,tex/volume_I/fr_diplomatic/ch1/005_p005.tex,tex/volume_I/fr_corrected/ch1/005_p005.tex,tex/volume_I/en/ch1/005_p005.tex,verified_5000dpi
ILL-SP-239-023-05,ILL-CCD:LNM239:CH1:S1:1:p16,illusie:I:pdf,23,5,text:adjoint-homotopy-description,5,5,ILL-TX-20260804-0020,tex/volume_I/fr_diplomatic/ch1/005_p005.tex,tex/volume_I/fr_corrected/ch1/005_p005.tex,tex/volume_I/en/ch1/005_p005.tex,verified_5000dpi
ILL-SP-239-023-06,ILL-CCD:LNM239:CH1:S1:1:p17,illusie:I:pdf,23,5,text:base-change-homotopies,6,6,ILL-TX-20260804-0020,tex/volume_I/fr_diplomatic/ch1/005_p005.tex,tex/volume_I/fr_corrected/ch1/005_p005.tex,tex/volume_I/en/ch1/005_p005.tex,verified_5000dpi
ILL-SP-239-023-07,ILL-CCD:LNM239:CH1:S1:1:d8,illusie:I:pdf,23,5,formula:base-change-components,7,7,ILL-TX-20260804-0020,tex/volume_I/fr_diplomatic/ch1/005_p005.tex,tex/volume_I/fr_corrected/ch1/005_p005.tex,tex/volume_I/en/ch1/005_p005.tex,verified_5000dpi
ILL-SP-239-023-08,ILL-CCD:LNM239:CH1:S1:1:eq7,illusie:I:pdf,23,5,equation:1.1.6.2,8,8,ILL-TX-20260804-0020,tex/volume_I/fr_diplomatic/ch1/005_p005.tex,tex/volume_I/fr_corrected/ch1/005_p005.tex,tex/volume_I/en/ch1/005_p005.tex,verified_5000dpi
ILL-SP-239-023-09,ILL-CCD:LNM239:CH1:S1:1:p18,illusie:I:pdf,23,5,text:total-fibred-homotopy-category,9,9,ILL-TX-20260804-0020,tex/volume_I/fr_diplomatic/ch1/005_p005.tex,tex/volume_I/fr_corrected/ch1/005_p005.tex,tex/volume_I/en/ch1/005_p005.tex,verified_5000dpi
ILL-SP-239-023-10,ILL-CCD:LNM239:CH1:S1:1:p19,illusie:I:pdf,23,5,text:B-functoriality-open,10,10,ILL-TX-20260804-0020,tex/volume_I/fr_diplomatic/ch1/005_p005.tex,tex/volume_I/fr_corrected/ch1/005_p005.tex,tex/volume_I/en/ch1/005_p005.tex,verified_open_continues_p024
