"PackageNumber","PackageRoot","FileCount","TotalBytes","TexFamilyCount","PdfCount","ZipCount","ArchiveCount","ManifestHashLikeCount","LogbookHeartbeatLikeCount","SourceBodyWitnessLikeCount"
"450","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE450_20260705T061458_ROLLING_DELTA_AFTER_PACKAGE449","26","571607","0","0","0","0","3","0","20"
"451","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE451_20260705T061619_ROLLING_DELTA_AFTER_PACKAGE450","12","131201","0","0","0","0","4","0","6"
"452","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE452_20260705T061739_ROLLING_DELTA_AFTER_PACKAGE451","12","465531","0","0","0","0","7","2","3"
"453","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE453_20260705T061859_ROLLING_DELTA_AFTER_PACKAGE452","6","4858","0","0","0","0","3","0","0"
"454","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE454_20260705T062026_ROLLING_DELTA_AFTER_PACKAGE453","19","183237","0","0","0","0","8","0","13"
"455","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE455_20260705T062149_ROLLING_DELTA_AFTER_PACKAGE454","9","97889","0","0","0","0","4","2","1"
"456","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE456_20260705T062306_ROLLING_DELTA_AFTER_PACKAGE455","7","7969","0","0","0","0","4","0","0"
"457","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE457_20260705T062447_ROLLING_DELTA_AFTER_PACKAGE456","13","105671","0","0","0","0","5","0","0"
"458","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE458_20260705T062547_ROLLING_DELTA_AFTER_PACKAGE457","13","105816","0","0","0","0","5","0","0"
"459","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE459_20260705T062757_ROLLING_DELTA_AFTER_PACKAGE458","19","938213","0","0","0","0","5","4","13"
"460","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE460_20260705T062930_ROLLING_DELTA_AFTER_PACKAGE459","27","1453261","0","0","0","0","12","4","21"
"461","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE461_20260705T063051_ROLLING_DELTA_AFTER_PACKAGE460","7","17288","0","0","0","0","3","0","1"
"462","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE462_20260705T063226_ROLLING_DELTA_AFTER_PACKAGE461","12","201099","0","0","0","0","3","1","6"
"463","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE463_20260705T063343_ROLLING_DELTA_AFTER_PACKAGE462","9","51824","0","0","0","0","6","0","2"
"464","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE464_20260705T063523_ROLLING_DELTA_AFTER_PACKAGE463","8","23723","0","0","0","0","3","0","0"
"465","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE465_20260705T063911_ROLLING_DELTA_AFTER_PACKAGE464","22","454572","0","0","0","0","4","1","5"
"466","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE466_20260705T064037_ROLLING_DELTA_AFTER_PACKAGE465","7","12188","0","0","0","0","3","0","0"
"467","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE467_20260705T064201_ROLLING_DELTA_AFTER_PACKAGE466","7","49200","0","0","0","0","3","1","0"
"468","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE468_20260705T064406_ROLLING_DELTA_AFTER_PACKAGE467","11","102616","0","0","0","0","6","0","1"
"469","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE469_20260705T064429_ROLLING_DELTA_AFTER_PACKAGE468","8","17592","0","0","0","0","3","0","0"
"470","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE470_20260705T064523_ROLLING_DELTA_AFTER_PACKAGE469","8","63544","0","0","0","0","3","0","2"
"471","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE471_20260705T064632_ROLLING_DELTA_AFTER_PACKAGE470","7","84771","0","0","0","0","3","1","0"
"472","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE472_20260705T064654_ROLLING_DELTA_AFTER_PACKAGE471","23","48471","0","0","0","0","20","1","4"
"473","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE473_20260705T064830_ROLLING_DELTA_AFTER_PACKAGE472","7","502227","0","0","0","0","3","0","0"
"474","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE474_20260705T065500_ROLLING_DELTA_AFTER_PACKAGE473","14","666133","0","0","0","0","5","2","0"
"475","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE475_20260705T065609_ROLLING_DELTA_AFTER_PACKAGE474","6","12525","0","0","0","0","3","0","0"
"476","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE476_20260705T065842_ROLLING_DELTA_AFTER_PACKAGE475","9","60425","0","0","0","0","3","0","0"
"477","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE477_20260705T065954_ROLLING_DELTA_AFTER_PACKAGE476","7","105138","0","0","0","0","3","1","0"
"478","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE478_20260705T070109_ROLLING_DELTA_AFTER_PACKAGE477","10","125477","0","0","0","0","6","1","0"
"479","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE479_20260705T070140_ROLLING_DELTA_AFTER_PACKAGE478","6","4765","0","0","0","0","3","0","0"
"480","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE480_20260705T070202_ROLLING_DELTA_AFTER_PACKAGE479","6","29818","0","0","0","0","3","0","0"
"481","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE481_20260705T070249_ROLLING_DELTA_AFTER_PACKAGE480","8","23733","0","0","0","0","3","0","2"
"482","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE482_20260705T070356_ROLLING_DELTA_AFTER_PACKAGE481","9","22726","0","0","0","0","4","0","1"
"483","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE483_20260705T070442_ROLLING_DELTA_AFTER_PACKAGE482","15","287004","0","0","0","0","3","1","8"
"484","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE484_20260705T070548_ROLLING_DELTA_AFTER_PACKAGE483","23","461556","0","0","0","0","4","0","16"
"485","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE485_20260705T070609_ROLLING_DELTA_AFTER_PACKAGE484","9","100649","0","0","0","0","3","0","3"
"486","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE486_20260705T070655_ROLLING_DELTA_AFTER_PACKAGE485","8","17373","0","0","0","0","3","0","2"
"487","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE487_20260705T070805_ROLLING_DELTA_AFTER_PACKAGE486","12","374595","0","0","0","0","8","1","4"
"488","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE488_20260705T070822_ROLLING_DELTA_AFTER_PACKAGE487","7","114177","0","0","0","0","3","1","0"
"489","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE489_20260705T071016_ROLLING_DELTA_AFTER_PACKAGE488","6","4902","0","0","0","0","3","0","0"
"490","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE490_20260705T071129_ROLLING_DELTA_AFTER_PACKAGE489","14","38926","0","0","0","0","11","0","0"
"491","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE491_20260705T071236_ROLLING_DELTA_AFTER_PACKAGE490","17","422687","0","0","0","0","12","0","2"
"492","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE492_20260705T071321_ROLLING_DELTA_AFTER_PACKAGE491","8","19634","0","0","0","0","4","0","1"
"493","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE493_20260705T071439_ROLLING_DELTA_AFTER_PACKAGE492","39","3149434","0","0","0","0","14","9","32"
"494","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE494_20260705T071554_ROLLING_DELTA_AFTER_PACKAGE493","15","134501","0","0","0","0","7","0","0"
"495","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE495_20260705T071707_ROLLING_DELTA_AFTER_PACKAGE494","33","1898526","0","0","0","0","14","4","20"
"496","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE496_20260705T071943_ROLLING_DELTA_AFTER_PACKAGE495","7","18397","0","0","0","0","3","0","1"
"497","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE497_20260705T072058_ROLLING_DELTA_AFTER_PACKAGE496","11","134492","0","0","0","0","3","0","4"
"498","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE498_20260705T072200_ROLLING_DELTA_AFTER_PACKAGE497","11","138540","0","0","0","0","6","1","3"
"499","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE499_20260705T072248_ROLLING_DELTA_AFTER_PACKAGE498","7","20155","0","0","0","0","3","0","0"
"500","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE500_20260705T072400_ROLLING_DELTA_AFTER_PACKAGE499","9","49814","0","0","0","0","4","0","1"
"501","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE501_20260705T072516_ROLLING_DELTA_AFTER_PACKAGE500","13","166070","0","0","0","0","5","1","2"
"502","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE502_20260705T072628_ROLLING_DELTA_AFTER_PACKAGE501","7","21478","0","0","0","0","3","0","1"
"503","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE503_20260705T073018_ROLLING_DELTA_AFTER_PACKAGE502","9","68565","0","0","0","0","5","0","0"
"504","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE504_20260705T073521_ROLLING_DELTA_AFTER_PACKAGE503","9","524520","0","0","0","0","3","0","0"
"505","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE505_20260705T073703_ROLLING_DELTA_AFTER_PACKAGE504","9","152302","0","0","0","0","3","1","2"
"506","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE506_20260705T073830_ROLLING_DELTA_AFTER_PACKAGE505","24","51770","0","0","0","0","21","1","4"
"507","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE507_20260705T074022_ROLLING_DELTA_AFTER_PACKAGE506","8","15833","0","0","0","0","3","0","2"
"508","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE508_20260705T074146_ROLLING_DELTA_AFTER_PACKAGE507","11","257930","0","0","0","0","3","0","0"
"509","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE509_20260705T074302_ROLLING_DELTA_AFTER_PACKAGE508","9","214544","0","0","0","0","3","3","0"
"510","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE510_20260705T074420_ROLLING_DELTA_AFTER_PACKAGE509","12","94710","0","0","0","0","8","0","0"
"511","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE511_20260705T074535_ROLLING_DELTA_AFTER_PACKAGE510","8","20608","0","0","0","0","3","0","2"
"512","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE512_20260705T074647_ROLLING_DELTA_AFTER_PACKAGE511","7","5251","0","0","0","0","4","0","1"
"627","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE627_20260705T162957_ROLLING_DELTA_AFTER_PACKAGE626","9","46783","0","0","0","0","6","0","0"
"628","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE628_20260705T163100_ROLLING_DELTA_AFTER_PACKAGE627","7","547642","0","0","0","0","3","0","0"
"629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE629_20260705T163214_ROLLING_DELTA_AFTER_PACKAGE628","21","332013","0","0","0","0","9","3","3"
"630","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE630_20260705T163319_ROLLING_DELTA_AFTER_PACKAGE629","10","155505","0","0","0","0","6","1","0"
"631","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE631_20260705T163730_ROLLING_DELTA_AFTER_PACKAGE630","14","500058","0","0","0","0","7","1","3"
"632","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE632_20260705T164734_ROLLING_DELTA_AFTER_PACKAGE631","12","208897","0","0","0","0","4","1","2"
"633","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE633_20260705T170919_ROLLING_DELTA_AFTER_PACKAGE632","138","3564078","0","0","0","0","60","16","29"
"634","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE634_20260705T171259_ROLLING_DELTA_AFTER_PACKAGE633","114","6521617","0","0","0","0","32","10","25"
"635","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE635_20260705T171504_ROLLING_DELTA_AFTER_PACKAGE634","55","1275685","0","0","0","0","35","5","15"
"636","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE636_20260705T171719_ROLLING_DELTA_AFTER_PACKAGE635","101","2309030","0","0","0","0","15","5","30"
"637","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE637_20260705T180014_ROLLING_DELTA_AFTER_PACKAGE636","10","606878","0","0","0","0","3","0","0"
