"package_id","language","bcp47","body_id","source_use_label","source_type","topic_tags","source_url","access_signal","license_or_access_signal","original_local_path","package_relative_path","sha256","bytes","hard_row_relevance","gap_or_blocker_note","included_in_package","non_claim_boundary"
"PAN-TURKIC-SOURCE-BODIES-20260705","Kyrgyz","ky","KY-PDF-001-text","OCR-witness","pdf-text-witness","Kyrgyz;algebra;polynomial;textbook","https://www.okuma.kg/read/web/books/%D0%90%D0%BB%D0%B3%D0%B5%D0%B1%D1%80%D0%B0%207%20%D0%BA%D0%BB%D0%B0%D1%81%D1%81%20%28okuma.kg%29_%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%2C%20%D0%9B%D0%BE%D0%B3%D0%B8%D0%BA%D0%B036.pdf","public PDF from OKUMA.KG; no blanket license clearance","OCR/text witness only; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\ocr-witnesses\ky\KY-PDF-001_Algebra_7_textbook_OKUMA_KG.txt","ocr-witnesses/ky/KY-PDF-001_Algebra_7_textbook_OKUMA_KG.txt","ec22418d438c906531f832a369c6afb02ccc2e35a42e3b7b5503623a637238fe","172","no hard-row closure; source-corpus or gap provenance only","Text/OCR sidecar for KY-PDF-001; separated from PDF body.","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Kyrgyz","ky","KY-PDF-002-pdf","native-source-body","source-pdf","Kyrgyz;mathematics curriculum;algebra;polynomial","https://edu.gov.kg/media/files/c832083a-4db8-4b7f-89cc-315d5535f520.pdf","public PDF from Kyrgyz education ministry domain; no blanket license clearance","source access recorded; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\ky\pdf-witnesses\KY-PDF-002_Kyrgyz_mathematics_curriculum_PDF_edu_gov_kg.pdf","bodies/ky/pdf-witnesses/KY-PDF-002_Kyrgyz_mathematics_curriculum_PDF_edu_gov_kg.pdf","34fd87987f76e5e25c2d7c29a3e1d5ca310e99193774adaca1d2fb7be4a5414c","601365","no hard-row closure; source-corpus or gap provenance only","Captured Kyrgyz government mathematics-curriculum PDF. Extracted text contains Kyrgyz polynomial topic rows, but no exact Noetherian-ring or polynomial-ring hard-row witness.","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Kyrgyz","ky","KY-PDF-002-text","OCR-witness","pdf-text-witness","Kyrgyz;mathematics curriculum;algebra;polynomial","https://edu.gov.kg/media/files/c832083a-4db8-4b7f-89cc-315d5535f520.pdf","public PDF from Kyrgyz education ministry domain; no blanket license clearance","OCR/text witness only; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\ocr-witnesses\ky\KY-PDF-002_Kyrgyz_mathematics_curriculum_PDF_edu_gov_kg.txt","ocr-witnesses/ky/KY-PDF-002_Kyrgyz_mathematics_curriculum_PDF_edu_gov_kg.txt","e4ae84b91831d06f9a935284cd7fc5e07a547095fee450cfcee52ad9cbc3000b","138234","no hard-row closure; source-corpus or gap provenance only","Text/OCR sidecar for KY-PDF-002; separated from PDF body.","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Kyrgyz","ky","KY-PDF-003-pdf","native-source-body","source-pdf","Kyrgyz;algebra;polynomial;textbook","https://new.bizdin.kg/media/books/Algebra-8-klass-211-bet..pdf","public PDF from Bizdin.kg; no blanket license clearance","source access recorded; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\ky\pdf-witnesses\KY-PDF-003_Algebra_8_PDF_Bizdin_kg.pdf","bodies/ky/pdf-witnesses/KY-PDF-003_Algebra_8_PDF_Bizdin_kg.pdf","68011fc29ec571591c7c639c85e1b2b291844075d6cd8df27a85f9d8202d3612","12053260","no hard-row closure; source-corpus or gap provenance only","Captured Kyrgyz algebra 8 PDF. pdftotext sidecar is sparse, so OCR remains needed before row-level internal terms can be cited.","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Kyrgyz","ky","KY-PDF-003-text","OCR-witness","pdf-text-witness","Kyrgyz;algebra;polynomial;textbook","https://new.bizdin.kg/media/books/Algebra-8-klass-211-bet..pdf","public PDF from Bizdin.kg; no blanket license clearance","OCR/text witness only; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\ocr-witnesses\ky\KY-PDF-003_Algebra_8_PDF_Bizdin_kg.txt","ocr-witnesses/ky/KY-PDF-003_Algebra_8_PDF_Bizdin_kg.txt","02faf4f67b177f6eb34ab305a9832a28d4cba5f786fd8b473aae0aa934d69a28","105","no hard-row closure; source-corpus or gap provenance only","Text/OCR sidecar for KY-PDF-003; separated from PDF body.","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Kyrgyz","ky","KY-CUR-055-001-body","native-source-body","html-capture","Kyrgyz; polynomial base context; current local source capture; polynomial/ring context","https://ky.wikipedia.org/wiki/%D0%9A%D3%A9%D0%BF_%D0%BC%D2%AF%D1%87%D3%A9","captured_current_web_provenance","current web/source capture; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\ky\current-probe\KY-CUR-055-001_polynomial_base_context.html","bodies/ky/current-probe/KY-CUR-055-001_polynomial_base_context.html","bdbe18294e6efc931a61f6a09a40906ecc4ae17a82887593f22d2a4ff3801c8e","59325","hard-row source probe; supports source acquisition or candidate context only","Көп мүчө=18; көп мүчө=1","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Kyrgyz","ky","KY-CUR-055-001-text","source-rescribe-workpass","text-extraction-workpass","Kyrgyz; polynomial base context; current local source capture; polynomial/ring context","https://ky.wikipedia.org/wiki/%D0%9A%D3%A9%D0%BF_%D0%BC%D2%AF%D1%87%D3%A9","captured_current_web_provenance","text extraction/workpass; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\source-rescribe-workpass\ky\current-probe\KY-CUR-055-001_polynomial_base_context.txt","source-rescribe-workpass/ky/current-probe/KY-CUR-055-001_polynomial_base_context.txt","0738e4aaa2dcba49fe141dd0a619b80b66abcbc3375f72a901ae66599e96dc47","8053","hard-row source probe; text search workpass only","Text workpass for KY-CUR-055-001; separated from source body.","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Kyrgyz","ky","KY-CUR-055-002-body","native-source-body","html-capture","Kyrgyz; official STEM polynomial lesson context; current local source capture; polynomial/ring context","https://stem.edu.gov.kg/subjects/2/grades/7/topics/8473","captured_current_web_provenance","current web/source capture; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\ky\current-probe\KY-CUR-055-002_official_STEM_polynomial_lesson_context.html","bodies/ky/current-probe/KY-CUR-055-002_official_STEM_polynomial_lesson_context.html","77c8a65cd67396af65d01ed03a1103b1092520759d566f0924275326ae5f8f1e","3897","hard-row source probe; supports source acquisition or candidate context only","","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Kyrgyz","ky","KY-CUR-055-002-text","source-rescribe-workpass","text-extraction-workpass","Kyrgyz; official STEM polynomial lesson context; current local source capture; polynomial/ring context","https://stem.edu.gov.kg/subjects/2/grades/7/topics/8473","captured_current_web_provenance","text extraction/workpass; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\source-rescribe-workpass\ky\current-probe\KY-CUR-055-002_official_STEM_polynomial_lesson_context.txt","source-rescribe-workpass/ky/current-probe/KY-CUR-055-002_official_STEM_polynomial_lesson_context.txt","bd99afd8f21620be7b492b955c2e00e011de5dccb01c663640725c0ef0d9df90","214","hard-row source probe; text search workpass only","Text workpass for KY-CUR-055-002; separated from source body.","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Tatar","tt","TT-CUR-055-001-body","native-source-body","source-text","Tatar; source-archive lexical context; current local source capture; polynomial/ring context","https://raw.githubusercontent.com/apertium/apertium-tat/master/apertium-tat.tat.lexc","captured_current_web_provenance","current web/source capture; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\tt\current-probe\TT-CUR-055-001_source-archive_lexical_context.txt","bodies/tt/current-probe/TT-CUR-055-001_source-archive_lexical_context.txt","7c66faedcd40d15f31743a8c27140b70187e22532401522fa653ce330b0b0e5b","2927241","hard-row source probe; supports source acquisition or candidate context only","күпбуын=2; боҗра=2","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Tatar","tt","TT-CUR-055-002-body","native-source-body","html-capture","Tatar; dictionary polynomial context; current local source capture; polynomial/ring context","https://www.rodon.org/other/trs.htm","captured_current_web_provenance","current web/source capture; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\tt\current-probe\TT-CUR-055-002_dictionary_polynomial_context.html","bodies/tt/current-probe/TT-CUR-055-002_dictionary_polynomial_context.html","da63051d4dd6acbd90c57dcc9fd8061bc6a9f254a2f3035186104272f0ca427a","1049108","hard-row source probe; supports source acquisition or candidate context only","","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Tatar","tt","TT-CUR-055-002-text","source-rescribe-workpass","text-extraction-workpass","Tatar; dictionary polynomial context; current local source capture; polynomial/ring context","https://www.rodon.org/other/trs.htm","captured_current_web_provenance","text extraction/workpass; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\source-rescribe-workpass\tt\current-probe\TT-CUR-055-002_dictionary_polynomial_context.txt","source-rescribe-workpass/tt/current-probe/TT-CUR-055-002_dictionary_polynomial_context.txt","d3b2558c46c24e29227718ae84cef4056a25c7ceb27b3bbcdb83e07a09923b84","1975976","hard-row source probe; text search workpass only","Text workpass for TT-CUR-055-002; separated from source body.","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Tatar","tt","TT-CUR-055-003-body","native-source-body","html-capture","Tatar; low-authority Noetherian trap; current local source capture; polynomial/ring context","https://opentran.net/tt/%D1%80%D1%83%D1%81-%D1%82%D0%B0%D1%82%D0%B0%D1%80/%D0%BD%D1%91%D1%82%D0%B5%D1%80%D0%BE%D0%B2%D0%BE.html","captured_current_web_provenance","current web/source capture; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\tt\current-probe\TT-CUR-055-003_low-authority_Noetherian_trap.html","bodies/tt/current-probe/TT-CUR-055-003_low-authority_Noetherian_trap.html","d1b1ed7a3b1248af351d4b2f69cccf8b1d51a707db93edb593842276faa1eace","5835","hard-row source probe; supports source acquisition or candidate context only","","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Tatar","tt","TT-CUR-055-003-text","source-rescribe-workpass","text-extraction-workpass","Tatar; low-authority Noetherian trap; current local source capture; polynomial/ring context","https://opentran.net/tt/%D1%80%D1%83%D1%81-%D1%82%D0%B0%D1%82%D0%B0%D1%80/%D0%BD%D1%91%D1%82%D0%B5%D1%80%D0%BE%D0%B2%D0%BE.html","captured_current_web_provenance","text extraction/workpass; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\source-rescribe-workpass\tt\current-probe\TT-CUR-055-003_low-authority_Noetherian_trap.txt","source-rescribe-workpass/tt/current-probe/TT-CUR-055-003_low-authority_Noetherian_trap.txt","312df46ab60dbaebc6f93c93645ca518cc97b79824b0764532508db2f3e5146b","86","hard-row source probe; text search workpass only","Text workpass for TT-CUR-055-003; separated from source body.","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Turkmen","tk","TK-CUR-051-001-body","native-source-body","html-capture","Turkmen;higher mathematics;polynomial context search lead","https://www.scribd.com/document/713967058/Huda%C3%BDberenow-O-%C3%9Dokary-Matematika-2018-Turkmen-Dowlet-Ne%C5%9Fir%C3%BDat-Gullugy","Scribd page; public web text; page states all rights reserved; no license clearance","current source gate capture; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\tk\current-source-gate\TK-CUR-051-001.html","bodies/tk/current-source-gate/TK-CUR-051-001.html","32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea","3038","current source gate; source acquisition support only","Search-visible Turkmen higher-mathematics textbook lead, but local HTML capture contained no configured Turkmen math context or hard-row hits. Treat as access/provenance attempt only.","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Turkmen","tk","TK-CUR-051-001-text","source-rescribe-workpass","text-extraction-workpass","Turkmen;higher mathematics;polynomial context search lead","https://www.scribd.com/document/713967058/Huda%C3%BDberenow-O-%C3%9Dokary-Matematika-2018-Turkmen-Dowlet-Ne%C5%9Fir%C3%BDat-Gullugy","Scribd page; public web text; page states all rights reserved; no license clearance","text extraction/workpass; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\source-rescribe-workpass\tk\current-source-gate\TK-CUR-051-001.txt","source-rescribe-workpass/tk/current-source-gate/TK-CUR-051-001.txt","7a4d2066c8ce04be2529591f02cc22d3fd9993c1649863bd537a2d4421087d14","3040","current source gate; source acquisition support only","Text sidecar for TK-CUR-051-001; separated from source body.","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Turkmen","tk","TK-CUR-051-002-body","native-source-body","html-capture","Turkmen;algebra;polynomial context search lead","https://www.scribd.com/document/685386439/7-Algebra","Scribd page; public web text; no license clearance","current source gate capture; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\tk\current-source-gate\TK-CUR-051-002.html","bodies/tk/current-source-gate/TK-CUR-051-002.html","32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea","3038","current source gate; source acquisition support only","Search-visible Turkmen algebra textbook lead, but local HTML capture contained no configured Turkmen math context or hard-row hits. Treat as access/provenance attempt only.","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Turkmen","tk","TK-CUR-051-002-text","source-rescribe-workpass","text-extraction-workpass","Turkmen;algebra;polynomial context search lead","https://www.scribd.com/document/685386439/7-Algebra","Scribd page; public web text; no license clearance","text extraction/workpass; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\source-rescribe-workpass\tk\current-source-gate\TK-CUR-051-002.txt","source-rescribe-workpass/tk/current-source-gate/TK-CUR-051-002.txt","7a4d2066c8ce04be2529591f02cc22d3fd9993c1649863bd537a2d4421087d14","3040","current source gate; source acquisition support only","Text sidecar for TK-CUR-051-002; separated from source body.","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Turkmen","tk","TK-CUR-051-003-body","native-source-body","html-capture","Turkmen;higher mathematics;higher algebra;polynomial context","https://pubhtml5.com/znfx/acte/basic/","PubHTML5 web page; public HTML; license not established","current source gate capture; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\tk\current-source-gate\TK-CUR-051-003.html","bodies/tk/current-source-gate/TK-CUR-051-003.html","529140ad0cca99f844b4025e2adacf972b79ed8f49f48b517f7f7b563aca9b11","193077","current source gate; source acquisition support only","Captured public HTML with local Turkmen higher-mathematics/algebra context hits including köpagza and halka. No exact polynomial-ring or Noetherian-ring hard-row hit surfaced.","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Turkmen","tk","TK-CUR-051-003-text","source-rescribe-workpass","text-extraction-workpass","Turkmen;higher mathematics;higher algebra;polynomial context","https://pubhtml5.com/znfx/acte/basic/","PubHTML5 web page; public HTML; license not established","text extraction/workpass; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\source-rescribe-workpass\tk\current-source-gate\TK-CUR-051-003.txt","source-rescribe-workpass/tk/current-source-gate/TK-CUR-051-003.txt","c0322569a6e6d8cb266af932bf902996e5be97c9598bfbe5243d0a267267e349","193079","current source gate; source acquisition support only","Text sidecar for TK-CUR-051-003; separated from source body.","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Turkmen","tk","TK-CUR-051-004-body","native-source-body","source-pdf","Turkmen;higher mathematics;algebra;polynomial context","https://kitaphana.net/electronic-book/2157","Kitaphana public PDF response; license not established","current source gate capture; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\tk\current-source-gate\TK-CUR-051-004.pdf","bodies/tk/current-source-gate/TK-CUR-051-004.pdf","130f081ca7a90ecb9c023f24193ed4d3b4ef79e47b40262a82fcca8529cf84a0","811729","current source gate; source acquisition support only","Captured actual PDF from Kitaphana book URL and extracted text. Local text has köpagza/Algebra context but no exact polynomial-ring or Noetherian-ring hard-row hit.","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Turkmen","tk","TK-CUR-051-004-text","OCR-witness","text-extraction-workpass","Turkmen;higher mathematics;algebra;polynomial context","https://kitaphana.net/electronic-book/2157","Kitaphana public PDF response; license not established","text extraction/workpass; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\ocr-witnesses\tk\current-source-gate\TK-CUR-051-004.txt","ocr-witnesses/tk/current-source-gate/TK-CUR-051-004.txt","37c0fb08e3568157ad49f287c5c40c2a6bdda3be2bb9ebfa2e51e185a198415e","98540","current source gate; source acquisition support only","Text sidecar for TK-CUR-051-004; separated from source body.","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Turkmen","tk","TK-CUR-051-005-body","native-source-body","source-pdf","Turkmen;mathematics education;PDF fallback","https://balkanmaliyemek.edu.tm/download/20210701/60ddbd80f17e3660.pdf","Public PDF from education-domain site; no blanket license clearance","current source gate capture; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\tk\current-source-gate\TK-CUR-051-005.pdf","bodies/tk/current-source-gate/TK-CUR-051-005.pdf","59018cebcb3e7597e687aa44b7864d7dd8a30e98091844013d23eabc090a103b","338182","current source gate; source acquisition support only","Captured public PDF and extracted text, but configured polynomial/algebra/ring context and exact hard-row hits were zero in local text.","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Turkmen","tk","TK-CUR-051-005-text","OCR-witness","text-extraction-workpass","Turkmen;mathematics education;PDF fallback","https://balkanmaliyemek.edu.tm/download/20210701/60ddbd80f17e3660.pdf","Public PDF from education-domain site; no blanket license clearance","text extraction/workpass; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\ocr-witnesses\tk\current-source-gate\TK-CUR-051-005.txt","ocr-witnesses/tk/current-source-gate/TK-CUR-051-005.txt","cbf58da8a291de3ed5de7099b575322d717c6d80fa1f02958d7df148ffdcab59","11470","current source gate; source acquisition support only","Text sidecar for TK-CUR-051-005; separated from source body.","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Turkmen","tk","TK-CUR-051-006-body","native-source-body","html-capture","Turkmen;mathematical modeling;monograph;polynomial context search lead","https://www.researchgate.net/publication/390161055_YERASTY_SUYJI_SUW_YATAKLARYNY_MATEMATIKI_MODELIRLEMEK","ResearchGate public lead; direct local capture 403; content may be subject to copyright","current source gate capture; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\tk\current-source-gate\TK-CUR-051-006.html","bodies/tk/current-source-gate/TK-CUR-051-006.html","33cf6f3d6fdc4b34b93dbdae246dd89eb2d3f0ec2a4996e4c8c10e6e899a7c54","191","current source gate; source acquisition support only","Search-visible Turkmen mathematical-modeling monograph lead, but direct local capture returned 403 and local text is only an error body. Treat as source-lead gap evidence only.","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Turkmen","tk","TK-CUR-051-006-text","source-rescribe-workpass","text-extraction-workpass","Turkmen;mathematical modeling;monograph;polynomial context search lead","https://www.researchgate.net/publication/390161055_YERASTY_SUYJI_SUW_YATAKLARYNY_MATEMATIKI_MODELIRLEMEK","ResearchGate public lead; direct local capture 403; content may be subject to copyright","text extraction/workpass; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\source-rescribe-workpass\tk\current-source-gate\TK-CUR-051-006.txt","source-rescribe-workpass/tk/current-source-gate/TK-CUR-051-006.txt","1eed7c4f18d1c3625cfc2bf61256830b5dfcfa73cd33555575a12b6339f78c45","193","current source gate; source acquisition support only","Text sidecar for TK-CUR-051-006; separated from source body.","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Uyghur","ug","UG-CUR-052-001-body","native-source-body","html-capture","Uyghur;Noetherian ring;polynomial ring;source-canon authority gate","https://wiki.uygur.com/noeter_halqisi/","UYGUR.COM public HTML dictionary page; license/authority not cleared","current source gate capture; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\ug\current-source-gate\UG-CUR-052-001.html","bodies/ug/current-source-gate/UG-CUR-052-001.html","e6a3c01ff060b55e3bf324e9a59d32f620da956246ceef3c38b4d5a1a87799ad","84366","candidate-only or blocked; no hard-row closure or promotion","Current UYGUR.COM dictionary page locally captured with exact Noetherian-ring candidate and English gloss. It remains candidate-only because authority/license/source-canon review is open.","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Uyghur","ug","UG-CUR-052-001-text","source-rescribe-workpass","text-extraction-workpass","Uyghur;Noetherian ring;polynomial ring;source-canon authority gate","https://wiki.uygur.com/noeter_halqisi/","UYGUR.COM public HTML dictionary page; license/authority not cleared","text extraction/workpass; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\source-rescribe-workpass\ug\current-source-gate\UG-CUR-052-001.txt","source-rescribe-workpass/ug/current-source-gate/UG-CUR-052-001.txt","aa7177389eab80733e430a96e204f99feb92afe6484ad4f2cc0ed72831b8486d","84368","candidate-only or blocked; no hard-row closure or promotion","Text sidecar for UG-CUR-052-001; separated from source body.","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Uyghur","ug","UG-CUR-052-002-body","native-source-body","html-capture","Uyghur;Noetherian ring;polynomial ring;source-canon authority gate","https://wiki.uygur.com/kop_ezaliq_halqa/","UYGUR.COM public HTML dictionary page; license/authority not cleared","current source gate capture; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\ug\current-source-gate\UG-CUR-052-002.html","bodies/ug/current-source-gate/UG-CUR-052-002.html","368a3a3e19e1b955b582ea18e8f7ddca8b47df264dd50b7e1a275a35c2f79a5a","84391","candidate-only or blocked; no hard-row closure or promotion","Current UYGUR.COM dictionary page locally captured with exact polynomial-ring candidate and English gloss. It remains candidate-only because authority/license/source-canon review is open.","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
"PAN-TURKIC-SOURCE-BODIES-20260705","Uyghur","ug","UG-CUR-052-002-text","source-rescribe-workpass","text-extraction-workpass","Uyghur;Noetherian ring;polynomial ring;source-canon authority gate","https://wiki.uygur.com/kop_ezaliq_halqa/","UYGUR.COM public HTML dictionary page; license/authority not cleared","text extraction/workpass; license not cleared","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\source-rescribe-workpass\ug\current-source-gate\UG-CUR-052-002.txt","source-rescribe-workpass/ug/current-source-gate/UG-CUR-052-002.txt","be2f13deef26f3179c1356f06031f1cab7c7037210b117eba0ae0bb9d0cf9e4c","84393","candidate-only or blocked; no hard-row closure or promotion","Text sidecar for UG-CUR-052-002; separated from source body.","True","draft/source-corpus package only; no native review, canonical approval, accepted terminology, license clearance, gate promotion, bridge/pilot, or translation-completion claim"
