layer	authority_pdf_page	normalized_text_sha256
english_standalone	98	46B956AF4B5686AC064FE8E347E02A48B01EF9C2829CF8770B9674BA4F5CEA6D
english_standalone	99	71CD70825DC48077489BFBE2E099EDD872F8B0E994058373793A9E5602444AA0
english_standalone	100	261D9594370ED6796A73EB971F3D0A9A6BD404B9D4385699D99CFBEC8558B44E
english_standalone	101	55817D3AACD193814FD2093E1E48ED994BF86F47A8BBEC3A6D24F21A0E0E3D5C
english_standalone	102	85509103CF66EEB3FFEEB50E8FB4B0F3E190DE76C5EFBBE7D8EEA76DC67A4AF9
english_standalone	103	5A25609A347275FC134019E3347AE360ACEB75DF9BEAE1A03872FA0BF2B623B2
english_standalone	104	F7DCD8162D2C6CEA4E56D2A80B6C1039631F82DF1FED2442B19C08711FA1D9A7
english_standalone	105	86A69E901537A664587C8E7C307AC5959BEBC73C477E6387B098396F95A9DE8A
english_standalone	106	4974593A2F1CBB5B4CBBC4BC9D17F44D159724F394E3A478B697C453DD353BA1
english_standalone	107	C5E4AD09BE063EFB2C1170A3EAA44FD5AC48149485DB64FC8E1A62CDB2FFE667
english_standalone	108	B541AB63334A253E26480BF5B976E843DFF6C1823DD553AB8793913D316E5BDC
english_standalone	109	EB414C41CCED0685374E2568079CF7AA61734BBB304DB15FF6799ACA9FF778C6
english_standalone	110	FA0051EDF2043DB85CD7A6DA8211B4B94C271C3BA78298CC4396B8961A626602
english_standalone	111	B2AAE6DBA29F9132FE038F733AE1D374F5433CCC214CD29C9FD4DC9ADB43C85D
english_standalone	112	B88BFA774729BF2B353D12EEF58A2E9BDB33A8CD882F276770A5BFD2B23F67D3
english_standalone	113	8FE79B642B37528E536DAE1BFA64CE1B385FDF75E57163A96FAF15C495EB198F
english_standalone	114	7FAC75EF6BD53BE31A2DB7615C6DE3F47B348FC800B907DEFFD2BF990EE901E3
english_standalone	115	E4CA279BA9D493CB2B3EE73EBC0406F2D398942F6B286F2D56592B9E76C8B287
english_standalone	116	411259ABA539BFA59FC2796188F98851BCC5215EE2301A2C4B2BF81414313558
english_standalone	117	EBBEA230FBCB1F02926FD758E924BE27367114D9347ADE2880AF238FE98711C3
english_standalone	118	EFC8EA287962F51CC22FC615D432A1A4C0AEF7C1506D6A308117A7475A8F1D5E
english_standalone	119	1F4224461C6FEF202F8818DE53E9F0BFA6BECEFA17E5DE6D66AF08B596BAA600
english_standalone	120	3A85F79D04E792A657BE7C0EF8FF7296D17AD1D85BFCF685B2EEF818D1B31536
english_standalone	121	9516495F54E96E9FD6F1E4789256BE7097B4BAD504A034C1551E634B213D7590
english_standalone	122	FD2389157EEE55FA38BE1DFC54D453B0845072711FDCC398FBC3C31999388658
english_standalone	123	D6F80BA2B2388022C5DF574D6CADEBF2C5B6E6095C4A817F4BB9BE02AA665529
english_standalone	124	BCDE7BDF6BE06B252EF3D4B7D1538B21D294DABB050AEBCA72A8C1DAC9FF519D
english_standalone	125	A22ED9C9C493B79A277F74E10C2539168AB67C5AFB67EFBE1665B9BC8C4C4805
english_standalone	126	CC9495B067F74EBE56AE690E051313728E8E21C12F91F27D092E0DB435C4476E
english_standalone	127	83026AC7C4F67005063A01B478E0AD2457395660F4491102227107DA8EF5839A
english_standalone	128	92572CB8E14C4A7E278B88DBB304636A8B5947D9F53BBD2BB6700E29C610FA1C
english_standalone	129	E64BCDB5B2508B80DA1D158120C7C30C31729D8D388BAE5B3134618C0432FB3C
english_standalone	130	179B320B8B2BC912AC4DB55C7EA453BC9613BE80D6293764550570807B7D66DB
english_standalone	131	ADCFB671AF76C97381D9DAE4F91E49B7692A010BD9D275F07ED62373277252F1
english_standalone	132	72FB525441000F811DE2DBC56B8A4130EEA30045681DC2EEF0DB596F25711514
english_standalone	133	3509760461E19BF3CE8E48F967C5924932CD0DEECCA44E7EEE5EE4F1756F83D7
english_standalone	134	6CC28684B1B99EA67D3035EBA06831C01F126196EB3DFD1388A57E86A0F12C76
english_standalone	135	CEFF4FC5C3CE8FD2C41E3FF0FB89E556044F606763673C7E8F0C303B109B8956
english_standalone	136	0B2300090A9CF94ECC26DCB76FA4766DB7D7663094D484696205EF287C93DEB7
english_standalone	137	A34279172DFC3F747EF6CD261EC61C411D510E5993D5B1F8D968B386F25DF340
english_standalone	138	8A7DDC6D57D8475EC0EE9ABB0958556CBD9E2EC4DA2E21CE2644CF269CD0E323
english_standalone	139	368361B237D33642CB8300AEEA26170DF83161DAF8A0A3FADC588ABCA1FB62B5
english_standalone	140	7943C0BDA22F2A1163F9946CF786E012083B55E16BE47EACFEF9EA51DFC2DE7D
english_standalone	141	DEF6137625944BBBFCC7A7AA6D2E1E3696687962E7CBB6E41740BB7A3D9B8EF7
english_standalone	142	39E9633F18294ED026FC8968868D1E7A63874349FF875FBDDEA8871BCAB8E2AC
english_standalone	143	B4B57B6A73BBF601F51F82BD1E0E5C7C0A6FE39693AD7D69A3911B98F558DA72
english_standalone	144	0009B966213FE761197CE91152697869891ABAFEFDBA88873BBD215D066B8ACD
english_standalone	145	68897BCBC531CFD0C30A726C58DDF9224BA720BB129B5F2FCA093071A8D00AC4
english_standalone	146	5BF644D01195F0212A14648004EC0E732D336F1281A71D0FAF6B7C71A827A7FB
english_standalone	147	119248647EE02B3792BDFA5F6517AFF088636D66B2EFF2F7615AEB65495EA1C8
english_standalone	148	AA511E6FC3CDEEE233C34916A3C462E1F589F0CBBCD363FFCC0D3D6A4BD442EC
english_standalone	149	5B6EBF7C77BF9B9B214A41C40F42D5EB29CDBFE6BE44DC1BE89D241C8BFFBEB4
english_standalone	150	EE21AB3CF542F07999D2DE8908186AE13ABC5766179C6BC83A58CA4F60BFCDEE
english_standalone	151	E5AC207165FAECD0F1450606E9C2891B3E6ABF923F7CC49DAC74D36328C63810
english_standalone	152	0C45A3ABF3AD8485773076B457D8B341389B812B6DEF3A30654A0CD1DDB424E2
english_standalone	153	C5C8DC827A166C06D4284C95DE0818FA0E5F8662E1363FA4AD12DFDF923A0F15
english_standalone	154	9784D7DBAECB50BF24275540CCFC6AD37EDAB85959E435B23047557A53B0C503
english_standalone	155	E6D282BD077AAAB5ACB28F7E9C37CC33708E5AD6228F8FD9B5C09E63020A5D48
english_standalone	156	F1D198520AD98709DB064DEF79F6BFB8F3D1F789DBC944C7BCB34B3B7404762B
english_standalone	157	C2EDCCCFF58A56A6E45E49236F7BBC97A02A9B205B0A2F42CE393268AB8079E2
english_standalone	158	BFABDA05BC8CD3BEE6EEE8C4F364CAA1A1FB2C98939EE76A0C9DB318DA118E04
english_standalone	159	F57C2F2D1669EF93FDDEB2E7DAEEE004203B66BF89A8AA90CF02445D55CA1390
english_standalone	160	04FBA62D454CD2BC146D2C3DE1D9D23AB07B36D7A18380E2623AC86C27A04A90
english_standalone	161	D4C1691A407A62E1C79D39926419526A9319EA87A17A03BDDEB97A5E28BAC646
english_standalone	162	7D923A47117D9FC402F568753F6D721413CAF23E7A0B3E803172232CB9C71442
english_standalone	163	092D92629EDB456A7DE28C509B89E01EEF3D0232E772B3494A604F161E5A4372
english_standalone	164	80CAD48B226FF4CB0CE727A14FF88F76084B63345B7FC95D8175F88B9BDBE91D
english_standalone	165	C7F3C7A3FFC90A422C1E2DC91894D49E592B06F3661741BC5B6FC23814469E97
english_standalone	166	AB26095DF3C478C3CC3B7956A69FB413A5874F74B52AE1B4D6DB6669E5203C0F
english_standalone	167	41ABC72D4C9F8847FEBBE6C1F9522BB9A295A331E3E38E136D5198FBE861BFF6
english_standalone	168	08AFE1F3670191EA4B4F5A0940B8E00B0C7B6FB35F85F68E3D0CA6FDEF73ED07
english_standalone	169	0E4659332622D5B2617B483A4F4B031BF538FC02C15B586190C34AF596310CF1
english_standalone	170	8D8BDF2CB3B1C5DB49BE1F51CE850C192196EAB83621467F4B3F437C79D9CB8F
english_standalone	171	98E169586563E9527AFA457A7FE7AF2E42398E44D54D2DE2D0A48CF7B80A3835
english_standalone	172	C1CD27180483816DE631ED5DCC9E1B9EDBBB06A96B1973B4405AC7FE299C7C04
english_standalone	173	903DD399F5FD0EF8E4AF80A6D504400DF9346C3357D53351EB8FB69A7E1D09C7
english_standalone	174	60DCD2D1446636E30B2BF5F47A8D1D2E02249D55EFD40FD355837864F8C1E4F8
apparatus	1	95FF3D7E21468D08448B136651AFD99D081598171FE38D397AC842A7AE164CF2
apparatus	2	37B4912F772A229BE3085BC754D95C47636EC80FEABBAEED65E80AC8155C89F3
apparatus	3	6076F0541BC3D406A24AC53A0762D33DBAB632FDF959F16A2C55E52E9E8535CF
apparatus	4	B0DACD3D3336FF68FA52B457176AC5A2E9A9F2CF80CC7FA76F9BF6BF3A3E3C30
apparatus	5	F0AF20085FDB52085353C6214A83D20159FE953DB6AA7EE752EAFEC02D8C03D0
apparatus	6	E6C81121BF54077640BE20D950BD4AC7BD582ADCD56D4881FACBCF4337135A55
apparatus	7	8718E3AACCE6405E5A136882DDB491AA22DE017C0E3F623BC6941D9B54987522
apparatus	8	B2A1D173B857C433D2DAA16A6B2CF79417E51137030EF537C44A5ACE68F488FD
apparatus	9	949345B861BFC0C54F9DF578997630890D027403A82689DDCAF2D4180D7A8396
apparatus	10	33726806E2A46B3BD717326B3E94A12E015EE55425EB771B0AD5A7369C7227BE
apparatus	11	7AA625B450E989BA1269E5B6180316F2AB1273B9BC522D65433BC3446DB0D983
apparatus	12	1257F5267A99305B639EC6C755DDC8AE0839F9A9AE3C6C42D7FC195A66991E14
apparatus	13	14751746AF1ECD90AC7DADB9C91FA35EA28860DC602590BD3DCDD59F39A98313
apparatus	14	E5FBE0D69A179756B3DEF6A842DF4B689A9A0A93A22A10282D95C49F3A7AC4E5
apparatus	15	F5FF28F03CA0B0097A6724DCF26AA60FD8605670B7223E1C95BEBC31C2D06D15
apparatus	16	23B8230E980D0C2EB1FE174F6322869F2FE1020CB09A5A3A4644DF7AFEBFA9C5
apparatus	17	9D5FF88F8525619F59FAD7104EB0E71FA67D531EE361A7AB9429398AA408F2E5
apparatus	18	82210B6E86E2A4F8CCBBDDE65108ABD3B43A3B201E917166F89BCB7734A7040F
apparatus	19	7C2D7F9B76E73B2BC7294DA3E03F7BE2B7CA010CD9BD926B5BD05642B67B2FBD
apparatus	20	926DF04C6C24FEAED7CC1CBBD8CF519BA5705E63303396B8B9C0EAF635D54E78
apparatus	21	15C03FE8CF6F472A1C2FEA8A323665DCFB8D2A12F0087BA9EBF7A7EDF9E59274
apparatus	22	21607A2D7EB2C2C83FE10DB433D3830C27B66FC95C60F1F2A83BD0BB6C6233ED
apparatus	23	2C10E46C412E638C434BB6C8FC46E1E13114E6F573B077F595ADB7A81CE27A09
apparatus	24	9F9BA71CAE64BD257361FBB8EC1C827352B0E234BDF09B6C9D8304A8099B5648
apparatus	25	B7FB65694878EC279623AB747E8D802139920238C6FC80C7D2ADE5C1B689DA14
apparatus	26	DAF0F69DAFD544D0966A5C948E478013B6727531A111FF7D987E37894E9F2F59
apparatus	27	82212981BA13F430B1D2F162E3EDE68E6E01E3B9554F566B9185CEBBC95D5DA9
apparatus	28	009895902CE5009812D6DD87F9DB6C8933D3BC4DC72AD2745D4E061AF8A9ED44
apparatus	29	1553582717A38DCC740480F131DD86F3BC9AA2F8405EB10E4E5DBD5EFBA805F1
apparatus	30	4DF5AE3A35F597A14416AA6AA23E2D37E07D591B30E0CEF675502617926AA19A
apparatus	31	07C1D681AAB41D3D470518FA06D2B797719D8C62421A60C0B31E4CF4877E4F95
apparatus	32	2D9D598BE66E077CBFDAD927A765B873DA9DA362FA90A6FA029036A4800CBEB7
apparatus	33	AF64CC7ECD24183B4957F825ED2B06685A7FF4FB4C83270242100B847FDC5C86
apparatus	34	097E84CF53E05B18981F1E9842A2CE30379A505DA85B86DC76E7ED15BA321DEF
apparatus	35	A27B128458C363830C3FCD771591AA72A7BEAEC860E3043B419F4F881E770A04
apparatus	36	4A7F2D5F2994532F5502E04DC77B05D992DC96F3E937ABE3720C1D3968BF9DFA
apparatus	37	8C4BB77FC1A9EB546DD2D541ED8E837A265354C180160D1FCF3FEAA4788CCBC9
apparatus	38	9713E2D12B379582E0048336628A0252F791164C5CE4A24B75601A1BE539107B
apparatus	39	C9A94216BB00868A6D8CBDCB990A394222CCCF088EE8572A6F89E3C1A354E3B7
apparatus	40	1314429263DBE240F489434B45A86CBD261944C1D612F51F6618E8D8CFEBC7FC
apparatus	41	3995C510896DFCE17B5230D1A881625492FE62BD96DDACB980A01304C6D8570C
apparatus	42	0DAD919F87AF77A945EA6174E52A9C61E87EE6C8F7B79F6EEBEFD3FAAE37C51C
apparatus	43	9077535F90A668840213414A3F95B0079145D756A85DA53F633637E9B45631F5
apparatus	44	18BD8AF8C8C3BA9AD2EB38A0DB5BEE3CF4A7E0EAC0DE456873C78A85DF26A5A2
apparatus	45	50968CCCBBAD6F14AD43718BAB22B911959A211EEAEA4AC92BCDBE240CB4E4C7
apparatus	46	5447F57671CF122A0D42D1E95EDA646814C7EFFA16EF6F05A2BBC23D1013BDA2
apparatus	47	BCBA86326C9471FEF1C8F5916A9761724A8005BAAFCBD4E9738AC94C0CEAA004
apparatus	48	B1D81D8A87CB8ED4E960C87921FD4FADF27AB30AFC1886DC9CCB8F53BAF1FB6B
apparatus	49	CB2E1F71D9899731D2C603F64255587EF89D2A5ACBFB48D73E4B8193E69FA488
apparatus	50	47DC2AF8C8F4AD6A1F93AEFDDB284DCA17E019BDB1FB493FFFDB8A49CFEC80D8
apparatus	51	76E1C08F583CC153B7C39442217312E4013A03287D1BB325FF911BB5F951491C
apparatus	52	11B7B2184480A81865CB375FB5E60FD080256FC93C0ECC13A504562CC5C35D57
apparatus	53	986CB0B088668FB70D723AC1690A423010179B54046F508997BF40E82EC2BAA0
apparatus	54	F19359265581505D5791DF81F4FE8ED1B572F3774B9E41D246B4F07422A7FBC5
apparatus	55	91A2BDDB92B202882447B701FC76F0BCB48D70122B902373537E7038C43952F6
apparatus	56	B1AE524CD59E9011EE3DD76A738640A93A03BDC3C19A2C8C13B7BE0375EE069C
apparatus	57	0C79FF51C85A33C052ED4FFC51490F5BD8F713696994CB059629BC45A97AD633
apparatus	58	0D6467883048C3D6ED09434A7853B8680218979C6C1542AAACA9621C3D3451EA
apparatus	59	0DCFE197E410D0700A3C9D91492D44067FB3D91199F0D13ACC2A2C390A6E3D66
apparatus	60	591864A1AD528AD445C6BF1AD24E3F48739B343C2587B76DB8E00D84DCD90713
apparatus	61	4E5BD6C71259161C8A36D30F670B0EFBE400128A15BD5F14182E10929CECC7DF
apparatus	62	642875ABDEAD6BE12ADE70B4EE6A7FD42B4E920AF165E30B3281FCA7A3D427A4
apparatus	63	93E2790C340180925A8396F31A970E06355D2C61B9D987FCB6354AF35D50F6D8
apparatus	64	557E393E53654A24E620BD48187954A5C53DCC9C38680C88F385DBB68B30B2C7
apparatus	65	EFA58C2339E89FB6291D2CA7B2545B46467BCD0155172199960289A9F156E42D
apparatus	66	EA75A1DBDDFE4B34F730C819EAE3497A50B11FBFA9D7FB4F77142E4F1BF78B99
apparatus	67	FCC2D2CF2900C15699B0F16E31F3B0E9E28B41405E28D1F21E28D6DC947BD231
apparatus	68	E6809B41ECA89E0BD7B019F4F5BBFEBB4B91A3301A13552ADAB4AB94EB4C638E
apparatus	69	5FA8137F318A01A53A5C7C50776CDBB6183C829454FAC7F2D61901E1189B4205
apparatus	70	1CD2B1A9DDD32E29F2C3AC660DEE9E31319106C2450F7F05F58AAEDC5EE15214
apparatus	71	DCAD663B4BC3D8CE9157BC76B1AD67DD4EAF03965DAA9CC1C6563B4B3DBD71B4
apparatus	72	E45907F5A402D4AA51302C631E12368F41A8B9C1C54BB83465F43072E4F98BBD
apparatus	73	03734A08119CFE6B7BBD6DE4715D1EADB5F541889302022C8742846D4B28A6A7
apparatus	74	1B4C82E7F90DDB002EA8C00E36CA475D704283B8D695818F288C103C95042C7B
apparatus	75	71A4D4D50D57E4E89DB2C31C44EDBEE19F70A89680214FE463BFFFF5AC9F51CD
apparatus	76	44EBD8D73D28332EDF5D1FBCDDA6C57651FAF68E510BFED856CF36D0E40071BB
apparatus	77	AE84449F473A511A983657E76AB94C8258F42E73F05028713E560A5588132B6A
apparatus	78	8868235B231AADF6B59846FDD77405D5DE3161DE8D7767BEF127C750464D4170
apparatus	79	4E8A2CBF0CBEC4B64DE6E09B57425BB33E7A7E2DE54D66BB9767797A2BF78C41
apparatus	80	9433F4ABF105DE6CCDBD4B5F37CF12417E0E8E85DF5C90A505500A7BFE0E11DD
apparatus	81	7B5B7CB5880D0D46C9AED0A2772975842D26CAB635B94016D933A027A6E0943D
apparatus	82	14AB1DCA57C82CBFC9B46FBDB914C22BB185BEBEEA059025EDB02668DB0956A3
apparatus	83	5A347499576295DF7959C147BD0326E0A74A2573C9428DB295E2E00F20191F0B
apparatus	84	841EFFBAD6426D877CFF6B4D334A85EE535582E5311E9721BBC5D435A68FEC6F
apparatus	85	315C085CD345A10A3B58E0A3199FAB8B00924653DEAECC98137881CA8C5F2F27
apparatus	86	9B2B51805F6E9C923738E45AE2E372CAE88799181EF9A701961EE1AF1E07D762
apparatus	87	1DD0657FA527638A069B538AA7D1EB72AA4B919CDF3C3AFBED44E3D76C471C29
apparatus	88	A83C042904805B532CCDE48EBCD009446A1461D4A76F343B418380AC138697AC
apparatus	89	3DC8C0FB7E86C0D78B2F576ABC30741921D70F0690E9CAFD0739A607E3FB617B
apparatus	90	20A1CDCA209C5EFA56E755FF327E6C9159E394D7E6B64D62508754022D15BB13
apparatus	91	F72F81937F2059FA08F9C951AF6C0CA43A6B25C07295DC96C07815D669169144
apparatus	92	6E1955A5AEB54299F7DC73F29889FE916C247482899848CEAAE158AF638CE817
apparatus	93	4FE55F2E475936B45D235C9E6F534266184692854B594A865BAAAF3E1D8DBA2C
apparatus	94	8AE32B799E5DF6A3E720233FC99597D01346B602FD7D3B5355C48BF1171E3C23
apparatus	95	EC8CB04E12FA02F93FDF60DE3572B14FBA9A2C80D5E0EA457AE311B9037F1F5B
apparatus	96	51C6C954F628FD396697D46CFB0AD9E352D439A482A15E8E6CF268F68217D96B
apparatus	97	1133751CE260327159A3FDD563416698177A9CF7BDB2EC8355D3B85C9E1A43C1
apparatus	98	39B3647DA25E7A6419B081316F13BADD693BEC60E956E9EC2DDED729D01F6787
apparatus	99	793338553923C1C77B7C3EBCADA0F9C2D5A1553FF8C61E45B6B3C2C85D3A905C
apparatus	100	18522634E526DB73329870A90310AF39837E9CD65FD6919436DE453F1A817779
apparatus	101	89AD9103B5F6382139D06FA97A41A36E12639C28EA9A8714E943DCCFDB6DC2BF
apparatus	102	2A7826F258414C465537AB9405199C0468600AE60DEA97AF0B725613C8913B94
apparatus	103	E21FC17B57D336754EE132A7D77098D32DF1DD953970D29FA84DF41DFBAEFDD7
apparatus	104	0AF3F7A2C8CFAC8C6448896575F9A24327C0833F22F88D94B5488F4FB5A4F13B
apparatus	105	6D50EF7DC174F0E80698FDF4CC50964A0C74B8CE8DBC668CDB3CA2D14C785CA4
apparatus	106	EDC2C0F85A7020D081955B9E13BEA622D58CE081F51E400A27DEB4F402A05ECE
apparatus	107	73483765F98E427E4F39785EC49DD938CC87ABEC59DE0260051C85175D0325B3
apparatus	108	9EDFC8AD5BCA1E9ED129C575492103CE0957FD03F9293BACD3BF6D0EBF7A0DDC
apparatus	109	9E73C37747B7702D340A06A2D6135CAF537E19530F8A3BA5BFEF9743640F5D52
apparatus	110	13B90585E0D1FFE62D1CA04085438FFF207BFCABED12DED4C7FF450FCC4D7A00
apparatus	111	25ADF07385DFB1CBA1B0C2E6EDFA3771BA6E913D5BF136E67E590032FDEA71C8
apparatus	112	847175595E3A7C2BF8E26561DD68D47DC8D5C186032AEAA02797FF301634C092
apparatus	113	BF83CA76036DA5EE61C61CF105BE01813D9C3EBFCAE6BB8CA28999958016307F
apparatus	114	BF50EFD8F9B7CFF5B97A957909494BE7055C24D17667B1FD66DC13A9E3430326
apparatus	115	0A6BB5407BD7E2EE853944825E870E0B6488E077320AFCC94309A85F25833A3F
apparatus	116	8EFCA716C7484345A131B306AF8BFC082BE0FB6BE771DAF9418E4AEDC75F107C
apparatus	117	C1EFCD8244E78A08E3171B807615046CD6D6D238A1321FC363A35A17EA12695F
apparatus	118	D12BE7E8961D9F194793F985D5D8894131AD5A96D311071EBC296D0D4FFCAEF2
apparatus	119	A2812AFBB7BA0AA5294DE282279EE83079CCBF2845F6D1C3DB09E8400F1561DF
apparatus	120	0F07B1B03F6002F99FD9B01EF0ED35C0C953F115DC9E4878EC365D54D6FF14E6
apparatus	121	071D92C4A9B11095864A5BF424216E002D248FA7DF22007031A8F0728A8F8654
apparatus	122	4F8A9D5F63D6CA9A33A0E7F8AD10A6366ECAC046A6DBA7D5223C4E7D7684307C
apparatus	123	AE82D6C245E5A67BB1E87500E6776582C9E4146D599B3D40AD9129CCD517571C
apparatus	124	8507C1A6178E079A81002E0F2CD6227EE5CB91616F6AEAE34A1442F9A56E666A
apparatus	125	7267B7A5C694F5E9ABECB735127B94C3A34CE370FE864B664A9E4F74EC002B06
apparatus	126	C05736A9C2F9F4F305F753CB697D7E16D2B9E79995DE4C22C05B371333555743
apparatus	127	37A14DF8D004B5F37C9A1F968CD2C7FDB40F8FA4EAA6795A50A801B8A8C0F37E
apparatus	128	9DD58EE77E470D80611073A576E4C12E422540608D19EA0F3E46308BD4FD98AF
apparatus	129	CB37C5744076FA5C55FD21334E27C0BA061EA83331CD70C02AA122039B4A5C28
apparatus	130	8F012668DC82A0BE542C03CAD1ABF34149C44D9A1726D88BF8B2007D98ACB8DC
apparatus	131	31EA2A4D49F89E7DE7E2F248F2E9E05BF4EE70ED47F043929F54A4D2D2F61272
apparatus	132	521E9663B474B899DB10205BF87B4D942E041503A62043710762DF2E2A94E675
apparatus	133	E9D1F160FD55C99B561B549C591304D0B04A0E480AEEB12C6BB4AD88FC4C0ED3
apparatus	134	AE7A42304D01A9E8DA7FBBFB7B65A6276A7D1F7D25D4C93F27507DA4626727CB
apparatus	135	AD95854435AF1B9B811B8F9D123634CC43318494B7468D5299DFA77AAEC94B38
apparatus	136	A1C311D4D3B53C2A595DF0C7547D6F6D2282DD77171D102F5825B741D1B4C990
apparatus	137	58C9E0861F8DC054F51B78D4CBB9205AAC1DE74F4098DB3B5A0BEB3CA3C399F4
apparatus	138	1EA0FA4612488122F78E925D81A73DCA058BE471B812E3CC4B06D3F6209AC77F
apparatus	139	FA813060E5CEB085F412667D9A092EB506605C2734E012AB5B49155867C89ADE
apparatus	140	ED15AF399DA6AF6682C1D74900BE2E90A641D55E6DFC20F3B760217A9FC73591
apparatus	141	C1E48EC51DFF24BD15D7E8CF62EDA3C9F3ACE7FE690A0386AEA36CA9A1D5803F
apparatus	142	C86950DA09C2B6BA8B8DE2FC4AAB54D7E584DB9F3CEDA7915E5F4F9D7CBE8445
apparatus	143	8E05C6D921A7E7A9D05451454F1BD41D8B65E36BBB6768FA4AD42476494E3D00
apparatus	144	4ECC58ADCB1BD37C69E9C05B1E20CC4AF8C3582ABDAD89AFCC68849F5D1D051B
apparatus	145	2A5BCD94B78ECF4E8D42FCD452AD209E1A9E6373280AF3960AAA8CDEF8B7E68D
apparatus	146	DE6961878D6D5D6F185D26BEC1ACEAF7AE8C42E2C0842538B0AE8A9EF7E178EA
apparatus	147	28546C213CFDF94D002CD430A054E66DA684E0CA017B68FF2B08445DB5378202
apparatus	148	7D96EE0FB043AF4FFD77AF8FDEBADDE3C2D02DB241E9D41F8BA3E4C3E7BF30A9
apparatus	149	75DC4A145206870C8C6662C87744A7E69C512E65C484E0B1391C1B69EDD60B87
apparatus	150	EB8AAEF9827998D474A571460E3B7D35F0FFA4F876BB0EBFC40595FB91EADC67
apparatus	151	DC4A63BD2635BA4768EE1DA67C4BE84B3CC2A0CC2C547E0DC6D17903CC3D968A
apparatus	152	A4D64718C5BF053A4FDEBCAA86DCAB4D78401795F97EFA7AB95F977FF40319E5
apparatus	153	3B0064D4FAFF2A83CD320DC06ACADCE159AC7A6DFD3287649ED281AD35E5E328
apparatus	154	0A8BB2142534D5BA6263F698DBB340D07F0565E2F67500FCC92EB4E061EBE540
apparatus	155	990E42DD50AC35604240DD661DBD72B801A59C0E1ED7C808047FCBF49C36564D
apparatus	156	CA7C000D37BAA55753161320FFDEC41B8308082618AF9F8A294F1BEE6F5DDA2A
apparatus	157	5014636B4A5EAD293272FA6C135C7FE058D54A5FE62B1F2BAC17CB1BC02523E9
apparatus	158	00CA1DE190D17DF21BCE5E615FD25062D0BDBB24BF17624E64F8626687DC1858
apparatus	159	7F052528539542A203B06526AB2F20D742120043D9D081D12FC35FAFF89EB2F0
apparatus	160	BFF6198151D0F77894C96F9D03006DF545C3947F5D370E493977AC959093007C
apparatus	161	CD0574E810EC540B8965B25112F5E5D68E8F10F23F4C60E02B189CE5826E330A
apparatus	162	4A6C905399319800BE6BE802281B578B978E1F0B1937524F481A876C40DC5840
apparatus	163	D090D8FE5226985777C4D7FD155FC10C99A6A1254AFA974639E3F823760E34D5
apparatus	164	C0DF38F8C6636F30116E101ED06799AD1B786E2F1356E0FFA8CD83BE12E4E6F5
apparatus	165	72293FC8360C52D45A7BC91AF2AC3FA2C91B3F14ACDB262D2E6EBCE265F6B11E
apparatus	166	28288EAD8149FDE171FFF5691C571BC8D08729FC778BBDA3878646C0E2BF5CC6
apparatus	167	3BCEDA51220DA9B592DF0F2FE622EDCE0312E3BECDC143BA64C0837868610351
apparatus	168	A755302E5738B05E41DB991836A6B3E36228620D5473EF5AD0B102533DE83849
apparatus	169	53DDFA5DEF46F598969140BB88950C0E33016910B7A45BA28604BBDE78ECF691
apparatus	170	32AD53110FB4238685F692007D1C7BFBE137C91D373E8A3CDA477B3473A967A2
apparatus	171	78070C0C2F0A247DD949C938BCF3E2ACDBBB591785F887F32E42B3B930AA9CB4
apparatus	172	80DB28DAB5C54173412A62B78E3CE1C14202DDF2F6D4AAE2143EE5B8E913B8BB
apparatus	173	EE416B12FCB700671B5D95AA014D6A5B23C5EE5AD93D689B56C24EDD8B27AA97
apparatus	174	C7E1DD1C409CE6281773E446A42951000600BBCD2644642AA02D8C5B7F1D361C
