concept,lang,form,package,count,file_count,use_category_majority,first_file,first_window
ideal,fa,ایده‌آل,rtl_persian_arabic,3,3,language_family_witness_candidate,sources/fa_atomathix_latex/atomathix-latex-main/chapters/قضیه-۱۱---رفتار-جبری-تصویر-وارون.tex,اصه سریع برخلاف «تصویر مستقیم» ( f ) که در برخورد با اشتراک دچار ضعف می‌شود، «تصویر وارون» ( f^ -1 ) یک عملگر ایده‌آل است. این عملگر ساختار جبری اجتماع و اشتراک را دقیقاً حفظ می‌کند و با هر دو عملگر جابجا می‌شود. tldr ۱.
ideal,fr,ideal,romance_es_fr,2318,79,language_family_witness_candidate,sources/fr_es_compact_corpus/tex_corpus/french/1508.04495v1/1508_unpacked/chapitre2.tex,"simple dans le sens usuel. Rappelons que les idéaux d'une algèbre de Lie sont automatiquement bilatères. Rem En fait, il suit assez directement de cette définition que ces idéaux maximaux sont aussi des idéaux de en tant"
ideal,zh,理想,cjk_zh_ja,1168,40,language_family_witness_candidate,sources/zh_AlJabr_1/AlJabr-1-master/Errata-Al-jabr-1.tex,"numerate R' ； a, b R' ，有 ab R' ； a, b R' ，有 a - b R' 。 enumerate proposition proof 根据子群命题易得，留作课后练习。 proof 环同态、理想与商环 环同态与环同构 definition 给定两个环 R 和 R' ，若映射 : R R' 满足： a, b R ， align* (a + b) &= (a) + (b) (ab) &= (a) (b) ali"
identity,es,unidad,romance_es_fr,755,138,language_family_witness_candidate,sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/Algebra Conmutativa/tex/1_AnillosI.tex,"ión ' ' tiene la propiedad conmutativa: a b = b a defn Durante el curso trabajaremos con anillos conmutativos con unidad (anillos conmutativos unitarios), aunque no se mencione de manera explícita. example itemize Anillo"
identity,es,identidad,romance_es_fr,588,142,language_family_witness_candidate,sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/Algebra Conmutativa/tex/1_AnillosI.tex,"tro: e G tal que a G se cumple que e a=a e = a . A este elemento neutro se le denomina como elemento identidad o 1_G . Elemento inverso: a G existe un elemento b G tal que a b = b a = e . Sea a G , a su elemento inverso"
identity,fr,identite,romance_es_fr,32,18,language_family_witness_candidate,sources/fr_es_compact_corpus/tex_corpus/french/1508.04495v1/1508_unpacked/chapitre2.tex,",f) ( _ ,g) ^* ^ . Supposons d'abord que _ _ . Dans ce premier cas, k_ _ - _ k_0 et il existe donc un z tel que ( _ - _ )(z) = 1 . Par l'équation ( actionmaprop ), on voit que l'action de ce z sur U est l'identité. De pl"
identity,fr,unite,romance_es_fr,23,14,language_family_witness_candidate,sources/fr_es_compact_corpus/tex_corpus/french/1508.04495v1/1508_unpacked/chapitre2.tex,"somorphes via l'identification align* f : k_ & k_ k_ + a & b ab align* Cette bijection k -linéaire est en fait un isomorphisme de L -modules. En effet, soit L et soit a b k_ k_ , alors align* f ( (a b) ) &= f ( ( )a b +"
if and only if,es,si y solo si,romance_es_fr,1101,199,language_family_witness_candidate,sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/Algebra Conmutativa/tex/1_AnillosI.tex,op prop:3_propiedades_anillos_cocientes Sea I ⊂ R . Entonces enumerate I es un ideal primo si y sólo si R I es un dominio de integridad (sin divisores de cero). I es maximal si y sólo si R I es un cuerpo. I es un ideal r
if and only if,fr,si et seulement si,romance_es_fr,260,47,language_family_witness_candidate,sources/fr_es_compact_corpus/tex_corpus/french/0605499v2/indice1.tex,"r_1 _k _k o u ( _1, , _r) est la base duale de (e, e^2, , e^r) . On cherche la matrice A de l'application lin eaire : x x. _0 , de q dans ^* , relativement aux bases (x_0,x_1, ,x_ r-1 ) de q et ( _1, , _r) de ^* : a_ ij"
image,fa,تصویر,rtl_persian_arabic,289,47,language_family_witness_candidate,sources/fa_3blue1brown_linear_algebra_notes/linear-algebra-3blue1brown-notes-master/persian_notes/lectures/lecture01.tex,نظر بگیرید که طول آن در برگیرنده‌ی n کاشی و عرض آن دربرگیرنده‌ی m کاشی است(کاشی‌ها مربعی‌اند). طرحی برای چاپ تصویر یک رزمنده بر روی کاشی‌ها وجود دارد. این طرح به صورت مستطیل بوده و می‌توان ابعاد آن را به نحوی دل‌خواه تغ
image,zh,像,cjk_zh_ja,668,60,language_family_witness_candidate,sources/zh_AlJabr_1/AlJabr-1-master/Errata-Al-jabr-1-v0.tex,= 10cm] 对形如以下的同余式： x + a b m ， 其解是： x b - a m 。 tcolorbox center 然而坏消息就是，要解以下带乘法的同余方程就有点困难： ax b m 。 也许我们希望可以像中小学生解方程一样，两边同“除”一个 a ： x b a m 。 一个直接的问题就是： ( b a m) 可能并不存在。 到底什么是这里的除法？幸运的是，我们还有以下规则。 proposition 消去律 cancel
invariant,es,invariante,romance_es_fr,61,39,language_family_witness_candidate,sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/Algebra Conmutativa/tex/1_AnillosI.tex,"e proof prop defn [Subgrupo normal] Un subgrupo normal N de un grupo G es un subgrupo invariante por conjugación; es decir, para cada elemento n N y cada g G , el elemento gng^ -1 N (Análogamente Ng = gN ). N es un subgr"
invariant,fa,ناوردا,rtl_persian_arabic,4,4,draft_or_review_packet_not_witness,sources/arabic_persianate_paper01_review/R3_Paper01_Cumulative_Arabic_Persianate_Review_Packet_20260629T154505Z/sources/persian_farsi/paper01_cumulative_persian_farsi_v001.tex,مودول، با گرفتن آن مودول به عنوان صورت پایه، متناهی و شناخته شود، یا بتوان مودولی را به صورت‌هایی فروکاست که ناورداها را به عنوان عامل دارند. از ترانسوکسیونِ دستگاه نسبتاً کامل با دستگاه مودول، در حالت نخست دستگاه مطلقا
invariant,fr,invariant,romance_es_fr,131,18,language_family_witness_candidate,sources/fr_es_compact_corpus/tex_corpus/french/0605500v2/indice2.tex,"g ). Chaque P_j est un champ de vecteurs invariant, polynomial homog ene de degr e m_j , et on peut appliquer le paragraphe 1 a chaque P_j , et a un el ement nilpotent r egulier e , de sorte que (h,e,f) est un sl(2) -tr"
invariant,zh,不变量,cjk_zh_ja,72,22,language_family_witness_candidate,sources/zh_AlJabr_1/AlJabr-1-master/chapter2.tex,"(t) := f(1 - t), 0 t 1. 可以验证这些操作都是良定的, 并使得 _1(X) 成为广群. 注意到 (x) = (x,x) 正好是以 x 为基点的 基本群 _1(X, x) . 基本群是拓扑学中重要的不变量, 它为每个空间 X 指定一个相应的代数结构 (群). 基本广群可以视为再高一阶的不变量: 它为 X 指定一个范畴. 进一步的讨论见 May99 . 但读者应该留意到还有大量的拓扑信息被 _1(X) 的范畴结构遗漏"
isomorphism,es,isomorfismo,romance_es_fr,487,72,language_family_witness_candidate,sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/Algebra Conmutativa/tex/1_AnillosI.tex,f es inyectiva (f)= 0_R prop defn [Isomorfismo de anillos] f R S es un isomorfismo (de anillos) si f es homomorfismo biyectivo. defn prop Si f es homomorfismo de anillos biyectivo entonces se puede comprobar que f^ -1 ta
isomorphism,fr,isomorphisme,romance_es_fr,1389,72,language_family_witness_candidate,sources/fr_es_compact_corpus/tex_corpus/french/0605499v2/indice1.tex,"0 ) ? Dans les exemples matriciels trait es ci-dessus, on constate que, aussi bien pour la repr esenta tion naturelle de dans que pour la repr esentation adjointe de /z , les formes lin eaires r eguli eres sont caract er"
isomorphism,zh,同构,cjk_zh_ja,3200,62,language_family_witness_candidate,sources/zh_AlJabr_1/AlJabr-1-master/Errata-Al-jabr-1-v0.tex,th China Normal University document Table of contents Isomorphisms 本章概览. exampleblock 学习思路. 本章有一条联系紧密的知识链：从同态、同构出发，经过Kernel、正规子群、商群等，最后到达同构定理。而这整条知识链围绕着一个核心目标：考察群结构。 exampleblock Isomorphisms(同构.) block Motivation. Many
kernel,fa,هسته,rtl_persian_arabic,6,5,language_family_witness_candidate,sources/fa_3blue1brown_linear_algebra_notes/linear-algebra-3blue1brown-notes-master/persian_notes/lectures/lecture05.tex,امنه-و-برد-اجتماع-روابط.tex chapters/تمرین-۱۵---بستار-متقارن-(Symmetric-Closure).tex chapters/تمرین-۱۶---درون‌هسته-متقارن.tex chapters/تمرین-۱۷---وارونِ-اجتماع-و-اشتراک.tex chapters/تمرین-۱۸---ساخت-اعداد-گویا-(رابطه-هم‌ا
kernel,zh,核,cjk_zh_ja,414,42,language_family_witness_candidate,sources/zh_AlJabr_1/AlJabr-1-master/chapter2.tex,"contents Isomorphisms 本章概览. exampleblock 学习思路. 本章有一条联系紧密的知识链：从同态、同构出发，经过Kernel、正规子群、商群等，最后到达同构定理。而这整条知识链围绕着一个核心目标：考察群结构。 exampleblock Isomorphisms(同构.) block Motivation. Many groups may have different appearances, howev"
lemma,es,lema,romance_es_fr,1111,166,language_family_witness_candidate,sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/Algebra Conmutativa/tex/1_AnillosI.tex,"orem thm:IdealContenidoMaximal Sea R un anillo y sea I R un ideal, entonces I está contenido en un maximal de R . theorem proof Vamos a usar el Lema de Zorn: lemma [Lema de Zorn] lem:Zorn Sea un conjunto no vacío parcial"
lemma,fa,لم,rtl_persian_arabic,176,76,language_family_witness_candidate,sources/arabic_persianate_paper01_review/R3_Paper01_Cumulative_Arabic_Persianate_Review_Packet_20260629T154505Z/sources/controlled_arabic/paper01_cumulative_controlled_arabic_v001.tex,empty این کتاب، ثمره‌ی تلاش و همکاری بی‌چشمداشت افراد پاکدلی است که با هدف خدمت به تحصیل رایگان و یاری علم‌جویان فارسی زبان، دست به دست هم داده‌اند تا این اثر را خلق کنند. بی‌شک، بدون حضور هر یک از این عزیزان، آنچه
lemma,fr,lemme,romance_es_fr,1096,76,language_family_witness_candidate,sources/fr_es_compact_corpus/tex_corpus/french/0605499v2/indice1.tex,"de Lie, a en est un id eal, est une forme lin eaire sur g et _0 est sa restriction a a . On a alors, de fa eon evidente : a ^ _0 + g ^ a ^ et l'in egalit e qui exprime que la dimension de l'espace vectoriel a ^ _0 + g ^"
lemma,zh,引理,cjk_zh_ja,1264,70,language_family_witness_candidate,sources/zh_AlJabr_1/AlJabr-1-master/Errata-Al-jabr-1-v0.tex,",topsep=0.2em itemsep=0.25em,topsep=0.2em plain theorem 定理 [section] proposition [theorem] 命题 lemma [theorem] 引理 corollary [theorem] 推论 conjecture [theorem] 猜想 definition definition [theorem] 定义 example [theorem] 例 exerc"
matrix,es,matriz,romance_es_fr,1663,175,language_family_witness_candidate,sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/Algebra Conmutativa/tex/4_Tma_ceros_Hilbert.tex,un cuerpo sería más sencillo ya que tendría una matriz cuadrada por un vector no nulo (ya que los b_i no pueden ser todos 0) y sería obvio que el determinante tendría que ser 0. Pero A y B son anillos arbitrarios. Multi
matrix,fa,ماتریس,rtl_persian_arabic,1105,37,language_family_witness_candidate,sources/fa_3blue1brown_linear_algebra_notes/linear-algebra-3blue1brown-notes-master/persian_notes/commands.tex,تعداد ماتریس‌های m n با درایه‌های -1 و 1 را پیدا کنید به‌طوری که حاصل‌ضرب درایه‌های هر سطر و حاصل‌ضرب درایه‌های هر س
matrix,fr,matrice,romance_es_fr,177,26,language_family_witness_candidate,sources/fr_es_compact_corpus/tex_corpus/french/0605499v2/indice1.tex,"ace des matrices scalaires, on peut affirmer : il existe x_0, x_1, ,x_ r-1 dans sl(n) tels que : [x_k, e^ ] = 2 e^ k+ (0 k r-1, 1 r) ; par suite, le normalisateur de z dans sl(n) s' ecrit : = z q , avec : q = ^ r-1 _ k=0"
matrix,zh,矩阵,cjk_zh_ja,384,48,language_family_witness_candidate,sources/zh_AlJabr_1/AlJabr-1-master/chapter2.tex,"环 R ， R 的直积 R R 形成环，环的加法与乘法定义 为 (a,b), (c,d) R R 序对， (a,b) + (c,d) (a+c, b+d) 和 (a,b)(c,d) (ac,bd) 。 实数上的 n n 矩阵在普通的矩阵加法和矩阵乘法上形成环，也称为矩阵环，记为 M_n( R ) 。这是一种非交换环。 enumerate example 课堂练习 block 课题小练习 定义 = a + b 2 : a, b 。证明："
module,es,modulo,romance_es_fr,984,122,language_family_witness_candidate,sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/Algebra Conmutativa/tex/2_AnillosII.tex,"Anillos II Módulos sobre anillos Sea R un anillo, diremos que M es un R -módulo o módulo sobre R si se cumplen las siguientes condiciones: enumerate (M,+) es un grupo abeliano. Hay una ope"
module,fa,مدول,rtl_persian_arabic,1,1,language_family_witness_candidate,sources/fa_mathematical_logic_persian/mathematical-logic-persian-master/src/chapters/chapter2/section2_4/section2_4.tex,موخته‌اند که چهار عملگر پایه در حساب عبارت‌اند از: جمع، تفریق، ضرب و تقسیم. بعدها با عملگرهای اضافی‌تری مانند مدولو (مانده) و قدر مطلق آشنا می‌شویم. از سوی دیگر، از دید نظری می‌دانیم ضرب و تقسیم در حقیقت زائد هستند، زیرا
module,fr,module,romance_es_fr,1266,60,language_family_witness_candidate,sources/fr_es_compact_corpus/tex_corpus/french/0611861v1/0611861_unpacked/article3-introb.tex,",-) est toujours dfini, et (-:F)_ l'est ds que F appartient ^ df . Si G est un groupe fini et M un -module fini Pour ce qui concerne la terminlogie et les proprits lmentaires de thorie des reprsentations, nous renvoyons"
module,zh,模,cjk_zh_ja,4898,104,language_family_witness_candidate,sources/zh_AlJabr_1/AlJabr-1-master/Errata-Al-jabr-1-v0.tex,"面上看是使用除法，把等式两边共有的因子 c 除掉。然而，我们引入 乘法逆元 的概念，即： definition def:inverse 如果存在 c^ -1 Z ，满足 c c^ -1 1 m 。称 c^ -1 为 c 模 m 的乘法逆元。 definition 那么，实际上消去律做的不是除法，而是乘法，即在等式 ac bc m 两边乘以 c^ -1 ，得到 a b m 。 乘法逆元源自于B ezout定理,求乘法逆元的算法本质上是扩展"
modulus,ar,مودول,rtl_persian_arabic,5,1,draft_or_review_packet_not_witness,sources/arabic_script_render_review/sources/controlled_arabic/paper01_basic_idea_v001.tex,م أول كامل نسبياً — وهو نظام الأشكال المأخوذ من الحالة الثنائية — ينتقل المرء، وفق قانون معيّن، إلى أنظمة ذات مودول أعلى فأعلى، إلى أن يصبح إما نظامُ مودول ما، مع اتخاذ ذلك المودول شكلاً أساسياً، منتهياً ومعروفاً، أو إلى
modulus,fa,مودول,rtl_persian_arabic,43,5,draft_or_review_packet_not_witness,sources/arabic_persianate_paper01_review/R3_Paper01_Cumulative_Arabic_Persianate_Review_Packet_20260629T154505Z/sources/controlled_arabic/paper01_cumulative_controlled_arabic_v001.tex,ً کامل — یعنی دستگاه صورت‌های گرفته‌شده از حالت دوتایی — آغاز می‌شود و بر پایهٔ قانونی معین به دستگاه‌هایی با مودول‌های بالاتر می‌رویم، تا یا دستگاهِ یک مودول، با گرفتن آن مودول به عنوان صورت پایه، متناهی و شناخته شود، ی
noetherian,es,noetheriano,romance_es_fr,217,20,language_family_witness_candidate,sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/Algebra Conmutativa/tex/2_AnillosII.tex,lo nos quedamos con aquellos números racionales que admiten una escritura cuyo denominador es una potencia de 3. _ 3 es un subanillo de los racionales en el que sólo nos quedamos con aquellos números racionales que admit
noetherian,fr,noetherien,romance_es_fr,160,14,language_family_witness_candidate,sources/fr_es_compact_corpus/tex_corpus/french/1508.04495v1/1508_unpacked/chapitre2.tex,"se d'Hilbert, l'anneau A[x_1,... ,x_n] des polynômes en n variables à coefficients dans A est un anneau Noethérien. Ses quotients, dont fait partie B , le sont donc aussi. pre Lem Lem toutestnoetherien S^ est une k -algè"
polynomial,fa,چندجمله‌ای,rtl_persian_arabic,53,12,language_family_witness_candidate,sources/fa_3blue1brown_linear_algebra_notes/linear-algebra-3blue1brown-notes-master/persian_notes/lectures/lecture10.tex,ن ضرایب) نیز در مجموعه اعداد حسابی ممکن است. این روش را با حل یک مثال نشان می‌دهیم. DEFINITION به هر معادله‌ی چندجمله‌ای حاصل جمع توان‌هایی از متغیر‌ها؛ در معادلات چندجمله‌ای، توابعی نمایی، لگاریتمی، سینوسی یا ... از متغ
polynomial,zh,多项式,cjk_zh_ja,894,40,language_family_witness_candidate,sources/zh_AlJabr_1/AlJabr-1-master/Errata-Al-jabr-1-v0.tex,"2 )^2 & 如果 y 是奇数。 array . equation center alg:rec_pow codes/chap2-3.py center 接下来展示如何把递归算法转换为迭代算法。 首先，把整数 y 视为多项式（或者一个二进制数串）： y = y_ n-1 2^ n-1 + y_ n-2 2^ n-2 + + y_1 2 + y_0 , 其中 y_i 0, 1 。 其次，将 x^y 变形为： x^y = _ i=0 ^"
prime ideal,es,ideal primo,romance_es_fr,348,37,language_family_witness_candidate,sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/Algebra Conmutativa/tex/1_AnillosI.tex,I R un ideal. Entonces: itemize I Rad (I) Rad (I) es un ideal Elementos nilpotentes = (R)= a R: n con a^n=0 = Rad ((0)) itemize defn [Ideal primo] def:IdealPrimo Diremos que un ideal I R es primo si I R y si cada vez qu
prime ideal,fr,ideal premier,romance_es_fr,36,6,language_family_witness_candidate,sources/fr_es_compact_corpus/tex_corpus/french/1508.04495v1/1508_unpacked/chapitre2.tex,"P B , il existe un unique b + P B tel que (a + P)(b + P) = ab + P = 1 + P Il suffit donc de montrer que b (A / P A) . Comme l'extension d'anneaux A B est entière, il existe un n 0 et des r_i A tels que b^n + _ i=1 ^n r_i"
prime ideal,zh,素理想,cjk_zh_ja,156,16,language_family_witness_candidate,sources/zh_AlJabr_1/AlJabr-1-master/chapter10.tex,F _1 到域 F _2 的域同态 是单射，当且仅当 = 0 F _1 。 因为 F _1 的理想只有 0 和 F _1 本身，所以当 = 0 时 是单射， 而当 = F _1 时， 是零同态。 proof 极大理想与素理想 definition [极大理想.] 设 R 是环， M 是 R 的真子集且是 R 的理想，则称 M 是 R 的 真理想 。 设 M 是 R 的真理想， 如果 M 不是 R 的任意真理想的真子集，则称 M 是 极
problem,fa,مسئله,rtl_persian_arabic,260,123,language_family_witness_candidate,sources/fa_3blue1brown_linear_algebra_notes/linear-algebra-3blue1brown-notes-master/persian_notes/preamble.tex,رک، در مسیری مشابه روش اعمال محدودیت‌های معادله سیاله در حل به روش توزیع اشیا قرار می‌گیریم. به عنوان مثال در مسئله‌ای که ضریب x^r مطلوب است، اگر بتوانیم x^k را فاکتور بگیریم، مشخصا تنها لازم است ضریب عبارت x^ r-k را در
proof,ar,برهان,rtl_persian_arabic,1,1,draft_or_review_packet_not_witness,sources/arabic_script_render_review/sources/controlled_arabic/paper01_basic_idea_v001.tex,لى على النظام الكامل مطلقاً، بينما يتطابق في الحالة الثانية النظام الكامل نسبياً والنظام الكامل مطلقاً. وبحكم برهان هيلبرت العام على تناهي منظومات الأشكال، لا بد لهذا الإجراء من أن يبلغ نهاية. flushright document
proof,es,demostracion,romance_es_fr,928,216,language_family_witness_candidate,sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/Algebra Conmutativa/tex/1_AnillosI.tex,"cto en R I . prop es sobreyectiva y ( )=I Vamos a ver ahora la relación entre los ideales de R y los de R I : relacionRconRI enumerate Sea J R I un ideal, entonces ^ -1 (J) es un ideal de R , además ^ -1 (J) I . Sea L R"
proof,es,prueba,romance_es_fr,477,135,language_family_witness_candidate,sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/Algebra Conmutativa/tex/1_AnillosI.tex,o con unidad prop prop:pi_homomorfismo La aplicación R R I es un homomorfismo de anillos. La demostración sale de la definición de suma y producto en R I . prop es sobreyectiva y ( )=I Vamos a ver ahora la relación entre
proof,fa,برهان,rtl_persian_arabic,51,32,language_family_witness_candidate,sources/arabic_persianate_paper01_review/R3_Paper01_Cumulative_Arabic_Persianate_Review_Packet_20260629T154505Z/sources/controlled_arabic/paper01_cumulative_controlled_arabic_v001.tex,نباید بدیهی شمرده شود اگر پاسخ فوق را با پاسخ صحیح سوال مقایسه کنید، متوجه‌ی نقص‌های آن خواهید شد. در پاسخ از برهان خلف استفاده شده ولی از آن نام برده نشده است. باید توجه کنیم فرض خلف را حتما بیان کنیم. بهتر بود اصل لانه
proof,fr,preuve,romance_es_fr,414,40,language_family_witness_candidate,sources/fr_es_compact_corpus/tex_corpus/french/1508.04495v1/1508_unpacked/Ext_ACT.tex,"dentifions (M/M^2)^* aux dérivations de S au point M . Pour ce qui suit, un élément de (M/M^2)^* sera donc une dérivation de S au point M . L'application envoie un tenseur simple f _ ( ,V) (M/M^2)^* sur la restriction à"
proof,fr,demonstration,romance_es_fr,225,26,language_family_witness_candidate,sources/fr_es_compact_corpus/tex_corpus/french/1508.04495v1/1508_unpacked/annexeB.tex,ée pour les formes tordues Voici une petite conjecture et ce que je pense en être le début d'une démonstration valable. Le résultat serait une condition suffisante pour que deux modules simples d'évaluation supportés sur
proof,zh,证明,cjk_zh_ja,2692,112,language_family_witness_candidate,sources/zh_AlJabr_1/AlJabr-1-master/Errata-Al-jabr-1-v0.tex,# CINTA 授课手记 本目录中的文件是 CINTA 授课手记，试图展示一些直观的思路，而不是严谨的证明，仅供读者参考。 20260609
quotient field,zh,分式域,cjk_zh_ja,40,10,language_family_witness_candidate,sources/zh_AlJabr_1/AlJabr-1-master/chapter10.tex,"1 - p 在 _p 中收敛于 (1-p)^ -1 . 如仔细梳理上述构造 (见命题 prop:invert-pi ), 可知 _p 正是例 eg:Z_p 用环论语言构作的 p -进整数环, 而 _p 则等同于 _p 的分式域; 事实上 _p = x _p: v_p(x) 0 . 这套想法是 K. Hensel 于 1897 年首次提出的. 对于 的有限扩张, 以素理想代替素数也会有类似结果. 关于 p -进数一词, 在 sec:Wit"
quotient field,zh,商域,cjk_zh_ja,6,2,language_family_witness_candidate,sources/zh_CINTA_cn/CINTA-cn-master/sessions/12-rings-fields.tex,.random_element() #输出一个随机域元素 11 sage: GF_17_2.random_element() 4*z2 + 3 lstlisting example 是时候讨论域的同态、同构、同构定理、“商域”这些知识点了，然而如果视域为特殊的环，其实可讨论的并不多。 因为任何一个从域 _1 到域 _2 的域同态都只是从环 _1 到环 _2 的环同态。 所以，命题~ pro:ring_homo 、定理~ thm:Quo_
reduction,ar,ردّ,rtl_persian_arabic,1,1,draft_or_review_packet_not_witness,sources/arabic_script_render_review/sources/controlled_arabic/paper01_basic_idea_v001.tex,ى فأعلى، إلى أن يصبح إما نظامُ مودول ما، مع اتخاذ ذلك المودول شكلاً أساسياً، منتهياً ومعروفاً، أو إلى أن يمكن ردّ مودول إلى أشكال تدخل فيها الثوابت عواملَ. وبإجراء الترانسفكشن بين النظام الكامل نسبياً ونظام المودول، نحصل
reduction,fa,کاهش,rtl_persian_arabic,55,17,language_family_witness_candidate,sources/arabic_persianate_paper01_review/R3_Paper01_Cumulative_Arabic_Persianate_Review_Packet_20260629T154505Z/sources/dari_afghan_persian/paper01_form_sequence_reducer_dari_review_v001.tex,بر با 1 و به همین ترتیب در معادله دوم حداقل مقدار y_3 برابر 3 است که حداکثر x_3 را طبق x_3 + y_3 8 به مقدار 5 کاهش می‌دهد. با در نظر داشتن کران‌های جدید و با استفاده از اصل شمول و عدم شمول روی x_3 حالت‌بندی می‌کنیم: _ x_
reduction,fa,فروکاست,rtl_persian_arabic,8,4,draft_or_review_packet_not_witness,sources/arabic_persianate_paper01_review/R3_Paper01_Cumulative_Arabic_Persianate_Review_Packet_20260629T154505Z/sources/persian_farsi/paper01_cumulative_persian_farsi_v001.tex,دستگاهِ یک مودول، با گرفتن آن مودول به عنوان صورت پایه، متناهی و شناخته شود، یا بتوان مودولی را به صورت‌هایی فروکاست که ناورداها را به عنوان عامل دارند. از ترانسوکسیونِ دستگاه نسبتاً کامل با دستگاه مودول، در حالت نخست د
relatively complete system,fa,دستگاه نسبتاً کامل,rtl_persian_arabic,16,4,draft_or_review_packet_not_witness,sources/arabic_persianate_paper01_review/R3_Paper01_Cumulative_Arabic_Persianate_Review_Packet_20260629T154505Z/sources/persian_farsi/paper01_cumulative_persian_farsi_v001.tex,اهی و شناخته شود، یا بتوان مودولی را به صورت‌هایی فروکاست که ناورداها را به عنوان عامل دارند. از ترانسوکسیونِ دستگاه نسبتاً کامل با دستگاه مودول، در حالت نخست دستگاه مطلقاً کامل حاصل می‌شود، و در حالت دوم دستگاه نسبتاً ک
representation,es,representacion,romance_es_fr,217,89,language_family_witness_candidate,sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/Analisis Funcional/AnalisisFuncional.tex,"u ) _ X_n μ = _ X_n u μ , luego u = 0 en casi todo punto de X_n . Dado que X = _ n≥1 X_n , entonces u = 0 en casi todo punto de X , luego u_1 = u_2 en L^∞ . Vamos ahora con la existencia de esa u . Sea Ω = _ n ≥ 1 α_n _"
representation,fa,نمایش,rtl_persian_arabic,75,42,language_family_witness_candidate,sources/fa_3blue1brown_linear_algebra_notes/linear-algebra-3blue1brown-notes-master/persian_notes/lectures/lecture01.tex,Diophantine Equation خطی Linear Diophantine Equation گفته می‌شود. شکل کلی این معادلات را می‌توان به صورت زیر نمایش داد: _ i ^ n a_i x_i = s DEFINITION ./example2.tex به نحوه اعمال محدودیت‌ها در مثال‌های قبل توجه کنید. ا
representation,fr,representation,romance_es_fr,62,22,language_family_witness_candidate,sources/fr_es_compact_corpus/tex_corpus/french/0605499v2/indice1.tex,"graphy aaaa Dix DIXMIER J. , Alg ebres enveloppantes . Paris, Gauthier-Villars, (1974). Ko KOSTANT B. , The solution to a generalized Toda Lattice and representation theory. Adv. in Math., 34, (1979), 195-338. Pa PANYUSH"
respectively,es,respectivamente,romance_es_fr,395,171,language_family_witness_candidate,sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/Algebra Conmutativa/tex/AlgebraConmutativa_Ejs.tex,"^ (p^n)^k = x^ p^n · p^n p^n = (((x^ p^n )^ p^n )^ p^n )^ = x , por lo que todo x ∈ _ p^n es raíz de _ p^m y por lo tanto x ∈ _ p^m . Primero definimos qué es una extensión simple. defn [Extensión simple] Una extensión d"
respectively,fr,respectivement,romance_es_fr,128,44,language_family_witness_candidate,sources/fr_es_compact_corpus/tex_corpus/french/0605499v2/indice1.tex,"L' egalit e : ind a + ind g = ( g / a ) + 2 ind ( g , a ) est r ealis ee si et seulement si : Pour toute dans , on a : \ a ^ _0 + g ^ = a ^ . D emonstration : Supposons r ealis ee l' egalit e de Panyushev. Soit dans . O"
ring,es,anillo,romance_es_fr,1525,91,language_family_witness_candidate,sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/Algebra Conmutativa/tex/1_AnillosI.tex,"Si un subgrupo es conmutativo entonces también es un subgrupo normal. defn [Anillo] def:Anillo Sea R un conjunto no vacío, y sean '+' y ' ' dos operaciones binarias en R . Se dice que el conjunto (R, +, ) es un anillo si"
ring,fa,حلقه,rtl_persian_arabic,3,3,language_family_witness_candidate,sources/fa_discrete_mathematics_persian/DiscreteMathematics-Persian-master/Contents/CombinatorialAnalysis/Inclusion-Exclusion/Derangement/example1.tex,شرطی که تنها یک نفر بر روی صندلی خود بنشیند؟ تعداد مهمانان ۱۲ می‌باشد. با توجه به نام‌دار بودن صندلی‌ها، وجود حلقه در مسئله تفاوتی ایجاد نمی‌کند. کافی است در ابتدا یک نفر را انتخاب کرده و پس از آن، تعداد پریش‌های افراد ب
