layer	inherited_path	inherited_tex_line	inherited_unit	printed_pages	line	disposition	evidence
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	89	par.009	68	\qquad \leg{2p}{h''}=1,\qquad \text{etc.}	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	90	par.009	68	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	91	par.009	68	D'un autre côté, on a en vertu des théorèmes connus:	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	92	par.009	68	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	93	par.009	68	\leg{2}{g}=1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	94	par.009	68	\qquad \leg{2}{g'}=1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	95	par.009	68	\qquad \leg{2}{g''}=1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	96	par.009	68	\qquad \text{etc.}	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	97	par.009	68	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	98	par.009	68	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	99	par.009	68	\leg{2}{h}=-1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	100	par.009	68	\qquad \leg{2}{h'}=-1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	101	par.009	68	\qquad \leg{2}{h''}=-1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	102	par.009	68	\qquad \text{etc.}	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	103	par.009	68	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	104	par.009	68	Si l'on compare maintenant ces relations aux précédentes, on trouvera:	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	105	par.009	68	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	106	par.009	68	\leg{p}{g}=1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	107	par.009	68	\qquad \leg{p}{g'}=1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	108	par.009	68	\qquad \leg{p}{g''}=1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	109	par.009	68	\qquad \text{etc.}	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	110	par.009	68	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	111	par.009	68	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	112	par.009	68	\leg{p}{h}=-1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	113	par.009	68	\qquad \leg{p}{h'}=-1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	114	par.009	68	\qquad \leg{p}{h''}=-1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	115	par.009	68	\qquad \text{etc.}	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	116	par.009	68	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	117	par.009	68	L'application de la loi de réciprocité à ces dernières relations donnera celles-ci:	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	118	par.009	68	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	119	par.009	68	\leg{g}{p}=1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	120	par.009	68	\qquad \leg{g'}{p}=1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	121	par.009	68	\qquad \leg{g''}{p}=1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	122	par.009	68	\qquad \text{etc.}	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	123	par.009	68	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	124	par.009	68	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	125	par.009	68	\leg{h}{p}=-1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	126	par.009	68	\qquad \leg{h'}{p}=-1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	127	par.009	68	\qquad \leg{h''}{p}=-1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	128	par.009	68	\qquad \text{etc.}	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	129	par.009	68	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	130	par.009			PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	131	par.010	69	\unitid{dirichlet.v1.p04a.par.010}D'où il suit, en multipliant:	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p069_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	132	par.010	69	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p069_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	133	par.010	69	 \leg{gg'g''\cdots\times hh'h''\cdots}{p}=\leg{t}{p}=\pm1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p069_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	134	par.010	69	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p069_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	135	par.010	69	où il faudra prendre le signe supérieur ou inférieur, selon que les nombres $h,h',h'',\ldots$ sont en nombre pair ou impair. Or, il est facile de voir, par l'équation $t=gg'g''\cdots\times hh'h''\cdots$, que le premier cas aura lieu, lorsque $t$ est de l'une de ces formes: $8n+1$, $8n+7$, le second, lorsque $t$ est contenu dans l'une de celles-ci: $8n+3$, $8n+5$. On a donc:	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p069_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	136	par.010	69	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p069_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	137	par.010	69	\leg{t}{p}=1,\qquad \text{lorsque } t=8n+1\text{ ou }8n+7,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p069_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	138	par.010	69	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p069_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	139	par.010	69	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p069_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	140	par.010	69	\leg{t}{p}=-1,\qquad \text{lorsque } t=8n+3\text{ ou }8n+5.	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p069_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	141	par.010	69	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p069_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	142	par.010			PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	143	par.011	69	\unitid{dirichlet.v1.p04a.par.011}Reprenons l'équation $t^2+2u^2=p$ et mettons-la sous la forme d'une congruence:	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p069_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	144	par.011	69	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p069_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	145	par.011	69	 t^2\equiv -2u^2 \pmod p.	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p069_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	146	par.011	69	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p069_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	147	par.011	69	En élevant les deux membres à la puissance $\frac{p-1}{4}$, on aura ($\frac{p-1}{4}$ étant pair):	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p069_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	148	par.011	69	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p069_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	149	par.011	69	 t^{\frac{p-1}{2}}\equiv 2^{\frac{p-1}{4}}u^{\frac{p-1}{2}}\pmod p,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p069_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	150	par.011	69	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p069_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	151	par.011	69	ou, ce qui revient au même, ayant prouvé que $\leg{u}{p}=1$:	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p069_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	152	par.011	69	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p069_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	153	par.011	69	 t^{\frac{p-1}{2}}\equiv 2^{\frac{p-1}{4}}\pmod p.	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p069_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	154	par.011	69	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p069_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	155	par.011	69	On voit donc que $\pm2$ (on peut mettre le double signe attendu que $p=8n+1$) est ou n'est pas résidu biquadratique par rapport à $p$, selon que l'on a $\leg{t}{p}=1$ ou $\leg{t}{p}=-1$. En comparant ce résultat à ce qui précède, on aura ce théorème:	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p069_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	156	par.011			PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	157	thm.003	69	\unitid{dirichlet.v1.p04a.thm.003}»$p$ désignant un nombre premier $8n+1$, si l'on fait $p=t^2+2u^2$, je dis que $\pm2$ sera ou ne sera pas résidu biquadratique par rapport à $p$, selon que $t$ est de l'une de ces formes: $8n+1$, $8n+7$ ou de l'une de celles-ci: $8n+3$, $8n+5$.«	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p069_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	158	thm.003			PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	159	par.012	69	\unitid{dirichlet.v1.p04a.par.012}C'est le premier des deux théorèmes de M. \textsc{Gauss}, dont il a été question dans le préambule de ce mémoire. Le second de ces théorèmes est relatif à la décomposition du nombre $p$ en deux carrés, et peut être facilement déduit de celui qui vient d'être établi.	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p069_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	160	par.012			PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	161	par.013	69;70	\unitid{dirichlet.v1.p04a.par.013}Faisons $p=\varphi^2+\psi^2$ (où $\psi$ est supposé divisible par 4) et égalons cette valeur de $p$ à celle que nous venons de considérer. Nous aurons ainsi:	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p069_authority.png;qa/source/p070_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	162	par.013	69;70	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p069_authority.png;qa/source/p070_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	163	par.013	69;70	 p=t^2+2u^2=\varphi^2+\psi^2,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p069_authority.png;qa/source/p070_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	164	par.013	69;70	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p069_authority.png;qa/source/p070_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	165	par.013	69;70	et en transposant:	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p069_authority.png;qa/source/p070_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	166	par.013	69;70	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p069_authority.png;qa/source/p070_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	167	par.013	69;70	 t^2-\psi^2=(t+\psi)(t-\psi)=\varphi^2-2u^2.	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p069_authority.png;qa/source/p070_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	168	par.013	69;70	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p069_authority.png;qa/source/p070_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	169	par.013	69;70	Comme $\varphi$ est impair, le plus grand diviseur commun de $\varphi$ et $u$ sera impair; désignons-le par $m$ et faisons $\varphi=m\varphi'$, $u=mu'$. La substitution de ces valeurs dans l'équation précédente la changera en celle-ci:	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p069_authority.png;qa/source/p070_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	170	par.013	69;70	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p069_authority.png;qa/source/p070_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	171	par.013	69;70	 (t+\psi)(t-\psi)=m^2(\varphi'^2-2u'^2).	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p069_authority.png;qa/source/p070_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	172	par.013	69;70	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p069_authority.png;qa/source/p070_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	173	par.013			PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	174	par.014	70	\unitid{dirichlet.v1.p04a.par.014}On voit que le nombre impair $t+\psi$ est composé de deux facteurs $E$ et $K$, dont le premier divise $m^2$, le second $\varphi'^2-2u'^2$, et qu'il en est de même de $t-\psi$ dont nous désignerons les facteurs par $F$ et $L$, $L$ pouvant être négatif. Nous avons donc les équations:	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p070_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	175	par.014	70	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p070_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	176	par.014	70	 t+\psi=EK,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p070_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	177	par.014	70	\qquad t-\psi=FL,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p070_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	178	par.014	70	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p070_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	179	par.014	70	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p070_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	180	par.014	70	 m^2=EF,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p070_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	181	par.014	70	\qquad \varphi'^2-2u'^2=KL.	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p070_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	182	par.014	70	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p070_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	183	par.014	70	Il est facile de s'assurer que les nombres $E$ et $F$ sont premiers entre eux. En effet, soit $\delta$ un diviseur premier de $E$, et supposons que $\delta$ divise en même temps $F$. Le nombre $\delta$ serait diviseur commun de $t+\psi$ et $t-\psi$, et diviserait par conséquent le nombre $t$, qui est la demi-somme des précédents. D'un autre côté, de ce que $\delta$ est diviseur premier de $E$, il suit successivement, en ayant égard aux équations $EF=m^2$, $u=mu'$, que $m^2$, $m$ et $u$ sont multiples de $\delta$. Les nombres $t$ et $u$ auraient donc le diviseur commun $\delta$, et $p=t^2+2u^2$ ne serait pas un nombre premier.	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p070_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	184	par.014			PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
