authority_pdf_page	source_volume_page	paper_folio	archive_path	finding	disposition
23	516	165	diagram_aid_extracted_copy/images/D018_p023_diag07.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
23	516	165	diagram_aid_extracted_copy/images/D018_p023_diag08.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
24	517	166	diagram_aid_extracted_copy/images/D018_p024_diag01.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
24	517	166	diagram_aid_extracted_copy/images/D018_p024_diag02.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
24	517	166	diagram_aid_extracted_copy/images/D018_p024_diag03.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
24	517	166	diagram_aid_extracted_copy/images/D018_p024_diag04.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
24	517	166	diagram_aid_extracted_copy/images/D018_p024_diag05.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
24	517	166	diagram_aid_extracted_copy/images/D018_p024_diag06.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
24	517	166	diagram_aid_extracted_copy/images/D018_p024_diag07.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
24	517	166	diagram_aid_extracted_copy/images/D018_p024_diag08.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
24	517	166	diagram_aid_extracted_copy/images/D018_p024_diag09.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
24	517	166	diagram_aid_extracted_copy/images/D018_p024_diag10.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
24	517	166	diagram_aid_extracted_copy/images/D018_p024_diag11.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
24	517	166	diagram_aid_extracted_copy/images/D018_p024_diag12.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
19	512	161	diagram_aid_primary/images/D018_p019_diag01.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
19	512	161	diagram_aid_primary/images/D018_p019_diag02.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
19	512	161	diagram_aid_primary/images/D018_p019_diag03.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
19	512	161	diagram_aid_primary/images/D018_p019_diag04.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
20	513	162	diagram_aid_primary/images/D018_p020_diag01.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
20	513	162	diagram_aid_primary/images/D018_p020_diag02.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
20	513	162	diagram_aid_primary/images/D018_p020_diag03.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
20	513	162	diagram_aid_primary/images/D018_p020_diag04.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
20	513	162	diagram_aid_primary/images/D018_p020_diag05.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
20	513	162	diagram_aid_primary/images/D018_p020_diag06.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
20	513	162	diagram_aid_primary/images/D018_p020_diag07.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
20	513	162	diagram_aid_primary/images/D018_p020_diag08.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
20	513	162	diagram_aid_primary/images/D018_p020_diag09.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
21	514	163	diagram_aid_primary/images/D018_p021_diag01.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
21	514	163	diagram_aid_primary/images/D018_p021_diag02.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
21	514	163	diagram_aid_primary/images/D018_p021_diag03.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
21	514	163	diagram_aid_primary/images/D018_p021_diag04.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
21	514	163	diagram_aid_primary/images/D018_p021_diag05.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
22	515	164	diagram_aid_primary/images/D018_p022_diag01.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
22	515	164	diagram_aid_primary/images/D018_p022_diag02.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
22	515	164	diagram_aid_primary/images/D018_p022_diag03.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
22	515	164	diagram_aid_primary/images/D018_p022_diag04.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
22	515	164	diagram_aid_primary/images/D018_p022_diag05.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
22	515	164	diagram_aid_primary/images/D018_p022_diag06.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
22	515	164	diagram_aid_primary/images/D018_p022_diag07.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
22	515	164	diagram_aid_primary/images/D018_p022_diag08.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
23	516	165	diagram_aid_primary/images/D018_p023_diag01.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
23	516	165	diagram_aid_primary/images/D018_p023_diag02.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
23	516	165	diagram_aid_primary/images/D018_p023_diag03.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
23	516	165	diagram_aid_primary/images/D018_p023_diag04.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
23	516	165	diagram_aid_primary/images/D018_p023_diag05.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
23	516	165	diagram_aid_primary/images/D018_p023_diag06.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
23	516	165	diagram_aid_primary/images/D018_p023_diag07.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
23	516	165	diagram_aid_primary/images/D018_p023_diag08.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
24	517	166	diagram_aid_primary/images/D018_p024_diag01.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
24	517	166	diagram_aid_primary/images/D018_p024_diag02.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
24	517	166	diagram_aid_primary/images/D018_p024_diag03.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
24	517	166	diagram_aid_primary/images/D018_p024_diag04.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
24	517	166	diagram_aid_primary/images/D018_p024_diag05.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
24	517	166	diagram_aid_primary/images/D018_p024_diag06.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
24	517	166	diagram_aid_primary/images/D018_p024_diag07.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
24	517	166	diagram_aid_primary/images/D018_p024_diag08.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
24	517	166	diagram_aid_primary/images/D018_p024_diag09.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
24	517	166	diagram_aid_primary/images/D018_p024_diag10.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
24	517	166	diagram_aid_primary/images/D018_p024_diag11.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
24	517	166	diagram_aid_primary/images/D018_p024_diag12.png	Archive member hash and byte count independently replayed after the French source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
25	518	167	diagram_aid_extracted_copy/images/D018_p025_diag01.png	Archive member hash and byte count independently replayed after the source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
25	518	167	diagram_aid_extracted_copy/images/D018_p025_diag02.png	Archive member hash and byte count independently replayed after the source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
25	518	167	diagram_aid_extracted_copy/images/D018_p025_diag03.png	Archive member hash and byte count independently replayed after the source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
25	518	167	diagram_aid_extracted_copy/images/D018_p025_diag04.png	Archive member hash and byte count independently replayed after the source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
25	518	167	diagram_aid_extracted_copy/images/D018_p025_diag05.png	Archive member hash and byte count independently replayed after the source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
25	518	167	diagram_aid_extracted_copy/images/D018_p025_diag06.png	Archive member hash and byte count independently replayed after the source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
25	518	167	diagram_aid_extracted_copy/images/D018_p025_diag07.png	Archive member hash and byte count independently replayed after the source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
26	519	168	diagram_aid_extracted_copy/images/D018_p026_diag01.png	Archive member hash and byte count independently replayed after the source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
26	519	168	diagram_aid_extracted_copy/images/D018_p026_diag02.png	Archive member hash and byte count independently replayed after the source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
26	519	168	diagram_aid_extracted_copy/images/D018_p026_diag03.png	Archive member hash and byte count independently replayed after the source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
26	519	168	diagram_aid_extracted_copy/images/D018_p026_diag04.png	Archive member hash and byte count independently replayed after the source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
26	519	168	diagram_aid_extracted_copy/images/D018_p026_diag05.png	Archive member hash and byte count independently replayed after the source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
26	519	168	diagram_aid_extracted_copy/images/D018_p026_diag06.png	Archive member hash and byte count independently replayed after the source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
26	519	168	diagram_aid_extracted_copy/images/D018_p026_diag07.png	Archive member hash and byte count independently replayed after the source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
26	519	168	diagram_aid_extracted_copy/images/D018_p026_diag08.png	Archive member hash and byte count independently replayed after the source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
26	519	168	diagram_aid_extracted_copy/images/D018_p026_diag09.png	Archive member hash and byte count independently replayed after the source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
27	520	169	diagram_aid_extracted_copy/images/D018_p027_diag01.png	Archive member hash and byte count independently replayed after the source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
27	520	169	diagram_aid_extracted_copy/images/D018_p027_diag02.png	Archive member hash and byte count independently replayed after the source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
27	520	169	diagram_aid_extracted_copy/images/D018_p027_diag03.png	Archive member hash and byte count independently replayed after the source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
27	520	169	diagram_aid_extracted_copy/images/D018_p027_diag04.png	Archive member hash and byte count independently replayed after the source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
27	520	169	diagram_aid_extracted_copy/images/D018_p027_diag05.png	Archive member hash and byte count independently replayed after the source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
27	520	169	diagram_aid_extracted_copy/images/D018_p027_diag06.png	Archive member hash and byte count independently replayed after the source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
27	520	169	diagram_aid_extracted_copy/images/D018_p027_diag07.png	Archive member hash and byte count independently replayed after the source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
27	520	169	diagram_aid_extracted_copy/images/D018_p027_diag08.png	Archive member hash and byte count independently replayed after the source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
28	521	170	diagram_aid_extracted_copy/images/D018_p028_diag01.png	Archive member hash and byte count independently replayed after the source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
28	521	170	diagram_aid_extracted_copy/images/D018_p028_diag02.png	Archive member hash and byte count independently replayed after the source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
28	521	170	diagram_aid_extracted_copy/images/D018_p028_diag03.png	Archive member hash and byte count independently replayed after the source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
28	521	170	diagram_aid_extracted_copy/images/D018_p028_diag04.png	Archive member hash and byte count independently replayed after the source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
29	522	171	diagram_aid_extracted_copy/images/D018_p029_diag01.png	Archive member hash and byte count independently replayed after the source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
29	522	171	diagram_aid_extracted_copy/images/D018_p029_diag02.png	Archive member hash and byte count independently replayed after the source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
29	522	171	diagram_aid_extracted_copy/images/D018_p029_diag03.png	Archive member hash and byte count independently replayed after the source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
30	523	172	diagram_aid_extracted_copy/images/D018_p030_diag01.png	Archive member hash and byte count independently replayed after the source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
30	523	172	diagram_aid_extracted_copy/images/D018_p030_diag02.png	Archive member hash and byte count independently replayed after the source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
30	523	172	diagram_aid_extracted_copy/images/D018_p030_diag03.png	Archive member hash and byte count independently replayed after the source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_EXTRACTED_COPY; comparison/routing only; authority transcription unchanged
25	518	167	diagram_aid_primary/images/D018_p025_diag01.png	Archive member hash and byte count independently replayed after the source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
25	518	167	diagram_aid_primary/images/D018_p025_diag02.png	Archive member hash and byte count independently replayed after the source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
25	518	167	diagram_aid_primary/images/D018_p025_diag03.png	Archive member hash and byte count independently replayed after the source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
25	518	167	diagram_aid_primary/images/D018_p025_diag04.png	Archive member hash and byte count independently replayed after the source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
25	518	167	diagram_aid_primary/images/D018_p025_diag05.png	Archive member hash and byte count independently replayed after the source freeze. The paired diagram-aid lineage is byte-identical. This partial crop remains inherited comparison/routing evidence with no authority role.	ZERO_ACCEPTED_PRIMARY; comparison/routing only; authority transcription unchanged
