concept,form,source_path,source_label,method,window
direct sum,مجموع مباشر,extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/svu_mathematical_algebra.textcheck.txt,OCR-witness,direct_text,تقله خطيا‪ ،‬جمله مرتبطه خطيا‪ ،‬قاعده فضاء شعاعي‪ ،‬مجموع فضاءين شعاعيين‪،‬‬  ‫مجموع مباشر‪ ،‬فضاءين متتامين‪ ،‬بعد فضاء شعاعي‪ ،‬بعد فضاء شعاعي جزئي‪ ،‬رتبه جمله اشعه‪ ،
direct sum,مجموع مباشر,source-bodies/native-text/20260705T023000Z_arabic_mediawiki_source_text_probe/downloads/نظرية_الزمر_oldid_75472653.wiki.txt,native-source-body,direct_text,يد وحيد e وكذلك معكوس وحيد a يحققان العلاقات التاليه: e*x=x*e=x و a*x=x*a=e  == مجموع مباشر للزمر == في نظريه الزمر، نقول عن الزمره ''G'' انها مجموع مباشر لمجموعه من الزمر
element,عناصر,extracted-ocr-witnesses/20260705T035500Z_arabic_official_pdf_probe/downloads/uotelafer_group_theory_lectures.first5.txt,OCR-witness,direct_text,"x=x*c‬‬          ‫هو المجموعه ‪:‬‬   ‫} ‪ , ∀ x  G‬اي ان ‪Cent G‬تكون من جمع العناصر‬               ‫الت تتبادل مع كل عنصر من عناصر ‪. G‬‬                          "
element,عناصر,extracted-ocr-witnesses/20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_cayley_hamilton_pdf.first5.txt,OCR-witness,direct_text,"‬  ‫""‪ ،Invertible Ideals‬واهميه دراسه الحلقات الناظميه في معرفه الغالقه اي‬ ‫العناصر الجبريه التي تمثل اصفار معادالت كثيرات حدود وتشكل المتنوعات‬ ‫االفينيه‬  ‫""‪ ،"""
element,عناصر,extracted-ocr-witnesses/20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe/downloads/fezzan_matrix_pdf.first5.txt,OCR-witness,direct_text,ن هذا التحليل يوفر ادوات‬ ‫قويه لتبسيط دراسه المصفوفات الدائريه عبر تقليلها الي عناصر غير قابله لالختزال‪ ،‬ما يسهم في فهم تركيب الحلقات‬  ‫وتطبيقاتها في النمذجه الر
element,عناصر,extracted-ocr-witnesses/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_numbers.fulltext.txt,OCR-witness,direct_text,ارنه الدقيقه بني‬ ‫‬ ‫‬ ‫مختلفه تمام ا‪ ،‬كما هي الحال‬ ‫طبيعه‬ ‫حتي وان كانت العناصر املكو نه للمجموعتني ذات‬ ‫‬ ‫مجموعه من‬ ‫اشخاص‪ ،‬بينما تتكون الاخري من‬ ‫هنا؛ 
element,عناصر,extracted-ocr-witnesses/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_what_is_the_use.fulltext.txt,OCR-witness,direct_text,به‬  ‫ما الفائده؟‬  ‫اقليدس في الهندسه‪ ،‬والذي ج مع في مؤلفه الشهري بعنوان »العناصر«‪ ،‬معيا را لاستنتاج‬ ‫‬ ‫تعريفا سيئا للرياضيات ككل‪ .‬علي اي حال‪ ،‬بعد‬ ‫النت
equation,معادلة,extracted-ocr-witnesses/20260705T035500Z_arabic_official_pdf_probe/downloads/uotelafer_group_theory_lectures.first5.txt,OCR-witness,direct_text,                            ‫• مسائل‬      ‫• جد كل الحلول ‪، x‬حث ‪ ، 0≤x15‬للمعادله‬                               ‫)‪. 3x≡6(mod15‬‬ ‫• صف تجزئه ‪ Z‬المعنه باالعدا
equation,معادلة,extracted-ocr-witnesses/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_numbers.fulltext.txt,OCR-witness,direct_text,ن يتكون من الصيغه ‪ 6n ± 1‬بالنسبه للعدد ‪) .n‬تذك ر ان ‪ 6n‬هي صيغه‬ ‫مختصره للمعادله ‪ 6×n‬والرمز املزدوج ‪ ±‬يعني زائد او ناقص‪ (.‬والسبب في ذلك ي سهل‬ ‫تفسريه‪ .‬
equation,معادلة,extracted-ocr-witnesses/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_what_is_the_use.fulltext.txt,OCR-witness,direct_text,وير ‬ ‫القنبله الذ   ريه‪ ،‬ت  ‬ ‫جسد في الاسطوره الشائعه التي‬ ‫(‬ ‫)‬ ‫تري ان معادله اينشتاين الشهريه ‪ E = mc 2‬اقنعت علماء الفيزياء بان مقادير صغريه‬ ‫نحو رئيسي‪ 
equation,معادلة,extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/ens_kouba_alg411.textcheck.txt,OCR-witness,direct_text,معادلات الجبريه من الدرجه اكبر من او تساوي ‪: 5‬‬ ‫الدرجه اكبر من او‬ ‫ان‪ :‬اي معادله جبريه ‪ f ( x ) = 0‬من ‬ ‫ذكر بدون برهان نظريه ‪ GALOIS‬التي تنص علي ‬ ‫تساوي ‪
equation,معادلة,extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/svu_mathematical_algebra.textcheck.txt,OCR-witness,direct_text,................................................. Affine equation solution ‫ حل معادله تالفیه‬.3-3 40................................ Absolute value equation solution
equivalence,مكافئة,extracted-ocr-witnesses/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_numbers.fulltext.txt,OCR-witness,direct_text,م املشترك الاكبر لهما هو ‪ .2‬وبالغاء هذا العامل املشترك ‪ ،2‬نحصل علي‬ ‫معادله مكافئه؛ اي معادله لها الحل نفسه‪ .3b + 4s = 23 :‬اذا لم يع د الطرف الايمن‬ ‫من املعادل
equivalence,مكافئة,extracted-ocr-witnesses/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_what_is_the_use.fulltext.txt,OCR-witness,direct_text, تقع في مستوي‪ .‬لذلك كان يجب ان تعمل الفيزياء ‬ ‫ايضا في مستوي‪ ،‬او ان‬ ‫تكون مكافئه ملساله ما في مستوي‪.‬‬ ‫تعطي الاعداد املركبه املستوي تركيبا جبريا منهجيا يتواءم
equivalence,مكافئة,extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/svu_mathematical_algebra.textcheck.txt,OCR-witness,direct_text,الشكل ‪ A = 0‬علي تطبيق تحويلات بسيطه متتاليه عليها لارجاعها الي معادله جديده‬ ‫مكافئه لها تكون اسهل حلا‪ .‬فيما يلي بعض هذه القواعد‪:‬‬  ‫‪ .1‬عندما نجمع العدد نفسه 
equivalence,مكافئة,extracted-ocr-witnesses/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/anbar_mathematics_arabic_program.textcheck.txt,OCR-witness,direct_text,ه مع بض‬ ‫االمثله التي تحقق والتي ال‬ ‫تحقق االستمراريه‪ -‬نظريات‬ ‫تمثل تعاريف مكافئه‬ ‫لالستمراريه‪.‬‬ ‫عالقه االستمراريه والفضاءات‬ ‫المرصوصه‪ -‬االستمراريه‬ ‫المن
equivalence,مكافئة,source-bodies/native-text/20260705T023000Z_arabic_mediawiki_source_text_probe/downloads/جبر_خطي_oldid_75057716.wiki.txt,native-source-body,direct_text,|عالم الصينيات]] الامريكي [[روجر هارت]] ان علماء الرياضيات الصينيين وجدوا طريقه مكافئه بشكل اساسي، لحل الانظمه المكونه من n معادله والمحتويه علي n مجهول في الجبر العص
example,أمثلة,extracted-ocr-witnesses/20260705T035500Z_arabic_official_pdf_probe/downloads/ksu_group_theory_course_spec.first5.txt,OCR-witness,direct_text,‬ ‫‪Give examples of these algebraic structures.‬‬                     ‫ان يعطي امثله علي التركيبات الجبريه‪.‬‬    ‫‪Differentiate between abelian and non-‬‬        
example,أمثلة,extracted-ocr-witnesses/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_numbers.fulltext.txt,OCR-witness,direct_text,‬ ‫‬ ‫‬ ‫مرحله من الخوارزميه‪ ،‬وهو الاسم الذي‬ ‫ببساطه العدد الناتج في كل‬ ‫والامثله التاليه‪ ،‬نذكر‬ ‫نوع محدد‪.‬‬ ‫يط لق علي العمليه الاليه — مثل هذه العمليه — ال
example,أمثلة,extracted-ocr-witnesses/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_what_is_the_use.fulltext.txt,OCR-witness,direct_text,لبروده‬ ‫ ‬ ‫الخاصني به‪ ،‬وكيف تتفاعل كل هذه الخصائص مع ا‪ .‬وهناك الالاف من الامثله الاخري‪.‬‬ ‫ونحن لا نلاحظ ان تلك الامثله تتضمن عمليات رياضيه؛ لاننا لسنا في حاج
example,أمثلة,extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/ens_kouba_alg411.textcheck.txt,OCR-witness,direct_text,حقول‪ ،‬التوسيعات‬ ‫‪ .1.1‬حلقه وحقل الكسور‬ ‫تعريف المجموعه الضربيه في حلقه مع امثله ‪ -‬تعريف علاقه تكافؤ ‪ R‬في المجموعه ‪ A × S‬حيث ‪ A‬حلقه‬ ‫‪A ×S‬‬ ‫واحديه تب
example,أمثلة,extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/svu_mathematical_algebra.textcheck.txt,OCR-witness,direct_text,............................................ Definitions and examples ‫ تعاریف وامثله‬.1-2 141 ...................................... Intersection of subspaces ‫ تقا
exercise,تمارين,extracted-ocr-witnesses/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/anbar_mathematics_arabic_program.textcheck.txt,OCR-witness,direct_text,‫‪4‬‬  ‫‪1‬‬  ‫‪4‬‬  ‫‪8‬‬  ‫‪4‬‬  ‫‪3‬‬  ‫‪4‬‬  ‫‪10‬‬  ‫‪4‬‬  ‫‪11‬‬  ‫‪4‬‬  ‫تمارين تتعلق بالضرب الداخلي‬  ‫فضاء الضرب الداخلي‬  ‫مبرهنات تتعلق بربط الضرب‬ ‫الداخل
factor,عامل,extracted-ocr-witnesses/20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_cayley_hamilton_pdf.first5.txt,OCR-witness,direct_text,بحاث عرضت العالقه بين حلقات التقييم وانواع اخري من الحلقات‪ ،‬وذلك‬  ‫لسهوله التعامل معها (مثال ]‪ [1‬عرض دراسه العالقه بين حلقات ناظميه وحلقات‬ ‫التقييم المتقطع وح
factor,عامل,extracted-ocr-witnesses/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_numbers.fulltext.txt,OCR-witness,direct_text,سي مع اعداد العد املعتاده‪ ،‬بينما نتجاوزها في‬ ‫نحو‬ ‫ ‬ ‫ان الجزء الاول منه يتعامل علي ‬ ‫النصف الثاني؛ فمن خلال استكشاف املشكلات الطبيعيه التي تظهر في املعاملات 
factor,عامل,extracted-ocr-witnesses/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_what_is_the_use.fulltext.txt,OCR-witness,direct_text,ق الخف ي من املساعدين‪ ،‬لن يتم  كن ذلك الن جم الرقمي من‬ ‫بخس  ‬ ‫الرياضيات في عاملنا اليوم ي ‬ ‫حقها بكل سهوله؛ وذلك لان كل العمليات الرياضيه‬ ‫تقريبا تجري خلف ال
factor,عامل,extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/ens_kouba_alg411.textcheck.txt,OCR-witness,direct_text,عي‪ :‬دروس ‪ 1 :‬سا ‪ 30‬د‬ ‫اعمال موجهه‪ 1 :‬سا و ‪ 30‬د‬ ‫النظام‪ :‬سنوي‬ ‫المعامل‪2 :‬‬ ‫مقدمه‪:‬‬ ‫ان برنامج الجبر للسنه الرابعه يتناول بالدراسه الحقول التبديلي
factor,عامل,extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/svu_mathematical_algebra.textcheck.txt,OCR-witness,direct_text, يكون عدد مجموعاهتا الجزئيه ‪.23 = 8‬‬  ‫مخططات فن‬ ‫تستخدم مخططات فن لتسهيل التعامل مع اجملموعات‪ .‬يعبر داخل المستطيل علي اجملموعه الشامله ‪ ،Ω‬وداخل الدوائر تمثل
field,جسم,extracted-ocr-witnesses/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_what_is_the_use.fulltext.txt,OCR-witness,direct_text,بر الاثبات‬ ‫بالكامل في نسخ متعدده مترابطه بشده‪ .‬انه يشبه الي حد ما الصوره املجسمه؛ حيث‬ ‫تحو ل الصوره بحيث يمكن اعاده بنائها من اي جزء صغري من البيانات‪ .‬يمكن 
field,جسم,source-bodies/native-text/20260705T023000Z_arabic_mediawiki_source_text_probe/downloads/جبر_مجرد_oldid_75057721.wiki.txt,native-source-body,direct_text,جبر بول|جبر منطقي]] (جبر بول) * [[احاديه الشكل]]، [[نظريه الفئه|الفئات]]. * [[الجسم و الحلقه]]  == انظر ايضا == * [[نظريه الترميز]] * [[قانون تركيب داخلي]]  == مرا
field,جسم,source-bodies/native-text/20260705T023000Z_arabic_mediawiki_source_text_probe/downloads/حقل__رياضيات__oldid_75116379.wiki.txt,native-source-body,direct_text,]  في [[رياضيات|الرياضيات]]، '''الحقل''' ({{اللغه|en|Field}}) ({{بحاجه لمصدر|او جسم، كما في الترجمه في الدول المغاربيه}}) هي مجموعه عرفت عليها اربع عمليات هي [[جمع
field,حقل,extracted-ocr-witnesses/20260705T051200Z_arabic_abstract_algebra_module_probe/downloads/mustansiriyah_abstract_algebra_principles.first5.txt,OCR-witness,direct_text,مات في المنطق الرايضي ولغه‬ ‫اجملموعات‪ ،‬والبني الجبريه من زمر وحلقات وحقول‪ ،‬حقل ا لاعداد العقديه‪ ،‬وحلقه ا لاعداد‬ ‫الصحيحه‪ ،‬وحلقه كثيرات الحدود‪ ،‬ومقدمات 
field,حقل,extracted-ocr-witnesses/20260705T054700Z_arabic_hiast_algebra_shelf_probe/downloads/hiast_algebra_I_abstract_algebra.first5.txt,OCR-witness,direct_text,مات في المنطق الرايضي ولغه‬ ‫اجملموعات‪ ،‬والبني الجبريه من زمر وحلقات وحقول‪ ،‬حقل ا لاعداد العقديه‪ ،‬وحلقه ا لاعداد‬ ‫الصحيحه‪ ،‬وحلقه كثيرات الحدود‪ ،‬ومقدمات 
finite,منته,extracted-ocr-witnesses/20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_cayley_hamilton_pdf.first5.txt,OCR-witness,direct_text,"‬  ‫مبرهنه ”‪ ،""Cayley-Hamilton‬وتمهيديات""‪ ""Nakayama‬في المودوالت (المقاسات)‬ ‫منتهيه التوليد‪ ،‬باالضافه الي مفهوم التموضع ""‪ ""Localization‬لحلقه عند مثالي‬ ‫اولي"
finite,منته,extracted-ocr-witnesses/20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_prufer_ring_pdf.first5.txt,OCR-witness,direct_text,بواسطه المبرهنه‬ ‫(‪ )4.3‬والنتيجه (‪ )7.3‬وكتابه الحلقه النوثريه كجداء ديكارتي منته لحلقات نوثريه كل منها‬  ‫يحوي مثالي اولي اصغري وحيد ضمن شروط معينه‪ ،‬وذلك بواس
finite,منته,extracted-ocr-witnesses/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_numbers.fulltext.txt,OCR-witness,direct_text,ضافه لذلك‪ ،‬لا بد انه يوجد عدد لا متنا ه منها؛ اذ انها لو كانت تش  كل‬ ‫مجموعه منتهيه فحسب‪ ،‬فانه يمكن وضعها في مقدمه قائمه الاعداد الجبريه لدينا‬ ‫فان ‬ ‫)الاعدا
finite,منته,extracted-ocr-witnesses/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_what_is_the_use.fulltext.txt,OCR-witness,direct_text,لذين ع رفت منذ عق د او اقل‪ .‬مثا ل علي‬ ‫ذلك هو »فراغ الاشكال«‪ ،‬وهو فراغ غري منتهي الابعاد من املنحنيات التي تعتبر متشابهه‬ ‫اذا اختلفت فقط عن طريق تغيري الاحداث
finite,منته,extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/damascus_module_representation_pdf.textcheck.txt,OCR-witness,direct_text,y Journal for the Basic Science‬‬ ‫‪Vol 39 No.3 (2023): 127 -136‬‬  ‫تمثيل زمره منتهيه عمي انواع خاصه من المودوالت‬ ‫رغده عز الدين‪ ، 1‬د‪.‬عبد المطيف هنانو‬  ‫‪2‬‬
function,دالة,extracted-ocr-witnesses/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_numbers.fulltext.txt,OCR-witness,direct_text, .‬ولم تثبت ملاحظه جاوس حتي عام ‪،١٨٩٦‬‬ ‫وهي تشري بالتفصيل لشيء اكثر دقه‪ .‬والداله اللوغاريتميه ا ملشار اليها هنا يطلق عليها‬ ‫»اللوغاريتم الطبيعي«‪ ،‬ولا تعتمد ع
function,دالة,extracted-ocr-witnesses/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_what_is_the_use.fulltext.txt,OCR-witness,direct_text,‬ان الحل التقليدي هو اختيار الناخبني ملجموعه من الاشخاص كي ينوبوا عنهم‪،‬‬ ‫‬ ‫عداله في التمثيل‬ ‫والسماح لهؤلاء الاشخاص باتخاذ القرارات‪ .‬ويتمث ل احد الاساليب الا
function,دالة,extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/svu_mathematical_algebra.textcheck.txt,OCR-witness,direct_text,"ما انه من الصعب سرد كل عناصر‬ ‫اجملموعه يكتفي بسرد بعض العناصر وحذف البقيه واستبدالها ب ... وذلك عندما يكون النموذج العام للعناصر واضح‬ ‫}‪.E = { 2, 4, 6, ..., 100‬"
function,دالة,extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/syriamath_structures2_ring_homomorphism.textcheck.txt,OCR-witness,direct_text,H.NET‬‬  ‫اذا كانت‬  ‫ه‬  ‫حدودتان لست ثابتتان‬  ‫غر منتهه وكانت‬  ‫حث‬ ‫نعرف الداله‬  ‫‪:‬‬ ‫‪0‬‬  ‫فان‬  ‫حسب نتجه ‪ 4‬فان ‪:‬‬ ‫‪0‬‬  ‫انتهت احملاضره‬  ‫اعداد‪ :
function,دالة,extracted-ocr-witnesses/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/anbar_mathematics_arabic_program.textcheck.txt,OCR-witness,direct_text,‬ ‫ال يوجد‬ ‫متطلب قسم يمكن حذفه وتحويل وحداته الي‬ ‫اي ماده تربويه‬ ‫تضاف باستبدالها مع ماده علم نفس الطفوله‬ ‫استبدال مع ماده اسس التربيه‬ ‫تضاف وحده واحده من ماد
ground form,شكل أساسي,extracted-ocr-witnesses/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_what_is_the_use.fulltext.txt,OCR-witness,direct_text,ل نظريه الرسم البياني مرتبطه بالطوبولوجيا‪ ،‬ولكنها‬ ‫‬ ‫حافه ما عدديه‬ ‫تطورت بشكل اساسي عبر خطوط منفصله‪ .‬تعتبر املفاهيم مثل وزن‬ ‫وليست طوبولوجيه‪ .‬لكن فكره انه يمك
ground form,شكل أساسي,source-bodies/native-text/20260705T023000Z_arabic_mediawiki_source_text_probe/downloads/جبر_خطي_oldid_75057716.wiki.txt,native-source-body,direct_text,صينيات]] الامريكي [[روجر هارت]] ان علماء الرياضيات الصينيين وجدوا طريقه مكافئه بشكل اساسي، لحل الانظمه المكونه من n معادله والمحتويه علي n مجهول في الجبر العصري، الف سنه
group,زمر,extracted-ocr-witnesses/20260705T035500Z_arabic_official_pdf_probe/downloads/ksu_group_theory_course_spec.first5.txt,OCR-witness,direct_text,ه‪ 343 :‬ريض‬                                            ‫اسم المقرر‪ :‬نظريه الزمر‬                            ‫المتطلب السابق للمقرر‪ 243 :‬ريض و ‪ 246‬ريض لغه ت
group,زمر,extracted-ocr-witnesses/20260705T035500Z_arabic_official_pdf_probe/downloads/uotelafer_group_theory_lectures.first5.txt,OCR-witness,direct_text,"‪ Z‬المعنه باالعداد الصححه معار ‪. 5‬‬ ‫• اثبت ان الزوج )‪ A=({0,4,8,12},+16‬هو زمره ‪.‬‬                                               ‫• الزمره الجزئيه‪:‬‬    ‫"
group,زمر,extracted-ocr-witnesses/20260705T051200Z_arabic_abstract_algebra_module_probe/downloads/mustansiriyah_abstract_algebra_principles.first5.txt,OCR-witness,direct_text, ا القارئ بدراسه مقدمات في المنطق الرايضي ولغه‬ ‫اجملموعات‪ ،‬والبني الجبريه من زمر وحلقات وحقول‪ ،‬حقل ا لاعداد العقديه‪ ،‬وحلقه ا لاعداد‬ ‫الصحيحه‪ ،‬وحلقه كثيرا
group,زمر,extracted-ocr-witnesses/20260705T051200Z_arabic_abstract_algebra_module_probe/downloads/uobasrah_crossed_modules_thesis_abstract_2010.first5.txt,OCR-witness,direct_text,صالبه للهياكل السلسليه ودراستها كتعميم مناسب‬ ‫الي مفهوم الموديولات المتصالبه للزمر من خلال غمر فصيله الموديولات المتصالبه للزمر في فصيله‬ ‫ بعض‬.(‫الموديولات المت
group,زمر,extracted-ocr-witnesses/20260705T054700Z_arabic_hiast_algebra_shelf_probe/downloads/hiast_algebra_I_abstract_algebra.first5.txt,OCR-witness,direct_text, ا القارئ بدراسه مقدمات في المنطق الرايضي ولغه‬ ‫اجملموعات‪ ،‬والبني الجبريه من زمر وحلقات وحقول‪ ،‬حقل ا لاعداد العقديه‪ ،‬وحلقه ا لاعداد‬ ‫الصحيحه‪ ،‬وحلقه كثيرا
group representation,تمثيل الزمر,extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/damascus_module_representation_pdf.textcheck.txt,OCR-witness,direct_text,مره منتييه‬  ‫‪ - ،‬فضاء جزئي‬  ‫⨁‬  ‫تؤثر عمي المودول‪ ،‬وبالتالي يمكننا تعربف تمثيل الزمره‬  ‫‪.‬‬  ‫نعرف تمثيل الزمره‬ ‫‪ .3.1‬تعريف‪ .‬‬  ‫عمي مودول ما‪.‬‬  ‫بانو تشاك
group representation,تمثيل الزمر,source-bodies/native-text/20260705T023000Z_arabic_mediawiki_source_text_probe/downloads/نظرية_الزمر_oldid_75472653.wiki.txt,native-source-body,direct_text,ه المواضيع المتعلقه بنظريه الزمر}}  انظر الي [[زمره مصفوفات]] والي [[تمثيل زمره|تمثيل الزمر]].  === زمر التبديلات === اول [[صنف (نظريه المجموعات)|صنف]] من الزمر درس هو [[ز
homomorphism,تجانس,extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/damascus_module_representation_pdf.textcheck.txt,OCR-witness,direct_text," ،‬تمثيل خزول‪ ،‬تمثيل خزول تماما‪ ،‬المودول الضربي‪،‬‬  ‫المودول نصف البسيط المتجانس‪.‬‬  ‫رقم التصنيف العالمي لمعام ‪20F29, 20C99, 16D60 :0202‬‬  ‫‪ 1‬من ‪9‬‬ ‫‪IS"
homomorphism,تجانس,extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/svu_mathematical_algebra.textcheck.txt,OCR-witness,direct_text,اعي‪ ،‬شعاع‪ ،‬سلمي‪ ،‬فضاء شعاعي جزئي‪ ،‬متتاليه عدديه‪ ،‬مصفوفه‪ ،‬جمله خطيه متجانسه‪ ،‬جمل اشعه‪ ،‬تركيب‬ ‫خطي‪ ،‬مولد‪ ،‬الجمله المولده‪ ،‬جمله مستقله خطيا‪ ،‬جم
homomorphism,تجانس,extracted-ocr-witnesses/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/anbar_mathematics_arabic_program.textcheck.txt,OCR-witness,direct_text,ريقه التكامل‬ ‫المباشر‬ ‫المعادالت‬ ‫التفاضليه الجزئيه‬ ‫الخطيه ذات‬ ‫الحدود المتجانسه‬ ‫والمعامالت الثابته‬ ‫من الرتب العليا‬ ‫المعادالت‬ ‫التفاضليه الجزئيه‬ ‫الخطي
homomorphism,تجانس,source-bodies/native-text/20260705T023000Z_arabic_mediawiki_source_text_probe/downloads/جبر_خطي_oldid_75057716.wiki.txt,native-source-body,direct_text,}} في التحويل الخطي {{Mvar|T}}  بفرض ان ('''S′''') هو [[نظام معادلات خطيه|نظام متجانس]] مرتبط بالنظام اعلاه، بحيث ان قيم الجانب الايمن من معادلاته هي الصفر:{{مجموعه 
homomorphism,تجانس,source-bodies/native-text/20260705T030500Z_arabic_wikibooks_source_text_probe/downloads/جبر_جبر_خطي_جملة_المعادلات_الخطية_oldid_210610.wiki.txt,native-source-body,direct_text,=&0\\3x_1&+2x_2&+x_3&-x_4&=&0\end{matrix}</math>  الجمله الثانيه نسميها : جمله متجانسه لان جميع الحدود الثابته في جميع المعادلات معدومه (صفر) .  عاده تتالف جمله المع
ideal,ideal,extracted-ocr-witnesses/20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_cayley_hamilton_pdf.first5.txt,OCR-witness,direct_text,"tionship between the Pruefer's Domains and the localization of rings at maximal ideal(locally normal rings and locally valuation rings), where it is introduced some "
ideal,ideal,extracted-ocr-witnesses/20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_prufer_ring_pdf.first5.txt,OCR-witness,direct_text,"direct product of Noetherian rings each of them contains a unique minimal prime ideal within certain conditions through the theorem (8.3), it is a generalization tha"
ideal,ideal,extracted-ocr-witnesses/20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe/downloads/fezzan_matrix_pdf.first5.txt,OCR-witness,direct_text,"x dimensions, thus achieving the Noetherian property, where ascending chains of ideals terminate at a final limit. Conversely, the Hadamard product maintains the mat"
ideal,مثالي,extracted-ocr-witnesses/20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_cayley_hamilton_pdf.first5.txt,OCR-witness,direct_text,"اشد‬  ‫الملخص‬ ‫يعرض هذا البحث العالقه بين مناطق ""‪ ""Pruefer‬وحلقات التموضع عند مثالي‬ ‫اعظمي (الحلقات الناظميه محليا‪ ،‬وحلقات التقييم محليا)‪ ،‬فقد تم عرض فكره عام"
ideal,مثالي,extracted-ocr-witnesses/20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_prufer_ring_pdf.first5.txt,OCR-witness,direct_text,(‪ )7.3‬وكتابه الحلقه النوثريه كجداء ديكارتي منته لحلقات نوثريه كل منها‬  ‫يحوي مثالي اولي اصغري وحيد ضمن شروط معينه‪ ،‬وذلك بواسطه المبرهنه (‪ ،)8.3‬وهو‬  ‫تعميم لك
image,مدى,extracted-ocr-witnesses/20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_prufer_ring_pdf.first5.txt,OCR-witness,direct_text,كانت الخاصه X محققه الجل المناطق التكامليه ما افضل الطرق التي يمكن بواسطتها‬  ‫تمديد الخاصه X الجل حلقات تحوي قواسم للصفر‪.‬‬  ‫ان الدراسه في هذا البحث هي دراسه ال
image,مدى,extracted-ocr-witnesses/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_numbers.fulltext.txt,OCR-witness,direct_text,ر استخدام ا غري منقوص باعتبار انه يشغل مكانا علي سلسله الاعداد‪.‬‬ ‫وبالنظر الي مدي قدم حضاره بابل‪ ،‬فمن الرائع ان نجدهم من ضمن الشعوب القديمه‬ ‫ ‬ ‫مكاني‪ .‬مع ذ
image,مدى,extracted-ocr-witnesses/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_what_is_the_use.fulltext.txt,OCR-witness,direct_text,ي للافكار الرياضيه‪ ،‬مثل خوارزميه »بيدج رانك« الخاصه بشركه جوجل‪ ،‬التي‬ ‫تحدد مدي اهميه اي موقع علي شبكه الويب‪ ،‬والتي اسست صناعه تقدر قيمتها بمليارات‬ ‫الدولار
