delta_id,status,path,path_kind,prior_local_head,actual_fetched_head,source_use_label,boundary
faa2c330-delta-0001,A,interlanguage-sidecar/rtl-persianate-arabic-0d148231-1233-current-head-source-gated-boundary-20260706/R3_0D148231_1233_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T144535Z/B3_UPLOADER_READY_SUMMARY.csv,r3_0d_source_gated_boundary,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0057,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_0D148231_R6_R3_OLDB_1233_A7D_BATCH_20260706_AUDIT.md,b3_package_audit,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0058,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_0D148231_R6_R3_OLDB_1233_A7D_BATCH_20260706_COMMIT_PAYLOAD_AUDIT.csv,b3_package_audit,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0059,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_0D148231_R6_R3_OLDB_1233_A7D_BATCH_20260706_CREDENTIAL_REVIEW.csv,b3_package_audit,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0060,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_0D148231_R6_R3_OLDB_1233_A7D_BATCH_20260706_MANIFEST.csv,b3_package_audit,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0061,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_0D148231_R6_R3_OLDB_1233_A7D_BATCH_20260706_PACKET_SHA_VERIFY.csv,b3_package_audit,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0062,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_0D148231_R6_R3_OLDB_1233_A7D_BATCH_20260706_PLACEHOLDER_REVIEW.csv,b3_package_audit,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0063,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_0D148231_R6_R3_OLDB_1233_A7D_BATCH_20260706_ROOT_SUMMARY.csv,b3_package_audit,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0064,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_0D148231_R6_R3_OLDB_1233_A7D_BATCH_20260706_SHA256SUMS.txt,b3_package_audit,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0065,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_1C6BD129_R3_0D148231_SOURCE_GATED_BOUNDARY_20260706_AUDIT.md,b3_package_audit,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0066,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_1C6BD129_R3_0D148231_SOURCE_GATED_BOUNDARY_20260706_COMMIT_PAYLOAD_AUDIT.csv,b3_package_audit,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0067,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_1C6BD129_R3_0D148231_SOURCE_GATED_BOUNDARY_20260706_CREDENTIAL_REVIEW.csv,b3_package_audit,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0068,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_1C6BD129_R3_0D148231_SOURCE_GATED_BOUNDARY_20260706_MANIFEST.csv,b3_package_audit,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0069,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_1C6BD129_R3_0D148231_SOURCE_GATED_BOUNDARY_20260706_PACKET_SHA_VERIFY.csv,b3_package_audit,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0070,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_1C6BD129_R3_0D148231_SOURCE_GATED_BOUNDARY_20260706_PLACEHOLDER_REVIEW.csv,b3_package_audit,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0071,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_1C6BD129_R3_0D148231_SOURCE_GATED_BOUNDARY_20260706_ROOT_SUMMARY.csv,b3_package_audit,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0072,A,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_1C6BD129_R3_0D148231_SOURCE_GATED_BOUNDARY_20260706_SHA256SUMS.txt,b3_package_audit,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0073,A,uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/MANIFEST.csv,r6_adjacent_context,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0074,A,uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_COUNTS.csv,r6_adjacent_context,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0075,A,uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/README.md,r6_adjacent_context,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0076,A,uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/SHA256SUMS.txt,r6_adjacent_context,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0077,A,uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/b3/B3_ROUTE.csv,r6_adjacent_context,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0078,A,uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/blockers/R6_1233D6F_EXACT_BLOCKERS_AND_NEXT_ACTIONS.csv,r6_adjacent_context,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0079,A,uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/branch-current/R6_1233D6F_BRANCH_CHECK_AND_VISIBLE_INPUTS.csv,r6_adjacent_context,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0080,A,uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/branch-current/R6_1233D6F_LOCAL_HEAD_NAMED_FILE_HITS.csv,r6_adjacent_context,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0081,A,uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/ethics/R6_1233D6F_ETHICS_AUTHORITY_CONTINUATION_MAP.csv,r6_adjacent_context,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0082,A,uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/fable/R6_1233D6F_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv,r6_adjacent_context,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0083,A,uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/input-verification/R6_1233D6F_PRIOR_PACKAGE_SHA_VERIFY.csv,r6_adjacent_context,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0084,A,uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/logs/LOGBOOK_EXCERPT_20260706.md,r6_adjacent_context,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0085,A,uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/mutual-watch/R6_1233D6F_MUTUAL_WATCH_OBSERVATION.csv,r6_adjacent_context,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0086,A,uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/source-use/R6_1233D6F_SOURCE_USE_CONTINUATION_LEDGER.csv,r6_adjacent_context,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0087,A,uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/witness-index/R6_1233D6F_SOURCE_WITNESS_INDEX_CARRYFORWARD.csv,r6_adjacent_context,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
faa2c330-delta-0088,A,uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/witness-index/R6_1233D6F_SOURCE_WITNESS_SCOPE_COUNTS_CARRYFORWARD.csv,r6_adjacent_context,0d148231ec91503b4083a187a738ddaf3a0abeae,faa2c330deb886098750dafb5c500e244e1333fe,branch-visible provenance/source-use context only,consume only through fa_IR/prs_AF/tg_Cyrl_TJ gates; no cross-sublane authority
