"current_head","previous_head","branch_status","filename","github_status","additions","deletions","changes","artifact_class","source_gate_status","fable_coverage","raw_url"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","interlanguage-sidecar/rtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706/R3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z/SHA256SUMS.txt","added","16","0","16","source-canon/source-body/source-witness","source-gate-record","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/interlanguage-sidecar%2Frtl-persianate-arabic-1233d6f-c33-current-head-source-gated-boundary-20260706%2FR3_1233D6F_C33_CURRENT_HEAD_SOURCE_GATED_BOUNDARY_20260706_20260706T143733Z%2FSHA256SUMS.txt"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/BLOCKERS_AND_B3_ACTIONS.csv","added","5","0","5","blocker/manual-review/recovery","source-recovery-or-manual-review","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/transfer-audits%2Fold-b%2FOLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706%2FBLOCKERS_AND_B3_ACTIONS.csv"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/BRANCH_PR_CHECKOUT_STATE.csv","added","7","0","7","Fable/source-use/adverse ledger","coordination-support","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/transfer-audits%2Fold-b%2FOLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706%2FBRANCH_PR_CHECKOUT_STATE.csv"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/COMMITTED_LOGBOOK_HEARTBEAT_PATH_STATE.csv","added","634","0","634","coordination/support","coordination-support","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/transfer-audits%2Fold-b%2FOLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706%2FCOMMITTED_LOGBOOK_HEARTBEAT_PATH_STATE.csv"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/CURRENT_ROOT_HEARTBEAT_LOGBOOK_STATE_AT_GENERATION.csv","added","3","0","3","coordination/support","coordination-support","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/transfer-audits%2Fold-b%2FOLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706%2FCURRENT_ROOT_HEARTBEAT_LOGBOOK_STATE_AT_GENERATION.csv"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/DELTA_PATHS_DE6C_TO_A7D.csv","added","54","0","54","coordination/support","coordination-support","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/transfer-audits%2Fold-b%2FOLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706%2FDELTA_PATHS_DE6C_TO_A7D.csv"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/DELTA_PATH_CLASS_COUNTS_DE6C_TO_A7D.csv","added","4","0","4","coordination/support","coordination-support","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/transfer-audits%2Fold-b%2FOLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706%2FDELTA_PATH_CLASS_COUNTS_DE6C_TO_A7D.csv"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/DELTA_STATUS_COUNTS_DE6C_TO_A7D.csv","added","2","0","2","coordination/support","coordination-support","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/transfer-audits%2Fold-b%2FOLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706%2FDELTA_STATUS_COUNTS_DE6C_TO_A7D.csv"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/MANIFEST.csv","added","18","0","18","manifest/SHA/README state","coordination-support","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/transfer-audits%2Fold-b%2FOLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706%2FMANIFEST.csv"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/PACKAGE_FRONTIER_DIGESTS.csv","added","2","0","2","coordination/support","coordination-support","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/transfer-audits%2Fold-b%2FOLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706%2FPACKAGE_FRONTIER_DIGESTS.csv"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/PACKAGE_FRONTIER_FILE_LEDGER.csv","added","11","0","11","coordination/support","coordination-support","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/transfer-audits%2Fold-b%2FOLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706%2FPACKAGE_FRONTIER_FILE_LEDGER.csv"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/PACKAGE_PATH_FILE_LEDGER.csv","added","4317","0","4317","coordination/support","coordination-support","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/transfer-audits%2Fold-b%2FOLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706%2FPACKAGE_PATH_FILE_LEDGER.csv"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/PACKAGE_ROOT_DIGESTS.csv","added","202","0","202","coordination/support","coordination-support","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/transfer-audits%2Fold-b%2FOLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706%2FPACKAGE_ROOT_DIGESTS.csv"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/README.md","added","26","0","26","manifest/SHA/README state","coordination-support","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/transfer-audits%2Fold-b%2FOLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706%2FREADME.md"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/ROUTE_AND_LOGBOOK_UPDATE_20260706T1655.md","added","26","0","26","coordination/support","coordination-support","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/transfer-audits%2Fold-b%2FOLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706%2FROUTE_AND_LOGBOOK_UPDATE_20260706T1655.md"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/SHA256SUMS.txt","added","17","0","17","manifest/SHA/README state","coordination-support","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/transfer-audits%2Fold-b%2FOLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706%2FSHA256SUMS.txt"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/SOURCE_PROVENANCE_SIGNAL_PATH_LEDGER.csv","added","16595","0","16595","source-canon/source-body/source-witness","source-gate-record","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/transfer-audits%2Fold-b%2FOLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706%2FSOURCE_PROVENANCE_SIGNAL_PATH_LEDGER.csv"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/SOURCE_PROVENANCE_TOP_ROOT_COUNTS.csv","added","34","0","34","source-canon/source-body/source-witness","source-gate-record","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/transfer-audits%2Fold-b%2FOLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706%2FSOURCE_PROVENANCE_TOP_ROOT_COUNTS.csv"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/SUMMARY.json","added","71","0","71","manifest/SHA/README state","coordination-support","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/transfer-audits%2Fold-b%2FOLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706%2FSUMMARY.json"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","transfer-audits/old-b/OLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706/TREE_PACKAGE_SUMMARY_A7D.csv","added","2","0","2","manifest/SHA/README state","coordination-support","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/transfer-audits%2Fold-b%2FOLD_B_A7D70DEA_READONLY_DELTA_AUDIT_20260706%2FTREE_PACKAGE_SUMMARY_A7D.csv"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","transfer-audits/old-b/OLD_B_POST_A7D_LIVE_HEAD_DRIFT_0D148231_20260706/MANIFEST.csv","added","2","0","2","manifest/SHA/README state","coordination-support","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/transfer-audits%2Fold-b%2FOLD_B_POST_A7D_LIVE_HEAD_DRIFT_0D148231_20260706%2FMANIFEST.csv"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","transfer-audits/old-b/OLD_B_POST_A7D_LIVE_HEAD_DRIFT_0D148231_20260706/README.md","added","17","0","17","manifest/SHA/README state","coordination-support","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/transfer-audits%2Fold-b%2FOLD_B_POST_A7D_LIVE_HEAD_DRIFT_0D148231_20260706%2FREADME.md"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","transfer-audits/old-b/OLD_B_POST_A7D_LIVE_HEAD_DRIFT_0D148231_20260706/SHA256SUMS.txt","added","1","0","1","manifest/SHA/README state","coordination-support","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/transfer-audits%2Fold-b%2FOLD_B_POST_A7D_LIVE_HEAD_DRIFT_0D148231_20260706%2FSHA256SUMS.txt"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_0D148231_R6_R3_OLDB_1233_A7D_BATCH_20260706_AUDIT.md","added","15","0","15","source-canon/source-body/source-witness","source-gate-record","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/transfer-audits%2Fsession12-20260705%2FB3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706%2FB3_POST_0D148231_R6_R3_OLDB_1233_A7D_BATCH_20260706_AUDIT.md"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_0D148231_R6_R3_OLDB_1233_A7D_BATCH_20260706_COMMIT_PAYLOAD_AUDIT.csv","added","56","0","56","source-canon/source-body/source-witness","source-gate-record","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/transfer-audits%2Fsession12-20260705%2FB3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706%2FB3_POST_0D148231_R6_R3_OLDB_1233_A7D_BATCH_20260706_COMMIT_PAYLOAD_AUDIT.csv"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_0D148231_R6_R3_OLDB_1233_A7D_BATCH_20260706_CREDENTIAL_REVIEW.csv","added","1704","0","1704","source-canon/source-body/source-witness","source-gate-record","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/transfer-audits%2Fsession12-20260705%2FB3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706%2FB3_POST_0D148231_R6_R3_OLDB_1233_A7D_BATCH_20260706_CREDENTIAL_REVIEW.csv"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_0D148231_R6_R3_OLDB_1233_A7D_BATCH_20260706_MANIFEST.csv","added","62","0","62","source-canon/source-body/source-witness","source-gate-record","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/transfer-audits%2Fsession12-20260705%2FB3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706%2FB3_POST_0D148231_R6_R3_OLDB_1233_A7D_BATCH_20260706_MANIFEST.csv"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_0D148231_R6_R3_OLDB_1233_A7D_BATCH_20260706_PACKET_SHA_VERIFY.csv","added","49","0","49","source-canon/source-body/source-witness","source-gate-record","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/transfer-audits%2Fsession12-20260705%2FB3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706%2FB3_POST_0D148231_R6_R3_OLDB_1233_A7D_BATCH_20260706_PACKET_SHA_VERIFY.csv"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_0D148231_R6_R3_OLDB_1233_A7D_BATCH_20260706_PLACEHOLDER_REVIEW.csv","added","7","0","7","source-canon/source-body/source-witness","source-gate-record","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/transfer-audits%2Fsession12-20260705%2FB3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706%2FB3_POST_0D148231_R6_R3_OLDB_1233_A7D_BATCH_20260706_PLACEHOLDER_REVIEW.csv"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_0D148231_R6_R3_OLDB_1233_A7D_BATCH_20260706_ROOT_SUMMARY.csv","added","5","0","5","source-canon/source-body/source-witness","source-gate-record","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/transfer-audits%2Fsession12-20260705%2FB3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706%2FB3_POST_0D148231_R6_R3_OLDB_1233_A7D_BATCH_20260706_ROOT_SUMMARY.csv"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_0D148231_R6_R3_OLDB_1233_A7D_BATCH_20260706_SHA256SUMS.txt","added","61","0","61","source-canon/source-body/source-witness","source-gate-record","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/transfer-audits%2Fsession12-20260705%2FB3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706%2FB3_POST_0D148231_R6_R3_OLDB_1233_A7D_BATCH_20260706_SHA256SUMS.txt"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_1C6BD129_R3_0D148231_SOURCE_GATED_BOUNDARY_20260706_AUDIT.md","added","14","0","14","source-canon/source-body/source-witness","source-gate-record","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/transfer-audits%2Fsession12-20260705%2FB3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706%2FB3_POST_1C6BD129_R3_0D148231_SOURCE_GATED_BOUNDARY_20260706_AUDIT.md"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_1C6BD129_R3_0D148231_SOURCE_GATED_BOUNDARY_20260706_COMMIT_PAYLOAD_AUDIT.csv","added","18","0","18","source-canon/source-body/source-witness","source-gate-record","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/transfer-audits%2Fsession12-20260705%2FB3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706%2FB3_POST_1C6BD129_R3_0D148231_SOURCE_GATED_BOUNDARY_20260706_COMMIT_PAYLOAD_AUDIT.csv"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_1C6BD129_R3_0D148231_SOURCE_GATED_BOUNDARY_20260706_CREDENTIAL_REVIEW.csv","added","1685","0","1685","source-canon/source-body/source-witness","source-gate-record","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/transfer-audits%2Fsession12-20260705%2FB3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706%2FB3_POST_1C6BD129_R3_0D148231_SOURCE_GATED_BOUNDARY_20260706_CREDENTIAL_REVIEW.csv"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_1C6BD129_R3_0D148231_SOURCE_GATED_BOUNDARY_20260706_MANIFEST.csv","added","24","0","24","source-canon/source-body/source-witness","source-gate-record","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/transfer-audits%2Fsession12-20260705%2FB3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706%2FB3_POST_1C6BD129_R3_0D148231_SOURCE_GATED_BOUNDARY_20260706_MANIFEST.csv"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_1C6BD129_R3_0D148231_SOURCE_GATED_BOUNDARY_20260706_PACKET_SHA_VERIFY.csv","added","17","0","17","source-canon/source-body/source-witness","source-gate-record","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/transfer-audits%2Fsession12-20260705%2FB3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706%2FB3_POST_1C6BD129_R3_0D148231_SOURCE_GATED_BOUNDARY_20260706_PACKET_SHA_VERIFY.csv"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_1C6BD129_R3_0D148231_SOURCE_GATED_BOUNDARY_20260706_PLACEHOLDER_REVIEW.csv","added","5","0","5","source-canon/source-body/source-witness","source-gate-record","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/transfer-audits%2Fsession12-20260705%2FB3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706%2FB3_POST_1C6BD129_R3_0D148231_SOURCE_GATED_BOUNDARY_20260706_PLACEHOLDER_REVIEW.csv"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_1C6BD129_R3_0D148231_SOURCE_GATED_BOUNDARY_20260706_ROOT_SUMMARY.csv","added","2","0","2","source-canon/source-body/source-witness","source-gate-record","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/transfer-audits%2Fsession12-20260705%2FB3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706%2FB3_POST_1C6BD129_R3_0D148231_SOURCE_GATED_BOUNDARY_20260706_ROOT_SUMMARY.csv"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_1C6BD129_R3_0D148231_SOURCE_GATED_BOUNDARY_20260706_SHA256SUMS.txt","added","23","0","23","source-canon/source-body/source-witness","source-gate-record","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/transfer-audits%2Fsession12-20260705%2FB3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706%2FB3_POST_1C6BD129_R3_0D148231_SOURCE_GATED_BOUNDARY_20260706_SHA256SUMS.txt"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/MANIFEST.csv","added","15","0","15","source-canon/source-body/source-witness","source-gate-record","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/uploader-transfer%2Fr6-1233d6f-current-head-source-start-continuation-20260706%2FR6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706%2FMANIFEST.csv"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_COUNTS.csv","added","21","0","21","source-canon/source-body/source-witness","source-gate-record","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/uploader-transfer%2Fr6-1233d6f-current-head-source-start-continuation-20260706%2FR6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706%2FR6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_COUNTS.csv"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/README.md","added","23","0","23","source-canon/source-body/source-witness","source-gate-record","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/uploader-transfer%2Fr6-1233d6f-current-head-source-start-continuation-20260706%2FR6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706%2FREADME.md"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/SHA256SUMS.txt","added","14","0","14","source-canon/source-body/source-witness","source-gate-record","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/uploader-transfer%2Fr6-1233d6f-current-head-source-start-continuation-20260706%2FR6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706%2FSHA256SUMS.txt"
