marker_uid,concept,lane,language,marker,evidence_channel,base_weight,source_use,risk_flags,main_sources,source,note
MK6_2_000235,dimension,slavic_south,hr_sr,≈Aritmetična formulacija pojma dimenzije [S],support,0.75,,nan,cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UM/UPM terminology rows; pl:polish_mimuw_algebra2_galois.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sl:slovenian_uvod_v_algebro.txt; ws:croatian_mathhr_algebra_structures_2024.txt; ws:czech_cuni_algebra_2021.txt; ws:czech_cuni_noncommutative_body_thesis.txt; ws:czech_cuni_representation_idempotents.txt; ws:czech_karlin_commutative_rings_fields.txt; ws:poli,marker_table_v3_3,
MK6_2_000236,dimension,controlled_arabic,ar,بعد,sourcebody_internal_candidate,0.6,,nan,cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UM/UPM terminology rows; pl:polish_mimuw_algebra2_galois.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sl:slovenian_uvod_v_algebro.txt; ws:croatian_mathhr_algebra_structures_2024.txt; ws:czech_cuni_algebra_2021.txt; ws:czech_cuni_noncommutative_body_thesis.txt; ws:czech_cuni_representation_idempotents.txt; ws:czech_karlin_commutative_rings_fields.txt; ws:poli,marker_table_v3_3,
MK6_2_000237,dimension,persianate,fa,بعد,sourcebody_internal_candidate,0.6,,nan,cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UM/UPM terminology rows; pl:polish_mimuw_algebra2_galois.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sl:slovenian_uvod_v_algebro.txt; ws:croatian_mathhr_algebra_structures_2024.txt; ws:czech_cuni_algebra_2021.txt; ws:czech_cuni_noncommutative_body_thesis.txt; ws:czech_cuni_representation_idempotents.txt; ws:czech_karlin_commutative_rings_fields.txt; ws:poli,marker_table_v3_3,
MK6_2_000238,dimension,malay_indonesian,my_id,dimensi,sourcebody_internal_candidate,0.6,,nan,cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UM/UPM terminology rows; pl:polish_mimuw_algebra2_galois.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sl:slovenian_uvod_v_algebro.txt; ws:croatian_mathhr_algebra_structures_2024.txt; ws:czech_cuni_algebra_2021.txt; ws:czech_cuni_noncommutative_body_thesis.txt; ws:czech_cuni_representation_idempotents.txt; ws:czech_karlin_commutative_rings_fields.txt; ws:poli,marker_table_v3_3,
MK6_2_000239,field,interslavic,isv,Abelove grupy/polja,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UIN field/lapangan; UMT medan; pan_romance:es:cum_es.tex:4229; pan_romance:fr:cum_fr_P19s12.tex:170; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:bulgarian_sofia_rings_lecture7.txt; ws:croatian_mathhr_algebra_structures_,marker_table_v3_3,
MK6_2_000240,field,slavic_west,cs,≈Abelove grupy/polja [S]; těleso [C],competitor,0.75,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UIN field/lapangan; UMT medan; pan_romance:es:cum_es.tex:4229; pan_romance:fr:cum_fr_P19s12.tex:170; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:bulgarian_sofia_rings_lecture7.txt; ws:croatian_mathhr_algebra_structures_,marker_table_v3_3,
MK6_2_000241,field,slavic_west,sk,(ascii) [C],competitor,0.75,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UIN field/lapangan; UMT medan; pan_romance:es:cum_es.tex:4229; pan_romance:fr:cum_fr_P19s12.tex:170; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:bulgarian_sofia_rings_lecture7.txt; ws:croatian_mathhr_algebra_structures_,marker_table_v3_3,
MK6_2_000242,field,slavic_west,pl,ciało(field) [C],competitor,0.75,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UIN field/lapangan; UMT medan; pan_romance:es:cum_es.tex:4229; pan_romance:fr:cum_fr_P19s12.tex:170; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:bulgarian_sofia_rings_lecture7.txt; ws:croatian_mathhr_algebra_structures_,marker_table_v3_3,
MK6_2_000243,field,slavic_south,sl,≈Abelove grupy/polja [S]; obseg [C],competitor,0.75,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UIN field/lapangan; UMT medan; pan_romance:es:cum_es.tex:4229; pan_romance:fr:cum_fr_P19s12.tex:170; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:bulgarian_sofia_rings_lecture7.txt; ws:croatian_mathhr_algebra_structures_,marker_table_v3_3,
MK6_2_000244,field,slavic_south,hr_sr,≈Abelove grupy/polja [S],support,0.75,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UIN field/lapangan; UMT medan; pan_romance:es:cum_es.tex:4229; pan_romance:fr:cum_fr_P19s12.tex:170; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:bulgarian_sofia_rings_lecture7.txt; ws:croatian_mathhr_algebra_structures_,marker_table_v3_3,
MK6_2_000245,field,slavic_south,bg,≈Abelove grupy/polja [S]; pole [C],competitor,0.75,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UIN field/lapangan; UMT medan; pan_romance:es:cum_es.tex:4229; pan_romance:fr:cum_fr_P19s12.tex:170; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:bulgarian_sofia_rings_lecture7.txt; ws:croatian_mathhr_algebra_structures_,marker_table_v3_3,
MK6_2_000246,field,pan_romance,es,cuerpo,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UIN field/lapangan; UMT medan; pan_romance:es:cum_es.tex:4229; pan_romance:fr:cum_fr_P19s12.tex:170; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:bulgarian_sofia_rings_lecture7.txt; ws:croatian_mathhr_algebra_structures_,marker_table_v3_3,
MK6_2_000247,field,pan_romance,fr,corps,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UIN field/lapangan; UMT medan; pan_romance:es:cum_es.tex:4229; pan_romance:fr:cum_fr_P19s12.tex:170; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:bulgarian_sofia_rings_lecture7.txt; ws:croatian_mathhr_algebra_structures_,marker_table_v3_3,
MK6_2_000248,field,pan_romance,pt,corpo,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UIN field/lapangan; UMT medan; pan_romance:es:cum_es.tex:4229; pan_romance:fr:cum_fr_P19s12.tex:170; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:bulgarian_sofia_rings_lecture7.txt; ws:croatian_mathhr_algebra_structures_,marker_table_v3_3,
MK6_2_000249,field,pan_romance,gl,campo,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UIN field/lapangan; UMT medan; pan_romance:es:cum_es.tex:4229; pan_romance:fr:cum_fr_P19s12.tex:170; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:bulgarian_sofia_rings_lecture7.txt; ws:croatian_mathhr_algebra_structures_,marker_table_v3_3,
MK6_2_000250,field,pan_romance,ca,camp,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UIN field/lapangan; UMT medan; pan_romance:es:cum_es.tex:4229; pan_romance:fr:cum_fr_P19s12.tex:170; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:bulgarian_sofia_rings_lecture7.txt; ws:croatian_mathhr_algebra_structures_,marker_table_v3_3,
MK6_2_000251,field,pan_romance,it,campo,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UIN field/lapangan; UMT medan; pan_romance:es:cum_es.tex:4229; pan_romance:fr:cum_fr_P19s12.tex:170; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:bulgarian_sofia_rings_lecture7.txt; ws:croatian_mathhr_algebra_structures_,marker_table_v3_3,
MK6_2_000252,field,pan_romance,ro,corp,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UIN field/lapangan; UMT medan; pan_romance:es:cum_es.tex:4229; pan_romance:fr:cum_fr_P19s12.tex:170; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:bulgarian_sofia_rings_lecture7.txt; ws:croatian_mathhr_algebra_structures_,marker_table_v3_3,
MK6_2_000253,field,pan_romance,rm,camp,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UIN field/lapangan; UMT medan; pan_romance:es:cum_es.tex:4229; pan_romance:fr:cum_fr_P19s12.tex:170; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:bulgarian_sofia_rings_lecture7.txt; ws:croatian_mathhr_algebra_structures_,marker_table_v3_3,
MK6_2_000254,field,controlled_arabic,ar,حقل,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UIN field/lapangan; UMT medan; pan_romance:es:cum_es.tex:4229; pan_romance:fr:cum_fr_P19s12.tex:170; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:bulgarian_sofia_rings_lecture7.txt; ws:croatian_mathhr_algebra_structures_,marker_table_v3_3,
MK6_2_000255,field,persianate,fa,میدان,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UIN field/lapangan; UMT medan; pan_romance:es:cum_es.tex:4229; pan_romance:fr:cum_fr_P19s12.tex:170; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:bulgarian_sofia_rings_lecture7.txt; ws:croatian_mathhr_algebra_structures_,marker_table_v3_3,
MK6_2_000256,field,malay_indonesian,my_id,lapangan/medan,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UIN field/lapangan; UMT medan; pan_romance:es:cum_es.tex:4229; pan_romance:fr:cum_fr_P19s12.tex:170; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:bulgarian_sofia_rings_lecture7.txt; ws:croatian_mathhr_algebra_structures_,marker_table_v3_3,
MK6_2_000257,field,cjk,ja,体,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UIN field/lapangan; UMT medan; pan_romance:es:cum_es.tex:4229; pan_romance:fr:cum_fr_P19s12.tex:170; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:bulgarian_sofia_rings_lecture7.txt; ws:croatian_mathhr_algebra_structures_,marker_table_v3_3,
MK6_2_000258,field,cjk,ko,체,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UIN field/lapangan; UMT medan; pan_romance:es:cum_es.tex:4229; pan_romance:fr:cum_fr_P19s12.tex:170; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:bulgarian_sofia_rings_lecture7.txt; ws:croatian_mathhr_algebra_structures_,marker_table_v3_3,
MK6_2_000259,group,slavic_east,uk,група Брауера,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UKM algebra course; UIN group rows; pan_romance:es:cum_es.tex:2695; pan_romance:fr:cum_fr_P19s12.tex:2605; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_uvod_v_algebro.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:croatian_mathhr_algebra_structures_2024.,marker_table_v3_3,
MK6_2_000260,group,slavic_east,ru,группа Брауэра,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UKM algebra course; UIN group rows; pan_romance:es:cum_es.tex:2695; pan_romance:fr:cum_fr_P19s12.tex:2605; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_uvod_v_algebro.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:croatian_mathhr_algebra_structures_2024.,marker_table_v3_3,
MK6_2_000261,group,interslavic,isv,Brauerova grupa,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UKM algebra course; UIN group rows; pan_romance:es:cum_es.tex:2695; pan_romance:fr:cum_fr_P19s12.tex:2605; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_uvod_v_algebro.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:croatian_mathhr_algebra_structures_2024.,marker_table_v3_3,
MK6_2_000262,group,interslavic,isv_cyr,властна подгрупа,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UKM algebra course; UIN group rows; pan_romance:es:cum_es.tex:2695; pan_romance:fr:cum_fr_P19s12.tex:2605; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_uvod_v_algebro.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:croatian_mathhr_algebra_structures_2024.,marker_table_v3_3,
MK6_2_000263,group,slavic_west,cs,≈Brauerova grupa [S],support,0.75,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UKM algebra course; UIN group rows; pan_romance:es:cum_es.tex:2695; pan_romance:fr:cum_fr_P19s12.tex:2605; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_uvod_v_algebro.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:croatian_mathhr_algebra_structures_2024.,marker_table_v3_3,
MK6_2_000264,group,slavic_west,sk,≈Brauerova grupa [S],support,0.75,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UKM algebra course; UIN group rows; pan_romance:es:cum_es.tex:2695; pan_romance:fr:cum_fr_P19s12.tex:2605; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_uvod_v_algebro.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:croatian_mathhr_algebra_structures_2024.,marker_table_v3_3,
MK6_2_000265,group,slavic_west,pl,≈Brauerova grupa [S],support,0.75,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UKM algebra course; UIN group rows; pan_romance:es:cum_es.tex:2695; pan_romance:fr:cum_fr_P19s12.tex:2605; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_uvod_v_algebro.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:croatian_mathhr_algebra_structures_2024.,marker_table_v3_3,
MK6_2_000266,group,slavic_south,sl,≈Brauerova grupa [S],support,0.75,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UKM algebra course; UIN group rows; pan_romance:es:cum_es.tex:2695; pan_romance:fr:cum_fr_P19s12.tex:2605; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_uvod_v_algebro.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:croatian_mathhr_algebra_structures_2024.,marker_table_v3_3,
MK6_2_000267,group,slavic_south,hr_sr,≈Brauerova grupa [S],support,0.75,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UKM algebra course; UIN group rows; pan_romance:es:cum_es.tex:2695; pan_romance:fr:cum_fr_P19s12.tex:2605; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_uvod_v_algebro.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:croatian_mathhr_algebra_structures_2024.,marker_table_v3_3,
MK6_2_000268,group,slavic_south,bg,≈Brauerova grupa [S],support,0.75,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UKM algebra course; UIN group rows; pan_romance:es:cum_es.tex:2695; pan_romance:fr:cum_fr_P19s12.tex:2605; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_uvod_v_algebro.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:croatian_mathhr_algebra_structures_2024.,marker_table_v3_3,
MK6_2_000269,group,pan_romance,es,grupo,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UKM algebra course; UIN group rows; pan_romance:es:cum_es.tex:2695; pan_romance:fr:cum_fr_P19s12.tex:2605; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_uvod_v_algebro.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:croatian_mathhr_algebra_structures_2024.,marker_table_v3_3,
MK6_2_000270,group,pan_romance,fr,groupe,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UKM algebra course; UIN group rows; pan_romance:es:cum_es.tex:2695; pan_romance:fr:cum_fr_P19s12.tex:2605; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_uvod_v_algebro.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:croatian_mathhr_algebra_structures_2024.,marker_table_v3_3,
MK6_2_000271,group,pan_romance,pt,grupo,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UKM algebra course; UIN group rows; pan_romance:es:cum_es.tex:2695; pan_romance:fr:cum_fr_P19s12.tex:2605; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_uvod_v_algebro.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:croatian_mathhr_algebra_structures_2024.,marker_table_v3_3,
MK6_2_000272,group,pan_romance,gl,grupo,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UKM algebra course; UIN group rows; pan_romance:es:cum_es.tex:2695; pan_romance:fr:cum_fr_P19s12.tex:2605; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_uvod_v_algebro.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:croatian_mathhr_algebra_structures_2024.,marker_table_v3_3,
MK6_2_000273,group,pan_romance,ca,grup,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UKM algebra course; UIN group rows; pan_romance:es:cum_es.tex:2695; pan_romance:fr:cum_fr_P19s12.tex:2605; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_uvod_v_algebro.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:croatian_mathhr_algebra_structures_2024.,marker_table_v3_3,
MK6_2_000274,group,pan_romance,it,gruppo,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UKM algebra course; UIN group rows; pan_romance:es:cum_es.tex:2695; pan_romance:fr:cum_fr_P19s12.tex:2605; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_uvod_v_algebro.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:croatian_mathhr_algebra_structures_2024.,marker_table_v3_3,
MK6_2_000275,group,pan_romance,ro,grup,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UKM algebra course; UIN group rows; pan_romance:es:cum_es.tex:2695; pan_romance:fr:cum_fr_P19s12.tex:2605; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_uvod_v_algebro.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:croatian_mathhr_algebra_structures_2024.,marker_table_v3_3,
