concept,lane_count,language_count,marker_count,support_mass,adverse_or_competitor_mass,gap_mass,lanes,languages,channel_weight_json,risk_flags,priority_score,recommended_next_action
bijective,2,2,2,1.1,0.0,0.0,controlled_arabic;olp_source_side,ar;en,"{""source_normalization"": 0.5, ""sourcebody_internal_candidate"": 0.6}",,61,P2_sourcebody_context_review
crossed product,2,3,3,0.6,0.0,0.0,interslavic;slavic_east,isv;ru;uk,"{""sourcebody_internal_candidate"": 0.6000000000000001}",,61,P2_sourcebody_context_review
crossed representation,2,3,3,0.6,0.0,0.0,interslavic;slavic_east,isv;ru;uk,"{""sourcebody_internal_candidate"": 0.6000000000000001}",,61,P2_sourcebody_context_review
factor system,2,3,3,0.6,0.0,0.0,interslavic;slavic_east,isv;ru;uk,"{""sourcebody_internal_candidate"": 0.6000000000000001}",,61,P2_sourcebody_context_review
form,2,3,3,0.6,0.0,0.0,interslavic;slavic_east,isv_cyr;ru;uk,"{""sourcebody_internal_candidate"": 0.6000000000000001}",,61,P2_sourcebody_context_review
order,2,3,3,0.6,0.0,0.0,interslavic;slavic_east,isv_cyr;ru;uk,"{""sourcebody_internal_candidate"": 0.6000000000000001}",,61,P2_sourcebody_context_review
proper divisor,2,3,3,0.6,0.0,0.0,interslavic;slavic_east,isv_cyr;ru;uk,"{""sourcebody_internal_candidate"": 0.6000000000000001}",,61,P2_sourcebody_context_review
reducent,2,3,3,0.6,0.0,0.0,interslavic;slavic_east,isv_cyr;ru;uk,"{""sourcebody_internal_candidate"": 0.6000000000000001}",,61,P2_sourcebody_context_review
transformation quantities,2,3,3,0.6,0.0,0.0,interslavic;slavic_east,isv;ru;uk,"{""sourcebody_internal_candidate"": 0.6000000000000001}",,61,P2_sourcebody_context_review
unit ideal,2,3,3,0.6,0.0,0.0,interslavic;pan_romance,es;fr;isv,"{""sourcebody_internal_candidate"": 0.6000000000000001}",,61,P2_sourcebody_context_review
maximal ideal,2,2,3,0.85,0.0,0.0,cjk;malay_indonesian,ja;my_id,"{""sourcebody_internal_candidate"": 0.8500000000000001}",,58,P2_sourcebody_context_review
inverse,2,2,2,0.7,0.0,0.0,malay_indonesian;olp_source_side,en;my_id,"{""source_normalization"": 0.5, ""sourcebody_internal_candidate"": 0.2}",,57,P2_sourcebody_context_review
associated prime,1,5,5,1.0,0.0,0.0,pan_romance,ca;es;fr;it;pt,"{""sourcebody_internal_candidate"": 1.0}",,55,P2_sourcebody_context_review
galois,1,5,5,1.0,0.0,0.0,pan_romance,ca;es;fr;it;pt,"{""sourcebody_internal_candidate"": 1.0}",,55,P2_sourcebody_context_review
two-sided,1,5,5,1.0,0.0,0.0,pan_romance,es;fr;gl;rm;ro,"{""sourcebody_internal_candidate"": 1.0}",,55,P2_sourcebody_context_review
biquadratic form,2,2,2,0.4,0.0,0.0,controlled_arabic;persianate,ar;fa,"{""sourcebody_internal_candidate"": 0.4}",,54,P2_sourcebody_context_review
degree,2,2,2,0.4,0.0,0.0,malay_indonesian;slavic_east,my_id;uk,"{""sourcebody_internal_candidate"": 0.4}",,54,P2_sourcebody_context_review
form system,2,2,2,0.4,0.0,0.0,controlled_arabic;persianate,ar;fa,"{""sourcebody_internal_candidate"": 0.4}",,54,P2_sourcebody_context_review
quotient group,2,2,2,0.4,0.0,0.0,controlled_arabic;persianate,ar;fa,"{""sourcebody_internal_candidate"": 0.4}",,54,P2_sourcebody_context_review
ternary form,2,2,2,0.4,0.0,0.0,controlled_arabic;persianate,ar;fa,"{""sourcebody_internal_candidate"": 0.4}",,54,P2_sourcebody_context_review
noether,1,2,4,1.966,0.0,0.0,turkic_source_canon,kz;uz,"{""support"": 1.9662960480135945}",,49,P2_sourcebody_context_review
one-sided,1,4,4,0.8,0.0,0.0,pan_romance,es;fr;gl;rm,"{""sourcebody_internal_candidate"": 0.8}",,48,P2_sourcebody_context_review
character representation theory,1,3,3,1.05,0.0,0.0,cjk,ja;ko;zh-Hans,"{""sourcebody_internal_candidate"": 1.0499999999999998}",,45,P2_sourcebody_context_review
commutative ring ring theory,1,3,3,1.05,0.0,0.0,cjk,ja;ko;zh-Hans,"{""sourcebody_internal_candidate"": 1.0499999999999998}",,45,P2_sourcebody_context_review
field field theory,1,3,3,1.05,0.0,0.0,cjk,ja;ko;zh-Hans,"{""sourcebody_internal_candidate"": 1.0499999999999998}",,45,P2_sourcebody_context_review
finite dimensional finiteness,1,3,3,1.05,0.0,0.0,cjk,ja;ko;zh-Hans,"{""sourcebody_internal_candidate"": 1.0499999999999998}",,45,P2_sourcebody_context_review
homomorphism morphism,1,3,3,1.05,0.0,0.0,cjk,ja;ko;zh-Hans,"{""sourcebody_internal_candidate"": 1.0499999999999998}",,45,P2_sourcebody_context_review
ideal ring theory,1,3,3,1.05,0.0,0.0,cjk,ja;ko;zh-Hans,"{""sourcebody_internal_candidate"": 1.0499999999999998}",,45,P2_sourcebody_context_review
irreducible representation representation theory,1,3,3,1.05,0.0,0.0,cjk,ja;ko;zh-Hans,"{""sourcebody_internal_candidate"": 1.0499999999999998}",,45,P2_sourcebody_context_review
isomorphism morphism,1,3,3,1.05,0.0,0.0,cjk,ja;ko;zh-Hans,"{""sourcebody_internal_candidate"": 1.0499999999999998}",,45,P2_sourcebody_context_review
module module theory,1,3,3,1.05,0.0,0.0,cjk,ja;ko;zh-Hans,"{""sourcebody_internal_candidate"": 1.0499999999999998}",,45,P2_sourcebody_context_review
prime ideal ring theory,1,3,3,1.05,0.0,0.0,cjk,ja;ko;zh-Hans,"{""sourcebody_internal_candidate"": 1.0499999999999998}",,45,P2_sourcebody_context_review
quotient ring ring theory,1,3,3,1.05,0.0,0.0,cjk,ja;ko;zh-Hans,"{""sourcebody_internal_candidate"": 1.0499999999999998}",,45,P2_sourcebody_context_review
representation representation theory,1,3,3,1.05,0.0,0.0,cjk,ja;ko;zh-Hans,"{""sourcebody_internal_candidate"": 1.0499999999999998}",,45,P2_sourcebody_context_review
representation theory representation theory,1,3,3,1.05,0.0,0.0,cjk,ja;ko;zh-Hans,"{""sourcebody_internal_candidate"": 1.0499999999999998}",,45,P2_sourcebody_context_review
finite-dimensional,1,2,4,1.3,0.0,0.0,cjk,ja;ko,"{""sourcebody_internal_candidate"": 1.3}",,43,P2_sourcebody_context_review
quotient ring,1,2,4,1.3,0.0,0.0,cjk,ja;ko,"{""sourcebody_internal_candidate"": 1.3}",,43,P2_sourcebody_context_review
operator,1,2,2,1.261,0.0,0.0,turkic_source_canon,kz;uz,"{""support"": 1.26094379124341}",,42,P2_sourcebody_context_review
ring kz cyr,1,2,2,1.066,0.0,0.0,turkic_source_canon,kz;uz,"{""support"": 1.0663561646129645}",,40,P2_sourcebody_context_review
Lie group,1,2,2,0.9,0.0,0.0,cjk,ja;ko,"{""sourcebody_internal_candidate"": 0.9}",,39,P2_sourcebody_context_review
character,1,2,2,0.9,0.0,0.0,cjk,ja;ko,"{""sourcebody_internal_candidate"": 0.9}",,39,P2_sourcebody_context_review
irreducible representation,1,2,2,0.9,0.0,0.0,cjk,ja;ko,"{""sourcebody_internal_candidate"": 0.9}",,39,P2_sourcebody_context_review
representation theory,1,2,2,0.9,0.0,0.0,cjk,ja;ko,"{""sourcebody_internal_candidate"": 0.9}",,39,P2_sourcebody_context_review
ring az,1,2,2,0.908,0.0,0.0,turkic_source_canon,az;uz,"{""support"": 0.9079441541679836}",,39,P2_sourcebody_context_review
abstract algebra course scope,1,2,2,0.7,0.0,0.0,cjk,ko;zh-Hans,"{""sourcebody_internal_candidate"": 0.7}",,37,P2_sourcebody_context_review
algebra algebra core,1,2,2,0.7,0.0,0.0,cjk,ja;ko,"{""sourcebody_internal_candidate"": 0.7}",,37,P2_sourcebody_context_review
automorphism morphism,1,2,2,0.7,0.0,0.0,cjk,ja;zh-Hans,"{""sourcebody_internal_candidate"": 0.7}",,37,P2_sourcebody_context_review
basis theorem commutative algebra,1,2,2,0.7,0.0,0.0,cjk,ja;zh-Hans,"{""sourcebody_internal_candidate"": 0.7}",,37,P2_sourcebody_context_review
completely reducible representation theory,1,2,2,0.7,0.0,0.0,cjk,ja;zh-Hans,"{""sourcebody_internal_candidate"": 0.7}",,37,P2_sourcebody_context_review
endomorphism morphism,1,2,2,0.7,0.0,0.0,cjk,ja;zh-Hans,"{""sourcebody_internal_candidate"": 0.7}",,37,P2_sourcebody_context_review
finitely generated finiteness,1,2,2,0.7,0.0,0.0,cjk,ja;zh-Hans,"{""sourcebody_internal_candidate"": 0.7}",,37,P2_sourcebody_context_review
group algebra core,1,2,2,0.7,0.0,0.0,cjk,ko;zh-Hans,"{""sourcebody_internal_candidate"": 0.7}",,37,P2_sourcebody_context_review
lie group representation theory,1,2,2,0.7,0.0,0.0,cjk,ja;ko,"{""sourcebody_internal_candidate"": 0.7}",,37,P2_sourcebody_context_review
maximal ideal ring theory,1,2,2,0.7,0.0,0.0,cjk,ja;zh-Hans,"{""sourcebody_internal_candidate"": 0.7}",,37,P2_sourcebody_context_review
module homomorphism module theory,1,2,2,0.7,0.0,0.0,cjk,ko;zh-Hans,"{""sourcebody_internal_candidate"": 0.7}",,37,P2_sourcebody_context_review
principal ideal ring theory,1,2,2,0.7,0.0,0.0,cjk,ja;zh-Hans,"{""sourcebody_internal_candidate"": 0.7}",,37,P2_sourcebody_context_review
ring ring theory,1,2,2,0.7,0.0,0.0,cjk,ja;ko,"{""sourcebody_internal_candidate"": 0.7}",,37,P2_sourcebody_context_review
semisimple representation theory,1,2,2,0.7,0.0,0.0,cjk,ja;zh-Hans,"{""sourcebody_internal_candidate"": 0.7}",,37,P2_sourcebody_context_review
submodule module theory,1,2,2,0.7,0.0,0.0,cjk,ja;zh-Hans,"{""sourcebody_internal_candidate"": 0.7}",,37,P2_sourcebody_context_review
coefficient domain,1,2,2,0.4,0.0,0.0,pan_romance,es;fr,"{""sourcebody_internal_candidate"": 0.4}",,34,P2_sourcebody_context_review
prime function / primary function,1,2,2,0.4,0.0,0.0,slavic_east,ru;uk,"{""sourcebody_internal_candidate"": 0.4}",,34,P2_sourcebody_context_review
relatively prime,1,2,2,0.4,0.0,0.0,pan_romance,es;fr,"{""sourcebody_internal_candidate"": 0.4}",,34,P2_sourcebody_context_review
residue class field,1,2,2,0.4,0.0,0.0,slavic_east,ru;uk,"{""sourcebody_internal_candidate"": 0.4}",,34,P2_sourcebody_context_review
equivalence,1,1,1,0.6,0.0,0.0,controlled_arabic,ar,"{""sourcebody_internal_candidate"": 0.6}",,31,P2_sourcebody_context_review
finitely generated,1,1,2,0.65,0.0,0.0,cjk,ja,"{""sourcebody_internal_candidate"": 0.65}",,31,P2_sourcebody_context_review
free module,1,1,2,0.65,0.0,0.0,cjk,ja,"{""sourcebody_internal_candidate"": 0.65}",,31,P2_sourcebody_context_review
group representation,1,1,1,0.6,0.0,0.0,controlled_arabic,ar,"{""sourcebody_internal_candidate"": 0.6}",,31,P2_sourcebody_context_review
tensor product,1,1,1,0.6,0.0,0.0,controlled_arabic,ar,"{""sourcebody_internal_candidate"": 0.6}",,31,P2_sourcebody_context_review
cardinality,1,1,1,0.5,0.0,0.0,olp_source_side,en,"{""source_normalization"": 0.5}",,30,P2_sourcebody_context_review
codomain,1,1,1,0.5,0.0,0.0,olp_source_side,en,"{""source_normalization"": 0.5}",,30,P2_sourcebody_context_review
composition,1,1,1,0.5,0.0,0.0,olp_source_side,en,"{""source_normalization"": 0.5}",,30,P2_sourcebody_context_review
equivalence relation,1,1,1,0.5,0.0,0.0,olp_source_side,en,"{""source_normalization"": 0.5}",,30,P2_sourcebody_context_review
image range,1,1,1,0.5,0.0,0.0,olp_source_side,en,"{""source_normalization"": 0.5}",,30,P2_sourcebody_context_review
injective,1,1,1,0.5,0.0,0.0,olp_source_side,en,"{""source_normalization"": 0.5}",,30,P2_sourcebody_context_review
partial order,1,1,1,0.5,0.0,0.0,olp_source_side,en,"{""source_normalization"": 0.5}",,30,P2_sourcebody_context_review
surjective,1,1,1,0.5,0.0,0.0,olp_source_side,en,"{""source_normalization"": 0.5}",,30,P2_sourcebody_context_review
Noether/Noetherian,1,1,1,0.45,0.0,0.0,cjk,ko,"{""sourcebody_internal_candidate"": 0.45}",,29,P2_sourcebody_context_review
Noetherian,1,1,1,0.45,0.0,0.0,cjk,ko,"{""sourcebody_internal_candidate"": 0.45}",,29,P2_sourcebody_context_review
Noetherian/Noether,1,1,1,0.45,0.0,0.0,cjk,ko,"{""sourcebody_internal_candidate"": 0.45}",,29,P2_sourcebody_context_review
abstract algebra,1,1,1,0.45,0.0,0.0,cjk,ko,"{""sourcebody_internal_candidate"": 0.45}",,29,P2_sourcebody_context_review
basis theorem,1,1,1,0.45,0.0,0.0,cjk,ja,"{""sourcebody_internal_candidate"": 0.45}",,29,P2_sourcebody_context_review
endomorphism,1,1,1,0.45,0.0,0.0,cjk,ja,"{""sourcebody_internal_candidate"": 0.45}",,29,P2_sourcebody_context_review
group ring/group algebra,1,1,1,0.45,0.0,0.0,cjk,ja,"{""sourcebody_internal_candidate"": 0.45}",,29,P2_sourcebody_context_review
modern algebra,1,1,1,0.45,0.0,0.0,cjk,ko,"{""sourcebody_internal_candidate"": 0.45}",,29,P2_sourcebody_context_review
module homomorphism,1,1,1,0.45,0.0,0.0,cjk,ko,"{""sourcebody_internal_candidate"": 0.45}",,29,P2_sourcebody_context_review
principal ideal,1,1,1,0.45,0.0,0.0,cjk,ja,"{""sourcebody_internal_candidate"": 0.45}",,29,P2_sourcebody_context_review
semisimple,1,1,1,0.45,0.0,0.0,cjk,ja,"{""sourcebody_internal_candidate"": 0.45}",,29,P2_sourcebody_context_review
semisimple ring,1,1,1,0.45,0.0,0.0,cjk,ja,"{""sourcebody_internal_candidate"": 0.45}",,29,P2_sourcebody_context_review
simple module,1,1,1,0.45,0.0,0.0,cjk,ja,"{""sourcebody_internal_candidate"": 0.45}",,29,P2_sourcebody_context_review
bukva,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
cěly,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
daljny,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
davati,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
division ring field theory,1,1,1,0.35,0.0,0.0,cjk,zh-Hans,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
dlugost,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
dopuščati,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
dělo,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
eksistovati,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
free module module theory,1,1,1,0.35,0.0,0.0,cjk,ja,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
group algebra representation theory,1,1,1,0.35,0.0,0.0,cjk,zh-Hans,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
group ring group algebra representation theory,1,1,1,0.35,0.0,0.0,cjk,ja,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
imenno,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
izčezati,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
jednoznačno oprěděljeny,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
korak,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
korolar,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
kriva,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
lema,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
ležati,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
modern algebra course scope,1,1,1,0.35,0.0,0.0,cjk,ko,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
morati,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
naležati,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
nastavati,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
nazyvaje se,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
noether noetherian noetherian,1,1,1,0.35,0.0,0.0,cjk,ko,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
noetherian noether noetherian,1,1,1,0.35,0.0,0.0,cjk,ko,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
noetherian noetherian,1,1,1,0.35,0.0,0.0,cjk,ko,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
nula,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
oblik,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
obraz,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
obći,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
obščnost,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
odnovrěmenno,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
osnova,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
ostati,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
par,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
pokazati,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
porođati,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
poslědstvije,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
postaviti,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
potęga,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
početek,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
prirěditi,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
protivno,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
provesti / izvesti,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
prvy,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
prědhodny,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
prědpoloženje,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
prějdti,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
prěnesti,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
pytanje,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
rečeno,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
right module module theory,1,1,1,0.35,0.0,0.0,cjk,zh-Hans,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
ring algebra core,1,1,1,0.35,0.0,0.0,cjk,zh-Hans,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
ręd,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
rěšenje,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
sadržati,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
semisimple ring ring theory,1,1,1,0.35,0.0,0.0,cjk,ja,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
simple module module theory,1,1,1,0.35,0.0,0.0,cjk,ja,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
slučaj,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
slěduje,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
sootvětstvovati,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
sostojati,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
sovsěm,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
stati,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
suma,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
svesti,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
theorem scaffold,1,1,1,0.35,0.0,0.0,turkic_frontier,tr,"{""support"": 0.35}",,28,P2_sourcebody_context_review
tip,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
tvori,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
tělo (algebra: body/division ring),1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
vaga,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
važi,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
vměsto,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
vnutrny,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
vyražati,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
vzęti,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
však,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
znati,1,1,1,0.35,0.0,0.0,interslavic_proof_register,isv,"{""sourcebody_internal_candidate"": 0.35}",,28,P2_sourcebody_context_review
adjunction,1,1,1,0.2,0.0,0.0,slavic_east,uk,"{""sourcebody_internal_candidate"": 0.2}",,27,P2_sourcebody_context_review
associative,1,1,1,0.2,0.0,0.0,malay_indonesian,my_id,"{""sourcebody_internal_candidate"": 0.2}",,27,P2_sourcebody_context_review
commutative,1,1,1,0.2,0.0,0.0,malay_indonesian,my_id,"{""sourcebody_internal_candidate"": 0.2}",,27,P2_sourcebody_context_review
decomposition identity,1,1,1,0.2,0.0,0.0,interslavic,isv,"{""sourcebody_internal_candidate"": 0.2}",,27,P2_sourcebody_context_review
distributive,1,1,1,0.2,0.0,0.0,malay_indonesian,my_id,"{""sourcebody_internal_candidate"": 0.2}",,27,P2_sourcebody_context_review
eigenvalue,1,1,1,0.2,0.0,0.0,malay_indonesian,my_id,"{""sourcebody_internal_candidate"": 0.2}",,27,P2_sourcebody_context_review
factor ring,1,1,1,0.2,0.0,0.0,malay_indonesian,my_id,"{""sourcebody_internal_candidate"": 0.2}",,27,P2_sourcebody_context_review
folding,1,1,1,0.2,0.0,0.0,slavic_east,uk,"{""sourcebody_internal_candidate"": 0.2}",,27,P2_sourcebody_context_review
functional determinant,1,1,1,0.2,0.0,0.0,interslavic,isv,"{""sourcebody_internal_candidate"": 0.2}",,27,P2_sourcebody_context_review
identity (relation),1,1,1,0.2,0.0,0.0,interslavic,isv,"{""sourcebody_internal_candidate"": 0.2}",,27,P2_sourcebody_context_review
infinite,1,1,1,0.2,0.0,0.0,malay_indonesian,my_id,"{""sourcebody_internal_candidate"": 0.2}",,27,P2_sourcebody_context_review
linear,1,1,1,0.2,0.0,0.0,malay_indonesian,my_id,"{""sourcebody_internal_candidate"": 0.2}",,27,P2_sourcebody_context_review
map,1,1,1,0.2,0.0,0.0,malay_indonesian,my_id,"{""sourcebody_internal_candidate"": 0.2}",,27,P2_sourcebody_context_review
matrix product,1,1,1,0.2,0.0,0.0,interslavic,isv,"{""sourcebody_internal_candidate"": 0.2}",,27,P2_sourcebody_context_review
