work_id,kind,priority,target,reason,next_action,source
CW-0233,concept_review,P2_sourcebody_context_review,jednoznačno oprěděljeny,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0234,concept_review,P2_sourcebody_context_review,korak,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0235,concept_review,P2_sourcebody_context_review,korolar,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0236,concept_review,P2_sourcebody_context_review,kriva,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0237,concept_review,P2_sourcebody_context_review,lema,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0238,concept_review,P2_sourcebody_context_review,ležati,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0239,concept_review,P2_sourcebody_context_review,modern algebra course scope,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0240,concept_review,P2_sourcebody_context_review,morati,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0241,concept_review,P2_sourcebody_context_review,naležati,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0242,concept_review,P2_sourcebody_context_review,nastavati,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0243,concept_review,P2_sourcebody_context_review,nazyvaje se,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0244,concept_review,P2_sourcebody_context_review,noether noetherian noetherian,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0245,concept_review,P2_sourcebody_context_review,noetherian noether noetherian,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0246,concept_review,P2_sourcebody_context_review,noetherian noetherian,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0247,concept_review,P2_sourcebody_context_review,nula,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0248,concept_review,P2_sourcebody_context_review,oblik,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0249,concept_review,P2_sourcebody_context_review,obraz,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0250,concept_review,P2_sourcebody_context_review,obći,high support mass,P2_sourcebody_context_review,concept_summary_v6_2
CW-0251,routing_policy_or_blocker,P0_coordination,cycle3_ur_ota_handoff_zip,language lane does not push,upload/package if not branch-visible,r3-fable-chatgpt-claude-standardization-20260706/R3_FABLE_CHATGPT_CLAUDE_STANDARDIZATION_WORKCYCLE_20260706T024956Z/R3_B3_UPLOAD_TARGETS_AND_BLOCKERS.csv
CW-0252,routing_policy_or_blocker,P0_coordination,standardization_packet,manager-visible issue #2 report attempted separately,stage/package as R3 Fable/ChatGPT/Claude heuristic application,r3-fable-chatgpt-claude-standardization-20260706/R3_FABLE_CHATGPT_CLAUDE_STANDARDIZATION_WORKCYCLE_20260706T024956Z/R3_B3_UPLOAD_TARGETS_AND_BLOCKERS.csv
CW-0253,routing_policy_or_blocker,P0_coordination,branch_reconciliation_delta,branch/local drift persists until B3 packaging,use LOCAL_R3_FILE_DELTA_FOR_B3.csv and exact root comparison for next upload,r3-fable-chatgpt-claude-standardization-20260706/R3_FABLE_CHATGPT_CLAUDE_STANDARDIZATION_WORKCYCLE_20260706T024956Z/R3_B3_UPLOAD_TARGETS_AND_BLOCKERS.csv
CW-0254,routing_policy_or_blocker,P0_coordination,controlled_arabic_source_bodies,Arabic evidence does not cover Persian/Farsi/Dari/Tajik/Urdu/Hindustani/Pan-Turkic.,Arabic source-body/context rows can support Arabic/controlled Arabic only when exact source/context evidence is present.,r3-fable-chatgpt-claude-standardization-20260706/R3_FABLE_CHATGPT_CLAUDE_STANDARDIZATION_WORKCYCLE_20260706T024956Z/R3_SOURCE_USE_POLICY_APPLICATION.csv
CW-0255,routing_policy_or_blocker,P0_coordination,fa_IR_persian_source_bodies,"fa_IR does not authorize prs_AF, tg_Cyrl_TJ, Urdu/Hindustani, Arabic, or Pan-Turkic.",Farsi/Persian source-body/context rows can support fa_IR only by their own source gate.,r3-fable-chatgpt-claude-standardization-20260706/R3_FABLE_CHATGPT_CLAUDE_STANDARDIZATION_WORKCYCLE_20260706T024956Z/R3_SOURCE_USE_POLICY_APPLICATION.csv
CW-0256,routing_policy_or_blocker,P0_coordination,ur_Arab_wikibooks_cycle3,"Urdu rows do not cover Hindi/Hindustani, Persianate bridge, Arabic, or Pan-Turkic.",Urdu raw wikitext source bodies and exact contexts support Urdu recovery/source-acquisition rows only.,r3-fable-chatgpt-claude-standardization-20260706/R3_FABLE_CHATGPT_CLAUDE_STANDARDIZATION_WORKCYCLE_20260706T024956Z/R3_SOURCE_USE_POLICY_APPLICATION.csv
CW-0257,routing_policy_or_blocker,P0_coordination,ota_Arab_dergipark_belleten_cycle3,No Ottoman/Pan-Turkic translation or bridge promotion from lead-only rows.,Ottoman/Turkic leads are recorded as provenance and recovery targets until literal source-body extraction closes.,r3-fable-chatgpt-claude-standardization-20260706/R3_FABLE_CHATGPT_CLAUDE_STANDARDIZATION_WORKCYCLE_20260706T024956Z/R3_SOURCE_USE_POLICY_APPLICATION.csv
CW-0258,routing_policy_or_blocker,P0_coordination,generated_draft_pretranslation_interlinear_rows,"Never count generated draft as native witness, attestation, accepted terminology, or source certification.","Generated draft rows may help proposal comparison, source-context notes, and error mining when source-gated.",r3-fable-chatgpt-claude-standardization-20260706/R3_FABLE_CHATGPT_CLAUDE_STANDARDIZATION_WORKCYCLE_20260706T024956Z/R3_SOURCE_USE_POLICY_APPLICATION.csv
CW-0259,routing_policy_or_blocker,P0_coordination,blocker_gap_adverse_rows,Do not fill gaps by comparator/title-only/generated material.,Blockers and searched-absent rows stay visible as typed adverse/gap evidence.,r3-fable-chatgpt-claude-standardization-20260706/R3_FABLE_CHATGPT_CLAUDE_STANDARDIZATION_WORKCYCLE_20260706T024956Z/R3_SOURCE_USE_POLICY_APPLICATION.csv
