src,dst,edge_type,weight,marker_uid
concept:lemma,lane:slavic_south,has_lane,0.75,MK6_2_000345
lane:slavic_south,lang:hr_sr,has_language,0.75,MK6_2_000345
lang:hr_sr,marker:MK6_2_000345,has_marker,0.75,MK6_2_000345
marker:MK6_2_000345,evidence:support,has_evidence_channel,0.75,MK6_2_000345
concept:lemma,lane:slavic_south,has_lane,0.75,MK6_2_000346
lane:slavic_south,lang:bg,has_language,0.75,MK6_2_000346
lang:bg,marker:MK6_2_000346,has_marker,0.75,MK6_2_000346
marker:MK6_2_000346,evidence:support,has_evidence_channel,0.75,MK6_2_000346
concept:lemma,lane:pan_romance,has_lane,0.6,MK6_2_000347
lane:pan_romance,lang:es,has_language,0.6,MK6_2_000347
lang:es,marker:MK6_2_000347,has_marker,0.6,MK6_2_000347
marker:MK6_2_000347,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000347
concept:lemma,lane:pan_romance,has_lane,0.6,MK6_2_000348
lane:pan_romance,lang:fr,has_language,0.6,MK6_2_000348
lang:fr,marker:MK6_2_000348,has_marker,0.6,MK6_2_000348
marker:MK6_2_000348,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000348
concept:lemma,lane:pan_romance,has_lane,0.6,MK6_2_000349
lane:pan_romance,lang:pt,has_language,0.6,MK6_2_000349
lang:pt,marker:MK6_2_000349,has_marker,0.6,MK6_2_000349
marker:MK6_2_000349,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000349
concept:lemma,lane:pan_romance,has_lane,0.6,MK6_2_000350
lane:pan_romance,lang:gl,has_language,0.6,MK6_2_000350
lang:gl,marker:MK6_2_000350,has_marker,0.6,MK6_2_000350
marker:MK6_2_000350,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000350
concept:lemma,lane:pan_romance,has_lane,0.6,MK6_2_000351
lane:pan_romance,lang:ca,has_language,0.6,MK6_2_000351
lang:ca,marker:MK6_2_000351,has_marker,0.6,MK6_2_000351
marker:MK6_2_000351,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000351
concept:lemma,lane:pan_romance,has_lane,0.6,MK6_2_000352
lane:pan_romance,lang:it,has_language,0.6,MK6_2_000352
lang:it,marker:MK6_2_000352,has_marker,0.6,MK6_2_000352
marker:MK6_2_000352,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000352
concept:lemma,lane:pan_romance,has_lane,0.6,MK6_2_000353
lane:pan_romance,lang:ro,has_language,0.6,MK6_2_000353
lang:ro,marker:MK6_2_000353,has_marker,0.6,MK6_2_000353
marker:MK6_2_000353,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000353
concept:lemma,lane:controlled_arabic,has_lane,0.6,MK6_2_000354
lane:controlled_arabic,lang:ar,has_language,0.6,MK6_2_000354
lang:ar,marker:MK6_2_000354,has_marker,0.6,MK6_2_000354
marker:MK6_2_000354,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000354
concept:lemma,lane:persianate,has_lane,0.6,MK6_2_000355
lane:persianate,lang:fa,has_language,0.6,MK6_2_000355
lang:fa,marker:MK6_2_000355,has_marker,0.6,MK6_2_000355
marker:MK6_2_000355,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000355
concept:lemma,lane:malay_indonesian,has_lane,0.6,MK6_2_000356
lane:malay_indonesian,lang:my_id,has_language,0.6,MK6_2_000356
lang:my_id,marker:MK6_2_000356,has_marker,0.6,MK6_2_000356
marker:MK6_2_000356,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000356
concept:matrix,lane:interslavic,has_lane,0.6,MK6_2_000357
lane:interslavic,lang:isv,has_language,0.6,MK6_2_000357
lang:isv,marker:MK6_2_000357,has_marker,0.6,MK6_2_000357
marker:MK6_2_000357,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000357
concept:matrix,lane:slavic_west,has_lane,0.75,MK6_2_000358
lane:slavic_west,lang:cs,has_language,0.75,MK6_2_000358
lang:cs,marker:MK6_2_000358,has_marker,0.75,MK6_2_000358
marker:MK6_2_000358,evidence:competitor,has_evidence_channel,0.75,MK6_2_000358
concept:matrix,lane:slavic_west,has_lane,0.75,MK6_2_000359
lane:slavic_west,lang:sk,has_language,0.75,MK6_2_000359
lang:sk,marker:MK6_2_000359,has_marker,0.75,MK6_2_000359
marker:MK6_2_000359,evidence:competitor,has_evidence_channel,0.75,MK6_2_000359
concept:matrix,lane:slavic_west,has_lane,0.75,MK6_2_000360
lane:slavic_west,lang:pl,has_language,0.75,MK6_2_000360
lang:pl,marker:MK6_2_000360,has_marker,0.75,MK6_2_000360
marker:MK6_2_000360,evidence:support,has_evidence_channel,0.75,MK6_2_000360
concept:matrix,lane:slavic_south,has_lane,0.75,MK6_2_000361
lane:slavic_south,lang:hr_sr,has_language,0.75,MK6_2_000361
lang:hr_sr,marker:MK6_2_000361,has_marker,0.75,MK6_2_000361
marker:MK6_2_000361,evidence:support,has_evidence_channel,0.75,MK6_2_000361
concept:matrix,lane:slavic_south,has_lane,0.75,MK6_2_000362
lane:slavic_south,lang:bg,has_language,0.75,MK6_2_000362
lang:bg,marker:MK6_2_000362,has_marker,0.75,MK6_2_000362
marker:MK6_2_000362,evidence:support,has_evidence_channel,0.75,MK6_2_000362
concept:matrix,lane:pan_romance,has_lane,0.6,MK6_2_000363
lane:pan_romance,lang:es,has_language,0.6,MK6_2_000363
lang:es,marker:MK6_2_000363,has_marker,0.6,MK6_2_000363
marker:MK6_2_000363,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000363
concept:matrix,lane:pan_romance,has_lane,0.6,MK6_2_000364
lane:pan_romance,lang:fr,has_language,0.6,MK6_2_000364
lang:fr,marker:MK6_2_000364,has_marker,0.6,MK6_2_000364
marker:MK6_2_000364,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000364
concept:matrix,lane:pan_romance,has_lane,0.6,MK6_2_000365
lane:pan_romance,lang:pt,has_language,0.6,MK6_2_000365
lang:pt,marker:MK6_2_000365,has_marker,0.6,MK6_2_000365
marker:MK6_2_000365,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000365
concept:matrix,lane:pan_romance,has_lane,0.6,MK6_2_000366
lane:pan_romance,lang:gl,has_language,0.6,MK6_2_000366
lang:gl,marker:MK6_2_000366,has_marker,0.6,MK6_2_000366
marker:MK6_2_000366,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000366
concept:matrix,lane:pan_romance,has_lane,0.6,MK6_2_000367
lane:pan_romance,lang:ca,has_language,0.6,MK6_2_000367
lang:ca,marker:MK6_2_000367,has_marker,0.6,MK6_2_000367
marker:MK6_2_000367,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000367
concept:matrix,lane:pan_romance,has_lane,0.6,MK6_2_000368
lane:pan_romance,lang:it,has_language,0.6,MK6_2_000368
lang:it,marker:MK6_2_000368,has_marker,0.6,MK6_2_000368
marker:MK6_2_000368,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000368
concept:matrix,lane:pan_romance,has_lane,0.6,MK6_2_000369
lane:pan_romance,lang:ro,has_language,0.6,MK6_2_000369
lang:ro,marker:MK6_2_000369,has_marker,0.6,MK6_2_000369
marker:MK6_2_000369,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000369
concept:matrix,lane:pan_romance,has_lane,0.6,MK6_2_000370
lane:pan_romance,lang:rm,has_language,0.6,MK6_2_000370
lang:rm,marker:MK6_2_000370,has_marker,0.6,MK6_2_000370
marker:MK6_2_000370,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000370
concept:matrix,lane:controlled_arabic,has_lane,0.6,MK6_2_000371
lane:controlled_arabic,lang:ar,has_language,0.6,MK6_2_000371
lang:ar,marker:MK6_2_000371,has_marker,0.6,MK6_2_000371
marker:MK6_2_000371,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000371
concept:matrix,lane:persianate,has_lane,0.6,MK6_2_000372
lane:persianate,lang:fa,has_language,0.6,MK6_2_000372
lang:fa,marker:MK6_2_000372,has_marker,0.6,MK6_2_000372
marker:MK6_2_000372,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000372
concept:matrix,lane:malay_indonesian,has_lane,0.6,MK6_2_000373
lane:malay_indonesian,lang:my_id,has_language,0.6,MK6_2_000373
lang:my_id,marker:MK6_2_000373,has_marker,0.6,MK6_2_000373
marker:MK6_2_000373,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000373
concept:module,lane:slavic_east,has_lane,0.6,MK6_2_000374
lane:slavic_east,lang:uk,has_language,0.6,MK6_2_000374
lang:uk,marker:MK6_2_000374,has_marker,0.6,MK6_2_000374
marker:MK6_2_000374,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000374
concept:module,lane:slavic_east,has_lane,0.6,MK6_2_000375
lane:slavic_east,lang:ru,has_language,0.6,MK6_2_000375
lang:ru,marker:MK6_2_000375,has_marker,0.6,MK6_2_000375
marker:MK6_2_000375,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000375
concept:module,lane:slavic_west,has_lane,0.75,MK6_2_000376
lane:slavic_west,lang:cs,has_language,0.75,MK6_2_000376
lang:cs,marker:MK6_2_000376,has_marker,0.75,MK6_2_000376
marker:MK6_2_000376,evidence:support,has_evidence_channel,0.75,MK6_2_000376
concept:module,lane:slavic_west,has_lane,0.75,MK6_2_000377
lane:slavic_west,lang:sk,has_language,0.75,MK6_2_000377
lang:sk,marker:MK6_2_000377,has_marker,0.75,MK6_2_000377
marker:MK6_2_000377,evidence:support,has_evidence_channel,0.75,MK6_2_000377
concept:module,lane:slavic_west,has_lane,0.75,MK6_2_000378
lane:slavic_west,lang:pl,has_language,0.75,MK6_2_000378
lang:pl,marker:MK6_2_000378,has_marker,0.75,MK6_2_000378
marker:MK6_2_000378,evidence:support,has_evidence_channel,0.75,MK6_2_000378
concept:module,lane:slavic_south,has_lane,0.75,MK6_2_000379
lane:slavic_south,lang:sl,has_language,0.75,MK6_2_000379
lang:sl,marker:MK6_2_000379,has_marker,0.75,MK6_2_000379
marker:MK6_2_000379,evidence:support,has_evidence_channel,0.75,MK6_2_000379
concept:module,lane:slavic_south,has_lane,0.75,MK6_2_000380
lane:slavic_south,lang:hr_sr,has_language,0.75,MK6_2_000380
lang:hr_sr,marker:MK6_2_000380,has_marker,0.75,MK6_2_000380
marker:MK6_2_000380,evidence:support,has_evidence_channel,0.75,MK6_2_000380
concept:module,lane:pan_romance,has_lane,0.6,MK6_2_000381
lane:pan_romance,lang:es,has_language,0.6,MK6_2_000381
lang:es,marker:MK6_2_000381,has_marker,0.6,MK6_2_000381
marker:MK6_2_000381,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000381
concept:module,lane:pan_romance,has_lane,0.6,MK6_2_000382
lane:pan_romance,lang:fr,has_language,0.6,MK6_2_000382
lang:fr,marker:MK6_2_000382,has_marker,0.6,MK6_2_000382
marker:MK6_2_000382,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000382
concept:module,lane:pan_romance,has_lane,0.6,MK6_2_000383
lane:pan_romance,lang:pt,has_language,0.6,MK6_2_000383
lang:pt,marker:MK6_2_000383,has_marker,0.6,MK6_2_000383
marker:MK6_2_000383,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000383
concept:module,lane:pan_romance,has_lane,0.6,MK6_2_000384
lane:pan_romance,lang:gl,has_language,0.6,MK6_2_000384
lang:gl,marker:MK6_2_000384,has_marker,0.6,MK6_2_000384
marker:MK6_2_000384,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000384
concept:module,lane:pan_romance,has_lane,0.6,MK6_2_000385
lane:pan_romance,lang:ca,has_language,0.6,MK6_2_000385
lang:ca,marker:MK6_2_000385,has_marker,0.6,MK6_2_000385
marker:MK6_2_000385,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000385
concept:module,lane:pan_romance,has_lane,0.6,MK6_2_000386
lane:pan_romance,lang:it,has_language,0.6,MK6_2_000386
lang:it,marker:MK6_2_000386,has_marker,0.6,MK6_2_000386
marker:MK6_2_000386,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000386
concept:module,lane:pan_romance,has_lane,0.6,MK6_2_000387
lane:pan_romance,lang:ro,has_language,0.6,MK6_2_000387
lang:ro,marker:MK6_2_000387,has_marker,0.6,MK6_2_000387
marker:MK6_2_000387,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000387
concept:module,lane:pan_romance,has_lane,0.6,MK6_2_000388
lane:pan_romance,lang:rm,has_language,0.6,MK6_2_000388
lang:rm,marker:MK6_2_000388,has_marker,0.6,MK6_2_000388
marker:MK6_2_000388,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000388
concept:module,lane:controlled_arabic,has_lane,0.6,MK6_2_000389
lane:controlled_arabic,lang:ar,has_language,0.6,MK6_2_000389
lang:ar,marker:MK6_2_000389,has_marker,0.6,MK6_2_000389
marker:MK6_2_000389,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000389
concept:module,lane:persianate,has_lane,0.6,MK6_2_000390
lane:persianate,lang:fa,has_language,0.6,MK6_2_000390
lang:fa,marker:MK6_2_000390,has_marker,0.6,MK6_2_000390
marker:MK6_2_000390,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000390
concept:module,lane:malay_indonesian,has_lane,0.6,MK6_2_000391
lane:malay_indonesian,lang:my_id,has_language,0.6,MK6_2_000391
lang:my_id,marker:MK6_2_000391,has_marker,0.6,MK6_2_000391
marker:MK6_2_000391,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000391
concept:module,lane:cjk,has_lane,0.6,MK6_2_000392
lane:cjk,lang:ja,has_language,0.6,MK6_2_000392
lang:ja,marker:MK6_2_000392,has_marker,0.6,MK6_2_000392
marker:MK6_2_000392,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000392
concept:module,lane:cjk,has_lane,0.6,MK6_2_000393
lane:cjk,lang:ko,has_language,0.6,MK6_2_000393
lang:ko,marker:MK6_2_000393,has_marker,0.6,MK6_2_000393
marker:MK6_2_000393,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000393
concept:proof,lane:interslavic,has_lane,0.6,MK6_2_000394
lane:interslavic,lang:isv,has_language,0.6,MK6_2_000394
lang:isv,marker:MK6_2_000394,has_marker,0.6,MK6_2_000394
marker:MK6_2_000394,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000394
concept:proof,lane:slavic_west,has_lane,0.75,MK6_2_000395
lane:slavic_west,lang:cs,has_language,0.75,MK6_2_000395
lang:cs,marker:MK6_2_000395,has_marker,0.75,MK6_2_000395
marker:MK6_2_000395,evidence:competitor,has_evidence_channel,0.75,MK6_2_000395
concept:proof,lane:slavic_west,has_lane,0.75,MK6_2_000396
lane:slavic_west,lang:sk,has_language,0.75,MK6_2_000396
lang:sk,marker:MK6_2_000396,has_marker,0.75,MK6_2_000396
marker:MK6_2_000396,evidence:support,has_evidence_channel,0.75,MK6_2_000396
concept:proof,lane:slavic_west,has_lane,0.75,MK6_2_000397
lane:slavic_west,lang:pl,has_language,0.75,MK6_2_000397
lang:pl,marker:MK6_2_000397,has_marker,0.75,MK6_2_000397
marker:MK6_2_000397,evidence:competitor,has_evidence_channel,0.75,MK6_2_000397
concept:proof,lane:slavic_south,has_lane,0.75,MK6_2_000398
lane:slavic_south,lang:sl,has_language,0.75,MK6_2_000398
lang:sl,marker:MK6_2_000398,has_marker,0.75,MK6_2_000398
marker:MK6_2_000398,evidence:support,has_evidence_channel,0.75,MK6_2_000398
concept:proof,lane:slavic_south,has_lane,0.75,MK6_2_000399
lane:slavic_south,lang:hr_sr,has_language,0.75,MK6_2_000399
lang:hr_sr,marker:MK6_2_000399,has_marker,0.75,MK6_2_000399
marker:MK6_2_000399,evidence:support,has_evidence_channel,0.75,MK6_2_000399
concept:proof,lane:slavic_south,has_lane,0.75,MK6_2_000400
lane:slavic_south,lang:bg,has_language,0.75,MK6_2_000400
lang:bg,marker:MK6_2_000400,has_marker,0.75,MK6_2_000400
marker:MK6_2_000400,evidence:support,has_evidence_channel,0.75,MK6_2_000400
concept:proof,lane:pan_romance,has_lane,0.6,MK6_2_000401
lane:pan_romance,lang:es,has_language,0.6,MK6_2_000401
lang:es,marker:MK6_2_000401,has_marker,0.6,MK6_2_000401
marker:MK6_2_000401,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000401
concept:proof,lane:pan_romance,has_lane,0.6,MK6_2_000402
lane:pan_romance,lang:fr,has_language,0.6,MK6_2_000402
lang:fr,marker:MK6_2_000402,has_marker,0.6,MK6_2_000402
marker:MK6_2_000402,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000402
concept:proof,lane:pan_romance,has_lane,0.6,MK6_2_000403
lane:pan_romance,lang:pt,has_language,0.6,MK6_2_000403
lang:pt,marker:MK6_2_000403,has_marker,0.6,MK6_2_000403
marker:MK6_2_000403,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000403
concept:proof,lane:pan_romance,has_lane,0.6,MK6_2_000404
lane:pan_romance,lang:gl,has_language,0.6,MK6_2_000404
lang:gl,marker:MK6_2_000404,has_marker,0.6,MK6_2_000404
marker:MK6_2_000404,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000404
concept:proof,lane:pan_romance,has_lane,0.6,MK6_2_000405
lane:pan_romance,lang:ca,has_language,0.6,MK6_2_000405
lang:ca,marker:MK6_2_000405,has_marker,0.6,MK6_2_000405
marker:MK6_2_000405,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000405
concept:proof,lane:pan_romance,has_lane,0.6,MK6_2_000406
lane:pan_romance,lang:it,has_language,0.6,MK6_2_000406
lang:it,marker:MK6_2_000406,has_marker,0.6,MK6_2_000406
marker:MK6_2_000406,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000406
concept:proof,lane:pan_romance,has_lane,0.6,MK6_2_000407
lane:pan_romance,lang:ro,has_language,0.6,MK6_2_000407
lang:ro,marker:MK6_2_000407,has_marker,0.6,MK6_2_000407
marker:MK6_2_000407,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000407
concept:proof,lane:pan_romance,has_lane,0.6,MK6_2_000408
lane:pan_romance,lang:rm,has_language,0.6,MK6_2_000408
lang:rm,marker:MK6_2_000408,has_marker,0.6,MK6_2_000408
marker:MK6_2_000408,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000408
concept:proof,lane:controlled_arabic,has_lane,0.6,MK6_2_000409
lane:controlled_arabic,lang:ar,has_language,0.6,MK6_2_000409
lang:ar,marker:MK6_2_000409,has_marker,0.6,MK6_2_000409
marker:MK6_2_000409,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000409
concept:proof,lane:persianate,has_lane,0.6,MK6_2_000410
lane:persianate,lang:fa,has_language,0.6,MK6_2_000410
lang:fa,marker:MK6_2_000410,has_marker,0.6,MK6_2_000410
marker:MK6_2_000410,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000410
concept:proof,lane:malay_indonesian,has_lane,0.6,MK6_2_000411
lane:malay_indonesian,lang:my_id,has_language,0.6,MK6_2_000411
lang:my_id,marker:MK6_2_000411,has_marker,0.6,MK6_2_000411
marker:MK6_2_000411,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000411
concept:representation,lane:slavic_east,has_lane,0.6,MK6_2_000412
lane:slavic_east,lang:ru,has_language,0.6,MK6_2_000412
lang:ru,marker:MK6_2_000412,has_marker,0.6,MK6_2_000412
marker:MK6_2_000412,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000412
concept:representation,lane:slavic_west,has_lane,0.75,MK6_2_000413
lane:slavic_west,lang:cs,has_language,0.75,MK6_2_000413
lang:cs,marker:MK6_2_000413,has_marker,0.75,MK6_2_000413
marker:MK6_2_000413,evidence:competitor,has_evidence_channel,0.75,MK6_2_000413
concept:representation,lane:slavic_west,has_lane,0.75,MK6_2_000414
lane:slavic_west,lang:sk,has_language,0.75,MK6_2_000414
lang:sk,marker:MK6_2_000414,has_marker,0.75,MK6_2_000414
marker:MK6_2_000414,evidence:competitor,has_evidence_channel,0.75,MK6_2_000414
concept:representation,lane:slavic_west,has_lane,0.75,MK6_2_000415
lane:slavic_west,lang:pl,has_language,0.75,MK6_2_000415
lang:pl,marker:MK6_2_000415,has_marker,0.75,MK6_2_000415
marker:MK6_2_000415,evidence:competitor,has_evidence_channel,0.75,MK6_2_000415
concept:representation,lane:slavic_south,has_lane,0.75,MK6_2_000416
lane:slavic_south,lang:sl,has_language,0.75,MK6_2_000416
lang:sl,marker:MK6_2_000416,has_marker,0.75,MK6_2_000416
marker:MK6_2_000416,evidence:support,has_evidence_channel,0.75,MK6_2_000416
concept:representation,lane:slavic_south,has_lane,0.75,MK6_2_000417
lane:slavic_south,lang:hr_sr,has_language,0.75,MK6_2_000417
lang:hr_sr,marker:MK6_2_000417,has_marker,0.75,MK6_2_000417
marker:MK6_2_000417,evidence:support,has_evidence_channel,0.75,MK6_2_000417
concept:representation,lane:slavic_south,has_lane,0.75,MK6_2_000418
lane:slavic_south,lang:bg,has_language,0.75,MK6_2_000418
lang:bg,marker:MK6_2_000418,has_marker,0.75,MK6_2_000418
marker:MK6_2_000418,evidence:support,has_evidence_channel,0.75,MK6_2_000418
concept:representation,lane:pan_romance,has_lane,0.6,MK6_2_000419
lane:pan_romance,lang:es,has_language,0.6,MK6_2_000419
lang:es,marker:MK6_2_000419,has_marker,0.6,MK6_2_000419
marker:MK6_2_000419,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000419
concept:representation,lane:pan_romance,has_lane,0.6,MK6_2_000420
lane:pan_romance,lang:fr,has_language,0.6,MK6_2_000420
lang:fr,marker:MK6_2_000420,has_marker,0.6,MK6_2_000420
marker:MK6_2_000420,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000420
concept:representation,lane:pan_romance,has_lane,0.6,MK6_2_000421
lane:pan_romance,lang:pt,has_language,0.6,MK6_2_000421
lang:pt,marker:MK6_2_000421,has_marker,0.6,MK6_2_000421
marker:MK6_2_000421,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000421
concept:representation,lane:pan_romance,has_lane,0.6,MK6_2_000422
lane:pan_romance,lang:gl,has_language,0.6,MK6_2_000422
lang:gl,marker:MK6_2_000422,has_marker,0.6,MK6_2_000422
marker:MK6_2_000422,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000422
concept:representation,lane:pan_romance,has_lane,0.6,MK6_2_000423
lane:pan_romance,lang:ca,has_language,0.6,MK6_2_000423
lang:ca,marker:MK6_2_000423,has_marker,0.6,MK6_2_000423
marker:MK6_2_000423,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000423
concept:representation,lane:pan_romance,has_lane,0.6,MK6_2_000424
lane:pan_romance,lang:it,has_language,0.6,MK6_2_000424
lang:it,marker:MK6_2_000424,has_marker,0.6,MK6_2_000424
marker:MK6_2_000424,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000424
concept:representation,lane:pan_romance,has_lane,0.6,MK6_2_000425
lane:pan_romance,lang:rm,has_language,0.6,MK6_2_000425
lang:rm,marker:MK6_2_000425,has_marker,0.6,MK6_2_000425
marker:MK6_2_000425,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000425
concept:representation,lane:controlled_arabic,has_lane,0.6,MK6_2_000426
lane:controlled_arabic,lang:ar,has_language,0.6,MK6_2_000426
lang:ar,marker:MK6_2_000426,has_marker,0.6,MK6_2_000426
marker:MK6_2_000426,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000426
concept:representation,lane:persianate,has_lane,0.6,MK6_2_000427
lane:persianate,lang:fa,has_language,0.6,MK6_2_000427
lang:fa,marker:MK6_2_000427,has_marker,0.6,MK6_2_000427
marker:MK6_2_000427,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000427
concept:representation,lane:malay_indonesian,has_lane,0.6,MK6_2_000428
lane:malay_indonesian,lang:my_id,has_language,0.6,MK6_2_000428
lang:my_id,marker:MK6_2_000428,has_marker,0.6,MK6_2_000428
marker:MK6_2_000428,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000428
concept:representation,lane:cjk,has_lane,0.6,MK6_2_000429
lane:cjk,lang:ja,has_language,0.6,MK6_2_000429
lang:ja,marker:MK6_2_000429,has_marker,0.6,MK6_2_000429
marker:MK6_2_000429,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000429
concept:representation,lane:cjk,has_lane,0.6,MK6_2_000430
lane:cjk,lang:ko,has_language,0.6,MK6_2_000430
lang:ko,marker:MK6_2_000430,has_marker,0.6,MK6_2_000430
marker:MK6_2_000430,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000430
concept:subgroup,lane:pan_romance,has_lane,0.6,MK6_2_000431
lane:pan_romance,lang:es,has_language,0.6,MK6_2_000431
lang:es,marker:MK6_2_000431,has_marker,0.6,MK6_2_000431
marker:MK6_2_000431,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000431
concept:subgroup,lane:pan_romance,has_lane,0.6,MK6_2_000432
lane:pan_romance,lang:fr,has_language,0.6,MK6_2_000432
lang:fr,marker:MK6_2_000432,has_marker,0.6,MK6_2_000432
marker:MK6_2_000432,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000432
concept:subgroup,lane:pan_romance,has_lane,0.6,MK6_2_000433
lane:pan_romance,lang:pt,has_language,0.6,MK6_2_000433
lang:pt,marker:MK6_2_000433,has_marker,0.6,MK6_2_000433
marker:MK6_2_000433,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000433
concept:subgroup,lane:pan_romance,has_lane,0.6,MK6_2_000434
lane:pan_romance,lang:gl,has_language,0.6,MK6_2_000434
lang:gl,marker:MK6_2_000434,has_marker,0.6,MK6_2_000434
marker:MK6_2_000434,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000434
concept:subgroup,lane:pan_romance,has_lane,0.6,MK6_2_000435
lane:pan_romance,lang:ca,has_language,0.6,MK6_2_000435
lang:ca,marker:MK6_2_000435,has_marker,0.6,MK6_2_000435
marker:MK6_2_000435,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000435
concept:subgroup,lane:pan_romance,has_lane,0.6,MK6_2_000436
lane:pan_romance,lang:it,has_language,0.6,MK6_2_000436
lang:it,marker:MK6_2_000436,has_marker,0.6,MK6_2_000436
marker:MK6_2_000436,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000436
concept:subgroup,lane:pan_romance,has_lane,0.6,MK6_2_000437
lane:pan_romance,lang:ro,has_language,0.6,MK6_2_000437
lang:ro,marker:MK6_2_000437,has_marker,0.6,MK6_2_000437
marker:MK6_2_000437,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000437
concept:subgroup,lane:controlled_arabic,has_lane,0.6,MK6_2_000438
