authority_pdf_page	source_volume_page	paper_folio	archive_path	finding	disposition
22	266	266	batch06_current/tex/Paper_23_cleaned.tex	Both inherited TeX witnesses replace the printed partial-star lead-in with a bar-partial formula, thereby suppressing the visible missing-adjoint-star anomaly, and they omit the separate equality to one-half Delta_d. Both TeX witnesses substitute A for Lambda in (5.9) and (5.10), and (5.10) is further changed from [Lambda,bar-partial]=-sqrt(-1) partial* to an unrelated [A,d]=-sqrt(-1) d^{c*} statement. The TeX co-frame passage changes bar-partial to partial, differentiates the partial-star formula with respect to z rather than bar-z, replaces the bar-partial/partial-star cancellation by a different partial/bar-partial-star expression, and changes the dA and d^{c*} harmonicity argument. The TeX witnesses also replace psi by eta or alpha at several page-local locations. Their only mutual differences here are added parentheses around d^c adjoints, so their agreement is correlated rather than independent. All extracted TeX, manifest, and image members remain quarantined ZERO_ACCEPTED inherited evidence; PASS records completion of the comparison and does not grant authority or promotion.	ZERO_ACCEPTED_RETAINED; PAGE_LOCAL_AGREEMENTS_ONLY; WHOLESALE_PROMOTION_REJECTED
22	266	266	old_recombined_qc/tex/Paper_23_original.tex	Both inherited TeX witnesses replace the printed partial-star lead-in with a bar-partial formula, thereby suppressing the visible missing-adjoint-star anomaly, and they omit the separate equality to one-half Delta_d. Both TeX witnesses substitute A for Lambda in (5.9) and (5.10), and (5.10) is further changed from [Lambda,bar-partial]=-sqrt(-1) partial* to an unrelated [A,d]=-sqrt(-1) d^{c*} statement. The TeX co-frame passage changes bar-partial to partial, differentiates the partial-star formula with respect to z rather than bar-z, replaces the bar-partial/partial-star cancellation by a different partial/bar-partial-star expression, and changes the dA and d^{c*} harmonicity argument. The TeX witnesses also replace psi by eta or alpha at several page-local locations. Their only mutual differences here are added parentheses around d^c adjoints, so their agreement is correlated rather than independent. All extracted TeX, manifest, and image members remain quarantined ZERO_ACCEPTED inherited evidence; PASS records completion of the comparison and does not grant authority or promotion.	ZERO_ACCEPTED_RETAINED; PAGE_LOCAL_AGREEMENTS_ONLY; WHOLESALE_PROMOTION_REJECTED
22	266	266	diagram_witness/images/D023_p022_diag01.png	The two manifest-bound 340 dpi crops overlap to cover printed folio 266 from (5.8) through (5.13). The pixels visibly preserve the printed adjoint anomaly in the lead-in, where the final d^c in the displayed formula for partial-star has no adjoint star, as well as the separate full four-term Laplacian expansion, the one-half Delta_d line, identities (5.9)-(5.10), the flat co-frame formulas, and the opening of the dd^c lemma.	ZERO_ACCEPTED_RETAINED; COMPARISON_ONLY; NO_IMAGE_OR_SYMBOL_PROMOTED
22	266	266	diagram_witness/images/D023_p022_diag02.png	The two manifest-bound 340 dpi crops overlap to cover printed folio 266 from (5.8) through (5.13). The pixels visibly preserve the printed adjoint anomaly in the lead-in, where the final d^c in the displayed formula for partial-star has no adjoint star, as well as the separate full four-term Laplacian expansion, the one-half Delta_d line, identities (5.9)-(5.10), the flat co-frame formulas, and the opening of the dd^c lemma.	ZERO_ACCEPTED_RETAINED; COMPARISON_ONLY; NO_IMAGE_OR_SYMBOL_PROMOTED
23	267	267	batch06_current/tex/Paper_23_cleaned.tex	In the concluding Green-operator computation, both TeX witnesses use d^{c*} G_d d^c d^{c*} G_{d^c} alpha inside d d^c, whereas the pixels and frozen source read d* G_d d^{c*} G_{d^c} alpha. Both TeX witnesses change the printed duality statement from (a*)_{-n} for K^0 to (a*)_{-(n-1)} for K^*, suppressing both visible printed features. The cleaned and older TeX spans differ only by added parentheses around d^c adjoints in the opening calculation; this is not independent corroboration. All extracted TeX, manifest, and image members remain quarantined ZERO_ACCEPTED inherited evidence; PASS records completion of the comparison and does not grant authority or promotion.	ZERO_ACCEPTED_RETAINED; PAGE_LOCAL_AGREEMENTS_ONLY; WHOLESALE_PROMOTION_REJECTED
23	267	267	old_recombined_qc/tex/Paper_23_original.tex	In the concluding Green-operator computation, both TeX witnesses use d^{c*} G_d d^c d^{c*} G_{d^c} alpha inside d d^c, whereas the pixels and frozen source read d* G_d d^{c*} G_{d^c} alpha. Both TeX witnesses change the printed duality statement from (a*)_{-n} for K^0 to (a*)_{-(n-1)} for K^*, suppressing both visible printed features. The cleaned and older TeX spans differ only by added parentheses around d^c adjoints in the opening calculation; this is not independent corroboration. All extracted TeX, manifest, and image members remain quarantined ZERO_ACCEPTED inherited evidence; PASS records completion of the comparison and does not grant authority or promotion.	ZERO_ACCEPTED_RETAINED; PAGE_LOCAL_AGREEMENTS_ONLY; WHOLESALE_PROMOTION_REJECTED
23	267	267	diagram_witness/images/D023_p023_diag01.png	Two manifest-bound 340 dpi crops reconstruct printed folio 267: the upper crop covers the concluding Green-operator computation, and the lower crop covers Remark (5.14), all six conditions of Lemma (5.15), and its proof through the page bottom. The pixels clearly show the printed K^0 in the duality sentence and the plain d in the phrase applying (a)_n to d y^{p-1,q}.	ZERO_ACCEPTED_RETAINED; COMPARISON_ONLY; NO_IMAGE_OR_SYMBOL_PROMOTED
23	267	267	diagram_witness/images/D023_p023_diag02.png	Two manifest-bound 340 dpi crops reconstruct printed folio 267: the upper crop covers the concluding Green-operator computation, and the lower crop covers Remark (5.14), all six conditions of Lemma (5.15), and its proof through the page bottom. The pixels clearly show the printed K^0 in the duality sentence and the plain d in the phrase applying (a)_n to d y^{p-1,q}.	ZERO_ACCEPTED_RETAINED; COMPARISON_ONLY; NO_IMAGE_OR_SYMBOL_PROMOTED
24	268	268	batch06_current/tex/Paper_23_cleaned.tex	Both TeX witnesses swap the printed Remark (5.16) arrow labels to g_j followed by f_i and normalize the printed f_i g_j=0 order to f_i composed with g_j=0, so they do not preserve the page anomaly. Their xymatrix does not preserve the six-arrow diagram topology: it omits the top-to-middle-center and middle-center-to-bottom downward arrows, reverses the center-to-top direction, and adds reverse bottom-to-side arrows. Their beta square changes the visibly repeated lower-left K^{p-1,q} to K^{p-1,q-1}, omits the visible isomorphism marks, and makes the right vertical arrow downward rather than preserving the two upward vertical arrows. The TeX witnesses replace the direct-sum isomorphism from the two filtrations to H^n with an intersection expression, and they normalize the printed K^{pq} in the proof to K^{p,q}. The two page-24 TeX spans are line-identical, hence correlated and not independent. All extracted TeX, manifest, and image members remain quarantined ZERO_ACCEPTED inherited evidence; PASS records completion of the comparison and does not grant authority or promotion.	ZERO_ACCEPTED_RETAINED; PAGE_LOCAL_AGREEMENTS_ONLY; WHOLESALE_PROMOTION_REJECTED
24	268	268	old_recombined_qc/tex/Paper_23_original.tex	Both TeX witnesses swap the printed Remark (5.16) arrow labels to g_j followed by f_i and normalize the printed f_i g_j=0 order to f_i composed with g_j=0, so they do not preserve the page anomaly. Their xymatrix does not preserve the six-arrow diagram topology: it omits the top-to-middle-center and middle-center-to-bottom downward arrows, reverses the center-to-top direction, and adds reverse bottom-to-side arrows. Their beta square changes the visibly repeated lower-left K^{p-1,q} to K^{p-1,q-1}, omits the visible isomorphism marks, and makes the right vertical arrow downward rather than preserving the two upward vertical arrows. The TeX witnesses replace the direct-sum isomorphism from the two filtrations to H^n with an intersection expression, and they normalize the printed K^{pq} in the proof to K^{p,q}. The two page-24 TeX spans are line-identical, hence correlated and not independent. All extracted TeX, manifest, and image members remain quarantined ZERO_ACCEPTED inherited evidence; PASS records completion of the comparison and does not grant authority or promotion.	ZERO_ACCEPTED_RETAINED; PAGE_LOCAL_AGREEMENTS_ONLY; WHOLESALE_PROMOTION_REJECTED
24	268	268	diagram_witness/images/D023_p024_diag01.png	The single manifest-bound 340 dpi crop covers printed folio 268. It visibly preserves the Remark (5.16) map-label and composition-order anomalies (f_i on C_i to A, g_i on A to B_j, followed by f_i g_j=0), the five-node six-arrow diagram, and Proposition (5.17). It also shows the beta square with repeated K^{p-1,q} at lower left, upward vertical arrows with isomorphism marks, the direct-sum isomorphism in (iii), p+q-1=n, the proof opener (1) implies (ii), the printed K^{pq}, and A^{p,q} inside the d' parenthesis.	ZERO_ACCEPTED_RETAINED; COMPARISON_ONLY; NO_IMAGE_OR_SYMBOL_PROMOTED
25	269	269	batch06_current/tex/Paper_23_cleaned.tex | old_recombined_qc/tex/Paper_23_original.tex | diagram_witness/index/diagram_witness_manifest_D023.csv | diagram_witness/index/diagram_witness_manifest_D023.jsonl | diagram_witness/images/D023_p025_diag01.png	Proved exact inherited conflicts: P25_HODGE_TARGET_ARROW_OMITTED: The authority retains the plain right arrow from V^{p,q} to the ambient complexification; inherited TeX stops after the intersection. | P25_REMARK_IMPLICATION_STRENGTH: Authority Remark (5.18) prints (i) implies (iii); inherited TeX strengthens it to a biconditional. | P25_WEDGE_CHANGED_TO_TENSOR: The sheaf description uses a wedge in the authority and a tensor product in inherited TeX. | P25_WEIGHT_ZERO_EXCLUDED: Authority condition (5.21)(2b) includes n=0; inherited TeX changes n greater than or equal to zero to n greater than zero.	ZERO_ACCEPTED_RETAINED__NO_PROMOTION; PAGE_LOCAL_COMPARISON_ONLY; NO_BOUNDED_MEMBER_PROMOTED
26	270	270	batch06_current/tex/Paper_23_cleaned.tex | old_recombined_qc/tex/Paper_23_original.tex | diagram_witness/index/diagram_witness_manifest_D023.csv | diagram_witness/index/diagram_witness_manifest_D023.jsonl | diagram_witness/images/D023_p026_diag01.png	Proved exact inherited conflicts: P26_DC_METHOD_TITLE_CHANGED_TO_DE: The authority's d^c-Diagram Method heading is changed to de-Diagram Method in inherited TeX. | P26_RHO_CHANGED_TO_P: The authority labels the right-hand quotient map rho; inherited TeX renames it p.	ZERO_ACCEPTED_RETAINED__NO_PROMOTION; PAGE_LOCAL_COMPARISON_ONLY; NO_BOUNDED_MEMBER_PROMOTED
27	271	271	batch06_current/tex/Paper_23_cleaned.tex | old_recombined_qc/tex/Paper_23_original.tex | diagram_witness/index/diagram_witness_manifest_D023.csv | diagram_witness/index/diagram_witness_manifest_D023.jsonl | diagram_witness/images/D023_p027_diag01.png	Proved exact inherited conflicts: P27_EQUIV_ZERO_CHANGED_TO_EQUAL_ZERO: The authority uses the printed equivalence-to-zero sign for the holomorphic two-form; inherited TeX substitutes equality. | P27_FUNCTORIAL_DIAGRAM_ARROW_DIRECTION: All three f-star vertical arrows point downward in the authority diagram and upward in the inherited xymatrix. | P27_MINIMAL_MODEL_INEQUALITY: Authority property (3) has i+j greater than or equal to k+1; inherited TeX replaces it by the strict inequality i+j>k+1.	ZERO_ACCEPTED_RETAINED__NO_PROMOTION; PAGE_LOCAL_COMPARISON_ONLY; NO_BOUNDED_MEMBER_PROMOTED
28	272	272	batch06_current/tex/Paper_23_cleaned.tex | old_recombined_qc/tex/Paper_23_original.tex | diagram_witness/index/diagram_witness_manifest_D023.csv | diagram_witness/index/diagram_witness_manifest_D023.jsonl | diagram_witness/images/D023_p028_diag01.png | diagram_witness/images/D023_p028_diag02.png | diagram_witness/images/D023_p028_diag03.png	Proved exact inherited conflicts: P28_COMPONENT_BOUNDARY_INEQUALITY: The authority decomposes alpha over i+j greater than or equal to r+1; inherited TeX drops the equality case. | P28_FILTRATION_INDEX_AND_BAR: The authority's final formality calculation uses F^{r-j+1} and bar-F^j; inherited TeX uses F^{i-j+1} and an unbarred F^j.	ZERO_ACCEPTED_RETAINED__NO_PROMOTION; PAGE_LOCAL_COMPARISON_ONLY; NO_BOUNDED_MEMBER_PROMOTED
29	273	273	batch06_current/tex/Paper_23_cleaned.tex | old_recombined_qc/tex/Paper_23_original.tex | diagram_witness/index/diagram_witness_manifest_D023.csv | diagram_witness/index/diagram_witness_manifest_D023.jsonl | diagram_witness/images/D023_p029_diag01.png	Proved exact inherited conflicts: P29_ALL_TILDE_D_OMISSIONS: All ten authority occurrences of tilde-D in the disjoint-union, direct-sum, delta, double-complex, and local-resolution formulas lose their tilde in both inherited TeX members. | P29_ALPHA_CHANGED_TO_PHI: The authority defines the form tuples with alpha; inherited TeX changes the tuple and its components to phi/varphi. | P29_DELTA_SIGN_ELL_CHANGED_TO_T: The authority delta formula has (-1)^ell; inherited TeX changes the exponent to t. | P29_DOUBLE_COMPLEX_TERMINAL_ZERO_OMITTED: The authority's displayed double complex ends with an arrow to zero; the inherited display closes after the j-th term. | P29_E1_Q_CHANGED_TO_DUPLICATED_Q_PLUS_1: The authority has the single abutment formula |I|=q; inherited TeX uses |I|=q+1 and duplicates the E_1 formula around the abutment. | P29_PRINTED_COMPEXES_NORMALIZED: The authority's isolated printed 'double compexes' anomaly is silently normalized to 'double complexes' in inherited TeX. | P29_RESTRICTION_INTERSECTION_ORDER: The authority's second restriction is written on D_j intersection D_i; inherited TeX repeats D_i intersection D_j. | P29_THEOREM_7_1_NUMBER_OMITTED: The authority explicitly prints theorem number (7.1); inherited TeX starts an unlabelled theorem environment and contains no 7.1 marker.	ZERO_ACCEPTED_RETAINED__NO_PROMOTION; PAGE_LOCAL_COMPARISON_ONLY; NO_BOUNDED_MEMBER_PROMOTED
30	274	274	batch06_current/tex/Paper_23_cleaned.tex | old_recombined_qc/tex/Paper_23_original.tex | diagram_witness/index/diagram_witness_manifest_D023.csv | diagram_witness/index/diagram_witness_manifest_D023.jsonl | diagram_witness/images/D023_p030_diag01.png	Proved exact inherited conflicts: P30_BANSFIELD_CHANGED_TO_BOUSFIELD: Authority reference 1 prints Bansfield; inherited TeX normalizes the name to Bousfield. | P30_COPY_MATTER_OMITTED: Inherited TeX ends after the bibliography and omits all four author address blocks and the received date retained by the authority. | P30_REFERENCE_ORDER_16_17_SWAPPED: The authority orders Whitehead as reference 16 before Whitney's Geometric Integration Theory as 17; inherited TeX puts Whitney first. | P30_SPECTRAL_BIDEGREE_SPURIOUS_PRIMES: The authority has E_k^{*,*}; inherited TeX adds a prime to the second star in that index (and also in its preceding E_1 index).	ZERO_ACCEPTED_RETAINED__NO_PROMOTION; PAGE_LOCAL_COMPARISON_ONLY; NO_BOUNDED_MEMBER_PROMOTED
