"language","local_id","local_source_path","local_byte_count","local_sha256","represented_in_current_witness_table","topic_term_hits","context_or_source_hit_path","base_candidate_sources","coverage_status","evidence_artifacts","live_status","payload_or_probe","source_canon_action","relevance_or_gap_note","license_or_access_signal","title_or_local_title","category_or_topic_counts","hash_match_status","non_claim_boundary"
"French","1305.1672v1","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages_expanded\french\1305.1672v1.source","15682","19dbae31a0f5a914abc986c312503efa8bd49f0d7c40e7c1eb3706b51e8b528c","false","invariant","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages_expanded\french\1305.1672v1.source","broad","live_arxiv_screened_excluded_or_mixed","NOETHER_ROMANCE_SOURCE_CANON_UNREPRESENTED_LOCAL_SOURCE_CANDIDATES_20260704.csv; NOETHER_ROMANCE_SOURCE_CANON_FRENCH_BATCH2_LIVE_ARXIV_VERIFICATION_20260705.csv","api_and_eprint_http_200","source_archive_from_arxiv_eprint / application/gzip","english_topological_invariant_false_positive_not_promoted","English title/abstract; invariant term is topological Kervaire-invariant context, not French target-language Noether/invariant-theory source support.","arXiv API license field blank; access/e-print source archive verified; no license-clearance claim","Kervaire invariants and selfcoincidences","math.AT / invariant","live_matches_local=true","candidate rollup only; no translation; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"French","1405.2056v2","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages_expanded\french\1405.2056v2.source","56838","1fa08c1c9e119ec9479e6806cdd46faaa5ef5236b822dfc25380d1a7c5464c46","false","Noether; Hilbert","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260630T065920Z_french_spanish_invariant_hardterm_evidence\local_corpus_contexts\french_1405.2056v2_1405.2056v2.tex.contexts.json","broad","live_arxiv_verified_adjacent_candidate_not_promoted","NOETHER_ROMANCE_SOURCE_CANON_UNREPRESENTED_LOCAL_SOURCE_CANDIDATES_20260704.csv; NOETHER_ROMANCE_SOURCE_CANON_FRENCH_BATCH2_LIVE_ARXIV_VERIFICATION_20260705.csv","api_and_eprint_http_200","source_archive_from_arxiv_eprint / application/gzip","adjacent_french_noether_hilbert_candidate_not_promoted","French title and local Noether/Hilbert context; adjacent higher-local-field duality source, not a direct invariant-theory witness.","arXiv API license field blank; access/e-print source archive verified; no license-clearance claim","Théorèmes de dualité pour les corps de fonctions sur des corps locaux supérieurs et applications arithmétiques","math.AG / Noether; Hilbert","live_matches_local=true","candidate rollup only; no translation; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"French","1407.3941v1","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages_expanded\french\1407.3941v1.source","23117","1bc82bbd3b6713a4577c62bd5f850808bdbb342cc879dc6ae778f3f96116c57e","false","Noether","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260630T065920Z_french_spanish_invariant_hardterm_evidence\local_corpus_contexts\french_1407.3941v1_polext.tex.contexts.json","broad","live_arxiv_verified_candidate_not_promoted","NOETHER_ROMANCE_SOURCE_CANON_UNREPRESENTED_LOCAL_SOURCE_CANDIDATES_20260704.csv; NOETHER_ROMANCE_SOURCE_CANON_CANDIDATE_LIVE_ARXIV_VERIFICATION_20260704.csv","api_and_eprint_http_200","application/gzip","candidate_verified_not_promoted","Can be considered in later main-table expansion only after target-language source-text review and steward approval; retain explicit no-license-clearance boundary where API license is blank. | French title and French abstract/local context support target-language candidate witness","arXiv API license field blank; access/source URL verified; no license-clearance claim","Groupes d'extensions et foncteurs polynomiaux","math.AT / Noether","live_matches_local=true","candidate rollup only; no translation; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"French","1509.07817v1","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages_expanded\french\1509.07817v1.source","41246","fa9af3bf7bbd93ee37adcea0ba5fbb02b002ef7346d2921f91f3764d2c0f7d95","false","Hilbert; corps","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260630T065920Z_french_spanish_invariant_hardterm_evidence\local_corpus_contexts\french_1509.07817v1_1509.07817v1.tex.contexts.json","broad","live_arxiv_verified_adjacent_candidate_not_promoted","NOETHER_ROMANCE_SOURCE_CANON_UNREPRESENTED_LOCAL_SOURCE_CANDIDATES_20260704.csv; NOETHER_ROMANCE_SOURCE_CANON_FRENCH_BATCH3_LIVE_ARXIV_RATE_LIMIT_GAP_20260705.csv; NOETHER_ROMANCE_SOURCE_CANON_FRENCH_BATCH3_LOCAL_TEX_METADATA_PROBE_20260705.csv; NOETHER_ROMANCE_SOURCE_CANON_FRENCH_BATCH3_LIVE_ARXIV_VERIFICATION_RETRY_20260705.csv","api_and_eprint_http_200_after_retry","source_archive_from_arxiv_eprint / application/gzip","live_arxiv_verified_adjacent_french_candidate_not_promoted","Live arXiv metadata/e-print verified and local source hash matches; adjacent French mathematical candidate remains not promoted.","arXiv API license field blank; access/e-print source archive verified after retry; no license-clearance claim","Variétés abéliennes sur les corps de fonctions de courbes sur des corps locaux supérieurs","math.AG / Hilbert:3; module:20; corps:79; invariant:2","live_matches_local=true","candidate rollup only; no translation; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"French","1510.05382v1","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages_expanded\french\1510.05382v1.source","20760","52226b69221c6d1dacce108e4c9ad4a99e587a2d6ef34252aa6cc11aae840864","false","Hilbert; corps","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260630T065920Z_french_spanish_invariant_hardterm_evidence\local_corpus_contexts\french_1510.05382v1_1510.05382v1.tex.contexts.json","broad","live_arxiv_verified_adjacent_candidate_not_promoted","NOETHER_ROMANCE_SOURCE_CANON_UNREPRESENTED_LOCAL_SOURCE_CANDIDATES_20260704.csv; NOETHER_ROMANCE_SOURCE_CANON_FRENCH_BATCH3_LIVE_ARXIV_RATE_LIMIT_GAP_20260705.csv; NOETHER_ROMANCE_SOURCE_CANON_FRENCH_BATCH3_LOCAL_TEX_METADATA_PROBE_20260705.csv; NOETHER_ROMANCE_SOURCE_CANON_FRENCH_BATCH3_LIVE_ARXIV_VERIFICATION_RETRY_20260705.csv","api_and_eprint_http_200_after_retry","source_archive_from_arxiv_eprint / application/gzip","live_arxiv_verified_adjacent_french_candidate_not_promoted","Live arXiv metadata/e-print verified and local source hash matches; adjacent French mathematical candidate remains not promoted.","arXiv API license field blank; access/e-print source archive verified after retry; no license-clearance claim","On the Bertrandias-Payan module in a p-extension -- capitulation kernel","math.NT / Hilbert:3; module:21; corps:39; ideal:4; invariant:2","live_matches_local=true","candidate rollup only; no translation; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"French","1605.01289v1","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages\french\1605.01289v1.source","29992","397f5ab8bc9969494962a7500de46ec7ca5348451542c23959bd00e2a6e7a854","false","Noether; Hilbert; corps","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260630T065920Z_french_spanish_invariant_hardterm_evidence\local_corpus_contexts\french_1605.01289v1_Local_dim_2_04_05_2016.tex.contexts.json","broad","live_arxiv_verified_adjacent_candidate_not_promoted","NOETHER_ROMANCE_SOURCE_CANON_UNREPRESENTED_LOCAL_SOURCE_CANDIDATES_20260704.csv; NOETHER_ROMANCE_SOURCE_CANON_FRENCH_BATCH2_LIVE_ARXIV_VERIFICATION_20260705.csv","api_and_eprint_http_200","source_archive_from_arxiv_eprint / application/gzip","adjacent_french_noether_field_candidate_not_promoted","French title and local Noether/Hilbert/corps context; strong field/Noetherian register but adjacent AG/NT domain.","arXiv API license field blank; access/e-print source archive verified; no license-clearance claim","Dualité et principe local-global sur des corps locaux de dimension 2","math.AG / Noether; Hilbert; corps","live_matches_local=true","candidate rollup only; no translation; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"French","1709.00597v2","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages_expanded\french\1709.00597v2.source","99693","e18ce661d6c611f86d20465cfb0cb89bc77938cfd483534ccd1eacec0646e82e","false","Hilbert","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260630T065920Z_french_spanish_invariant_hardterm_evidence\local_corpus_contexts\french_1709.00597v2_epiga_vol2_Colliot-Thelene_al.tex.contexts.json","broad","live_arxiv_verified_adjacent_candidate_not_promoted","NOETHER_ROMANCE_SOURCE_CANON_UNREPRESENTED_LOCAL_SOURCE_CANDIDATES_20260704.csv; NOETHER_ROMANCE_SOURCE_CANON_FRENCH_BATCH3_LIVE_ARXIV_RATE_LIMIT_GAP_20260705.csv; NOETHER_ROMANCE_SOURCE_CANON_FRENCH_BATCH3_LOCAL_TEX_METADATA_PROBE_20260705.csv; NOETHER_ROMANCE_SOURCE_CANON_FRENCH_BATCH3_LIVE_ARXIV_VERIFICATION_RETRY_20260705.csv","api_and_eprint_http_200_after_retry","source_archive_from_arxiv_eprint / application/gzip","live_arxiv_verified_adjacent_french_candidate_not_promoted","Live arXiv metadata resolves prior weak local title parse; French mathematical source remains adjacent/candidate-only, not main-table promoted.","arXiv API license field blank; access/e-print source archive verified after retry; no license-clearance claim","Troisième groupe de cohomologie non ramifiée d'un solide cubique sur un corps de fonctions d'une variable","math.AG / Hilbert:5; module:6; corps:19; invariant:1","live_matches_local=true","candidate rollup only; no translation; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"French","1801.01463v2","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages_expanded\french\1801.01463v2.source","28489","6e770f46044b5aea52a568a895fddaa5d6cec0ae9702517c761c0810d6dbadaf","false","Noether; Hilbert","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260630T065920Z_french_spanish_invariant_hardterm_evidence\local_corpus_contexts\french_1801.01463v2_appforte7.tex.contexts.json","broad","live_arxiv_verified_adjacent_candidate_not_promoted","NOETHER_ROMANCE_SOURCE_CANON_UNREPRESENTED_LOCAL_SOURCE_CANDIDATES_20260704.csv; NOETHER_ROMANCE_SOURCE_CANON_FRENCH_BATCH2_LIVE_ARXIV_VERIFICATION_20260705.csv","api_and_eprint_http_200","source_archive_from_arxiv_eprint / application/gzip","adjacent_french_noether_hilbert_candidate_not_promoted","French title and local Brauer-Hasse-Noether/Hilbert context; adjacent torus/function-field source.","arXiv API license field blank; access/e-print source archive verified; no license-clearance claim","L'espace adélique d'un tore sur un corps de fonctions","math.AG / Noether; Hilbert","live_matches_local=true","candidate rollup only; no translation; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"French","1905.13138v3","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages_expanded\french\1905.13138v3.source","31596","1a5509844af63691508e37421aceecf479e3b25aeed548156d6dfea3bb89ae4f","false","module","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages_expanded\french\1905.13138v3.source","broad","live_arxiv_screened_excluded_or_mixed","NOETHER_ROMANCE_SOURCE_CANON_UNREPRESENTED_LOCAL_SOURCE_CANDIDATES_20260704.csv; NOETHER_ROMANCE_SOURCE_CANON_FRENCH_BATCH3_LIVE_ARXIV_RATE_LIMIT_GAP_20260705.csv; NOETHER_ROMANCE_SOURCE_CANON_FRENCH_BATCH3_LOCAL_TEX_METADATA_PROBE_20260705.csv; NOETHER_ROMANCE_SOURCE_CANON_FRENCH_BATCH3_LIVE_ARXIV_VERIFICATION_RETRY_20260705.csv","api_and_eprint_http_200_after_retry","source_archive_from_arxiv_eprint / application/gzip","live_arxiv_verified_english_shelf_mismatch_not_promoted","Live arXiv title/metadata confirm English source despite French-shelf placement; keep as shelf-mismatch, not a French target-language witness.","arXiv API license field blank; access/e-print source archive verified after retry; no license-clearance claim","Generators, spanning sets and existence of twisted modules for a grading-restricted vertex (super)algebra","math.QA / module:308; ideal:1; invariant:6","live_matches_local=true","candidate rollup only; no translation; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"French","2001.10515v4","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages_expanded\french\2001.10515v4.source","34119","5bfa0dc2fce6f17f394a6d373f8a0ee99e4976e1a594b045e8766b8d2d17f07e","false","Hilbert","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260630T065920Z_french_spanish_invariant_hardterm_evidence\local_corpus_contexts\french_2001.10515v4_2001.10515v4.tex.contexts.json","broad","live_arxiv_verified_adjacent_candidate_not_promoted","NOETHER_ROMANCE_SOURCE_CANON_UNREPRESENTED_LOCAL_SOURCE_CANDIDATES_20260704.csv; NOETHER_ROMANCE_SOURCE_CANON_FRENCH_BATCH3_LIVE_ARXIV_RATE_LIMIT_GAP_20260705.csv; NOETHER_ROMANCE_SOURCE_CANON_FRENCH_BATCH3_LOCAL_TEX_METADATA_PROBE_20260705.csv; NOETHER_ROMANCE_SOURCE_CANON_FRENCH_BATCH3_LIVE_ARXIV_VERIFICATION_RETRY_20260705.csv","api_and_eprint_http_200_after_retry","source_archive_from_arxiv_eprint / application/gzip","live_arxiv_verified_adjacent_french_candidate_not_promoted","Live arXiv metadata/e-print verified and local source hash matches; adjacent French mathematical candidate remains not promoted.","arXiv API license field blank; access/e-print source archive verified after retry; no license-clearance claim","Sur la conjecture de Tate entière pour le produit d'une courbe et d'une surface $CH_{0}$-triviale sur un corps fini","math.AG / Hilbert:5; module:52; anneau:1; corps:109; invariant:4","live_matches_local=true","candidate rollup only; no translation; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"French","2112.07476v2","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages_expanded\french\2112.07476v2.source","32778","65e994522aac4227206c6673f645f45c017d003e51d51e0ffaf0258f5d2952b1","false","invariant","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages_expanded\french\2112.07476v2.source","broad","live_arxiv_screened_excluded_or_mixed","NOETHER_ROMANCE_SOURCE_CANON_UNREPRESENTED_LOCAL_SOURCE_CANDIDATES_20260704.csv; NOETHER_ROMANCE_SOURCE_CANON_FRENCH_BATCH2_LIVE_ARXIV_VERIFICATION_20260705.csv","api_and_eprint_http_200","source_archive_from_arxiv_eprint / application/gzip","english_invariant_source_not_french_target_not_promoted","English title/abstract despite local French-shelf invariant hit; source may be math.QA relevant but is not a French target-language witness without deeper evidence.","arXiv API license field blank; access/e-print source archive verified; no license-clearance claim","Invariant integrals on coideals and their Drinfeld doubles","math.QA / invariant","live_matches_local=true","candidate rollup only; no translation; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"French","2501.13300v2","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages_expanded\french\2501.13300v2.source","39278","8dbdd8f6d72e66aff4259c40955520182818683841b7f1e9fadd9eb7e3ccf7d5","false","Hilbert","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260630T065920Z_french_spanish_invariant_hardterm_evidence\local_corpus_contexts\french_2501.13300v2_main.tex.contexts.json","broad","live_arxiv_verified_adjacent_candidate_not_promoted","NOETHER_ROMANCE_SOURCE_CANON_UNREPRESENTED_LOCAL_SOURCE_CANDIDATES_20260704.csv; NOETHER_ROMANCE_SOURCE_CANON_FRENCH_BATCH3_LIVE_ARXIV_RATE_LIMIT_GAP_20260705.csv; NOETHER_ROMANCE_SOURCE_CANON_FRENCH_BATCH3_LOCAL_TEX_METADATA_PROBE_20260705.csv; NOETHER_ROMANCE_SOURCE_CANON_FRENCH_BATCH3_LIVE_ARXIV_VERIFICATION_RETRY_20260705.csv","api_and_eprint_http_200_after_retry","source_archive_from_arxiv_eprint / application/gzip","live_arxiv_verified_adjacent_french_candidate_not_promoted","Live arXiv metadata/e-print verified and local source hash matches; adjacent French mathematical candidate remains not promoted.","arXiv API license field blank; access/e-print source archive verified after retry; no license-clearance claim","Arithmétique des schémas en groupes de Bruhat-Tits sur un anneau de Dedekind semi-local","math.AG / Hilbert:3; module:2; anneau:20; corps:45; ideal:6; invariant:2","live_matches_local=true","candidate rollup only; no translation; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"French","2504.20230v1","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages_expanded\french\2504.20230v1.source","45302","cdd69205d7476ecc561631d470d09ddef09088f63db0de5cab6ce0d63d33c48b","false","Noether; Hilbert; anneau; module; corps","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260630T065920Z_french_spanish_invariant_hardterm_evidence\local_corpus_contexts\french_2504.20230v1_Biblio.bib.contexts.json","broad","live_arxiv_verified_candidate_not_promoted","NOETHER_ROMANCE_SOURCE_CANON_UNREPRESENTED_LOCAL_SOURCE_CANDIDATES_20260704.csv; NOETHER_ROMANCE_SOURCE_CANON_CANDIDATE_LIVE_ARXIV_VERIFICATION_20260704.csv","api_and_eprint_http_200","application/gzip","candidate_verified_not_promoted","Can be considered in later main-table expansion only after target-language source-text review and steward approval; retain explicit no-license-clearance boundary where API license is blank. | French title; English abstract; local topic hits largely bibliographic/contextual, so candidate-only","arXiv API license field blank; access/source URL verified; no license-clearance claim","Finitude du groupe de Tate-Shafarevich pour les groupes de type multiplicatif constants sur des corps des fonctions","math.NT / Noether; Hilbert; anneau; module; corps","live_matches_local=true","candidate rollup only; no translation; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"French","2505.05443v1","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages_expanded\french\2505.05443v1.source","43788","e112767374f11964aa55372f92a3c76332c626191b3cbf8599c7cedcff6ca0af","false","Noether","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260630T065920Z_french_spanish_invariant_hardterm_evidence\local_corpus_contexts\french_2505.05443v1_Biblio.bib.contexts.json","broad","live_arxiv_verified_adjacent_candidate_not_promoted","NOETHER_ROMANCE_SOURCE_CANON_UNREPRESENTED_LOCAL_SOURCE_CANDIDATES_20260704.csv; NOETHER_ROMANCE_SOURCE_CANON_FRENCH_BATCH3_LIVE_ARXIV_RATE_LIMIT_GAP_20260705.csv; NOETHER_ROMANCE_SOURCE_CANON_FRENCH_BATCH3_LOCAL_TEX_METADATA_PROBE_20260705.csv; NOETHER_ROMANCE_SOURCE_CANON_FRENCH_BATCH3_LIVE_ARXIV_VERIFICATION_RETRY_20260705.csv","api_and_eprint_http_200_after_retry","source_archive_from_arxiv_eprint / application/gzip","live_arxiv_verified_adjacent_french_noether_candidate_not_promoted","Live arXiv metadata plus local Noether/corps/anneau hits support adjacent French mathematical provenance; still not promoted without steward review.","arXiv API license field blank; access/e-print source archive verified after retry; no license-clearance claim","Dualité étale à la Poitou-Tate pour les tores sur des variétés définies sur un corps fini","math.NT / Noether:4; Hilbert:3; module:13; anneau:13; corps:45; ideal:1; invariant:2","live_matches_local=true","candidate rollup only; no translation; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"French","2506.03851v1","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages_expanded\french\2506.03851v1.source","29986","a28bc2f230f894807a48110c3ef102d2291180de5c33c712e69c8382ad92715b","false","Noether; anneau; id[eé]al; module","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260630T065920Z_french_spanish_invariant_hardterm_evidence\local_corpus_contexts\french_2506.03851v1_FrenchMacrosClspadic.tex.contexts.json","broad","live_arxiv_verified_candidate_not_promoted","NOETHER_ROMANCE_SOURCE_CANON_UNREPRESENTED_LOCAL_SOURCE_CANDIDATES_20260704.csv; NOETHER_ROMANCE_SOURCE_CANON_CANDIDATE_LIVE_ARXIV_VERIFICATION_20260704.csv","api_and_eprint_http_200","application/gzip","candidate_verified_not_promoted","Can be considered in later main-table expansion only after target-language source-text review and steward approval; retain explicit no-license-clearance boundary where API license is blank. | English title/abstract with French macros/topic hits in source; weak/mixed target-language signal, do not promote without deeper source-text review","arXiv API license field blank; access/source URL verified; no license-clearance claim","Algebraic identities to prove that a neat finite free algebra is tracically étale","math.AC / Noether; anneau; id[eé]al; module","live_matches_local=true","candidate rollup only; no translation; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"French","math_0107137v2","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages_expanded\french\math_0107137v2.source","73017","1901e93f4bdc2e94b660d65982fe91b18064c9e137d21c29fed64c4c5544c71d","false","invariant; module","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260630T065920Z_french_spanish_invariant_hardterm_evidence\local_corpus_contexts\french_math_0107137v2_2002-20.tex.contexts.json","broad","live_arxiv_verified_adjacent_candidate_not_promoted","NOETHER_ROMANCE_SOURCE_CANON_UNREPRESENTED_LOCAL_SOURCE_CANDIDATES_20260704.csv; NOETHER_ROMANCE_SOURCE_CANON_FRENCH_BATCH2_LIVE_ARXIV_VERIFICATION_20260705.csv","api_and_eprint_http_200","source_archive_from_arxiv_eprint / application/gzip","french_invariant_module_candidate_not_promoted","French title and local invariant/module context; strong target-language candidate for invariant-module register, but still not main-table promoted without steward review.","arXiv API license field blank; access/e-print source archive verified; no license-clearance claim","Caracteres sur l'algebre de diagrammes trivalents Lambda","math.GT / invariant; module","live_matches_local=true","candidate rollup only; no translation; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"French","math_0303168v2","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages_expanded\french\math_0303168v2.source","18939","650c25f0f50be5b1e7475c27d9ce890ee33df9f12ded36cf57ed53d36f1e3b1b","false","Noether; Hilbert","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260630T065920Z_french_spanish_invariant_hardterm_evidence\local_corpus_contexts\french_math_0303168v2_math_0303168v2.tex.contexts.json","broad","live_arxiv_verified_adjacent_candidate_not_promoted","NOETHER_ROMANCE_SOURCE_CANON_UNREPRESENTED_LOCAL_SOURCE_CANDIDATES_20260704.csv; NOETHER_ROMANCE_SOURCE_CANON_FRENCH_BATCH2_LIVE_ARXIV_VERIFICATION_20260705.csv","api_and_eprint_http_200","source_archive_from_arxiv_eprint / application/gzip","adjacent_french_math_candidate_not_promoted","French title and local Noether/Hilbert context; algebraic-geometry/number-theory adjacent rather than direct Noether algebra source.","arXiv API license field blank; access/e-print source archive verified; no license-clearance claim","Surfaces de del Pezzo sans point rationnel sur un corps de dimension cohomologique un","math.NT / Noether; Hilbert","live_matches_local=true","candidate rollup only; no translation; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
"Spanish","1309.7609v1","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages_expanded\spanish\1309.7609v1.source","1200570","4b8e56432c598a0b33b23ca7500c57b746fbe0c425bb9fe931405139c94c60c2","false","","","spanish_supplement","live_arxiv_screened_excluded_or_version_history","NOETHER_ROMANCE_SOURCE_CANON_UNREPRESENTED_LOCAL_SOURCE_CANDIDATES_20260704.csv; NOETHER_ROMANCE_SOURCE_CANON_SPANISH_SUPPLEMENT_LIVE_ARXIV_VERIFICATION_20260705.csv","api_and_eprint_http_200","pdf_fallback_from_arxiv_eprint / application/pdf","off_topic_spanish_pdf_fallback_not_promoted","Spanish title but cs.CV/water-body image-processing topic; e-print endpoint returns PDF, not TeX/source; off-topic for Noether algebra/invariant source canon.","arXiv API license field blank; access/e-print URL verified; no license-clearance claim","Identificación y Registro Catastral de Cuerpos de Agua mediante Técnicas de Procesamiento Digital de Imagenes","cs.CV / ","live_matches_local=true","candidate rollup only; no translation; no term promotion; no native review; no approval; no license clearance; no gate promotion; no Git push"
