status,path,top_root,signal_terms,path_class,source_use_decision,non_claim_boundary
A,interlanguage-sidecar/interlanguage-fable-faa2c330-mutual-wake-standardization-refresh-20260706/INTERLANGUAGE_FABLE_FAA2C330_MUTUAL_WAKE_STANDARDIZATION_REFRESH_20260706/MARGINAL_INTELLIGIBILITY_FAA2C330_STANDARDIZATION_LEDGER.csv,interlanguage-sidecar,fable;interlanguage,fable-method-or-source-use-context,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/interlanguage-fable-faa2c330-mutual-wake-standardization-refresh-20260706/INTERLANGUAGE_FABLE_FAA2C330_MUTUAL_WAKE_STANDARDIZATION_REFRESH_20260706/MARGINAL_INTELLIGIBILITY_FAA2C330_STANDARDIZATION_LEDGER.json,interlanguage-sidecar,fable;interlanguage,fable-method-or-source-use-context,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/interlanguage-fable-faa2c330-mutual-wake-standardization-refresh-20260706/INTERLANGUAGE_FABLE_FAA2C330_MUTUAL_WAKE_STANDARDIZATION_REFRESH_20260706/MARKER_TABLE_FAA2C330_STANDARDIZATION_LEDGER.csv,interlanguage-sidecar,fable;interlanguage,fable-method-or-source-use-context,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/interlanguage-fable-faa2c330-mutual-wake-standardization-refresh-20260706/INTERLANGUAGE_FABLE_FAA2C330_MUTUAL_WAKE_STANDARDIZATION_REFRESH_20260706/MARKER_TABLE_FAA2C330_STANDARDIZATION_LEDGER.json,interlanguage-sidecar,fable;interlanguage,fable-method-or-source-use-context,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/interlanguage-fable-faa2c330-mutual-wake-standardization-refresh-20260706/INTERLANGUAGE_FABLE_FAA2C330_MUTUAL_WAKE_STANDARDIZATION_REFRESH_20260706/NORMALIZATION_FAA2C330_STANDARDIZATION_LEDGER.csv,interlanguage-sidecar,fable;interlanguage,fable-method-or-source-use-context,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/interlanguage-fable-faa2c330-mutual-wake-standardization-refresh-20260706/INTERLANGUAGE_FABLE_FAA2C330_MUTUAL_WAKE_STANDARDIZATION_REFRESH_20260706/NORMALIZATION_FAA2C330_STANDARDIZATION_LEDGER.json,interlanguage-sidecar,fable;interlanguage,fable-method-or-source-use-context,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/interlanguage-fable-faa2c330-mutual-wake-standardization-refresh-20260706/INTERLANGUAGE_FABLE_FAA2C330_MUTUAL_WAKE_STANDARDIZATION_REFRESH_20260706/PACKAGE_SUMMARY.csv,interlanguage-sidecar,fable;interlanguage,fable-method-or-source-use-context,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/interlanguage-fable-faa2c330-mutual-wake-standardization-refresh-20260706/INTERLANGUAGE_FABLE_FAA2C330_MUTUAL_WAKE_STANDARDIZATION_REFRESH_20260706/PACKAGE_SUMMARY.json,interlanguage-sidecar,fable;interlanguage,fable-method-or-source-use-context,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/interlanguage-fable-faa2c330-mutual-wake-standardization-refresh-20260706/INTERLANGUAGE_FABLE_FAA2C330_MUTUAL_WAKE_STANDARDIZATION_REFRESH_20260706/README.md,interlanguage-sidecar,fable;interlanguage,fable-method-or-source-use-context,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/interlanguage-fable-faa2c330-mutual-wake-standardization-refresh-20260706/INTERLANGUAGE_FABLE_FAA2C330_MUTUAL_WAKE_STANDARDIZATION_REFRESH_20260706/SESSION_LOGBOOK_20260706.md,interlanguage-sidecar,fable;interlanguage,fable-method-or-source-use-context,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/interlanguage-fable-faa2c330-mutual-wake-standardization-refresh-20260706/INTERLANGUAGE_FABLE_FAA2C330_MUTUAL_WAKE_STANDARDIZATION_REFRESH_20260706/SHA256SUMS.txt,interlanguage-sidecar,fable;interlanguage,fable-method-or-source-use-context,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/interlanguage-fable-faa2c330-mutual-wake-standardization-refresh-20260706/INTERLANGUAGE_FABLE_FAA2C330_MUTUAL_WAKE_STANDARDIZATION_REFRESH_20260706/SIBLING_WAKE_LEDGER_FAA2C330.csv,interlanguage-sidecar,fable;interlanguage,fable-method-or-source-use-context,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/interlanguage-fable-faa2c330-mutual-wake-standardization-refresh-20260706/INTERLANGUAGE_FABLE_FAA2C330_MUTUAL_WAKE_STANDARDIZATION_REFRESH_20260706/SIBLING_WAKE_LEDGER_FAA2C330.json,interlanguage-sidecar,fable;interlanguage,fable-method-or-source-use-context,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/interlanguage-fable-faa2c330-mutual-wake-standardization-refresh-20260706/INTERLANGUAGE_FABLE_FAA2C330_MUTUAL_WAKE_STANDARDIZATION_REFRESH_20260706/SOURCE_BODY_COPY_INDEX_FAA2C330.csv,interlanguage-sidecar,fable;interlanguage,fable-method-or-source-use-context,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/interlanguage-fable-faa2c330-mutual-wake-standardization-refresh-20260706/INTERLANGUAGE_FABLE_FAA2C330_MUTUAL_WAKE_STANDARDIZATION_REFRESH_20260706/SOURCE_BODY_COPY_INDEX_FAA2C330.json,interlanguage-sidecar,fable;interlanguage,fable-method-or-source-use-context,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/interlanguage-fable-faa2c330-mutual-wake-standardization-refresh-20260706/INTERLANGUAGE_FABLE_FAA2C330_MUTUAL_WAKE_STANDARDIZATION_REFRESH_20260706/SOURCE_GATED_INTERLINEAR_FAA2C330_STANDARDIZATION_QUEUE.csv,interlanguage-sidecar,fable;interlanguage,fable-method-or-source-use-context,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/interlanguage-fable-faa2c330-mutual-wake-standardization-refresh-20260706/INTERLANGUAGE_FABLE_FAA2C330_MUTUAL_WAKE_STANDARDIZATION_REFRESH_20260706/SOURCE_GATED_INTERLINEAR_FAA2C330_STANDARDIZATION_QUEUE.json,interlanguage-sidecar,fable;interlanguage,fable-method-or-source-use-context,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/interlanguage-fable-faa2c330-mutual-wake-standardization-refresh-20260706/INTERLANGUAGE_FABLE_FAA2C330_MUTUAL_WAKE_STANDARDIZATION_REFRESH_20260706/SOURCE_USE_FAA2C330_STANDARDIZATION_LEDGER.csv,interlanguage-sidecar,source_use;fable;interlanguage,fable-method-or-source-use-context,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/interlanguage-fable-faa2c330-mutual-wake-standardization-refresh-20260706/INTERLANGUAGE_FABLE_FAA2C330_MUTUAL_WAKE_STANDARDIZATION_REFRESH_20260706/SOURCE_USE_FAA2C330_STANDARDIZATION_LEDGER.json,interlanguage-sidecar,source_use;fable;interlanguage,fable-method-or-source-use-context,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/interlanguage-fable-faa2c330-mutual-wake-standardization-refresh-20260706/INTERLANGUAGE_FABLE_FAA2C330_MUTUAL_WAKE_STANDARDIZATION_REFRESH_20260706/STANDARDIZATION_INSTRUCTIONS_FAA2C330.csv,interlanguage-sidecar,fable;interlanguage,fable-method-or-source-use-context,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/interlanguage-fable-faa2c330-mutual-wake-standardization-refresh-20260706/INTERLANGUAGE_FABLE_FAA2C330_MUTUAL_WAKE_STANDARDIZATION_REFRESH_20260706/STANDARDIZATION_INSTRUCTIONS_FAA2C330.json,interlanguage-sidecar,fable;interlanguage,fable-method-or-source-use-context,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/interlanguage-fable-faa2c330-mutual-wake-standardization-refresh-20260706/INTERLANGUAGE_FABLE_FAA2C330_MUTUAL_WAKE_STANDARDIZATION_REFRESH_20260706/source_bodies/001_modern-latex-manuscripts-20260609-174659_manifests_source_witness_quick_audit_20260604.md.excerpt.txt,interlanguage-sidecar,fable;interlanguage,fable-method-or-source-use-context,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/interlanguage-fable-faa2c330-mutual-wake-standardization-refresh-20260706/INTERLANGUAGE_FABLE_FAA2C330_MUTUAL_WAKE_STANDARDIZATION_REFRESH_20260706/source_bodies/002_modern-latex-manuscripts-20260609-174659_manifests_noether_multilingual_es_ja_status_20260603.md.excerpt.txt,interlanguage-sidecar,ja;fable;interlanguage,fable-method-or-source-use-context,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/interlanguage-fable-faa2c330-mutual-wake-standardization-refresh-20260706/INTERLANGUAGE_FABLE_FAA2C330_MUTUAL_WAKE_STANDARDIZATION_REFRESH_20260706/source_bodies/003_modern-latex-manuscripts-20260609-174659_manifests_noether_multilingual_through_paper43_20260604.md.excerpt.txt,interlanguage-sidecar,fable;interlanguage,fable-method-or-source-use-context,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/interlanguage-fable-faa2c330-mutual-wake-standardization-refresh-20260706/INTERLANGUAGE_FABLE_FAA2C330_MUTUAL_WAKE_STANDARDIZATION_REFRESH_20260706/source_bodies/004_modern-latex-manuscripts-20260609-174659_manifests_90_Noether_-_Public_Summary.json.excerpt.txt,interlanguage-sidecar,fable;interlanguage,fable-method-or-source-use-context,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/interlanguage-fable-faa2c330-mutual-wake-standardization-refresh-20260706/INTERLANGUAGE_FABLE_FAA2C330_MUTUAL_WAKE_STANDARDIZATION_REFRESH_20260706/source_bodies/005_modern-latex-manuscripts-20260609-174659_manifests_90_Non-European_Mathematics_-_Public_Summary.json.excerpt.txt,interlanguage-sidecar,fable;interlanguage,fable-method-or-source-use-context,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/interlanguage-fable-faa2c330-mutual-wake-standardization-refresh-20260706/INTERLANGUAGE_FABLE_FAA2C330_MUTUAL_WAKE_STANDARDIZATION_REFRESH_20260706/source_bodies/006_modern-latex-manuscripts-20260609-174659_manifests_90_Islamic_and_Arabic_Mathematical_Texts_-_Public_Summary.json.excerpt.txt,interlanguage-sidecar,fable;interlanguage,fable-method-or-source-use-context,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/interlanguage-fable-faa2c330-mutual-wake-standardization-refresh-20260706/INTERLANGUAGE_FABLE_FAA2C330_MUTUAL_WAKE_STANDARDIZATION_REFRESH_20260706/source_bodies/007_modern-latex-manuscripts-20260609-174659_manifests_non_european_upload_manifest.csv.excerpt.txt,interlanguage-sidecar,fable;interlanguage,fable-method-or-source-use-context,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/interlanguage-fable-faa2c330-mutual-wake-standardization-refresh-20260706/INTERLANGUAGE_FABLE_FAA2C330_MUTUAL_WAKE_STANDARDIZATION_REFRESH_20260706/source_bodies/008_slavic-reference-lanes_REFERENCE_MANIFEST.md.excerpt.txt,interlanguage-sidecar,fable;interlanguage,fable-method-or-source-use-context,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/interlanguage-fable-faa2c330-mutual-wake-standardization-refresh-20260706/INTERLANGUAGE_FABLE_FAA2C330_MUTUAL_WAKE_STANDARDIZATION_REFRESH_20260706/source_bodies/009_slavic-reference-lanes_arxiv-linguistic-samples_arxiv_samples_manifest.csv.excerpt.txt,interlanguage-sidecar,fable;interlanguage,fable-method-or-source-use-context,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/interlanguage-fable-faa2c330-mutual-wake-standardization-refresh-20260706/INTERLANGUAGE_FABLE_FAA2C330_MUTUAL_WAKE_STANDARDIZATION_REFRESH_20260706/source_bodies/010_slavic-reference-lanes_arxiv-linguistic-samples_russian_1803.03938_finite_dimensional_commutative_algebras_ru_source_source.decoded-utf8.tex.excerpt.txt,interlanguage-sidecar,fable;interlanguage,fable-method-or-source-use-context,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/interlanguage-fable-faa2c330-mutual-wake-standardization-refresh-20260706/INTERLANGUAGE_FABLE_FAA2C330_MUTUAL_WAKE_STANDARDIZATION_REFRESH_20260706/source_bodies/011_slavic-reference-lanes_arxiv-linguistic-samples_russian_2001.00317_wild_automorphism_free_novikov_algebra_ru_source_source.decoded-utf8.tex.excerpt.txt,interlanguage-sidecar,ko;fable;interlanguage,fable-method-or-source-use-context,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/interlanguage-fable-faa2c330-mutual-wake-standardization-refresh-20260706/INTERLANGUAGE_FABLE_FAA2C330_MUTUAL_WAKE_STANDARDIZATION_REFRESH_20260706/source_bodies/012_slavic-reference-lanes_arxiv-linguistic-samples_russian_2002.02745_lie_algebras_locally_nilpotent_derivations_ru_source_source.tex.excerpt.txt,interlanguage-sidecar,fable;interlanguage,fable-method-or-source-use-context,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/interlanguage-fable-faa2c330-mutual-wake-standardization-refresh-20260706/INTERLANGUAGE_FABLE_FAA2C330_MUTUAL_WAKE_STANDARDIZATION_REFRESH_20260706/source_bodies/013_ce-lanes_arxiv-linguistic-samples_ukrainian_2412.01870_biharmonic_commutative_algebra_uk_source_Menchov_therem_in_arbitrary_algebra_2.decoded-utf8.tex.excerpt.txt,interlanguage-sidecar,fable;interlanguage,fable-method-or-source-use-context,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/interlanguage-fable-faa2c330-mutual-wake-standardization-refresh-20260706/INTERLANGUAGE_FABLE_FAA2C330_MUTUAL_WAKE_STANDARDIZATION_REFRESH_20260706/source_bodies/014_slavic-reference-lanes_arxiv-linguistic-samples_ukrainian_math_0702732_roberts_ternary_forms_uk_source_source.decoded-utf8.tex.excerpt.txt,interlanguage-sidecar,fable;interlanguage,fable-method-or-source-use-context,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/interlanguage-fable-faa2c330-mutual-wake-standardization-refresh-20260706/INTERLANGUAGE_FABLE_FAA2C330_MUTUAL_WAKE_STANDARDIZATION_REFRESH_20260706/source_bodies/015_slavic-reference-lanes_panslavic-interslavic-raw-20260609_interslav_Analiza.txt.excerpt.txt,interlanguage-sidecar,fable;interlanguage,fable-method-or-source-use-context,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/interlanguage-fable-faa2c330-mutual-wake-standardization-refresh-20260706/INTERLANGUAGE_FABLE_FAA2C330_MUTUAL_WAKE_STANDARDIZATION_REFRESH_20260706/source_bodies/016_slavic-reference-lanes_panslavic-interslavic-raw-20260609_Interslavic_Math_Sidecar_20260608_glossary_noether_math_slavic_sidecar_seed.csv.excerpt.txt,interlanguage-sidecar,fable;interlanguage,fable-method-or-source-use-context,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/interlanguage-fable-faa2c330-mutual-wake-standardization-refresh-20260706/INTERLANGUAGE_FABLE_FAA2C330_MUTUAL_WAKE_STANDARDIZATION_REFRESH_20260706/source_bodies/017_slavic-reference-lanes_panslavic-interslavic-starter-resources-20260608_glossary_noether_math_slavic_sidecar_seed.csv.excerpt.txt,interlanguage-sidecar,fable;interlanguage,fable-method-or-source-use-context,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/interlanguage-fable-faa2c330-mutual-wake-standardization-refresh-20260706/INTERLANGUAGE_FABLE_FAA2C330_MUTUAL_WAKE_STANDARDIZATION_REFRESH_20260706/source_bodies/018_noether-canonical-reference_dutch_Noether_Paper01_Dutch_Translation_MODERN_TEX.tex.excerpt.txt,interlanguage-sidecar,fable;interlanguage,fable-method-or-source-use-context,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/interlanguage-fable-faa2c330-mutual-wake-standardization-refresh-20260706/INTERLANGUAGE_FABLE_FAA2C330_MUTUAL_WAKE_STANDARDIZATION_REFRESH_20260706/source_bodies/019_noether-canonical-reference_dutch_translation-audit-and-glossary.md.excerpt.txt,interlanguage-sidecar,fable;interlanguage,fable-method-or-source-use-context,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/interlanguage-fable-faa2c330-mutual-wake-standardization-refresh-20260706/INTERLANGUAGE_FABLE_FAA2C330_MUTUAL_WAKE_STANDARDIZATION_REFRESH_20260706/source_bodies/020_noether-canonical-reference_translation-self-audit.md.excerpt.txt,interlanguage-sidecar,fable;interlanguage,fable-method-or-source-use-context,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/interlanguage-fable-faa2c330-mutual-wake-standardization-refresh-20260706/INTERLANGUAGE_FABLE_FAA2C330_MUTUAL_WAKE_STANDARDIZATION_REFRESH_20260706/source_bodies/021_dutch-math-samples_keune-algebra-en-onderwijs.html.excerpt.txt,interlanguage-sidecar,fable;interlanguage,fable-method-or-source-use-context,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
A,interlanguage-sidecar/interlanguage-fable-faa2c330-mutual-wake-standardization-refresh-20260706/INTERLANGUAGE_FABLE_FAA2C330_MUTUAL_WAKE_STANDARDIZATION_REFRESH_20260706/source_bodies/022_dutch-math-samples_uu-lichamen-en-galoistheorie.html.excerpt.txt,interlanguage-sidecar,fable;interlanguage,fable-method-or-source-use-context,branch-visible context only; do not treat as native CJK evidence unless class is cjk-native-source-packet or source-body row is independently checked,"CJK native/source evidence, source-use, codepoint, and gap recovery only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, pan-CJK authority, Korean-school authority, or translation completion claim."
