source_document_id,findability_id,language_code,language_bucket,family,branch,file_type,source_path,local_path,provenance_url,raw_source_url,repository_full_name,hash_sha256,byte_count,license_availability_note,access_class,topic_tags,script_counts_json,witness_category,upload_policy,source_use_label,non_claim_boundary
CJK-SOURCE-BODY-20260705-0026,CJK-FIND-20260705-008,zh-Hans,simplified_chinese,Sinitic,Mandarin/Simplified-script source lane,tex-or-latex-source,讲义/专题/第二十七讲 线性代数与多元微积分.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\simplified_chinese\GooduckZ__Linear-Algebra-for-ZJUCKC\讲义\专题\第二十七讲 线性代数与多元微积分.tex,https://github.com/GooduckZ/Linear-Algebra-for-ZJUCKC,https://raw.githubusercontent.com/GooduckZ/Linear-Algebra-for-ZJUCKC/new/%E8%AE%B2%E4%B9%89/%E4%B8%93%E9%A2%98/%E7%AC%AC%E4%BA%8C%E5%8D%81%E4%B8%83%E8%AE%B2%20%E7%BA%BF%E6%80%A7%E4%BB%A3%E6%95%B0%E4%B8%8E%E5%A4%9A%E5%85%83%E5%BE%AE%E7%A7%AF%E5%88%86.tex,GooduckZ/Linear-Algebra-for-ZJUCKC,43236415D543748677FEB313FEA1A72116CDE039092EB5B1D53E5FDF54F8CDAA,517,GitHub license signal: NOASSERTION; manual review required,manifest_only_raw_payload_blocked_pending_license_access_review,linear algebra; higher algebra; Zhejiang University Chu Kochen College; TeX,"{""ASCII"": 403, ""CJK_Unified_Ideograph"": 38}",source-witness,dedicated_source_body_corpus_local_package,native-source-body,"literal source body only; no native review, accepted terminology, license clearance, gate promotion, source-canon completion, translation completion, Korean-school claim, pan-CJK claim, or generated-translation evidence claim"
CJK-SOURCE-BODY-20260705-0027,CJK-FIND-20260705-008,zh-Hans,simplified_chinese,Sinitic,Mandarin/Simplified-script source lane,tex-or-latex-source,讲义/专题/第二十八讲 线性代数与统计学.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\simplified_chinese\GooduckZ__Linear-Algebra-for-ZJUCKC\讲义\专题\第二十八讲 线性代数与统计学.tex,https://github.com/GooduckZ/Linear-Algebra-for-ZJUCKC,https://raw.githubusercontent.com/GooduckZ/Linear-Algebra-for-ZJUCKC/new/%E8%AE%B2%E4%B9%89/%E4%B8%93%E9%A2%98/%E7%AC%AC%E4%BA%8C%E5%8D%81%E5%85%AB%E8%AE%B2%20%E7%BA%BF%E6%80%A7%E4%BB%A3%E6%95%B0%E4%B8%8E%E7%BB%9F%E8%AE%A1%E5%AD%A6.tex,GooduckZ/Linear-Algebra-for-ZJUCKC,0E05F16060C3F75300F759D46664EFD8F237892168FDC76E1AA767275B4788BF,1200,GitHub license signal: NOASSERTION; manual review required,manifest_only_raw_payload_blocked_pending_license_access_review,linear algebra; higher algebra; Zhejiang University Chu Kochen College; TeX,"{""ASCII"": 414, ""CJK_Punctuation"": 2, ""CJK_Unified_Ideograph"": 247, ""Fullwidth"": 9, ""Other_Non_ASCII"": 4}",source-witness,dedicated_source_body_corpus_local_package,native-source-body,"literal source body only; no native review, accepted terminology, license clearance, gate promotion, source-canon completion, translation completion, Korean-school claim, pan-CJK claim, or generated-translation evidence claim"
CJK-SOURCE-BODY-20260705-0028,CJK-FIND-20260705-008,zh-Hans,simplified_chinese,Sinitic,Mandarin/Simplified-script source lane,tex-or-latex-source,讲义/专题/第二十六讲 线性代数与解析几何基础.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\simplified_chinese\GooduckZ__Linear-Algebra-for-ZJUCKC\讲义\专题\第二十六讲 线性代数与解析几何基础.tex,https://github.com/GooduckZ/Linear-Algebra-for-ZJUCKC,https://raw.githubusercontent.com/GooduckZ/Linear-Algebra-for-ZJUCKC/new/%E8%AE%B2%E4%B9%89/%E4%B8%93%E9%A2%98/%E7%AC%AC%E4%BA%8C%E5%8D%81%E5%85%AD%E8%AE%B2%20%E7%BA%BF%E6%80%A7%E4%BB%A3%E6%95%B0%E4%B8%8E%E8%A7%A3%E6%9E%90%E5%87%A0%E4%BD%95%E5%9F%BA%E7%A1%80.tex,GooduckZ/Linear-Algebra-for-ZJUCKC,C6DB20BD692B44CBE5C1E0F1BFD55296388440E26CBCF8BD0186898817002D6C,10145,GitHub license signal: NOASSERTION; manual review required,manifest_only_raw_payload_blocked_pending_license_access_review,linear algebra; higher algebra; Zhejiang University Chu Kochen College; TeX,"{""ASCII"": 2669, ""CJK_Punctuation"": 13, ""CJK_Unified_Ideograph"": 2373, ""Fullwidth"": 106}",source-witness,dedicated_source_body_corpus_local_package,native-source-body,"literal source body only; no native review, accepted terminology, license clearance, gate promotion, source-canon completion, translation completion, Korean-school claim, pan-CJK claim, or generated-translation evidence claim"
CJK-SOURCE-BODY-20260705-0029,CJK-FIND-20260705-008,zh-Hans,simplified_chinese,Sinitic,Mandarin/Simplified-script source lane,tex-or-latex-source,讲义/线性代数荣誉课辅学讲义.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\simplified_chinese\GooduckZ__Linear-Algebra-for-ZJUCKC\讲义\线性代数荣誉课辅学讲义.tex,https://github.com/GooduckZ/Linear-Algebra-for-ZJUCKC,https://raw.githubusercontent.com/GooduckZ/Linear-Algebra-for-ZJUCKC/new/%E8%AE%B2%E4%B9%89/%E7%BA%BF%E6%80%A7%E4%BB%A3%E6%95%B0%E8%8D%A3%E8%AA%89%E8%AF%BE%E8%BE%85%E5%AD%A6%E8%AE%B2%E4%B9%89.tex,GooduckZ/Linear-Algebra-for-ZJUCKC,50F6299EFEF2D089FD59EA5AE270247CB32F79D0B8A152FC863C6ADC58E58076,4369,GitHub license signal: NOASSERTION; manual review required,manifest_only_raw_payload_blocked_pending_license_access_review,linear algebra; higher algebra; Zhejiang University Chu Kochen College; TeX,"{""ASCII"": 2959, ""CJK_Unified_Ideograph"": 457, ""Fullwidth"": 13}",source-witness,dedicated_source_body_corpus_local_package,native-source-body,"literal source body only; no native review, accepted terminology, license clearance, gate promotion, source-canon completion, translation completion, Korean-school claim, pan-CJK claim, or generated-translation evidence claim"
CJK-SOURCE-BODY-20260705-0030,CJK-FIND-20260705-009,zh-Hans,simplified_chinese,Sinitic,Mandarin/Simplified-script source lane,tex-or-latex-source,讲义/专题/21 线性代数与几何.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\simplified_chinese\yhwu-is__Linear-Algebra-Left-Undone\讲义\专题\21 线性代数与几何.tex,https://github.com/yhwu-is/Linear-Algebra-Left-Undone,https://raw.githubusercontent.com/yhwu-is/Linear-Algebra-Left-Undone/new/%E8%AE%B2%E4%B9%89/%E4%B8%93%E9%A2%98/21%20%E7%BA%BF%E6%80%A7%E4%BB%A3%E6%95%B0%E4%B8%8E%E5%87%A0%E4%BD%95.tex,yhwu-is/Linear-Algebra-Left-Undone,AED9641906AF5887BEBBFB1BB3337D1C3973A833E18F27AF7A351C53FCEF7AB0,56487,GitHub license signal: NOASSERTION; manual review required,manifest_only_raw_payload_blocked_pending_license_access_review,linear algebra; higher algebra; Chinese TeX notes,"{""ASCII"": 32508, ""CJK_Punctuation"": 31, ""CJK_Unified_Ideograph"": 7590, ""Fullwidth"": 372}",source-witness,dedicated_source_body_corpus_local_package,native-source-body,"literal source body only; no native review, accepted terminology, license clearance, gate promotion, source-canon completion, translation completion, Korean-school claim, pan-CJK claim, or generated-translation evidence claim"
CJK-SOURCE-BODY-20260705-0031,CJK-FIND-20260705-009,zh-Hans,simplified_chinese,Sinitic,Mandarin/Simplified-script source lane,tex-or-latex-source,讲义/专题/24 线性代数与微积分.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\simplified_chinese\yhwu-is__Linear-Algebra-Left-Undone\讲义\专题\24 线性代数与微积分.tex,https://github.com/yhwu-is/Linear-Algebra-Left-Undone,https://raw.githubusercontent.com/yhwu-is/Linear-Algebra-Left-Undone/new/%E8%AE%B2%E4%B9%89/%E4%B8%93%E9%A2%98/24%20%E7%BA%BF%E6%80%A7%E4%BB%A3%E6%95%B0%E4%B8%8E%E5%BE%AE%E7%A7%AF%E5%88%86.tex,yhwu-is/Linear-Algebra-Left-Undone,FA3DE29430871EED80E6CDC4490EF109719F4894490F2CF74030F8CE98A4686A,77050,GitHub license signal: NOASSERTION; manual review required,manifest_only_raw_payload_blocked_pending_license_access_review,linear algebra; higher algebra; Chinese TeX notes,"{""ASCII"": 41500, ""CJK_Punctuation"": 21, ""CJK_Unified_Ideograph"": 10961, ""Fullwidth"": 862, ""Other_Non_ASCII"": 6}",source-witness,dedicated_source_body_corpus_local_package,native-source-body,"literal source body only; no native review, accepted terminology, license clearance, gate promotion, source-canon completion, translation completion, Korean-school claim, pan-CJK claim, or generated-translation evidence claim"
CJK-SOURCE-BODY-20260705-0032,CJK-FIND-20260705-009,zh-Hans,simplified_chinese,Sinitic,Mandarin/Simplified-script source lane,tex-or-latex-source,讲义/专题/25 线性代数与最优化问题.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\simplified_chinese\yhwu-is__Linear-Algebra-Left-Undone\讲义\专题\25 线性代数与最优化问题.tex,https://github.com/yhwu-is/Linear-Algebra-Left-Undone,https://raw.githubusercontent.com/yhwu-is/Linear-Algebra-Left-Undone/new/%E8%AE%B2%E4%B9%89/%E4%B8%93%E9%A2%98/25%20%E7%BA%BF%E6%80%A7%E4%BB%A3%E6%95%B0%E4%B8%8E%E6%9C%80%E4%BC%98%E5%8C%96%E9%97%AE%E9%A2%98.tex,yhwu-is/Linear-Algebra-Left-Undone,F6879ADD78ECCE44CB37FD1C77FA4911F9D631B27F4D637BEA1C9640CB0F3920,500,GitHub license signal: NOASSERTION; manual review required,manifest_only_raw_payload_blocked_pending_license_access_review,linear algebra; higher algebra; Chinese TeX notes,"{""ASCII"": 306, ""CJK_Unified_Ideograph"": 59, ""Fullwidth"": 5, ""Other_Non_ASCII"": 1}",source-witness,dedicated_source_body_corpus_local_package,native-source-body,"literal source body only; no native review, accepted terminology, license clearance, gate promotion, source-canon completion, translation completion, Korean-school claim, pan-CJK claim, or generated-translation evidence claim"
CJK-SOURCE-BODY-20260705-0033,CJK-FIND-20260705-009,zh-Hans,simplified_chinese,Sinitic,Mandarin/Simplified-script source lane,tex-or-latex-source,讲义/其它/未竟专题14 范畴论视角下的线性代数.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\simplified_chinese\yhwu-is__Linear-Algebra-Left-Undone\讲义\其它\未竟专题14 范畴论视角下的线性代数.tex,https://github.com/yhwu-is/Linear-Algebra-Left-Undone,https://raw.githubusercontent.com/yhwu-is/Linear-Algebra-Left-Undone/new/%E8%AE%B2%E4%B9%89/%E5%85%B6%E5%AE%83/%E6%9C%AA%E7%AB%9F%E4%B8%93%E9%A2%9814%20%E8%8C%83%E7%95%B4%E8%AE%BA%E8%A7%86%E8%A7%92%E4%B8%8B%E7%9A%84%E7%BA%BF%E6%80%A7%E4%BB%A3%E6%95%B0.tex,yhwu-is/Linear-Algebra-Left-Undone,E5759D46388B4BDA6208760996DBF311C1750352B97DC676DC9E73CA57C13353,24520,GitHub license signal: NOASSERTION; manual review required,manifest_only_raw_payload_blocked_pending_license_access_review,linear algebra; higher algebra; Chinese TeX notes,"{""ASCII"": 8047, ""CJK_Punctuation"": 16, ""CJK_Unified_Ideograph"": 5114, ""Fullwidth"": 349, ""Other_Non_ASCII"": 12}",source-witness,dedicated_source_body_corpus_local_package,native-source-body,"literal source body only; no native review, accepted terminology, license clearance, gate promotion, source-canon completion, translation completion, Korean-school claim, pan-CJK claim, or generated-translation evidence claim"
CJK-SOURCE-BODY-20260705-0034,CJK-FIND-20260705-010,zh-Hans,simplified_chinese,Sinitic,Mandarin/Simplified-script source lane,tex-or-latex-source,Notes/elegantbook.cls,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\simplified_chinese\DolveKD__Advanced-Algebra-Notes\Notes\elegantbook.cls,https://github.com/DolveKD/Advanced-Algebra-Notes,https://raw.githubusercontent.com/DolveKD/Advanced-Algebra-Notes/main/Notes/elegantbook.cls,DolveKD/Advanced-Algebra-Notes,01C64C1E479D8A21E8CF5B7B6CF907449CAA5B5C8A6F8241C1812A77AB3A4B7F,50670,No GitHub license detected in repository metadata; manual license/access review required,manifest_only_raw_payload_blocked_pending_license_access_review,advanced algebra; higher algebra; Chinese TeX notes,"{""ASCII"": 49373, ""CJK_Unified_Ideograph"": 189, ""Fullwidth"": 15, ""Katakana"": 25, ""Other_Non_ASCII"": 305}",source-witness,dedicated_source_body_corpus_local_package,native-source-body,"literal source body only; no native review, accepted terminology, license clearance, gate promotion, source-canon completion, translation completion, Korean-school claim, pan-CJK claim, or generated-translation evidence claim"
CJK-SOURCE-BODY-20260705-0035,CJK-FIND-20260705-010,zh-Hans,simplified_chinese,Sinitic,Mandarin/Simplified-script source lane,tex-or-latex-source,Notes/note.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\simplified_chinese\DolveKD__Advanced-Algebra-Notes\Notes\note.tex,https://github.com/DolveKD/Advanced-Algebra-Notes,https://raw.githubusercontent.com/DolveKD/Advanced-Algebra-Notes/main/Notes/note.tex,DolveKD/Advanced-Algebra-Notes,93D626F5BE0215A65C663506637A663E567E106F3371AC4D47732F8A0968C0D4,10462,No GitHub license detected in repository metadata; manual license/access review required,manifest_only_raw_payload_blocked_pending_license_access_review,advanced algebra; higher algebra; Chinese TeX notes,"{""ASCII"": 7823, ""CJK_Punctuation"": 13, ""CJK_Unified_Ideograph"": 791, ""Fullwidth"": 75, ""Other_Non_ASCII"": 1}",source-witness,dedicated_source_body_corpus_local_package,native-source-body,"literal source body only; no native review, accepted terminology, license clearance, gate promotion, source-canon completion, translation completion, Korean-school claim, pan-CJK claim, or generated-translation evidence claim"
CJK-SOURCE-BODY-20260705-0036,CJK-FIND-20260705-010,zh-Hans,simplified_chinese,Sinitic,Mandarin/Simplified-script source lane,text-or-repository-metadata,README.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\simplified_chinese\DolveKD__Advanced-Algebra-Notes\README.md,https://github.com/DolveKD/Advanced-Algebra-Notes,https://raw.githubusercontent.com/DolveKD/Advanced-Algebra-Notes/main/README.md,DolveKD/Advanced-Algebra-Notes,524AE7CFEA06018ED9EEB6EA15C9C82EE5F9DEF8F05D35D318757191C976FBB1,420,No GitHub license detected in repository metadata; manual license/access review required,manifest_only_raw_payload_blocked_pending_license_access_review,advanced algebra; higher algebra; Chinese TeX notes,"{""ASCII"": 240, ""CJK_Punctuation"": 2, ""CJK_Unified_Ideograph"": 56, ""Fullwidth"": 2}",source-witness,dedicated_source_body_corpus_local_package,native-source-body,"literal source body only; no native review, accepted terminology, license clearance, gate promotion, source-canon completion, translation completion, Korean-school claim, pan-CJK claim, or generated-translation evidence claim"
CJK-SOURCE-BODY-20260705-0037,CJK-FIND-20260705-011,zh-Hans,simplified_chinese,Sinitic,Mandarin/Simplified-script source lane,tex-or-latex-source,Note/AdvancedAlgebra.cls,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\simplified_chinese\arshtyi__Advanced-Algebra\Note\AdvancedAlgebra.cls,https://github.com/arshtyi/Advanced-Algebra,https://raw.githubusercontent.com/arshtyi/Advanced-Algebra/main/Note/AdvancedAlgebra.cls,arshtyi/Advanced-Algebra,C87B9CF03102494A90B4D0730F86A0D1CA41B05504F00B565CDA1BF9ECD60E7D,3714,GitHub license signal: MIT (MIT License); not legal clearance,manifest_only_payload_requires_dedicated_b3_license_review,advanced algebra; higher algebra; Chinese TeX notes,"{""ASCII"": 3714}",source-witness,dedicated_source_body_corpus_local_package,native-source-body,"literal source body only; no native review, accepted terminology, license clearance, gate promotion, source-canon completion, translation completion, Korean-school claim, pan-CJK claim, or generated-translation evidence claim"
CJK-SOURCE-BODY-20260705-0038,CJK-FIND-20260705-011,zh-Hans,simplified_chinese,Sinitic,Mandarin/Simplified-script source lane,tex-or-latex-source,Note/AdvancedAlgebra.sty,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\simplified_chinese\arshtyi__Advanced-Algebra\Note\AdvancedAlgebra.sty,https://github.com/arshtyi/Advanced-Algebra,https://raw.githubusercontent.com/arshtyi/Advanced-Algebra/main/Note/AdvancedAlgebra.sty,arshtyi/Advanced-Algebra,29E101CD716FF392EEC6597C9CA9AD24C5EF172A7430B6436486BF53D3107D66,30130,GitHub license signal: MIT (MIT License); not legal clearance,manifest_only_payload_requires_dedicated_b3_license_review,advanced algebra; higher algebra; Chinese TeX notes,"{""ASCII"": 29977, ""CJK_Unified_Ideograph"": 51}",source-witness,dedicated_source_body_corpus_local_package,native-source-body,"literal source body only; no native review, accepted terminology, license clearance, gate promotion, source-canon completion, translation completion, Korean-school claim, pan-CJK claim, or generated-translation evidence claim"
CJK-SOURCE-BODY-20260705-0039,CJK-FIND-20260705-011,zh-Hans,simplified_chinese,Sinitic,Mandarin/Simplified-script source lane,tex-or-latex-source,Note/AdvancedAlgebra.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\simplified_chinese\arshtyi__Advanced-Algebra\Note\AdvancedAlgebra.tex,https://github.com/arshtyi/Advanced-Algebra,https://raw.githubusercontent.com/arshtyi/Advanced-Algebra/main/Note/AdvancedAlgebra.tex,arshtyi/Advanced-Algebra,B93338B7AFFB98F7247E36BD82E7C9AA1902F5A10F260BB87B57DD364A3CEB34,670,GitHub license signal: MIT (MIT License); not legal clearance,manifest_only_payload_requires_dedicated_b3_license_review,advanced algebra; higher algebra; Chinese TeX notes,"{""ASCII"": 652, ""CJK_Unified_Ideograph"": 6}",source-witness,dedicated_source_body_corpus_local_package,native-source-body,"literal source body only; no native review, accepted terminology, license clearance, gate promotion, source-canon completion, translation completion, Korean-school claim, pan-CJK claim, or generated-translation evidence claim"
CJK-SOURCE-BODY-20260705-0040,CJK-FIND-20260705-011,zh-Hans,simplified_chinese,Sinitic,Mandarin/Simplified-script source lane,tex-or-latex-source,Note/Macros.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\simplified_chinese\arshtyi__Advanced-Algebra\Note\Macros.tex,https://github.com/arshtyi/Advanced-Algebra,https://raw.githubusercontent.com/arshtyi/Advanced-Algebra/main/Note/Macros.tex,arshtyi/Advanced-Algebra,6CC11754105CCDF1FE8543957D0D298973E3FDB14711ACDF33F5102E10A66363,3178,GitHub license signal: MIT (MIT License); not legal clearance,manifest_only_payload_requires_dedicated_b3_license_review,advanced algebra; higher algebra; Chinese TeX notes,"{""ASCII"": 3178}",source-witness,dedicated_source_body_corpus_local_package,native-source-body,"literal source body only; no native review, accepted terminology, license clearance, gate promotion, source-canon completion, translation completion, Korean-school claim, pan-CJK claim, or generated-translation evidence claim"
CJK-SOURCE-BODY-20260705-0041,CJK-FIND-20260705-012,ko,korean_addendum,Koreanic,Korean addendum/source-routing,tex-or-latex-source,2016_GSHS_Linear_Algebra/midterm/Ch2_systems_of_linear_equations.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\korean_addendum\gshstexsociety__examples\2016_GSHS_Linear_Algebra\midterm\Ch2_systems_of_linear_equations.tex,https://github.com/gshstexsociety/examples,https://raw.githubusercontent.com/gshstexsociety/examples/master/2016_GSHS_Linear_Algebra/midterm/Ch2_systems_of_linear_equations.tex,gshstexsociety/examples,6EA160938CD19562A3A78B9FF34541CE682AE0E7E387D5E95EDE435706E59C59,26380,No GitHub license detected in repository metadata; manual license/access review required,manifest_only_raw_payload_blocked_pending_license_access_review,linear algebra; Korean TeX examples; source-routing addendum,"{""ASCII"": 26380}",source-witness,dedicated_source_body_corpus_local_package,native-source-body,"literal source body only; no native review, accepted terminology, license clearance, gate promotion, source-canon completion, translation completion, Korean-school claim, pan-CJK claim, or generated-translation evidence claim"
CJK-SOURCE-BODY-20260705-0042,CJK-FIND-20260705-012,ko,korean_addendum,Koreanic,Korean addendum/source-routing,tex-or-latex-source,2015_Science_Research_Writing/2015_Science_Research_Writing.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\korean_addendum\gshstexsociety__examples\2015_Science_Research_Writing\2015_Science_Research_Writing.tex,https://github.com/gshstexsociety/examples,https://raw.githubusercontent.com/gshstexsociety/examples/master/2015_Science_Research_Writing/2015_Science_Research_Writing.tex,gshstexsociety/examples,2418E081BB201D35C9B48693A8F11D32A4028CF70ED13B5F2B2A1C2554C1B81F,36423,No GitHub license detected in repository metadata; manual license/access review required,manifest_only_raw_payload_blocked_pending_license_access_review,linear algebra; Korean TeX examples; source-routing addendum,"{""ASCII"": 23713, ""Hangul"": 4236, ""Other_Non_ASCII"": 1}",source-witness,dedicated_source_body_corpus_local_package,native-source-body,"literal source body only; no native review, accepted terminology, license clearance, gate promotion, source-canon completion, translation completion, Korean-school claim, pan-CJK claim, or generated-translation evidence claim"
CJK-SOURCE-BODY-20260705-0043,CJK-FIND-20260705-012,ko,korean_addendum,Koreanic,Korean addendum/source-routing,tex-or-latex-source,2016_GSHS_Linear_Algebra/final/Appendix.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\korean_addendum\gshstexsociety__examples\2016_GSHS_Linear_Algebra\final\Appendix.tex,https://github.com/gshstexsociety/examples,https://raw.githubusercontent.com/gshstexsociety/examples/master/2016_GSHS_Linear_Algebra/final/Appendix.tex,gshstexsociety/examples,40778798CE3D37A5B767D750F755C3B583FA7308BEC2CCE9A57DBE7001F79AEB,1470,No GitHub license detected in repository metadata; manual license/access review required,manifest_only_raw_payload_blocked_pending_license_access_review,linear algebra; Korean TeX examples; source-routing addendum,"{""ASCII"": 1392, ""Hangul"": 26}",source-witness,dedicated_source_body_corpus_local_package,native-source-body,"literal source body only; no native review, accepted terminology, license clearance, gate promotion, source-canon completion, translation completion, Korean-school claim, pan-CJK claim, or generated-translation evidence claim"
CJK-SOURCE-BODY-20260705-0044,CJK-FIND-20260705-012,ko,korean_addendum,Koreanic,Korean addendum/source-routing,tex-or-latex-source,2016_GSHS_Linear_Algebra/final/Ch3_Matrices.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\korean_addendum\gshstexsociety__examples\2016_GSHS_Linear_Algebra\final\Ch3_Matrices.tex,https://github.com/gshstexsociety/examples,https://raw.githubusercontent.com/gshstexsociety/examples/master/2016_GSHS_Linear_Algebra/final/Ch3_Matrices.tex,gshstexsociety/examples,554303F6D485DCF8FF96F1892730BD7654ECB8AFDD1CAB225D0C8B49E88E13CF,1392,No GitHub license detected in repository metadata; manual license/access review required,manifest_only_raw_payload_blocked_pending_license_access_review,linear algebra; Korean TeX examples; source-routing addendum,"{""ASCII"": 1392}",source-witness,dedicated_source_body_corpus_local_package,native-source-body,"literal source body only; no native review, accepted terminology, license clearance, gate promotion, source-canon completion, translation completion, Korean-school claim, pan-CJK claim, or generated-translation evidence claim"
CJK-SOURCE-BODY-20260705-0045,CJK-FIND-20260705-013,ko,korean_addendum,Koreanic,Korean addendum/source-routing,text-or-repository-metadata,part-1/01-category-the-essence-of-composition.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\korean_addendum\alstn2468__category-theory-for-programmers\part-1\01-category-the-essence-of-composition.md,https://github.com/alstn2468/category-theory-for-programmers,https://raw.githubusercontent.com/alstn2468/category-theory-for-programmers/main/part-1/01-category-the-essence-of-composition.md,alstn2468/category-theory-for-programmers,E90920D02AF52ED60CF797B1D70B91685ED320191825BBD1043C1F7F59C360D9,15371,GitHub license signal: MIT (MIT License); not legal clearance,manifest_only_payload_requires_dedicated_b3_license_review,category theory; Korean translation/source repository; adjacent algebra/crosswalk,"{""ASCII"": 3126, ""Hangul"": 4065, ""Other_Non_ASCII"": 17}",source-witness,dedicated_source_body_corpus_local_package,native-source-body,"literal source body only; no native review, accepted terminology, license clearance, gate promotion, source-canon completion, translation completion, Korean-school claim, pan-CJK claim, or generated-translation evidence claim"
CJK-SOURCE-BODY-20260705-0046,CJK-FIND-20260705-013,ko,korean_addendum,Koreanic,Korean addendum/source-routing,text-or-repository-metadata,part-1/06-simple-algebraic-data-types.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\korean_addendum\alstn2468__category-theory-for-programmers\part-1\06-simple-algebraic-data-types.md,https://github.com/alstn2468/category-theory-for-programmers,https://raw.githubusercontent.com/alstn2468/category-theory-for-programmers/main/part-1/06-simple-algebraic-data-types.md,alstn2468/category-theory-for-programmers,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,GitHub license signal: MIT (MIT License); not legal clearance,manifest_only_payload_requires_dedicated_b3_license_review,category theory; Korean translation/source repository; adjacent algebra/crosswalk,{},pointer-only,dedicated_source_body_corpus_local_package,pointer-only,"literal source body only; no native review, accepted terminology, license clearance, gate promotion, source-canon completion, translation completion, Korean-school claim, pan-CJK claim, or generated-translation evidence claim"
CJK-SOURCE-BODY-20260705-0047,CJK-FIND-20260705-013,ko,korean_addendum,Koreanic,Korean addendum/source-routing,text-or-repository-metadata,part-3/08-f-algebras.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\korean_addendum\alstn2468__category-theory-for-programmers\part-3\08-f-algebras.md,https://github.com/alstn2468/category-theory-for-programmers,https://raw.githubusercontent.com/alstn2468/category-theory-for-programmers/main/part-3/08-f-algebras.md,alstn2468/category-theory-for-programmers,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,GitHub license signal: MIT (MIT License); not legal clearance,manifest_only_payload_requires_dedicated_b3_license_review,category theory; Korean translation/source repository; adjacent algebra/crosswalk,{},pointer-only,dedicated_source_body_corpus_local_package,pointer-only,"literal source body only; no native review, accepted terminology, license clearance, gate promotion, source-canon completion, translation completion, Korean-school claim, pan-CJK claim, or generated-translation evidence claim"
