lexeme_id,candidate_bridge_form,language_code,language_lane,supporting_forms,adverse_forms,false_friend_notes,branch_weights_json,marginal_intelligibility_score,dominance_penalty,evidence_caution_factor,source_ref_factor,final_status,notes
CJK-LEX-maximal-ideal-ring-theory-09d85c73ef,極大イデアル,ja,japanese,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,CJK-ACQ-GAP-20260705-040,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.5, ""korean_addendum"": 0.0, ""simplified_chinese"": 0.5}",0.933333,0.333333,1.000000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-maximal-ideal-ring-theory-09d85c73ef,极大理想,zh-Hans,simplified_chinese,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,CJK-ACQ-GAP-20260705-040,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.5, ""korean_addendum"": 0.0, ""simplified_chinese"": 0.5}",0.933333,0.333333,1.000000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-modern-algebra-course-scope-87e7c7f2c8,현대대수학,ko,korean_addendum,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,CJK-ACQ-GAP-20260705-017,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.0, ""korean_addendum"": 1.0, ""simplified_chinese"": 0.0}",0.494400,0.666667,1.000000,0.600000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-module-homomorphism-module-theory-9946a747d4,模同态,zh-Hans,simplified_chinese,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.0, ""korean_addendum"": 0.5, ""simplified_chinese"": 0.5}",0.933333,0.333333,1.000000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-module-homomorphism-module-theory-9946a747d4,가군 준동형사상,ko,korean_addendum,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.0, ""korean_addendum"": 0.5, ""simplified_chinese"": 0.5}",0.542400,0.333333,1.000000,0.600000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-module-module-theory-884b3517e6,加群,ja,japanese,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.333333, ""korean_addendum"": 0.333333, ""simplified_chinese"": 0.333333}",1.000000,0.000000,1.000000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-module-module-theory-884b3517e6,模,zh-Hans,simplified_chinese,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.333333, ""korean_addendum"": 0.333333, ""simplified_chinese"": 0.333333}",1.000000,0.000000,1.000000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-module-module-theory-884b3517e6,가군,ko,korean_addendum,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.333333, ""korean_addendum"": 0.333333, ""simplified_chinese"": 0.333333}",0.590400,0.000000,1.000000,0.600000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-noether-noetherian-noetherian-120bb0a4c4,뇌터／Noetherian,ko,korean_addendum,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,CJK-ACQ-GAP-20260705-002;CJK-ACQ-GAP-20260705-014;CJK-ACQ-GAP-20260705-015,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.0, ""korean_addendum"": 1.0, ""simplified_chinese"": 0.0}",0.368400,0.666667,0.500000,0.600000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-noetherian-noether-noetherian-5e8bc6d080,뇌터／Noetherian,ko,korean_addendum,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,CJK-ACQ-GAP-20260705-004,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.0, ""korean_addendum"": 1.0, ""simplified_chinese"": 0.0}",0.368400,0.666667,0.500000,0.600000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-noetherian-noetherian-de0dbd2354,뇌터,ko,korean_addendum,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,CJK-ACQ-GAP-20260705-003,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.0, ""korean_addendum"": 1.0, ""simplified_chinese"": 0.0}",0.368400,0.666667,0.500000,0.600000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-prime-ideal-ring-theory-5c49403919,素イデアル,ja,japanese,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.333333, ""korean_addendum"": 0.333333, ""simplified_chinese"": 0.333333}",1.000000,0.000000,1.000000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-prime-ideal-ring-theory-5c49403919,素理想,zh-Hans,simplified_chinese,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.333333, ""korean_addendum"": 0.333333, ""simplified_chinese"": 0.333333}",1.000000,0.000000,1.000000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-prime-ideal-ring-theory-5c49403919,소 아이디얼,ko,korean_addendum,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.333333, ""korean_addendum"": 0.333333, ""simplified_chinese"": 0.333333}",0.590400,0.000000,1.000000,0.600000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-principal-ideal-ring-theory-ccf1273ac1,主イデアル,ja,japanese,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,CJK-ACQ-GAP-20260705-041,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.5, ""korean_addendum"": 0.0, ""simplified_chinese"": 0.5}",0.933333,0.333333,1.000000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-principal-ideal-ring-theory-ccf1273ac1,主理想,zh-Hans,simplified_chinese,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,CJK-ACQ-GAP-20260705-041,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.5, ""korean_addendum"": 0.0, ""simplified_chinese"": 0.5}",0.933333,0.333333,1.000000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-quotient-ring-ring-theory-df45e4e8f2,商環,ja,japanese,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.333333, ""korean_addendum"": 0.333333, ""simplified_chinese"": 0.333333}",1.000000,0.000000,1.000000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-quotient-ring-ring-theory-df45e4e8f2,商环,zh-Hans,simplified_chinese,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.333333, ""korean_addendum"": 0.333333, ""simplified_chinese"": 0.333333}",1.000000,0.000000,1.000000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-quotient-ring-ring-theory-df45e4e8f2,몫환,ko,korean_addendum,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.333333, ""korean_addendum"": 0.333333, ""simplified_chinese"": 0.333333}",0.590400,0.000000,1.000000,0.600000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-representation-representation-theory-2862c17405,表現,ja,japanese,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.333333, ""korean_addendum"": 0.333333, ""simplified_chinese"": 0.333333}",1.000000,0.000000,1.000000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-representation-representation-theory-2862c17405,表示,zh-Hans,simplified_chinese,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.333333, ""korean_addendum"": 0.333333, ""simplified_chinese"": 0.333333}",1.000000,0.000000,1.000000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-representation-representation-theory-2862c17405,표현,ko,korean_addendum,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.333333, ""korean_addendum"": 0.333333, ""simplified_chinese"": 0.333333}",0.590400,0.000000,1.000000,0.600000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-representation-theory-representation-theory-af2fa10139,表現論,ja,japanese,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.333333, ""korean_addendum"": 0.333333, ""simplified_chinese"": 0.333333}",1.000000,0.000000,1.000000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-representation-theory-representation-theory-af2fa10139,表示论,zh-Hans,simplified_chinese,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.333333, ""korean_addendum"": 0.333333, ""simplified_chinese"": 0.333333}",1.000000,0.000000,1.000000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-representation-theory-representation-theory-af2fa10139,표현론,ko,korean_addendum,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.333333, ""korean_addendum"": 0.333333, ""simplified_chinese"": 0.333333}",0.590400,0.000000,1.000000,0.600000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-right-module-module-theory-230fc7f57b,右模,zh-Hans,simplified_chinese,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,CJK-ACQ-GAP-20260705-025,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.0, ""korean_addendum"": 0.0, ""simplified_chinese"": 1.0}",0.866667,0.666667,1.000000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-ring-algebra-core-d087faa8a7,环,zh-Hans,simplified_chinese,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.0, ""korean_addendum"": 0.0, ""simplified_chinese"": 1.0}",0.866667,0.666667,1.000000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-ring-ring-theory-db0858c213,環,ja,japanese,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.5, ""korean_addendum"": 0.5, ""simplified_chinese"": 0.0}",0.933333,0.333333,1.000000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-ring-ring-theory-db0858c213,환,ko,korean_addendum,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.5, ""korean_addendum"": 0.5, ""simplified_chinese"": 0.0}",0.542400,0.333333,1.000000,0.600000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-semisimple-representation-theory-91d1747f02,半単純,ja,japanese,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,CJK-ACQ-GAP-20260705-039,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.5, ""korean_addendum"": 0.0, ""simplified_chinese"": 0.5}",0.933333,0.333333,1.000000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-semisimple-representation-theory-91d1747f02,半单,zh-Hans,simplified_chinese,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,CJK-ACQ-GAP-20260705-039,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.5, ""korean_addendum"": 0.0, ""simplified_chinese"": 0.5}",0.933333,0.333333,1.000000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-semisimple-ring-ring-theory-51c3df71e3,半単純環,ja,japanese,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,CJK-ACQ-GAP-20260705-042,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 1.0, ""korean_addendum"": 0.0, ""simplified_chinese"": 0.0}",0.768667,0.666667,0.720000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-simple-module-module-theory-fa7a54703e,単純加群,ja,japanese,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,CJK-ACQ-GAP-20260705-026,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 1.0, ""korean_addendum"": 0.0, ""simplified_chinese"": 0.0}",0.768667,0.666667,0.720000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-submodule-module-theory-3208502312,部分加群,ja,japanese,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,CJK-ACQ-GAP-20260705-027,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.5, ""korean_addendum"": 0.0, ""simplified_chinese"": 0.5}",0.933333,0.333333,1.000000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
CJK-LEX-submodule-module-theory-3208502312,子模,zh-Hans,simplified_chinese,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,CJK-ACQ-GAP-20260705-027,none recorded in CJK lane; see do_not_use.csv for retained gaps and false-output guards,"{""japanese"": 0.5, ""korean_addendum"": 0.0, ""simplified_chinese"": 0.5}",0.933333,0.333333,1.000000,1.000000,generated-draft/non-canonical/review-material-only,"Score is an audit prioritization proxy from source refs, caution status, and branch spread; it is not comprehension measurement or terminology approval."
