form_id,lexeme_id,active_row_id,language_code,language_lane,family,branch,script,source_form,normalized_form,source_document,source_location,witness_category,source_use_label,draft_status,source_context_note,formula_neighboring_usage_note,interlinear_or_semiconstructed_scaffold,register_note,caution_status,non_claim_boundary
CJK-COVERED-DRAFT-20260705-075,CJK-LEX-representation-representation-theory-2862c17405,term-ko-draft-0038,ko,korean_addendum,Koreanic,Korean addendum/source-routing,Hangul + Hanja/Latin/math where present,표현,표현,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,https://github.com/gshstexsociety/examples;https://github.com/alstn2468/category-theory-for-programmers;https://github.com/calofmijuck/algebra,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,"Use near group/algebra actions, matrices, characters, and representation modules; do not open Harish-Chandra without exact source evidence.",representation :: 표현 :: domain=representation_theory :: lane=korean_addendum :: draft/non-canonical/not-native-reviewed,"Draft Korean addendum/source-routing row only. This does not assert Korean native-edition authority, Korean-school authority, or accepted style; confidence marker=wiki_kms_source_backed.",covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-012,CJK-LEX-representation-theory-representation-theory-af2fa10139,term-ja-0033,ja,japanese,Japonic,Japanese,Han + Hiragana + Katakana + Latin/math,表現論,表現論,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,https://github.com/homuralove/linear-algebra;https://github.com/HideakiHosaka/2015_linear_algebra;https://github.com/t-higashida/linear_algebra;https://github.com/rsato64/relativisticQM;https://github.com/imamuray/algebraic-systems,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,"Use near group/algebra actions, matrices, characters, and representation modules; do not open Harish-Chandra without exact source evidence.",representation theory :: 表現論 :: domain=representation_theory :: lane=japanese :: draft/non-canonical/not-native-reviewed,Draft Japanese native-edition support row. Use with source-context evidence; confidence marker=strong_source_backed_after_retry; no native-review or accepted-terminology claim.,covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-040,CJK-LEX-representation-theory-representation-theory-af2fa10139,term-zh-hans-0028,zh-Hans,simplified_chinese,Sinitic,Mandarin/Simplified-script source lane,Simplified Han + Latin/math,表示论,表示论,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,https://github.com/zhcosin/algebra-notes;https://github.com/Kfj2006/Algebra_notes;https://github.com/ayhe123/algebra-lecturenote;https://github.com/GooduckZ/Linear-Algebra-for-ZJUCKC;https://github.com/yhwu-is/Linear-Algebra-Left-Undone,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,"Use near group/algebra actions, matrices, characters, and representation modules; do not open Harish-Chandra without exact source evidence.",representation theory :: 表示论 :: domain=representation_theory :: lane=simplified_chinese :: draft/non-canonical/not-native-reviewed,Draft Simplified Chinese support row. Han codepoints alone do not prove Simplified Chinese; source metadata/context carries the lane assignment; confidence marker=strong_source_backed_after_codepoint_redo.,covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-076,CJK-LEX-representation-theory-representation-theory-af2fa10139,term-ko-draft-0039,ko,korean_addendum,Koreanic,Korean addendum/source-routing,Hangul + Hanja/Latin/math where present,표현론,표현론,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,https://github.com/gshstexsociety/examples;https://github.com/alstn2468/category-theory-for-programmers;https://github.com/calofmijuck/algebra,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,"Use near group/algebra actions, matrices, characters, and representation modules; do not open Harish-Chandra without exact source evidence.",representation theory :: 표현론 :: domain=representation_theory :: lane=korean_addendum :: draft/non-canonical/not-native-reviewed,"Draft Korean addendum/source-routing row only. This does not assert Korean native-edition authority, Korean-school authority, or accepted style; confidence marker=wiki_kms_source_backed.",covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-013,CJK-LEX-finite-dimensional-finiteness-d24cfc9ac9,term-ja-0007,ja,japanese,Japonic,Japanese,Han + Hiragana + Katakana + Latin/math,有限次元,有限次元,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,https://github.com/homuralove/linear-algebra;https://github.com/HideakiHosaka/2015_linear_algebra;https://github.com/t-higashida/linear_algebra;https://github.com/rsato64/relativisticQM;https://github.com/imamuray/algebraic-systems,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,Use near finite generation/dimension/chain-condition contexts; keep Artinian review-limited unless exact source evidence changes.,finite-dimensional :: 有限次元 :: domain=finiteness :: lane=japanese :: draft/non-canonical/not-native-reviewed,Draft Japanese native-edition support row. Use with source-context evidence; confidence marker=strong_source_backed; no native-review or accepted-terminology claim.,covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-042,CJK-LEX-finite-dimensional-finiteness-d24cfc9ac9,term-zh-hans-0010,zh-Hans,simplified_chinese,Sinitic,Mandarin/Simplified-script source lane,Simplified Han + Latin/math,有限维,有限维,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,https://github.com/zhcosin/algebra-notes;https://github.com/Kfj2006/Algebra_notes;https://github.com/ayhe123/algebra-lecturenote;https://github.com/GooduckZ/Linear-Algebra-for-ZJUCKC;https://github.com/yhwu-is/Linear-Algebra-Left-Undone,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,Use near finite generation/dimension/chain-condition contexts; keep Artinian review-limited unless exact source evidence changes.,finite-dimensional :: 有限维 :: domain=finiteness :: lane=simplified_chinese :: draft/non-canonical/not-native-reviewed,Draft Simplified Chinese support row. Han codepoints alone do not prove Simplified Chinese; source metadata/context carries the lane assignment; confidence marker=strong_source_backed.,covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-064,CJK-LEX-finite-dimensional-finiteness-d24cfc9ac9,term-ko-draft-0011,ko,korean_addendum,Koreanic,Korean addendum/source-routing,Hangul + Hanja/Latin/math where present,유한 차원,유한 차원,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,https://github.com/gshstexsociety/examples;https://github.com/alstn2468/category-theory-for-programmers;https://github.com/calofmijuck/algebra,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,Use near finite generation/dimension/chain-condition contexts; keep Artinian review-limited unless exact source evidence changes.,finite-dimensional :: 유한 차원 :: domain=finiteness :: lane=korean_addendum :: draft/non-canonical/not-native-reviewed,"Draft Korean addendum/source-routing row only. This does not assert Korean native-edition authority, Korean-school authority, or accepted style; confidence marker=kms_source_backed.",covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-014,CJK-LEX-finitely-generated-finiteness-cc560d2947,term-ja-0008,ja,japanese,Japonic,Japanese,Han + Hiragana + Katakana + Latin/math,有限生成,有限生成,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,https://github.com/homuralove/linear-algebra;https://github.com/HideakiHosaka/2015_linear_algebra;https://github.com/t-higashida/linear_algebra;https://github.com/rsato64/relativisticQM;https://github.com/imamuray/algebraic-systems,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,Use near finite generation/dimension/chain-condition contexts; keep Artinian review-limited unless exact source evidence changes.,finitely generated :: 有限生成 :: domain=finiteness :: lane=japanese :: draft/non-canonical/not-native-reviewed,Draft Japanese native-edition support row. Use with source-context evidence; confidence marker=strong_source_backed; no native-review or accepted-terminology claim.,covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-041,CJK-LEX-finitely-generated-finiteness-cc560d2947,term-zh-hans-0009,zh-Hans,simplified_chinese,Sinitic,Mandarin/Simplified-script source lane,Simplified Han + Latin/math,有限生成,有限生成,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,https://github.com/zhcosin/algebra-notes;https://github.com/Kfj2006/Algebra_notes;https://github.com/ayhe123/algebra-lecturenote;https://github.com/GooduckZ/Linear-Algebra-for-ZJUCKC;https://github.com/yhwu-is/Linear-Algebra-Left-Undone,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,Use near finite generation/dimension/chain-condition contexts; keep Artinian review-limited unless exact source evidence changes.,finitely generated :: 有限生成 :: domain=finiteness :: lane=simplified_chinese :: draft/non-canonical/not-native-reviewed,Draft Simplified Chinese support row. Han codepoints alone do not prove Simplified Chinese; source metadata/context carries the lane assignment; confidence marker=strong_source_backed.,covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-015,CJK-LEX-ideal-ring-theory-41fc9ed208,term-ja-0034,ja,japanese,Japonic,Japanese,Han + Hiragana + Katakana + Latin/math,イデアル,イデアル,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,https://github.com/homuralove/linear-algebra;https://github.com/HideakiHosaka/2015_linear_algebra;https://github.com/t-higashida/linear_algebra;https://github.com/rsato64/relativisticQM;https://github.com/imamuray/algebraic-systems,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,"Use near R, ideals, quotient notation R/I, prime/maximal/principal ideal contexts, and homomorphism arrows.",ideal :: イデアル :: domain=ring_theory :: lane=japanese :: draft/non-canonical/not-native-reviewed,Draft Japanese native-edition support row. Use with source-context evidence; confidence marker=strong_source_backed; no native-review or accepted-terminology claim.,covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-047,CJK-LEX-ideal-ring-theory-41fc9ed208,term-zh-hans-0033,zh-Hans,simplified_chinese,Sinitic,Mandarin/Simplified-script source lane,Simplified Han + Latin/math,理想,理想,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,https://github.com/zhcosin/algebra-notes;https://github.com/Kfj2006/Algebra_notes;https://github.com/ayhe123/algebra-lecturenote;https://github.com/GooduckZ/Linear-Algebra-for-ZJUCKC;https://github.com/yhwu-is/Linear-Algebra-Left-Undone,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,"Use near R, ideals, quotient notation R/I, prime/maximal/principal ideal contexts, and homomorphism arrows.",ideal :: 理想 :: domain=ring_theory :: lane=simplified_chinese :: draft/non-canonical/not-native-reviewed,Draft Simplified Chinese support row. Han codepoints alone do not prove Simplified Chinese; source metadata/context carries the lane assignment; confidence marker=strong_source_backed.,covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-078,CJK-LEX-ideal-ring-theory-41fc9ed208,term-ko-draft-0042,ko,korean_addendum,Koreanic,Korean addendum/source-routing,Hangul + Hanja/Latin/math where present,아이디얼,아이디얼,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,https://github.com/gshstexsociety/examples;https://github.com/alstn2468/category-theory-for-programmers;https://github.com/calofmijuck/algebra,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,"Use near R, ideals, quotient notation R/I, prime/maximal/principal ideal contexts, and homomorphism arrows.",ideal :: 아이디얼 :: domain=ring_theory :: lane=korean_addendum :: draft/non-canonical/not-native-reviewed,"Draft Korean addendum/source-routing row only. This does not assert Korean native-edition authority, Korean-school authority, or accepted style; confidence marker=kms_snu_wiki_source_backed.",covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-016,CJK-LEX-semisimple-ring-ring-theory-51c3df71e3,term-ja-0035,ja,japanese,Japonic,Japanese,Han + Hiragana + Katakana + Latin/math,半単純環,半単純環,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,https://github.com/homuralove/linear-algebra;https://github.com/HideakiHosaka/2015_linear_algebra;https://github.com/t-higashida/linear_algebra;https://github.com/rsato64/relativisticQM;https://github.com/imamuray/algebraic-systems,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,"Use near R, ideals, quotient notation R/I, prime/maximal/principal ideal contexts, and homomorphism arrows.",semisimple ring :: 半単純環 :: domain=ring_theory :: lane=japanese :: draft/non-canonical/not-native-reviewed,Draft Japanese native-edition support row. Use with source-context evidence; confidence marker=source_backed_limited; no native-review or accepted-terminology claim.,covered_with_limited_source_caution,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-017,CJK-LEX-principal-ideal-ring-theory-ccf1273ac1,term-ja-0036,ja,japanese,Japonic,Japanese,Han + Hiragana + Katakana + Latin/math,主イデアル,主イデアル,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,https://github.com/homuralove/linear-algebra;https://github.com/HideakiHosaka/2015_linear_algebra;https://github.com/t-higashida/linear_algebra;https://github.com/rsato64/relativisticQM;https://github.com/imamuray/algebraic-systems,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,"Use near R, ideals, quotient notation R/I, prime/maximal/principal ideal contexts, and homomorphism arrows.",principal ideal :: 主イデアル :: domain=ring_theory :: lane=japanese :: draft/non-canonical/not-native-reviewed,Draft Japanese native-edition support row. Use with source-context evidence; confidence marker=strong_source_backed; no native-review or accepted-terminology claim.,covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-043,CJK-LEX-principal-ideal-ring-theory-ccf1273ac1,term-zh-hans-0029,zh-Hans,simplified_chinese,Sinitic,Mandarin/Simplified-script source lane,Simplified Han + Latin/math,主理想,主理想,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,https://github.com/zhcosin/algebra-notes;https://github.com/Kfj2006/Algebra_notes;https://github.com/ayhe123/algebra-lecturenote;https://github.com/GooduckZ/Linear-Algebra-for-ZJUCKC;https://github.com/yhwu-is/Linear-Algebra-Left-Undone,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,"Use near R, ideals, quotient notation R/I, prime/maximal/principal ideal contexts, and homomorphism arrows.",principal ideal :: 主理想 :: domain=ring_theory :: lane=simplified_chinese :: draft/non-canonical/not-native-reviewed,Draft Simplified Chinese support row. Han codepoints alone do not prove Simplified Chinese; source metadata/context carries the lane assignment; confidence marker=strong_source_backed.,covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-018,CJK-LEX-commutative-ring-ring-theory-b40e387929,term-ja-0037,ja,japanese,Japonic,Japanese,Han + Hiragana + Katakana + Latin/math,可換環,可換環,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,https://github.com/homuralove/linear-algebra;https://github.com/HideakiHosaka/2015_linear_algebra;https://github.com/t-higashida/linear_algebra;https://github.com/rsato64/relativisticQM;https://github.com/imamuray/algebraic-systems,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,"Use near R, ideals, quotient notation R/I, prime/maximal/principal ideal contexts, and homomorphism arrows.",commutative ring :: 可換環 :: domain=ring_theory :: lane=japanese :: draft/non-canonical/not-native-reviewed,Draft Japanese native-edition support row. Use with source-context evidence; confidence marker=strong_source_backed; no native-review or accepted-terminology claim.,covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-044,CJK-LEX-commutative-ring-ring-theory-b40e387929,term-zh-hans-0030,zh-Hans,simplified_chinese,Sinitic,Mandarin/Simplified-script source lane,Simplified Han + Latin/math,交换环,交换环,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,https://github.com/zhcosin/algebra-notes;https://github.com/Kfj2006/Algebra_notes;https://github.com/ayhe123/algebra-lecturenote;https://github.com/GooduckZ/Linear-Algebra-for-ZJUCKC;https://github.com/yhwu-is/Linear-Algebra-Left-Undone,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,"Use near R, ideals, quotient notation R/I, prime/maximal/principal ideal contexts, and homomorphism arrows.",commutative ring :: 交换环 :: domain=ring_theory :: lane=simplified_chinese :: draft/non-canonical/not-native-reviewed,Draft Simplified Chinese support row. Han codepoints alone do not prove Simplified Chinese; source metadata/context carries the lane assignment; confidence marker=strong_source_backed.,covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-077,CJK-LEX-commutative-ring-ring-theory-b40e387929,term-ko-draft-0041,ko,korean_addendum,Koreanic,Korean addendum/source-routing,Hangul + Hanja/Latin/math where present,가환환,가환환,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,https://github.com/gshstexsociety/examples;https://github.com/alstn2468/category-theory-for-programmers;https://github.com/calofmijuck/algebra,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,"Use near R, ideals, quotient notation R/I, prime/maximal/principal ideal contexts, and homomorphism arrows.",commutative ring :: 가환환 :: domain=ring_theory :: lane=korean_addendum :: draft/non-canonical/not-native-reviewed,"Draft Korean addendum/source-routing row only. This does not assert Korean native-edition authority, Korean-school authority, or accepted style; confidence marker=wiki_source_backed.",covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-019,CJK-LEX-quotient-ring-ring-theory-df45e4e8f2,term-ja-0038,ja,japanese,Japonic,Japanese,Han + Hiragana + Katakana + Latin/math,商環,商環,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,https://github.com/homuralove/linear-algebra;https://github.com/HideakiHosaka/2015_linear_algebra;https://github.com/t-higashida/linear_algebra;https://github.com/rsato64/relativisticQM;https://github.com/imamuray/algebraic-systems,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,"Use near R, ideals, quotient notation R/I, prime/maximal/principal ideal contexts, and homomorphism arrows.",quotient ring :: 商環 :: domain=ring_theory :: lane=japanese :: draft/non-canonical/not-native-reviewed,Draft Japanese native-edition support row. Use with source-context evidence; confidence marker=strong_source_backed; no native-review or accepted-terminology claim.,covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-045,CJK-LEX-quotient-ring-ring-theory-df45e4e8f2,term-zh-hans-0031,zh-Hans,simplified_chinese,Sinitic,Mandarin/Simplified-script source lane,Simplified Han + Latin/math,商环,商环,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,https://github.com/zhcosin/algebra-notes;https://github.com/Kfj2006/Algebra_notes;https://github.com/ayhe123/algebra-lecturenote;https://github.com/GooduckZ/Linear-Algebra-for-ZJUCKC;https://github.com/yhwu-is/Linear-Algebra-Left-Undone,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,"Use near R, ideals, quotient notation R/I, prime/maximal/principal ideal contexts, and homomorphism arrows.",quotient ring :: 商环 :: domain=ring_theory :: lane=simplified_chinese :: draft/non-canonical/not-native-reviewed,Draft Simplified Chinese support row. Han codepoints alone do not prove Simplified Chinese; source metadata/context carries the lane assignment; confidence marker=strong_source_backed.,covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-080,CJK-LEX-quotient-ring-ring-theory-df45e4e8f2,term-ko-draft-0046,ko,korean_addendum,Koreanic,Korean addendum/source-routing,Hangul + Hanja/Latin/math where present,몫환,몫환,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,https://github.com/gshstexsociety/examples;https://github.com/alstn2468/category-theory-for-programmers;https://github.com/calofmijuck/algebra,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,"Use near R, ideals, quotient notation R/I, prime/maximal/principal ideal contexts, and homomorphism arrows.",quotient ring :: 몫환 :: domain=ring_theory :: lane=korean_addendum :: draft/non-canonical/not-native-reviewed,"Draft Korean addendum/source-routing row only. This does not assert Korean native-edition authority, Korean-school authority, or accepted style; confidence marker=wiki_source_backed.",covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-020,CJK-LEX-maximal-ideal-ring-theory-09d85c73ef,term-ja-0039,ja,japanese,Japonic,Japanese,Han + Hiragana + Katakana + Latin/math,極大イデアル,極大イデアル,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,https://github.com/homuralove/linear-algebra;https://github.com/HideakiHosaka/2015_linear_algebra;https://github.com/t-higashida/linear_algebra;https://github.com/rsato64/relativisticQM;https://github.com/imamuray/algebraic-systems,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,"Use near R, ideals, quotient notation R/I, prime/maximal/principal ideal contexts, and homomorphism arrows.",maximal ideal :: 極大イデアル :: domain=ring_theory :: lane=japanese :: draft/non-canonical/not-native-reviewed,Draft Japanese native-edition support row. Use with source-context evidence; confidence marker=strong_source_backed; no native-review or accepted-terminology claim.,covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
