residual_id,candidate_id,source_relpath,source_line,source_column,visible_text,normalized_locator,classification,target_label,target_id,reason,context,context_sha256,source_sha256_at_adjudication,status
sga1.residual.sha256.9d96d1e514e068490fcedaa9ce54e54d49cf4262191d93ef1497e786fb1e8fbd,sga1.candidate.sha256.9d96d1e514e068490fcedaa9ce54e54d49cf4262191d93ef1497e786fb1e8fbd,drafts/SGA1_I_9_2_English_source_draft.texfrag,19,42,I.9.2,I.9.2,ambiguous_duplicate_source_number,,,sentence explicitly discusses two statements printed as I.9.2,The original printing assigns the number I.9.2 both to the preceding,5E401BD0EA262A3179C3A77FA7F023AB3F8A20BD994D649D7F772748DDFE51FE,510FB1A44CAE30C12ADDB0046EB31B232A93550493A00405CBDF4C7AF3395579,reviewed_positive_residual
sga1.residual.sha256.49c191fb0f822d023b6641132c512051caa3122b32a11804b26e74debab5629c,sga1.candidate.sha256.49c191fb0f822d023b6641132c512051caa3122b32a11804b26e74debab5629c,drafts/SGA1_I_9_5_P1_English_source_draft.texfrag,27,67,IV~5.8.6,IV.5.8.6,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,\(\operatorname{depth} A_{\mathfrak p}\geq 2\).\footnote{Cf.\ EGA~IV~5.8.6.},A4E82C5A6BE0CC02FBBD76EB4473E94F8F9478D954CDF8397080DA9849763D21,F035F259DC1C3DA048AE9FFCCCD51AFF9BDE3D1A05B90116B3A1C0E9F6544B82,reviewed_positive_residual
sga1.residual.sha256.88b4f3e690afd1dbe96a82349990af156327beadb5f9b91cc5db96174629eeab,sga1.candidate.sha256.88b4f3e690afd1dbe96a82349990af156327beadb5f9b91cc5db96174629eeab,drafts/SGA1_VIII_1_A_English.texfrag,113,48,"VII,~8",VII.8,unavailable_expose_reference,,,printed reference to nonexistent SGA 1 Exposé VII,"satisfying the familiar cocycle condition.  By VII,~8, it follows that,",5BBFC97D584037BC22963A5E64AC7D07853224716BF4E6E7AF6353316FA2FA2E,0A1287E7F058E34C35C3F65E2D61EBA0E311F854DCF9AD1C1E85BBADAB17ED39,reviewed_positive_residual
sga1.residual.sha256.6e480bf844c60795737e34b918b8793603111e8b89b554670499f04d466742dc,sga1.candidate.sha256.6e480bf844c60795737e34b918b8793603111e8b89b554670499f04d466742dc,drafts/SGA1_VIII_3_English.texfrag,5,16,IV~2.3,IV.2.3,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"and~4, cf.~EGA~IV~2.3, 2.6, and~2.7.}",4F09141F98E1C34C7A81E4489F937C9E9921891AC7AF86D677D5544FF450100C,863220E59622A53A25F9EC79FFB80A9F360296B14857627911BF84866572E604,reviewed_positive_residual
sga1.residual.sha256.4b479f1ae32de7bc957090441c81aaa29cb76fa9796de8cb4b54dc1da5c32b57,sga1.candidate.sha256.4b479f1ae32de7bc957090441c81aaa29cb76fa9796de8cb4b54dc1da5c32b57,drafts/SGA1_VIII_3_English.texfrag,5,24,2.6,VIII.2.6,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"and~4, cf.~EGA~IV~2.3, 2.6, and~2.7.}",4F09141F98E1C34C7A81E4489F937C9E9921891AC7AF86D677D5544FF450100C,863220E59622A53A25F9EC79FFB80A9F360296B14857627911BF84866572E604,reviewed_positive_residual
sga1.residual.sha256.4ce2da7900697696c5702f11aec0d62f55ea9a0598804dd7b7a9e373ac8ecd34,sga1.candidate.sha256.4ce2da7900697696c5702f11aec0d62f55ea9a0598804dd7b7a9e373ac8ecd34,drafts/SGA1_VIII_3_English.texfrag,5,33,2.7,VIII.2.7,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"and~4, cf.~EGA~IV~2.3, 2.6, and~2.7.}",4F09141F98E1C34C7A81E4489F937C9E9921891AC7AF86D677D5544FF450100C,863220E59622A53A25F9EC79FFB80A9F360296B14857627911BF84866572E604,reviewed_positive_residual
sga1.residual.sha256.3aab1aaf212c3f4d3db377ca094914a8cdc8afe424980245b947bf9957f1f07a,sga1.candidate.sha256.3aab1aaf212c3f4d3db377ca094914a8cdc8afe424980245b947bf9957f1f07a,drafts/SGA1_VIII_5_English.texfrag,221,56,II 5.2,II.5.2,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"(One may also use Serre's cohomological criterion [EGA II 5.2], which",A42F8608220D82AC1E2D53E016A974BE7434D957EBFDD25886E9CF720A4A2774,B32E21295E9BD0088723D958A3555DAEEF3DB13B0AFDC10BCF648521AC23557E,reviewed_positive_residual
sga1.residual.sha256.26f0ee573ba93bf3f0deba6d19075a72db51496884f13d12f3f7ae735e068f55,sga1.candidate.sha256.26f0ee573ba93bf3f0deba6d19075a72db51496884f13d12f3f7ae735e068f55,drafts/SGA1_VIII_5_English.texfrag,299,6,II 3,II.3,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"(EGA~II 3). Moreover, the analogous morphism",2843FE1375C37106B45A8F7DAAC0ACF5E7485F601CEE05828B147A23BA218B45,B32E21295E9BD0088723D958A3555DAEEF3DB13B0AFDC10BCF648521AC23557E,reviewed_positive_residual
sga1.residual.sha256.03532b86870796a2b2d396b704e153fbec730eda06f7bb73bcf5e1507fdc0f45,sga1.candidate.sha256.03532b86870796a2b2d396b704e153fbec730eda06f7bb73bcf5e1507fdc0f45,drafts/SGA1_VIII_5_English.texfrag,318,13,II 5.1.1,II.5.1.1,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,Recall (EGA~II 5.1.1) that a quasi-compact morphism~$f$ is called,0B9501889320F1932815C4053111270D33EC407CAB07D4DDF30D0ADB2E218024,B32E21295E9BD0088723D958A3555DAEEF3DB13B0AFDC10BCF648521AC23557E,reviewed_positive_residual
sga1.residual.sha256.f43246a2a16cbb2af1d2a7ab4cc96e07687e31eb5280222ecc00b24bbda02570,sga1.candidate.sha256.f43246a2a16cbb2af1d2a7ab4cc96e07687e31eb5280222ecc00b24bbda02570,drafts/SGA1_VIII_6_English.texfrag,3,23,IV 18.12,IV.18.12,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,\footnotetext{\Cf EGA IV 18.12 for generalizations to preschemes that are not necessarily locally Noetherian},4D0B782C25F6EBFBBD32F1C0A22166D79B0FC7BFFB7F7E219DA76D305753114E,280185AAFB5D055FD76CB336A6C31623452C25C5C694C0F60C12FE9754FA7E90,reviewed_positive_residual
sga1.residual.sha256.bf03f877831280fae639d4cc36b2a90586c359de4a924227dea646e857b5716a,sga1.candidate.sha256.bf03f877831280fae639d4cc36b2a90586c359de4a924227dea646e857b5716a,drafts/SGA1_VIII_6_English.texfrag,29,18,III 4,III.4,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"be found in [EGA III 4], using the \og theorem on holomorphic functions\fg. The",B12BF896E11F3CC7170059633BC20D79E2BE0A69A4D3DAA9E56B13993CB64D4E,280185AAFB5D055FD76CB336A6C31623452C25C5C694C0F60C12FE9754FA7E90,reviewed_positive_residual
sga1.residual.sha256.1aa0eaacfbedb17ba3b2919360fa72634cb49e6d1592d30fd8e0c05fbad3d8fe,sga1.candidate.sha256.1aa0eaacfbedb17ba3b2919360fa72634cb49e6d1592d30fd8e0c05fbad3d8fe,drafts/SGA1_VIII_6_English.texfrag,55,23,IV 8,IV.8,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,easy\footnote{\Cf EGA IV 8}:,8C17B0BBDE82C13DAC851463F8A135C2053AD3C35F6084FFAEBEC37F0FAA0C52,280185AAFB5D055FD76CB336A6C31623452C25C5C694C0F60C12FE9754FA7E90,reviewed_positive_residual
sga1.residual.sha256.b5803f7ce7a5d5d10ddd7a7647cd0d789a251a5a31ad5c97755d31fc78eea72d,sga1.candidate.sha256.b5803f7ce7a5d5d10ddd7a7647cd0d789a251a5a31ad5c97755d31fc78eea72d,drafts/SGA1_VIII_7_A_English.texfrag,11,2,"VII,~9",VII.9,inactive_source_branch,,,inactive orig=true branch; Exposé VII does not exist,"{VII,~9,}",630D54DA59B7EE0687F7B90816A2EE4906FCBB13042BA71F9B58B56A45612FFF,4E5D0F4A1251F26DA116A20CE34131C8FA9C2D1F0A7D1A49D0BC0C6E653CBA50,reviewed_positive_residual
sga1.residual.sha256.6c5e0341791c409b022d05fd08d31e24226019b30d191e697532d3a66b068d5e,sga1.candidate.sha256.6c5e0341791c409b022d05fd08d31e24226019b30d191e697532d3a66b068d5e,drafts/SGA1_VIII_7_A_English.texfrag,12,2,"VII,~9",VII.9,unavailable_expose_reference,,,active corrected branch explicitly discloses nonexistent section,"{VII,~9\footnote{This section does not exist; see Expos\'e 212 of",55148D086E9C1AD43378B403AB757C5CB4243FE78CE58FE81EC03780BA641E0C,4E5D0F4A1251F26DA116A20CE34131C8FA9C2D1F0A7D1A49D0BC0C6E653CBA50,reviewed_positive_residual
sga1.residual.sha256.507f26fc3ce63b10f216b62231bab8058eada7e4b72d689e3638b5681e26d362,sga1.candidate.sha256.507f26fc3ce63b10f216b62231bab8058eada7e4b72d689e3638b5681e26d362,drafts/SGA1_VIII_7_B_English.texfrag,16,29,"II, 6.6.4",II.6.6.4,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"\(X\to S\). It follows (EGA~II, 6.6.4) that if \(X'\) is",BA78FE9417FA3C4384ACB7E4F9380C06059428CD4ED24C3B04B4998B7CD5C2B6,B57EBE6D8EAB0F71A936674DE71ABD6B2E122BE138076226CD6550D34D7936A6,reviewed_positive_residual
sga1.residual.sha256.52931daf42cdaba1fcdf9a8a79a1e6e34646dbcfcb604a6f42cc165f3a4b5ef0,sga1.candidate.sha256.52931daf42cdaba1fcdf9a8a79a1e6e34646dbcfcb604a6f42cc165f3a4b5ef0,drafts/SGA1_VI_OPENING_THROUGH_1_English.texfrag,83,8,Exposé~I,I,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"SGA~4, Exposé~I.}",9FFD12A9BA78DB112A52A7B0CA2C84FA5BCA328DF0B50D8B4CF0F9DD7F2F8769,A926E790E22EA411794CCD10504210BDA690FACF62F5E72C212C8F74605D26AD,reviewed_positive_residual
sga1.residual.sha256.b647258d0d36a103537f491627d8ba8b25610fa6878317079643fc644383733d,sga1.candidate.sha256.b647258d0d36a103537f491627d8ba8b25610fa6878317079643fc644383733d,drafts/SGA1_VI_OPENING_THROUGH_1_English.texfrag,179,26,I.1.2,I.1.2,external_work_reference,,,"locator inside bibliography item VI.1, not an SGA 1 locator","\(\psi\) stated in VI.1, I.1.2 are equivalent. For every chosen",0441BAE2C97CBB890B04EF0680E4999BB1D82E497E4BDDFAAEF4F085D2CA6F08,A926E790E22EA411794CCD10504210BDA690FACF62F5E72C212C8F74605D26AD,reviewed_positive_residual
sga1.residual.sha256.55785d0f24b7b72f004e69918a454dbf5c7dba1042c1a550775d7e63f26c8baf,sga1.candidate.sha256.55785d0f24b7b72f004e69918a454dbf5c7dba1042c1a550775d7e63f26c8baf,drafts/SGA1_V_3_English.texfrag,28,35,Exposé I,I,structural_declaration,I,sga1.e01.chapter.unnamed,"source-visible declaration, not a reference edge",\begin{lemma}[a regret concerning Exposé I],8C2C8A949A6156365FA3A00A160B5F5049D921B4229C5ECA711BF6C7B15E362B,F75EE5DCAE6D7142561A32196A130285C8A000DD951C8B5613CEB4AFDDEAE8E4,reviewed_positive_residual
sga1.residual.sha256.0e5f82c4d97012f5d7752e412d8bc823912c342b44c7521f5e37cc2e9646e9b5,sga1.candidate.sha256.0e5f82c4d97012f5d7752e412d8bc823912c342b44c7521f5e37cc2e9646e9b5,drafts/SGA1_V_OPENING_THROUGH_1_4_English.texfrag,15,30,"I, 8.7.3",I.8.7.3,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"by abbreviations such as EGA~I, 8.7.3.",ADDA30BDFBCD14DF45CB9F013CE1F5DF4423517EF673FBDEDAEBCDA5F029FB5A,C578EDCA79F799F1777DECA08A12EAE2417BDA7B11A847DBD82DEC420254C0DA,reviewed_positive_residual
sga1.residual.sha256.5082d4bcc773936d7e8bb9120da43502ff663f7e754380d7ace66f5f0e37e7e1,sga1.candidate.sha256.5082d4bcc773936d7e8bb9120da43502ff663f7e754380d7ace66f5f0e37e7e1,drafts/SGA1_V_OPENING_THROUGH_1_4_English.texfrag,87,56,Chapter~V,V,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"\footnote{See N.~Bourbaki, \emph{Commutative Algebra}, Chapter~V,",7426346909C152B86A9B2E2C1478E962043F25265A34DBC5D40F4DAFB54475E6,C578EDCA79F799F1777DECA08A12EAE2417BDA7B11A847DBD82DEC420254C0DA,reviewed_positive_residual
sga1.residual.sha256.d8bc3b529b9c5a4a189223bdf2e1d331c7839775f1685608daece30ec72f55db,sga1.candidate.sha256.d8bc3b529b9c5a4a189223bdf2e1d331c7839775f1685608daece30ec72f55db,drafts/SGA1_XIII_1_10_AND_1_11_English.texfrag,201,1,VIII~9.3,VIII.9.3,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"VIII~9.3)). Let $X_2 = X_1 \times_X X_1$, let $g \colon X_2 \to X$ be the",F192350E5225F3D45C044B6BC5C7C67848C8897C85F383B7155039A0A37570BB,E8F5B50C50BD562EFC11AF0F252CC81B0EB7B434140E1BE96A72219A2CDD7A93,reviewed_positive_residual
sga1.residual.sha256.8a418cd4e1407d47f15fb21a6f4f471b8a71ea4b5d0ea8dc70ca5f1c61a7bade,sga1.candidate.sha256.8a418cd4e1407d47f15fb21a6f4f471b8a71ea4b5d0ea8dc70ca5f1c61a7bade,drafts/SGA1_XIII_1_10_AND_1_11_English.texfrag,235,28,VIII~9.4,VIII.9.4,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,finite presentation (SGA~4 VIII~9.4)). Let $X_2 = X_1 \times_X,7B51FFF48EC4726820ADBC32EDCCA552711A56C0B141837E861126C395448B88,E8F5B50C50BD562EFC11AF0F252CC81B0EB7B434140E1BE96A72219A2CDD7A93,reviewed_positive_residual
sga1.residual.sha256.e127178d0eccff42b5fa4b89f2e6b19d960c87cf4a1d14ca757a8b8519d33ca7,sga1.candidate.sha256.e127178d0eccff42b5fa4b89f2e6b19d960c87cf4a1d14ca757a8b8519d33ca7,drafts/SGA1_XIII_1_14_THROUGH_1_16_English.texfrag,10,57,XV~1.11,XV.1.11,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,(\resp locally $1$-aspherical for $\LL$) \textup{(SGA~4 XV~1.11)}.,731B5C9B608A8EA695DEE4E1ADA01E06D15B128070029CF7DC4F32A1CF29EDF6,F0A24EF9D98EEABA31C3817A6CA802CF5ABCBD7872A4EB24CC39D209189BC3BF,reviewed_positive_residual
sga1.residual.sha256.e167f42a1861268311046a424971994ee72a19c3fa5021fd5801ed695f950b1c,sga1.candidate.sha256.e167f42a1861268311046a424971994ee72a19c3fa5021fd5801ed695f950b1c,drafts/SGA1_XIII_1_14_THROUGH_1_16_English.texfrag,13,25,VIII~7.1,VIII.7.1,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,morphism \textup{(SGA~4 VIII~7.1)},F2B02ACF63CC9640C2BC00BC252B409AB27157EE16F3889007A24E9D6FA2A5A5,F0A24EF9D98EEABA31C3817A6CA802CF5ABCBD7872A4EB24CC39D209189BC3BF,reviewed_positive_residual
sga1.residual.sha256.283f809486fa46edde9dec779f7c3aa007a6cd81015aa1e7c9162868f38d2418,sga1.candidate.sha256.283f809486fa46edde9dec779f7c3aa007a6cd81015aa1e7c9162868f38d2418,drafts/SGA1_XIII_1_14_THROUGH_1_16_English.texfrag,32,1,XVI~2.3,XVI.2.3,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"XVI~2.3, with the expression \og proper\fg replaced by the",A9FCFF9E3E81EFD6BCCA829741C340E8663A7400AC68E065A9FBFEEA81E89788,F0A24EF9D98EEABA31C3817A6CA802CF5ABCBD7872A4EB24CC39D209189BC3BF,reviewed_positive_residual
sga1.residual.sha256.c82f0cd03fbebc067d6e400953d81e16556f246542db83b122ca43f6f7a01df5,sga1.candidate.sha256.c82f0cd03fbebc067d6e400953d81e16556f246542db83b122ca43f6f7a01df5,drafts/SGA1_XIII_1_14_THROUGH_1_16_English.texfrag,129,1,IX~2.11,IX.2.11,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,IX~2.11.,13FE84EACDE8E19A6FCF6558D5694E0C007FFB254923DF29CE6DB3B56800AF42,F0A24EF9D98EEABA31C3817A6CA802CF5ABCBD7872A4EB24CC39D209189BC3BF,reviewed_positive_residual
sga1.residual.sha256.9a1733c9646f13821ea5adec7012246b848a8011fcc9c321c370dad8cba66879,sga1.candidate.sha256.9a1733c9646f13821ea5adec7012246b848a8011fcc9c321c370dad8cba66879,drafts/SGA1_XIII_1_14_THROUGH_1_16_English.texfrag,135,19,XV~4.1,XV.4.1,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"Noetherian (SGA~4 XV~4.1), and that the condition that $f$ be locally",A659D41B2F247EE8DD181271C11420D7156065CA6D2F24C92220E1C37713CD29,F0A24EF9D98EEABA31C3817A6CA802CF5ABCBD7872A4EB24CC39D209189BC3BF,reviewed_positive_residual
sga1.residual.sha256.91d64349ec09ab67a5b9b1fb0234a38972a83d053605c012deedf2221a76d70f,sga1.candidate.sha256.91d64349ec09ab67a5b9b1fb0234a38972a83d053605c012deedf2221a76d70f,drafts/SGA1_XIII_1_14_THROUGH_1_16_English.texfrag,142,15,XV~2.1,XV.2.1,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,of~$S$ (SGA~4 XV~2.1).,43130E06F462E0797F240BB0B9B0EA4A5BF33E663DF46B37C910A766EB4693D3,F0A24EF9D98EEABA31C3817A6CA802CF5ABCBD7872A4EB24CC39D209189BC3BF,reviewed_positive_residual
sga1.residual.sha256.40de1c9e649f6865918cfe2b40a8181e20f8baed85a58e65f95db5d7c2c621d3,sga1.candidate.sha256.40de1c9e649f6865918cfe2b40a8181e20f8baed85a58e65f95db5d7c2c621d3,drafts/SGA1_XIII_1_7_THROUGH_1_9_English.texfrag,69,8,IX 1.6,IX.1.6,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,(SGA~4 IX 1.6~(ii)). The corollary therefore follows from,CF9F43A07490894D6DB5F59A84FE6CE2CE47BEC791FE4710F7518E91EECDD5C4,36C5DDE25A2DF83A064C158E277259D3EAFAAEE19432AA25627F8B7E31C04379,reviewed_positive_residual
sga1.residual.sha256.3e38d4e9c66a4020349f5f8c678cea05366ed9895b7a556b1ee6c0b562a41b9f,sga1.candidate.sha256.3e38d4e9c66a4020349f5f8c678cea05366ed9895b7a556b1ee6c0b562a41b9f,drafts/SGA1_XIII_1_7_THROUGH_1_9_English.texfrag,92,7,VIII~5.8,VIII.5.8,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"SGA~4 VIII~5.8, every torsor under \(F\) is locally trivial over~\(Y\).",48712F70CA4CA4C3B0FEE10A343BCE606BABEC310B06F267BF55D1BBE64620EC,36C5DDE25A2DF83A064C158E277259D3EAFAAEE19432AA25627F8B7E31C04379,reviewed_positive_residual
sga1.residual.sha256.d19829ea4017de725effba568bb3b6d4aeb8406aeb13c15e083e3fe62f899558,sga1.candidate.sha256.d19829ea4017de725effba568bb3b6d4aeb8406aeb13c15e083e3fe62f899558,drafts/SGA1_XIII_2_0_English.texfrag,122,6,IV 4.3.2,IV.4.3.2,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,[EGA IV 4.3.2 and 4.3.5]. This proves that \(\widetilde R'\) is a,EB59AD3AC2BF59AF7A9C7D063E2136889903DC4ECC3A164BEF2DBED13AA5596C,AE28B244C8CFB18F35B66282D06550E1822854D814F7CCB0ED2D2227E854DA62,reviewed_positive_residual
sga1.residual.sha256.30be917490febdcfa4f250908244201e9484edd18b220b77ca97c1d47fae162a,sga1.candidate.sha256.30be917490febdcfa4f250908244201e9484edd18b220b77ca97c1d47fae162a,drafts/SGA1_XIII_2_0_English.texfrag,122,19,4.3.5,XIII.4.3.5,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,[EGA IV 4.3.2 and 4.3.5]. This proves that \(\widetilde R'\) is a,EB59AD3AC2BF59AF7A9C7D063E2136889903DC4ECC3A164BEF2DBED13AA5596C,AE28B244C8CFB18F35B66282D06550E1822854D814F7CCB0ED2D2227E854DA62,reviewed_positive_residual
sga1.residual.sha256.1a55665cf069889ddc27b5bba2245c168a4dcb5c2d5896e3162e910e521209c4,sga1.candidate.sha256.1a55665cf069889ddc27b5bba2245c168a4dcb5c2d5896e3162e910e521209c4,drafts/SGA1_XIII_2_1_English.texfrag,8,15,II~4.2,II.4.2,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,Recall (SGA~5 II~4.2) that $D$ is said to have,82D63C0985B7D1E111CC6F87B7114C612B25211BB5DFBF235C92C5EC151E0447,B80C2334A2747EF68BFC076B2408C9D90BC55920A8B95ED4BD55756919F8867E,reviewed_positive_residual
sga1.residual.sha256.4e8e08a6981985b9f586663b8fe9dd24eac10fee3d8c6b37fec5d3e46b281c69,sga1.candidate.sha256.4e8e08a6981985b9f586663b8fe9dd24eac10fee3d8c6b37fec5d3e46b281c69,drafts/SGA1_XIII_2_1_English.texfrag,245,54,III~3.2,III.3.2,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,The first is obtained from the exact sequence (SGA~4 III~3.2):,EFD9A7E558B1201304FA02CBBA308DB8C303C0060CE7937299C087A7DE88D14D,B80C2334A2747EF68BFC076B2408C9D90BC55920A8B95ED4BD55756919F8867E,reviewed_positive_residual
sga1.residual.sha256.f8c0e9d7f72daebb88b10a096d0f9d547f7446e730b43fe2a610d844f5523edc,sga1.candidate.sha256.f8c0e9d7f72daebb88b10a096d0f9d547f7446e730b43fe2a610d844f5523edc,drafts/SGA1_XIII_2_2_OPENING_THROUGH_THEOREM_English.texfrag,42,3,III~2.1.7,III.2.1.7,inactive_source_branch,,,inactive orig=true branch; active branch uses a bibliography citation,{[III~2.1.7]},850FED7A8481E596A49AE570D8BC2D1CB5680C7E114041178807153588EFA9D4,49287D8F5A617C9ED404D8B482D66879872C21D726AA198119C2CD4C1963A27F,reviewed_positive_residual
sga1.residual.sha256.ac9fd8f3f07dfe299f51f87eb336a3385d194453d500c068f7f144a0679b3b5c,sga1.candidate.sha256.ac9fd8f3f07dfe299f51f87eb336a3385d194453d500c068f7f144a0679b3b5c,drafts/SGA1_XIII_2_2_OPENING_THROUGH_THEOREM_English.texfrag,174,25,I~3.1.5,I.3.1.5,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"divisor of~\(X\) (SGA~5 I~3.1.5), let \(U=X-\Supp D\), and let \(F\)",1B90FECD840CC549B32BE4C32EE6218E0A49680A532F64ACA5DBD9571B781128,49287D8F5A617C9ED404D8B482D66879872C21D726AA198119C2CD4C1963A27F,reviewed_positive_residual
sga1.residual.sha256.ff1b03c075ef1fcf44767fe917d2c564aa1e10ae0e67760fc330c84bdb25d631,sga1.candidate.sha256.ff1b03c075ef1fcf44767fe917d2c564aa1e10ae0e67760fc330c84bdb25d631,drafts/SGA1_XIII_2_4_PROOF_English.texfrag,6,26,XVI~3.2,XVI.3.2,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,then follows from (SGA~4 XVI~3.2) that the canonical morphism,735E780EE221A89748E1EE10A823F8A6110C5AA8BAA7A78EF4BDE9319BBF7CBC,D5D46AB8970CBF9B1210DC0F0DAFFD281CB0459248C249AC784675888D4B79F0,reviewed_positive_residual
sga1.residual.sha256.d74d005b4c4223ba47d8aad8567940ed7b532ac5b528d3f3fb02b1f7f736f989,sga1.candidate.sha256.d74d005b4c4223ba47d8aad8567940ed7b532ac5b528d3f3fb02b1f7f736f989,drafts/SGA1_XIII_2_4_PROOF_English.texfrag,192,1,IX~2.13,IX.2.13,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"IX~2.13), and hence $i_*F$ is constructible.",B9C71BC31FDB37B83E40B1ED2800BBACDEBB0290E5781128DDC70A85FF144243,D5D46AB8970CBF9B1210DC0F0DAFFD281CB0459248C249AC784675888D4B79F0,reviewed_positive_residual
sga1.residual.sha256.19a6ea409858bb133311bfd0f5dd82d1c723cd3c792fe0282a3776ab1222b408,sga1.candidate.sha256.19a6ea409858bb133311bfd0f5dd82d1c723cd3c792fe0282a3776ab1222b408,drafts/SGA1_XIII_2_4_PROOF_English.texfrag,224,7,IX~2.13,IX.2.13,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,SGA~4 IX~2.13.,3655DBA6F05EB8AB10801622FAA4FEB1C5BE61976279E216DC3A4CD6605B2101,D5D46AB8970CBF9B1210DC0F0DAFFD281CB0459248C249AC784675888D4B79F0,reviewed_positive_residual
sga1.residual.sha256.a7d32fc357fed48ca539860e502308e0ea46cf8d5418b5027c712657e02aa425,sga1.candidate.sha256.a7d32fc357fed48ca539860e502308e0ea46cf8d5418b5027c712657e02aa425,drafts/SGA1_XIII_2_5_THROUGH_2_9_English.texfrag,175,39,XIV~1.1,XIV.1.1,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,$q_*\cal{ F}=p_*(i_*\cal{ F})$ (SGA~4 XIV~1.1).,1B751E5D1DC4278CC5FC4CDF13F9598DA24F667DEC13C843A4E3DA063DFE6749,D9A934A60C4997B5D0C790C1262C0C5985623A38245FE59F48746E6AB1CC380E,reviewed_positive_residual
sga1.residual.sha256.50360a6bed2659bef37db26babff7b55184805e839b0b44f2c15a5c11ed0fac4,sga1.candidate.sha256.50360a6bed2659bef37db26babff7b55184805e839b0b44f2c15a5c11ed0fac4,drafts/SGA1_XIII_2_5_THROUGH_2_9_English.texfrag,180,16,IV 8.10.5,IV.8.10.5,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"the limit (EGA~IV 8.10.5 and 17.7.8) and using 1), we may",133365A3CDAC8B5FB92FB61103F053A5C8CCB56D4AAB11F8606049AE30930C23,D9A934A60C4997B5D0C790C1262C0C5985623A38245FE59F48746E6AB1CC380E,reviewed_positive_residual
sga1.residual.sha256.7bca7e1d7591c008dbfccafea6c3e555d4caa2eda1bad4b1c4523f8015e2ac60,sga1.candidate.sha256.7bca7e1d7591c008dbfccafea6c3e555d4caa2eda1bad4b1c4523f8015e2ac60,drafts/SGA1_XIII_2_5_THROUGH_2_9_English.texfrag,180,30,17.7.8,XIII.17.7.8,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"the limit (EGA~IV 8.10.5 and 17.7.8) and using 1), we may",133365A3CDAC8B5FB92FB61103F053A5C8CCB56D4AAB11F8606049AE30930C23,D9A934A60C4997B5D0C790C1262C0C5985623A38245FE59F48746E6AB1CC380E,reviewed_positive_residual
sga1.residual.sha256.c60d8231d14665b42cf67464887ad59b09b07fe8fbbc991718f7902639181f1b,sga1.candidate.sha256.c60d8231d14665b42cf67464887ad59b09b07fe8fbbc991718f7902639181f1b,drafts/SGA1_XIII_3_CASE2_AND_CASE3_A_English.texfrag,4,7,IX 2.14,IX.2.14,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"SGA~4 IX 2.14~(ii), one can find a finite family of morphisms",F76CE592B8D68C47824F7F77C88F6D03C86B4ACD166FD15184F6695768951E66,F4E750EC1397E8E0291B5EEE14F969B0C725CA712BC1BB6C5E193E722D08493D,reviewed_positive_residual
