"package_relative_path","original_relative_path","original_absolute_path","bucket","witness_class","source_type_or_extension","size_bytes","sha256","matched_source_url_or_locator","matched_license_or_access_signal","matched_topic_language_tags","matched_rtl_or_script_note","matched_status_or_gap_note","matched_evidence_ledgers","package_note","language_boundary","non_claim_boundary"
"extracted-ocr-witnesses/20260705T035500Z_arabic_official_pdf_probe/downloads/damascus_algebraic_structures_2_ring_theory.first5.txt","20260705T035500Z_arabic_official_pdf_probe/downloads/damascus_algebraic_structures_2_ring_theory.first5.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T035500Z_arabic_official_pdf_probe\downloads\damascus_algebraic_structures_2_ring_theory.first5.txt","extracted-ocr-witnesses","extracted_text_or_ocr_witness",".txt","3754","FA3D4BE433AF17BD5AA5B8BB09C39C3554B9C1EE58BE15E60396A726F62535BC","","","","","","","Text extraction/OCR/check witness kept separate from native source bodies.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"source-bodies/pdf/20260705T035500Z_arabic_official_pdf_probe/downloads/damascus_algebraic_structures_2_ring_theory.pdf","20260705T035500Z_arabic_official_pdf_probe/downloads/damascus_algebraic_structures_2_ring_theory.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T035500Z_arabic_official_pdf_probe\downloads\damascus_algebraic_structures_2_ring_theory.pdf","source-bodies/pdf","literal_source_body_pdf",".pdf","5873273","B24697BD24D75073246E781402C6316104372F445D1EEE6E54E675A08AF2C1F2","https://repository.damascusuniversity.edu.sy/bitstreams/68a48e6d-72b7-4819-8d3e-3c01d0269294/download","Official repository download; HEAD reported text/html but downloaded body has %PDF-1.7 signature. No explicit open reuse license found; signal only.","Arabic;ring theory;algebraic structures;Damascus University;rings","Arabic RTL PDF; first-5-page text extract hash FA3D4BE433AF17BD5AA5B8BB09C39C3554B9C1EE58BE15E60396A726F62535BC confirms title/topic. Not TeX/PDF layout QA.","active_pdf_fallback_witness","NOETHER_ARABIC_RTL_OFFICIAL_PDF_SOURCE_PROBE_20260705.csv","PDF body copied as downloaded source witness.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"provenance/html/20260705T035500Z_arabic_official_pdf_probe/downloads/damascus_ring_theory_metadata.html","20260705T035500Z_arabic_official_pdf_probe/downloads/damascus_ring_theory_metadata.html","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T035500Z_arabic_official_pdf_probe\downloads\damascus_ring_theory_metadata.html","provenance/html","provenance_or_metadata_html",".html","547664","7F6B635DD179B309B32D0771399FD517570F9DA17BEB3CC6010C58CE74AB5887","https://repository.damascusuniversity.edu.sy/items/6a3691a6-a795-4b9b-8b5c-2e8954d1fd0e","Official Damascus University repository page; no explicit open reuse license found in this pass; access signal only.","Arabic;Damascus University;ring theory;algebraic structures;university book","Arabic RTL HTML/Angular repository metadata; provenance only.","active_metadata_witness","NOETHER_ARABIC_RTL_OFFICIAL_PDF_SOURCE_PROBE_20260705.csv","HTML kept as provenance, metadata, article page, or access evidence; not counted as native reviewed source body.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"extracted-ocr-witnesses/20260705T035500Z_arabic_official_pdf_probe/downloads/ksu_group_theory_course_spec.first5.txt","20260705T035500Z_arabic_official_pdf_probe/downloads/ksu_group_theory_course_spec.first5.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T035500Z_arabic_official_pdf_probe\downloads\ksu_group_theory_course_spec.first5.txt","extracted-ocr-witnesses","extracted_text_or_ocr_witness",".txt","7952","D21790756752C4B87495924A46104A66DDF7F97D692953B59A4218E5C47403A1","","","","","","","Text extraction/OCR/check witness kept separate from native source bodies.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"source-bodies/pdf/20260705T035500Z_arabic_official_pdf_probe/downloads/ksu_group_theory_course_spec.pdf","20260705T035500Z_arabic_official_pdf_probe/downloads/ksu_group_theory_course_spec.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T035500Z_arabic_official_pdf_probe\downloads\ksu_group_theory_course_spec.pdf","source-bodies/pdf","literal_source_body_pdf",".pdf","601030","BE0DC74FE8F16AD62C1C5505A4C7B8A5DFD03CD19DE931DCD8AF817C49DCC29C","https://sciences.ksu.edu.sa/sites/sciences.ksu.edu.sa/files/imce_images/343ryd-nzry_lzmr.pdf","Official university-hosted PDF; HEAD application/pdf, Content-Length 601030, Last-Modified 2020-10-20. No explicit open reuse license found; signal only.","Arabic;group theory;course specification;homomorphism;isomorphism;Cayley theorem;group actions","Arabic RTL PDF/course spec; first-5-page text extract hash D21790756752C4B87495924A46104A66DDF7F97D692953B59A4218E5C47403A1 confirms group/homomorphism/isomorphism course terms. Not layout approval.","active_pdf_fallback_witness","NOETHER_ARABIC_RTL_OFFICIAL_PDF_SOURCE_PROBE_20260705.csv","PDF body copied as downloaded source witness.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"extracted-ocr-witnesses/20260705T035500Z_arabic_official_pdf_probe/downloads/uotelafer_group_theory_lectures.first5.txt","20260705T035500Z_arabic_official_pdf_probe/downloads/uotelafer_group_theory_lectures.first5.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T035500Z_arabic_official_pdf_probe\downloads\uotelafer_group_theory_lectures.first5.txt","extracted-ocr-witnesses","extracted_text_or_ocr_witness",".txt","3692","09E160B4B1B6E9F9DE763883B3E94530811E1DDD8FD8B3F630C01E457479C880","","","","","","","Text extraction/OCR/check witness kept separate from native source bodies.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"source-bodies/pdf/20260705T035500Z_arabic_official_pdf_probe/downloads/uotelafer_group_theory_lectures.pdf","20260705T035500Z_arabic_official_pdf_probe/downloads/uotelafer_group_theory_lectures.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T035500Z_arabic_official_pdf_probe\downloads\uotelafer_group_theory_lectures.pdf","source-bodies/pdf","literal_source_body_pdf",".pdf","9690328","C3A2DCC3FB6267E4A7E61D7AC7624616E49FC547C9A3F362BA8C529E413F65C6","https://cobe.uotelafer.edu.iq/wp-content/uploads/2021/10/%D9%86%D8%B8%D8%B1%D9%8A%D8%A9-%D8%A7%D9%84%D8%B2%D9%85%D8%B1.pdf","Official university-hosted PDF; HEAD application/pdf, Content-Length 9690328, Last-Modified 2024-07-29. No explicit open reuse license found; signal only.","Arabic;group theory;Tal Afar University;subgroups;cosets;lecture notes","Arabic RTL PDF; first-5-page text extract hash 09E160B4B1B6E9F9DE763883B3E94530811E1DDD8FD8B3F630C01E457479C880 confirms group-theory terms. Not layout approval.","active_pdf_fallback_witness","NOETHER_ARABIC_RTL_OFFICIAL_PDF_SOURCE_PROBE_20260705.csv","PDF body copied as downloaded source witness.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"provenance/html/20260705T043000Z_arabic_damascus_linear_algebra_probe/downloads/damascus_linear_algebra_1_metadata.html","20260705T043000Z_arabic_damascus_linear_algebra_probe/downloads/damascus_linear_algebra_1_metadata.html","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T043000Z_arabic_damascus_linear_algebra_probe\downloads\damascus_linear_algebra_1_metadata.html","provenance/html","provenance_or_metadata_html",".html","546856","9E4CEE7A7DCAEECD8556FC41B6BB3C584081DDCE1407DD7FE23601D7813755FB","https://repository.damascusuniversity.edu.sy/items/7d90883f-a9b3-4851-a423-9dcb175f61d6","Official Damascus University repository page; no explicit open reuse license found for this item in this pass; access signal only.","Arabic;Damascus University;linear algebra;university repository","Arabic RTL HTML/Angular repository metadata; title line carries الجبر الخطي 1. Provenance only.","active_metadata_witness","NOETHER_ARABIC_RTL_DAMASCUS_LINEAR_ALGEBRA_SOURCE_PROBE_20260705.csv","HTML kept as provenance, metadata, article page, or access evidence; not counted as native reviewed source body.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"extracted-ocr-witnesses/20260705T043000Z_arabic_damascus_linear_algebra_probe/downloads/damascus_linear_algebra_1.first5.txt","20260705T043000Z_arabic_damascus_linear_algebra_probe/downloads/damascus_linear_algebra_1.first5.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T043000Z_arabic_damascus_linear_algebra_probe\downloads\damascus_linear_algebra_1.first5.txt","extracted-ocr-witnesses","extracted_text_or_ocr_witness",".txt","5","2E9FAEBBD47A57F8D00D2F73A2E412BBF5353A95A112F2278B24F69EE5D14B62","","","","","","","Text extraction/OCR/check witness kept separate from native source bodies.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"source-bodies/pdf/20260705T043000Z_arabic_damascus_linear_algebra_probe/downloads/damascus_linear_algebra_1.pdf","20260705T043000Z_arabic_damascus_linear_algebra_probe/downloads/damascus_linear_algebra_1.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T043000Z_arabic_damascus_linear_algebra_probe\downloads\damascus_linear_algebra_1.pdf","source-bodies/pdf","literal_source_body_pdf",".pdf","23372340","5519520D7B8273F4133D35C9B5CDD121F5C2203883BB98A6582669B0E0974261","https://repository.damascusuniversity.edu.sy/bitstreams/2338eec9-6aa2-4af4-b17a-6490db91ac31/download","Official repository download; HEAD reported text/html but downloaded body has %PDF-1.6 signature. No explicit open reuse license found; signal only.","Arabic;linear algebra;Damascus University;official repository","Arabic RTL PDF. First-5-page pdftotext extract is effectively empty, hash 2E9FAEBBD47A57F8D00D2F73A2E412BBF5353A95A112F2278B24F69EE5D14B62, so topic evidence rests on repository metadata title rather than extraction.","active_pdf_fallback_witness","NOETHER_ARABIC_RTL_DAMASCUS_LINEAR_ALGEBRA_SOURCE_PROBE_20260705.csv","PDF body copied as downloaded source witness.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"provenance/html/20260705T043000Z_arabic_damascus_linear_algebra_probe/downloads/damascus_linear_algebra_statistics_full_metadata.html","20260705T043000Z_arabic_damascus_linear_algebra_probe/downloads/damascus_linear_algebra_statistics_full_metadata.html","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T043000Z_arabic_damascus_linear_algebra_probe\downloads\damascus_linear_algebra_statistics_full_metadata.html","provenance/html","provenance_or_metadata_html",".html","547496","1B3DD3765F2ABC971A2937AA825604181D3917DA86AC7FD2CBEEFAF400392A5A","https://repository.damascusuniversity.edu.sy/items/f3709299-d75e-4b2c-af62-b2e0b2d8142a/full","Official Damascus University repository full metadata page; related nonexclusive distribution-license text hashed separately; no blanket license clearance.","Arabic;Damascus University;linear algebra;statistics;probability;university repository","Arabic RTL HTML/Angular repository metadata; title line carries الجبر الخطي و مبادئ الإحصاء و الاحتمالات. Provenance only.","active_metadata_witness","NOETHER_ARABIC_RTL_DAMASCUS_LINEAR_ALGEBRA_SOURCE_PROBE_20260705.csv","HTML kept as provenance, metadata, article page, or access evidence; not counted as native reviewed source body.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"provenance/other/20260705T043000Z_arabic_damascus_linear_algebra_probe/downloads/damascus_linear_algebra_statistics_probability_license.txt","20260705T043000Z_arabic_damascus_linear_algebra_probe/downloads/damascus_linear_algebra_statistics_probability_license.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T043000Z_arabic_damascus_linear_algebra_probe\downloads\damascus_linear_algebra_statistics_probability_license.txt","provenance/other","text_provenance_witness",".txt","930","9053761570B66FDC880129181338795DFDF560771751D35ABF624AA96C107748","https://repository.damascusuniversity.edu.sy/bitstreams/cc75c18b-e2b8-4f96-8dc8-be843161015b/download","Text title line رخصة التوزيع غير الحصرية - جامعة دمشق and grant language to Damascus University; signal only, not a reuse-clearance determination.","Arabic;Damascus University;license signal;repository distribution","Arabic RTL plain text license/access signal. Do not infer publication/reuse rights beyond recorded text without B3/legal review.","license_signal","NOETHER_ARABIC_RTL_DAMASCUS_LINEAR_ALGEBRA_SOURCE_PROBE_20260705.csv","Text witness retained outside source-body bucket pending human/source review.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"extracted-ocr-witnesses/20260705T043000Z_arabic_damascus_linear_algebra_probe/downloads/damascus_linear_algebra_statistics_probability.first5.txt","20260705T043000Z_arabic_damascus_linear_algebra_probe/downloads/damascus_linear_algebra_statistics_probability.first5.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T043000Z_arabic_damascus_linear_algebra_probe\downloads\damascus_linear_algebra_statistics_probability.first5.txt","extracted-ocr-witnesses","extracted_text_or_ocr_witness",".txt","5","2E9FAEBBD47A57F8D00D2F73A2E412BBF5353A95A112F2278B24F69EE5D14B62","","","","","","","Text extraction/OCR/check witness kept separate from native source bodies.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"source-bodies/pdf/20260705T043000Z_arabic_damascus_linear_algebra_probe/downloads/damascus_linear_algebra_statistics_probability.pdf","20260705T043000Z_arabic_damascus_linear_algebra_probe/downloads/damascus_linear_algebra_statistics_probability.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T043000Z_arabic_damascus_linear_algebra_probe\downloads\damascus_linear_algebra_statistics_probability.pdf","source-bodies/pdf","literal_source_body_pdf",".pdf","7383146","49921D1D0872656B7DBE361D5312E0FAED4ECF61EC8F2DD087F2860398055FBD","https://repository.damascusuniversity.edu.sy/bitstreams/185bec2e-dbf2-4356-acf1-a10b95f94972/download","Official repository download; HEAD reported text/html but downloaded body has %PDF-1.7 signature. Associated nonexclusive distribution-license text is hashed in row AR-DLA-20260705-006; signal only.","Arabic;linear algebra;statistics;probability;Damascus University;official repository","Arabic RTL PDF. First-5-page pdftotext extract is effectively empty, hash 2E9FAEBBD47A57F8D00D2F73A2E412BBF5353A95A112F2278B24F69EE5D14B62, so topic evidence rests on repository metadata title rather than extraction.","active_pdf_fallback_witness","NOETHER_ARABIC_RTL_DAMASCUS_LINEAR_ALGEBRA_SOURCE_PROBE_20260705.csv","PDF body copied as downloaded source witness.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"extracted-ocr-witnesses/20260705T051200Z_arabic_abstract_algebra_module_probe/downloads/mustansiriyah_abstract_algebra_principles.first5.txt","20260705T051200Z_arabic_abstract_algebra_module_probe/downloads/mustansiriyah_abstract_algebra_principles.first5.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T051200Z_arabic_abstract_algebra_module_probe\downloads\mustansiriyah_abstract_algebra_principles.first5.txt","extracted-ocr-witnesses","extracted_text_or_ocr_witness",".txt","9462","CFFBC20B9532025078477284CABF30AFCBAC757F738ECC5718690B8334C304FA","","","","","","","Text extraction/OCR/check witness kept separate from native source bodies.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"source-bodies/pdf/20260705T051200Z_arabic_abstract_algebra_module_probe/downloads/mustansiriyah_abstract_algebra_principles.pdf","20260705T051200Z_arabic_abstract_algebra_module_probe/downloads/mustansiriyah_abstract_algebra_principles.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T051200Z_arabic_abstract_algebra_module_probe\downloads\mustansiriyah_abstract_algebra_principles.pdf","source-bodies/pdf","literal_source_body_pdf",".pdf","5456693","FAA47DEBCB0157EBB28B4A0D0FAECDC7C52950802CE51C66A4F92DA2446F97E0","https://uomustansiriyah.edu.iq/media/attachments/192/192_2019_10_20%2108_53_36_PM.pdf","PDF text states CC-BY-ND 4.0 and attribution to Omran Kouba / HIAST; HEAD 200 application/pdf Last-Modified 2019-10-20; signal only, no blanket license clearance.","Arabic;abstract algebra;groups;rings;fields;polynomials;HIAST;Mustansiriyah mirror","Arabic RTL PDF; first-5-page extract hash CFFBC20B9532025078477284CABF30AFCBAC757F738ECC5718690B8334C304FA confirms abstract algebra title, groups, rings, fields, and license text. Not TeX/PDF layout QA.","active_pdf_fallback_witness","NOETHER_ARABIC_RTL_ABSTRACT_ALGEBRA_MODULE_SOURCE_PROBE_20260705.csv","PDF body copied as downloaded source witness.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"extracted-ocr-witnesses/20260705T051200Z_arabic_abstract_algebra_module_probe/downloads/syriamath_algebraic_structures_3_modules.first5.txt","20260705T051200Z_arabic_abstract_algebra_module_probe/downloads/syriamath_algebraic_structures_3_modules.first5.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T051200Z_arabic_abstract_algebra_module_probe\downloads\syriamath_algebraic_structures_3_modules.first5.txt","extracted-ocr-witnesses","extracted_text_or_ocr_witness",".txt","10362","E6CA304375C2FBEA1FDC41DECF5C447FE928FF0AA19BCF2F191F3BE615CEFA74","","","","","","","Text extraction/OCR/check witness kept separate from native source bodies.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"source-bodies/pdf/20260705T051200Z_arabic_abstract_algebra_module_probe/downloads/syriamath_algebraic_structures_3_modules.pdf","20260705T051200Z_arabic_abstract_algebra_module_probe/downloads/syriamath_algebraic_structures_3_modules.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T051200Z_arabic_abstract_algebra_module_probe\downloads\syriamath_algebraic_structures_3_modules.pdf","source-bodies/pdf","literal_source_body_pdf",".pdf","1421320","BFB151251C52F26AEC9F75D7EA11ABAE2560C440DD9CEB6BA2F3BD4DF4C0A2CB","https://www.syriamath.net/files/lectures/2017/11/981193816.pdf","Public SyriaMath-hosted PDF; HEAD 200 application/pdf Content-Length 1421320 Last-Modified 2017-11-01; no explicit reuse license found; weaker source-authority tier.","Arabic;algebraic structures;modules;module homomorphism;snake lemma;exact sequences;SyriaMath","Arabic RTL PDF; first-5-page extract hash E6CA304375C2FBEA1FDC41DECF5C447FE928FF0AA19BCF2F191F3BE615CEFA74 contains البنى الجبرية 3 and repeated تشاكل مودولي evidence. Not typography-safe approval.","weak_pdf_fallback_witness","NOETHER_ARABIC_RTL_ABSTRACT_ALGEBRA_MODULE_SOURCE_PROBE_20260705.csv","PDF body copied as downloaded source witness.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"extracted-ocr-witnesses/20260705T051200Z_arabic_abstract_algebra_module_probe/downloads/uobasrah_crossed_modules_thesis_abstract_2010.first5.txt","20260705T051200Z_arabic_abstract_algebra_module_probe/downloads/uobasrah_crossed_modules_thesis_abstract_2010.first5.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T051200Z_arabic_abstract_algebra_module_probe\downloads\uobasrah_crossed_modules_thesis_abstract_2010.first5.txt","extracted-ocr-witnesses","extracted_text_or_ocr_witness",".txt","2606","B875DE52637DBFADF5DD4CBDCAE7253209CFAAC61077BF627EB4C8DD99E744D4","","","","","","","Text extraction/OCR/check witness kept separate from native source bodies.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"source-bodies/pdf/20260705T051200Z_arabic_abstract_algebra_module_probe/downloads/uobasrah_crossed_modules_thesis_abstract_2010.pdf","20260705T051200Z_arabic_abstract_algebra_module_probe/downloads/uobasrah_crossed_modules_thesis_abstract_2010.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T051200Z_arabic_abstract_algebra_module_probe\downloads\uobasrah_crossed_modules_thesis_abstract_2010.pdf","source-bodies/pdf","literal_source_body_pdf",".pdf","100256","9956C7ECB7C114A9AAB31A20DCF8FD13B3BB0D89C9CDB52C44B0F0D60139C5C8","https://uobasrah.edu.iq/images/abstract/science/master/2010/mebareek.pdf","Official University of Basrah PDF endpoint; HEAD 200 application/pdf Content-Length 100256 Last-Modified 2020-02-02; no explicit open reuse license found.","Arabic;modules;crossed modules;groups;chain complexes;isomorphism of categories;University of Basrah","Arabic RTL abstract plus English abstract; first-5-page extract hash B875DE52637DBFADF5DD4CBDCAE7253209CFAAC61077BF627EB4C8DD99E744D4 confirms crossed modules, groups, and isomorphism-of-categories context.","active_abstract_fallback_witness","NOETHER_ARABIC_RTL_ABSTRACT_ALGEBRA_MODULE_SOURCE_PROBE_20260705.csv","PDF body copied as downloaded source witness.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"extracted-ocr-witnesses/20260705T054700Z_arabic_hiast_algebra_shelf_probe/downloads/hiast_algebra_I_abstract_algebra.first5.txt","20260705T054700Z_arabic_hiast_algebra_shelf_probe/downloads/hiast_algebra_I_abstract_algebra.first5.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T054700Z_arabic_hiast_algebra_shelf_probe\downloads\hiast_algebra_I_abstract_algebra.first5.txt","extracted-ocr-witnesses","extracted_text_or_ocr_witness",".txt","9462","CFFBC20B9532025078477284CABF30AFCBAC757F738ECC5718690B8334C304FA","","","","","","","Text extraction/OCR/check witness kept separate from native source bodies.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"source-bodies/pdf/20260705T054700Z_arabic_hiast_algebra_shelf_probe/downloads/hiast_algebra_I_abstract_algebra.pdf","20260705T054700Z_arabic_hiast_algebra_shelf_probe/downloads/hiast_algebra_I_abstract_algebra.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T054700Z_arabic_hiast_algebra_shelf_probe\downloads\hiast_algebra_I_abstract_algebra.pdf","source-bodies/pdf","literal_source_body_pdf",".pdf","5456693","FAA47DEBCB0157EBB28B4A0D0FAECDC7C52950802CE51C66A4F92DA2446F97E0","https://hiast.edu.sy/sites/default/files/general/Algebra%20Vol.1-O.Kouba-HIAST-2017.pdf","Official HIAST PDF; HEAD 200 application/pdf Content-Length 5456693 Last-Modified 2022-10-25; PDF and page carry CC-BY-ND 4.0 signal; signal only.","Arabic;abstract algebra;groups;rings;fields;polynomials;HIAST;Omran Kouba","Arabic RTL PDF; first-5-page extract hash CFFBC20B9532025078477284CABF30AFCBAC757F738ECC5718690B8334C304FA confirms broad algebra topics and CC-BY-ND text. Byte-identical to prior Mustansiriyah cached witness, now with official-origin URL.","active_pdf_fallback_witness_duplicate_origin_upgrade","NOETHER_ARABIC_RTL_HIAST_ALGEBRA_SHELF_SOURCE_PROBE_20260705.csv","PDF body copied as downloaded source witness.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"provenance/html/20260705T054700Z_arabic_hiast_algebra_shelf_probe/downloads/hiast_algebra_I_metadata.html","20260705T054700Z_arabic_hiast_algebra_shelf_probe/downloads/hiast_algebra_I_metadata.html","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T054700Z_arabic_hiast_algebra_shelf_probe\downloads\hiast_algebra_I_metadata.html","provenance/html","provenance_or_metadata_html",".html","74114","B6BC54182842C6D160DCC565AF45AA93C667A1FD20384BB03C7C2D6A4355D4E8","https://hiast.edu.sy/ar/publications/algebra_I","Official HIAST page; states 2017 edition is freely downloadable under CC-BY-ND 4.0; HEAD 200 text/html Last-Modified 2026-07-05T02:43:21Z.","Arabic;HIAST;abstract algebra;groups;rings;fields;polynomials;Omran Kouba","Arabic RTL HTML metadata; topic list includes algebraic structures and the page tags HIAST/algebra/Omran Kouba. Provenance only.","active_metadata_witness","NOETHER_ARABIC_RTL_HIAST_ALGEBRA_SHELF_SOURCE_PROBE_20260705.csv","HTML kept as provenance, metadata, article page, or access evidence; not counted as native reviewed source body.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"extracted-ocr-witnesses/20260705T054700Z_arabic_hiast_algebra_shelf_probe/downloads/hiast_algebra_II_linear_algebra.first5.txt","20260705T054700Z_arabic_hiast_algebra_shelf_probe/downloads/hiast_algebra_II_linear_algebra.first5.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T054700Z_arabic_hiast_algebra_shelf_probe\downloads\hiast_algebra_II_linear_algebra.first5.txt","extracted-ocr-witnesses","extracted_text_or_ocr_witness",".txt","8933","1BD1052005F5E209C342492A07546FEE9AA048810DA9275FA980C2BB80B573A4","","","","","","","Text extraction/OCR/check witness kept separate from native source bodies.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
