printed_page	full_pdf_page	scope_leaf	unit_id	segment	placement	french_tex	english_tex	cross_language_math	source_review	manual_evidence
74	91	12	p074.u01	2	display	t^{\frac{p-1}{2}}\equiv(-b)^{\frac{p-1}{4}}\md{p},	t^{\frac{p-1}{2}}\equiv(-b)^{\frac{p-1}{4}}\md{p},	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/74
74	91	12	p074.u01	3	inline	-b	-b	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/74
74	91	12	p074.u01	4	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/74
74	91	12	p074.u01	5	inline	t	t	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/74
74	91	12	p074.u01	6	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/74
74	91	12	p074.u01	7	inline	(\gamma)	(\gamma)	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/74
74	91	12	p074.u02	1	inline	b	b	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/74
74	91	12	p074.u02	2	inline	4n+3	4n+3	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/74
74	91	12	p074.u02	3	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/74
74	91	12	p074.u02	4	inline	4n+1	4n+1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/74
74	91	12	p074.u02	5	inline	t^2-bu^2	t^2-bu^2	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/74
74	91	12	p074.u02	6	inline	p=t^2-bu^2	p=t^2-bu^2	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/74
74	91	12	p074.u02	7	inline	t	t	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/74
74	91	12	p074.u02	8	inline	-b	-b	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/74
74	91	12	p074.u02	9	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/74
74	91	12	p074.u02	10	inline	t	t	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/74
74	91	12	p074.u02	11	inline	b	b	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/74
74	91	12	p074.u03	1	inline	-b	-b	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/74
74	91	12	p074.u03	2	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/74
74	91	12	p074.u03	3	inline	p=\varphi^2+\psi^2	p=\varphi^2+\psi^2	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/74
74	91	12	p074.u03	4	inline	\psi	\psi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/74
74	91	12	p074.u03	5	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/74
74	91	12	p074.u03	6	display	p=t^2-bu^2=\varphi^2+\psi^2,	p=t^2-bu^2=\varphi^2+\psi^2,	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/74
74	91	12	p074.u03	7	display	t^2-\psi^2=(t+\psi)(t-\psi)=\varphi^2+bu^2.	t^2-\psi^2=(t+\psi)(t-\psi)=\varphi^2+bu^2.	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/74
74	91	12	p074.u04	1	inline	\varphi	\varphi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/74
74	91	12	p074.u04	2	inline	b	b	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/74
74	91	12	p074.u04	3	inline	m	m	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/74
74	91	12	p074.u04	4	inline	\varphi	\varphi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/74
74	91	12	p074.u04	5	inline	u	u	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/74
74	91	12	p074.u04	6	inline	\varphi	\varphi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/74
74	91	12	p074.u04	7	inline	b	b	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/74
74	91	12	p074.u04	8	inline	\varphi=m\varphi'	\varphi=m\varphi'	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/74
74	91	12	p074.u04	9	inline	u=mu'	u=mu'	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/74
74	91	12	p074.u04	10	display	(t+\psi)(t-\psi)=m^2(\varphi'^2+bu'^2).	(t+\psi)(t-\psi)=m^2(\varphi'^2+bu'^2).	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/74
74	91	12	p074.u05	1	inline	t+\psi	t+\psi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/74
74	91	12	p074.u05	2	inline	E	E	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/74
74	91	12	p074.u05	3	inline	K	K	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/74
74	91	12	p074.u05	4	inline	m^2	m^2	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/74
74	91	12	p074.u05	5	inline	\varphi'^2+bu'^2	\varphi'^2+bu'^2	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/74
74	91	12	p074.u05	6	inline	t-\psi	t-\psi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/74
74	91	12	p074.u05	7	inline	F	F	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/74
74	91	12	p074.u05	8	inline	L	L	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/74
74	91	12	p074.u05	9	display	"\begin{aligned}
t+\psi&=EK, &t-\psi&=FL,\\
m^2&=EF, &\varphi'^2+bu'^2&=KL.
\end{aligned}"	"\begin{aligned}
t+\psi&=EK, &t-\psi&=FL,\\
m^2&=EF, &\varphi'^2+bu'^2&=KL.
\end{aligned}"	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/74
75	92	13	p075.r28.par.001	1	inline	E	E	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/75
75	92	13	p075.r28.par.001	2	inline	F	F	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/75
75	92	13	p075.r28.par.001	3	inline	\delta	\delta	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/75
75	92	13	p075.r28.par.001	4	inline	E	E	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/75
75	92	13	p075.r28.par.001	5	inline	E	E	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/75
75	92	13	p075.r28.par.001	6	inline	\delta	\delta	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/75
75	92	13	p075.r28.par.001	7	inline	F	F	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/75
75	92	13	p075.r28.par.001	8	inline	\delta	\delta	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/75
75	92	13	p075.r28.par.001	9	inline	t+\psi	t+\psi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/75
75	92	13	p075.r28.par.001	10	inline	t-\psi	t-\psi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/75
75	92	13	p075.r28.par.001	11	inline	t	t	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/75
75	92	13	p075.r28.par.001	12	inline	\delta	\delta	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/75
75	92	13	p075.r28.par.001	13	inline	E	E	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/75
75	92	13	p075.r28.par.001	14	inline	m^2	m^2	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/75
75	92	13	p075.r28.par.001	15	inline	m	m	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/75
75	92	13	p075.r28.par.001	16	inline	u	u	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/75
75	92	13	p075.r28.par.001	17	inline	u	u	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/75
75	92	13	p075.r28.par.001	18	inline	=mu'	=mu'	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/75
75	92	13	p075.r28.par.001	19	inline	t	t	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/75
75	92	13	p075.r28.par.001	20	inline	u	u	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/75
75	92	13	p075.r28.par.001	21	inline	\delta	\delta	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/75
75	92	13	p075.r28.par.001	22	inline	p=t^2-bu^2	p=t^2-bu^2	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/75
75	92	13	p075.r28.par.001	23	inline	E	E	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/75
75	92	13	p075.r28.par.001	24	inline	F	F	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/75
75	92	13	p075.r28.eq.001	1	display	\leg{E}{b}=1,\qquad \leg{F}{b}=1.	\leg{E}{b}=1,\qquad \leg{F}{b}=1.	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/75
75	92	13	p075.r28.par.002	1	inline	K	K	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/75
75	92	13	p075.r28.par.002	2	inline	L	L	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/75
75	92	13	p075.r28.eq.002	1	display	\leg{K}{b}=1,\qquad \leg{L}{b}=1.	\leg{K}{b}=1,\qquad \leg{L}{b}=1.	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/75
75	92	13	p075.r28.par.003	1	inline	\varphi'^2+bu'^2	\varphi'^2+bu'^2	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/75
75	92	13	p075.r28.par.003	2	inline	\varphi'	\varphi'	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/75
75	92	13	p075.r28.par.003	3	inline	bu'	bu'	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/75
75	92	13	p075.r28.par.003	4	inline	R	R	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/75
75	92	13	p075.r28.par.003	5	inline	\leg{R}{b}=1	\leg{R}{b}=1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/75
75	92	13	p075.r28.eq.003	1	display	\leg{EK}{b}=1,\qquad \leg{FL}{b}=1,	\leg{EK}{b}=1,\qquad \leg{FL}{b}=1,	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/75
75	92	13	p075.r28.eq.004	1	display	"\tag{$\delta$}
\leg{t+\psi}{b}=1,\qquad \leg{t-\psi}{b}=1."	"\tag{$\delta$}
\leg{t+\psi}{b}=1,\qquad \leg{t-\psi}{b}=1."	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/75
75	92	13	p075.r28.par.004	1	inline	\varphi	\varphi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/75
75	92	13	p075.r28.par.004	2	inline	b	b	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/75
75	92	13	p075.r28.par.004	3	inline	t+\psi	t+\psi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/75
75	92	13	p075.r28.par.004	4	inline	t-\psi	t-\psi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/75
75	92	13	p075.r28.par.004	5	inline	b	b	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/75
75	92	13	p075.r28.par.004	6	inline	b	b	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/75
75	92	13	p075.r28.par.004	7	inline	t\pm\psi	t\pm\psi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/75
75	92	13	p075.r28.par.004	8	inline	b	b	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/75
75	92	13	p075.r28.eq.005	1	display	"\tag{$\delta'$}
t\pm\psi\equiv0\md{b},\qquad
\leg{t\mp\psi}{b}=1."	"\tag{$\delta'$}
t\pm\psi\equiv0\md{b},\qquad
\leg{t\mp\psi}{b}=1."	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/75
76	93	14	p076.r28.par.005	1	inline	-b	-b	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/76
76	93	14	p076.r28.par.005	2	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/76
76	93	14	p076.r28.par.005	3	inline	t	t	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/76
76	93	14	p076.r28.par.005	4	inline	b	b	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/76
76	93	14	p076.r28.par.005	5	inline	t	t	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/76
76	93	14	p076.r28.par.005	6	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/76
76	93	14	p076.r28.par.005	7	inline	t^2-bu^2	t^2-bu^2	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/76
76	93	14	p076.r28.par.005	8	inline	\varphi	\varphi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/76
76	93	14	p076.r28.par.005	9	inline	b	b	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/76
76	93	14	p076.r28.par.005	10	inline	(\delta)	(\delta)	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/76
76	93	14	p076.r28.par.005	11	inline	b	b	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/76
76	93	14	p076.r28.par.005	12	inline	4n+3	4n+3	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/76
76	93	14	p076.r28.eq.006	1	display	\leg{\psi+t}{b}=1,\qquad \leg{\psi-t}{b}=-1.	\leg{\psi+t}{b}=1,\qquad \leg{\psi-t}{b}=-1.	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/76
76	93	14	p076.r28.par.006	1	inline	p=t^2-bu^2	p=t^2-bu^2	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/76
76	93	14	p076.r28.par.006	2	inline	t^2\equiv p\md{b}	t^2\equiv p\md{b}	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/76
76	93	14	p076.r28.par.006	3	inline	\chi^2\equiv p\md{b}	\chi^2\equiv p\md{b}	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/76
76	93	14	p076.r28.par.006	4	inline	\chi	\chi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/76
76	93	14	p076.r28.par.006	5	inline	t\equiv\chi	t\equiv\chi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/76
76	93	14	p076.r28.par.006	6	inline	t\equiv-\chi\md{b}	t\equiv-\chi\md{b}	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/76
76	93	14	p076.r28.eq.007	1	display	\leg{t}{b}=\leg{\chi}{b},\qquad \leg{\chi+\psi}{b}=1,	\leg{t}{b}=\leg{\chi}{b},\qquad \leg{\chi+\psi}{b}=1,	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/76
76	93	14	p076.r28.eq.007	2	inline	\leg{t}{b}	\leg{t}{b}	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/76
76	93	14	p076.r28.eq.007	3	inline	\leg{t+\psi}{b}	\leg{t+\psi}{b}	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/76
76	93	14	p076.r28.eq.007	4	inline	t	t	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/76
76	93	14	p076.r28.eq.007	5	inline	\chi	\chi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/76
76	93	14	p076.r28.eq.007	6	inline	t	t	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/76
76	93	14	p076.r28.eq.007	7	inline	b	b	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/76
76	93	14	p076.r28.eq.008	1	display	\leg{t}{b}=\leg{\chi(\chi+\psi)}{b}.	\leg{t}{b}=\leg{\chi(\chi+\psi)}{b}.	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/76
76	93	14	p076.r28.par.007	1	inline	t\equiv-\chi\md{b}	t\equiv-\chi\md{b}	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/76
76	93	14	p076.r28.eq.009	1	display	\leg{t}{b}=-\leg{\chi}{b},\qquad \leg{\psi+\chi}{b}=-1,	\leg{t}{b}=-\leg{\chi}{b},\qquad \leg{\psi+\chi}{b}=-1,	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/76
76	93	14	p076.r28.eq.009	2	inline	\leg{\psi-t}{b}=-1	\leg{\psi-t}{b}=-1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/76
76	93	14	p076.r28.eq.009	3	inline	-t	-t	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/76
76	93	14	p076.r28.eq.009	4	inline	\chi	\chi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/76
76	93	14	p076.r28.eq.009	5	inline	b	b	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/76
76	93	14	p076.r28.eq.010	1	display	\leg{t}{b}=\leg{\chi(\chi+\psi)}{b}.	\leg{t}{b}=\leg{\chi(\chi+\psi)}{b}.	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/76
76	93	14	p076.r28.par.008	1	inline	\varphi	\varphi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/76
76	93	14	p076.r28.par.008	2	inline	b	b	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/76
76	93	14	p076.r28.eq.011	1	display	\leg{t}{b}=1\quad\hbox{ou}\quad \leg{t}{b}=-1.	\leg{t}{b}=1\quad\hbox{or}\quad \leg{t}{b}=-1.	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/76
77	94	15	p077.r28.par.009	1	inline	\chi^2\equiv p\md{b}	\chi^2\equiv p\md{b}	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/77
77	94	15	p077.r28.par.009	2	inline	\chi	\chi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/77
77	94	15	p077.r28.eq.012	1	display	\leg{t}{b}=\leg{\chi(\chi+\psi)}{b}.	\leg{t}{b}=\leg{\chi(\chi+\psi)}{b}.	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/77
77	94	15	p077.r28.par.010	1	inline	\varphi	\varphi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/77
77	94	15	p077.r28.par.010	2	inline	b	b	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/77
77	94	15	p077.r28.par.010	3	inline	(\delta')	(\delta')	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/77
77	94	15	p077.r28.eq.013	1	display	"t\pm\psi\equiv0\md{b},\qquad
\leg{t\mp\psi}{b}=1."	"t\pm\psi\equiv0\md{b},\qquad
\leg{t\mp\psi}{b}=1."	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/77
77	94	15	p077.r28.eq.013	2	inline	t\mp\psi	t\mp\psi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/77
77	94	15	p077.r28.eq.013	3	inline	b	b	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/77
77	94	15	p077.r28.eq.013	4	inline	t\pm\psi	t\pm\psi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/77
77	94	15	p077.r28.eq.013	5	inline	b	b	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/77
77	94	15	p077.r28.eq.013	6	inline	\leg{2t}{b}=1	\leg{2t}{b}=1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/77
77	94	15	p077.r28.eq.013	7	inline	\leg{t}{b}=\leg{2}{b}	\leg{t}{b}=\leg{2}{b}	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/77
77	94	15	p077.r28.par.011	1	inline	\varphi	\varphi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/77
77	94	15	p077.r28.par.011	2	inline	b	b	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/77
77	94	15	p077.r28.par.011	3	inline	\leg{t}{b}=1	\leg{t}{b}=1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/77
77	94	15	p077.r28.par.011	4	inline	\leg{t}{b}=-1	\leg{t}{b}=-1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/77
77	94	15	p077.r28.par.011	5	inline	t	t	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/77
77	94	15	p077.r28.par.011	6	inline	8n+7	8n+7	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/77
77	94	15	p077.r28.par.011	7	inline	8n+3	8n+3	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/77
77	94	15	p077.r28.par.012	1	inline	t	t	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/77
77	94	15	p077.r28.par.012	2	inline	-b	-b	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/77
77	94	15	p077.r28.par.012	3	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/77
77	94	15	p077.r28.par.012	4	inline	t	t	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/77
77	94	15	p077.r28.par.012	5	inline	t^2-bu^2=p	t^2-bu^2=p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/77
77	94	15	p077.r28.par.012	6	inline	t	t	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/77
77	94	15	p077.r28.par.012	7	inline	b	b	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/77
77	94	15	p077.r28.par.012	8	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/77
77	94	15	p077.r28.par.012	9	inline	\leg{b}{p}=1	\leg{b}{p}=1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/77
77	94	15	p077.r28.par.012	10	inline	t^2-bu^2=p	t^2-bu^2=p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/77
77	94	15	p077.r28.par.012	11	inline	t^2\pm Mu^2=p	t^2\pm Mu^2=p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/77
77	94	15	p077.r28.par.012	12	inline	M	M	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/77
77	94	15	p077.r28.par.013	1	inline	c	c	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/77
77	94	15	p077.r28.par.013	2	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/77
77	94	15	p077.r28.par.013	3	inline	4n+1	4n+1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/77
77	94	15	p077.r28.par.013	4	inline	\leg{c}{p}=1	\leg{c}{p}=1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/77
77	94	15	p077.r28.par.013	5	inline	\delta	\delta	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/77
77	94	15	p077.r28.par.013	6	inline	c	c	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/77
77	94	15	p077.r28.par.013	7	inline	t^2\pm c\delta u^2=p	t^2\pm c\delta u^2=p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/77
78	95	16	p078.r28.par.014b	1	inline	b	b	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/78
78	95	16	p078.r28.par.014b	2	inline	t^2-bu^2	t^2-bu^2	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/78
78	95	16	p078.r28.par.014b	3	inline	\pm(t^2-bu^2)	\pm(t^2-bu^2)	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/78
