row_uid,term_id,term_id_duplicate_count_in_state_c,source_term,chosen_form_latin,chosen_form_cyrillic,concept_current,f10_flag,safe_to_show_external,required_fix,route,route_key,c2_priority,shelf_langs,E_state_C,W_state_C,S_state_C,I,X,D1_state_C,KL_state_C,E_w0_projection,W_w0_projection,S_w0_projection,D1_w0_projection,KL_w0_projection,branch_delta_W_w0,branch_delta_S_w0,witness_writeback_level,witness_writeback_concept,old_reason_class,old_status,old_reviewer_need,old_source_pointer,old_ws_support_hits,old_ws_competitor_hits,old_ws_support_branches,old_ws_competitor_branches,old_ws_support_langs,old_ws_competitor_langs,old_ws_support_score,old_ws_adverse_competitor_score,old_weighted_score_action_class,old_weighted_score_sensitivity,old_weighted_current_equal_branch,old_weighted_current_dependence_pd,old_weighted_top_equal_branch,old_best_noncurrent_mean_MAG,old_writeback_status,old_writeback_candidate_weight,old_writeback_note,old_operational_term_weight_0_100,old_operational_weight_band,old_recommended_action_band,w0_filtered_candidate,w0_hold_targeted_review,w0_concept,w0_spotcheck_verdict,w0_codex_action,support_channel_present,adverse_channel_present,gap_channel_present,candidate_channel_present,v3_action_band
stateC_0518__ISV-komplement--komplement,ISV-komplement--komplement,1,,komplement,комплемент,unclassified,F10-0,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,3.0,0.0,0.0,0.0,1.0,1.0,1.0986122886681098,3.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,international,unstated,False,noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json,,,,,,,,,,,,,,,,0.0,,31.7,D_underwitnessed,G_currently_acceptable_or_low_priority,False,False,,,,True,False,True,False,CURRENT_low_priority_or_document
stateC_0519__ISV-komplement_von_q--komplement_q,ISV-komplement_von_q--komplement_q,1,,komplement Q,комплемент Q,unclassified,F10-0,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,2.0,0.0,0.0,0.0,1.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,international;source_fidelity,unstated,False,noether_paper18_terms.json,,,,,,,,,,,,,,,,0.0,,26.7,D_underwitnessed,G_currently_acceptable_or_low_priority,False,False,,,,True,False,True,False,CURRENT_low_priority_or_document
stateC_0520__ISV-komplementpotenz_durch_ein_prim_rideal_t--stepen_komplementa_d,ISV-komplementpotenz_durch_ein_primärideal_t--stepen_komplementa_d,1,,stepen komplementa / dělimy črez primarny ideal,степен комплемента / делимы чрез примарны идеал,ideal,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,1.0,1.0,2.82842712474619,0.05889151782819174,1.0,1.0,,,source_fidelity,unstated,True,noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json,1296,0,south|west,,bg|cs|hr|pl|sk|sl|sr,,1.0,0.0,confirm_current,stable,1.0,1.0,ideal,-999,candidate_component_witness_writeback_W_and_S,0.55,"concept-shelf W and S support available; still component-level, not full compound attestation",42.7,C_partial_or_review_needed,C_context_candidate_writeback,True,False,ideal,candidate_after_source_row_context_check,may enter W0 writeback queue after row-context check; not certified,True,False,True,True,CANDIDATE_W0_filtered_add_WS_after_row_context
stateC_0521__ISV-komponente--komponenta,ISV-komponente--komponenta,1,,komponenta,,primary ideal,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,primary ideal,False,,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0522__ISV-komponenten_als_f_r_sich_betrachtete_rin--komponenty_kako_kolc,ISV-komponenten_als_für_sich_betrachtete_rin--komponenty_kako_kolc,1,,"komponenty kako kolca same po sebě, a ne kako idealy od \overline{\mathfrak R}",,ideal,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,2.0,1.0,1.0,0.0,0.0,2.82842712474619,0.05889151782819174,2.0,1.0,1.0,2.82842712474619,0.05889151782819174,0.0,0.0,concept_shelf,ideal,,,,,,,,,,,,,,,,,,,,,,,,,True,False,ideal,candidate_after_source_row_context_check,may enter W0 writeback queue after row-context check; not certified,True,False,False,False,MISSING_WITNESS_continue_tail_routing
stateC_0523__ISV-komponenten_in_gruppen_zusammenfassen--shvatiti_komponenty_,ISV-komponenten_in_gruppen_zusammenfassen--shvatiti_komponenty_,1,,shvatiti komponenty v grupy,схватити компоненты в групы,field,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,field,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,2.0,1.0,1.0,0.0,0.0,2.82842712474619,0.05889151782819174,2.0,1.0,1.0,2.82842712474619,0.05889151782819174,0.0,0.0,concept_shelf,group,unstated,unstated,True,noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json,1084,1096,south|west,south|west,bg|cs|hr|pl|sl,bg|cs|pl|sk|sl,0.4996,0.5004,confirm_current,stable,1.0,1.0,polje,-0.7645207641868372,candidate_component_witness_writeback_W_and_S,0.55,"concept-shelf W and S support available; still component-level, not full compound attestation",69.7,B_usable_candidate_or_balanced,C_context_candidate_writeback,False,False,,,,True,True,False,False,MISSING_WITNESS_continue_tail_routing
stateC_0524__ISV-komponentenklasse--komponentny_klas,ISV-komponentenklasse--komponentny_klas,1,,komponentny klas,,field,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,field,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0525__ISV-kompositionsfaktoren--kompozicijne_faktory,ISV-kompositionsfaktoren--kompozicijne_faktory,1,Kompositionsfaktoren,kompozicijne faktory,композицијне факторы,direct factor,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,direct factor,False,,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,unstated,unstated,True,noether_paper34_section03_terms.json,,,,,,,,,,,,,,,no_context_evidence_available,0.0,no precomputed evidence row available for route key,16.7,D_underwitnessed,F_missing_witness_backfill,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0526__ISV-kompositionsreihe--kompozicijny_red,ISV-kompositionsreihe--kompozicijny_red,1,,kompozicijny red,,unclassified,F10-0,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,2.0,0.0,0.0,0.0,1.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,True,False,True,False,CURRENT_low_priority_or_document
stateC_0527__ISV-kompositionsreihe--kompozicijny_rjad,ISV-kompositionsreihe--kompozicijny_rjad,1,Kompositionsreihe,kompozicijny rjad,композицијны рјад,unclassified,F10-0,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,3.0,0.0,0.0,0.0,1.0,1.0,1.0986122886681098,3.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,pan_slavic_native;international,unstated,False,noether_paper34_section03_terms.json,,,,,,,,,,,,,,,,0.0,,31.7,D_underwitnessed,G_currently_acceptable_or_low_priority,False,False,,,,True,False,True,False,CURRENT_low_priority_or_document
stateC_0528__ISV-kompositionsreihe_des_darstellungsmoduls--kompozicijna_serija_,ISV-kompositionsreihe_des_darstellungsmoduls--kompozicijna_serija_,1,,kompozicijna serija modula predstavjenja,композицијна серија модула представјеньа,module,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,modul,False,all_shelves,3.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,3.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,unstated,unstated,True,noether_paper34_section23_source_fidelity_terms.json,448,0,south|west,,cs|hr|pl|sk|sl|sr,,1.0,0.0,confirm_current,stable,1.0,0.9090909090909091,modul,-999,Q2_ACCEPT_component_support_after_spotcheck,0.45,window is mathematical module/ring context (Bulgarian title: modules over principal ideal rings / finite generated abelian groups),45.7,C_partial_or_review_needed,C_context_candidate_writeback,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0529__ISV-kompositionsreihe_kompositionsfaktor--kompozicijny_rjad_ko,ISV-kompositionsreihe_kompositionsfaktor--kompozicijny_rjad_ko,1,Kompositionsreihe / Kompositionsfaktor,kompozicijny rjad / kompozicijny faktor,композицијны рјад / композицијны фактор,direct factor,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,direct factor,False,,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,unstated,unstated,True,noether_paper34_section05_terms.json,,,,,,,,,,,,,,,no_context_evidence_available,0.0,no precomputed evidence row available for route key,16.7,D_underwitnessed,F_missing_witness_backfill,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0530__ISV-kongruent_mod_m--kongruentny_po_modul,ISV-kongruent_mod_m--kongruentny_po_modul,1,,kongruentny po modulu,,kongruen,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,kongruen,False,all_shelves,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0531__ISV-kongruenzkomposition--kongruenzkomposition,ISV-kongruenzkomposition--kongruenzkomposition,1,,Kongruenzkomposition,Kongruenzkomposition,kongruen,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,kongruen,False,all_shelves,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,unstated,unstated,True,noether_paper19_terms.json,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0532__ISV-konjugierte--konjugaty,ISV-konjugierte--konjugaty,1,,konjugaty,,unclassified,F10-0,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,3.0,0.0,0.0,0.0,1.0,1.0,1.0986122886681098,3.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,True,False,True,False,CURRENT_low_priority_or_document
stateC_0533__ISV-konjugierte_des_nenners--konjugaty_imenovatel,ISV-konjugierte_des_nenners--konjugaty_imenovatel,1,,konjugaty imenovatelja,конјугаты именователја,trace,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,trace,False,,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,unstated,unstated,True,noether_paper07_terms.json,16,16,south,west,bg,cs|pl,0.5,0.5,variant_or_doublet_note,stable,0.6666666666666666,0.45454545454545453,sled?,-0.24058370886064562,candidate_component_witness_writeback_W_and_S,0.55,"concept-shelf W and S support available; still component-level, not full compound attestation",24.2,D_underwitnessed,C_context_candidate_writeback,False,False,,,,True,True,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0534__ISV-konjugierte_elemente--konjugovane_elementy,ISV-konjugierte_elemente--konjugovane_elementy,1,,konjugovane elementy,,unclassified,F10-0,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,3.0,0.0,0.0,0.0,1.0,1.0,1.0986122886681098,3.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,True,False,True,False,CURRENT_low_priority_or_document
stateC_0535__ISV-konjugierte_in_bezug_auf_h_konjugierten--konjugat_konjugaty_v,ISV-konjugierte_in_bezug_auf_h_konjugierten--konjugat_konjugaty_v,1,,konjugat / konjugaty vzhodno k (H),,unclassified,F10-0,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,3.0,0.0,0.0,0.0,1.0,1.0,1.0986122886681098,3.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,True,False,True,False,CURRENT_low_priority_or_document
stateC_0536__ISV-konjugiertenklasse_klassen_konjugierter_--konjugacijna_klasa,ISV-konjugiertenklasse_klassen_konjugierter_--konjugacijna_klasa,1,,konjugacijna klasa,конјугацијна класа,unclassified,F10-0,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,3.0,0.0,0.0,0.0,1.0,1.0,1.0986122886681098,3.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,pan_slavic_native;international,unstated,False,noether_paper34_section26_source_fidelity_terms.json,,,,,,,,,,,,,,,,0.0,,31.7,D_underwitnessed,G_currently_acceptable_or_low_priority,False,False,,,,True,False,True,False,CURRENT_low_priority_or_document
stateC_0537__ISV-konstanten___i_a_a___i--konstanty,ISV-konstanten_ξ_i_a_a_ξ_i--konstanty,1,,konstanty,,unclassified,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,D_no_route_true_gap,,False,,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0538__ISV-konstruktion_nach_vorgegebener_wohlordnu--konstrukcija_po_zada,ISV-konstruktion_nach_vorgegebener_wohlordnu--konstrukcija_po_zada,1,,konstrukcija po zadannom dobrom uporjadkovanju,,konstru,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,konstru,False,all_shelves,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0539__ISV-konstruktion_von_fz--konstrukcija_fz,ISV-konstruktion_von_fz--konstrukcija_fz,1,,konstrukcija f(z),,unclassified,F10-0,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,2.0,0.0,0.0,0.0,1.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,True,False,True,False,CURRENT_low_priority_or_document
stateC_0540__ISV-kontinuierliche_gruppe_im_lieschen_sinne--kontinuirna_grupa_v_,ISV-kontinuierliche_gruppe_im_lieschen_sinne--kontinuirna_grupa_v_,1,,kontinuirna grupa v smislu Lija,,group,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,group,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,2.0,1.0,1.0,0.0,0.0,2.82842712474619,0.05889151782819174,2.0,1.0,1.0,2.82842712474619,0.05889151782819174,0.0,0.0,concept_shelf,group,,,,,,,,,,,,,,,,,,,,,,,,,True,False,group,candidate_after_source_row_context_check,may enter W0 writeback queue after row-context check; not certified,True,False,False,False,MISSING_WITNESS_continue_tail_routing
stateC_0541__ISV-kontragredient_kogredient--kontragradientny_kog,ISV-kontragredient_kogredient--kontragradientny_kog,1,kontragredient / kogredient,kontragradientny / kogradientny,контраградиентны / коградиентны,unclassified,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,D_no_route_true_gap,,False,,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,pan_slavic_native,unstated,True,noether_paper02_section26_terms.json;logbook:2026-06-10: Paper 02 Section 26 Interslavic Decisions,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0542__ISV-kontragrediente_formen--kontragredientne_for,ISV-kontragrediente_formen--kontragredientne_for,1,kontragrediente Formen,kontragredientne formy,контрагредиентне формы,unclassified,F10-0,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,3.0,0.0,0.0,0.0,1.0,1.0,1.0986122886681098,3.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,international,stable,False,noether_paper02_section19_terms.json;logbook:2026-06-10: Paper 02 §8 Interslavic Decisions,,,,,,,,,,,,,,,,0.0,,31.7,D_underwitnessed,G_currently_acceptable_or_low_priority,False,False,,,,True,False,True,False,CURRENT_low_priority_or_document
stateC_0543__ISV-kontragrediente_symbole--kontragredientne_sim,ISV-kontragrediente_symbole--kontragredientne_sim,1,kontragrediente Symbole,kontragredientne simboly,контрагредиентне симболы,unclassified,F10-0,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,2.0,0.0,0.0,0.0,1.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,international,stable,False,noether_paper02_section01_terms.json,,,,,,,,,,,,,,,,0.0,,26.7,D_underwitnessed,G_currently_acceptable_or_low_priority,False,False,,,,True,False,True,False,CURRENT_low_priority_or_document
stateC_0544__ISV-kreisk_rper--ciklotomi_ne_polja,ISV-kreiskörper--ciklotomične_polja,1,,ciklotomične polja,,unclassified,F10-0,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,3.0,0.0,0.0,0.0,1.0,1.0,1.0986122886681098,3.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,True,False,True,False,CURRENT_low_priority_or_document
stateC_0545__ISV-kreisk_rper--kru_no_polje,ISV-kreiskörper--kružno_polje,1,Kreiskörper,kružno polje,,unclassified,F10-0,yes,record witness forms in the term row (currently prose/shelf only),,,,,2.0,1.0,1.0,0.0,0.0,2.82842712474619,0.05889151782819174,2.0,1.0,1.0,2.82842712474619,0.05889151782819174,0.0,0.0,,,unstated,unstated,False,noether_paper38_source_fidelity_terms.json,,,,,,,,,,,,,,,,0.0,,70.2,B_usable_candidate_or_balanced,G_currently_acceptable_or_low_priority,False,False,,,,True,False,False,False,CURRENT_low_priority_or_document
stateC_0546__ISV-kroneckersche_substitution--kroneckerova_substit,ISV-kroneckersche_substitution--kroneckerova_substit,1,,Kroneckerova substitucija,Кронецкерова субституција,unclassified,F10-0,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,3.0,0.0,0.0,0.0,1.0,1.0,1.0986122886681098,3.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,international,unstated,False,noether_paper20_terms.json,,,,,,,,,,,,,,,,0.0,,31.7,D_underwitnessed,G_currently_acceptable_or_low_priority,False,False,,,,True,False,True,False,CURRENT_low_priority_or_document
stateC_0547__ISV-kroneckerscher_satz_relativ-abelsche_k_r--teorem_kronekera_rel,ISV-kroneckerscher_satz_relativ-abelsche_kör--teorem_kronekera_rel,1,,teorem Kronekera / relativno-Abelove polja,,field,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,field,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,2.0,1.0,1.0,0.0,0.0,2.82842712474619,0.05889151782819174,2.0,1.0,1.0,2.82842712474619,0.05889151782819174,0.0,0.0,concept_shelf,field,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,True,False,False,False,MISSING_WITNESS_continue_tail_routing
stateC_0548__ISV-kurzmitteilungen--kratke_komunikacije,ISV-kurzmitteilungen--kratke_komunikacije,1,,kratke komunikacije,,unclassified,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,D_no_route_true_gap,,False,,3.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,3.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,pan_slavic_native,unstated,True,noether_postbibliography_source_fidelity_terms.json,,,,,,,,,,,,,,,,0.0,,21.7,D_underwitnessed,F_missing_witness_backfill,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0549__ISV-k_rper--t_lo,ISV-körper--tělo,1,Körper,tělo,тело,unclassified,F10-0,yes,record witness forms in the term row (currently prose/shelf only),,,,,2.0,1.0,1.0,0.0,0.0,2.82842712474619,0.05889151782819174,2.0,1.0,1.0,2.82842712474619,0.05889151782819174,0.0,0.0,,,unstated,unstated,False,noether_paper34_section02_terms.json,,,,,,,,,,,,,,,,0.0,,70.2,B_usable_candidate_or_balanced,G_currently_acceptable_or_low_priority,False,False,,,,True,False,False,False,CURRENT_low_priority_or_document
stateC_0550__ISV-k_rper_aller_komplexen_zahlen--polje_vsih_kompleksn,ISV-körper_aller_komplexen_zahlen--polje_vsih_kompleksn,1,,polje vsih kompleksnyh čisel,,unclassified,F10-0,yes,record witness forms in the term row (currently prose/shelf only),,,,,2.0,1.0,1.0,0.0,0.0,2.82842712474619,0.05889151782819174,2.0,1.0,1.0,2.82842712474619,0.05889151782819174,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,True,False,False,False,CURRENT_low_priority_or_document
stateC_0551__ISV-k_rper_funktionenk_rper_zahlk_rper--polje_polje_funkcij_,ISV-körper_funktionenkörper_zahlkörper--polje_polje_funkcij_,1,,polje / polje funkcij / čislovo polje,,unclassified,F10-0,yes,record witness forms in the term row (currently prose/shelf only),,,,,2.0,1.0,1.0,0.0,0.0,2.82842712474619,0.05889151782819174,2.0,1.0,1.0,2.82842712474619,0.05889151782819174,0.0,0.0,,,unstated,unstated,False,noether_postbibliography_source_fidelity_terms.json,,,,,,,,,,,,,,,,0.0,,70.2,B_usable_candidate_or_balanced,G_currently_acceptable_or_low_priority,False,False,,,,True,False,False,False,CURRENT_low_priority_or_document
stateC_0552__ISV-k_rper_k_n_ho--polja_k_n_ho,ISV-körper_k_n_ho--polja_k_n_ho,1,,"polja K_{nho}","польа K_{nho}",extension of the first kind,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,extension of the first kind,False,,2.0,1.0,1.0,0.0,0.0,2.82842712474619,0.05889151782819174,2.0,1.0,1.0,2.82842712474619,0.05889151782819174,0.0,0.0,concept_shelf,field,unstated,unstated,True,noether_paper06_section01_terms.json,,,,,,,,,,,,,,,no_context_evidence_available,0.0,no precomputed evidence row available for route key,62.2,B_usable_candidate_or_balanced,F_missing_witness_backfill,False,False,,,,True,False,False,False,MISSING_WITNESS_continue_tail_routing
stateC_0553__ISV-k_rper_kommutativer_k_rper--t_lo_komutativno_pol,ISV-körper_kommutativer_körper--tělo_komutativno_pol,1,Körper; kommutativer Körper,tělo; komutativno polje,,unclassified,F10-0,yes,record witness forms in the term row (currently prose/shelf only),,,,,3.0,1.0,1.0,0.0,0.0,2.586409289858933,0.14834174943487521,3.0,1.0,1.0,2.586409289858933,0.14834174943487521,0.0,0.0,,,source_fidelity,unstated,False,noether_paper40_source_fidelity_terms.json,,,,,,,,,,,,,,,,0.0,,67.6,B_usable_candidate_or_balanced,G_currently_acceptable_or_low_priority,False,False,,,,True,False,False,False,CURRENT_low_priority_or_document
stateC_0554__ISV-k_rper_nicht_notwendig_kommutativ--t_lo,ISV-körper_nicht_notwendig_kommutativ--tělo,1,Körper (nicht notwendig kommutativ),tělo,тело,unclassified,F10-0,yes,record witness forms in the term row (currently prose/shelf only),,,,,2.0,1.0,1.0,0.0,0.0,2.82842712474619,0.05889151782819174,2.0,1.0,1.0,2.82842712474619,0.05889151782819174,0.0,0.0,,,unstated,unstated,False,noether_paper34_section06_terms.json,,,,,,,,,,,,,,,,0.0,,70.2,B_usable_candidate_or_balanced,G_currently_acceptable_or_low_priority,False,False,,,,True,False,False,False,CURRENT_low_priority_or_document
stateC_0555__ISV-k_rper_und_systeme_rationaler_funktionen--polja_i_sistemy_raci,ISV-körper_und_systeme_rationaler_funktionen--polja_i_sistemy_raci,1,,Polja i sistemy racionalnyh funkcij,Польа и системы рационалных функциј,field,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,field,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,2.0,1.0,1.0,0.0,0.0,2.82842712474619,0.05889151782819174,2.0,1.0,1.0,2.82842712474619,0.05889151782819174,0.0,0.0,concept_shelf,field,unstated,unstated,True,noether_paper06_introduction_terms.json,1084,1096,south|west,south|west,bg|cs|hr|pl|sl,bg|cs|pl|sk|sl,0.4996,0.5004,confirm_current,stable,1.0,1.0,polje,-0.7645207641868372,candidate_component_witness_writeback_W_and_S,0.55,"concept-shelf W and S support available; still component-level, not full compound attestation",69.7,B_usable_candidate_or_balanced,C_context_candidate_writeback,False,False,,,,True,True,False,False,MISSING_WITNESS_continue_tail_routing
stateC_0556__ISV-k_rzeste_darstellung--najkraj_e_predstavje,ISV-kürzeste_darstellung--najkrajše_predstavje,1,kürzeste Darstellung,najkrajše predstavjenje,,representation,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,representation,True,,2.0,1.0,1.0,0.0,0.0,2.82842712474619,0.05889151782819174,2.0,1.0,1.0,2.82842712474619,0.05889151782819174,0.0,0.0,concept_shelf,representation,unstated,unstated,True,noether_paper30_section05_terms.json,142,278,south|west,west,bg|cs|hr|pl|sl,cs|pl|sk,0.4685,0.5315,confirm_current,stable,1.0,1.0,predstavjenje?,-0.7645207641868372,Q3_REJECT_bibliography_or_english_source_residue,0.0,"window is bibliography/English title residue, not native target-language usage",57.5,B_usable_candidate_or_balanced,F_missing_witness_backfill,False,False,,,,True,True,False,False,MISSING_WITNESS_continue_tail_routing
stateC_0557__ISV-k_rzeste_darstellungen--najkrat_e_predstavje,ISV-kürzeste_darstellungen--najkratše_predstavje,1,,najkratše predstavjenja,најкратше представјеньа,representation,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,representation,True,,2.0,1.0,1.0,0.0,0.0,2.82842712474619,0.05889151782819174,2.0,1.0,1.0,2.82842712474619,0.05889151782819174,0.0,0.0,concept_shelf,representation,unstated,unstated,True,noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json,142,278,south|west,west,bg|cs|hr|pl|sl,cs|pl|sk,0.4685,0.5315,confirm_current,stable,1.0,1.0,predstavjenje?,-0.7645207641868372,Q3_REJECT_bibliography_or_english_source_residue,0.0,"window is bibliography/English title residue, not native target-language usage",57.5,B_usable_candidate_or_balanced,F_missing_witness_backfill,False,False,,,,True,True,False,False,MISSING_WITNESS_continue_tail_routing
