row_uid,term_id,src_state,dst_state,channel,weight,state,evidence,note
stateC_0203__ISV-eineindeutige_zuordnung_isomorph--jedno-jednozna_no_pr,ISV-eineindeutige_zuordnung_isomorph--jedno-jednoznačno_pr,q0_START,q1_SOURCE::unknown_source,source,1.0,state_C,canonical_state_C_row,start-to-source
stateC_0203__ISV-eineindeutige_zuordnung_isomorph--jedno-jednozna_no_pr,ISV-eineindeutige_zuordnung_isomorph--jedno-jednoznačno_pr,q1_SOURCE::unknown_source,q2_CONCEPT::izomorf,concept_link,1.0,state_C,,B_intl_stem_probeable
stateC_0203__ISV-eineindeutige_zuordnung_isomorph--jedno-jednozna_no_pr,ISV-eineindeutige_zuordnung_isomorph--jedno-jednoznačno_pr,q2_CONCEPT::izomorf,q3_ISV_FORM::jedno-jednoznačno pridruženje / izomorfny,form_realization,1.0,state_C,chosen_form_latin,
stateC_0203__ISV-eineindeutige_zuordnung_isomorph--jedno-jednozna_no_pr,ISV-eineindeutige_zuordnung_isomorph--jedno-jednoznačno_pr,q3_ISV_FORM::jedno-jednoznačno pridruženje / izomorfny,q4_SUPPORT_E,support_E,2.0,state_C,state_C_witness_vector,
stateC_0203__ISV-eineindeutige_zuordnung_isomorph--jedno-jednozna_no_pr,ISV-eineindeutige_zuordnung_isomorph--jedno-jednoznačno_pr,q3_ISV_FORM::jedno-jednoznačno pridruženje / izomorfny,q4_SUPPORT_W,support_W,1.0,state_C,state_C_witness_vector,
stateC_0203__ISV-eineindeutige_zuordnung_isomorph--jedno-jednozna_no_pr,ISV-eineindeutige_zuordnung_isomorph--jedno-jednoznačno_pr,q3_ISV_FORM::jedno-jednoznačno pridruženje / izomorfny,q4_SUPPORT_S,support_S,1.0,state_C,state_C_witness_vector,
stateC_0203__ISV-eineindeutige_zuordnung_isomorph--jedno-jednozna_no_pr,ISV-eineindeutige_zuordnung_isomorph--jedno-jednoznačno_pr,q3_ISV_FORM::jedno-jednoznačno pridruženje / izomorfny,q5_DECISION::MISSING_WITNESS_continue_tail_routing,decision,1.0,state_C,F10-1,review
stateC_0204__ISV-einfach--prosta_grupa,ISV-einfach--prosta_grupa,q0_START,q1_SOURCE::einfach,source,1.0,state_C,canonical_state_C_row,start-to-source
stateC_0204__ISV-einfach--prosta_grupa,ISV-einfach--prosta_grupa,q1_SOURCE::einfach,q2_CONCEPT::grup,concept_link,1.0,state_C,concept_link,B_intl_stem_probeable
stateC_0204__ISV-einfach--prosta_grupa,ISV-einfach--prosta_grupa,q2_CONCEPT::grup,q3_ISV_FORM::prosta grupa,form_realization,1.0,state_C,chosen_form_latin,
stateC_0204__ISV-einfach--prosta_grupa,ISV-einfach--prosta_grupa,q3_ISV_FORM::prosta grupa,q4_SUPPORT_E,support_E,2.0,state_C,state_C_witness_vector,
stateC_0204__ISV-einfach--prosta_grupa,ISV-einfach--prosta_grupa,q3_ISV_FORM::prosta grupa,q4_GAP_W,gap_W,1.0,state_C,state_C_missing_branch,
stateC_0204__ISV-einfach--prosta_grupa,ISV-einfach--prosta_grupa,q3_ISV_FORM::prosta grupa,q4_GAP_S,gap_S,1.0,state_C,state_C_missing_branch,
stateC_0204__ISV-einfach--prosta_grupa,ISV-einfach--prosta_grupa,q3_ISV_FORM::prosta grupa,q5_DECISION::MISSING_WITNESS_continue_tail_routing,decision,1.0,state_C,F10-1,review
stateC_0205__ISV-einfache_gruppe--prosta_grupa,ISV-einfache_gruppe--prosta_grupa,q0_START,q1_SOURCE::einfache Gruppe,source,1.0,state_C,canonical_state_C_row,start-to-source
stateC_0205__ISV-einfache_gruppe--prosta_grupa,ISV-einfache_gruppe--prosta_grupa,q1_SOURCE::einfache Gruppe,q2_CONCEPT::group,concept_link,1.0,state_C,v10_queue,A_probe_covered_concept
stateC_0205__ISV-einfache_gruppe--prosta_grupa,ISV-einfache_gruppe--prosta_grupa,q2_CONCEPT::group,q3_ISV_FORM::prosta grupa,form_realization,1.0,state_C,chosen_form_latin,
stateC_0205__ISV-einfache_gruppe--prosta_grupa,ISV-einfache_gruppe--prosta_grupa,q3_ISV_FORM::prosta grupa,q4_SUPPORT_E,support_E,2.0,state_C,state_C_witness_vector,
stateC_0205__ISV-einfache_gruppe--prosta_grupa,ISV-einfache_gruppe--prosta_grupa,q3_ISV_FORM::prosta grupa,q4_SUPPORT_W,support_W,1.0,state_C,state_C_witness_vector,
stateC_0205__ISV-einfache_gruppe--prosta_grupa,ISV-einfache_gruppe--prosta_grupa,q3_ISV_FORM::prosta grupa,q4_SUPPORT_S,support_S,1.0,state_C,state_C_witness_vector,
stateC_0205__ISV-einfache_gruppe--prosta_grupa,ISV-einfache_gruppe--prosta_grupa,q3_ISV_FORM::prosta grupa,q5_DECISION::MISSING_WITNESS_continue_tail_routing,decision,1.0,state_C,F10-1,review
stateC_0206__ISV-einfacher_modul--prosty_modul,ISV-einfacher_modul--prosty_modul,q0_START,q1_SOURCE::unknown_source,source,1.0,state_C,canonical_state_C_row,start-to-source
stateC_0206__ISV-einfacher_modul--prosty_modul,ISV-einfacher_modul--prosty_modul,q1_SOURCE::unknown_source,q2_CONCEPT::module,concept_link,1.0,state_C,,A_probe_covered_concept
stateC_0206__ISV-einfacher_modul--prosty_modul,ISV-einfacher_modul--prosty_modul,q2_CONCEPT::module,q3_ISV_FORM::prosty modul,form_realization,1.0,state_C,chosen_form_latin,
stateC_0206__ISV-einfacher_modul--prosty_modul,ISV-einfacher_modul--prosty_modul,q3_ISV_FORM::prosty modul,q4_SUPPORT_E,support_E,2.0,state_C,state_C_witness_vector,
stateC_0206__ISV-einfacher_modul--prosty_modul,ISV-einfacher_modul--prosty_modul,q3_ISV_FORM::prosty modul,q4_SUPPORT_W,support_W,1.0,state_C,state_C_witness_vector,
stateC_0206__ISV-einfacher_modul--prosty_modul,ISV-einfacher_modul--prosty_modul,q3_ISV_FORM::prosty modul,q4_SUPPORT_S,support_S,1.0,state_C,state_C_witness_vector,
stateC_0206__ISV-einfacher_modul--prosty_modul,ISV-einfacher_modul--prosty_modul,q3_ISV_FORM::prosty modul,q5_DECISION::MISSING_WITNESS_continue_tail_routing,decision,1.0,state_C,F10-1,review
stateC_0207__ISV-einf_rmiger_fall--jednoformny_slu_aj,ISV-einförmiger_fall--jednoformny_slučaj,q0_START,q1_SOURCE::unknown_source,source,1.0,state_C,canonical_state_C_row,start-to-source
stateC_0207__ISV-einf_rmiger_fall--jednoformny_slu_aj,ISV-einförmiger_fall--jednoformny_slučaj,q1_SOURCE::unknown_source,q2_CONCEPT::form,concept_link,1.0,state_C,concept_link,B_intl_stem_probeable
stateC_0207__ISV-einf_rmiger_fall--jednoformny_slu_aj,ISV-einförmiger_fall--jednoformny_slučaj,q2_CONCEPT::form,q3_ISV_FORM::jednoformny slučaj,form_realization,1.0,state_C,chosen_form_latin,
stateC_0207__ISV-einf_rmiger_fall--jednoformny_slu_aj,ISV-einförmiger_fall--jednoformny_slučaj,q3_ISV_FORM::jednoformny slučaj,q4_SUPPORT_E,support_E,2.0,state_C,state_C_witness_vector,
stateC_0207__ISV-einf_rmiger_fall--jednoformny_slu_aj,ISV-einförmiger_fall--jednoformny_slučaj,q3_ISV_FORM::jednoformny slučaj,q4_GAP_W,gap_W,1.0,state_C,state_C_missing_branch,
stateC_0207__ISV-einf_rmiger_fall--jednoformny_slu_aj,ISV-einförmiger_fall--jednoformny_slučaj,q3_ISV_FORM::jednoformny slučaj,q4_GAP_S,gap_S,1.0,state_C,state_C_missing_branch,
stateC_0207__ISV-einf_rmiger_fall--jednoformny_slu_aj,ISV-einförmiger_fall--jednoformny_slučaj,q3_ISV_FORM::jednoformny slučaj,q5_DECISION::MISSING_WITNESS_continue_tail_routing,decision,1.0,state_C,F10-1,review
stateC_0208__ISV-eingliedrige_mehrgliedrige_modulbasis--jednoelementny_mnogo,ISV-eingliedrige_mehrgliedrige_modulbasis--jednoelementny_mnogo,q0_START,q1_SOURCE::unknown_source,source,1.0,state_C,canonical_state_C_row,start-to-source
stateC_0208__ISV-eingliedrige_mehrgliedrige_modulbasis--jednoelementny_mnogo,ISV-eingliedrige_mehrgliedrige_modulbasis--jednoelementny_mnogo,q1_SOURCE::unknown_source,q2_CONCEPT::basis,concept_link,1.0,state_C,,A_probe_covered_concept
stateC_0208__ISV-eingliedrige_mehrgliedrige_modulbasis--jednoelementny_mnogo,ISV-eingliedrige_mehrgliedrige_modulbasis--jednoelementny_mnogo,q2_CONCEPT::basis,q3_ISV_FORM::jednoelementny / mnogočlenny bazis modula,form_realization,1.0,state_C,chosen_form_latin,
stateC_0208__ISV-eingliedrige_mehrgliedrige_modulbasis--jednoelementny_mnogo,ISV-eingliedrige_mehrgliedrige_modulbasis--jednoelementny_mnogo,q3_ISV_FORM::jednoelementny / mnogočlenny bazis modula,q4_SUPPORT_E,support_E,2.0,state_C,state_C_witness_vector,
stateC_0208__ISV-eingliedrige_mehrgliedrige_modulbasis--jednoelementny_mnogo,ISV-eingliedrige_mehrgliedrige_modulbasis--jednoelementny_mnogo,q3_ISV_FORM::jednoelementny / mnogočlenny bazis modula,q4_GAP_W,gap_W,1.0,state_C,state_C_missing_branch,
stateC_0208__ISV-eingliedrige_mehrgliedrige_modulbasis--jednoelementny_mnogo,ISV-eingliedrige_mehrgliedrige_modulbasis--jednoelementny_mnogo,q3_ISV_FORM::jednoelementny / mnogočlenny bazis modula,q4_GAP_S,gap_S,1.0,state_C,state_C_missing_branch,
stateC_0208__ISV-eingliedrige_mehrgliedrige_modulbasis--jednoelementny_mnogo,ISV-eingliedrige_mehrgliedrige_modulbasis--jednoelementny_mnogo,q3_ISV_FORM::jednoelementny / mnogočlenny bazis modula,q4_CANDIDATE_SUPPORT_W,candidate_support_W,1.0,state_C,W0_filtered_candidate,not certified
stateC_0208__ISV-eingliedrige_mehrgliedrige_modulbasis--jednoelementny_mnogo,ISV-eingliedrige_mehrgliedrige_modulbasis--jednoelementny_mnogo,q3_ISV_FORM::jednoelementny / mnogočlenny bazis modula,q4_CANDIDATE_SUPPORT_S,candidate_support_S,1.0,state_C,W0_filtered_candidate,not certified
stateC_0208__ISV-eingliedrige_mehrgliedrige_modulbasis--jednoelementny_mnogo,ISV-eingliedrige_mehrgliedrige_modulbasis--jednoelementny_mnogo,q3_ISV_FORM::jednoelementny / mnogočlenny bazis modula,q5_DECISION::CANDIDATE_W0_filtered_add_WS_after_row_context,decision,1.0,state_C,F10-1,review
stateC_0209__ISV-einheit_aus_omega--jedinica_iz_omega,ISV-einheit_aus_omega--jedinica_iz_omega,q0_START,q1_SOURCE::unknown_source,source,1.0,state_C,canonical_state_C_row,start-to-source
stateC_0209__ISV-einheit_aus_omega--jedinica_iz_omega,ISV-einheit_aus_omega--jedinica_iz_omega,q1_SOURCE::unknown_source,q2_CONCEPT::unit,concept_link,1.0,state_C,tail_route_key,C_concept_linked_shelf_plausible
stateC_0209__ISV-einheit_aus_omega--jedinica_iz_omega,ISV-einheit_aus_omega--jedinica_iz_omega,q2_CONCEPT::unit,q3_ISV_FORM::jedinica iz [Omega],form_realization,1.0,state_C,chosen_form_latin,
stateC_0209__ISV-einheit_aus_omega--jedinica_iz_omega,ISV-einheit_aus_omega--jedinica_iz_omega,q3_ISV_FORM::jedinica iz [Omega],q4_SUPPORT_E,support_E,2.0,state_C,state_C_witness_vector,
stateC_0209__ISV-einheit_aus_omega--jedinica_iz_omega,ISV-einheit_aus_omega--jedinica_iz_omega,q3_ISV_FORM::jedinica iz [Omega],q4_GAP_W,gap_W,1.0,state_C,state_C_missing_branch,
stateC_0209__ISV-einheit_aus_omega--jedinica_iz_omega,ISV-einheit_aus_omega--jedinica_iz_omega,q3_ISV_FORM::jedinica iz [Omega],q4_GAP_S,gap_S,1.0,state_C,state_C_missing_branch,
stateC_0209__ISV-einheit_aus_omega--jedinica_iz_omega,ISV-einheit_aus_omega--jedinica_iz_omega,q3_ISV_FORM::jedinica iz [Omega],q5_DECISION::MISSING_WITNESS_continue_tail_routing,decision,1.0,state_C,F10-1,review
stateC_0210__ISV-einheiten--jedinice,ISV-einheiten--jedinice,q0_START,q1_SOURCE::unknown_source,source,1.0,state_C,canonical_state_C_row,start-to-source
stateC_0210__ISV-einheiten--jedinice,ISV-einheiten--jedinice,q1_SOURCE::unknown_source,q2_CONCEPT::unit,concept_link,1.0,state_C,,C_concept_linked_shelf_plausible
stateC_0210__ISV-einheiten--jedinice,ISV-einheiten--jedinice,q2_CONCEPT::unit,q3_ISV_FORM::jedinice,form_realization,1.0,state_C,chosen_form_latin,
stateC_0210__ISV-einheiten--jedinice,ISV-einheiten--jedinice,q3_ISV_FORM::jedinice,q4_SUPPORT_E,support_E,2.0,state_C,state_C_witness_vector,
stateC_0210__ISV-einheiten--jedinice,ISV-einheiten--jedinice,q3_ISV_FORM::jedinice,q4_GAP_W,gap_W,1.0,state_C,state_C_missing_branch,
stateC_0210__ISV-einheiten--jedinice,ISV-einheiten--jedinice,q3_ISV_FORM::jedinice,q4_GAP_S,gap_S,1.0,state_C,state_C_missing_branch,
stateC_0210__ISV-einheiten--jedinice,ISV-einheiten--jedinice,q3_ISV_FORM::jedinice,q5_DECISION::MISSING_WITNESS_continue_tail_routing,decision,1.0,state_C,F10-1,review
stateC_0211__ISV-einheiten_der_restgruppe_rechnen_mit_ein--jedinice_grupy_ostat,ISV-einheiten_der_restgruppe_rechnen_mit_ein--jedinice_grupy_ostat,q0_START,q1_SOURCE::unknown_source,source,1.0,state_C,canonical_state_C_row,start-to-source
stateC_0211__ISV-einheiten_der_restgruppe_rechnen_mit_ein--jedinice_grupy_ostat,ISV-einheiten_der_restgruppe_rechnen_mit_ein--jedinice_grupy_ostat,q1_SOURCE::unknown_source,q2_CONCEPT::group,concept_link,1.0,state_C,,A_probe_covered_concept
stateC_0211__ISV-einheiten_der_restgruppe_rechnen_mit_ein--jedinice_grupy_ostat,ISV-einheiten_der_restgruppe_rechnen_mit_ein--jedinice_grupy_ostat,q2_CONCEPT::group,q3_ISV_FORM::jedinice grupy ostatkov / računanje s jedinicami,form_realization,1.0,state_C,chosen_form_latin,
stateC_0211__ISV-einheiten_der_restgruppe_rechnen_mit_ein--jedinice_grupy_ostat,ISV-einheiten_der_restgruppe_rechnen_mit_ein--jedinice_grupy_ostat,q3_ISV_FORM::jedinice grupy ostatkov / računanje s jedinicami,q4_SUPPORT_E,support_E,2.0,state_C,state_C_witness_vector,
stateC_0211__ISV-einheiten_der_restgruppe_rechnen_mit_ein--jedinice_grupy_ostat,ISV-einheiten_der_restgruppe_rechnen_mit_ein--jedinice_grupy_ostat,q3_ISV_FORM::jedinice grupy ostatkov / računanje s jedinicami,q4_GAP_W,gap_W,1.0,state_C,state_C_missing_branch,
stateC_0211__ISV-einheiten_der_restgruppe_rechnen_mit_ein--jedinice_grupy_ostat,ISV-einheiten_der_restgruppe_rechnen_mit_ein--jedinice_grupy_ostat,q3_ISV_FORM::jedinice grupy ostatkov / računanje s jedinicami,q4_GAP_S,gap_S,1.0,state_C,state_C_missing_branch,
stateC_0211__ISV-einheiten_der_restgruppe_rechnen_mit_ein--jedinice_grupy_ostat,ISV-einheiten_der_restgruppe_rechnen_mit_ein--jedinice_grupy_ostat,q3_ISV_FORM::jedinice grupy ostatkov / računanje s jedinicami,q4_CANDIDATE_SUPPORT_W,candidate_support_W,1.0,state_C,W0_filtered_candidate,not certified
stateC_0211__ISV-einheiten_der_restgruppe_rechnen_mit_ein--jedinice_grupy_ostat,ISV-einheiten_der_restgruppe_rechnen_mit_ein--jedinice_grupy_ostat,q3_ISV_FORM::jedinice grupy ostatkov / računanje s jedinicami,q4_CANDIDATE_SUPPORT_S,candidate_support_S,1.0,state_C,W0_filtered_candidate,not certified
stateC_0211__ISV-einheiten_der_restgruppe_rechnen_mit_ein--jedinice_grupy_ostat,ISV-einheiten_der_restgruppe_rechnen_mit_ein--jedinice_grupy_ostat,q3_ISV_FORM::jedinice grupy ostatkov / računanje s jedinicami,q5_DECISION::CANDIDATE_W0_filtered_add_WS_after_row_context,decision,1.0,state_C,F10-1,review
stateC_0212__ISV-einheitselement--jedini_ny_element,ISV-einheitselement--jediničny_element,q0_START,q1_SOURCE::unknown_source,source,1.0,state_C,canonical_state_C_row,start-to-source
stateC_0212__ISV-einheitselement--jedini_ny_element,ISV-einheitselement--jediničny_element,q1_SOURCE::unknown_source,q2_CONCEPT::element,concept_link,1.0,state_C,,A_probe_covered_concept
stateC_0212__ISV-einheitselement--jedini_ny_element,ISV-einheitselement--jediničny_element,q2_CONCEPT::element,q3_ISV_FORM::jediničny element,form_realization,1.0,state_C,chosen_form_latin,
stateC_0212__ISV-einheitselement--jedini_ny_element,ISV-einheitselement--jediničny_element,q3_ISV_FORM::jediničny element,q4_SUPPORT_E,support_E,2.0,state_C,state_C_witness_vector,
stateC_0212__ISV-einheitselement--jedini_ny_element,ISV-einheitselement--jediničny_element,q3_ISV_FORM::jediničny element,q4_GAP_W,gap_W,1.0,state_C,state_C_missing_branch,
stateC_0212__ISV-einheitselement--jedini_ny_element,ISV-einheitselement--jediničny_element,q3_ISV_FORM::jediničny element,q4_GAP_S,gap_S,1.0,state_C,state_C_missing_branch,
stateC_0212__ISV-einheitselement--jedini_ny_element,ISV-einheitselement--jediničny_element,q3_ISV_FORM::jediničny element,q5_DECISION::MISSING_WITNESS_continue_tail_routing,decision,1.0,state_C,F10-1,review
stateC_0213__ISV-einheitselement_e_modulbasis--jedini_ny_element_e_,ISV-einheitselement_e_modulbasis--jediničny_element_e_,q0_START,q1_SOURCE::unknown_source,source,1.0,state_C,canonical_state_C_row,start-to-source
stateC_0213__ISV-einheitselement_e_modulbasis--jedini_ny_element_e_,ISV-einheitselement_e_modulbasis--jediničny_element_e_,q1_SOURCE::unknown_source,q2_CONCEPT::basis,concept_link,1.0,state_C,,A_probe_covered_concept
stateC_0213__ISV-einheitselement_e_modulbasis--jedini_ny_element_e_,ISV-einheitselement_e_modulbasis--jediničny_element_e_,q2_CONCEPT::basis,q3_ISV_FORM::jediničny element e / modulna baza,form_realization,1.0,state_C,chosen_form_latin,
stateC_0213__ISV-einheitselement_e_modulbasis--jedini_ny_element_e_,ISV-einheitselement_e_modulbasis--jediničny_element_e_,q3_ISV_FORM::jediničny element e / modulna baza,q4_SUPPORT_E,support_E,3.0,state_C,state_C_witness_vector,
stateC_0213__ISV-einheitselement_e_modulbasis--jedini_ny_element_e_,ISV-einheitselement_e_modulbasis--jediničny_element_e_,q3_ISV_FORM::jediničny element e / modulna baza,q4_GAP_W,gap_W,1.0,state_C,state_C_missing_branch,
stateC_0213__ISV-einheitselement_e_modulbasis--jedini_ny_element_e_,ISV-einheitselement_e_modulbasis--jediničny_element_e_,q3_ISV_FORM::jediničny element e / modulna baza,q4_GAP_S,gap_S,1.0,state_C,state_C_missing_branch,
stateC_0213__ISV-einheitselement_e_modulbasis--jedini_ny_element_e_,ISV-einheitselement_e_modulbasis--jediničny_element_e_,q3_ISV_FORM::jediničny element e / modulna baza,q4_CANDIDATE_SUPPORT_W,candidate_support_W,1.0,state_C,W0_filtered_candidate,not certified
stateC_0213__ISV-einheitselement_e_modulbasis--jedini_ny_element_e_,ISV-einheitselement_e_modulbasis--jediničny_element_e_,q3_ISV_FORM::jediničny element e / modulna baza,q4_CANDIDATE_SUPPORT_S,candidate_support_S,1.0,state_C,W0_filtered_candidate,not certified
stateC_0213__ISV-einheitselement_e_modulbasis--jedini_ny_element_e_,ISV-einheitselement_e_modulbasis--jediničny_element_e_,q3_ISV_FORM::jediničny element e / modulna baza,q5_DECISION::CANDIDATE_W0_filtered_add_WS_after_row_context,decision,1.0,state_C,F10-1,review
stateC_0214__ISV-einheitsideal--jedini_ny_ideal,ISV-einheitsideal--jediničny_ideal,q0_START,q1_SOURCE::unknown_source,source,1.0,state_C,canonical_state_C_row,start-to-source
stateC_0214__ISV-einheitsideal--jedini_ny_ideal,ISV-einheitsideal--jediničny_ideal,q1_SOURCE::unknown_source,q2_CONCEPT::ideal,concept_link,1.0,state_C,,A_probe_covered_concept
stateC_0214__ISV-einheitsideal--jedini_ny_ideal,ISV-einheitsideal--jediničny_ideal,q2_CONCEPT::ideal,q3_ISV_FORM::jediničny ideal,form_realization,1.0,state_C,chosen_form_latin,
stateC_0214__ISV-einheitsideal--jedini_ny_ideal,ISV-einheitsideal--jediničny_ideal,q3_ISV_FORM::jediničny ideal,q4_SUPPORT_E,support_E,2.0,state_C,state_C_witness_vector,
stateC_0214__ISV-einheitsideal--jedini_ny_ideal,ISV-einheitsideal--jediničny_ideal,q3_ISV_FORM::jediničny ideal,q4_GAP_W,gap_W,1.0,state_C,state_C_missing_branch,
stateC_0214__ISV-einheitsideal--jedini_ny_ideal,ISV-einheitsideal--jediničny_ideal,q3_ISV_FORM::jediničny ideal,q4_GAP_S,gap_S,1.0,state_C,state_C_missing_branch,
stateC_0214__ISV-einheitsideal--jedini_ny_ideal,ISV-einheitsideal--jediničny_ideal,q3_ISV_FORM::jediničny ideal,q4_CANDIDATE_SUPPORT_W,candidate_support_W,1.0,state_C,W0_filtered_candidate,not certified
stateC_0214__ISV-einheitsideal--jedini_ny_ideal,ISV-einheitsideal--jediničny_ideal,q3_ISV_FORM::jediničny ideal,q4_CANDIDATE_SUPPORT_S,candidate_support_S,1.0,state_C,W0_filtered_candidate,not certified
stateC_0214__ISV-einheitsideal--jedini_ny_ideal,ISV-einheitsideal--jediničny_ideal,q3_ISV_FORM::jediničny ideal,q5_DECISION::CANDIDATE_W0_filtered_add_WS_after_row_context,decision,1.0,state_C,F10-1,review
stateC_0215__ISV-einheitsideal_d--jedini_ny_ideal_d,ISV-einheitsideal_d--jediničny_ideal_d,q0_START,q1_SOURCE::unknown_source,source,1.0,state_C,canonical_state_C_row,start-to-source
stateC_0215__ISV-einheitsideal_d--jedini_ny_ideal_d,ISV-einheitsideal_d--jediničny_ideal_d,q1_SOURCE::unknown_source,q2_CONCEPT::ideal,concept_link,1.0,state_C,v10_queue,A_probe_covered_concept
stateC_0215__ISV-einheitsideal_d--jedini_ny_ideal_d,ISV-einheitsideal_d--jediničny_ideal_d,q2_CONCEPT::ideal,q3_ISV_FORM::jediničny ideal D,form_realization,1.0,state_C,chosen_form_latin,
stateC_0215__ISV-einheitsideal_d--jedini_ny_ideal_d,ISV-einheitsideal_d--jediničny_ideal_d,q3_ISV_FORM::jediničny ideal D,q4_SUPPORT_E,support_E,2.0,state_C,state_C_witness_vector,
stateC_0215__ISV-einheitsideal_d--jedini_ny_ideal_d,ISV-einheitsideal_d--jediničny_ideal_d,q3_ISV_FORM::jediničny ideal D,q4_GAP_W,gap_W,1.0,state_C,state_C_missing_branch,
stateC_0215__ISV-einheitsideal_d--jedini_ny_ideal_d,ISV-einheitsideal_d--jediničny_ideal_d,q3_ISV_FORM::jediničny ideal D,q4_GAP_S,gap_S,1.0,state_C,state_C_missing_branch,
stateC_0215__ISV-einheitsideal_d--jedini_ny_ideal_d,ISV-einheitsideal_d--jediničny_ideal_d,q3_ISV_FORM::jediničny ideal D,q4_CANDIDATE_SUPPORT_W,candidate_support_W,1.0,state_C,W0_filtered_candidate,not certified
stateC_0215__ISV-einheitsideal_d--jedini_ny_ideal_d,ISV-einheitsideal_d--jediničny_ideal_d,q3_ISV_FORM::jediničny ideal D,q4_CANDIDATE_SUPPORT_S,candidate_support_S,1.0,state_C,W0_filtered_candidate,not certified
stateC_0215__ISV-einheitsideal_d--jedini_ny_ideal_d,ISV-einheitsideal_d--jediničny_ideal_d,q3_ISV_FORM::jediničny ideal D,q5_DECISION::CANDIDATE_W0_filtered_add_WS_after_row_context,decision,1.0,state_C,F10-1,review
stateC_0216__ISV-einheitsideal_einheitselement--jedini_ny_ideal_jedi,ISV-einheitsideal_einheitselement--jediničny_ideal_jedi,q0_START,q1_SOURCE::unknown_source,source,1.0,state_C,canonical_state_C_row,start-to-source
stateC_0216__ISV-einheitsideal_einheitselement--jedini_ny_ideal_jedi,ISV-einheitsideal_einheitselement--jediničny_ideal_jedi,q1_SOURCE::unknown_source,q2_CONCEPT::element,concept_link,1.0,state_C,,A_probe_covered_concept
stateC_0216__ISV-einheitsideal_einheitselement--jedini_ny_ideal_jedi,ISV-einheitsideal_einheitselement--jediničny_ideal_jedi,q2_CONCEPT::element,q3_ISV_FORM::jediničny ideal / jediničny element,form_realization,1.0,state_C,chosen_form_latin,
stateC_0216__ISV-einheitsideal_einheitselement--jedini_ny_ideal_jedi,ISV-einheitsideal_einheitselement--jediničny_ideal_jedi,q3_ISV_FORM::jediničny ideal / jediničny element,q4_SUPPORT_E,support_E,2.0,state_C,state_C_witness_vector,
stateC_0216__ISV-einheitsideal_einheitselement--jedini_ny_ideal_jedi,ISV-einheitsideal_einheitselement--jediničny_ideal_jedi,q3_ISV_FORM::jediničny ideal / jediničny element,q4_GAP_W,gap_W,1.0,state_C,state_C_missing_branch,
stateC_0216__ISV-einheitsideal_einheitselement--jedini_ny_ideal_jedi,ISV-einheitsideal_einheitselement--jediničny_ideal_jedi,q3_ISV_FORM::jediničny ideal / jediničny element,q4_GAP_S,gap_S,1.0,state_C,state_C_missing_branch,
stateC_0216__ISV-einheitsideal_einheitselement--jedini_ny_ideal_jedi,ISV-einheitsideal_einheitselement--jediničny_ideal_jedi,q3_ISV_FORM::jediničny ideal / jediničny element,q5_DECISION::MISSING_WITNESS_continue_tail_routing,decision,1.0,state_C,F10-1,review
stateC_0217__ISV-einheitsideal_nullideal_frako--jedini_ny_ideal_nulo,ISV-einheitsideal_nullideal_frako--jediničny_ideal_nulo,q0_START,q1_SOURCE::Einheitsideal / Nullideal / \frako,source,1.0,state_C,canonical_state_C_row,start-to-source
stateC_0217__ISV-einheitsideal_nullideal_frako--jedini_ny_ideal_nulo,ISV-einheitsideal_nullideal_frako--jediničny_ideal_nulo,q1_SOURCE::Einheitsideal / Nullideal / \frako,q2_CONCEPT::ideal,concept_link,1.0,state_C,tail_route_key,A_probe_covered_concept
stateC_0217__ISV-einheitsideal_nullideal_frako--jedini_ny_ideal_nulo,ISV-einheitsideal_nullideal_frako--jediničny_ideal_nulo,q2_CONCEPT::ideal,q3_ISV_FORM::jediničny ideal / nulovy ideal / \frako kako jediničny ideal,form_realization,1.0,state_C,chosen_form_latin,
stateC_0217__ISV-einheitsideal_nullideal_frako--jedini_ny_ideal_nulo,ISV-einheitsideal_nullideal_frako--jediničny_ideal_nulo,q3_ISV_FORM::jediničny ideal / nulovy ideal / \frako kako jediničny ideal,q4_SUPPORT_E,support_E,2.0,state_C,state_C_witness_vector,
stateC_0217__ISV-einheitsideal_nullideal_frako--jedini_ny_ideal_nulo,ISV-einheitsideal_nullideal_frako--jediničny_ideal_nulo,q3_ISV_FORM::jediničny ideal / nulovy ideal / \frako kako jediničny ideal,q4_GAP_W,gap_W,1.0,state_C,state_C_missing_branch,
stateC_0217__ISV-einheitsideal_nullideal_frako--jedini_ny_ideal_nulo,ISV-einheitsideal_nullideal_frako--jediničny_ideal_nulo,q3_ISV_FORM::jediničny ideal / nulovy ideal / \frako kako jediničny ideal,q4_GAP_S,gap_S,1.0,state_C,state_C_missing_branch,
stateC_0217__ISV-einheitsideal_nullideal_frako--jedini_ny_ideal_nulo,ISV-einheitsideal_nullideal_frako--jediničny_ideal_nulo,q3_ISV_FORM::jediničny ideal / nulovy ideal / \frako kako jediničny ideal,q4_CANDIDATE_SUPPORT_W,candidate_support_W,1.0,state_C,W0_filtered_candidate,not certified
stateC_0217__ISV-einheitsideal_nullideal_frako--jedini_ny_ideal_nulo,ISV-einheitsideal_nullideal_frako--jediničny_ideal_nulo,q3_ISV_FORM::jediničny ideal / nulovy ideal / \frako kako jediničny ideal,q4_CANDIDATE_SUPPORT_S,candidate_support_S,1.0,state_C,W0_filtered_candidate,not certified
