permission_evidence_decision_precondition_blocker_resolution_request_row_id,parent_permission_evidence_decision_precondition_blocker_row_id,parent_permission_evidence_decision_precondition_checklist_row_id,parent_permission_evidence_criteria_decision_row_id,parent_permission_evidence_intake_row_id,parent_line_span_permission_return_row_id,parent_line_span_candidate_row_id,parent_criteria_decision_row_id,parent_criterion_row_id,parent_ledger_row_id,parent_reviewer_scope_row_id,parent_gap_check_row_id,parent_pointer_row_id,packet_unit,reviewer_role,parent_criterion_type,criterion_type,source_systems_implicated,blocker_precondition_name,blank_request_fields,request_fields_filled,request_packet_started,request_dispatched,return_received,return_ingested,blocker_resolved_after_return,source_text_capture_allowed_after_return,excerpt_selection_allowed_after_return,surface_gate_opened,translation_gate_opened
ODRF-RSCOPE-LSPAN-PEVID-DPCBRR-00001,ODRF-RSCOPE-LSPAN-PEVID-DPCB-00001,ODRF-RSCOPE-LSPAN-PEVID-DPC-00001,ODRF-RSCOPE-LSPAN-PEVID-DEC-00001,ODRF-RSCOPE-LSPAN-PEVID-00001,ODRF-RSCOPE-LSPAN-PRET-00001,ODRF-RSCOPE-DPCBRT-LSPAN-00001,ODRF-RSCOPE-DPCBRT-EVID-DEC-00001,ODRF-RSCOPE-DPCBRT-ECR-CRIT-00001,ODRF-RSCOPE-LEDGER-01,ODRF-RSCOPE-01,ODRF-ATTR-GAP-01,ODRF-PTR-01,proof_reading_and_definition_use,construction_governance_reviewer,dated_non_personal_return_identity,dated_non_personal_return_identity,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,decision_row_linkage_validated,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false,false,false
ODRF-RSCOPE-LSPAN-PEVID-DPCBRR-03494,ODRF-RSCOPE-LSPAN-PEVID-DPCB-03494,ODRF-RSCOPE-LSPAN-PEVID-DPC-00437,ODRF-RSCOPE-LSPAN-PEVID-DEC-00437,ODRF-RSCOPE-LSPAN-PEVID-00437,ODRF-RSCOPE-LSPAN-PRET-00437,ODRF-RSCOPE-DPCBRT-LSPAN-00437,ODRF-RSCOPE-DPCBRT-EVID-DEC-00437,ODRF-RSCOPE-DPCBRT-ECR-CRIT-00437,ODRF-RSCOPE-LEDGER-02,ODRF-RSCOPE-02,ODRF-ATTR-GAP-02,ODRF-PTR-02,sets_membership_subset_equality,domain_mathematics_reviewer,source_text_capture_still_separately_blocked,dated_non_personal_return_identity,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,line_span_and_source_text_permissions_bounded,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false,false,false
ODRF-RSCOPE-LSPAN-PEVID-DPCBRR-03495,ODRF-RSCOPE-LSPAN-PEVID-DPCB-03495,ODRF-RSCOPE-LSPAN-PEVID-DPC-00437,ODRF-RSCOPE-LSPAN-PEVID-DEC-00437,ODRF-RSCOPE-LSPAN-PEVID-00437,ODRF-RSCOPE-LSPAN-PRET-00437,ODRF-RSCOPE-DPCBRT-LSPAN-00437,ODRF-RSCOPE-DPCBRT-EVID-DEC-00437,ODRF-RSCOPE-DPCBRT-ECR-CRIT-00437,ODRF-RSCOPE-LEDGER-02,ODRF-RSCOPE-02,ODRF-ATTR-GAP-02,ODRF-PTR-02,sets_membership_subset_equality,domain_mathematics_reviewer,source_text_capture_still_separately_blocked,dated_non_personal_return_identity,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,source_text_guardrail_confirmed,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false,false,false
ODRF-RSCOPE-LSPAN-PEVID-DPCBRR-03496,ODRF-RSCOPE-LSPAN-PEVID-DPCB-03496,ODRF-RSCOPE-LSPAN-PEVID-DPC-00437,ODRF-RSCOPE-LSPAN-PEVID-DEC-00437,ODRF-RSCOPE-LSPAN-PEVID-00437,ODRF-RSCOPE-LSPAN-PRET-00437,ODRF-RSCOPE-DPCBRT-LSPAN-00437,ODRF-RSCOPE-DPCBRT-EVID-DEC-00437,ODRF-RSCOPE-DPCBRT-ECR-CRIT-00437,ODRF-RSCOPE-LEDGER-02,ODRF-RSCOPE-02,ODRF-ATTR-GAP-02,ODRF-PTR-02,sets_membership_subset_equality,domain_mathematics_reviewer,source_text_capture_still_separately_blocked,dated_non_personal_return_identity,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,downstream_surface_translation_gates_separate,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false,false,false
ODRF-RSCOPE-LSPAN-PEVID-DPCBRR-03497,ODRF-RSCOPE-LSPAN-PEVID-DPCB-03497,ODRF-RSCOPE-LSPAN-PEVID-DPC-00438,ODRF-RSCOPE-LSPAN-PEVID-DEC-00438,ODRF-RSCOPE-LSPAN-PEVID-00438,ODRF-RSCOPE-LSPAN-PRET-00438,ODRF-RSCOPE-DPCBRT-LSPAN-00438,ODRF-RSCOPE-DPCBRT-EVID-DEC-00438,ODRF-RSCOPE-DPCBRT-ECR-CRIT-00438,ODRF-RSCOPE-LEDGER-02,ODRF-RSCOPE-02,ODRF-ATTR-GAP-02,ODRF-PTR-02,sets_membership_subset_equality,domain_mathematics_reviewer,source_text_capture_still_separately_blocked,request_return_scope_match,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,decision_row_linkage_validated,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false,false,false
ODRF-RSCOPE-LSPAN-PEVID-DPCBRR-03498,ODRF-RSCOPE-LSPAN-PEVID-DPCB-03498,ODRF-RSCOPE-LSPAN-PEVID-DPC-00438,ODRF-RSCOPE-LSPAN-PEVID-DEC-00438,ODRF-RSCOPE-LSPAN-PEVID-00438,ODRF-RSCOPE-LSPAN-PRET-00438,ODRF-RSCOPE-DPCBRT-LSPAN-00438,ODRF-RSCOPE-DPCBRT-EVID-DEC-00438,ODRF-RSCOPE-DPCBRT-ECR-CRIT-00438,ODRF-RSCOPE-LEDGER-02,ODRF-RSCOPE-02,ODRF-ATTR-GAP-02,ODRF-PTR-02,sets_membership_subset_equality,domain_mathematics_reviewer,source_text_capture_still_separately_blocked,request_return_scope_match,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,all_decision_fields_filled,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false,false,false
ODRF-RSCOPE-LSPAN-PEVID-DPCBRR-03499,ODRF-RSCOPE-LSPAN-PEVID-DPCB-03499,ODRF-RSCOPE-LSPAN-PEVID-DPC-00438,ODRF-RSCOPE-LSPAN-PEVID-DEC-00438,ODRF-RSCOPE-LSPAN-PEVID-00438,ODRF-RSCOPE-LSPAN-PRET-00438,ODRF-RSCOPE-DPCBRT-LSPAN-00438,ODRF-RSCOPE-DPCBRT-EVID-DEC-00438,ODRF-RSCOPE-DPCBRT-ECR-CRIT-00438,ODRF-RSCOPE-LEDGER-02,ODRF-RSCOPE-02,ODRF-ATTR-GAP-02,ODRF-PTR-02,sets_membership_subset_equality,domain_mathematics_reviewer,source_text_capture_still_separately_blocked,request_return_scope_match,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,all_criteria_decisions_recorded,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false,false,false
ODRF-RSCOPE-LSPAN-PEVID-DPCBRR-03500,ODRF-RSCOPE-LSPAN-PEVID-DPCB-03500,ODRF-RSCOPE-LSPAN-PEVID-DPC-00438,ODRF-RSCOPE-LSPAN-PEVID-DEC-00438,ODRF-RSCOPE-LSPAN-PEVID-00438,ODRF-RSCOPE-LSPAN-PRET-00438,ODRF-RSCOPE-DPCBRT-LSPAN-00438,ODRF-RSCOPE-DPCBRT-EVID-DEC-00438,ODRF-RSCOPE-DPCBRT-ECR-CRIT-00438,ODRF-RSCOPE-LEDGER-02,ODRF-RSCOPE-02,ODRF-ATTR-GAP-02,ODRF-PTR-02,sets_membership_subset_equality,domain_mathematics_reviewer,source_text_capture_still_separately_blocked,request_return_scope_match,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,evidence_value_reviewed_or_explicitly_absent,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false,false,false
ODRF-RSCOPE-LSPAN-PEVID-DPCBRR-03501,ODRF-RSCOPE-LSPAN-PEVID-DPCB-03501,ODRF-RSCOPE-LSPAN-PEVID-DPC-00438,ODRF-RSCOPE-LSPAN-PEVID-DEC-00438,ODRF-RSCOPE-LSPAN-PEVID-00438,ODRF-RSCOPE-LSPAN-PRET-00438,ODRF-RSCOPE-DPCBRT-LSPAN-00438,ODRF-RSCOPE-DPCBRT-EVID-DEC-00438,ODRF-RSCOPE-DPCBRT-ECR-CRIT-00438,ODRF-RSCOPE-LEDGER-02,ODRF-RSCOPE-02,ODRF-ATTR-GAP-02,ODRF-PTR-02,sets_membership_subset_equality,domain_mathematics_reviewer,source_text_capture_still_separately_blocked,request_return_scope_match,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,permission_return_and_scope_verified,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false,false,false
ODRF-RSCOPE-LSPAN-PEVID-DPCBRR-03502,ODRF-RSCOPE-LSPAN-PEVID-DPCB-03502,ODRF-RSCOPE-LSPAN-PEVID-DPC-00438,ODRF-RSCOPE-LSPAN-PEVID-DEC-00438,ODRF-RSCOPE-LSPAN-PEVID-00438,ODRF-RSCOPE-LSPAN-PRET-00438,ODRF-RSCOPE-DPCBRT-LSPAN-00438,ODRF-RSCOPE-DPCBRT-EVID-DEC-00438,ODRF-RSCOPE-DPCBRT-ECR-CRIT-00438,ODRF-RSCOPE-LEDGER-02,ODRF-RSCOPE-02,ODRF-ATTR-GAP-02,ODRF-PTR-02,sets_membership_subset_equality,domain_mathematics_reviewer,source_text_capture_still_separately_blocked,request_return_scope_match,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,line_span_and_source_text_permissions_bounded,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false,false,false
ODRF-RSCOPE-LSPAN-PEVID-DPCBRR-03503,ODRF-RSCOPE-LSPAN-PEVID-DPCB-03503,ODRF-RSCOPE-LSPAN-PEVID-DPC-00438,ODRF-RSCOPE-LSPAN-PEVID-DEC-00438,ODRF-RSCOPE-LSPAN-PEVID-00438,ODRF-RSCOPE-LSPAN-PRET-00438,ODRF-RSCOPE-DPCBRT-LSPAN-00438,ODRF-RSCOPE-DPCBRT-EVID-DEC-00438,ODRF-RSCOPE-DPCBRT-ECR-CRIT-00438,ODRF-RSCOPE-LEDGER-02,ODRF-RSCOPE-02,ODRF-ATTR-GAP-02,ODRF-PTR-02,sets_membership_subset_equality,domain_mathematics_reviewer,source_text_capture_still_separately_blocked,request_return_scope_match,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,source_text_guardrail_confirmed,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false,false,false
ODRF-RSCOPE-LSPAN-PEVID-DPCBRR-03504,ODRF-RSCOPE-LSPAN-PEVID-DPCB-03504,ODRF-RSCOPE-LSPAN-PEVID-DPC-00438,ODRF-RSCOPE-LSPAN-PEVID-DEC-00438,ODRF-RSCOPE-LSPAN-PEVID-00438,ODRF-RSCOPE-LSPAN-PRET-00438,ODRF-RSCOPE-DPCBRT-LSPAN-00438,ODRF-RSCOPE-DPCBRT-EVID-DEC-00438,ODRF-RSCOPE-DPCBRT-ECR-CRIT-00438,ODRF-RSCOPE-LEDGER-02,ODRF-RSCOPE-02,ODRF-ATTR-GAP-02,ODRF-PTR-02,sets_membership_subset_equality,domain_mathematics_reviewer,source_text_capture_still_separately_blocked,request_return_scope_match,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,downstream_surface_translation_gates_separate,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false,false,false
ODRF-RSCOPE-LSPAN-PEVID-DPCBRR-03505,ODRF-RSCOPE-LSPAN-PEVID-DPCB-03505,ODRF-RSCOPE-LSPAN-PEVID-DPC-00439,ODRF-RSCOPE-LSPAN-PEVID-DEC-00439,ODRF-RSCOPE-LSPAN-PEVID-00439,ODRF-RSCOPE-LSPAN-PRET-00439,ODRF-RSCOPE-DPCBRT-LSPAN-00439,ODRF-RSCOPE-DPCBRT-EVID-DEC-00439,ODRF-RSCOPE-DPCBRT-ECR-CRIT-00439,ODRF-RSCOPE-LEDGER-02,ODRF-RSCOPE-02,ODRF-ATTR-GAP-02,ODRF-PTR-02,sets_membership_subset_equality,domain_mathematics_reviewer,source_text_capture_still_separately_blocked,resolution_evidence_pointer_metadata_only,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,decision_row_linkage_validated,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false,false,false
ODRF-RSCOPE-LSPAN-PEVID-DPCBRR-03506,ODRF-RSCOPE-LSPAN-PEVID-DPCB-03506,ODRF-RSCOPE-LSPAN-PEVID-DPC-00439,ODRF-RSCOPE-LSPAN-PEVID-DEC-00439,ODRF-RSCOPE-LSPAN-PEVID-00439,ODRF-RSCOPE-LSPAN-PRET-00439,ODRF-RSCOPE-DPCBRT-LSPAN-00439,ODRF-RSCOPE-DPCBRT-EVID-DEC-00439,ODRF-RSCOPE-DPCBRT-ECR-CRIT-00439,ODRF-RSCOPE-LEDGER-02,ODRF-RSCOPE-02,ODRF-ATTR-GAP-02,ODRF-PTR-02,sets_membership_subset_equality,domain_mathematics_reviewer,source_text_capture_still_separately_blocked,resolution_evidence_pointer_metadata_only,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,all_decision_fields_filled,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false,false,false
ODRF-RSCOPE-LSPAN-PEVID-DPCBRR-03507,ODRF-RSCOPE-LSPAN-PEVID-DPCB-03507,ODRF-RSCOPE-LSPAN-PEVID-DPC-00439,ODRF-RSCOPE-LSPAN-PEVID-DEC-00439,ODRF-RSCOPE-LSPAN-PEVID-00439,ODRF-RSCOPE-LSPAN-PRET-00439,ODRF-RSCOPE-DPCBRT-LSPAN-00439,ODRF-RSCOPE-DPCBRT-EVID-DEC-00439,ODRF-RSCOPE-DPCBRT-ECR-CRIT-00439,ODRF-RSCOPE-LEDGER-02,ODRF-RSCOPE-02,ODRF-ATTR-GAP-02,ODRF-PTR-02,sets_membership_subset_equality,domain_mathematics_reviewer,source_text_capture_still_separately_blocked,resolution_evidence_pointer_metadata_only,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,all_criteria_decisions_recorded,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false,false,false
ODRF-RSCOPE-LSPAN-PEVID-DPCBRR-03508,ODRF-RSCOPE-LSPAN-PEVID-DPCB-03508,ODRF-RSCOPE-LSPAN-PEVID-DPC-00439,ODRF-RSCOPE-LSPAN-PEVID-DEC-00439,ODRF-RSCOPE-LSPAN-PEVID-00439,ODRF-RSCOPE-LSPAN-PRET-00439,ODRF-RSCOPE-DPCBRT-LSPAN-00439,ODRF-RSCOPE-DPCBRT-EVID-DEC-00439,ODRF-RSCOPE-DPCBRT-ECR-CRIT-00439,ODRF-RSCOPE-LEDGER-02,ODRF-RSCOPE-02,ODRF-ATTR-GAP-02,ODRF-PTR-02,sets_membership_subset_equality,domain_mathematics_reviewer,source_text_capture_still_separately_blocked,resolution_evidence_pointer_metadata_only,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,evidence_value_reviewed_or_explicitly_absent,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false,false,false
ODRF-RSCOPE-LSPAN-PEVID-DPCBRR-03509,ODRF-RSCOPE-LSPAN-PEVID-DPCB-03509,ODRF-RSCOPE-LSPAN-PEVID-DPC-00439,ODRF-RSCOPE-LSPAN-PEVID-DEC-00439,ODRF-RSCOPE-LSPAN-PEVID-00439,ODRF-RSCOPE-LSPAN-PRET-00439,ODRF-RSCOPE-DPCBRT-LSPAN-00439,ODRF-RSCOPE-DPCBRT-EVID-DEC-00439,ODRF-RSCOPE-DPCBRT-ECR-CRIT-00439,ODRF-RSCOPE-LEDGER-02,ODRF-RSCOPE-02,ODRF-ATTR-GAP-02,ODRF-PTR-02,sets_membership_subset_equality,domain_mathematics_reviewer,source_text_capture_still_separately_blocked,resolution_evidence_pointer_metadata_only,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,permission_return_and_scope_verified,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false,false,false
ODRF-RSCOPE-LSPAN-PEVID-DPCBRR-03510,ODRF-RSCOPE-LSPAN-PEVID-DPCB-03510,ODRF-RSCOPE-LSPAN-PEVID-DPC-00439,ODRF-RSCOPE-LSPAN-PEVID-DEC-00439,ODRF-RSCOPE-LSPAN-PEVID-00439,ODRF-RSCOPE-LSPAN-PRET-00439,ODRF-RSCOPE-DPCBRT-LSPAN-00439,ODRF-RSCOPE-DPCBRT-EVID-DEC-00439,ODRF-RSCOPE-DPCBRT-ECR-CRIT-00439,ODRF-RSCOPE-LEDGER-02,ODRF-RSCOPE-02,ODRF-ATTR-GAP-02,ODRF-PTR-02,sets_membership_subset_equality,domain_mathematics_reviewer,source_text_capture_still_separately_blocked,resolution_evidence_pointer_metadata_only,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,line_span_and_source_text_permissions_bounded,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false,false,false
ODRF-RSCOPE-LSPAN-PEVID-DPCBRR-03511,ODRF-RSCOPE-LSPAN-PEVID-DPCB-03511,ODRF-RSCOPE-LSPAN-PEVID-DPC-00439,ODRF-RSCOPE-LSPAN-PEVID-DEC-00439,ODRF-RSCOPE-LSPAN-PEVID-00439,ODRF-RSCOPE-LSPAN-PRET-00439,ODRF-RSCOPE-DPCBRT-LSPAN-00439,ODRF-RSCOPE-DPCBRT-EVID-DEC-00439,ODRF-RSCOPE-DPCBRT-ECR-CRIT-00439,ODRF-RSCOPE-LEDGER-02,ODRF-RSCOPE-02,ODRF-ATTR-GAP-02,ODRF-PTR-02,sets_membership_subset_equality,domain_mathematics_reviewer,source_text_capture_still_separately_blocked,resolution_evidence_pointer_metadata_only,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,source_text_guardrail_confirmed,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false,false,false
ODRF-RSCOPE-LSPAN-PEVID-DPCBRR-03512,ODRF-RSCOPE-LSPAN-PEVID-DPCB-03512,ODRF-RSCOPE-LSPAN-PEVID-DPC-00439,ODRF-RSCOPE-LSPAN-PEVID-DEC-00439,ODRF-RSCOPE-LSPAN-PEVID-00439,ODRF-RSCOPE-LSPAN-PRET-00439,ODRF-RSCOPE-DPCBRT-LSPAN-00439,ODRF-RSCOPE-DPCBRT-EVID-DEC-00439,ODRF-RSCOPE-DPCBRT-ECR-CRIT-00439,ODRF-RSCOPE-LEDGER-02,ODRF-RSCOPE-02,ODRF-ATTR-GAP-02,ODRF-PTR-02,sets_membership_subset_equality,domain_mathematics_reviewer,source_text_capture_still_separately_blocked,resolution_evidence_pointer_metadata_only,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,downstream_surface_translation_gates_separate,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false,false,false
ODRF-RSCOPE-LSPAN-PEVID-DPCBRR-03513,ODRF-RSCOPE-LSPAN-PEVID-DPCB-03513,ODRF-RSCOPE-LSPAN-PEVID-DPC-00440,ODRF-RSCOPE-LSPAN-PEVID-DEC-00440,ODRF-RSCOPE-LSPAN-PEVID-00440,ODRF-RSCOPE-LSPAN-PRET-00440,ODRF-RSCOPE-DPCBRT-LSPAN-00440,ODRF-RSCOPE-DPCBRT-EVID-DEC-00440,ODRF-RSCOPE-DPCBRT-ECR-CRIT-00440,ODRF-RSCOPE-LEDGER-02,ODRF-RSCOPE-02,ODRF-ATTR-GAP-02,ODRF-PTR-02,sets_membership_subset_equality,domain_mathematics_reviewer,source_text_capture_still_separately_blocked,source_text_and_downstream_gate_limits_confirmed,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,decision_row_linkage_validated,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false,false,false
ODRF-RSCOPE-LSPAN-PEVID-DPCBRR-03514,ODRF-RSCOPE-LSPAN-PEVID-DPCB-03514,ODRF-RSCOPE-LSPAN-PEVID-DPC-00440,ODRF-RSCOPE-LSPAN-PEVID-DEC-00440,ODRF-RSCOPE-LSPAN-PEVID-00440,ODRF-RSCOPE-LSPAN-PRET-00440,ODRF-RSCOPE-DPCBRT-LSPAN-00440,ODRF-RSCOPE-DPCBRT-EVID-DEC-00440,ODRF-RSCOPE-DPCBRT-ECR-CRIT-00440,ODRF-RSCOPE-LEDGER-02,ODRF-RSCOPE-02,ODRF-ATTR-GAP-02,ODRF-PTR-02,sets_membership_subset_equality,domain_mathematics_reviewer,source_text_capture_still_separately_blocked,source_text_and_downstream_gate_limits_confirmed,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,all_decision_fields_filled,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false,false,false
ODRF-RSCOPE-LSPAN-PEVID-DPCBRR-03515,ODRF-RSCOPE-LSPAN-PEVID-DPCB-03515,ODRF-RSCOPE-LSPAN-PEVID-DPC-00440,ODRF-RSCOPE-LSPAN-PEVID-DEC-00440,ODRF-RSCOPE-LSPAN-PEVID-00440,ODRF-RSCOPE-LSPAN-PRET-00440,ODRF-RSCOPE-DPCBRT-LSPAN-00440,ODRF-RSCOPE-DPCBRT-EVID-DEC-00440,ODRF-RSCOPE-DPCBRT-ECR-CRIT-00440,ODRF-RSCOPE-LEDGER-02,ODRF-RSCOPE-02,ODRF-ATTR-GAP-02,ODRF-PTR-02,sets_membership_subset_equality,domain_mathematics_reviewer,source_text_capture_still_separately_blocked,source_text_and_downstream_gate_limits_confirmed,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,all_criteria_decisions_recorded,request_packet_id; request_route_label; non_personal_reviewer_or_owner_role; request_scope_statement; requested_resolution_action; required_resolution_evidence_pointer; requested_true_precondition_update_scope; source_text_prohibition_clause; downstream_line_span_gate_limit; downstream_surface_translation_gate_limit; request_date; reviewer_note,0,false,false,false,false,false,false,false,false,false
