"request_row_id","preflight_row_id","queue_item_id","candidate_form_id","source_form_id","term_id","language_lane","english_concept","mathematical_domain","priority","pages_checked","pages_with_exact_term_occurrence","candidate_note_values_sha256","required_candidate_fields_complete","primary_confirmation_role_class","request_route_label","non_personal_route_required","addressee_or_owner_role","dispatch_medium","local_standard_route","license_context_note","request_question_scope","request_question_count","request_status","dispatch_status","return_status","confirmation_status","application_allowed_now","apply_status","reviewer_packet_population_allowed","reviewer_packet_population_performed","source_text_copied","source_language_terms_copied","personal_contact_details_copied","native_review_status","canonical_approval_status","request_decision"
"request-preflight-confirm-apply-candidate-filled-note-form-term-ja-0005","preflight-confirm-apply-candidate-filled-note-form-term-ja-0005","confirm-apply-candidate-filled-note-form-term-ja-0005","candidate-filled-note-form-term-ja-0005","note-form-term-ja-0005","term-ja-0005","japanese","Artin/Artinian","finiteness","medium","5","5","D07943958BD6425720299BC92940390DCE1ED79B76FEE2C7DA38F874B8D30AB1","True","native_japanese_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-ja-0006","preflight-confirm-apply-candidate-filled-note-form-term-ja-0006","confirm-apply-candidate-filled-note-form-term-ja-0006","candidate-filled-note-form-term-ja-0006","note-form-term-ja-0006","term-ja-0006","japanese","Artinian/Artin","finiteness","medium","5","5","3BDC40E4E05BB53CB468B474236FAA937A52E6B6DA875C8126A24D1FE11B88CD","True","native_japanese_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-ja-0007","preflight-confirm-apply-candidate-filled-note-form-term-ja-0007","confirm-apply-candidate-filled-note-form-term-ja-0007","candidate-filled-note-form-term-ja-0007","note-form-term-ja-0007","term-ja-0007","japanese","finite-dimensional","finiteness","medium","17","17","31EFAEADE7646F09E8ABF3FA073148BD2A1E6DF73F46E487B1920D60EC031F8B","True","native_japanese_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-ja-0008","preflight-confirm-apply-candidate-filled-note-form-term-ja-0008","confirm-apply-candidate-filled-note-form-term-ja-0008","candidate-filled-note-form-term-ja-0008","note-form-term-ja-0008","term-ja-0008","japanese","finitely generated","finiteness","medium","40","40","BA12D0C1045A365EC07E980880A05D358C6700EDA4A53260569FE75D8734DABD","True","native_japanese_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-ja-0034","preflight-confirm-apply-candidate-filled-note-form-term-ja-0034","confirm-apply-candidate-filled-note-form-term-ja-0034","candidate-filled-note-form-term-ja-0034","note-form-term-ja-0034","term-ja-0034","japanese","ideal","ring_theory","medium","63","63","B302D0472BEB9BA9FB6A42119479E64593213F3284DB48A99FA01CD302EF24BC","True","native_japanese_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-ja-0035","preflight-confirm-apply-candidate-filled-note-form-term-ja-0035","confirm-apply-candidate-filled-note-form-term-ja-0035","candidate-filled-note-form-term-ja-0035","note-form-term-ja-0035","term-ja-0035","japanese","semisimple ring","ring_theory","medium","7","7","EE6D80983A48BF655E07CB35DEFAAA9D91B4024D98E3A0CB8EBA75E546F8A648","True","native_japanese_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-ja-0036","preflight-confirm-apply-candidate-filled-note-form-term-ja-0036","confirm-apply-candidate-filled-note-form-term-ja-0036","candidate-filled-note-form-term-ja-0036","note-form-term-ja-0036","term-ja-0036","japanese","principal ideal","ring_theory","medium","11","11","7DC72AE79D36507BE1B48F225D441C962AB55B3F86F16A7A3B43DC11176079EC","True","native_japanese_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-ja-0037","preflight-confirm-apply-candidate-filled-note-form-term-ja-0037","confirm-apply-candidate-filled-note-form-term-ja-0037","candidate-filled-note-form-term-ja-0037","note-form-term-ja-0037","term-ja-0037","japanese","commutative ring","ring_theory","medium","31","31","0C68E8F2C2ECD86804B88F57ACA827308ECF632F3AD720B2701CB46608C7F210","True","native_japanese_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-ja-0038","preflight-confirm-apply-candidate-filled-note-form-term-ja-0038","confirm-apply-candidate-filled-note-form-term-ja-0038","candidate-filled-note-form-term-ja-0038","note-form-term-ja-0038","term-ja-0038","japanese","quotient ring","ring_theory","medium","2","2","E15D0A214F72C5736257B105A8831C956F2329EF063D5E8E31F6664409D3F669","True","native_japanese_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-ja-0039","preflight-confirm-apply-candidate-filled-note-form-term-ja-0039","confirm-apply-candidate-filled-note-form-term-ja-0039","candidate-filled-note-form-term-ja-0039","note-form-term-ja-0039","term-ja-0039","japanese","maximal ideal","ring_theory","medium","17","17","A3D274FBA3DEADE3EC75A7EAEDC412862D1651BDCDE505FC83C4F49D9C277149","True","native_japanese_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-ja-0040","preflight-confirm-apply-candidate-filled-note-form-term-ja-0040","confirm-apply-candidate-filled-note-form-term-ja-0040","candidate-filled-note-form-term-ja-0040","note-form-term-ja-0040","term-ja-0040","japanese","ring","ring_theory","medium","70","70","36248FEE1127AEB1F817DA0105B9057536422DCEF294168A333B3A203122FFF7","True","native_japanese_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-ja-0041","preflight-confirm-apply-candidate-filled-note-form-term-ja-0041","confirm-apply-candidate-filled-note-form-term-ja-0041","candidate-filled-note-form-term-ja-0041","note-form-term-ja-0041","term-ja-0041","japanese","prime ideal","ring_theory","medium","18","18","76101EACD3617D373E7F3A028EF33852404B0DFA63125EACA060CFBD6A2D13CC","True","native_japanese_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-ja-0001","preflight-confirm-apply-candidate-filled-note-form-term-ja-0001","confirm-apply-candidate-filled-note-form-term-ja-0001","candidate-filled-note-form-term-ja-0001","note-form-term-ja-0001","term-ja-0001","japanese","algebra","algebra_core","normal","57","57","130DE30BC9791B495F6B8F55719EDA1DF44505A1A4DF0796E3EAF3E1F068652B","True","native_japanese_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-ja-0002","preflight-confirm-apply-candidate-filled-note-form-term-ja-0002","confirm-apply-candidate-filled-note-form-term-ja-0002","candidate-filled-note-form-term-ja-0002","note-form-term-ja-0002","term-ja-0002","japanese","basis theorem","commutative_algebra","normal","1","1","1CF8FB6923BF635A3E3C820248B723366AC5A8911D273BE310C153CDBB8CE568","True","native_japanese_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-ja-0003","preflight-confirm-apply-candidate-filled-note-form-term-ja-0003","confirm-apply-candidate-filled-note-form-term-ja-0003","candidate-filled-note-form-term-ja-0003","note-form-term-ja-0003","term-ja-0003","japanese","localization","commutative_algebra","normal","2","2","AECBAB329F1EA138D038A40A527E69B40C6C7BB9F92C8EBDE7EDBD5CDD5EF83D","True","native_japanese_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-ja-0004","preflight-confirm-apply-candidate-filled-note-form-term-ja-0004","confirm-apply-candidate-filled-note-form-term-ja-0004","candidate-filled-note-form-term-ja-0004","note-form-term-ja-0004","term-ja-0004","japanese","field","field_theory","normal","79","79","EC2BC26FF466D53773750C4911E6901DA2FA68D3F63771AB417458225D5BA19C","True","native_japanese_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-ja-0014","preflight-confirm-apply-candidate-filled-note-form-term-ja-0014","confirm-apply-candidate-filled-note-form-term-ja-0014","candidate-filled-note-form-term-ja-0014","note-form-term-ja-0014","term-ja-0014","japanese","isomorphism","morphism","normal","73","73","233F88197AD1EAA1734F7895615AC61DBC89CA11E67A5D886B806E0C63AAB511","True","native_japanese_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-ja-0015","preflight-confirm-apply-candidate-filled-note-form-term-ja-0015","confirm-apply-candidate-filled-note-form-term-ja-0015","candidate-filled-note-form-term-ja-0015","note-form-term-ja-0015","term-ja-0015","japanese","homomorphism","morphism","normal","54","54","4AFBB2DDEB879A57EAC1690F0B684C0E9865810DCC82159E45CA5F50AC1BC41E","True","native_japanese_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-ja-0016","preflight-confirm-apply-candidate-filled-note-form-term-ja-0016","confirm-apply-candidate-filled-note-form-term-ja-0016","candidate-filled-note-form-term-ja-0016","note-form-term-ja-0016","term-ja-0016","japanese","automorphism","morphism","normal","1","1","6AA7B9AFEDA8A803CC1106324A56812F77BFADC00504F7E6AC172DFEEEE0D7A1","True","native_japanese_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-ja-0017","preflight-confirm-apply-candidate-filled-note-form-term-ja-0017","confirm-apply-candidate-filled-note-form-term-ja-0017","candidate-filled-note-form-term-ja-0017","note-form-term-ja-0017","term-ja-0017","japanese","endomorphism","morphism","normal","2","2","4C79EB5E19CAA5FDE1F1DD949BB70471E468717590C5D4C95844810CC33C3C54","True","native_japanese_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-ja-0021","preflight-confirm-apply-candidate-filled-note-form-term-ja-0021","confirm-apply-candidate-filled-note-form-term-ja-0021","candidate-filled-note-form-term-ja-0021","note-form-term-ja-0021","term-ja-0021","japanese","norm","number_theory","normal","12","12","6B3D628B958EBD07256FF35B2B47858C6A89BE3A176CAA14D4EC9A010CE650E7","True","native_japanese_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-ja-0022","preflight-confirm-apply-candidate-filled-note-form-term-ja-0022","confirm-apply-candidate-filled-note-form-term-ja-0022","candidate-filled-note-form-term-ja-0022","note-form-term-ja-0022","term-ja-0022","japanese","ring of integers","number_theory","normal","10","10","4F3CDC4E0B354231372AF90C80FF0DA745ED5AA7A1C01FEEB68499AF871EA5D1","True","native_japanese_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-ja-0023","preflight-confirm-apply-candidate-filled-note-form-term-ja-0023","confirm-apply-candidate-filled-note-form-term-ja-0023","candidate-filled-note-form-term-ja-0023","note-form-term-ja-0023","term-ja-0023","japanese","decomposition of primes","number_theory","normal","2","2","9CBEC99A641759E5BFBDB9E0C14E07BB0B29BFB55B29460C2CDA19814109665F","True","native_japanese_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
"request-preflight-confirm-apply-candidate-filled-note-form-term-ja-0024","preflight-confirm-apply-candidate-filled-note-form-term-ja-0024","confirm-apply-candidate-filled-note-form-term-ja-0024","candidate-filled-note-form-term-ja-0024","note-form-term-ja-0024","term-ja-0024","japanese","class number","number_theory","normal","3","3","CC58B7FC4C8FB1D98CC7B67FBDABEC2843D6A0A9CE3934186487E6FB813A4BFC","True","native_japanese_mathematical_reviewer","","True","","","","","confirm_source_safe_context_note_and_register_scope_only","6","blank_not_dispatched","not_dispatched","no_return_received","pending_human_confirmation","False","blocked_until_confirmation_return","False","False","False","False","0","not_reviewed","not_approved","may_prepare_for_confirmation_dispatch_after_non_personal_route_fields_are_filled"
