"ordinal","change","path","r3_relevance"
"97","A","uploader-transfer/r6-1a823d4a-accounting-refresh-after-coordinator-scan-20260707/R6_1A823D4A_ACCOUNTING_REFRESH_AFTER_COORDINATOR_SCAN_20260707/state/ACTIVE_SESSION_STATE_EXCERPT_20260707.md","r3-r6-route-context"
"98","A","uploader-transfer/r6-1a823d4a-accounting-refresh-after-coordinator-scan-20260707/R6_1A823D4A_ACCOUNTING_REFRESH_AFTER_COORDINATOR_SCAN_20260707/state/HEARTBEAT_EXCERPT_20260707.md","r3-r6-route-context"
"99","A","uploader-transfer/r6-7b34ec91-current-head-source-start-continuation-20260707/R6_7B34EC91_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/MANIFEST.csv","r3-r6-route-context"
"100","A","uploader-transfer/r6-7b34ec91-current-head-source-start-continuation-20260707/R6_7B34EC91_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/R6_7B34EC91_CURRENT_HEAD_SOURCE_START_CONTINUATION_COUNTS.csv","r3-r6-route-context"
"101","A","uploader-transfer/r6-7b34ec91-current-head-source-start-continuation-20260707/R6_7B34EC91_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/README.md","r3-r6-route-context"
"102","A","uploader-transfer/r6-7b34ec91-current-head-source-start-continuation-20260707/R6_7B34EC91_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/SHA256SUMS.txt","r3-r6-route-context"
"103","A","uploader-transfer/r6-7b34ec91-current-head-source-start-continuation-20260707/R6_7B34EC91_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/b3/B3_ROUTE.csv","r3-r6-route-context"
"104","A","uploader-transfer/r6-7b34ec91-current-head-source-start-continuation-20260707/R6_7B34EC91_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/blockers/R6_7B34EC91_EXACT_BLOCKERS_AND_NEXT_ACTIONS.csv","r3-r6-route-context"
"105","A","uploader-transfer/r6-7b34ec91-current-head-source-start-continuation-20260707/R6_7B34EC91_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/branch-current/R6_7B34EC91_BRANCH_CHECK_AND_VISIBLE_INPUTS.csv","r3-r6-route-context"
"106","A","uploader-transfer/r6-7b34ec91-current-head-source-start-continuation-20260707/R6_7B34EC91_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/branch-current/R6_7B34EC91_LOCAL_HEAD_NAMED_FILE_HITS.csv","r3-r6-route-context"
"107","A","uploader-transfer/r6-7b34ec91-current-head-source-start-continuation-20260707/R6_7B34EC91_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/branch-current/R6_7B34EC91_PAYLOAD_FRONTIER_CORRECTION.csv","r3-r6-route-context"
"108","A","uploader-transfer/r6-7b34ec91-current-head-source-start-continuation-20260707/R6_7B34EC91_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/ethics/R6_7B34EC91_ETHICS_AUTHORITY_CONTINUATION_MAP.csv","r3-r6-route-context"
"109","A","uploader-transfer/r6-7b34ec91-current-head-source-start-continuation-20260707/R6_7B34EC91_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/fable/R6_7B34EC91_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","r3-r6-route-context"
"110","A","uploader-transfer/r6-7b34ec91-current-head-source-start-continuation-20260707/R6_7B34EC91_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/input-verification/R6_7B34EC91_1A_ACCOUNTING_PACKET_SHA_VERIFY.csv","r3-r6-route-context"
"111","A","uploader-transfer/r6-7b34ec91-current-head-source-start-continuation-20260707/R6_7B34EC91_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/input-verification/R6_7B34EC91_PRIOR_PACKAGE_SHA_VERIFY.csv","r3-r6-route-context"
"112","A","uploader-transfer/r6-7b34ec91-current-head-source-start-continuation-20260707/R6_7B34EC91_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/logs/LOGBOOK_EXCERPT_20260706.md","r3-r6-route-context"
"113","A","uploader-transfer/r6-7b34ec91-current-head-source-start-continuation-20260707/R6_7B34EC91_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/mutual-watch/R6_7B34EC91_MUTUAL_WATCH_OBSERVATION.csv","r3-r6-route-context"
"114","A","uploader-transfer/r6-7b34ec91-current-head-source-start-continuation-20260707/R6_7B34EC91_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/source-use/R6_7B34EC91_CROSS_LANE_CONTEXT_BOUNDARY.csv","r3-r6-route-context"
"115","A","uploader-transfer/r6-7b34ec91-current-head-source-start-continuation-20260707/R6_7B34EC91_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/source-use/R6_7B34EC91_SOURCE_USE_CONTINUATION_LEDGER.csv","r3-r6-route-context"
"116","A","uploader-transfer/r6-7b34ec91-current-head-source-start-continuation-20260707/R6_7B34EC91_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/state/ACTIVE_SESSION_STATE_EXCERPT_20260707.md","r3-r6-route-context"
"117","A","uploader-transfer/r6-7b34ec91-current-head-source-start-continuation-20260707/R6_7B34EC91_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/state/HEARTBEAT_EXCERPT_20260707.md","r3-r6-route-context"
"118","A","uploader-transfer/r6-7b34ec91-current-head-source-start-continuation-20260707/R6_7B34EC91_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/witness-index/R6_7B34EC91_SOURCE_WITNESS_INDEX_CARRYFORWARD.csv","r3-r6-route-context"
"119","A","uploader-transfer/r6-7b34ec91-current-head-source-start-continuation-20260707/R6_7B34EC91_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/witness-index/R6_7B34EC91_SOURCE_WITNESS_SCOPE_COUNTS_CARRYFORWARD.csv","r3-r6-route-context"
