"package_relative_path","bytes","sha256"
"bodies/ug/current-source-gate/UG-CUR-052-008.html","36909","ebed267b9168a03b8ce4af6950e46320c55409ac8a82aa0a5755de0cf9c838e1"
"bodies/ug/current-source-gate/UG-CUR-052-009.html","171","03eb2e84ada8149081e7b83d12d1e8d8f5b3a472a625948362d1fcf368bae101"
"bodies/ug/github-source-archives-20260705/neouyghur-uyghur-latex-master.zip","7145","243e29097a1a50b72eff1cf9b43f26d12707250248bd48d033a03337ad6ea9a7"
"bodies/ug/github-source-archives-20260705/neouyghur-uyghur-latex/README.md","854","9752ff953c4482a8824aa91fda2e08ba7e84c6172790dd99f51dc8bd106520ff"
"bodies/ug/github-source-archives-20260705/neouyghur-uyghur-latex/uighur.tex","3337","8d3d1b964a2207d9218a029733503c77fb68224ba5bb50bfc5b8a052c43ab251"
"bodies/ug/github-source-archives-20260705/neouyghur-uyghur-latex/Uyghur_Latex_Example.tex","12873","dcb06996785162fefb7ae60d4002b4586efab369e43b7cd33d938263b0ed42eb"
"bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex-master.zip","447560","99288401fcbe14ba7243661c67fcd5cfd643d96ecdae2e9ac66535b30b2f0720"
"bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/diagmac.sty","41503","c96e638252391e082d869f9dd45b5b1f766f7ad42db781d71914ddf5227f10c3"
"bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/diagram.log","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/diagram.tex","3013","d3ce974cd5e82f0674c49af1a5624f8e8cc3c34ed16714d5c06f94f0bb911e86"
"bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/lamp","73442","802b0484ea8c38dd6a075e43c58cfb4b91c56222c023877c63a452917e515d23"
"bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/lamp.jpg","113776","dacfbb6f204e152a744e2f1922bd4cc44b16fcc67171113d74d0792d1ff7f441"
"bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/README.md","201","452e8a842ead4b8022cb84d18e4fa6e361732c983300c6471a460de7b664e794"
"bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/sample.pdf","14755","77647611e0594966b701898f592b6ccaaa5eb08859b5603367df027f628ea0b6"
"bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/sample.tex","660","a5de7ef8dd4e854686290571c4cd1542e013c1af441705815c2199bd1088c7e8"
"bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/Uyghur_Latex_Example.pdf","197885","1709f8a1cea0197e31ddb04ae0b422200605b86d7299ed68ae4407fa0b5d5f0a"
"bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/Uyghur_Latex_Example.tex","12704","8aeaad70a1905307f10dc9990e4d7f8e670575fb2e9506008a9168b04090f316"
"bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/Uyghur_Latex.pdf","39929","e83de22b1b0ca81c6a806c26637323b1ea72ba3a8aad8ca8f4777fa670d7f6b1"
"bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/Uyghur_Latex.tex","2909","1a988a6078312ce6b9225881e44292c99abe64952c6ebffddbad7c451f5dc5ae"
"bodies/ug/prior-retry/uyghur_ewlat_math_terms_category.html","36767","0c6831088ba4835fde9f67949461ba7bed7131d7ef15a27e3856bb91bbb2f53f"
"bodies/ug/prior-retry/uyghur_tarim_algebra_math_dictionary.html","46188","d0b5ff3114c7d059c33202c69449fd1a1427a7cfaeae151b2d85619e00e78bb8"
"bodies/ug/wikitext-20260629T101500Z/Function (mathematics)__فۇنكسىيە.wiki","6124","e14e73997bd2d6003fbffad46d3b4fc0695f3e0b9faceab1790e6142f9997dee"
"bodies/uz/current-web-hard-row-20260705/UZ-WEB-20260705_arxivuz_kophadlar_halqasi.html","60601","9d33be7369a193f7c3501f0ef69e7988ff7ce4f3e5d051a4d7883838fb0d36c4"
"bodies/uz/current-web-hard-row-20260705/UZ-WEB-20260705_tadqiqotlar_halqa_xossalari.html","26392","8e0afd3f517af37b9ae68f6cf7ae96af9728df6e571d33188a0d7eda3bbafafc"
"bodies/uz/current-web-hard-row-20260705/UZ-WEB-20260705_tadqiqotlar_halqa_xossalari.pdf","1098440","fe9d55e04c858c706269e0bf788d59d77c28a476e6d017f49722bda8ec1f118c"
"bodies/uz/external-leads/uzbek_uzsmart_algebra_encyclopedia.txt","17841","5e330052ad1ef9aca3547d0730446500bb6c7296b4a0cca208e055211f35b893"
"bodies/uz/prompt-a3-source-captures/ilmiybaza_chiziqli_fazo_yevklid.html","182720","e3f2a979c9ac84af5a1038b328599189f221067d6ac3f010c8271eaffe15a74b"
"bodies/uz/prompt-a3-source-captures/ilmiybaza_qism_fazolarning_yigindisi_va_kesishmasi.html","95058","a37dd3f16af737d1921202d61fc85be8db0e353ecb25117d2cc337dae1d22504"
"bodies/uz/prompt-a3-source-captures/scribd_lecture1_linear_algebra.html","1181199","7c4b0778118cf263fcd4a1850724a61dca06707f5e6b547fc40ac977edad240d"
"bodies/uz/prompt-a3-source-captures/studylib_3_mavzu_gauss.html","5612","c29735f9dbbebf22652082cf821a7e7f713b59a9fb94db87f02c2b5b874d9d65"
"bodies/uz/wikitext-20260629T101500Z/Algebra__Algebra.wiki","12308","2746a44ad0951c52359991485d2ba228877c8b7acbdfd540c489ee05f6b6c6a9"
"bodies/uz/wikitext-20260629T101500Z/Differential equation__Differensial tenglama.wiki","1905","89b61e19a8c5cde43affe9b52334dbf28f40bdc83197baa3f8a42510d76c8127"
"bodies/uz/wikitext-20260629T101500Z/Equation__Tenglama.wiki","14748","f405e169d93e0f8d6e6bae38ba52d09230ddeb12b9e048cc1b0e865d8bdda546"
"bodies/uz/wikitext-20260629T101500Z/Function (mathematics)__Funksiya (matematika).wiki","9052","68595d6814180422893dc17d2397b28620b3177c6e922481b1a147f30e6cf8dc"
"bodies/uz/wikitext-20260629T101500Z/Linear algebra__Chiziqli algebra.wiki","1376","e385c1b4441ab74ecf79dad268c0f869303bffd052a9a6f7878c1913d6fc5415"
"bodies/uz/wikitext-20260629T101500Z/Mathematics__Matematika.wiki","36356","9fdd11dc453fbc3b814bd002a0f44955ca0326d6eb26f89e1efa53f03cdc3941"
"bodies/uz/wikitext-20260629T101500Z/Matrix (mathematics)__Matritsa matematikada.wiki","670","fd36eacae3ee853fa09b7ccbe7f6f3efe67288b7259770b0f8bc5eb1b3efd5d2"
"bodies/uz/wikitext-20260629T101500Z/Polynomial__Koʻphad.wiki","1608","c5ced6a358f84078305fcccdbdd7804055ddc52866f0239b7921fad394b677e6"
"bodies/uz/wikitext-20260629T101500Z/Probability__Ehtimollik.wiki","611","738499d5f3cb66a9e0a136edc4afb72b99338871cdeeece0c3c1f308609c694d"
"bodies/uz/wikitext-20260629T101500Z/Set (mathematics)__Toʻplam (matematika).wiki","5956","57afd70e933f903618754bc1480c6f0446f0ffa476f1914e4dd0a8938d389c81"
"bodies/uz/wikitext-20260629T101500Z/Statistics__Statistika.wiki","6288","585d37ca4a55735de0220f718a0ef4b43bbe776138e6dd97d852149af04fa80b"
"bodies/uz/wikitext-direct-20260705/DirectWikiAPI__Bezu halqasi.wiki","2043","6cf63ee6cc5824ce8b69a4a6ddad42b708d164311a35f8679e57d54fe66bbfca"
"FABLE_REQUIREMENTS_ACKNOWLEDGED_20260705.md","3272","b8df41ed976ce87c0b7eea355d0b720feb9e8b9c6d0d59fc4eacbeb80a065e59"
"generated-draft/audit/PAN_TURKIC_BODY_PRESENCE_COUNTS_20260706.csv","6405","34135cb9b35e6098b3967de389fc3e9646f9e0e4f7cbc312a888f40ae61f02aa"
"generated-draft/audit/PAN_TURKIC_BRANCH_AUDIT_FILE_PRESENCE_20260706.csv","1456","dea3852f4da800d3953144b4d0f5aab0447e1cc6d918ac147cb2bb937ffaff04"
"generated-draft/audit/PAN_TURKIC_BRANCH_BLOCKER_PRESERVATION_20260706.csv","6475","c1933b44b733aa311c8812a1964de3a1dc4ce8ee3f389efb20c21fb9ef9afafd"
"generated-draft/audit/PAN_TURKIC_BRANCH_CONFIRMATION_README_20260706.md","2181","e69d5e7de8b55d656faea2e1e12aba37027ac82819fa2905866bb1dfdbf9083a"
"generated-draft/audit/PAN_TURKIC_BRANCH_LANDED_CONFIRMATION_20260706.csv","895","26f3e7f3fddc972b5d0a590bc0cfcda04db9c7bc39e53c1a2cf8cdf4a1a390ee"
"generated-draft/audit/PAN_TURKIC_BRANCH_LOCAL_DRIFT_20260706.csv","4831","80139da9c8f5e2da82aca5ee572dfa39899a06c4ff05d73dbae834ebf69c1d3d"
"generated-draft/audit/PAN_TURKIC_BRANCH_TRANSFER_AUDIT_PATHS_20260706.csv","1879","e24760850237528dc389264ef4fdc83ecafa1467698e99b9c06ad3dec4220aef"
"generated-draft/audit/PAN_TURKIC_HARD_BLOCKER_ZERO_ROWS_AUDIT_20260706.csv","9951","e044ea11a98b1ddf52f580c5bf8112f04b4dcd7473399926ae020bbc71b00570"
"generated-draft/audit/PAN_TURKIC_MANIFEST_SHA_EXCEPTIONS_20260706.csv","1193","e5798b34bb67e26466b9799276d14fda87a831e0d58705e70d9bcbc518b14dde"
"generated-draft/audit/PAN_TURKIC_MANIFEST_SHA_VERIFY_20260706.csv","1069","edd0f23737e3a5061b0e875fde69c5581f1d4ca5173577b6320e5839cb58f42b"
"generated-draft/audit/PAN_TURKIC_POST_AUDIT_REFRESH_SUMMARY_20260706.csv","858","189c8bffc6972bc38e832d4c2cd88f6cea3dc478599ecb178b4a00a83c189ca4"
"generated-draft/audit/PAN_TURKIC_REMAINING_ZERO_ROW_GATES_AUDIT_20260706.csv","3709","bdd4ce90dbf7c4cbebe748d94c6b3207feb47ad86a4a08e1e4ec9b02b6a238a8"
"generated-draft/audit/PAN_TURKIC_SOURCE_USE_LABEL_AUDIT_20260706.csv","1964","54102da4788c5f950fd143c3a3a233cc202a94d8107902c8fff1973aeb958a4e"
"generated-draft/audit/PAN_TURKIC_TRANSFER_PACKAGE_AUDIT_README_20260706.md","2594","00d58fa8b04b20f61401be3ba6421925d6d641151365b783a273ef0bc7446900"
"generated-draft/audit/PAN_TURKIC_ZIP_LISTABILITY_20260706.csv","492","81b61c5a13980f22f79abdec570a01d9737197e497f5f809c938a62c301e69b9"
"generated-draft/BRANCH_WEIGHT_LEDGER.csv","1615","c256ae4c4190c4d90f22d92d0c2798c9e5e1dae47bdc1520be63bcc2ff96b421"
"generated-draft/fable-pan-turkic/branch_weight_ledger.csv","1867","7faaef9588207e377136f5d68481337225b6e841e58555b75fa530e3d8aaac0b"
"generated-draft/fable-pan-turkic/do_not_use.csv","1421","2fcf25da5217268b138dc97683b4fea7ab9cc2791a6058605039c21dd84f7372"
"generated-draft/fable-pan-turkic/forms.csv","4209","6974a07e3fee7de90067ff02a3f01aa6a9d3f87c5ff76741b9ed3e762bac38a2"
"generated-draft/fable-pan-turkic/G15_OR_15G_NOT_FOUND_20260705.md","787","7fe4b6b64bd9b9ba284fd3d31a777ac1846aff1319fd5b2e75d428680d6a3eb6"
"generated-draft/fable-pan-turkic/languages.csv","1806","834616b85a39aead696005a2ef6f6d923093ea82e219dfa14f3c3ca8dc679663"
"generated-draft/fable-pan-turkic/lexemes.jsonl","1347","2a86e9f98c91d99eabc3577646ed04d30ad5503ae2a981e5ac13f5c1857508d0"
"generated-draft/fable-pan-turkic/marginal_intelligibility.csv","1491","bf7d9d1cdb05136088d85aea26a4ba65148a1d1db814e0943e4eae91a5140e6e"
"generated-draft/fable-pan-turkic/rules_acknowledgement.md","1612","968d00d46073841821df3cce790d562070814f170108edcc4740a1b0e8ac3ded"
"generated-draft/fable-pan-turkic/source_documents.csv","191501","c43a54d314249f01d9721a8de6d34c5dee19872859f63ad17a10bbc97616cf05"
"generated-draft/fable-pan-turkic/word_weights.csv","2422","e1a6fdfe90b6306e4448319314e7e6f0ff26e8be887779f983d7591252b23817"
"generated-draft/FALSE_FRIEND_ADVERSE_EVIDENCE.csv","1469","356b2ee699a7698b5ef320660c9173b3edb2c80848336b6059ede4b9ec4846fb"
"generated-draft/governance/PAN_TURKIC_BODY_EXTENSION_COUNTS_20260706.csv","4216","89863709e88704ed5d1b5bb1b2685440e8fcf1c9de7ffb7b89d71f732a11ff48"
"generated-draft/governance/PAN_TURKIC_FORCED_WAKE_INSTRUCTION_READS_20260706.csv","6545","efb8e53f5a179fe0db83446bf94e75c12274a5d090b0c9ed9a569f5eb1093909"
"generated-draft/governance/PAN_TURKIC_MUTUAL_WATCH_TRANSFER_NOTICE_20260706.csv","746","f4d4688e4ad7575d4665d8d264f90578c2a81e22c6b82f442e7bc1d273ad2b3b"
"generated-draft/governance/PAN_TURKIC_SOURCE_BODY_UPLOAD_QUEUE_20260706.csv","1086","0b6c91121f53dbabba94b7f679fcfbe48b243a61755470a53c7faf552279277d"
"generated-draft/INTERLINEAR_SCAFFOLD.md","1284","19df10a4edc1d848841763300345324ebc88e7edab8ae2fcd05034faccf31a70"
"generated-draft/MARGINAL_INTELLIGIBILITY_CHECKS.csv","1294","5dbb8c50da1bbca26cb501b782d1f5e1b3cdd3fdb33a6f4a3a616874abf3663e"
"generated-draft/mutual-wake/PAN_TURKIC_MUTUAL_WAKE_COORDINATION_20260705.csv","2830","83b020fb8fda6cda35d5e313511d65067f65ddda5fe977b6edc12689e6768800"
"generated-draft/mutual-wake/PAN_TURKIC_MUTUAL_WAKE_COORDINATION_README_20260705.md","631","0dd5b507b149ac4d2ba8422dec0d273223ca741d872a578dfaf74d882ef4da2b"
"generated-draft/SOURCE_SCOPE_CLASSIFICATION.csv","2455","29f0916af5f4725c5f3b0344be562c8b5db2beb748a7cf141feb1fdd3a5926ed"
"generated-draft/SOURCE_USE_STATUS.csv","2798","b5b0c6ebcd8ac096b872347eca7790cd11dfcccb5005b85252c131e585784768"
"generated-draft/source-recovery/PAN_TURKIC_BLOCKER_RECOVERY_README_20260706.md","2819","b9c7973f54cb8c393965e8efc98c38ae5ddc29d5582b12de7cd89ef94295d96f"
"generated-draft/source-recovery/PAN_TURKIC_BLOCKER_RECOVERY_SEARCH_ATTEMPTS_20260706.csv","4780","a820213dd23a02d9c74d6b27b33517ed9aea1d6767d2b75eeed6c154b2844a00"
"generated-draft/source-recovery/PAN_TURKIC_BLOCKER_RECOVERY_WITNESSES_20260706.csv","8950","c335540535cdd7cf83abe277c69bf8fef25f2ea9688334ebddb76a1a75ff8cd1"
"generated-draft/source-recovery/PAN_TURKIC_CURRENT_WEB_HARD_ROW_RECOVERY_20260705.csv","5675","3b1fe6bebea51981b73bb9d25835a24f7380d8789671639c3850703de5143c6a"
"generated-draft/source-recovery/PAN_TURKIC_CURRENT_WEB_HARD_ROW_RECOVERY_README_20260705.md","1134","28913c0f9a6966d2ae12ddc4f4b9fcf0b51477ce9a74888849433a8e69b04d05"
"generated-draft/source-recovery/PAN_TURKIC_CURRENT_WEB_HARD_ROW_SEARCH_ATTEMPTS_20260705.csv","4919","f2a427b192765263597dafaea1383d24aa6d4877587ed06c8f5e977af99573e4"
"generated-draft/source-recovery/PAN_TURKIC_CURRENT_WEB_SEARCH_ATTEMPTS_20260705.csv","3113","5db347ab6cd05358468c00d19933d27b1070de5f0233a76672c2491e98274823"
"generated-draft/source-recovery/PAN_TURKIC_CURRENT_WEB_SEARCH_ATTEMPTS_README_20260705.md","666","357ac7b6dc26f6990b18bd338824c2298b84d7aad5f218b86e6d11a0c59cd419"
"generated-draft/source-recovery/PAN_TURKIC_DIRECT_WIKI_API_DRAFT_TERM_SUPPORT_20260705.csv","5029","e1f8bae429c3a7517ebd9cddcaf791b9eb8d05b55f9cbaf0958a861d380d4d41"
"generated-draft/source-recovery/PAN_TURKIC_DIRECT_WIKI_API_METADATA_20260705.json","2723","d0069590484a128f4ea6b00da1f6ca72bb486595a6c22d0e9a169b8cbb0a6fa7"
"generated-draft/source-recovery/PAN_TURKIC_DIRECT_WIKI_API_RECOVERY_README_20260705.md","705","2bb8e59503ebd0be8e57e6379924c6e30e7b1771df92b2c4ea6d820990d927c5"
"generated-draft/source-recovery/PAN_TURKIC_DIRECT_WIKI_API_RECOVERY_STATUS_20260705.csv","2604","418d36168f749cb22ef0ed4ecb5f28ecab4417803a569cf2dff5de8d2f13322a"
"generated-draft/source-recovery/PAN_TURKIC_DIRECT_WIKI_API_SEARCH_ATTEMPTS_20260705.csv","3625","6b3684efe4b212cf0197db8ab62fea7d9ade4aed0c5f5ec847cd15add12b735b"
"generated-draft/source-recovery/PAN_TURKIC_GITHUB_SOURCE_ARCHIVE_METADATA_20260705.json","1621","bdb570e01a74756a2e4aa07a366676920b29ae1dc8fb8e3d034bb25629a40d37"
"generated-draft/source-recovery/PAN_TURKIC_GITHUB_SOURCE_ARCHIVE_README_20260705.md","955","49e638fb4dcc9b3f381ed33848f5bae65ddee77392c15c680f584744948865ee"
"generated-draft/source-recovery/PAN_TURKIC_GITHUB_SOURCE_ARCHIVE_RECOVERY_20260705.csv","11056","8674690819ab921474fe805fd3b8770b1f8963a7b38b9c40561088175204342d"
"generated-draft/source-recovery/PAN_TURKIC_GITHUB_SOURCE_ARCHIVE_SEARCH_ATTEMPTS_20260705.csv","888","88341a05a328544411dca514a19feb412e1243116ea2b77631788b9a66a579ac"
"generated-draft/source-recovery/PAN_TURKIC_WIKITEXT_DRAFT_TERM_SUPPORT_20260705.csv","49585","43c9e6b91983cbb6b7d58dbfb71410f5de1c33dabdd278aee37ee6541440c09e"
"generated-draft/source-recovery/PAN_TURKIC_WIKITEXT_RECOVERY_README_20260705.md","828","b3a2153fe60ad735ae78a0f7d1321f9b6b4424f8393ac949cfca252c30f80ab8"
"generated-draft/source-recovery/PAN_TURKIC_WIKITEXT_RECOVERY_STATUS_20260705.csv","55595","5c0cad2c0fde7f956f094b77ffd7f8780d90f995acd4a16fe94863f73925a2f1"
"generated-draft/source-recovery/PAN_TURKIC_ZERO_ROW_BLOCKER_PACKAGE_20260706.csv","3757","41972994d9427bc33c6e183e9c4502bd82551dc3cb32f01645fb71fc69d1b7ed"
"generated-draft/source-recovery/r2_central_asian_turkic_wikitext_rows_20260629T101500Z.json","114111","8a4844f48de29afeeb764fd6d41fc600fb700c63311e56acd61b1f7f84f2c574"
"generated-draft/term-occurrences/PAN_TURKIC_SOURCE_TIED_INTERLINEAR_SCAFFOLD_20260705.csv","232796","82fbb41833ff4ccc8afd2a8ea262939376804b2dea1305e2961e40968a2a282b"
"generated-draft/term-occurrences/PAN_TURKIC_TERM_OCCURRENCE_GAPS_20260705.csv","4547","0952e6ae6a9dc6e32e56a507e30e0c73e1674ca8936d8e9491a80894ad6b4829"
"generated-draft/term-occurrences/PAN_TURKIC_TERM_OCCURRENCE_LEDGER_20260705.csv","1491099","c0ff7c937a8222b5f314c41f345318db170964aa2f3f67c5ae73d9cda6d05881"
"generated-draft/term-occurrences/PAN_TURKIC_TERM_OCCURRENCE_README_20260705.md","1184","54902b84358d6fdb980e9bb3278722ef672df46c3d1d559a1e9dc66802bb4f28"
"generated-draft/term-occurrences/PAN_TURKIC_TERM_OCCURRENCE_SUMMARY_20260705.csv","16999","6b051837bf7431a0800a3a948ea681680bfe71a4cb00233447bb3d48db1bc16b"
"generated-draft/TERMINOLOGY_DECISIONS.csv","1648","b4d0f517130481844084a10126ee2be7d6b6ab2dc7d21f710e1136a31dcfdd41"
"generated-draft/TERMINOLOGY_SUPPORT.csv","4242","4bb324e59f61ea6f28efc7e02341b605f4e86d4446b15017380082b5e06bf75f"
"generated-draft/transition-support/PAN_TURKIC_REMAINING_HARD_ROW_GATES_20260705.csv","4225","eb76316b4d787756e353388c1442cd306ed0cd3969c0d041a3a1523f1b61483a"
"generated-draft/transition-support/PAN_TURKIC_SCOPED_DRAFT_TRANSLATION_SUPPORT_20260705.csv","36933","6380f2335e99c720919cebd7b17f6eed94d6264de624f8f7d61b8d17cf06caa6"
"generated-draft/transition-support/PAN_TURKIC_SOURCE_SUFFICIENCY_TRANSITION_MATRIX_20260705.csv","34094","d8fc5bb9576c388b91f771cd93533073f5853a7cc0e70d5e57667da148c3d449"
"generated-draft/transition-support/PAN_TURKIC_SUFFICIENCY_TRANSITION_README_20260705.md","1242","219f4e9c670f423b576e890b735970b14102c3a4ce7fd82765da735ce2097aad"
"generated-draft/validation/PAN_TURKIC_CURRENT_WEB_PACKAGE_VALIDATION_20260705.csv","1284","45a1abf27c9dbe97ff929001acfc605e644ceb0b30080974ecb3df132cfe006c"
"generated-draft/validation/PAN_TURKIC_CURRENT_WEB_VALIDATION_README_20260705.md","8519","0ef411919bdf114e6644753814d3f9fcbc1755897555503939e82fa7166dee98"
"generated-draft/validation/PAN_TURKIC_FINAL_PACKAGE_VALIDATION_20260705.csv","1236","388594d1fca3df0be59f6166a645614af51d4e73c1cb5665257f7ab54095b6f1"
"generated-draft/validation/PAN_TURKIC_FINAL_PACKAGE_VALIDATION_README_20260705.md","577","4dc8e353c526c9695a79e8ac19aca2dbccedfd8946a2ae9a4bd61f2632a41480"
"generated-draft/zero-row-blocker-payload-20260706/BLOCKERS_R2_ZERO_ROW_20260706.csv","5654","83f1f82ac28f67283b3028e299a91155b78ac8fbc1d095f5e4b8b1c9e6f8d018"
"generated-draft/zero-row-blocker-payload-20260706/PAN_TURKIC_R2_ZERO_ROW_BLOCKER_PAYLOAD_20260706.csv","11314","2d946946c4332bd6abdebc5a1075d34cc8d952aa9167a7f9695095a527ef12c8"
"generated-draft/zero-row-blocker-payload-20260706/PAN_TURKIC_R2_ZERO_ROW_SEARCH_PATHS_20260706.csv","5957","c440415a0bce6f0ef990499088a296bbc9bf49fa0cf0d07b84e77b81acc74501"
"generated-draft/zero-row-blocker-payload-20260706/PAN_TURKIC_R2_ZERO_ROW_SOURCE_USE_AUDIT_20260706.csv","6342","dbde196c59884c24d7c34f75fb4a054311e2cb93af71009783f7ec5885d2da61"
"generated-draft/zero-row-blocker-payload-20260706/README.md","2331","eea30bba1ebbd23fcfae17e3e9f75429dfc717c81f974efaaff2b13797b5a543"
"HEARTBEAT_20260705.md","1594","21dc2091d73a68e5321edc0c154cc42ad80b8b15519e389a8121b46c6305cb80"
"LOGBOOK_EXCERPT.md","2109","f36ad56dabf5d64c48cb3f91d06dbe67c4ace956a65dd70b337b722936c35046"
"MANIFEST.csv","443407","3e2041bbc7623f4651bd30c4a8b14dbf3daf29bdc9974f2def45110bdac16107"
"ocr-witnesses/az/azerbaijani_bqu_math_pdf.txt","16974","d7e2fbdb84d4e7e3a3aa1cfeb5028c35ba975f8064f9c47f21a76638185442f7"
"ocr-witnesses/az/azerbaijani_bsu_riyaziyyat_hisse1.txt","1075564","bb93576702f3d95abe2e5ecb6706870a2153f7180d60c4995360f006980dc4b8"
"ocr-witnesses/kk/current-web-hard-row-20260705/KK-WEB-20260705_auezov_606110_pdf.txt","784429","6de55cc00417cf3ea8f3df97efcaea994bf563e08eeb38ab22d72204c8c19e8d"
"ocr-witnesses/kk/current-web-hard-row-20260705/KK-WEB-20260705_auezov_606110.txt","784429","6de55cc00417cf3ea8f3df97efcaea994bf563e08eeb38ab22d72204c8c19e8d"
"ocr-witnesses/kk/current-web-hard-row-20260705/KK-WEB-20260705_univision_606140_html.txt","96337","448fc0ec06a8de5c177e514f72244227f50e1f17c289ecb7f359c026d0736aaa"
"ocr-witnesses/kk/current-web-hard-row-20260705/KK-WEB-20260705_univision_606140.txt","96328","45fafb4481b361300847e355924e8cb704d9d6920addfbdd1f4bd22113b7b16b"
"ocr-witnesses/kk/current-web-hard-row-20260705/KK-WEB-20260705_wikipedia_emmi_noether_html.txt","19546","7743ae39259c95f4f991e6ccb913c677b6b9f85e8feb20d46a008e864aac72f0"
"ocr-witnesses/ky/current-web-hard-row-20260706/KY-WEB-20260706_igu_abylasynova_glossary_pdf.txt","6","7b2aa16484b6ad79ef5bec51da3501f5079367b625da44bf97468422d27e8e95"
"ocr-witnesses/ky/current-web-hard-row-20260706/KY-WEB-20260706_igu_abylasynova_glossary_tesseract-rus-eng.txt","32042","751640d2b489e834fbeab4edb4889d48b0e5e875f634020fb7263981520c8eae"
"ocr-witnesses/ky/KY-PDF-001_Algebra_7_textbook_OKUMA_KG.txt","172","ec22418d438c906531f832a369c6afb02ccc2e35a42e3b7b5503623a637238fe"
"ocr-witnesses/ky/KY-PDF-002_Kyrgyz_mathematics_curriculum_PDF_edu_gov_kg.txt","138234","e4ae84b91831d06f9a935284cd7fc5e07a547095fee450cfcee52ad9cbc3000b"
"ocr-witnesses/ky/KY-PDF-003_Algebra_8_PDF_Bizdin_kg.txt","105","02faf4f67b177f6eb34ab305a9832a28d4cba5f786fd8b473aae0aa934d69a28"
"ocr-witnesses/tk/current-source-gate/TK-CUR-051-004.txt","98540","37c0fb08e3568157ad49f287c5c40c2a6bdda3be2bb9ebfa2e51e185a198415e"
"ocr-witnesses/tk/current-source-gate/TK-CUR-051-005.txt","11470","cbf58da8a291de3ed5de7099b575322d717c6d80fa1f02958d7df148ffdcab59"
"ocr-witnesses/tr/TR-EXP-001_ankara_acikders_bolum_9_polynomial_rings.txt","6573","2905f9138bb7dae10a5a9f366f303b2b9a6a76de96b9961a79abb6dee00bacbd"
"ocr-witnesses/tr/TR-EXP-002_hacettepe_sonlu_cisim_2.txt","21792","b4672c0815881229cdc1935405672d6912b5848bce4b6a8485f0cc11771ae667"
"ocr-witnesses/tr/TR-NOETH-001_bulentsarac_moduller.txt","70573","680f779c089600b15e6e8c032d06980b4e3909da0f2c2613bc5e19a96e54e020"
"ocr-witnesses/tr/TR-NOETH-002_marmara_asalimsi_idealler_thesis.txt","110076","905db953e4992471e080b48b5da90696983e31c9d6c2514ce535bfca3196ebac"
"ocr-witnesses/tt/TT-PDF-001_Algebra_7_work_program_edu_tatar_test_storage.txt","147253","3f219b50001d62dee8d763b8ca788cbc604bc4729c48142b61db3d532a9b7ff0"
"ocr-witnesses/tt/TT-PDF-002_Algebra_7_educational_minimum_edu_tatar.txt","17883","7ae9610b43d75e70680c7cb7bf2d593edacb5bfc015a0759b0de688aef862165"
"ocr-witnesses/tt/TT-PDF-003_Fenni_Tatarstan_2014_issue_2.txt","959180","9cc27d6408a6904204fe688a869f37ccf394ee4843059dcdb238fba343a9093d"
"ocr-witnesses/uz/current-web-hard-row-20260705/UZ-WEB-20260705_arxivuz_kophadlar_halqasi_html.txt","12862","4eb236deee8d17d402a9988f43d9a43e42749f8899d54bd44f424bb7a59c9b56"
"ocr-witnesses/uz/current-web-hard-row-20260705/UZ-WEB-20260705_arxivuz_kophadlar_halqasi.txt","639","14513322f2dce3127f531ba5d715c0bdfd2e3a8edb9b150fb20d8d9ba21df5d2"
"ocr-witnesses/uz/current-web-hard-row-20260705/UZ-WEB-20260705_tadqiqotlar_halqa_xossalari_html.txt","3141","389222d8bbf490bdb671e0b1e5337647c513ad723cf33c260e318cf65bb13b86"
"ocr-witnesses/uz/current-web-hard-row-20260705/UZ-WEB-20260705_tadqiqotlar_halqa_xossalari_pdf.txt","19187","011bcce34fd0f8ad715b2ff4bb18241329bd6401e308ceaf14e28632580f3b01"
"ocr-witnesses/uz/current-web-hard-row-20260705/UZ-WEB-20260705_tadqiqotlar_halqa_xossalari.txt","19187","011bcce34fd0f8ad715b2ff4bb18241329bd6401e308ceaf14e28632580f3b01"
"pointer-only/az/prior-retry/azerbaijani_kitabyurdu_cebr_muhazireler.html","98596","e63f167632ccc2b2779f352bd6d088dcc3336f5bb926a257c45a74d0daf4f892"
